[00:00:05.214 --> 00:00:06.834]  Wednesday, October 12, 2016.
[01:00:47.660 --> 01:00:52.182]  And that protection was on full display at the second presidential debate.
[01:00:52.182 --> 01:00:56.603]  With all of the New World Order's media and all of the New World Order's CIA operatives
[01:00:56.823 --> 01:01:01.184]  They just couldn't put Humpty Dumpty Hillary back together again.
[01:01:01.184 --> 01:01:12.808]  Isn't it ironic that the roughly 28 million people watching the second presidential debate witnessed in live time the crushing weight of American Providence in action?
[01:01:12.808 --> 01:01:15.108]  The symbolism was palatable.
[01:01:15.108 --> 01:01:20.990]  Just as Obama had been plagued by flies as his two-faced politics took the reins of power of the nation,
[01:01:21.910 --> 01:01:24.372]  Uh, this guy's bothering me here.
[01:01:24.372 --> 01:01:27.494]  Of, uh, our... Sorry.
[01:01:27.494 --> 01:01:29.655]  Sorry, I'm gonna start over.
[01:01:29.655 --> 01:01:31.797]  I'm gonna start at, I will contrast.
[01:01:31.797 --> 01:01:32.777]  Hey!
[01:01:32.777 --> 01:01:39.862]  Beelzebub, Lord of the Flies, made yet another appearance, clinging to Hillary's evil glowing radiance.
[01:01:40.242 --> 01:01:48.465]  First, let me start by saying that so much of what he's just said is not right, but he gets to run his campaign any way he chooses.
[01:01:48.465 --> 01:01:50.666]  He gets to decide what he wants to talk about.
[01:01:50.666 --> 01:02:00.969]  And in one of the strangest presidential debates in American history, a former president meekly sat on the sidelines, faced with three of the women he raped.
[01:02:00.969 --> 01:02:07.912]  Meanwhile, Hillary, in true arrogant oblom, railed on Donald Trump about a joke he made 11 years ago.
[01:02:08.052 --> 01:02:13.514]  And he has said that the video doesn't represent who he is.
[01:02:13.514 --> 01:02:19.957]  But I think it's clear to anyone who heard it that it represents exactly who he is.
[01:02:19.957 --> 01:02:23.318]  Because we've seen this throughout the campaign.
[01:02:23.318 --> 01:02:26.639]  We have seen him insult women.
[01:02:26.639 --> 01:02:28.120]  We've seen him rate women.
[01:02:29.249 --> 01:02:33.230]  On their appearance, ranking them from 1 to 10.
[01:02:33.230 --> 01:02:35.270]  Then Providence struck.
[01:02:35.270 --> 01:02:40.451]  You can say any way you want to say it, but Bill Clinton was abusive to women.
[01:02:40.451 --> 01:02:47.153]  Hillary Clinton attacked those same women and attacked them viciously, four of them here tonight.
[01:02:47.153 --> 01:02:52.394]  One of the women, who is a wonderful woman at 12 years old, was raped.
[01:02:53.274 --> 01:02:54.435]  At 12.
[01:02:54.435 --> 01:03:02.524]  Her client, she represented, got him off and she's seen laughing on two separate occasions, laughing at the girl who was raped.
[01:03:02.524 --> 01:03:06.828]  Kathy Shelton, that young woman, is here with us tonight.
[01:03:06.828 --> 01:03:09.331]  So, don't tell me about words.
[01:03:09.331 --> 01:03:12.394]  I am absolutely, I apologize for those words.
[01:03:13.855 --> 01:03:14.896]  President Clinton did.
[01:03:14.896 --> 01:03:15.796]  He was impeached.
[01:03:15.796 --> 01:03:18.798]  He lost his license to practice law.
[01:03:18.798 --> 01:03:26.821]  He had to pay an $850,000 fine to one of the women, Paula Jones, who's also here tonight.
[01:03:26.821 --> 01:03:39.768]  And I will tell you that when Hillary brings up a point like that, and she talks about words that I said 11 years ago, I think it's disgraceful, and I think she should be ashamed of herself, if you want to know the truth.
[01:03:42.090 --> 01:03:43.479]  Can we please hold the applause?
[01:03:45.066 --> 01:03:55.014]  Bill, Hillary, Obama, the CIA, United Nations, New World Order, the sleeping giant is awake and it just had you for breakfast.
[01:03:55.014 --> 01:03:56.876]  She got caught in a total lie.
[01:03:56.876 --> 01:04:01.140]  Her papers went out to all her friends at the banks, Goldman Sachs, and everybody else.
[01:04:01.140 --> 01:04:05.103]  And she said things, WikiLeaks, that just came out.
[01:04:05.103 --> 01:04:06.464]  Her falling down on 9-11 was promised.
[01:04:06.464 --> 01:04:10.688]  Now she's blaming the lie on the late, great Abraham Lincoln.
[01:04:10.688 --> 01:04:11.768]  That's one that I haven't...
[01:04:12.729 --> 01:04:26.181]  But when you talk about apology, I think the one that you should really be apologizing for and the thing that you should be apologizing for are the 33,000 emails that you deleted and that you acid washed.
[01:04:26.181 --> 01:04:33.387]  And then the two boxes of emails and other things last week that were taken from an office and are now missing.
[01:04:33.387 --> 01:04:37.511]  So we're going to get a special prosecutor and we're going to look into it because you know what?
[01:04:37.511 --> 01:04:38.471]  People have been
[01:04:39.512 --> 01:04:46.297]  Their lives have been destroyed for doing one-fifth of what you've done, and it's a disgrace, and honestly, you ought to be ashamed of yourself.
[01:04:46.297 --> 01:04:48.038]  Everything he just said is absolutely false, but I'm not surprised.
[01:04:48.038 --> 01:04:48.499]  In the first debate...
[01:04:59.947 --> 01:05:05.091]  There's an unprecedented crackdown underway against Christians worshiping in secret in Iran.
[01:05:05.091 --> 01:05:10.494]  Iranian police enter family parties and weddings in an effort to find those who've turned their backs on Islam.
[01:05:10.494 --> 01:05:22.042]  Iranian Christian news source Mojaved News reports that a house raid on September 30th resulted in the arrest of five men who were taken to an unknown location and charged with evangelism, a crime that could mean death in Iran.
[01:05:22.042 --> 01:05:29.767]  In a 2016 report, the United States Commission on International Religious Freedom said that Christians and other minorities in Iran continue to experience severe
[01:05:29.787 --> 01:05:30.187]  I think so.
[01:05:59.645 --> 01:06:00.466]  Hey, everyone!
[01:06:00.466 --> 01:06:06.590]  Pharmacist Ben Fuchs here, host of The Bright Side, and as many of you know, I'm on a mission to help Americans get and stay healthy.
[01:06:06.590 --> 01:06:08.672]  You've all heard the shocking statistics.
[01:06:08.672 --> 01:06:18.960]  Despite spending trillions of dollars in health care, nearly $10,000 per man, woman, and child in this country, obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant.
[01:06:18.960 --> 01:06:24.945]  One out of three or four people is dealing with some kind of health challenge, and everyone knows at least one person with a degenerative disease.
[01:06:25.325 --> 01:06:25.725]  We're good to go!
[01:06:48.763 --> 01:06:50.565]  Infowarsteam.com.
[01:06:50.565 --> 01:06:52.447]  Your body will be very grateful.
[01:06:52.447 --> 01:06:55.451]  On the web at Infowarsteam.com.
[01:06:55.451 --> 01:06:57.213]  That's Infowarsteam.com.
[01:06:59.500 --> 01:07:04.984]  InfoWars is proud to announce the official InfoWars Live app, available now for iPhone and Android.
[01:07:04.984 --> 01:07:13.590]  InfoWars Live allows you to watch a live, high-definition feed of the Alex Jones Show 24-7 and get the latest breaking InfoWars reports straight to your phone.
[01:07:13.590 --> 01:07:16.612]  Want to read the latest exclusives on InfoWars.com?
[01:07:16.612 --> 01:07:18.433]  Or do you want to catch up on world news?
[01:07:18.433 --> 01:07:21.555]  Now you can do so with InfoWars Live anywhere you go.
[01:07:21.555 --> 01:07:23.897]  You can browse the news, share content and more.
[01:07:23.897 --> 01:07:26.879]  And best of all, it's free to download at InfoWars.com.
[01:07:27.059 --> 01:07:32.044]  The app is brand new, this is the first release, and it was completely built from the ground up.
[01:07:32.044 --> 01:07:35.888]  We've seen example after example of cable news networks attempting to deceive you.
[01:07:35.888 --> 01:07:44.756]  In short, the mainstream media is being covertly manipulated by well-financed political forces who are trying to sway public opinion, and in a natural direction that only serves establishment agendas.
[01:07:44.756 --> 01:07:49.521]  But InfoWars Live is the solution to the controlled press that is rapidly losing influence.
[01:07:49.761 --> 01:07:57.114]  So download InfoWars Live today at InfoWars.com and learn what's really going on instead of being spoon-fed lies by the mainstream media.
[01:08:05.230 --> 01:08:11.934]  I mean, she is an abject, psychopathic demon from hell that as soon as she gets into power is going to try to destroy the planet.
[01:08:11.934 --> 01:08:15.456]  She's worked like a demon, as you know, with Secretary of State.
[01:08:15.456 --> 01:08:20.279]  We came, we saw, he died.
[01:08:20.279 --> 01:08:23.241]  What difference, at this point, does it make?
[01:08:23.241 --> 01:08:33.888]  And there's only one candidate in this race who understands that democracy in a big, diverse country doesn't work if you constantly demonize each other, demonize each other.
[01:08:34.657 --> 01:08:40.022]  You could put half of Trump's supporters into what I call the basket of deplorables.
[01:08:40.022 --> 01:08:41.683]  And I mean that literally, by the way.
[01:08:41.683 --> 01:08:51.112]  I was reading the other day, there's a guy on the radio who apparently, Trump's on his show frequently, he said, me and Hillary are demons.
[01:08:51.112 --> 01:08:54.655]  I'm telling you.
[01:08:54.655 --> 01:08:57.978]  She is a demon.
[01:08:57.978 --> 01:08:58.939]  This is biblical.
[01:08:58.939 --> 01:09:00.821]  She's going to launch a nuclear war.
[01:09:02.580 --> 01:09:04.682]  I said we smell like something.
[01:09:04.682 --> 01:09:14.730]  Ain't that something?
[01:09:14.730 --> 01:09:18.954]  Now... I mean... Come on, people!
[01:09:23.499 --> 01:09:25.521]  You can't watch that evil off, okay?
[01:09:25.521 --> 01:09:25.841]  On Hillary.
[01:09:25.841 --> 01:09:26.201]  I'm not kidding.
[01:09:26.201 --> 01:09:31.325]  People say... They say... Folks, I've been told this by high up folks.
[01:09:31.325 --> 01:09:34.607]  They say, listen, Obama and Hillary both smell like sulfur.
[01:09:34.607 --> 01:09:40.332]  I never said this because the media will go crazy with it, but I've talked to people that are in protective details.
[01:09:40.332 --> 01:09:41.512]  I mean, they're scared of it.
[01:09:41.512 --> 01:09:45.856]  And they say, listen, she's a frickin' demon and she stinks, and so does Obama.
[01:09:45.856 --> 01:09:46.636]  And I go, like, what?
[01:09:46.636 --> 01:09:48.298]  Sulfur.
[01:09:48.298 --> 01:09:49.879]  They smell like hell.
[01:09:51.289 --> 01:09:54.751]  On November 8th, the arrogance of Washington, D.C.
[01:09:54.751 --> 01:10:00.354]  will come face-to-face with the righteous verdict of the American voter.
[01:10:00.354 --> 01:10:01.615]  It's about time.
[01:10:01.615 --> 01:10:02.255]  Look at those crowds.
[01:10:02.255 --> 01:10:07.558]  So much of what he's just said is not right, but he gets to run his campaign any way he chooses.
[01:10:07.558 --> 01:10:19.244]  So much of what he says isn't true, and the damn fly lands right on her eyeball.
[01:10:19.244 --> 01:10:20.545]  Oh, man, it's amazing.
[01:10:21.966 --> 01:10:23.287]  I believe Danny Williams' story.
[01:10:23.287 --> 01:10:25.587]  I interviewed his aunt.
[01:10:25.587 --> 01:10:27.088]  I remember talking about it and covering it.
[01:10:27.088 --> 01:10:29.689]  I went back and did some research and found references to it.
[01:10:29.689 --> 01:10:34.071]  And I remember his aunt, the old church lady, hard-working lady that raised him.
[01:10:34.071 --> 01:10:38.572]  Back when he was like, I think, 10 years old at the time.
[01:10:38.572 --> 01:10:43.054]  And because the media is spreading this, oh, there's some guy from Arkansas claiming he's Bill Clinton's elementary kid.
[01:10:43.054 --> 01:10:45.335]  Here's a dirty trick.
[01:10:45.335 --> 01:10:45.755]  Dirty trick?
[01:10:46.894 --> 01:10:50.735]  It's been him trying to climb the fence when he was a little kid to see his daddy.
[01:10:50.735 --> 01:10:53.655]  Clinton didn't do a DNA test like he said he did.
[01:10:53.655 --> 01:10:54.876]  That was all fake.
[01:10:54.876 --> 01:10:56.416]  We looked into it.
[01:10:56.416 --> 01:11:00.377]  It was a tabloid owned by the Clintons' friends.
[01:11:00.377 --> 01:11:02.077]  That's all coming up.
[01:11:02.077 --> 01:11:05.018]  But this is just about how evil these people are and how fake they are.
[01:11:05.018 --> 01:11:08.939]  That's why we're covering this today.
[01:11:08.939 --> 01:11:15.420]  So Infowars.com exclusive, Danny Williams, the reported son of Bill Clinton in studio.
[01:11:17.816 --> 01:11:20.738]  We've not really done any pre-preparation either.
[01:11:20.738 --> 01:11:23.440]  I know he's sent me Facebook and Twitter deals over the years.
[01:11:23.440 --> 01:11:24.260]  He's talked to Biggs.
[01:11:24.260 --> 01:11:26.041]  He likes Biggs a lot.
[01:11:26.041 --> 01:11:27.662]  They've talked.
[01:11:27.662 --> 01:11:33.306]  And this was going to be in a couple other big publications, but at the end of the day, Danny said, yeah, I just want Alex Jones to put this out.
[01:11:33.306 --> 01:11:34.307]  I didn't even ask for it.
[01:11:34.307 --> 01:11:34.607]  It's crazy.
[01:11:34.607 --> 01:11:36.768]  I didn't even ask to have the exclusive, and we just got it.
[01:11:36.768 --> 01:11:40.050]  Because I guess Danny's followed the show some over the years.
[01:11:40.050 --> 01:11:45.374]  So, that's what this comes down to, is everything the Clintons tell you is a lie.
[01:11:46.072 --> 01:11:48.433]  And we've got big news articles out in the Daily Mail.
[01:11:48.433 --> 01:11:50.354]  Are these the Clintons' secret grandkids?
[01:11:50.354 --> 01:12:01.738]  Their father, the man who claims he's Bill Clinton's love child, says his prostitute mother slept with the former Arkansas governor 13 times and received $700 bills every month delivered by a state trooper.
