[00:00.000 --> 00:11.000]  Defending the Republic from enemies, foreign, and domestic, it's Alex Jones.
[1:16:41.000 --> 1:16:47.000]  This could be life-saving. Lockdowns can last from six to eight weeks. Get free bonus seeds.
[1:16:47.000 --> 1:16:55.000]  Special quarantine reports too. Go to survivalseedbank.com. That's survivalseedbank.com.
[1:16:55.000 --> 1:17:01.000]  We can all agree these are troubled times, right? So do you know who's on your wireless network?
[1:17:01.000 --> 1:17:08.000]  Whether it's a big company selling your data or a foreign hacker, if you're not protected, everybody sees your information.
[1:17:08.000 --> 1:17:13.000]  That's why you need FlashRouters, a custom Wi-Fi router created for privacy.
[1:17:13.000 --> 1:17:21.000]  FlashRouters uses a virtual private network or VPN to protect your online activity from hackers, trackers, and large corporations.
[1:17:21.000 --> 1:17:25.000]  And not just one, but all your devices with one out-of-the-box setup.
[1:17:25.000 --> 1:17:34.000]  Plus, FlashRouters also enhances your wireless network performance and unlocks powerful router management tools to let you take total control of your network.
[1:17:34.000 --> 1:17:44.000]  Call or click FlashRouters today at 1-866-509-5817 or FLASHROUTERS.COM.
[1:17:44.000 --> 1:18:07.000]  Protect your wireless home network today with FlashRouters.
[1:18:07.000 --> 1:18:17.000]  FlashRouters.com.
[1:18:17.000 --> 1:18:23.000]  Emergency reports get all there, and the globalists have worked around the clock to take them off air, but something's happening.
[1:18:23.000 --> 1:18:28.000]  The public has been spreading the word that the forbidden truth lives at infowars.com.
[1:18:28.000 --> 1:18:38.000]  And it's growing exponentially, and the attempts to censor are only backfiring, but we can supercharge this right now.
[1:18:38.000 --> 1:18:43.000]  If all of you listening realize, hey, you know how to find the show, but other people don't.
[1:18:43.000 --> 1:18:56.000]  They believe mainstream media that was off the air, so you can override the corporate media, the establishment, all of them at this critical time, and tell folks that the truth lives and is back on air at infowars.com.
[1:18:56.000 --> 1:19:00.000]  And I'm here to tell you, I don't need you to thank me and tell me I've done a good job.
[1:19:00.000 --> 1:19:02.000]  I've done nothing but my duty.
[1:19:02.000 --> 1:19:13.000]  I discovered a bunch of bloodthirsty scum coming after innocent people, and I've been fighting them for 13 years, and I'll never stop while I'm drawing breath.
[1:19:13.000 --> 1:19:40.000]  For 26 years, Alex Jones and infowars have been sounding the alarm for patriots worldwide, waking people up to the New World Order, Bohemian Grove, the American Deep State, the rise of communist China, the plan for global depopulation, and global elite pedophiles who prey off of our young.
[1:19:40.000 --> 1:19:47.000]  The enemy has done their best to destroy us, but because of your support, our fight continues.
[1:19:47.000 --> 1:19:52.000]  Join us, support the info war, and together we will slay the dragon.
[1:19:52.000 --> 1:20:13.000]  Keep fighting Alex, you're the gladiator.
[1:20:13.000 --> 1:20:22.000]  You know, we all know who started Q, should I just tell all the Q heads?
[1:20:22.000 --> 1:20:36.000]  We now take you live, crank it up to the Central Texas Commands Center in the heart of the Resistance.
[1:20:36.000 --> 1:20:47.000]  You're listening to Alex Jones.
[1:20:47.000 --> 1:21:00.000]  You know, I had the founder of Q at my house about two years ago, and I really should have hired him, but for some reason I did.
[1:21:00.000 --> 1:21:08.000]  See, that's why it's very frustrating to me to see people out there believing all this Q stuff when I can, I mean, everybody already knows.
[1:21:08.000 --> 1:21:12.000]  And he got hijacked within three days of him launching it.
[1:21:12.000 --> 1:21:29.000]  And it started out just as some guys having some fun that were authorized to engage in psyops, so it did start with people in the Trump campaign and people that worked in U.S. intelligence.
[1:21:29.000 --> 1:21:35.000]  And, you know, I'm just going to call him and I'm going to ask him to come on.
[1:21:35.000 --> 1:21:38.000]  It's time this all gets exposed.
[1:21:38.000 --> 1:21:53.000]  I mean, because seriously, I know respected people that are friends with the president who believe all this and then say something to the president and he just doesn't even know what he goes, oh, well, that's not really, that's how crazy all this is.
[1:21:53.000 --> 1:22:03.000]  And now it's been hijacked and turned into this authoritarianism, and you've got all these famous New Agers saying that the power's about to go off this week for three days.
[1:22:03.000 --> 1:22:06.000]  And then the power will go off in one town like it always does.
[1:22:06.000 --> 1:22:08.000]  They go, oh, Q just did a test.
[1:22:08.000 --> 1:22:15.000]  And no matter how many times, oh, trust the plan, Robert Mueller is going to come out and the rest of everybody.
[1:22:15.000 --> 1:22:17.000]  Some guys started it.
[1:22:17.000 --> 1:22:18.000]  They were inside the White House.
[1:22:18.000 --> 1:22:20.000]  They were on Air Force One.
[1:22:20.000 --> 1:22:23.000]  And one of these guys, I can't figure out.
[1:22:23.000 --> 1:22:24.000]  He does a lot of great work.
[1:22:24.000 --> 1:22:25.000]  He's really smart.
[1:22:25.000 --> 1:22:31.000]  He calls up one day and he goes, hey, what do you think Trump ought to tweet about you today?
[1:22:31.000 --> 1:22:33.000]  And I said, I'll go ahead.
[1:22:33.000 --> 1:22:35.000]  I'd like him to tweet this.
[1:22:35.000 --> 1:22:41.000]  And the president tweeted three things from Info Wars and one of the things I asked for.
[1:22:41.000 --> 1:22:43.000]  And I said, OK, well, why did you do that?
[1:22:43.000 --> 1:22:46.000]  Obviously, the president said that he goes, well, yeah.
[1:22:46.000 --> 1:22:49.000]  So, yeah, the founder of Q talks to the president.
[1:22:49.000 --> 1:22:50.000]  It's true.
[1:22:50.000 --> 1:22:58.000]  But it was taken away from them within three days.
[1:22:58.000 --> 1:23:09.000]  And the very person who created it attacks it and gets attacked by it now and can't stand it.
[1:23:09.000 --> 1:23:12.000]  And I guess that's why you're going to take that individual.
[1:23:12.000 --> 1:23:14.000]  He's a really smart guy.
[1:23:14.000 --> 1:23:17.000]  But when I've been around him, he's tried to have these discussions with me.
[1:23:17.000 --> 1:23:23.000]  Something in my own world, I just don't get into clandestine stuff and manipulations and cloak and dagger stuff.
[1:23:23.000 --> 1:23:24.000]  I just full on assault.
[1:23:24.000 --> 1:23:25.000]  That's just what I do.
[1:23:25.000 --> 1:23:27.000]  It's all out in the open.
[1:23:27.000 --> 1:23:30.000]  I like that better than all the sneaking around stuff.
[1:23:30.000 --> 1:23:32.000]  And I'm not bashing folks into the sneaking around.
[1:23:32.000 --> 1:23:41.000]  I'm just telling you that my Psyop is just butt naked, balls the walls, we're on.
[1:23:41.000 --> 1:23:44.000]  I mean, it's just, you know, pull swords, start hacking.
[1:23:44.000 --> 1:23:45.000]  I don't got a shield.
[1:23:45.000 --> 1:23:46.000]  I got two swords.
[1:23:46.000 --> 1:23:48.000]  And that's just what I do.
[1:23:48.000 --> 1:23:53.000]  And but I can see all the stuff I see right through it.
[1:23:53.000 --> 1:23:55.000]  I see for miles and miles.
[1:23:55.000 --> 1:23:56.000]  I see through flesh.
[1:23:56.000 --> 1:23:58.000]  I see through the stone.
[1:23:58.000 --> 1:24:02.000]  I see through fog because I live in truth.
[1:24:02.000 --> 1:24:08.000]  And the more the brain gets addicted to truth, sometimes I'll try to sell a strategic lie for counterintelligence.
[1:24:08.000 --> 1:24:12.000]  But that's important to do to just see if somebody's corrupt.
[1:24:12.000 --> 1:24:20.000]  And I can't even say things now that because I just get more and more.
[1:24:20.000 --> 1:24:26.000]  The more you tell the truth, the more it becomes addicting because the brain doesn't have to filter or manipulate.
[1:24:26.000 --> 1:24:29.000]  You know, they say everybody lies and it's true.
[1:24:29.000 --> 1:24:31.000]  You know, a woman says, his dress look good.
[1:24:31.000 --> 1:24:33.000]  You know, they don't want to hear it looks bad.
[1:24:33.000 --> 1:24:40.000]  Oh, yeah, it looks great because you learned with, you know, a lot of girlfriends being married that they don't really want to hear if it looks good.
[1:24:40.000 --> 1:24:44.000]  They want it. You would tell them they look good because they're going to wear it if they want to.
[1:24:44.000 --> 1:24:47.000]  But now I just go, yeah, I think I don't think it looks good.
[1:24:47.000 --> 1:24:52.000]  I think it looks great because I just have not done a lot of people look a lot about myself.
[1:24:52.000 --> 1:24:55.000]  People go, why did you say that about yourself years ago?
[1:24:55.000 --> 1:25:02.000]  I said, yeah, I paid for a lot of abortions because I did and I repented and it was wrong.
[1:25:02.000 --> 1:25:05.000]  And I believe the lies and I said, I'll never have another abortion again.
[1:25:05.000 --> 1:25:10.000]  And then I was celibate for like three years because I had been so struck by God that I was a whore running around.
[1:25:10.000 --> 1:25:12.000]  People pay for sex.
[1:25:12.000 --> 1:25:18.000]  You know, I was, you know, in terms of whore dog, I got likes a lot of women and the more you get with women,
[1:25:18.000 --> 1:25:20.000]  the more they pick up on the more women you get.
[1:25:20.000 --> 1:25:21.000]  That's just the way it works.
[1:25:21.000 --> 1:25:24.000]  But it's not a good thing. It was very empty and it's bad.
[1:25:24.000 --> 1:25:28.000]  And then I was celibate for a couple of years and then the first woman I went out with, I got a pregnant just like that.
[1:25:28.000 --> 1:25:30.000]  I can look at a woman and get a pregnant.
[1:25:30.000 --> 1:25:37.000]  We backed in and not shooting blanks here and have my son.
[1:25:37.000 --> 1:25:41.000]  He's great. 17 years old now.
[1:25:41.000 --> 1:25:44.000]  But I committed to not be part of that and I repented.
[1:25:44.000 --> 1:25:45.000]  Okay.
[1:25:45.000 --> 1:25:48.000]  People go, why in the hell did you tell people that you've paid for abortions?
[1:25:48.000 --> 1:25:49.000]  That's not a good thing.
[1:25:49.000 --> 1:25:50.000]  Well, you know what?
[1:25:50.000 --> 1:25:53.000]  It's a good thing to say I'm a sinner and I admit to it.
[1:25:53.000 --> 1:25:56.000]  So see my secret weapon is the truth.
[1:25:56.000 --> 1:26:04.000]  And that's why they attack us constantly and say we're lying or we're scammers or we're this or that because they can't stand the fact.
[1:26:04.000 --> 1:26:09.000]  I mean, I know who started Q, the two guys.
[1:26:09.000 --> 1:26:12.000]  I've forgotten more than most people ever know.
[1:26:12.000 --> 1:26:15.000]  Why do you think the Pentagon, the CIA, the president tune in?
[1:26:15.000 --> 1:26:20.000]  This is the Oracle folks, the guests, the callers, myself, what we do.
[1:26:20.000 --> 1:26:21.000]  This is unfiltered.
[1:26:21.000 --> 1:26:24.000]  There's nothing else like this on earth.
[1:26:24.000 --> 1:26:30.000]  Almost everybody else couches what they're going to say, thinks about what they're going to say and how it'll affect them or others.
[1:26:30.000 --> 1:26:32.000]  People are scared.
[1:26:32.000 --> 1:26:34.000]  I'm not.
[1:26:34.000 --> 1:26:44.000]  I'm scared of not executing my operation that is directed at a spiritual level by a very high agency, not of this world.
[1:26:44.000 --> 1:26:53.000]  I am not directed by the scum in DC or the scum in Los Angeles or the scum in Beijing or any of them.
[1:26:53.000 --> 1:26:58.000]  I am directed by a pro-human mission and I am my own man.
[1:26:58.000 --> 1:27:02.000]  And I want you to be your own man and your own women out there.
[1:27:02.000 --> 1:27:05.000]  We're going to go to break and come back with the report.
[1:27:05.000 --> 1:27:11.000]  Trust the plan, the two people that created it and launched it.
[1:27:11.000 --> 1:27:13.000]  One, a political operative.
[1:27:13.000 --> 1:27:18.000]  One, government intelligence agency.
[1:27:18.000 --> 1:27:22.000]  Had it hijacked within three days.
[1:27:22.000 --> 1:27:30.000]  And they know that and both of them attack it and tell you it's crap.
[1:27:30.000 --> 1:27:35.000]  But again, it's like the father gives birth to something one day it comes to take them.
