[00:00.000 --> 00:19.000]  Info Wars. Tomorrow's news. Today.
[01:26:35.000 --> 01:26:40.000]  And they would not be ignored. It would galvanize people. We could get huge anti-war demonstrations going again.
[01:26:40.000 --> 01:26:44.000]  And I think it would unify the left and right. And it's something we need to do right now.
[01:26:44.000 --> 01:26:47.000]  I think we should also introduce impeachment articles for what Biden's done.
[01:26:47.000 --> 01:26:54.000]  $150 million to Ukraine, the money laundering, all of it to make it front and center and point out what he's doing that's wrong.
[01:26:54.000 --> 01:26:56.000]  I think that's also important.
[01:26:56.000 --> 01:27:00.000]  And you said it, left and right. Again, the Kennedy...
[01:27:00.000 --> 01:27:04.000]  The Kennedy is... think about it.
[01:27:04.000 --> 01:27:17.000]  If your uncle, the president was assassinated, RFK Jr., and your father was assassinated, what kind of person would you be?
[01:27:17.000 --> 01:27:21.000]  Could you imagine living through that? Could you imagine...
[01:27:21.000 --> 01:27:25.000]  Here, I just got this framed.
[01:27:25.000 --> 01:27:30.000]  Wow. President killed. Governor Connolly shot. Suspect seized. Johnson has sworn in.
[01:27:30.000 --> 01:27:32.000]  And let me expand on that.
[01:27:32.000 --> 01:27:38.000]  Kennedy faced Curtis LeMay and L.O. Lemonser on the Joint Chiefs of Staff, the chairman of the Joint Chiefs being L.O. Lemonser.
[01:27:38.000 --> 01:27:44.000]  They want to do a false flag attacking U.S. cities, blaming on Cuba and Russia as a pretext for war after Bay of Pigs.
[01:27:44.000 --> 01:27:47.000]  Kennedy said no. And that's one of the reasons they had him killed.
[01:27:47.000 --> 01:27:51.000]  So there's always been these forces pushing for a winnable nuclear war with Russia.
[01:27:51.000 --> 01:27:58.000]  And now with all these other nuclear powers, all the different war game scenarios show Pakistan and India going to war, India and China going to war.
[01:27:58.000 --> 01:28:07.000]  Once there's a limited exchange, almost every analyst agrees it'll lead to total nuclear war, end of civilization, probably all life on Earth as we know it.
[01:28:07.000 --> 01:28:11.000]  But why are there psychos that are willing to try this?
[01:28:11.000 --> 01:28:20.000]  They're demented, evil people. That's why. Why does a murderer murder people? Why does a thief steal stuff? That's who they are.
[01:28:20.000 --> 01:28:22.000]  Why does the rapist rape?
[01:28:22.000 --> 01:28:27.000]  Exactly. And they're raping us of our life, liberty, and a pursuit of happiness.
[01:28:27.000 --> 01:28:34.000]  Alright, Jill Solente, TrendsResearch.com. Get the new magazine. It's monthly, but they also have the big Trends Journal out right now.
[01:28:34.000 --> 01:28:39.000]  So important to read yourself and then share it with others. It's like a book every episode, every issue.
[01:28:39.000 --> 01:28:46.000]  Go to TrendsResearch.com and get one now and retweet his tweet about us being on air together at Jill Solente on Twitter right now.
[01:28:46.000 --> 01:28:50.000]  We'll be right back. Infowars.com. Tomorrow's news today.
[01:29:16.000 --> 01:29:24.000]  Information is beyond incredible. Hundreds of medical doctors and scientists, all of them, right now, telling the truth at Bandod Video.
[01:29:24.000 --> 01:29:31.000]  Millions of people today visiting Bandod Video, but you can take that information and cause a bigger ripple effect, an amplifying effect,
[01:29:31.000 --> 01:29:36.000]  and make sure it gets out to your friends, your family, your neighbors, and perfect strangers.
[01:29:36.000 --> 01:29:42.000]  You are the modern Paul Revere's. You are what takes our information and amplifies it.
[01:29:42.000 --> 01:29:47.000]  If you decide to take action, we as a species and as a race are invincible.
[01:29:47.000 --> 01:30:13.000]  So I thank you all for your past action and I challenge you to redouble your efforts now because humanity and the children are counting on you.
[01:30:13.000 --> 01:30:19.000]  Mr. Revere's kept saying he died decades before he did die and it's the same siob today.
[01:30:19.000 --> 01:30:26.000]  Infowars is more influential and more powerful than ever because of your support and because of the facts and what we've covered is coming true.
[01:30:26.000 --> 01:30:35.000]  But if they can convince you we've been shut down, if they can convince you that we're going away and you stop supporting, you stop spreading the word, then they do win.
[01:30:35.000 --> 01:30:41.000]  Ladies and gentlemen, there's only one group of people that can shut down Infowars and that's you, the viewers and listeners.
[01:30:41.000 --> 01:30:50.000]  If you decide we're done, we're done. If you decide to go to InfowarsStore.com and get supplements and books and films and t-shirts and so much more, we will stay on the air indefinitely.
[01:30:50.000 --> 01:30:59.000]  It is all in your hands. So thanks for your support. Stand up against the globalists. Go to InfowarsStore.com right now and keep us on air. It's up to you.
[01:30:59.000 --> 01:31:13.000]  Introducing Infowars, super high end supplement line at up to 50% off what the same formulas are sold for in stores. It's Infowars MD, exclusively available at InfowarsStore.com.
[01:31:13.000 --> 01:31:22.000]  We have a new line of super quality CBD oils that are incredibly good for your entire body at InfowarsStore.com.
[01:31:22.000 --> 01:31:32.000]  We have libido RX, better mood, nitric boost, mushroom max, powerful, new tropic, ageless fatality collagen, super food greens and more.
[01:31:32.000 --> 01:31:43.000]  Our turmeric formula is 95% of humanoid, the strongest and best on the market. These formulas and more under the Infowars MD banner are at InfowarsStore.com.
[01:31:43.000 --> 01:31:52.000]  They are private labeled clones of the top brands in the country for up to 50% off what you're going to find in stores and other online stores.
[01:31:52.000 --> 01:32:17.000]  This is our new Infowars MD, Incredible Line.
[01:32:22.000 --> 01:32:37.000]  This is our new Infowars MD, Incredible Line.
[01:32:37.000 --> 01:33:01.000]  This is our new Infowars MD, Incredible Line.
[01:33:01.000 --> 01:33:26.000]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:33:26.000 --> 01:33:32.000]  If you are receiving this transmission, you are the Resistance.
[01:33:32.000 --> 01:33:43.000]  Live from the Infowars.com studios, it's Alex Jones.
[01:33:43.000 --> 01:33:56.000]  We're going to talk economy now with Gerald Salente. We're going to talk about the Poison Shots, AI, anti-war. We're going to talk about office building busts, the trends.
[01:33:56.000 --> 01:34:00.000]  I want to get into the trends now. Bam, bam, bam, back Sunday night with myself, Owen Schreuer and Harrison Smith for a big roundtable discussion.
[01:34:00.000 --> 01:34:09.000]  I haven't really talked about this yet, but we're doing it starting next Tuesday with over 15 big guests that we've already lined up.
[01:34:09.000 --> 01:34:16.000]  Alex Jones was right, emergency broadcast Tuesday, January 17th from 8 a.m. to midnight.
[01:34:16.000 --> 01:34:20.000]  We may even go past it.
[01:34:20.000 --> 01:34:27.000]  These events are about reaching out to new people because once the regular show is in at 6 p.m., we go commercial free.
[01:34:27.000 --> 01:34:35.000]  We'll take a few breaks, air a few promos, a few special reports, but it will be basically commercial free or commercial light, only a few minutes of breaks an hour.
[01:34:35.000 --> 01:34:43.000]  And if all of our guests tweet and Facebook and everything that they're coming on for a special event and have listeners that aren't censored like we are,
[01:34:43.000 --> 01:34:52.000]  a lot of folks have been let back on Twitter. If you tell folks, hey, they're on air right now covering censored information, we can get millions and millions of new people
[01:34:52.000 --> 01:34:57.000]  per event like this to tune in that really haven't done the deep dive on what's happening.
[01:34:57.000 --> 01:35:08.000]  So it's so important. And it's a fundraiser. Listen, we're only about $230,000 down a month in the last six months for what we need to pay for the bandwidth, the crew, the legal, all of it.
[01:35:08.000 --> 01:35:15.000]  We've got a two to four year appeal process. They're not going to shut us down. They're saying, unless you don't support, I'm not complaining.
[01:35:15.000 --> 01:35:21.000]  You've done a great job supporting, but I'm asking for you to really take action, especially if you're a listener that's never bought products at mphilwarstore.com.
[01:35:21.000 --> 01:35:29.000]  If you did order products and like them to go to mphilwarstore.com and get these great products, regardless, spread the word about mphilwarstore.com.
[01:35:29.000 --> 01:35:43.000]  That link gets censored a lot. So we have the mphilwar.tv link that we'll put on screen that folks can tweet out and Facebook out an email and share.
[01:35:43.000 --> 01:35:47.000]  That's how we overpower the AI. That's how we stop the censors.
[01:35:47.000 --> 01:35:55.000]  And so we've launched a whole new product line, mphilwarzmd, partnering with the top company that already makes some of the best supplements highest rated in the country.
[01:35:55.000 --> 01:36:00.000]  We can only give you 25% off on these because we already don't have much markup in them.
[01:36:00.000 --> 01:36:11.000]  But we're talking about a lot of amazing products in the mphilwarzmd line, like high quality CBD oil, like nitric oxide that's so important to clean out your blood and stop blood clots,
[01:36:11.000 --> 01:36:18.000]  and really supercharge you, nitric boost, shrimp max is a non-stimulant, new tropic that boosts your brain function.
[01:36:18.000 --> 01:36:23.000]  mphilwarzmd available at mphilwarstore.com.
[01:36:23.000 --> 01:36:29.000]  And of course we have the real Red Pill Plus that after all these years of being sold out because of proprietary ingredients,
[01:36:29.000 --> 01:36:33.000]  because the lockdowns and things we couldn't get is now back available as well.
[01:36:33.000 --> 01:36:41.000]  You should really experience Real Red Pill Plus at mphilwarstore.com, down and out our great natural sleep formula, the strongest sleep formula we've got,
[01:36:41.000 --> 01:36:49.000]  maybe too strong for some, works really great, very strong doses of the valerian root and the melatonin and like five other ingredients.
