[00:00:00.817 --> 00:00:02.922]  We are drugged out!
[01:23:30.899 --> 01:23:32.340]  You can censor wherever you want.
[01:23:32.340 --> 01:23:33.922]  Just don't let people threaten to kill Republicans.
[01:23:34.619 --> 01:23:36.522]  They went, this guy's a schmuck.
[01:23:36.522 --> 01:23:38.445]  They totally banned him the next day.
[01:23:38.445 --> 01:23:40.248]  Total shadow ban.
[01:23:40.248 --> 01:23:40.508]  100%.
[01:23:40.508 --> 01:23:43.172]  They went, I feel violated!
[01:23:43.172 --> 01:23:44.134]  You feel violated, huh?
[01:23:48.905 --> 01:23:50.907]  Here, let's go back to our little Lee-Mom friend.
[01:23:50.907 --> 01:23:52.028]  Then I'll give the number out.
[01:23:52.028 --> 01:23:52.448]  The number's 877-789-2539.
[01:23:52.448 --> 01:23:52.608]  877-789-Alex.
[01:23:52.608 --> 01:23:52.708]  877-789-2539.
[01:23:52.708 --> 01:23:53.449]  First-time callers.
[01:23:53.449 --> 01:23:54.470]  First-time callers.
[01:23:54.470 --> 01:23:54.970]  Good phones.
[01:23:54.970 --> 01:23:56.351]  Love you to call.
[01:23:56.351 --> 01:23:58.233]  On topic of censorship, how do we fight back?
[01:24:09.090 --> 01:24:11.651]  What is it they're planning big ahead of the censorship?
[01:24:11.651 --> 01:24:13.272]  What are they going to pull in the 2018 midterms?
[01:24:13.272 --> 01:24:21.736]  There's internal documents, internal polls, numbers just like I told you last time show that they're not going to retake the House or Senate, but they're going to try.
[01:24:21.736 --> 01:24:25.158]  They're legalizing illegal aliens voting all over the place.
[01:24:25.158 --> 01:24:28.139]  So something big's coming.
[01:24:28.139 --> 01:24:28.979]  They're making their move.
[01:24:28.979 --> 01:24:29.700]  What do you think it is?
[01:24:29.700 --> 01:24:31.261]  What do you think of all the censorship?
[01:24:31.261 --> 01:24:31.961]  How do we counter it?
[01:24:34.049 --> 01:24:40.333]  877-789-ALEX, 877-789-A-L-E-X, on this Monday, Global Edition.
[01:24:40.333 --> 01:24:45.276]  But right now, let's go back to the EMOM.
[01:24:45.276 --> 01:24:49.979]  The story is on Infowars.com.
[01:24:49.979 --> 01:24:51.380]  Copenhagen, Denmark.
[01:24:51.380 --> 01:24:59.886]  There's another EMOM saying the same stuff out of Stockholm, Sweden, and another one that was, I mean, all these countries are saying it.
[01:24:59.886 --> 01:25:00.266]  EMOM,
[01:25:01.749 --> 01:25:03.231]  Well, just hear it from him.
[01:25:03.231 --> 01:25:04.872]  He said, we must conquer all of Europe.
[01:25:04.872 --> 01:25:05.573]  We tried before.
[01:25:05.573 --> 01:25:06.654]  This time we will succeed.
[01:25:06.654 --> 01:25:08.276]  Here it is.
[01:25:08.276 --> 01:25:17.165]  We must have new Ottomans who will enter the Balkans and restore them to the bosom of Islam.
[01:25:17.165 --> 01:25:17.906]  Hit pause.
[01:25:17.906 --> 01:25:22.450]  Because you had over 100 invasions there and got kicked out a couple times.
[01:25:23.723 --> 01:25:37.893]  So, just like Albania was with the Clintons and was allowed to take over a third of Serbia, even though they admit that the Muslims started the war, the Serbs were the bad guys, we heard that on the news, and so here he is, continue.
[01:25:37.893 --> 01:25:50.902]  We must have a proud and pious army of believers who will march from North Africa and conquer Rome, Allah willing.
[01:26:00.676 --> 01:26:05.019]  Thus we will be fulfilling our religious duty to jihad for the sake of Allah.
[01:26:05.019 --> 01:26:12.825]  They can put hijabs on all the women too.
[01:26:12.825 --> 01:26:18.729]  In order to glorify his word, to elevate his banner, and to institute his law throughout the world.
[01:26:22.508 --> 01:26:25.070]  Jihad necessitates the conquest of Europe.
[01:26:25.070 --> 01:26:28.651]  Jihad necessitates the conquest of Europe.
[01:26:28.651 --> 01:26:32.733]  The Quran says, fight them until, back it up, you talk too fast.
[01:26:32.733 --> 01:26:36.674]  Fight them until, let's have this loving religion of peace.
[01:26:36.674 --> 01:26:42.617]  Fight them until there is no more fitna.
[01:26:42.617 --> 01:26:45.698]  Look up fitna in Arabic for me, and what was the other term?
[01:26:47.352 --> 01:26:48.752]  So no more fitna.
[01:26:48.752 --> 01:26:50.113]  Search engine fitna for me.
[01:26:50.113 --> 01:26:57.274]  Before we go back, let's just definition fitna in Islam.
[01:26:57.274 --> 01:27:00.375]  We'll come back to that in a moment.
[01:27:00.375 --> 01:27:03.696]  Let's continue.
[01:27:03.696 --> 01:27:05.357]  A religion belongs to Allah alone.
[01:27:05.357 --> 01:27:05.797]  Hit pause.
[01:27:05.797 --> 01:27:06.797]  Wait, wait, wait.
[01:27:06.797 --> 01:27:07.597]  Back that up.
[01:27:07.597 --> 01:27:14.719]  I thought we just all live in peace and you come in and you always let us live in peace except that isn't true ever.
[01:27:14.719 --> 01:27:15.099]  Fitna.
[01:27:18.021 --> 01:27:23.665]  Temptation means peace until everyone submits.
[01:27:23.665 --> 01:27:25.507]  So there is no more resistance.
[01:27:25.507 --> 01:27:26.407]  Fitness resistance.
[01:27:26.407 --> 01:27:27.908]  Okay, that's what we thought.
[01:27:27.908 --> 01:27:28.609]  Okay, let's go back.
[01:27:37.968 --> 01:27:45.571]  It's impossible to eliminate fitna unless the capitalist and the secular order is destroyed and eliminated.
[01:27:45.571 --> 01:27:46.412]  Ah!
[01:27:46.412 --> 01:27:49.373]  I've got to get rid of that capitalism or you'll be in a big palace.
[01:27:49.373 --> 01:27:54.856]  The demolition of the resistance will not occur solely through calling upon Europeans to join Islam.
[01:27:54.856 --> 01:27:55.636]  Oh!
[01:27:55.636 --> 01:28:02.740]  The European media, the European order and the European practices
[01:28:04.309 --> 01:28:08.313]  Lure not just the infidels, but the Muslims themselves away from Islam.
[01:28:08.313 --> 01:28:08.913]  Exactly.
[01:28:08.913 --> 01:28:10.174]  You've got to burn that down.
[01:28:10.174 --> 01:28:17.921]  The Western media and politics do not merely keep Europeans away from Islam, but strive to rip the Muslims and Europe away from Islam.
[01:28:17.921 --> 01:28:18.782]  Impossible.
[01:28:18.782 --> 01:28:25.988]  So, of course, the little people bringing them in, the globalists, the collaborators, they'll have to be liberated of their heads.
[01:28:25.988 --> 01:28:26.629]  Let's continue.
[01:28:30.718 --> 01:28:37.241]  The melting pot policies which target the Islamic identity, and the media which distorts the image of Islam.
[01:28:37.241 --> 01:28:38.181]  Wait, pause.
[01:28:38.181 --> 01:28:40.823]  Yeah, because the media tells you it's all peaceful and loving.
[01:28:40.823 --> 01:28:48.767]  He comes back, we'll get to this in your phone calls, and he says, oh no, we are not going to let you do your normal thing.
[01:28:48.767 --> 01:28:50.788]  The gays go off the buildings.
[01:28:50.788 --> 01:28:52.949]  The women's genitals are cut off.
[01:28:52.949 --> 01:28:54.370]  Your buildings go boom boom.
[01:28:57.646 --> 01:29:01.388]  Tired of being censored by Facebook, YouTube, Twitter, and Patreon?
[01:29:01.388 --> 01:29:03.089]  Well, now you don't have to be.
[01:29:03.089 --> 01:29:08.191]  Oneway.com is the free speech and human-friendly social network built just for you.
[01:29:08.191 --> 01:29:09.852]  Stop feeding the beast.
[01:29:09.852 --> 01:29:18.315]  Every post you make on those evil, anti-human, anti-American, perverted sites helps them destroy our families, our country, and our souls.
[01:29:18.315 --> 01:29:21.097]  Join Oneway today and take back your liberty.
[01:29:21.097 --> 01:29:25.359]  Your free speech alternative is waiting for you at Oneway.com.
[01:29:25.359 --> 01:29:25.919]  Oneway.com.
[01:29:27.349 --> 01:29:30.450]  This is Jessica Armand, founder of MyMagicMud.
[01:29:30.450 --> 01:29:35.411]  Our team helped organize a successful effort to remove fluoride from our city's water supply.
[01:29:35.411 --> 01:29:37.111]  This is our passion.
[01:29:37.111 --> 01:29:41.312]  MyMagicMud Oral Care purifies and brightens your smile naturally.
[01:29:41.312 --> 01:29:47.293]  GCN listeners, please support MyFamilyBusiness by purchasing our products from your local health food store.
[01:29:47.293 --> 01:29:49.934]  We're also available at CVS Pharmacy.
[01:29:49.934 --> 01:29:55.355]  Or visit us at MyMagicMud.com and take 10% off now with coupon code GCN10.
[01:29:58.413 --> 01:30:04.696]  Choose to take control of your chemistry with Survival Shield X2 and BioTrue Selenium.
[01:30:04.696 --> 01:30:09.038]  This powerful combo is perfect for supporting your thyroid and health.
[01:30:09.038 --> 01:30:16.322]  BioTrue Selenium's formula is far from synthetic and is made from a source of 100% organic mustard seed.
[01:30:16.322 --> 01:30:18.523]  Our super high quality nascent iodine
[01:30:18.763 --> 01:30:24.967]  Is an essential mineral sourced of 99.99% ultra pure deep earth iodine crystals.
[01:30:24.967 --> 01:30:32.751]  This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue and organ in the body.
[01:30:32.751 --> 01:30:39.655]  With inadequate thyroid hormones you may experience slow metabolism, lethargy, weight gain and overall brain fog.
[01:30:40.015 --> 01:30:46.241]  Survival Shield X2 and BioTrue Selenium work together to support the systems in your body.
[01:30:46.241 --> 01:30:50.085]  Take control of your chemistry today with this super combo.
[01:30:50.085 --> 01:30:57.132]  Discover the power of Survival Shield X2 and BioTrue Selenium at InfoWarsLife.com
[01:30:58.126 --> 01:31:02.110]  Staying healthy on the go is just as important as staying healthy at home.
[01:31:02.110 --> 01:31:04.853]  But sometimes supplements don't work fast enough.
[01:31:04.853 --> 01:31:09.658]  That's why InfoWars Life has created a powerful new addition to the Super Blue line.
[01:31:09.658 --> 01:31:12.081]  Super Blue Silver Immune Gargle.
[01:31:12.081 --> 01:31:15.104]  Available in 1 oz., 3.5 oz., and 16 oz.
[01:31:15.104 --> 01:31:19.569]  bottles, Immune Gargle is perfect for the bathroom, kitchen, or wherever you go.
[01:31:20.189 --> 01:31:26.874]  The incredible new purifying formula is dentist recommended for daily use whenever you feel like you need to stay clean.
[01:31:26.874 --> 01:31:35.020]  As a powerful hand purifier or oral cleansing formula, just a small spray will help you stay clean when you feel surrounded by toxins.
[01:31:35.020 --> 01:31:41.785]  With powerful yet simple ingredients, Immune Gargle features Silver Soul Nano Silver for a powerful cleansing alternative.
[01:31:42.205 --> 01:31:47.389]  With Super Blue Silver Immune Gargle, staying toxin free is easy and affordable.
[01:31:47.389 --> 01:31:52.693]  Help stop the spread of toxins and stay healthy with Super Blue Silver Immune Gargle.
[01:31:52.693 --> 01:31:55.355]  Only available at InfoWarsLife.com.
[01:31:55.355 --> 01:31:57.277]  That's InfoWarsLife.com.
[01:31:57.777 --> 01:32:04.281]  We are kept afloat only by your loyal patronage, and that's why we need you to go to the site now.
[01:32:04.281 --> 01:32:11.104]  If you're not in the market for one of our greatest nutraceuticals, please consider a contribution.
[01:32:11.104 --> 01:32:26.633]  $25, $50, $100, $250 or even $500 would be a godsend to our important work here to beat back the globalists and to destroy their campaign of censorship in which they want to strangle our First Amendment rights.
[01:32:27.788 --> 01:32:31.609]  Hey, how would you like to take InfoWars with you wherever you go?
[01:32:31.609 --> 01:32:36.850]  Well, now you can do just that with the new official InfoWars app.
[01:32:36.850 --> 01:32:38.150]  And here's the best part.
[01:32:38.150 --> 01:32:39.990]  It is absolutely free.
[01:32:39.990 --> 01:32:45.212]  At the Apple Store and Google Play, you can join the InfoWars today.
[01:32:45.212 --> 01:32:48.952]  Check it out right now at InfoWars.com forward slash app.
[01:32:48.952 --> 01:32:53.273]  It's the InfoWars official app, taken on the globalist at point-blank range.
[01:32:53.273 --> 01:32:57.394]  And with your help spreading it, and with your help downloading it, we are unstoppable.
[01:33:01.324 --> 01:33:15.069]  You're listening to the Alex Jones Show.
[01:33:15.069 --> 01:33:19.391]  You're listening to the antidote for fake news.
[01:33:19.391 --> 01:33:21.312]  It's Alex Jones.
[01:33:28.729 --> 01:33:35.394]  So, you've been on YouTube for years and you don't know who I am.
[01:33:35.394 --> 01:33:46.223]  I'm primitive, I'm real, I know the enemy, and if we can have the spirit of normal humanity spread, it's over for the globalists!
[01:33:46.223 --> 01:33:50.046]  You'll never, never defeat the human spirit!
[01:33:50.046 --> 01:33:52.347]  You'll never defeat God!
[01:33:52.347 --> 01:33:53.669]  You'll never win!
[01:33:55.444 --> 01:33:57.546]  We know who they are, and we're sick of them!
[01:33:57.546 --> 01:34:04.771]  You guys know who he is?
[01:34:04.771 --> 01:34:06.131]  You know Alex Jones has InfoWars?
[01:34:06.131 --> 01:34:08.273]  Very popular.
[01:34:08.273 --> 01:34:08.813]  Alex Jones.
[01:34:08.813 --> 01:34:09.574]  Alex Jones.
[01:34:09.574 --> 01:34:10.615]  Alex Jones.
[01:34:10.615 --> 01:34:11.455]  Alex Jones.
[01:34:11.455 --> 01:34:13.056]  Alex Jones for Alex Jones.
[01:34:13.056 --> 01:34:13.657]  Alex Jones.
[01:34:13.657 --> 01:34:15.118]  From InfoWars.
[01:34:15.118 --> 01:34:15.658]  InfoWars.
[01:34:15.658 --> 01:34:16.359]  Yeah.
[01:34:16.359 --> 01:34:17.619]  But did that stop him?
[01:34:17.619 --> 01:34:17.880]  No!
[01:34:17.880 --> 01:34:18.440]  He did not!
[01:34:21.903 --> 01:34:28.273]  The more they abuse you, the more you enjoy it.
