[00:00:03.086 --> 00:00:04.287]  You found it!
[01:18:26.190 --> 01:18:37.520]  Multiple online platforms have now taken down content associated with Alex Jones and InfoWars.
[01:18:37.520 --> 01:18:40.963]  First they come for Alex Jones, everyone else like Domino's would fall.
[01:18:49.119 --> 01:18:53.063]  We're not in Kansas anymore.
[01:18:53.063 --> 01:18:55.065]  You can't watch this, the movie.
[01:18:55.065 --> 01:18:58.348]  Available now at InfowarsStore.com.
[01:18:58.348 --> 01:19:02.532]  The globalists are hyper-competitive scientific dictators.
[01:19:02.532 --> 01:19:03.594]  They are technocrats.
[01:19:03.594 --> 01:19:05.876]  They are control freaks in their own words.
[01:19:05.876 --> 01:19:12.763]  And they believe allowing you to live your own life and make your own decisions gets in the way of their great destiny to merge with AI gods.
[01:19:13.223 --> 01:19:15.105]  Now, we're fighting them hard in cyberspace.
[01:19:15.105 --> 01:19:17.567]  We're fighting them hard right here in the third dimension.
[01:19:17.567 --> 01:19:24.052]  But one of the biggest places that we neglect to forget that we've really got a lot of control in our lives is our bodies.
[01:19:24.052 --> 01:19:29.256]  If I wasn't taking the highest quality supplements from 4warslife.com, I couldn't do it.
[01:19:29.256 --> 01:19:38.263]  That's why we decided to take our original Secret 12 that was incredibly high quality medical bottlemen and double the strength of it in a new formula, Ultra 12.
[01:19:39.224 --> 01:19:45.207]  Ultra 12 is undoubtedly the strongest, highest quality B12 over-the-counter that you're going to find anywhere.
[01:19:45.207 --> 01:19:46.147]  It is amazing.
[01:19:46.147 --> 01:19:54.931]  Experience pure methylcobalamin B12 for yourself and fund the Second American Revolution against the tyrants at m4warsstore.com, m4warslife.com, or 888-253-3139.
[01:19:54.931 --> 01:19:56.912]  You're listening to the Alex Jones Show.
[01:20:26.926 --> 01:20:44.132]  And now you've got this chasm in American politics, but politics across the English-speaking world, where the right and the left, the right is still using the original sort of classically liberal values that our countries are founded on, whereas the left has decided that no, they're a revolutionary force.
[01:20:44.132 --> 01:20:47.033]  They don't agree with the right-wing values.
[01:20:47.033 --> 01:20:55.336]  In fact, they are white supremacy, they are racist, and that's because they don't produce the exact equal outcome that the left is looking for.
[01:20:56.394 --> 01:21:00.180]  We're going to play this clip right now and when we come back I'll get your response to it.
[01:21:00.180 --> 01:21:10.755]  This is CNN over the weekend saying that Donald Trump has killed more people than Hitler, Stalin and other dictators combined.
[01:21:10.755 --> 01:21:11.216]  Here it is.
[01:21:11.834 --> 01:21:17.717]  Well I think that medicalizing politics has three very dire consequences.
[01:21:17.717 --> 01:21:21.379]  The first is that it stigmatizes the mentally ill.
[01:21:21.379 --> 01:21:27.883]  I've known thousands of patients, almost all of them have been well behaved, well mannered, good people.
[01:21:27.883 --> 01:21:29.644]  Trump is none of these.
[01:21:29.644 --> 01:21:36.328]  Lumping the mentally ill with Trump is a terrible insult to the mentally ill and they have enough problems in stigma as it is.
[01:21:37.268 --> 01:21:48.936]  The second issue is that calling Trump crazy hides the fact that we're crazy for having elected him, and even crazier for allowing his crazy policies to persist.
[01:21:48.936 --> 01:21:55.720]  Trump is as destructive a person in this century as Hitler, Stalin, and Mao were in the last century.
[01:21:55.720 --> 01:21:59.723]  He may be responsible for many more million deaths than they were.
[01:21:59.723 --> 01:22:05.767]  He needs to be contained, but he needs to be contained by attacking his policies, not his person.
[01:22:06.087 --> 01:22:07.588]  Now, the full clip's five minutes long.
[01:22:07.588 --> 01:22:09.889]  It's up on Infowars.com if you'd like to go watch it.
[01:22:09.889 --> 01:22:11.310]  They didn't challenge him.
[01:22:11.310 --> 01:22:21.174]  They let him continue to go on with a statement that is, talk about insane, it is the biggest lie yet I've seen from mainstream media.
[01:22:21.174 --> 01:22:28.638]  And now it's obviously only going to be a new milestone on the frontier, a new record to be broken, obviously.
[01:22:29.478 --> 01:22:31.480]  Hitler killed more than 20 million people.
[01:22:31.480 --> 01:22:33.061]  Stalin, tens of millions.
[01:22:33.061 --> 01:22:34.462]  Lenin, tens of millions.
[01:22:34.462 --> 01:22:41.246]  The Chinese government itself says over 100 million people died during the last 70 years of what they've been doing in their experiment.
[01:22:41.246 --> 01:22:44.329]  How do you respond to a statement like that?
[01:22:44.329 --> 01:22:46.630]  And where do you think that means we're going?
[01:22:46.630 --> 01:22:47.311]  It's idiotic.
[01:22:47.971 --> 01:22:50.373]  It's really idiotic.
[01:22:50.373 --> 01:22:54.015]  Donald Trump doesn't have an agenda to kill millions of people.
[01:22:54.015 --> 01:22:55.876]  I don't think he's going to do it accidentally.
[01:22:55.876 --> 01:23:02.621]  And I find it very interesting how he begins with, oh, we shouldn't, what was it, medicalise, or something like that, our politics or our news.
[01:23:02.621 --> 01:23:04.522]  And then goes on to do exactly that.
[01:23:04.522 --> 01:23:06.664]  Bring Donald Trump's mental health into question.
[01:23:06.664 --> 01:23:13.828]  Which seems really irresponsible to me, because I'm sure that psychologists say that you've got to have a one-on-one, at least some sort of one-on-one time with the person.
[01:23:13.828 --> 01:23:15.850]  It's called the Goldwater Rule.
[01:23:15.850 --> 01:23:16.550]  Right, there we go.
[01:23:16.550 --> 01:23:17.451]  And so for him to then...
[01:23:17.671 --> 01:23:18.692]  If you lose your license for it.
[01:23:38.027 --> 01:23:50.154]  They're saying that we're Nazis and that we're invoking war and civil war and death, but they're saying that we are that, and weak-minded people are going to then respond as if they're fighting Hitler, and it's going to bring the very thing they say they're fighting.
[01:23:50.154 --> 01:23:51.595]  They know exactly what they're doing.
[01:23:51.595 --> 01:23:54.857]  Yeah, it's a deliberate kind of radicalization.
[01:23:56.338 --> 01:24:05.824]  I don't know how much they're self-aware about this, but the leftists are radicalizing, and they are consciously aware that they're doing it, I think.
[01:24:05.824 --> 01:24:18.551]  I think that they have come to the point where they've delegitimized right-wing morality, and the right-wing worldview, to the point where they just see nothing legitimate in it, and all good is with them, and all bad is with you.
[01:24:18.551 --> 01:24:21.733]  Well, that was my next question, but I interrupted it with another.
[01:24:22.870 --> 01:24:28.032]  The radicalization, you read the WikiLeaks from Hillary, they said we've got to have more culture war, that's the answer.
[01:24:28.032 --> 01:24:40.657]  Clearly all the race baiting and all the sexist demonization and all of this culture war, divide and conquer, hasn't worked so they're going to keep upping it, but I mean, at what point
[01:24:41.658 --> 01:24:42.598]  Do they have to stop?
[01:24:42.598 --> 01:24:51.683]  Because at a certain point they're going to foment so much violence, at a certain point it's going to get out of hand, and clearly that's where they're pushing, but it hasn't worked so far.
[01:24:51.683 --> 01:24:54.424]  So where do you think it's going?
[01:24:54.424 --> 01:25:01.027]  I don't really want to speculate for fear of pushing the cart further down the tracks.
[01:25:01.027 --> 01:25:02.327]  It's not good.
[01:25:02.327 --> 01:25:09.470]  It's not good to declare half of the population to be the enemy, to declare them to be racist, to declare them to be white supremacists.
[01:25:10.891 --> 01:25:13.994]  There should be some compassion for your fellow countrymen.
[01:25:13.994 --> 01:25:22.120]  I mean, if you don't agree on at least something about your nation, then how can you continue to be a nation?
[01:25:22.120 --> 01:25:23.581]  This is the real problem.
[01:25:23.581 --> 01:25:26.824]  I mean, the open border stuff, I find most pernicious.
[01:25:26.824 --> 01:25:34.150]  Because if you go back to the 90s, listen to Bill Clinton building a wall and Obama deporting immigrants, illegal immigrants.
[01:25:34.150 --> 01:25:34.990]  That's normal.
[01:25:34.990 --> 01:25:38.013]  And let's be clear, we've got Obama just four years ago, Sam.
[01:25:38.473 --> 01:25:39.414]  It's not even long!
[01:25:39.414 --> 01:25:41.075]  We got anti-Pelosi five years ago!
[01:25:41.075 --> 01:25:53.806]  Yeah, the radicalization of the left has happened really, really quickly because the resistance to the arguments that they were making has just collapsed in left-wing politics and so they're just shooting as far left as they can now.
[01:25:53.806 --> 01:25:56.368]  The Republicans are staying fairly moderate because...
[01:25:58.329 --> 01:26:02.892]  The Democrats have never excised the radical leftists from their own party.
[01:26:02.892 --> 01:26:06.214]  The Republicans do not let the Nazis in.
[01:26:06.214 --> 01:26:08.436]  They do not let the Richard Spencers in.
[01:26:08.436 --> 01:26:10.797]  They actually reject it actively.
[01:26:10.797 --> 01:26:15.600]  Whereas the leftists at this point are just embracing the communists and embracing the socialists.
[01:26:15.600 --> 01:26:18.402]  And they've even embraced MS-13 earlier this year.
[01:26:18.402 --> 01:26:21.164]  Nancy Pelosi saying, oh no, they're all God's children.
[01:26:21.644 --> 01:26:22.725]  Did she?
[01:26:22.725 --> 01:26:25.627]  Oh yeah, she would not condemn MS-13.
[01:26:25.627 --> 01:26:27.087]  She wouldn't condemn MS-13?
[01:26:27.087 --> 01:26:29.309]  Yeah, she said we're all God's children.
[01:26:29.309 --> 01:26:31.630]  Well, I mean, I suppose that's true.
[01:26:31.630 --> 01:26:35.232]  I suppose in a way even MS-13 are God's children.
[01:26:35.232 --> 01:26:40.436]  But what I'm saying is, it proves your point that it's just a coalition of lawless crazies.
[01:26:40.956 --> 01:26:41.977]  I mean, look at Antifa!
[01:26:41.977 --> 01:26:43.057]  It is wild, yeah.
[01:26:43.057 --> 01:26:48.080]  And Antifa get an amazing amount of coverage and defense from the media as well.
[01:26:48.080 --> 01:26:50.781]  And the argument is always, well, Antifa haven't killed anyone.
[01:26:50.781 --> 01:26:55.924]  Well, honestly, I think that's generally because the leftists are just less proficient.
[01:26:55.924 --> 01:27:04.949]  I think that when they're hitting people and, you know, attacking them, trying to blow up ICE facilities and things like that, I don't think it's a lack of intent that's the problem.
[01:27:04.949 --> 01:27:06.430]  I think it's a lack of proficiency.
[01:27:07.310 --> 01:27:09.631]  That leads us to my next question.
[01:27:09.631 --> 01:27:18.636]  Why do you think the left all over the world, not just here, is following the same playbook of lying and violence and stirring people up and bullying?
[01:27:18.636 --> 01:27:20.037]  And A, why are they doing it?
[01:27:20.037 --> 01:27:21.097]  I think you just answered it.
[01:27:21.097 --> 01:27:22.158]  They're desperate.
[01:27:22.158 --> 01:27:22.358]  But B,
[01:27:24.212 --> 01:27:29.235]  Don't they know historically that that will actually harden people against them?
[01:27:29.235 --> 01:27:35.599]  They think that the end justifies the means, and they think that the people who failed before them were just doing it wrong, and that they'll do it better.
[01:27:35.599 --> 01:27:38.240]  Jordan Peterson actually really nails it.
[01:27:38.240 --> 01:27:49.167]  You know, you are not competent enough to enact a system that is as all-controlling as it needs to be to achieve your dream, because they do have a utopian goal in mind, and it's
