[00:00:13.977 --> 00:00:18.842]  Defending the Republic from enemies foreign and domestic.
[01:58:11.022 --> 01:58:19.905]  This took over a year to get the top manufacturer and developer in the country to get it all ready and to have the manufacturing line prepared and to make this.
[01:58:19.905 --> 01:58:22.345]  It's available exclusively at InfoWarsLife.com.
[01:58:22.345 --> 01:58:22.745]  It's simple.
[01:58:22.745 --> 01:58:31.248]  You get the highest quality protein bars in two different flavors and you fund the war against the globalists and the attempt that we're engaged in to take the country back.
[01:58:31.248 --> 01:58:31.648]  It's simple.
[01:58:32.148 --> 01:58:38.130]  Go shop with the good guys at InfoWarsStore.com and break the back of the globalist and get high quality super discounts.
[01:58:38.130 --> 01:58:45.473]  Or keep shopping with Jeff Bezos and Amazon and keep going to Whole Foods that are actually funding the Washington Post and the globalist attempt to destroy this country.
[01:58:45.473 --> 01:58:46.454]  It's that simple.
[01:58:46.454 --> 01:58:47.334]  InfoWarsLive.com
[01:58:48.581 --> 01:58:56.286]  At InfoWars, we're always looking for the very best, best-selling, highest-rated products that we can then private label and sell.
[01:58:56.286 --> 01:59:09.655]  Well, there is a national company who has FDA approval to sell their wound gel that is the strongest out there, and we private label it, and we sell it for $10 less online than they sell it at CVS and Walgreens.
[01:59:09.655 --> 01:59:14.558]  We also have another product, also produced by the same company, Immune Gargle.
[01:59:14.558 --> 01:59:18.081]  We've been selling a lot of the wound gel and a lot of the Immune Gargle.
[01:59:18.721 --> 01:59:27.823]  We're going to go from full price to 40% off on both of these best-selling products right now at InfoWarsLife.com and InfoWarsTore.com.
[01:59:27.823 --> 01:59:30.564]  This is a limited-time Immune Boost Special.
[01:59:30.564 --> 01:59:37.766]  Get Super Blue, Silver Immune Gargle, and Super Silver Wound Dressing for 40% off at InfoWarsTore.com.
[01:59:37.766 --> 01:59:40.906]  Again, this is a limited-time Immune Boost Special.
[01:59:40.906 --> 01:59:47.408]  Get Super Blue, Silver Immune Gargle, and Super Silver Wound Dressing for 40% off at InfoWarsTore.com.
[01:59:51.326 --> 01:59:53.953]  You're listening to The Alex Jones Show.
