[00:00:05.111 --> 00:00:06.632]  Ladies and gentlemen,
[01:08:38.338 --> 01:08:41.941]  And we had a guest on, a TV producer, who infiltrated.
[01:08:43.550 --> 01:08:50.694]  Just a few months ago and found that there's no real security and that they are saying an event is going to happen at the end of the Olympics.
[01:08:50.694 --> 01:08:53.415]  So big it's going to change our world forever.
[01:08:53.415 --> 01:08:57.778]  And everything that that guy told us on air is now being confirmed.
[01:08:57.778 --> 01:09:02.140]  Hopefully talking about this will stop something like that from breaking down.
[01:09:02.140 --> 01:09:06.922]  Also, we've got incredible articles up at Infowars.com.
[01:09:06.922 --> 01:09:11.645]  Colorado University held identical drill on same day as Batman massacre.
[01:09:13.444 --> 01:09:16.865]  Well, that's the coup de grace, that's the cherry on top right there.
[01:09:16.865 --> 01:09:24.968]  And later after I take calls, I'm going to go over the evidence of this being a staged event, where they use a drugged up, mentally ill patsy to take the fall.
[01:09:24.968 --> 01:09:33.032]  Of course, that's just if you believe the memorandum for the Secretary of Defense, unclassified justification for U.S.
[01:09:33.032 --> 01:09:37.333]  military intervention, known as Operation Northwoods.
[01:09:37.333 --> 01:09:39.154]  That tells you how to shoot up the movie theaters.
[01:09:41.497 --> 01:09:46.020]  And even how to frame the Patsy's, isn't that just special?
[01:09:46.020 --> 01:09:49.202]  And then there's the LeVon affair and all the others.
[01:09:49.202 --> 01:09:54.525]  There's Operation Gladio, that was a shooting at movie theaters.
[01:09:54.525 --> 01:09:57.587]  Shooting at movie theaters, why do they like that?
[01:09:57.587 --> 01:10:08.334]  Because you can frame your Patsy, have your guys in black masks, multiple quote, what they thought were cops, get away, and then, then you find the drugged up Patsy who's on devil's breath.
[01:10:09.201 --> 01:10:09.361]  Yes.
[01:10:40.063 --> 01:10:48.806]  of a drill so that good people in the NSA and other systems that hear it in live time don't respond because most of the agencies aren't involved.
[01:10:48.806 --> 01:10:51.087]  Very small compartmentalized parts are.
[01:10:51.087 --> 01:11:00.310]  That's why on 9-11, exact targets, exact times, hit by hijacked jets, CIA and Department of Defense drills, AP, Reuters, New York Times, look it up.
[01:11:00.310 --> 01:11:02.611]  It's in all my 9-11 films.
[01:11:02.611 --> 01:11:06.592]  7-7, Peter Powers, Visor Consultancy, ITN and BBC.
[01:11:06.592 --> 01:11:08.893]  It's in my film Terror Storm.
[01:11:08.893 --> 01:11:09.453]  Just look it up.
[01:11:10.520 --> 01:11:12.341]  We're going to play them the nightly news tonight.
[01:11:12.341 --> 01:11:16.383]  The whole report on this, how they do drills.
[01:11:16.383 --> 01:11:23.967]  Exact targets, at exact time, at exact locations.
[01:11:23.967 --> 01:11:26.789]  Three trains and a bus.
[01:11:26.789 --> 01:11:32.092]  One group didn't blow up the train like they were supposed to, ran, were all shot in front of everybody at Canary Wharf.
[01:11:33.746 --> 01:11:35.007]  They thought they were taking part of the drill.
[01:11:35.007 --> 01:11:38.988]  The head of it was Mr. Aswat77, known MI6.
[01:11:38.988 --> 01:11:42.370]  Source on that, Fox News Associated Press, Scott Television, BBC.
[01:11:42.370 --> 01:11:44.891]  Showed you those articles yesterday on the radio.
[01:11:44.891 --> 01:11:47.472]  For PrisonPlanet.TV viewers, we actually showed them.
[01:11:47.472 --> 01:11:49.373]  For radio listeners, we gave you the headlines.
[01:11:49.373 --> 01:11:51.954]  But again, I'm supposed to just ignore all this.
[01:11:51.954 --> 01:11:52.595]  Oh!
[01:11:52.595 --> 01:11:55.456]  Exact drill of movie theater attacked!
[01:11:57.486 --> 01:11:58.567]  And it's a tabletop.
[01:11:58.567 --> 01:12:01.728]  But again, you do the tabletop, so there's the planning, the chatter.
[01:12:01.728 --> 01:12:03.089]  You've got to have that.
[01:12:03.089 --> 01:12:12.913]  So if you get caught, like FSB got caught in 99 blowing up a fourth building to blame it on Chechens so Putin could get elected.
[01:12:12.913 --> 01:12:14.074]  Fourth building getting bombed.
[01:12:16.155 --> 01:12:20.116]  Actually, the suburb of Moscow, the cops caught them.
[01:12:20.116 --> 01:12:23.798]  The cops had family living in the building, so they were staked out and they caught them.
[01:12:23.798 --> 01:12:34.602]  They caught the FSB planting hexogen, US and Russia use hexogen, on the pillars in the basement of the apartment building.
[01:12:34.602 --> 01:12:43.385]  And the feds in Russia swooped in and grabbed the tapes and grabbed their guys and said, national security, we were running a drill
[01:12:45.962 --> 01:12:49.446]  Of blowing up the building.
[01:12:49.446 --> 01:12:55.532]  And the police kept part of the explosives back that the government didn't grab and came out a few days later and said, no, no, no.
[01:12:55.532 --> 01:12:56.253]  It was real.
[01:12:56.253 --> 01:12:57.214]  They were really going to do it.
[01:12:57.214 --> 01:12:59.517]  Of course, you know what happened to those police officers.
[01:13:02.361 --> 01:13:06.465]  Same thing that happened to Terence Yeakey from Oklahoma City.
[01:13:06.465 --> 01:13:07.686]  Cop of the year.
[01:13:07.686 --> 01:13:08.907]  He saved dozens of people.
[01:13:08.907 --> 01:13:11.669]  He's like a NFL linebacker type.
[01:13:11.669 --> 01:13:12.750]  Big black guy.
[01:13:12.750 --> 01:13:18.615]  Went in, saved all the people, putting them on his back, carrying him out like, you know, right out of Hollywood.
[01:13:18.615 --> 01:13:23.178]  And he saw the feds and what they were doing and, well, you know what they did to him.
[01:13:23.178 --> 01:13:25.560]  They tortured him real good.
[01:13:25.560 --> 01:13:27.962]  He told his wife and family, they're following me, they're going to kill me.
[01:13:28.763 --> 01:13:30.664]  He told them that night, you know, they're coming to kill me.
[01:13:30.664 --> 01:13:35.546]  I've got to go to the storage locker outside town and meet my partner and give him the material.
[01:13:35.546 --> 01:13:38.867]  You know, they're coming to kill me.
[01:13:38.867 --> 01:13:39.887]  And then he called his partner.
[01:13:39.887 --> 01:13:41.008]  He said, the feds are behind me.
[01:13:41.008 --> 01:13:45.069]  And of course, you know, they took real good care of him.
[01:13:45.069 --> 01:13:56.494]  And then I've interviewed the police officers who were there and had the government come into their offices and say, oh, you're the head of the K-9 unit, Sergeant Browning.
[01:13:57.967 --> 01:14:00.312]  You and your wife are going to be dead if you don't drop this.
[01:14:00.312 --> 01:14:01.013]  Is that understood?
[01:14:01.013 --> 01:14:07.166]  Oh, and the very same Justice Department.
[01:14:07.166 --> 01:14:07.827]  The very same man.
[01:14:09.540 --> 01:14:16.521]  Now in charge, and all these Democratic memos said mass murders, mass shootings, and bombings to be blamed on us.
[01:14:16.521 --> 01:14:18.082]  We should just ignore those memos.
[01:14:18.082 --> 01:14:21.842]  In fact, I've been on air three times now.
[01:14:21.842 --> 01:14:27.864]  Friday, Sunday, and now today, and didn't even hit me why I knew in my gut this was an inside job.
[01:14:27.864 --> 01:14:28.904]  It wasn't my gut.
[01:14:28.904 --> 01:14:35.845]  It wasn't the witnesses saying they saw multiple shooters, or heard multiple shooters, or saw smoke bombs from both sides, or somebody let him in.
[01:14:35.845 --> 01:14:36.886]  It wasn't all that.
[01:14:36.886 --> 01:14:37.806]  It wasn't the U.N.
[01:14:37.806 --> 01:14:39.046]  treaties coming up next week.
[01:14:39.486 --> 01:14:42.168]  It wasn't the timing.
[01:14:42.168 --> 01:14:46.531]  It wasn't that it was right down the street from Columbine and this Military Industrial Complex Center.
[01:14:46.531 --> 01:14:53.355]  It wasn't that he was in a high-tech, brain sciences, brainwashing-type, Department of Defense-funded program.
[01:14:53.355 --> 01:14:57.958]  It wasn't that his very area of study dealt with this type of stuff, erasing memories of troops.
[01:14:57.958 --> 01:15:00.139]  This is a Department of Defense-funded program he was in.
[01:15:00.139 --> 01:15:01.900]  Oh, you've seen the articles.
[01:15:01.900 --> 01:15:04.082]  Soon they'll erase bad memories of the troops.
[01:15:04.082 --> 01:15:05.923]  Yeah, that's called mind control.
[01:15:08.325 --> 01:15:10.706]  See, I just have all this data, and it just slams me.
[01:15:10.706 --> 01:15:11.886]  Bam!
[01:15:11.886 --> 01:15:19.908]  And I don't even realize why I'm saying it's an inside job until I start shitting back, and it's just an ocean of evidence.
[01:15:19.908 --> 01:15:23.669]  Is there a chance he was a lone nut on a bunch of psychotropics, they now admit?
[01:15:23.669 --> 01:15:27.390]  Well, he's definitely on the drugs, so we didn't know who he is.
[01:15:27.390 --> 01:15:29.110]  Do people naturally get on these?
[01:15:29.110 --> 01:15:31.931]  A cop walks in Walmart, and a nut shoots him for no reason?
[01:15:31.931 --> 01:15:33.452]  Yeah.
[01:15:33.452 --> 01:15:34.232]  That happened in Austin.
[01:15:35.239 --> 01:15:39.103]  But this thing's got gun grab written all over it, ladies and gentlemen.
[01:15:39.103 --> 01:15:43.366]  Okay, I'm going to shut up and go to your calls.
[01:15:43.366 --> 01:15:45.308]  It just makes my head spin.
[01:15:45.308 --> 01:15:50.953]  Of course we've got to question a group known for staging false flags, including Fast and Furious.
[01:15:50.953 --> 01:15:54.697]  They're caught on Fast and Furious doing it to blame the Second Amendment.
[01:15:54.697 --> 01:15:56.739]  It killed thousands.
[01:15:58.413 --> 01:16:00.113]  So that's a false flag that killed people.
[01:16:24.215 --> 01:16:25.575]  Killed, K.I.
[01:16:25.575 --> 01:16:27.576]  double hockey stick, K.I.
[01:16:27.576 --> 01:16:29.456]  double hockey stick, K.I.
[01:16:29.456 --> 01:16:30.897]  double hockey stick!
[01:16:30.897 --> 01:16:36.238]  Dead, dead, dead, dead, dead, dead as a doornail!
[01:16:36.238 --> 01:16:43.260]  And they think you're so stupid, they write articles in the Financial Times of London about how a big terror attack would sure be great.
[01:16:43.260 --> 01:16:53.022]  They think you're so dumb, Gary Hart for the CFR writes a public letter to Akhmedinejad saying, we'll stage terror attacks to blame it on you, don't think we won't invade you, do as you're told.
[01:16:55.154 --> 01:16:57.675]  Look it up, look up Gary Hart's letter to Ahmadinejad.
[01:16:57.675 --> 01:16:59.515]  He published it in the Huffington Post.
[01:16:59.515 --> 01:17:07.457]  We interviewed him about it for Truth Rising.
[01:17:07.457 --> 01:17:09.158]  I wish, I wish.
[01:17:09.158 --> 01:17:11.419]  You think it's fun going up against these people?
[01:17:11.419 --> 01:17:13.619]  Walking the razor's edge?
[01:17:13.619 --> 01:17:17.660]  They're like, oh, we'll just say he's a kook and plus it'll make him a martyr if we kill him.
[01:17:17.660 --> 01:17:19.701]  Oh, but boss, it'd sure be good to kill Alex Jones.
[01:17:21.112 --> 01:17:22.852]  Or maybe one of the people goes rogue.
[01:17:22.852 --> 01:17:26.173]  You think this is a fun job, ladies and gentlemen?
[01:17:26.173 --> 01:17:28.413]  You think I like saying it to these people?
[01:17:28.413 --> 01:17:34.355]  You think I like having cops on who name names of FBI that have come in their offices and threatened to kill them?
[01:17:34.355 --> 01:17:35.475]  You think that's fun?
[01:17:35.475 --> 01:17:37.335]  If they'll kill cops, they'll kill anybody.
[01:17:37.335 --> 01:17:38.635]  You think I like this?
[01:17:38.635 --> 01:17:41.316]  You think I just say this because it's fun?
[01:17:41.316 --> 01:17:41.756]  No.
[01:17:41.756 --> 01:17:42.736]  I live it.
[01:17:42.736 --> 01:17:43.937]  I live this.
[01:17:43.937 --> 01:17:45.317]  I know what I'm talking about.
[01:17:45.317 --> 01:17:45.757]  Okay, that's it.
[01:17:46.553 --> 01:17:51.777]  We're going to go to Jim, then Jeff, then Anthony, then Matt.
[01:17:51.777 --> 01:17:52.457]  Go ahead, Jim.
[01:17:52.457 --> 01:17:53.378]  Thanks for holding.
[01:17:53.378 --> 01:17:54.939]  From North Carolina, you're on the air.
[01:17:54.939 --> 01:18:00.383]  You think I'm wrong to think Obama might be involved in this?
[01:18:00.383 --> 01:18:08.649]  I don't know about Obama being a part of it or in it, but I'll tell you, you're dead on about this devil's breath.
[01:18:08.649 --> 01:18:11.931]  I've heard it referred to as dragon's breath.
[01:18:11.931 --> 01:18:12.812]  Now, where I live at,
[01:18:13.522 --> 01:18:20.631]  They beta test a lot of this stuff, especially these snatch and grabs that you see the little, uh, you know, the black kid communities doing.
[01:18:20.631 --> 01:18:23.434]  Where I live, it's 99% black.
[01:18:23.434 --> 01:18:28.661]  And they just went into Wal- they'd go into Walmart and steal all the electronics.
[01:18:28.661 --> 01:18:31.444]  This, this was like 10 years ago.
