[00:00.000 --> 00:02.000]  You've got it
[01:46:15.400 --> 01:46:19.680]  are almost completely depleted of almost all of the key minerals
[01:46:19.680 --> 01:46:22.000]  and trace elements that our bodies need
[01:46:22.000 --> 01:46:25.320]  to rebuild themselves, fight off cancer, and be healthy.
[01:46:25.320 --> 01:46:29.120]  I then searched out the best vitamin and mineral company
[01:46:29.120 --> 01:46:31.520]  out there and discovered Young Jevity.
[01:46:31.520 --> 01:46:33.480]  The Young Jevity products are designed
[01:46:33.480 --> 01:46:35.640]  to give you the real nutrition you need.
[01:46:35.640 --> 01:46:37.360]  And once you've got that, you don't
[01:46:37.360 --> 01:46:39.600]  have to eat as much to be satisfied.
[01:46:39.600 --> 01:46:43.960]  I've lost 37 pounds in two months simply getting
[01:46:43.960 --> 01:46:45.960]  the vitamins and minerals I need.
[01:46:45.960 --> 01:46:47.200]  Check it out for yourself.
[01:46:47.200 --> 01:46:48.120]  It's incredible.
[01:46:48.120 --> 01:46:50.800]  Go to infowarseteam.com today and order
[01:46:50.800 --> 01:46:54.360]  your first canister of Beyond Tangy Tangerine Complete
[01:46:54.360 --> 01:46:57.320]  Multivitamin Mineral Complex Dietary Supplement.
[01:46:57.320 --> 01:47:01.640]  That's infowarseteam.com.
[01:47:01.640 --> 01:47:05.240]  Coast to coast, direct from Austin.
[01:47:05.240 --> 01:47:08.800]  You're listening to the Alex Jones Broadcasting Network.
[01:47:08.800 --> 01:47:13.200]  We are on the march.
[01:47:13.200 --> 01:47:16.200]  The empire is on the run.
[01:47:16.200 --> 01:47:20.320]  Alex Jones and the GCN Radio Network.
[01:47:20.320 --> 01:47:23.320]  All right, I'll be back live tomorrow, 11 AM central,
[01:47:23.320 --> 01:47:24.920]  12 noon eastern.
[01:47:24.920 --> 01:47:27.800]  Rosa Cora will be back with us Thursday, Friday, and Thursday
[01:47:27.800 --> 01:47:28.800]  on the show.
[01:47:28.800 --> 01:47:31.800]  We'll be back tomorrow, 11 AM central, 12 noon eastern.
[01:47:31.800 --> 01:47:34.800]  Rosa Cora will be back with us Thursday, Friday, and Thursday
[01:47:34.800 --> 01:47:35.800]  on the show.
[01:47:35.800 --> 01:47:38.800]  We'll be back tomorrow, 11 AM central, 12 noon eastern.
[01:47:38.800 --> 01:47:41.800]  Rosa Cora will be back with us Thursday for an hour and a half
[01:47:41.800 --> 01:47:43.800]  and we've got some longer segments and more time to talk
[01:47:43.800 --> 01:47:44.800]  then.
[01:47:44.800 --> 01:47:46.800]  But again, we've gone over a lot of info here.
[01:47:46.800 --> 01:47:49.800]  We're going to finish out with talking about what you can do
[01:47:49.800 --> 01:47:52.800]  and some more of the things they're doing to rural communities
[01:47:52.800 --> 01:47:53.800]  as well.
[01:47:53.800 --> 01:47:56.800]  Again, we're also going to tell you how to get her book and some
[01:47:56.800 --> 01:47:59.800]  of the websites you can visit to get involved.
[01:47:59.800 --> 01:48:03.800]  But absolutely she is just out there really exposing these
[01:48:03.800 --> 01:48:04.800]  people.
[01:48:04.800 --> 01:48:07.800]  We're hitting the panic button all over the corporate trader
[01:48:07.800 --> 01:48:08.800]  media now.
[01:48:08.800 --> 01:48:11.800]  They're saying, well, the UN is taking over for the earth.
[01:48:11.800 --> 01:48:14.800]  We are increasing your prices and stuff for mega corporations.
[01:48:14.800 --> 01:48:16.800]  Enron and folks set this up.
[01:48:16.800 --> 01:48:18.800]  I mean, it's for the earth.
[01:48:18.800 --> 01:48:20.800]  And of course, I said it was for the earth when Enron was
[01:48:20.800 --> 01:48:24.800]  stealing a billion bucks a week or so a decade ago in California.
[01:48:24.800 --> 01:48:26.800]  But I have a short clip here of Mark Tercik.
[01:48:26.800 --> 01:48:28.800]  Well, first we're going to go to Obama.
[01:48:28.800 --> 01:48:32.800]  Mark Tercik was at the EcoFest put on by the Austin Chronicle
[01:48:32.800 --> 01:48:35.800]  people and he's the head of the Nature Land-Grabbing
[01:48:35.800 --> 01:48:36.800]  Conservancy.
[01:48:36.800 --> 01:48:38.800]  And he agreed to talk to our reporters after a speech.
[01:48:38.800 --> 01:48:41.800]  But when Darren McBreen brought up, well, Obama said he wants
[01:48:41.800 --> 01:48:43.800]  to shut down coal plants.
[01:48:43.800 --> 01:48:44.800]  He said, that's it.
[01:48:44.800 --> 01:48:45.800]  I'm not talking to you.
[01:48:45.800 --> 01:48:47.800]  And literally ran from our reporters.
[01:48:47.800 --> 01:48:48.800]  He ran.
[01:48:48.800 --> 01:48:50.800]  There was a whole press conference there wanting to talk to him.
[01:48:50.800 --> 01:48:51.800]  He heard that question.
[01:48:51.800 --> 01:48:53.800]  It was like a vampire at high noon.
[01:48:53.800 --> 01:48:56.800]  Again, whether you're for coal or not, it's about shutting down
[01:48:56.800 --> 01:48:59.800]  whatever they want and only letting G operate.
[01:48:59.800 --> 01:49:01.800]  Here's the clip of Obama saying we're going to bankrupt coal.
[01:49:01.800 --> 01:49:02.800]  Here it is.
[01:49:02.800 --> 01:49:04.800]  If somebody wants to build a coal-fired plant, they can.
[01:49:04.800 --> 01:49:07.800]  It's just that it will bankrupt them because they're going
[01:49:07.800 --> 01:49:12.800]  to be charged a huge sum for all that greenhouse gas that's
[01:49:12.800 --> 01:49:13.800]  being emitted.
[01:49:13.800 --> 01:49:14.800]  OK.
[01:49:14.800 --> 01:49:15.800]  That's enough there.
[01:49:15.800 --> 01:49:17.800]  We went to another guest asking him a question.
[01:49:17.800 --> 01:49:20.800]  Next, now let's go to Mark Tercik with Darren McBreen
[01:49:20.800 --> 01:49:23.800]  and FullWars.com reporter, simply asking him a question.
[01:49:23.800 --> 01:49:24.800]  And he ran off.
[01:49:24.800 --> 01:49:26.800]  Here it is.
[01:49:26.800 --> 01:49:29.800]  This is, again, Mark Tercik.
[01:49:29.800 --> 01:49:33.800]  He is the head of the Nature Conservancy while they're getting
[01:49:33.800 --> 01:49:36.800]  that queued up there on the system.
[01:49:36.800 --> 01:49:37.800]  All right.
[01:49:37.800 --> 01:49:38.800]  Here it is.
[01:49:38.800 --> 01:49:40.800]  If you will, coal power plants.
[01:49:40.800 --> 01:49:42.800]  I'm just trying to get both sides of the story.
[01:49:42.800 --> 01:49:44.800]  But I want to know if you're familiar with President Obama's
[01:49:44.800 --> 01:49:47.800]  statement that he wanted to bankrupt the coal-fired plant.
[01:49:47.800 --> 01:49:49.800]  I don't think I want to do this, all right.
[01:49:49.800 --> 01:49:50.800]  I'm going to pass.
[01:49:50.800 --> 01:49:51.800]  Thanks.
[01:49:51.800 --> 01:49:53.800]  Yeah, I'm not ready on this topic.
[01:49:53.800 --> 01:49:58.800]  I don't really like the video.
[01:49:58.800 --> 01:49:59.800]  OK.
[01:49:59.800 --> 01:50:01.800]  So there's the clip, a little bit of low audio.
[01:50:01.800 --> 01:50:08.800]  But what do you make of that, Rosa Corey?
[01:50:08.800 --> 01:50:09.800]  Hold on.
[01:50:09.800 --> 01:50:10.800]  We didn't have you fade it up.
[01:50:10.800 --> 01:50:11.800]  Go ahead, Mel.
[01:50:11.800 --> 01:50:12.800]  OK.
[01:50:12.800 --> 01:50:15.800]  When dams are unsustainable and dams have been identified as being
[01:50:15.800 --> 01:50:19.800]  unsustainable, now that is clean power, right?
[01:50:19.800 --> 01:50:21.800]  Hydroelectric power, clean.
[01:50:21.800 --> 01:50:25.800]  But dams are being destroyed all over the United States right now.
[01:50:25.800 --> 01:50:29.800]  Over 1,000 dams have been destroyed in the United States right now
[01:50:29.800 --> 01:50:37.800]  because supposedly it's impossible for living things to survive in a dam area.
[01:50:37.800 --> 01:50:43.800]  So they're freeing these rivers and destroying clean energy at the same time.
[01:50:43.800 --> 01:50:45.800]  This is not an environmental program.
[01:50:45.800 --> 01:50:47.800]  They don't want you using that water.
[01:50:47.800 --> 01:50:52.800]  This is about destroying your opportunity, your ability to be independent.
[01:50:52.800 --> 01:50:54.800]  And they want to bring you into cities.
[01:50:54.800 --> 01:50:55.800]  Why?
[01:50:55.800 --> 01:51:00.800]  Because they want to control you, surveil you, monitor and manipulate you.
[01:51:00.800 --> 01:51:01.800]  And who is doing it?
[01:51:01.800 --> 01:51:03.800]  Your government is doing it.
[01:51:03.800 --> 01:51:07.800]  Your city government, you'll have your National Association of Counties,
[01:51:07.800 --> 01:51:13.800]  your League of Cities, the EPA is a partner, Smart Growth America.
[01:51:13.800 --> 01:51:18.800]  We're kicking Ickley out across the United States at the International Council
[01:51:18.800 --> 01:51:20.800]  on Local Environmental Initiatives.
[01:51:20.800 --> 01:51:26.800]  And we are kicking Ickley out of all of our cities and counties and states across the nation.
[01:51:26.800 --> 01:51:29.800]  And we are taking back our country and our government.
[01:51:29.800 --> 01:51:31.800]  That's what we're doing.
[01:51:31.800 --> 01:51:33.800]  We've got to all do it together.
[01:51:33.800 --> 01:51:39.800]  So when you hear Ickley International Council for Local Environmental Initiatives
[01:51:39.800 --> 01:51:43.800]  or local governments for sustainability, as they call it now,
[01:51:43.800 --> 01:51:48.800]  they are actually actively engaged in changing your local government
[01:51:48.800 --> 01:51:54.800]  so that you'll find your climate adaptation software, your climate protection campaigns.
[01:51:54.800 --> 01:51:56.800]  These are not environmental campaigns.
[01:51:56.800 --> 01:52:02.800]  They are designed to restrict your possibilities and your potential for using your property
[01:52:02.800 --> 01:52:06.800]  and your ability to be free and to speak out freely.
[01:52:06.800 --> 01:52:12.800]  These are all plans designed to destroy the possibility of dissent in our country.
[01:52:12.800 --> 01:52:17.800]  And that is what guarantees our freedom, dissent and the ability to speak and move freely
[01:52:17.800 --> 01:52:19.800]  across our country.
[01:52:19.800 --> 01:52:21.800]  We need to stand up together.
[01:52:21.800 --> 01:52:26.800]  I have about 20 pages in my book of what you can do, and we are doing it across the nation.
[01:52:26.800 --> 01:52:30.800]  And this is Democrats, Republicans, Libertarians.
[01:52:30.800 --> 01:52:34.800]  Everyone's getting up and taking this on together, and we can do it.
[01:52:34.800 --> 01:52:36.800]  Well, we can.
[01:52:36.800 --> 01:52:39.800]  And we had to fader down on the video player earlier,
[01:52:39.800 --> 01:52:42.800]  because we're doing video and audio here for the radio audience
[01:52:42.800 --> 01:52:44.800]  for folks watching at PrismPlanet.tv.
[01:52:44.800 --> 01:52:49.800]  We'll try it again. Here's the Nature Conservancy head who used to work at Goldman Sachs
[01:52:49.800 --> 01:52:51.800]  in helping third-world countries.
[01:52:51.800 --> 01:52:53.800]  Well, you know how much they help them.
[01:52:53.800 --> 01:52:56.800]  In helping Europe, they help us all. They're good people.
[01:52:56.800 --> 01:52:58.800]  Give us your money. It's for the Earth.
[01:52:58.800 --> 01:53:00.800]  Let us triple-charge you. It's for the Earth.
[01:53:00.800 --> 01:53:02.800]  Here he is when he was asked about Obama saying,
[01:53:02.800 --> 01:53:08.800]  well, bankrupt your coal power plants that supply more than half the power to this country.
[01:53:08.800 --> 01:53:12.800]  And here he is refusing to answer the question and running off from the press conference.
[01:53:12.800 --> 01:53:14.800]  Here it is.
[01:53:14.800 --> 01:53:19.800]  These are more for the proponents, I guess, if you will, of coal power plants.
[01:53:19.800 --> 01:53:21.800]  I'm just trying to get both sides of the story.
[01:53:21.800 --> 01:53:24.800]  But I want to know if you're familiar with President Obama's statement
[01:53:24.800 --> 01:53:27.800]  that he wanted to bankrupt the coal power plants.
[01:53:27.800 --> 01:53:30.800]  I'm going to pass. Thanks.
[01:53:30.800 --> 01:53:32.800]  Yeah, I'm not ready on this topic.
[01:53:32.800 --> 01:53:34.800]  I don't really like the video.
[01:53:34.800 --> 01:53:38.800]  All right, we are back live, ladies and gentlemen.
[01:53:38.800 --> 01:53:40.800]  So there you have it.
[01:53:40.800 --> 01:53:42.800]  This is how these people are operating.
[01:53:42.800 --> 01:53:43.800]  It's what they're doing.
[01:53:43.800 --> 01:53:47.800]  Why do you think when he had that brought up to him that he ran?
[01:53:47.800 --> 01:53:49.800]  I mean, they're so used to the trader media,
[01:53:49.800 --> 01:53:52.800]  either being ignorant or not asking real questions.
[01:53:52.800 --> 01:53:54.800]  That's it.
[01:53:54.800 --> 01:53:57.800]  You're inundated with propaganda all over the media.
[01:53:57.800 --> 01:54:01.800]  And when anyone asks a question that deserves to be answered,
[01:54:01.800 --> 01:54:05.800]  and when anyone asks a question that deserves a true answer,
[01:54:05.800 --> 01:54:09.800]  an honest answer, you're just not going to get that.
[01:54:09.800 --> 01:54:13.800]  In fact, right now, you'll be told that, oh, yeah, Agenda 21, right.
[01:54:13.800 --> 01:54:15.800]  Oh, that's a good thing.
[01:54:15.800 --> 01:54:19.800]  Oh, that Agenda 21, because it's coming out now.
[01:54:19.800 --> 01:54:23.800]  Your government used to say that you were a tinfoil hat in that case
[01:54:23.800 --> 01:54:25.800]  if you even talked about it.
[01:54:25.800 --> 01:54:27.800]  But I've got it right here, actually.
[01:54:27.800 --> 01:54:28.800]  Here it is.
[01:54:28.800 --> 01:54:32.800]  This is the United Nations Agenda 21 put out by the UN.
[01:54:32.800 --> 01:54:35.800]  It's 300 pages, 40 chapters.
[01:54:35.800 --> 01:54:37.800]  Well, Rosa, I've read it.
[01:54:37.800 --> 01:54:39.800]  I've got a copy as well, but here's the deal.
[01:54:39.800 --> 01:54:41.800]  They're admitting global government.
[01:54:41.800 --> 01:54:43.800]  They're admitting it's about population reduction.
[01:54:43.800 --> 01:54:45.800]  They're admitting it's to destroy the family.
[01:54:45.800 --> 01:54:48.800]  Germany, as you know, passed a law that all new homes built
[01:54:48.800 --> 01:54:53.800]  have to be dormitory style and no more single family dwellings in Germany.
[01:54:53.800 --> 01:54:55.800]  In fact, folks won't believe that.
[01:54:55.800 --> 01:55:01.800]  They've searched the term Germany, banned single family dwellings.
[01:55:01.800 --> 01:55:05.800]  And then it says by, what, 2015 and then by 2020 totally,
[01:55:05.800 --> 01:55:07.800]  no homes allowed for individuals.
[01:55:07.800 --> 01:55:13.800]  I mean, this is cult brainwashing, Borg, hive mind, body snatcher level,
[01:55:13.800 --> 01:55:17.800]  crazy control freak, commune takeover.
[01:55:17.800 --> 01:55:19.800]  That's right. You said it.
[01:55:19.800 --> 01:55:20.800]  And you know what?
[01:55:20.800 --> 01:55:24.800]  Your president and mine, Obama, committed the United States
[01:55:24.800 --> 01:55:31.800]  to reducing our greenhouse gas emissions 80% below 1990 levels
[01:55:31.800 --> 01:55:33.800]  by the year 2050.
[01:55:33.800 --> 01:55:35.800]  I looked at the charts.
[01:55:35.800 --> 01:55:39.800]  That's going to put us back prior to 1934.
[01:55:39.800 --> 01:55:42.800]  Now, would your country want to create a situation
[01:55:42.800 --> 01:55:45.800]  where your industry and your energy production
[01:55:45.800 --> 01:55:49.800]  is put back before World War II?
[01:55:49.800 --> 01:55:52.800]  And plus, if you look at it in terms of per capita,
[01:55:52.800 --> 01:55:54.800]  you're back to the 1880.
[01:55:54.800 --> 01:55:57.800]  Well, but wait, then they don't even allow real,
[01:55:57.800 --> 01:55:59.800]  sustainable old-fashioned agriculture.
[01:55:59.800 --> 01:56:00.800]  They're harassing that.
[01:56:00.800 --> 01:56:03.800]  They allow the GMO, the toxic waste dumping,
[01:56:03.800 --> 01:56:06.800]  splicing monkeys with eight different species.
[01:56:06.800 --> 01:56:10.800]  You know, they allow all this real stuff that's hurting the environment
[01:56:10.800 --> 01:56:12.800]  while just saying they're going to grab our property
[01:56:12.800 --> 01:56:13.800]  and not let us live our lives.
[01:56:13.800 --> 01:56:15.800]  It is incredible.
[01:56:15.800 --> 01:56:18.800]  That's right. Get yourself into the center of city.
[01:56:18.800 --> 01:56:20.800]  That's what they want you to do so they can watch you,
[01:56:20.800 --> 01:56:23.800]  survey you, control you, take you away from your car
[01:56:23.800 --> 01:56:26.800]  so that you only go where they say you can go.
[01:56:26.800 --> 01:56:28.800]  And on these high-speed trends that don't exist
[01:56:28.800 --> 01:56:30.800]  and go nowhere if they do exist.
[01:56:30.800 --> 01:56:33.800]  And this is your future if you don't stop it now.
[01:56:33.800 --> 01:56:36.800]  We are stopping it now. We can do it.
[01:56:36.800 --> 01:56:38.800]  So, you know, this is what's going to happen.
[01:56:38.800 --> 01:56:40.800]  You lose your food independence,
[01:56:40.800 --> 01:56:43.800]  your ability to speak freely, to move freely,
[01:56:43.800 --> 01:56:45.800]  and you have a country that is mild.
[01:56:45.800 --> 01:56:46.800]  They're already doing it with the TSA.
[01:56:46.800 --> 01:56:48.800]  We're losing $40 billion a year in tourism.
[01:56:48.800 --> 01:56:49.800]  People say, why are they doing it?
[01:56:49.800 --> 01:56:51.800]  They want to bankrupt the airlines.
[01:56:51.800 --> 01:56:54.800]  They admit they want to put taxes on aircraft for carbon tax.
[01:56:54.800 --> 01:56:57.800]  They admit they want to shut down freedom
[01:56:57.800 --> 01:56:59.800]  because that makes us independent.
[01:56:59.800 --> 01:57:00.800]  Incredible.
[01:57:00.800 --> 01:57:02.800]  Folks can find your book.
[01:57:02.800 --> 01:57:06.800]  We have a link to it for Amazon.com and Infowars.com
[01:57:06.800 --> 01:57:08.800]  behind the green mask.
[01:57:08.800 --> 01:57:10.800]  Agenda 21, so important.
[01:57:10.800 --> 01:57:12.800]  I can't wait to have you on this Thursday,
[01:57:12.800 --> 01:57:14.800]  but this isn't hype when you're saying we're starting to win.
[01:57:14.800 --> 01:57:16.800]  As you pointed out, Rosa,
[01:57:16.800 --> 01:57:19.800]  the system says we're winning and are freaking out.
[01:57:19.800 --> 01:57:21.800]  And just like we exposed their carbon tax,
[01:57:21.800 --> 01:57:23.800]  we're going to beat them on this.
[01:57:23.800 --> 01:57:26.800]  What's the best website for folks to visit to learn more?
[01:57:26.800 --> 01:57:31.800]  Democrats against U.N. Agenda21.com.
[01:57:31.800 --> 01:57:32.800]  Check it out.
[01:57:32.800 --> 01:57:33.800]  Killer job.
[01:57:33.800 --> 01:57:34.800]  God bless you.
[01:57:34.800 --> 01:57:35.800]  I look forward to having you on Thursday.
[01:57:35.800 --> 01:57:38.800]  And Austin groups and others need to get her to your town.
[01:57:38.800 --> 01:57:40.800]  See you back live tomorrow.
[01:57:40.800 --> 01:57:43.800]  11 a.m. Central Infowars.com.
[01:57:43.800 --> 01:57:44.800]  Great job to the crew.
[01:57:44.800 --> 01:57:46.800]  Watch my Whitney Houston video,
[01:57:46.800 --> 01:58:15.800]  what I have to say about the prescription drugs at infowars.com.
