[00:00.000 --> 00:03.440]  mainstream media, government cover-ups.
[1:03:53.740 --> 1:03:57.740]  and really just show, hey, here's the official version of events right here.
[1:03:57.740 --> 1:03:59.740]  And here's the evidence against it.
[1:03:59.740 --> 1:04:02.740]  For instance, one of my favorite sections in that is the War Game section,
[1:04:02.740 --> 1:04:07.740]  because we started off with Condoleezza Rice and George W. Bush saying,
[1:04:07.740 --> 1:04:11.740]  oh, we never knew that they could use planes as weapons.
[1:04:11.740 --> 1:04:16.740]  No one ever thought that. Now, anybody with half a brain knows about Bozhenka.
[1:04:16.740 --> 1:04:20.740]  They know that we were the ones running drills, the only country running drills,
[1:04:20.740 --> 1:04:23.740]  of ramming planes into the World Trade Center prior to it happening.
[1:04:23.740 --> 1:04:26.740]  And then we show the news clip, you know? We show Peter Jennings.
[1:04:26.740 --> 1:04:29.740]  And then there's no answers, man. That's the big problem.
[1:04:29.740 --> 1:04:31.740]  There's no answers after we show that news clip.
[1:04:31.740 --> 1:04:34.740]  It just shows you, wow, they lied again and no one did anything.
[1:04:34.740 --> 1:04:37.740]  In fact, he testified not under oath with Dick Cheney.
[1:04:37.740 --> 1:04:39.740]  Stay there, Craig. I want to get some more points from you.
[1:04:39.740 --> 1:04:50.740]  On the other side, it is the Alex Jones Show, PrismPlanet.com.
[1:05:31.740 --> 1:05:33.740]  While you're visiting the online video store,
[1:05:33.740 --> 1:05:36.740]  be sure to check out the huge discounts on films like Endgame,
[1:05:36.740 --> 1:05:39.740]  Blueprint for Global Enslavement, America, Freedom to Fascism,
[1:05:39.740 --> 1:05:41.740]  and hundreds of other titles.
[1:05:41.740 --> 1:05:44.740]  We're in a no-holds-far information war.
[1:05:44.740 --> 1:05:47.740]  Truth is our weapon, and PrismPlanet.com has the tools you need
[1:05:47.740 --> 1:05:50.740]  to take the fight back to Big Brother.
[1:05:50.740 --> 1:05:54.740]  More than 700 chemicals have been found in our drinking water.
[1:05:54.740 --> 1:05:57.740]  And did you know that you have greater exposure to these chemicals
[1:05:57.740 --> 1:05:59.740]  while taking hot showers than when drinking the water?
[1:05:59.740 --> 1:06:02.740]  That's because many chemicals are inhaled when they evaporate
[1:06:02.740 --> 1:06:04.740]  and others are absorbed into the skin.
[1:06:04.740 --> 1:06:08.740]  The KDF Dual Media Shower Filter works with both hot and cold water,
[1:06:08.740 --> 1:06:12.740]  and is designed to reduce chlorine, lead, mercury, and iron,
[1:06:12.740 --> 1:06:16.740]  and it inhibits the growth of bacteria, mold, algae, and fungus.
[1:06:16.740 --> 1:06:20.740]  The KDF Dual Media Shower Filter typically lasts 10,000 gallons
[1:06:20.740 --> 1:06:22.740]  or one year, whichever comes first.
[1:06:22.740 --> 1:06:24.740]  Hospitals, restaurants, and water treatment facilities
[1:06:24.740 --> 1:06:28.740]  use this media to reduce chlorine, iron, heavy metals, and bacteria.
[1:06:28.740 --> 1:06:29.740]  What about you?
[1:06:29.740 --> 1:06:31.740]  Order your KDF Shower Filter normally,
[1:06:31.740 --> 1:06:35.740]  $49 for a special price of only $39.99 with free shipping.
[1:06:35.740 --> 1:06:41.740]  Call the Berkey Guy and order now by calling 1-877-886-3653.
[1:06:41.740 --> 1:06:44.740]  That's 1-877-886-3653.
[1:06:44.740 --> 1:07:10.740]  Or simply click on the banner at GCNLive.com to order online now.
[1:07:19.740 --> 1:07:23.740]  U.S. Civil Flags.org also carries a large inventory of Ron Paul-related gear
[1:07:23.740 --> 1:07:26.740]  including DVDs, buttons and so on patches,
[1:07:26.740 --> 1:07:30.740]  and a large variety of educational books and numerous historical documents,
[1:07:30.740 --> 1:07:33.740]  including the U.S. Constitution, the Declaration of Independence
[1:07:33.740 --> 1:07:35.740]  and the Articles of Confederation.
[1:07:35.740 --> 1:07:40.740]  So visit us online today to pick up your piece of history at U.S. Civil Flags.org.
[1:07:40.740 --> 1:07:46.740]  That's U.S. Civil Flags.org or call us at 646-498-5309.
[1:07:46.740 --> 1:07:49.740]  That's 646-498-5309.
[1:07:51.740 --> 1:07:53.740]  Ease the T-Rex of political talk.
[1:07:53.740 --> 1:07:57.740]  Alex Jones on the GCN Radio Network.
[1:08:00.740 --> 1:08:02.740]  Alright ladies and gentlemen, we are back.
[1:08:02.740 --> 1:08:03.740]  I am not Alex Jones.
[1:08:03.740 --> 1:08:04.740]  I'm Jason Bermas.
[1:08:04.740 --> 1:08:09.740]  You can go check out my stuff over at www.loosechange911.com.
[1:08:09.740 --> 1:08:10.740]  Alex will be back.
[1:08:10.740 --> 1:08:11.740]  I think he's doing the Sunday show.
[1:08:11.740 --> 1:08:15.740]  He might not be, but he'll be back on Monday for a show.
[1:08:15.740 --> 1:08:20.740]  I was just discussing the Loose Change movies with Craig in DC.
[1:08:20.740 --> 1:08:24.740]  Craig, I'm actually doing another movie right now, which is also a 9-11 film,
[1:08:24.740 --> 1:08:29.740]  which is going to focus not only on the foreign government involvement in 9-11,
[1:08:29.740 --> 1:08:33.740]  really going to focus in on not only the Pakistani involvement,
[1:08:33.740 --> 1:08:36.740]  but the Israeli involvement and the Saudi Arabian involvement
[1:08:36.740 --> 1:08:40.740]  and the congressional cover-up, but it's also going to focus on the whistleblowers.
[1:08:40.740 --> 1:08:43.740]  People like J. Michael Springman's testimony have never really been heard,
[1:08:43.740 --> 1:08:46.740]  even though Robert Wright and Larry Claimman get a little cameo
[1:08:46.740 --> 1:08:49.740]  in the introduction of Loose Change Final Cut.
[1:08:49.740 --> 1:08:51.740]  They don't really get to be brought into depth.
[1:08:51.740 --> 1:08:55.740]  Sebel Edmund's story has never really been in a movie to my satisfaction,
[1:08:55.740 --> 1:09:01.740]  especially now that she's come out in that Times Online piece to admit that
[1:09:01.740 --> 1:09:09.740]  Mahmoud Ahmed of the ISI was not only involved in this wiring of Muhammad Atta's $100,000,
[1:09:09.740 --> 1:09:13.740]  but also involved in this international spy ring
[1:09:13.740 --> 1:09:19.740]  that was trading nuclear secrets with Israel, the Turks, and Pakistan
[1:09:19.740 --> 1:09:23.740]  with supposedly household names within the White House.
[1:09:23.740 --> 1:09:27.740]  I think she named Mark Grossman, but the Times Online didn't have the nuts
[1:09:27.740 --> 1:09:30.740]  to publish Mark Grossman's name of the State Department.
[1:09:30.740 --> 1:09:32.740]  It was published on the Brad blog.
[1:09:32.740 --> 1:09:35.740]  So yeah, man, I'm just trying to expand my audience.
[1:09:35.740 --> 1:09:38.740]  I'm trying to bring in people through different routes.
[1:09:38.740 --> 1:09:43.740]  If Loose Change Second Edition was too hardcore or too youthful for some,
[1:09:43.740 --> 1:09:46.740]  maybe Loose Change Final Cut brings it back a little bit,
[1:09:46.740 --> 1:09:49.740]  has a little bit more of a broader soundtrack, maybe that can bring some people in.
[1:09:49.740 --> 1:09:51.740]  And the same with this new one, Fabled Enemies.
[1:09:51.740 --> 1:09:54.740]  Maybe we can bring some new people into the movement with this movie, Craig.
[1:09:54.740 --> 1:09:56.740]  When's that one set for release?
[1:09:56.740 --> 1:09:58.740]  Well, I am working on it as we speak.
[1:09:58.740 --> 1:10:03.740]  I mean, last night literally is the first time I left the office before 11 p.m.
[1:10:03.740 --> 1:10:09.740]  I've been pulling 14, 15-hour days out here while I'm in Texas trying to put this out.
[1:10:09.740 --> 1:10:13.740]  I'm hoping that it will be edited all the way through on June 1st
[1:10:13.740 --> 1:10:16.740]  and we're shooting for an August 1st release date.
[1:10:16.740 --> 1:10:18.740]  So look for that one out on Google Video.
[1:10:18.740 --> 1:10:20.740]  It's going to be there for free for everybody.
[1:10:20.740 --> 1:10:25.740]  And I'm going to encourage people to make copies just like all of our films and hand them out.
[1:10:25.740 --> 1:10:29.740]  Jason, I think it's obvious anybody that watches your films and all the other documentaries
[1:10:29.740 --> 1:10:31.740]  that are promoted on the show, on this network,
[1:10:31.740 --> 1:10:35.740]  that hours and hours of devotion and passion got to go into them.
[1:10:35.740 --> 1:10:40.740]  That's part of what makes it so amazing is that it's from the heart type of thing.
[1:10:40.740 --> 1:10:43.740]  It's from the heart type of movement, you know.
[1:10:43.740 --> 1:10:46.740]  And I just can't thank you enough for putting out and doing what you do.
[1:10:46.740 --> 1:10:50.740]  I mean, you've raised so many great points in these Loose Change films.
[1:10:50.740 --> 1:10:56.740]  The most arousing one for me was this notion that the hijackers were still alive somewhere
[1:10:56.740 --> 1:10:58.740]  and wondering why they're showing up on this list.
[1:10:58.740 --> 1:11:04.740]  And I noticed that that wasn't touched upon in the Loose Change Final Cut version.
[1:11:04.740 --> 1:11:07.740]  Yep. Well, basically, we had covered that in the second edition
[1:11:07.740 --> 1:11:09.740]  and we didn't feel like we needed it.
[1:11:09.740 --> 1:11:11.740]  We did touch on it really quick in the Final Cut.
[1:11:11.740 --> 1:11:15.740]  We mentioned really in passing that oddly enough,
[1:11:15.740 --> 1:11:18.740]  the mainstream media would report a bunch of these guys alive.
[1:11:18.740 --> 1:11:22.740]  But I'd like to point out United 23 and that's going to be in this new movie.
[1:11:22.740 --> 1:11:27.740]  United 23 was another plane that was supposedly going to be hijacked.
[1:11:27.740 --> 1:11:31.740]  What happened was the pilot didn't take off because he felt like there were guys in the back
[1:11:31.740 --> 1:11:33.740]  that were going to hijack the plane.
[1:11:33.740 --> 1:11:35.740]  You already had word what had happened in New York.
[1:11:35.740 --> 1:11:39.740]  So he was out in New Jersey, I believe, and he refused to take off.
[1:11:39.740 --> 1:11:42.740]  So then these four guys wouldn't get off the plane.
[1:11:42.740 --> 1:11:43.740]  It was very odd.
[1:11:43.740 --> 1:11:47.740]  They then get them off the plane and they don't stick around for their luggage.
[1:11:47.740 --> 1:11:48.740]  They leave.
[1:11:48.740 --> 1:11:52.740]  While inside their luggage, of course, are al-Qaeda training manuals
[1:11:52.740 --> 1:11:54.740]  and building blueprints and everything else,
[1:11:54.740 --> 1:11:58.740]  the weird thing is these guys were quote-unquote never brought to justice
[1:11:58.740 --> 1:12:01.740]  because they were using false identification.
[1:12:01.740 --> 1:12:06.740]  Well, if they were using false identification and they were part of the September 11th plot,
[1:12:06.740 --> 1:12:10.740]  why wouldn't the other guys be using false identification, Craig?
[1:12:10.740 --> 1:12:13.740]  Oh, man, you know, that's pretty interesting.
[1:12:13.740 --> 1:12:17.740]  Every point you bring up is like a new bright idea.
[1:12:17.740 --> 1:12:18.740]  It's great.
[1:12:18.740 --> 1:12:20.740]  It's baffling to me.
[1:12:20.740 --> 1:12:23.740]  Another point that never gets brought up, again,
[1:12:23.740 --> 1:12:25.740]  I'm not sure if I'm going to include this in Fabled Enemies.
[1:12:25.740 --> 1:12:28.740]  I was editing through the cover-up section.
[1:12:28.740 --> 1:12:32.740]  I thought about adding this in there as another point to that Flight 23.
[1:12:32.740 --> 1:12:36.740]  Actor James Woods got on a plane in July.
[1:12:36.740 --> 1:12:40.740]  He saw Ata and three other guys all dressed up in jumpsuits.
[1:12:40.740 --> 1:12:44.740]  He got real nervous. He started talking to the flight attendant.
[1:12:44.740 --> 1:12:45.740]  She agreed.
[1:12:45.740 --> 1:12:47.740]  It looked like they were going to try to hijack the plane.
[1:12:47.740 --> 1:12:49.740]  They kept their eye on him the entire time.
