[00:00:13.078 --> 00:00:13.218]  Food.
[00:56:53.101 --> 00:56:54.081]  Granny Do-Right.
[00:56:54.081 --> 00:56:54.982]  Granny Do-Right.
[00:56:54.982 --> 00:56:55.862]  Thanks for holding her on the
[00:56:58.394 --> 00:56:59.795]  I love your products.
[00:56:59.795 --> 00:57:10.498]  I am a granny, and for all the senior citizens out there that may have spent a lifetime in the sun like me, I was loaded up with sunspots, or age spots, as they're lovingly called.
[00:57:10.498 --> 00:57:16.500]  But since taking Urex 2 for the last couple of years, my skin is just really gorgeous, actually.
[00:57:16.500 --> 00:57:17.520]  People think I'm 55 years old.
[00:57:19.781 --> 00:57:27.505]  And I was already taking your other supplements, but I thought, you know, well, maybe that's what I need to do because I just thought it was a hopeless situation.
[00:57:27.505 --> 00:57:36.269]  But when I started taking it, I mean, it doesn't happen immediately, but you know, over a period of time, I started noticing, okay, you know, this is a ticket.
[00:57:36.269 --> 00:57:37.089]  This is working.
[00:57:37.089 --> 00:57:38.070]  This is wonderful.
[00:57:38.070 --> 00:57:42.612]  You know, I don't, I don't have to put on Dermablend anymore, you know?
[00:57:42.612 --> 00:57:47.274]  So anyway, it worked wonderfully and it really has totally cleared up my skin.
[00:57:51.508 --> 00:57:54.710]  You're listening to the Alex Jones Show!
[00:57:54.710 --> 00:58:18.685]  Well, what better proof of the murdering psychopaths that want to run this planet is there than the continued negative vaccine
[00:58:19.901 --> 00:58:30.431]  Adverse reactions from the Western Journal headline, woman loses hands and legs to amputation after bad COVID vaccine reaction.
[00:58:30.431 --> 00:58:33.013]  And so the bad reactions continue.
[00:58:33.013 --> 00:58:40.580]  Alex, this is just another part of the globalist agenda to murder you with a smile on their face.
[00:58:40.580 --> 00:58:42.321]  And let's be completely clear.
[00:58:42.321 --> 00:58:43.502]  And that's what blows me away.
[00:58:43.502 --> 00:58:46.165]  I knew they done evil things around the planet.
[00:58:47.071 --> 00:59:02.362]  But I thought they would probably release some type of placebo just to get it set in precedent for forced inoculation to have that control over us and then have the medical ID that's the backbone of the world ID and the cash flow society global social credit score, which they admit is their plan.
[00:59:02.362 --> 00:59:12.089]  The fact that Fauci studies were done in University of Texas, Chapel Hill, North Carolina and others, specifically with these exact type of vaccines in 2010, 2012, 2014,
[00:59:15.411 --> 00:59:20.533]  Huge, like government-funded studies, giant initiatives is what they're called.
[00:59:20.533 --> 00:59:37.940]  We're talking hundreds of millions apiece on these to absolutely prove what they already knew from other studies, that if you inject somebody with something that tries to stop the protein shell of a very common type of protein, that your body is going to attack itself in a giant autoimmune response and create blood clots throughout the damn body.
[00:59:38.812 --> 00:59:44.053]  And then now we don't just have the studies, we have the medical reports coming out, current studies saying it.
[00:59:44.053 --> 00:59:45.094]  Let that sink in, folks.
[00:59:45.094 --> 00:59:47.594]  This is total warfare.
[00:59:47.594 --> 00:59:57.737]  And now most of these people that have the brain fog, or they're 30 years old and they're having Alzheimer's, or the capillaries get filled in their feet and in their hands so they have to be amputated when they were totally healthy.
[00:59:57.737 --> 00:59:59.177]  We have to take care of these people now.
[00:59:59.177 --> 01:00:02.358]  So a lot of folks go, oh, screw all these idiots that believe it and take the shots.
[01:00:02.358 --> 01:00:03.318]  No, no, no, no, no.
[01:00:04.059 --> 01:00:10.245]  A, that's not Christ-like, and God doesn't like that, but B, look at it from just a cold-blooded perspective.
[01:00:10.245 --> 01:00:11.326]  These are soft-kill weapons.
[01:00:11.326 --> 01:00:16.892]  It's going to take 3, 4, 5, 10 years to kill people now, and they're not going to know what hit them.
[01:00:16.892 --> 01:00:18.453]  And then it's going to sink the country.
[01:00:18.453 --> 01:00:24.099]  It's going to end capitalism, end the wealth, end the prosperity, which the globalists have said that they want to do.
[01:00:24.099 --> 01:00:24.560]  So this is here.
[01:00:27.635 --> 01:00:30.378]  And it's happening, but just get back to that report.
[01:00:30.378 --> 01:00:37.126]  Medical doctors all over the country go, yeah, this lady was healthy, she was 35 years old, took it, her liver liquefied, her lungs liquefied.
[01:00:37.126 --> 01:00:43.733]  It all depends on where the prions go and where they start growing, but they lie and say it doesn't leave the injection point.
[01:00:43.733 --> 01:00:48.839]  They have all these studies knowing it migrates to the heart, the lungs, the brain, and the liver.
[01:00:49.562 --> 01:00:51.404]  The heart, the lungs, the brain, the liver.
[01:00:51.404 --> 01:00:52.244]  Some people are different.
[01:00:52.244 --> 01:00:55.707]  It migrates into other tissues of the body.
[01:00:55.707 --> 01:00:57.308]  And then you have serious problems there.
[01:00:57.308 --> 01:01:00.931]  A lot of folks take the shot, have horrible headaches for a few weeks.
[01:01:00.931 --> 01:01:07.136]  When they die, they open their brain up and there's just lesions everywhere where it just eats your brain.
[01:01:07.136 --> 01:01:10.199]  Doctors have described it like gunshot wounds.
[01:01:10.199 --> 01:01:12.481]  They say that they saw the top people's heads off.
[01:01:12.481 --> 01:01:13.942]  Young women, young men.
[01:01:13.942 --> 01:01:16.264]  This is in England and the US, Germany they have reports.
[01:01:16.264 --> 01:01:17.325]  And they open up a bloody mess.
[01:01:18.374 --> 01:01:22.085]  And then when they try to say something, they go, you'll be fired if you investigate this.
[01:01:22.085 --> 01:01:24.933]  So they're practicing not just raping our children en masse.
[01:01:24.933 --> 01:01:25.555]  Yeah, we gave 30,000 children.
[01:01:27.242 --> 01:01:29.423]  Just to begin with, to be raped, got a big deal.
[01:01:29.423 --> 01:01:31.604]  And yeah, we put poison in your vaccine, you're going to take it.
[01:01:31.604 --> 01:01:33.704]  Because the sheep can't handle it.
[01:01:33.704 --> 01:01:36.265]  They've been trained that the system's taking care of them.
[01:01:36.265 --> 01:01:40.847]  They're smart scientists, you know, because they believe the science of Fauci.
[01:01:40.847 --> 01:01:47.189]  And the average liberal just is in this daze of grand delusion, and now they want to force us to do it.
[01:01:47.189 --> 01:01:54.691]  We haven't put the reports out, but when I get off here, about 15-20 minutes, we have two big reports.
[01:01:54.691 --> 01:01:56.692]  I ran into a man who was born in Europe.
[01:01:58.556 --> 01:02:06.178]  And he has family in Denmark, and they're now putting people in camps in Denmark who refuse the vaccine.
[01:02:06.178 --> 01:02:08.398]  You know, they're calling for that here as well.
[01:02:08.398 --> 01:02:14.639]  Then I did a search this morning and found other areas of Europe where they admit in the news it's happening.
[01:02:14.639 --> 01:02:18.080]  And then Laura Loomer sent me a video this morning.
[01:02:18.080 --> 01:02:20.120]  It was like, I guess everybody's synced up.
[01:02:20.120 --> 01:02:22.721]  And it was a place in France where they're doing it, the actual video.
[01:02:23.900 --> 01:02:27.961]  So this is the cover just to grab who you want, disappear who you want, get rid of checks and balances.
[01:02:27.961 --> 01:02:30.041]  Oh Alex, I've got it right here in Australia too.
[01:02:30.041 --> 01:02:36.622]  More than 200 Australians taken to quarantine facilities because they might have been in contact with the virus.
[01:02:36.622 --> 01:02:38.843]  Might!
[01:02:38.843 --> 01:02:46.044]  And all over Australia and in the UK, they're building giant city-style facilities for whole families that refuse.
[01:02:46.044 --> 01:02:47.484]  And then they're going to quote re-educate people.
[01:02:47.484 --> 01:02:50.025]  They're setting up re-education camps.
[01:02:50.025 --> 01:02:51.305]  I mean, this is it folks.
[01:02:51.305 --> 01:02:52.505]  We've gone off the edge of a cliff.
[01:02:53.226 --> 01:02:54.727]  We're in world government.
[01:02:54.727 --> 01:02:56.188]  We have to resist and say no now.
[01:02:56.188 --> 01:03:04.774]  Ladies and gentlemen, Owen Schroer here, the host of the InfoWars War Room, and I am very excited about our latest supplement addition to InfoWarsStore.com.
[01:03:04.774 --> 01:03:14.882]  Now, I've been supplementing with greens fibers and vegetable capsules for a long time, and so I was excited to hear that we were adding our own greens fiber caps to InfoWarsStore.com.
[01:03:15.362 --> 01:03:18.267]  But then I read the ingredients and I was blown away.
[01:03:18.267 --> 01:03:19.449]  Listen to this.
[01:03:19.449 --> 01:03:20.711]  Organic pea fiber.
[01:03:20.711 --> 01:03:22.153]  Organic alfalfa leaf.
[01:03:22.153 --> 01:03:23.615]  Organic wheat grass leaf.
[01:03:23.615 --> 01:03:25.057]  Organic cilantro leaf.
[01:03:25.057 --> 01:03:26.480]  Organic kale leaf.
[01:03:26.480 --> 01:03:28.022]  Organic flax sprout.
[01:03:28.022 --> 01:03:29.645]  Organic quinoa sprout.
[01:03:29.645 --> 01:03:30.386]  Ladies and gentlemen,
[01:03:30.946 --> 01:03:33.068]  All of these things are so incredible for your health.
[01:03:33.068 --> 01:03:36.912]  Just one of these ingredients can be a life-changing supplement for your health.
[01:03:36.912 --> 01:03:41.656]  And we've packed it all in to Fiber Green Caps at Infowarsstore.com.
[01:03:41.656 --> 01:03:45.580]  So I'm excited to add this to my supplement routine every day.
[01:03:45.580 --> 01:03:47.742]  I suggest that you do the same thing.
[01:03:47.742 --> 01:03:50.605]  And right now, it's at an introductory price of $19.95.
[01:03:50.605 --> 01:03:52.106]  That's 33% off at Infowarsstore.com.
[01:04:00.769 --> 01:04:07.331]  You are listening to an InfoWars.com Frontline Report.
[01:04:07.331 --> 01:04:18.874]  If you are receiving this transmission, you are the resistance.
[01:04:18.874 --> 01:04:27.376]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[01:04:29.998 --> 01:04:34.019]  And Owen Troyer is back in FEMA Region 6 in the ATX Austin.
[01:04:34.019 --> 01:04:36.820]  I am in FEMA Region 10.
[01:04:36.820 --> 01:04:38.500]  Again, we are under FEMA control.
[01:04:38.500 --> 01:04:42.021]  America is going under global government systems.
[01:04:42.021 --> 01:04:44.842]  Well, there's so much new breaking news I want to get to in a moment with Owen.
[01:04:44.842 --> 01:04:45.942]  Massively important news.
[01:04:45.942 --> 01:04:49.563]  But first, my phone's been ringing off the hook for a week.
[01:04:49.563 --> 01:04:53.044]  And I've had the producer of the show, Scott, ask me why I haven't covered it.
[01:04:53.044 --> 01:04:56.085]  And I got a bunch of phone calls from family in the last few days saying, Alex,
[01:04:57.040 --> 01:04:58.160]  You've been vindicated.
[01:04:58.160 --> 01:05:08.042]  It's all over the news that Dubai is making it rain in the desert with weather control using drones that release particulate into the sky.
[01:05:08.042 --> 01:05:13.463]  And I'm like, yeah, listen, this is not Alex Jones looking into a crystal ball.
[01:05:13.463 --> 01:05:14.744]  It's very frustrating.
[01:05:14.744 --> 01:05:22.625]  It was in academic papers and admitted reports 15 years ago that China and Dubai publicly were way more advanced.
[01:05:22.625 --> 01:05:24.446]  And I say we, the people that run us.
[01:05:24.446 --> 01:05:26.506]  Think of America and the West.
[01:05:27.190 --> 01:05:27.591]  We're good to go.
[01:05:45.896 --> 01:05:46.417]  We're good to go.
[01:06:07.188 --> 01:06:07.508]  I think?
[01:06:27.737 --> 01:06:29.217]  What will we do when we start manipulating the weather?
[01:06:29.217 --> 01:06:33.279]  So they're worried about carbon dioxide that's very low level compared to historical.
[01:06:33.279 --> 01:06:34.679]  That's all fraud to say it's higher.
[01:06:34.679 --> 01:06:39.380]  It's actually hundreds of times higher 20 million years ago than it is now.
[01:06:39.380 --> 01:06:44.082]  The earth is starved of carbon dioxide and of course plants then use that to produce oxygen.
