[00:00:10.659 --> 00:00:12.208]  Hi, Steve Adler.
[00:58:56.748 --> 00:59:06.615]  And State Assembly Member Linda Rosenthal of the Upper West Side has introduced a bill requiring most New Yorkers get a COVID-19 vaccine.
[00:59:06.615 --> 00:59:14.840]  She says if at least 70% of the population does not get the vaccine on their own, then it should be mandatory.
[00:59:14.840 --> 00:59:20.244]  Then the State Department of Health would have the ability to say that more people have to get it.
[00:59:20.524 --> 00:59:23.446]  And they would set the rules and they would set the structure.
[00:59:23.446 --> 00:59:28.929]  Labor and employment lawyer Helen Rella says your boss could force you to get a COVID-19 vaccine.
[00:59:28.929 --> 00:59:30.991]  Okay, so let's stop right there.
[00:59:30.991 --> 00:59:32.852]  This is literally tyranny.
[00:59:32.852 --> 00:59:34.633]  It's linked to sterilization.
[00:59:34.633 --> 00:59:35.794]  This is 1984.
[00:59:35.794 --> 00:59:37.054]  This is Nazi Germany.
[00:59:37.054 --> 00:59:37.815]  This isn't a drill.
[00:59:37.815 --> 00:59:38.295]  It isn't a game.
[00:59:38.295 --> 00:59:40.877]  But notice he said, before we can move forward.
[00:59:40.877 --> 00:59:42.157]  They're going to keep everything locked down.
[00:59:43.274 --> 00:59:44.615]  What is it, what is it about humanity
[01:00:08.203 --> 01:00:10.445]  It wants to go to all the details and stuff.
[01:00:10.445 --> 01:00:13.227]  These guys like Fauci get up there and start talking.
[01:00:13.227 --> 01:00:15.448]  He doesn't know anything, really, about anything.
[01:00:15.448 --> 01:00:17.790]  And I'd say that to his face.
[01:00:17.790 --> 01:00:18.771]  Nothing.
[01:00:18.771 --> 01:00:25.196]  The man thinks he can take a blood sample and stick it in an electron microscope and if it's got a virus in there, you'll know it.
[01:00:25.196 --> 01:00:27.218]  He doesn't understand electron microscopy.
[01:00:27.218 --> 01:00:29.199]  He doesn't understand medicine.
[01:00:29.199 --> 01:00:31.241]  He should not be in a position like he's in.
[01:00:32.327 --> 01:00:38.888]  Most of those guys up there on the top are just total administrative people and they don't know anything about what's going on on the bottom.
[01:00:38.888 --> 01:00:48.470]  You know, those guys have got an agenda, which is not what we would like them to have, being that we pay for them to take care of our health in some way.
[01:00:48.470 --> 01:00:51.171]  They've got a personal kind of agenda.
[01:00:51.171 --> 01:01:00.613]  They make up their own rules as they go, they change them when they want to, and they smugly, like Tony Fauci, does not mind going on television in front of the people who pay his salary and lie directly into the camera.
[01:01:01.963 --> 01:01:06.405]  You can't expect the sheep to really respect the best and the brightest.
[01:01:06.405 --> 01:01:08.425]  They don't know the difference, really.
[01:01:08.425 --> 01:01:25.031]  I mean, I like humans, don't get me wrong, but basically, there is a vast majority of them do not possess the ability to judge who is and who isn't a really good scientist.
[01:01:25.031 --> 01:01:25.872]  I mean, that's the problem.
[01:01:25.872 --> 01:01:29.233]  That's the main problem, actually, with science, I'd say, in this century, because
[01:01:30.080 --> 01:01:32.682]  The science is being judged by people.
[01:01:32.682 --> 01:01:36.124]  The funding is being done by people who don't understand it.
[01:01:36.124 --> 01:01:36.344]  Okay?
[01:01:36.344 --> 01:01:37.104]  Who do we trust?
[01:01:37.104 --> 01:01:37.725]  Fauci.
[01:01:37.725 --> 01:01:47.711]  Fauci doesn't know enough to, you know... If Fauci wants to get on television with somebody who knows a little bit about this stuff and debate him, he could easily do it, because he's been asked.
[01:01:47.711 --> 01:01:48.812]  I mean, I've had a lot of people...
[01:01:53.194 --> 01:01:56.877]  We are witnessing a perfect dichotomy of psychological warfare.
[01:01:56.877 --> 01:02:01.641]  The United Nations, the big corporations, the globalists, big tech and big pharma are all pushing.
[01:02:01.641 --> 01:02:06.564]  The COVID is the most deadly thing in history, even though statistically it's a very weak flu or cold.
[01:02:06.564 --> 01:02:09.827]  But if you are deficient, then you can actually die from it.
[01:02:09.827 --> 01:02:12.429]  That's why you see somebody dying in southern nursing homes.
[01:02:12.429 --> 01:02:23.077]  Meanwhile, all these top scientists and researchers and former Pfizer head medical officers have come out and said that the COVID-19 vaccine, especially the mRNA ones, are basically bio
[01:02:23.177 --> 01:02:23.417]  I think so.
[01:03:12.836 --> 01:03:16.579]  We are now into our number two broadcasting worldwide.
[01:03:16.579 --> 01:03:18.701]  I'm your host, Alex Jones.
[01:03:18.701 --> 01:03:20.223]  And the quickening is here.
[01:03:20.223 --> 01:03:25.567]  The alignment of the political, cultural, spiritual, economic planets is upon us.
[01:03:25.567 --> 01:03:25.968]  Wow!
[01:03:25.968 --> 01:03:27.469]  China, China, China.
[01:03:27.469 --> 01:03:28.550]  You know, we heard about Trump.
[01:03:28.550 --> 01:03:31.453]  He was this Russian agent and hookers were in St.
[01:03:31.453 --> 01:03:34.075]  Petersburg pissing in his face.
[01:03:34.075 --> 01:03:35.296]  And none of it was true.
[01:03:35.296 --> 01:03:36.177]  It was all fake.
[01:03:36.177 --> 01:03:36.717]  It came out.
[01:03:37.358 --> 01:03:40.821]  The writer of the dossier, Steele, admitted it was not true.
[01:03:40.821 --> 01:03:49.948]  It was all funded by Hillary Clinton and other deep state operatives like George Herbert Walker Bush's son, Jeb Bush.
[01:03:49.948 --> 01:03:56.473]  But when it comes to China and the Bidens and the Clintons, my goodness, it swallows well.
[01:03:56.473 --> 01:04:02.518]  And Dianne Feinstein, her main assistant being the Chinese communist agent,
[01:04:03.641 --> 01:04:25.007]  And we've got Biden saying every aspect of American life should be run by the Communist Chinese and his son, we'll play the clip coming up next segment, saying that I met with the head of Communist Chinese intelligence and now the FBI is investigating me and my dad and they gave me billions of dollars.
[01:04:25.007 --> 01:04:27.148]  It's all recorded.
[01:04:27.148 --> 01:04:28.408]  It's all real.
[01:04:28.408 --> 01:04:31.549]  It's all smoking gun, just like the election fraud.
[01:04:32.793 --> 01:04:39.477]  And then you add this giant 500 ton cherry.
[01:04:39.477 --> 01:04:41.498]  Chinese military sends troops to Canada.
[01:04:41.498 --> 01:04:44.039]  PLA training with Canadian forces.
[01:04:44.039 --> 01:04:45.200]  Documents show.
[01:04:45.200 --> 01:04:51.323]  And when the military said they're stealing our secrets and kicked them out or canceled it, Trudeau freaked out.
[01:04:51.323 --> 01:04:52.284]  Explosive documents.
[01:04:52.284 --> 01:04:55.966]  Canadian Prime Minister requested Chinese troops be stationed in Canada.
[01:04:55.966 --> 01:04:57.147]  That is from the rebel.
[01:04:57.927 --> 01:05:01.008]  News.com, secret military documents.
[01:05:01.008 --> 01:05:04.770]  Trudeau invited Chinese troops to train at Canadian military bases.
[01:05:04.770 --> 01:05:07.991]  And the left will spin it, the 30-plus pages of secret documents.
[01:05:07.991 --> 01:05:09.211]  They're like, oh, big deal.
[01:05:09.211 --> 01:05:09.511]  Oh, really?
[01:05:09.511 --> 01:05:11.852]  The military said it was a national security breach.
[01:05:11.852 --> 01:05:13.873]  The military said it shouldn't happen.
[01:05:13.873 --> 01:05:16.674]  And Trudeau blew up and said, I am the Prime Minister.
[01:05:16.674 --> 01:05:19.775]  You will do what I say.
[01:05:19.775 --> 01:05:20.876]  So this is simply
[01:05:22.099 --> 01:05:24.020]  Incredible, because they're not just stealing your secrets.
[01:05:24.020 --> 01:05:25.281]  They're offering you money.
[01:05:25.281 --> 01:05:26.321]  They're buying you off.
[01:05:26.321 --> 01:05:34.526]  Every Chinese businessman that's part of the party, or under the party, and every member of the Chinese military is an asset, is an agent.
[01:05:34.526 --> 01:05:35.046]  In the U.S.
[01:05:35.046 --> 01:05:38.868]  military, 99% of people are not a spy, or less.
[01:05:38.868 --> 01:05:40.869]  I bet out of 5,000 people in the U.S.
[01:05:40.869 --> 01:05:44.791]  military, Air Force, Army, Marines, none of them are spies, okay?
[01:05:44.791 --> 01:05:48.093]  Even if you're in PSYOPs, very few are operational in the field, okay?
[01:05:49.670 --> 01:05:52.933]  But if you were in Nazi Germany, a lot of you were.
[01:05:52.933 --> 01:05:56.516]  Or if you're in an authoritarian Soviet system, a third of your people are.
[01:05:56.516 --> 01:05:59.258]  Same thing with the Chai Koms.
[01:05:59.258 --> 01:06:09.466]  So Ezra Levant of Rebel Media, a major journalist, you can hear him tell you how he got these unredacted documents that no one else ever got, and just what this means and how big this is.
[01:06:09.466 --> 01:06:12.789]  I mean, I thought the last thing he broke was Trudeau saying,
[01:06:13.069 --> 01:06:15.672]  We're in the global reset for the New World Order.
[01:06:15.672 --> 01:06:17.313]  The UN will run everything.
[01:06:17.313 --> 01:06:20.476]  That was public, but Ezra found it and made it popular.
[01:06:20.476 --> 01:06:21.497]  That's really what's important.
[01:06:21.497 --> 01:06:26.182]  And now, I thought that was the biggest Trudeau traitorous faux pas.
[01:06:26.182 --> 01:06:29.065]  So Ezra, tell us about the Providence, where this is going.
[01:06:29.605 --> 01:06:30.686]  Sure Alex, thanks for having me on.
[01:06:30.686 --> 01:06:34.107]  This is the biggest story I've ever covered in my life.
[01:06:59.944 --> 01:07:04.809]  I will never have a story this big, this important, this dramatic again.
[01:07:04.809 --> 01:07:06.750]  And it's incredible.
[01:07:06.750 --> 01:07:24.247]  And it started a year and a half ago when I saw a little snippet reported on a Russian state broadcaster called Sputnik that Canada had sent a delegation to participate in China's Navy 70th anniversary celebration.
[01:07:24.247 --> 01:07:25.528]  I thought, why is Canada
[01:07:26.381 --> 01:07:30.548]  Celebrating the 70th anniversary of the People's Liberation Army Navy.
[01:07:30.548 --> 01:07:37.078]  And I don't know if you know this Alex, but just a few months before that, China grabbed two Canadian civilians off the streets.
[01:07:37.645 --> 01:07:39.586]  And has held them hostage ever since.
[01:07:39.586 --> 01:07:49.808]  So it's gross that a NATO member and a NORAD member like Canada would celebrate the People's Liberation Army celebration at all.
[01:07:49.808 --> 01:07:53.409]  But this was just months after China kidnapped two Canadians.
[01:07:53.409 --> 01:07:56.910]  So I saw news of this nowhere else other than on this Russian site.
[01:07:56.910 --> 01:08:01.131]  I did what's called an access to information request, a freedom of information request.
[01:08:01.131 --> 01:08:05.312]  They delayed 19 months, but they finally answered.
[01:08:05.965 --> 01:08:11.187]  And yes, they confirmed that Trudeau sent someone to celebrate the Chinese Navy.
[01:08:11.187 --> 01:08:12.647]  But that was the least of it.
[01:08:12.647 --> 01:08:19.709]  Because they sent 34 pages of internal documents that I never actually even asked for.
[01:08:19.709 --> 01:08:25.811]  And instead of blacking them out, as secret documents usually are, they only grade them out.
[01:08:25.811 --> 01:08:29.112]  You can read every single word.
[01:08:29.112 --> 01:08:31.813]  And I put them up on the internet at thechinafiles.com.
[01:08:31.813 --> 01:08:32.694]  You can take a look.
[01:08:32.694 --> 01:08:33.574]  But let me just tell you,
[01:08:34.560 --> 01:08:39.585]  The craziest thing in there, I did not know any of this and I like to think I follow the news closely.
[01:08:39.585 --> 01:08:54.138]  In 2019, there were not 1, not 2, not 5, not 10, there were 18 exchanges between the Canadian Armed Forces and the People's Liberation Army.
[01:08:54.138 --> 01:08:54.818]  18!
[01:08:54.818 --> 01:09:00.764]  Where we were sending our Canadian troops to China, where China was sending their troops here, and you're correct, one of them
[01:09:01.880 --> 01:09:10.185]  The cold weather training at CFB Borden, our Canadian Forces Base, sorry, Petawawa in Ontario.
[01:09:10.185 --> 01:09:15.388]  There's a Canadian Forces Base in Ontario, specialists in cold weather warfare.
[01:09:15.388 --> 01:09:17.209]  Our Canadian military cancelled that.
[01:09:17.825 --> 01:09:22.129]  As soon as Trudeau heard that the military cancelled that, he raged at them.
[01:09:22.129 --> 01:09:28.755]  He sent a memo to them saying, never cancel a partnership with China again without my permission.
