[00:00.000 --> 00:15.000]  From the front lines of the Information War, it's Alex Jones.
[1:24:32.000 --> 1:24:44.000]  Well, in my view, Alex, China is trying to punish the West. They're trying to break the economies of the United States and Western Europe, and they're willing to lock down and really murder their own people in order to achieve that.
[1:24:44.000 --> 1:24:57.000]  Remember that the Shanghai lockdowns are not only affecting the port operations, they're affecting domestic trucking, which means that the supply chain to the factories in Shanghai is also now completely broken.
[1:24:57.000 --> 1:25:03.000]  You can't even get a supply truck from somewhere else in China to come into Shanghai to supply a factory there.
[1:25:03.000 --> 1:25:19.000]  So this also means that you can't get containers for international shipping, even in other countries such as Taiwan and Japan and South Korea, which have their own exports, but they're having a very difficult time getting containers because they're all log jammed in Shanghai.
[1:25:19.000 --> 1:25:37.000]  So this is a really dangerous supply chain shutdown, and I think, Alex, I think that China is trying to collapse the dollar and then to have the gold-backed yuan or digital currency, or maybe a digital renminbi backed by gold, to dominate the world.
[1:25:37.000 --> 1:25:44.000]  And they are re-establishing trade with Russia, with Turkey, with India, and even with Saudi Arabia.
[1:25:44.000 --> 1:25:52.000]  For TV viewers and radio listeners, this is giant tower blocks, people howling and screaming wanting out.
[1:25:52.000 --> 1:25:56.000]  We thought this was fake two years ago, but now it's confirmed they're doing it again.
[1:25:56.000 --> 1:26:09.000]  These are giant cities, lockdown, wailing, begging to be let out, a giant exercise of pure evil, videos of thousands of cats and dogs, reportedly millions being killed, of thousands being rounded up and their brains beaten out.
[1:26:09.000 --> 1:26:13.000]  This is authoritarianism.
[1:26:13.000 --> 1:26:27.000]  It is absolute tyranny. It's the template for what they're going to try to do in America later this year, I believe, because remember, with the food inflation, you're going to have food riots, and they're going to have to bring in price controls and food rationing.
[1:26:27.000 --> 1:26:40.000]  And at some point, the riots are going to get out of control in certain cities, not everywhere, but in certain cities where they've defunded police and they have advocated an atmosphere of lawlessness, you're not going to be able to run a grocery store.
[1:26:40.000 --> 1:26:49.000]  So the grocery stores will shut down, convenience stores will shut down, they will just leave, and then you're going to have populations trapped in US cities with no food supply.
[1:26:49.000 --> 1:26:52.000]  That's coming for America later this year.
[1:26:52.000 --> 1:26:55.000]  That's right, they know the economic collapse is coming.
[1:26:55.000 --> 1:27:04.000]  These major power bases are vying for who will get the new world currency, who will have the new vaccine passport, carbon tax, multi-pass system.
[1:27:04.000 --> 1:27:13.000]  And so China is drilling for the collapse they know is already coming and doing it early to make sure we collapse as well. It's very simple.
[1:27:13.000 --> 1:27:24.000]  Well, right, and recognize, I know you showed the video of the little creepy robot dog in Shanghai speaking commands to people, like, let go of your dreams of freedom and things like that.
[1:27:24.000 --> 1:27:29.000]  And, you know, there are robots enforcing masks at airports in the United States now.
[1:27:29.000 --> 1:27:36.000]  We got that report coming out today. We just went up to the love field. Seven-foot Sentinel robots screaming at people to keep their mask on.
[1:27:36.000 --> 1:27:41.000]  They know if you lower the mask under your nose and public schools now put the same robots in.
[1:27:41.000 --> 1:27:49.000]  Well, exactly. So we're looking at the first stages of the robot takeover of society and the shutdown of humanity.
[1:27:49.000 --> 1:27:59.000]  What China has decided is they don't really need the 25 plus million people in Shanghai in order to maintain control as the Communist Party.
[1:27:59.000 --> 1:28:02.000]  In fact, it is in their interest to have millions of people die.
[1:28:02.000 --> 1:28:10.000]  Well, that's right. It was what three leaders back to one after Mao said we would benefit from a nuclear war with America that they actually want to get rid of their people.
[1:28:10.000 --> 1:28:17.000]  Well, right. And think about how quickly America will fall if we don't change course here because the United States does not even.
[1:28:17.000 --> 1:28:26.000]  I mean, let me put it this way. When the West put economic sanctions on Russia, the Russian people have for decades lived under some form of sanctions.
[1:28:26.000 --> 1:28:32.000]  They've learned how to adapt. They've learned how to trade. They've learned how to be more self-reliant and to get by with less stuff.
[1:28:32.000 --> 1:28:38.000]  The American culture is exactly the opposite. The American culture is psychically fragile.
[1:28:38.000 --> 1:28:42.000]  We've been getting by on materialistic abundance because of the petrodollar status.
[1:28:42.000 --> 1:28:53.000]  And when that materialism vanishes, which is in the process of happening, most Americans are going to panic about having to survive without an instant, you know, Amazon.
[1:28:53.000 --> 1:28:59.000]  I agree. Stay there. It's not if it's when how do we survive and stay with us?
[1:28:59.000 --> 1:29:08.000]  It was about 25 years ago that I wanted to expand in for worse. I've been on the air a couple of years, but I only had money to finance my own simple little local radio show.
[1:29:08.000 --> 1:29:12.000]  I wanted to hire camera people. I wanted to make films. I wanted to really challenge the globalist.
[1:29:12.000 --> 1:29:21.000]  And it was a t-shirt I designed. The first one, Mass Murderers Agreed, Gun Control Works, that helped us finance hiring the first few members of my crew.
[1:29:21.000 --> 1:29:30.000]  That's our oldest design that we're still selling. We have that design over 100 others that will now all be limited editions because whatever stock we've got in, that's it.
[1:29:30.000 --> 1:29:37.000]  We're selling everything out to find the operation to get rid of inventory. We'll still have some teachers in the future.
[1:29:37.000 --> 1:29:43.000]  There'll just be limited editions and short runs. So if you want to get any of these historic shirts, this is your last chance.
[1:29:43.000 --> 1:29:59.000]  I almost forgot. We're selling them all at cost at infowarstore.com. Every ball cap, every flag, every hoodie, every long sleeve, every t-shirt, regular shirts, designer shirts, they're all selling at cost infowarstore.com.
[1:29:59.000 --> 1:30:12.000]  Over the years, info wars has produced more than 200 amazing Patriot Americana, Second Amendment pro-liberty themed t-shirts, ball caps, flags, you name it.
[1:30:12.000 --> 1:30:18.000]  All of the apparel and the flags are being sold at cost right now. That's just regular plain change shirts.
[1:30:18.000 --> 1:30:33.000]  That is all sorts of designer shirts that cost us $15, $20, $25 to produce. We used to sell for $40. We're selling them for $15, selling them for $20. Whatever the shirt costs us, the shirt costs $5. We're selling it for $5 for us to actually produce.
[1:30:33.000 --> 1:30:41.000]  It costs $10. We're selling them for $10. And we've got hoodies and we've got long sleeves and we've got short sleeves. We've got them all and we've got to liquidate them all.
[1:30:41.000 --> 1:30:51.000]  And they're limited edition because we're never going to make any of these designs again. We are going to come out with some new designs that will be limited and limited edition in the future.
[1:30:51.000 --> 1:30:59.000]  We've got to sell this to keep m4s on the air plus it spreads the word infowarstore.com. Here historic apparel now infowarstore.com.
[1:30:59.000 --> 1:31:07.000]  Introducing the newest product from infowarslife.com. We are so proud of m4slife immune support.
[1:31:07.000 --> 1:31:14.000]  It is concentrated herbs that are known on record to supercharge our body's natural defenses.
[1:31:14.000 --> 1:31:19.000]  Ladies and gentlemen, this is something that is essential and everyone should get.
[1:31:19.000 --> 1:31:25.000]  And on top of it, it funds the infowar so that's a 360 win. Let me tell you what is in this amazing product.
[1:31:25.000 --> 1:31:34.000]  Concentrated elderberry, concentrated echinacea, concentrated astragalus root, angelica root, loatium root and more.
[1:31:34.000 --> 1:31:44.000]  This product is incredible. InfoWars immune support exclusively available at infowarsstore.com is funding the tip of the spear, the infowars operation.
[1:31:44.000 --> 1:31:52.000]  It is a 360 win. The only way you fail is by not taking action and getting this product to boost your body's natural defenses and keep infowars on the air.
[1:31:52.000 --> 1:31:59.000]  The globalists are hoping you don't take action. Take action now infowarsstore.com.
[1:31:59.000 --> 1:32:11.000]  Whether they were present that day or were otherwise criminally responsible for the assault on our democracy, we will follow the facts wherever they lead.
[1:32:11.000 --> 1:32:13.000]  Domestic terrorists.
[1:32:13.000 --> 1:32:22.000]  The days of independent media are numbered. The government has made it illegal to oppose them. They are now deep banking us behind the scenes.
[1:32:22.000 --> 1:32:31.000]  They want to bankrupt us and make us go away quietly with practically half the population wanting to lock the unvaccinated up in camps.
[1:32:31.000 --> 1:32:41.000]  The traders know they can shut us down by force. But that would accelerate the awakening exponentially. So be it. Make them silence us by force.
[1:32:41.000 --> 1:32:50.000]  This is the final battle of the information war. Give now. Buy products. Donate. Before everything changes.
[1:32:50.000 --> 1:32:58.000]  We need you to carry us through to the end. Victory or death. Go now to infowarsstore.com.
[1:33:20.000 --> 1:33:25.000]  I'm just an average man with an average life.
[1:33:50.000 --> 1:34:16.000]  So this is just mathematics. If you cut off the fertilizer, if you cut off the oil and the natural gas, if you lock people down around the world, it's going to cause a collapse.
[1:34:16.000 --> 1:34:22.000]  And so there's no doubt we're in a collapse. There's no doubt we're in inflation and hyperinflation.
[1:34:22.000 --> 1:34:28.000]  The question is how bad will it get in different sectors of the world and what's coming here and how do we get ready?
[1:34:28.000 --> 1:34:39.000]  So we're not here scaring people, as Mike was saying. We're here warning you about the facts like, hey, the next gas station is 50 miles away, you got 20 miles of gas.
