[00:00:00.611 --> 00:00:00.871]  SIREN
[01:21:25.391 --> 01:21:45.514]  I think there needs to be a real patriot infrastructure side of what Trump's trying to do to bring small business together, and they can find each other in a very easy way, kind of like, you know, if I'm looking for the greatest supplements, I can go to Infowarsstore.com and find the supplements I need, but if I'm looking for somebody to maybe
[01:21:46.525 --> 01:21:47.867]  Manufacture something.
[01:21:47.867 --> 01:21:50.591]  Send me personal meat, as in pigs or cows.
[01:21:50.591 --> 01:21:52.073]  There's nothing like that.
[01:21:52.073 --> 01:21:56.219]  And to set that infrastructure up, we need a big platform.
[01:21:56.219 --> 01:22:02.909]  And it can be done very simply, but, you know, there needs to be a platform to move that out.
[01:22:06.172 --> 01:22:11.015]  Well, we do need to have more small companies, more infrastructure, and globalism has been designed to shut that down.
[01:22:11.015 --> 01:22:16.199]  Big tech works around the clock to buy up small companies, but also suppress them and censor them.
[01:22:16.199 --> 01:22:17.300]  That's a really good point, Joe.
[01:22:17.300 --> 01:22:18.721]  I appreciate your call.
[01:22:18.721 --> 01:22:20.322]  Carlos in Canada, you're on the air.
[01:22:20.322 --> 01:22:22.563]  Thanks for calling.
[01:22:22.563 --> 01:22:24.304]  Thank you, Alex.
[01:22:24.304 --> 01:22:25.525]  Basically, two points.
[01:22:25.525 --> 01:22:28.927]  One I'd like to make at the end with regard to President Trump.
[01:22:28.927 --> 01:22:29.588]  Very brief.
[01:22:29.588 --> 01:22:35.412]  The first is, when I heard about the coronavirus, the first thing I realized is that it was a virus
[01:22:35.982 --> 01:22:39.345]  And we should not be afraid of viruses in general.
[01:22:39.345 --> 01:22:40.205]  They're always with us.
[01:22:40.205 --> 01:22:43.768]  They're part of our microbiome, if you want to call that a biome.
[01:22:43.768 --> 01:22:47.190]  And it's part of our very existence.
[01:22:47.190 --> 01:22:48.952]  We couldn't exist without viruses.
[01:22:48.952 --> 01:22:58.539]  Now, having said that, the novel coronavirus, COV-19, when imaged, it features with SARS and MERS.
[01:22:58.539 --> 01:23:04.824]  So, yes, I do agree that this is conceivably an artificially made, possibly unlikely made virus.
[01:23:05.765 --> 01:23:08.006]  But it is still a coronavirus.
[01:23:08.006 --> 01:23:16.648]  And I would like to concentrate, if possible, Alex, on how, as a human being, we can deal with coronavirus.
[01:23:16.648 --> 01:23:29.132]  The first thing we should know is that the temperature of the nasal passages are lower when you're elderly, when you're weakened by a lack of vitamin D, when you are in a position of just being chilled.
[01:23:29.790 --> 01:23:38.677]  So, elderly people and people taking care of those who they love, elderly and weak, should have their feet very, very warm at all times.
[01:23:38.677 --> 01:23:46.383]  Get wool, get cotton socks, wear at night and take a daily shower and gargle once a day.
[01:23:46.383 --> 01:23:50.106]  That will give you a few hours of potential protection against
[01:23:50.876 --> 01:23:53.978]  The contact with the coronavirus.
[01:23:53.978 --> 01:23:56.319]  The coronavirus is extremely tiny.
[01:23:56.319 --> 01:24:00.021]  It's carried by smoke particles.
[01:24:00.021 --> 01:24:08.985]  So you have to understand that when, if this thing is artificially created, they needed a place to release it where the population was very dense.
[01:24:08.985 --> 01:24:12.147]  China is a very good place to do it.
[01:24:12.147 --> 01:24:18.390]  Gaza in Israel is another very good place to test these sort of viral transmissions.
[01:24:18.883 --> 01:24:41.119]  And so I would suggest that if you have elderly people and you want to protect them, remember that they have to be given a means of boosting their immune system and also to be kept clean and to be warm especially in the lower areas because the hypothalamus is right behind the nose about an inch above the roof of your mouth and that controls your body temperature.
[01:24:43.576 --> 01:24:50.148]  The runny nose reaction and fevers are the body's reaction to a virus that is trying to spread.
[01:24:50.148 --> 01:24:53.635]  It usually begins from the nasal passages onwards.
[01:24:53.635 --> 01:24:54.737]  So that's what I have to say, Alex.
[01:24:56.167 --> 01:24:57.148]  And it's also good.
[01:24:57.148 --> 01:25:06.754]  I know companies are coming out with iodine that is put into the nasal passage, mixed and diluted, and also things like nanosilver.
[01:25:06.754 --> 01:25:10.196]  And obviously, I'm not going to be a medical doctor and give advice.
[01:25:10.196 --> 01:25:11.297]  I know that's some of your background.
[01:25:11.297 --> 01:25:12.198]  You're a smart guy, Carlos.
[01:25:12.198 --> 01:25:13.599]  You're a longtime caller.
[01:25:13.599 --> 01:25:15.840]  But let me ask you this question.
[01:25:15.840 --> 01:25:16.661]  What do you think
[01:25:17.581 --> 01:25:31.111]  The real thrust of this is clearly all the leftist groups, Hollywood, Big Tech, Austin, Texas, Italy, now run by globalists, are all hyping it like it's the end of the world and saying it's Trump's fault.
[01:25:31.111 --> 01:25:33.192]  Is that just political hijacking?
[01:25:33.192 --> 01:25:36.835]  Or was this launched and planned to do this from the beginning?
[01:25:36.835 --> 01:25:39.377]  To tell you the truth, it's more sinister than that.
[01:25:39.377 --> 01:25:41.018]  You know I do analysis.
[01:25:41.018 --> 01:25:47.022]  And what we have is a group of people that have been around President Trump, they've been around other presidents as well.
[01:25:47.438 --> 01:25:48.798]  But these people want war.
[01:25:48.798 --> 01:25:50.439]  They want World War III.
[01:25:50.439 --> 01:25:58.981]  And they are, in fact, this coronavirus is a very good preparation for people to get used to body bags, to seeing, you know, coffins everywhere.
[01:25:58.981 --> 01:25:59.541]  Exactly.
[01:25:59.541 --> 01:26:03.301]  It puts us into a war footing, a crisis mode at a war.
[01:26:03.301 --> 01:26:08.423]  What I think it is, is that some people wanted World War III to have already started.
[01:26:08.423 --> 01:26:13.444]  To have the blockage of the oil transit through the
[01:26:15.387 --> 01:26:21.189]  I was about to say, why is it hitting Iran so hard, even harder than South Koreans or Chinese, where it showed up at?
[01:26:21.189 --> 01:26:26.211]  Who knows what's being released in the name of coronavirus?
[01:26:38.487 --> 01:26:50.699]  It's very sad, Alex, because if you look at history, if you transpose the countries that were involved in World War II and you just move it over, it's almost the attitude is the same.
[01:26:50.699 --> 01:26:53.842]  If you look at the same players, look at it.
[01:26:53.842 --> 01:26:56.525]  Germany now is Russia, the enemy.
[01:26:58.059 --> 01:27:00.841]  Russia is now China on the other side, you know?
[01:27:00.841 --> 01:27:06.185]  And Iran would be like Italy or some, you know, other country that was involved in World War II.
[01:27:06.185 --> 01:27:19.994]  And basically these people, I believe you can name names if you want, but these people essentially want to provoke world war, and they want to provoke it for the intentions that they know best, and that is control of the world population.
[01:27:22.762 --> 01:27:24.503]  Because the globalists believe they have a right to rule.
[01:27:24.503 --> 01:27:25.203]  Thank you, Carlos.
[01:27:25.203 --> 01:27:25.883]  Great call.
[01:27:25.883 --> 01:27:27.624]  All right, let's jam in one more before we go to break.
[01:27:27.624 --> 01:27:29.225]  Let's go to Austin, Louisiana.
[01:27:29.225 --> 01:27:30.085]  Austin, Louisiana.
[01:27:30.085 --> 01:27:31.946]  Go ahead.
[01:27:31.946 --> 01:27:33.907]  Alex, I've been listening to you since 2008.
[01:27:33.907 --> 01:27:34.587]  Freshman in college.
[01:27:34.587 --> 01:27:35.967]  It's a pleasure to speak with you, sir.
[01:27:35.967 --> 01:27:36.508]  Thank you, sir.
[01:27:36.508 --> 01:27:43.790]  So, you know, we've been talking about the various agendas about the things that the new order that was formed with the coronavirus.
[01:27:43.790 --> 01:27:51.273]  Like, the other day when you were talking about Trump and looking, potentially, I guess, the angle of him being poison.
[01:27:52.898 --> 01:28:01.142]  You know, I think about the only possible way that the New World Order, that the elites can take out Trump, can assassinate him without him being a martyr.
[01:28:01.142 --> 01:28:02.622]  And it's this.
[01:28:02.622 --> 01:28:03.843]  It's the coronavirus.
[01:28:03.843 --> 01:28:06.744]  You know, it's... Oh yeah, say, oh it hit CPAC.
[01:28:06.744 --> 01:28:07.765]  Oh, it hit Trump.
[01:28:07.765 --> 01:28:08.525]  We're all dead!
[01:28:08.525 --> 01:28:09.545]  Ah!
[01:28:09.545 --> 01:28:10.106]  Bingo.
[01:28:10.106 --> 01:28:11.006]  Bingo, right there.
[01:28:11.006 --> 01:28:18.329]  And then he's, additionally, he's the figurehead to initiate every single protocol and vaccine and agenda that they need to roll through.
[01:28:18.329 --> 01:28:22.251]  You know, it's funny you say that, because I'm not trying to put Trump down, but he's looked really bad in the last two weeks.
[01:28:23.168 --> 01:28:23.649]  Exactly.
[01:28:23.649 --> 01:28:24.610]  He looks deflated.
[01:28:24.610 --> 01:28:26.093]  He looks sick.
[01:28:26.093 --> 01:28:27.855]  He looks haggard.
[01:28:27.855 --> 01:28:28.637]  You're exactly right.
[01:28:30.598 --> 01:28:35.602]  Yeah, and you know, another piece real quick, you know, I've spent a lot of time... Hold on!
[01:28:35.602 --> 01:28:36.363]  Austin, don't hang up.
[01:28:36.363 --> 01:28:37.124]  I'm going to finish up with you.
[01:28:37.124 --> 01:28:40.487]  The Mike Adams is popping in for just a segment and then right back to your calls.
[01:28:40.487 --> 01:28:42.248]  And I'm getting good at the calls, getting better.
[01:28:42.248 --> 01:28:43.890]  Bam, bam, bam, your calls.
[01:28:43.890 --> 01:28:53.438]  My word, Austin has the sale on the other side and everybody else at InfoWars.com forward slash show and NewsWars.com and Band.Video.
[01:28:53.438 --> 01:28:55.280]  Glorious sites in the fight for freedom.
[01:28:56.141 --> 01:29:01.204]  Fellow Patriots, my name is Todd Savage, founder of BlackRifleRealEstate.com.
[01:29:01.204 --> 01:29:06.567]  Like you, I was a prisoner of the Alt-Left Sanctuary State until one day I chose to leave my family to freedom.
[01:29:06.567 --> 01:29:14.611]  Today we live on a sustainable 20-acre homestead where we shoot, hunt, garden, and homeschool our children without the tyranny of the nanny state looking over us.
[01:29:14.611 --> 01:29:20.054]  If you're ready to flee the city to the freedom of Idaho or Montana, our Black Rifle Real Estate team is here to help.
[01:29:20.054 --> 01:29:22.056]  Go to BlackRifleRealEstate.com.
[01:29:22.056 --> 01:29:23.857]  That's BlackRifleRealEstate.com.
[01:29:25.512 --> 01:29:28.113]  Hunters, anglers, campers and survivalists.
[01:29:28.113 --> 01:29:29.193]  Get back to nature.
[01:29:29.193 --> 01:29:36.355]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[01:29:36.355 --> 01:29:39.976]  Slingbow products are compact and models start from just 1798.
[01:29:39.976 --> 01:29:43.197]  They're perfect for your bug out bag or storing in your vehicle.
[01:29:43.197 --> 01:29:47.279]  Give yourself and your loved ones the excitement and tradition of slingbow.
[01:29:47.279 --> 01:29:51.760]  A new frontier in archery and truly modern twist on this primitive survival tool.
[01:29:51.760 --> 01:29:54.401]  Feel the thrill only at slingbow.com.
[01:29:56.556 --> 01:29:57.576]  Everybody's calling me.
[01:29:57.576 --> 01:30:04.918]  I'm getting constant streams of text messages and phone calls and family visiting the house saying, is coronavirus really deadly?
[01:30:04.918 --> 01:30:06.358]  How bad is it really?
[01:30:06.358 --> 01:30:09.059]  So I would encourage listeners, yes, go get high quality, storable foods.
[01:30:09.059 --> 01:30:12.119]  We have the only company, the biggest in the nation, that actually still has food.
[01:30:12.119 --> 01:30:14.740]  It does take five to eight weeks to get it to you because they got to package it.
[01:30:14.740 --> 01:30:15.360]  They got the food.
[01:30:15.360 --> 01:30:19.741]  But I want to encourage listeners to do the most important thing, and that's drink purified water.
[01:30:19.741 --> 01:30:20.441]  That's pray.
[01:30:20.441 --> 01:30:21.201]  That's get focused.
[01:30:21.201 --> 01:30:23.181]  That's not be stressed out because you're prepared.
[01:30:23.181 --> 01:30:26.102]  And that's get DNA Force Plus, the PQQ and CoQ10, the clean
[01:30:26.442 --> 01:30:26.802]  I think so.
[01:30:56.982 --> 01:30:59.583]  Alex Jones here with two big announcements.
[01:30:59.583 --> 01:31:06.545]  Ultra 12 and Vitamin Mineral Fusion are both back in stock after being sold out for months.
[01:31:06.545 --> 01:31:17.448]  Vitamin Mineral Fusion is high quality vitamins, minerals, amino acids, and other key cofactors that are so good for you and your family, especially your children's bodies and your immune systems.
[01:31:17.448 --> 01:31:23.710]  Ultra 12 is the highest quality vitamin B12 taken sublingually under the tongue.
[01:31:23.710 --> 01:31:24.590]  It is back in stock.
[01:31:24.790 --> 01:31:25.411]  We're good to go.
[01:31:42.665 --> 01:31:49.410]  Vitamin B12 is the bedrock foundation of energy, stamina, libido, just everything.
[01:31:49.410 --> 01:31:50.631]  And they're both back in stock.
[01:31:50.631 --> 01:31:55.515]  40% off individually or 50% off when you get them together at InfoWareStore.com.
[01:31:57.065 --> 01:31:58.646]  Hanuman, if I'm pronouncing that right.
[01:31:58.646 --> 01:31:59.766]  What do you think's really going on?
[01:31:59.766 --> 01:32:00.506]  And thanks for calling.
[01:32:00.506 --> 01:32:02.567]  So yes, I was in Costco a couple weeks ago.
[01:32:02.567 --> 01:32:03.247]  I was getting ready.
[01:32:03.247 --> 01:32:07.028]  I went to buy a bunch of toilet paper and some things before crowds really hit.
[01:32:07.028 --> 01:32:11.650]  And I had my phone, I had my show going on, sticking on my pocket so I could hear it.
[01:32:11.650 --> 01:32:12.830]  I wasn't using headphones.
[01:32:12.830 --> 01:32:13.610]  And this lady stops.
[01:32:13.610 --> 01:32:15.231]  She says, who are you listening to?
[01:32:15.231 --> 01:32:16.151]  Who's that talking?
[01:32:16.151 --> 01:32:17.432]  I said, this is Alex Jones.
[01:32:17.432 --> 01:32:19.672]  And she just got, her eyes got wide open.
[01:32:19.672 --> 01:32:20.773]  And she says, really?
