[00:00.000 --> 00:01.000]  Nails.
[1:50:54.080 --> 1:50:57.760]  Frank in California, we just went to Frank in California.
[1:50:57.760 --> 1:50:59.160]  Let's go to Mike in New Jersey.
[1:50:59.160 --> 1:51:00.160]  Mike, you're on the air.
[1:51:00.160 --> 1:51:02.600]  How are you doing, Alex, and Bob and Jason?
[1:51:02.600 --> 1:51:06.760]  Well, the gentleman that just called us a second was more or less what I was thinking
[1:51:06.760 --> 1:51:11.600]  about, like more or less what war and everything is like you talked about killing 85% of the
[1:51:11.600 --> 1:51:13.120]  population.
[1:51:13.120 --> 1:51:16.920]  And sometimes what I'm thinking is more or less that Russian, United States, and all
[1:51:16.920 --> 1:51:21.280]  the elites, I feel that they more or less, they all work together in one way.
[1:51:21.280 --> 1:51:25.880]  So if you start a war, you're killing the population anyway, but if it does turn out
[1:51:25.880 --> 1:51:32.040]  to be a big disaster and you have all these big people that are full-time billionaires
[1:51:32.040 --> 1:51:36.960]  that are leaving the United States, then you're looking for a disaster to come this way.
[1:51:36.960 --> 1:51:37.960]  Absolutely.
[1:51:37.960 --> 1:51:38.960]  Look.
[1:51:38.960 --> 1:51:42.640]  One of the things that run our country, Bill Clinton and NATO, attacked Serbia through
[1:51:42.640 --> 1:51:47.320]  their Muslim surrogates in Albania, a state up against Kosovo, south of it.
[1:51:47.320 --> 1:51:50.480]  It's the same deal here.
[1:51:50.480 --> 1:51:54.760]  And then once the Russians or the Serbs or anybody else defends themselves, it's, oh
[1:51:54.760 --> 1:51:58.440]  my God, oh, it's so horrible.
[1:51:58.440 --> 1:52:03.760]  Look at those evil Russians or those evil Serbs, or in the case of Iran, the U.S. funded
[1:52:03.760 --> 1:52:08.040]  Saddam and gave him the satellite intel and the advisers to attack Iran, and every American
[1:52:08.040 --> 1:52:11.320]  I talked to thinks Iran attacked Iraq, Bob.
[1:52:11.320 --> 1:52:12.320]  Yeah.
[1:52:12.320 --> 1:52:14.280]  Now that's understandable.
[1:52:14.280 --> 1:52:17.800]  It scares me how dumb down the population has gotten.
[1:52:17.800 --> 1:52:19.800]  Let's go to Randy in Chicago.
[1:52:19.800 --> 1:52:20.800]  You're on the air.
[1:52:20.800 --> 1:52:21.800]  Go ahead.
[1:52:21.800 --> 1:52:22.800]  Hey, Alex.
[1:52:22.800 --> 1:52:23.800]  How you doing, guys?
[1:52:23.800 --> 1:52:24.800]  Good.
[1:52:24.800 --> 1:52:28.000]  I wanted to add to what Jason's comment at the beginning of the show.
[1:52:28.000 --> 1:52:32.080]  If they're using gangs as the replace of the method, two of the gangs, you better pay
[1:52:32.080 --> 1:52:37.040]  attention to shattered unions and oil wars.
[1:52:37.040 --> 1:52:42.760]  Yeah, shattered unions where the U.N. sets off a nuke in D.C. to make the U.S. fall to
[1:52:42.760 --> 1:52:44.880]  then bring in I-4 international forces.
[1:52:44.880 --> 1:52:45.880]  Yeah.
[1:52:45.880 --> 1:52:47.920]  Go to YouTube and pull up Shattered Union.
[1:52:47.920 --> 1:52:49.640]  Let's go out of the show with Shattered Union.
[1:52:49.640 --> 1:52:51.280]  Go to YouTube, Shattered Union, get it ready.
[1:52:51.280 --> 1:52:52.280]  It's a two-minute clip.
[1:52:52.280 --> 1:52:53.280]  Go ahead.
[1:52:53.280 --> 1:52:56.680]  And Mckay is going to be the next president for Shattered Union.
[1:52:56.680 --> 1:53:00.200]  He would be the perfect, unpopular one to take out.
[1:53:00.200 --> 1:53:01.200]  God only knows.
[1:53:01.200 --> 1:53:02.200]  I know this.
[1:53:02.200 --> 1:53:06.520]  We're all got front-row seats to arm again, so let's sit back and, you know, enjoy it.
[1:53:06.520 --> 1:53:08.120]  Remember, the government loves you.
[1:53:08.120 --> 1:53:09.120]  Everything's fine.
[1:53:09.120 --> 1:53:10.120]  Okay.
[1:53:10.120 --> 1:53:14.640]  Let's go ahead and talk to Mike in Florida, except my line, phone system's down today,
[1:53:14.640 --> 1:53:15.640]  folks.
[1:53:15.640 --> 1:53:16.640]  So it's all over the map.
[1:53:16.640 --> 1:53:18.520]  Mike is on line seven.
[1:53:18.520 --> 1:53:19.520]  Okay.
[1:53:19.520 --> 1:53:20.520]  Not line six.
[1:53:20.520 --> 1:53:21.520]  Mike, you're on the air.
[1:53:21.520 --> 1:53:22.520]  Go ahead.
[1:53:22.520 --> 1:53:23.520]  Yes.
[1:53:23.520 --> 1:53:24.520]  Hello, Alex.
[1:53:24.520 --> 1:53:27.520]  Why do they keep calling it World War Four?
[1:53:27.520 --> 1:53:29.520]  Is that to sanitize it?
[1:53:29.520 --> 1:53:30.520]  Bob, explain it to them.
[1:53:30.520 --> 1:53:33.520]  I mean, I know they're doing it because of the Cold War.
[1:53:33.520 --> 1:53:34.520]  Yeah.
[1:53:34.520 --> 1:53:35.520]  They call it World War Three.
[1:53:35.520 --> 1:53:38.520]  World War Three, so the Neocons call it World War Four.
[1:53:38.520 --> 1:53:39.520]  Bob?
[1:53:39.520 --> 1:53:47.520]  You know, it all depends on what you count the Iraq-Afghanistan affair.
[1:53:47.520 --> 1:53:50.520]  Is that World War Three or isn't it?
[1:53:50.520 --> 1:53:53.520]  The Neocons call it World War Four.
[1:53:53.520 --> 1:53:56.520]  Zabignou calls it number three.
[1:53:56.520 --> 1:54:03.520]  I personally think he's going to play and try to stay on as president and postpone
[1:54:03.520 --> 1:54:05.520]  the election and use all this.
[1:54:05.520 --> 1:54:08.520]  Why would he have put Director 51 in play last year?
[1:54:08.520 --> 1:54:11.520]  Well, they can see pass that on to another president.
[1:54:11.520 --> 1:54:12.520]  Presidents are just puppets.
[1:54:12.520 --> 1:54:16.520]  They may pass one on to Barack Obama or anybody else, for those that don't know, that makes
[1:54:16.520 --> 1:54:17.520]  the president supreme dictator.
[1:54:17.520 --> 1:54:19.520]  Go read it for yourself.
[1:54:19.520 --> 1:54:21.520]  PDD51, Congress has asked to see it.
[1:54:21.520 --> 1:54:22.520]  They're told, shut your mouth.
[1:54:22.520 --> 1:54:24.520]  You're not allowed to see the full document.
[1:54:24.520 --> 1:54:25.520]  Appreciate that call.
[1:54:25.520 --> 1:54:26.520]  Do you guys find Shattered Union?
[1:54:26.520 --> 1:54:27.520]  Good.
[1:54:27.520 --> 1:54:28.520]  Okay, we're going to play that going out.
[1:54:28.520 --> 1:54:30.520]  The two-minute mark, just roll with it.
[1:54:30.520 --> 1:54:33.520]  Let's go ahead now and jam in another call here.
[1:54:33.520 --> 1:54:36.520]  Let's talk to Scott in Georgia.
[1:54:36.520 --> 1:54:39.520]  That's in the United States, ladies and gentlemen.
[1:54:39.520 --> 1:54:40.520]  Go ahead, Scott.
[1:54:40.520 --> 1:54:41.520]  You're on the air.
[1:54:41.520 --> 1:54:42.520]  Yeah.
[1:54:42.520 --> 1:54:44.520]  Thank you for taking my call.
[1:54:44.520 --> 1:54:45.520]  I was a friend of...
[1:54:45.520 --> 1:54:48.520]  How are you taking the Russian attack right now?
[1:54:48.520 --> 1:54:52.520]  I'm joking because the average American thinks the Russians attacked Georgia, but go ahead.
[1:54:52.520 --> 1:54:54.520]  No, I know that's probably true.
[1:54:54.520 --> 1:54:57.520]  I feel that they're gauging Russia.
[1:54:57.520 --> 1:55:04.520]  In Catholic prophecy, we know that Russia is going to attack Europe.
[1:55:04.520 --> 1:55:09.520]  And that there won't be anything that the United States can do about it.
[1:55:09.520 --> 1:55:11.520]  Well, how Lindsey and all those guys, and that's Protestant stuff,
[1:55:11.520 --> 1:55:13.520]  said that they're going to get into fight the Middle East.
[1:55:13.520 --> 1:55:16.520]  Now, I have to say it, at least in the future, shaping up like that.
[1:55:16.520 --> 1:55:17.520]  Appreciate your call.
[1:55:17.520 --> 1:55:19.520]  Final comments on that, Bob Chapman?
[1:55:19.520 --> 1:55:21.520]  Not really, any.
[1:55:21.520 --> 1:55:25.520]  Again, we don't know which way this whole thing's going to go.
[1:55:25.520 --> 1:55:29.520]  All we know is that the bad stuff's in place.
[1:55:29.520 --> 1:55:31.520]  And let's see what happens.
[1:55:31.520 --> 1:55:36.520]  I think the Russians are going to take over, and I think the U.S. is going to back off.
[1:55:36.520 --> 1:55:37.520]  All right.
[1:55:37.520 --> 1:55:38.520]  I hope that's the case.
[1:55:38.520 --> 1:55:42.520]  We're going to have an escalation here that could potentially move into a worldwide conflict.
[1:55:42.520 --> 1:55:44.520]  Bob Chapman, the internationalforecaster.com.
[1:55:44.520 --> 1:55:45.520]  Thanks for joining us.
[1:55:45.520 --> 1:55:46.520]  Thank you.
[1:55:46.520 --> 1:55:47.520]  Bye-bye.
[1:55:47.520 --> 1:55:52.520]  Folks, September 1st, fabled enemies is coming out, produced by me, directed and written by Bernmuss.
[1:55:52.520 --> 1:55:55.520]  Rob Jacobson and Aaron Dice are the great job editing.
[1:55:55.520 --> 1:55:57.520]  I want to thank our old team on that during the weekday show.
[1:55:57.520 --> 1:56:01.520]  I'll be covering us all at infoawards.com and back here next Sunday live, 4 to 6 p.m. Central.
[1:56:01.520 --> 1:56:08.520]  Yeah, here's another one of the video games where they throw in your face what are actually in federal plans and different think tank operations that we've seen.
[1:56:08.520 --> 1:56:09.520]  Here it is.
[1:56:09.520 --> 1:56:14.520]  We'll go out of the show with the video game ad for Shattered Union.
[1:56:14.520 --> 1:56:26.520]  Following a disputed election and a tie vote, the US Congress installs the most unpopular president in US history as David Jefferson Adams becomes the 44th president of the United States.
[1:56:26.520 --> 1:56:36.520]  Shortly after the election, increased unrest, rioting and a growing number of militias have given rise to ever-increasing domestic terrorism.
[1:56:36.520 --> 1:56:44.520]  In response, the president invokes the Homeland Security Act and declares martial law on the West Coast and other areas of the country.
[1:56:44.520 --> 1:56:53.520]  Though highly contested, a Supreme Court ruling sidesteps the electoral process disqualifying popular presidential candidates from several states.
[1:56:53.520 --> 1:57:02.520]  Public outrage explodes when a sham election leads to incumbent David Adams accepting a second term in office.
[1:57:02.520 --> 1:57:14.520]  During the 57th Inauguration Day ceremonies, Washington DC is struck by a low-yield nuclear weapon killing David Adams and most of the US Congress.
[1:57:14.520 --> 1:57:21.520]  The destruction of Washington DC effectively breaks the chain of succession, sending the nation into chaos.
[1:57:21.520 --> 1:57:30.520]  In an emergency vote, the European Union deploys peacekeepers in the greater DC area to secure international interests.
[1:57:30.520 --> 1:57:38.520]  With separatist sentiment rising, California's governor declares home rule and secedes from the Union.
[1:57:38.520 --> 1:57:47.520]  Texas follows quickly and declares sovereignty, taking neighboring states with them and forming the Republic of Texas.
[1:57:47.520 --> 1:57:55.520]  Now, the once-United States of America lie in ruin.
[1:57:55.520 --> 1:58:06.520]  The time for words has passed and the Second American Civil War now erupts as seven factions wage war across the land.
[1:58:06.520 --> 1:58:13.520]  We're out of here, ladies and gentlemen. God bless you. We'll see you at infowars.com. End of transmission.
[1:58:13.520 --> 1:58:19.520]  Build this shattered Union.
[1:58:19.520 --> 1:58:25.520]  Hi, this is Ted Anderson. Did you miss your favorite shows on GCN Today? Thanks to the continued support of our listeners, subscribers, and sponsors,
[1:58:25.520 --> 1:58:30.520]  we are proud to bring the GCN audience a new and exciting way to listen called On Demand.
[1:58:30.520 --> 1:58:36.520]  Available on GCNLive.com, On Demand plays each show continuously until the next time the show goes live.
[1:58:36.520 --> 1:58:42.520]  It's simple to use. Just go to GCNLive.com, click on the On Demand button, and find your favorite shows.
[1:58:42.520 --> 1:58:49.520]  Don't get discouraged. Get On Demand. Free. Thanks again to the listeners at GCNLive.com.
[1:59:18.520 --> 1:59:23.520]  Attention! This is an extremely urgent news update on the global food shortage.
[1:59:23.520 --> 1:59:30.520]  If you've ever wanted to produce your own dirt-cheap survival foods, this is going to be the most important message you will ever hear.
[1:59:30.520 --> 1:59:38.520]  This network has just learned of a new video course that reveals the secrets of how to safely prepare and store all kinds of survival foods
[1:59:38.520 --> 1:59:43.520]  in a bit of social unrest and food shortages here in the U.S. And here's the best part.
[1:59:43.520 --> 1:59:49.520]  This course teaches you how to store food for pennies on the dollar. Hunger is spreading across the globe.
[1:59:49.520 --> 1:59:55.520]  Food riots have already broken out in over 20 countries. Will troops guard food supplies in the U.S. this winter?
[1:59:55.520 --> 1:59:57.520]  Don't wait. Learn the-
[1:59:57.520 --> 2:00:09.520]  Pulling out of the breakaway province of South Ossetia.
