[00:00:07.907 --> 00:00:09.648]  Now listen up!
[01:23:08.055 --> 01:23:10.977]  Yeah, and the public advocate, I ran for public advocate.
[01:23:10.977 --> 01:23:14.739]  I called these people out and the public advocate on stage, Jumaane Williams, told me
[01:23:15.689 --> 01:23:20.310]  That he is implementing a licensing for landlord law.
[01:23:20.310 --> 01:23:21.450]  Okay?
[01:23:21.450 --> 01:23:24.971]  It's going to be... There's going to be no more private property.
[01:23:24.971 --> 01:23:27.632]  People gotta get ready for that right now.
[01:23:27.632 --> 01:23:35.473]  And the other thing is, we're all sitting in our houses, and you know, Cuomo, the tyrant over here, is all of a sudden Thomas Jefferson.
[01:23:35.473 --> 01:23:39.514]  He's not going to confine us to the city, but he's got the subway running.
[01:23:39.514 --> 01:23:42.275]  Why the hell else does everyone think the thing's spreading so fast?
[01:23:42.275 --> 01:23:43.315]  It's spreading on the subway!
[01:23:43.315 --> 01:23:44.155]  Shut down the subway!
[01:23:44.335 --> 01:23:52.439]  And by the way, a lot of people, Dan, say, hey, why does it say number four, confiscate property owned by immigrants and rebels?
[01:23:52.439 --> 01:23:57.141]  That means seizing the property of conservatives, Christians, nationalists, patriots, gun owners.
[01:23:57.141 --> 01:23:58.221]  That's the censorship.
[01:23:58.221 --> 01:23:59.142]  That's the deplatforming.
[01:23:59.142 --> 01:24:00.923]  That's taking your bank accounts.
[01:24:00.923 --> 01:24:02.664]  That's what they're doing to everybody.
[01:24:02.664 --> 01:24:05.625]  That's persecuting people that aren't part of your communist system.
[01:24:06.741 --> 01:24:16.067]  What about people that test positive for Corona and don't take mandatory antivirals or these vaccines that Bill and Melinda are going to be giving us?
[01:24:16.067 --> 01:24:20.269]  Well, notice how they don't want you to know about zinc.
[01:24:20.269 --> 01:24:21.870]  They don't want you to know about Z-Pak.
[01:24:21.870 --> 01:24:24.192]  It kills the bacteria that are carrying it.
[01:24:24.192 --> 01:24:26.633]  And yet, they're not telling you about hydroxychloroquine.
[01:24:26.633 --> 01:24:27.994]  That is the big crime.
[01:24:27.994 --> 01:24:28.955]  God bless you.
[01:24:28.955 --> 01:24:32.837]  And that's Cuomo last week said, I will arrest.
[01:24:32.837 --> 01:24:34.258]  One night after the doctor was on Anity.
[01:24:41.026 --> 01:24:48.052]  He says, I will take your license or arrest you if you do that anymore.
[01:24:48.052 --> 01:24:51.434]  Well, checkmate, you just got approved, so piss up a rope, Cuomo.
[01:24:51.434 --> 01:24:52.815]  He wants fear.
[01:24:52.815 --> 01:24:54.777]  He wants people to collapse.
[01:24:54.777 --> 01:24:57.058]  He wants to be your savior, your daddy.
[01:24:57.058 --> 01:24:59.540]  Justin in Ohio, thanks for holding.
[01:24:59.540 --> 01:25:03.563]  Say you're a lab scientist and virus and DNA modification.
[01:25:03.563 --> 01:25:04.404]  Give us your take, please, sir.
[01:25:05.885 --> 01:25:09.428]  Yeah, hi.
[01:25:09.428 --> 01:25:29.585]  I guess I'll start off by saying this, that since 2006 of being in the polycellular biology, biological sciences field, it never ceases to amaze me that most of the time, not even doctors, and of course not politicians, will tell anyone about boosting your own immunity.
[01:25:29.585 --> 01:25:34.009]  That's something that even really before this took hold a few months back,
[01:25:34.671 --> 01:25:48.986]  It was just something that, you know, a few friends that I've either worked with previously or currently work with, including sales reps who sell certain pharmaceuticals and diagnostic kits that we produce to hospitals.
[01:25:48.986 --> 01:25:56.834]  It's kind of a running joke as far as how, and you kind of alluded to this the other day, as far as if a patent had expired, you know, there wasn't
[01:25:57.836 --> 01:26:02.621]  A lot of money to make as far as if a drug already exists on the market.
[01:26:02.621 --> 01:26:11.109]  So that's been a known thing, a known factor we'll call it in my field for almost 15 years.
[01:26:11.109 --> 01:26:12.831]  Oh yeah, take Preglanone.
[01:26:12.831 --> 01:26:16.634]  It's been prescribed since the 20s for people with arthritis, you name it.
[01:26:16.634 --> 01:26:17.635]  But because it's so cheap,
[01:26:18.576 --> 01:26:20.680]  They don't even prescribe it anymore and it's over-the-counter.
[01:26:20.680 --> 01:26:22.863]  And it's in our Real Red Pill, Red Rail Pill Plus.
[01:26:22.863 --> 01:26:30.916]  I mean, again, that's how Big Pharma operates and they want to make money off the dangerous drugs they're developing and off the vaccine.
[01:26:33.074 --> 01:26:35.396]  Agree 100% and let me throw this out real quick.
[01:26:35.396 --> 01:26:37.457]  I'm kind of a new listener.
[01:26:37.457 --> 01:26:39.418]  I have a little over two years now.
[01:26:39.418 --> 01:26:44.862]  This is the first time that I've ever called into any type of radio show or... And Justin, we're honored to have you.
[01:26:44.862 --> 01:26:46.363]  Explain to us your view on the virus.
[01:26:46.363 --> 01:26:47.103]  Is it man-made?
[01:26:47.103 --> 01:26:48.364]  Is it DNA modification?
[01:26:48.364 --> 01:26:49.605]  We have a special guest joining us.
[01:26:49.605 --> 01:26:52.447]  Did GGP intentionally release COVID-19 next hour?
[01:26:52.447 --> 01:26:53.687]  Go ahead.
[01:26:53.687 --> 01:27:00.492]  And I would defer to somebody that has a higher education and more experience.
[01:27:01.947 --> 01:27:08.750]  34 years old, you know, I defer to those that have spent much more time as far as in the industry.
[01:27:08.750 --> 01:27:10.991]  I just saw it said virus DNA modification.
[01:27:10.991 --> 01:27:12.832]  What's your what?
[01:27:12.832 --> 01:27:30.421]  So what I was what I was kind of getting at was so I was a first-generation biotechnology student, Ohio University, you know, wonderful Athens, Ohio that you guys had that little incident with recently and I would say that
[01:27:32.172 --> 01:27:37.635]  From being the first group of biotech students, there was a secret.
[01:27:37.635 --> 01:27:51.981]  We still, to this day, a couple of us have researched, we still can't find any real leads as far as who knew or who knew what all was involved, but we had a small pig cloning factory right outside, or a laboratory I should call it, not a factory, but right outside of Athens, Ohio.
[01:27:51.981 --> 01:27:56.683]  We know that Ohio University and Hawking College had some
[01:27:57.443 --> 01:27:58.903]  Was any of it cross-species?
[01:28:27.934 --> 01:28:30.055]  Yeah, but not on, you know, people like to get carried away.
[01:28:30.055 --> 01:28:32.936]  They think, oh, if you say pig cloning, they think the entire animal.
[01:28:32.936 --> 01:28:34.496]  No, these are specific cells.
[01:28:34.496 --> 01:28:38.678]  These are either liver cells, kidney cells, brain tissue.
[01:28:38.678 --> 01:28:39.138]  Sure.
[01:28:39.138 --> 01:28:41.539]  OK, stay right there.
[01:28:41.539 --> 01:28:43.779]  We're going to talk about this, Justin, when we come back.
[01:28:43.779 --> 01:28:45.740]  Yeah, cloning's totally industrialized now.
[01:28:45.740 --> 01:28:46.240]  It's everywhere.
[01:28:46.240 --> 01:28:51.982]  I mean, again, 30 years ago, they had animal-human hybrids in their reports in China.
[01:28:51.982 --> 01:28:54.363]  Now, did they bring them to full birth?
[01:28:54.363 --> 01:28:54.763]  Who knows?
[01:28:54.763 --> 01:28:55.203]  We'll be right back.
[01:28:55.814 --> 01:29:01.924]  Get healthy, not high with 100% pure CBD, powerful natural pain relief from veterans vitality.
[01:29:01.924 --> 01:29:05.730]  GCN listeners, have you ever thought about how CBD may help you?
[01:29:05.730 --> 01:29:08.354]  I'm sure you've heard about the many benefits of CBD.
[01:29:08.354 --> 01:29:10.818]  Well, here's your opportunity to try before you buy.
[01:29:11.198 --> 01:29:14.319]  Created by veterans and for everyone who deserves better choices.
[01:29:14.319 --> 01:29:18.560]  Our CBD is derived from organic hemp grown in the USA and third party tested.
[01:29:18.560 --> 01:29:27.002]  Veterans Vitality CBD saves you as much as 25 to 50 percent over our competition and a portion of all sales is contributed to veteran nonprofits and events.
[01:29:27.002 --> 01:29:33.404]  Many of our customers have experienced improved quality of life, help with anxiety, PTSD and overall well-being.
[01:29:33.404 --> 01:29:35.144]  Our products do not contain THC.
[01:29:35.564 --> 01:29:39.045]  They are safe, non-addictive, effective and 100% legal.
[01:29:39.045 --> 01:29:46.667]  GCN listeners, get your free trial bottle of premium CBD by simply paying shipping and handling at GCNFreeCBD.com.
[01:29:46.667 --> 01:29:49.148]  That's GCNFreeCBD.com.
[01:29:49.148 --> 01:29:51.769]  Again, GCNFreeCBD.com.
[01:29:51.769 --> 01:29:56.791]  Offered by Veterans Vitality Premium CBD.
[01:29:56.791 --> 01:29:57.851]  There is a paradox.
[01:29:59.076 --> 01:30:02.717]  Yes, this virus is deadly and does kill people.
[01:30:02.717 --> 01:30:09.700]  And so do many other countless viruses that have already existed, that do exist, and will exist.
[01:30:09.700 --> 01:30:20.723]  But when Trump says the cure is worse than disease, he's talking about the media hype creating hysteria and trying to create uncertainty.
[01:30:20.723 --> 01:30:22.764]  And it is that that I oppose.
[01:30:23.564 --> 01:30:42.087]  It is not the American way to cower and live in fear and to follow the edicts and precedents set by Communist China and hyper-authoritarian Singapore, where you're now being given six months in jail if you don't stand at least six feet away from someone.
[01:30:42.908 --> 01:30:53.561]  This is being used by social engineers and they admit that they are trying to transform our world forever into something unrecognizable from what it's been.
[01:30:53.561 --> 01:30:56.164]  We are not slaves and we must not act like it.
[01:30:57.546 --> 01:31:01.607]  My mind for more than eight weeks has been fixed.
[01:31:01.607 --> 01:31:07.589]  Constantly scanning, constantly computing to understand the strategic attack we're witnessing.
[01:31:07.589 --> 01:31:15.391]  We know by the scripting and the choreography and the fact that the virus has been scanned that it's man-made and an attack on our economy.
[01:31:16.071 --> 01:31:21.893]  The globalist media is firmly behind this, devastating the United States and driving Trump from power.
[01:31:21.893 --> 01:31:34.718]  But now we know from scores of studies from China, the UK, the United States, Europe, Brazil, Japan, that the virus reinfects and attacks different parts of the body.
[01:31:34.718 --> 01:31:43.101]  That, ladies and gentlemen, is an engineered bioweapon, just as the Indian scientist eight weeks ago conclusively proved at their major university.
[01:31:43.101 --> 01:31:44.542]  They have a name for it at the Pentagon.
[01:31:45.740 --> 01:31:48.302]  It's called a soft kill weapon.
[01:31:48.302 --> 01:31:53.326]  It doesn't kill you usually the first time, but the next time, the third time or the fourth, it does.
[01:31:53.326 --> 01:31:55.408]  And it weighs down your economy in the process.
[01:31:56.607 --> 01:32:01.570]  When it comes to regaining energy during the day, convenience is key.
[01:32:01.570 --> 01:32:09.475]  Sure, coffee, candy, and other highly sugar-filled drinks can give you a short boost, but the crash always follows.
[01:32:09.475 --> 01:32:15.799]  That's why we created a mixable energy formula to take on the go when you need a little help.
[01:32:15.799 --> 01:32:16.620]  TurboForce.
[01:32:17.060 --> 01:32:33.734]  Similar to other mix-in energy packets, TurboForce from InfoWars Life utilizes vitamins, amino acids, and extracts used for hundreds of years across the world to provide focus, clarity, and a boost of energy when you need it.
[01:32:33.734 --> 01:32:40.300]  TurboForce is certainly a force to be reckoned with for portable, affordable, and tasty energy.
[01:32:40.840 --> 01:32:48.305]  And speaking of affordable, you can even try TurboForce for a limited time at an incredible 40% off!
[01:32:48.305 --> 01:32:59.731]  Don't wait till it's out of stock again and get TurboForce right now only at InfowarsStore.com!
[01:32:59.731 --> 01:33:02.373]  You're listening to the Alex Jones Show!
[01:33:18.653 --> 01:33:37.783]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
