[00:00.000 --> 00:21.000]  If you are receiving this transmission, you are the resistance.
[1:15:32.000 --> 1:15:33.000]  I'm going to write your calls.
[1:15:33.000 --> 1:15:37.000]  But remember, we're not up here saying we know exactly what's going on.
[1:15:37.000 --> 1:15:43.200]  And there's a lot of crazy stuff going on and we saw a lot of pre-programming for this in the media before it happened
[1:15:43.200 --> 1:15:47.160]  People ask how I predicted 9-11. They were pre-programming it right before it happened
[1:15:47.160 --> 1:15:52.560]  I mean, it's like when a new Chevy car new Camaro's coming out. You see the promos. I mean
[1:15:55.760 --> 1:16:03.080]  Heart disease is on the rise clogged arteries high blood pressure and high cholesterol levels may not be fully detected by you
[1:16:03.080 --> 1:16:11.120]  But the symptoms are there loss of energy blood sugar spikes and drops poor circulation and irregular heartbeat are just a few of these that
[1:16:11.120 --> 1:16:13.440]  Can alert you that something is wrong here
[1:16:13.440 --> 1:16:20.720]  How heart and body extract is making a difference in thousands of people's lives across America my blood pressure has normalized
[1:16:20.720 --> 1:16:26.840]  My diabetes has totally improved. Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier
[1:16:26.840 --> 1:16:32.360]  I feel I recommend heart body extract to everyone anybody over 40 in the North American continent
[1:16:32.360 --> 1:16:39.800]  Should be using this product as a preventative to keep their cardio vascular system healthy order your two months supply today by calling
[1:16:40.200 --> 1:16:46.240]  866-295-5305 that's 866-295-5305 or order online
[1:16:46.680 --> 1:16:54.520]  HB extract comm heart and body extract 866-295-5305 or HB extract comm
[1:16:55.240 --> 1:17:00.880]  Finally, there's a way for you to get into the blockchain the hottest financial sector without all the speculation
[1:17:00.880 --> 1:17:08.560]  No, enjoy a 27% annualized payment each month without the ups and downs of Bitcoin seen on programs broadcast on Fox business news
[1:17:08.680 --> 1:17:13.560]  Blockchain data centers offer an equipment leasing program in the explosive digital asset marketplace
[1:17:13.840 --> 1:17:19.520]  Inspired by entrepreneurs who sold picks and shovels during the gold rush the money is in the mining equipment used to manufacture
[1:17:19.920 --> 1:17:23.560]  Dozens of critical digital assets not a security IPO or note
[1:17:23.560 --> 1:17:32.320]  Blockchain data centers have a proven turnkey equipment sale leaseback program with a 27% annualized lease payment deposited into your bank account
[1:17:32.320 --> 1:17:38.280]  Each month don't miss this one stake your claim today call 800-600-3388. That's
[1:17:39.280 --> 1:17:43.720]  800-600-3388 these valuable lease contracts won't last long call now
[1:17:44.600 --> 1:17:46.600]  800-600-3388
[1:17:46.600 --> 1:17:48.600]  800-600-3388
[1:17:48.600 --> 1:17:53.400]  Equipment offer poses a financial risk to owners consult with financial professionals before purchasing not an offer to buy or sell the security with
[1:17:53.400 --> 1:17:55.400]  Requires an offering document
[1:17:56.280 --> 1:18:04.040]  We now know that more than 60 million people are on total lockdown in China and the food supplies and medical supplies are running out
[1:18:04.040 --> 1:18:11.760]  We know the virus has already spread to more than a dozen countries and many Chinese who escaped Wuhan are now confirmed to be arriving on
[1:18:11.760 --> 1:18:17.200]  The United States West Coast. We've now confirmed from major food suppliers across the United States
[1:18:17.200 --> 1:18:24.720]  That they've already run out of supplies affordable foods because of institutional and governmental buyers. That's right the rich the powerful the elite
[1:18:24.720 --> 1:18:32.920]  Big corporations are now buying up food stores at alarming rates in full wars private labels from my patriot supply and ships right out of the
[1:18:32.920 --> 1:18:37.280]  Very same factory they called and let us know that they have bought food forward
[1:18:37.280 --> 1:18:41.440]  But that's gonna run out probably in a few weeks and that people need to order now
[1:18:41.440 --> 1:18:47.560]  They want to be able to get it within seven to ten days, but you people wait it may end up being longer
[1:18:47.560 --> 1:18:50.240]  But if you get your order in now and in four store
[1:18:51.000 --> 1:18:55.240]  Come you will be secured to get the food within seven to ten days
[1:18:56.160 --> 1:19:00.200]  Well, it's here the year 2020 world governments out in the open
[1:19:00.200 --> 1:19:06.360]  We've got the predicted mass pandemics and they're calling for global government as the answer and we've got massive huge
[1:19:06.360 --> 1:19:12.080]  Censorship taking place. It's coordinated by big tech and banks against people that promote
[1:19:12.440 --> 1:19:18.600]  America and guns and freedom and Jesus and the family and the protection of the unborn Wow
[1:19:18.960 --> 1:19:21.720]  Yes, now we know we're right the new world orders real
[1:19:22.240 --> 1:19:25.560]  Satanism's real the pedophile a leader real, but we're real as well
[1:19:25.560 --> 1:19:30.920]  And we love God and we're standing up and saying no, but I just want to make the point here one month into 2020
[1:19:30.920 --> 1:19:37.160]  We have never been in Kansas. We have never been in some smallville place that didn't matter everything
[1:19:37.160 --> 1:19:42.960]  We do every decision we make governs the future of our species and everything we've gone through and everything
[1:19:42.960 --> 1:19:44.880]  We're gonna go through so it's an incredible time to be alive
[1:19:44.880 --> 1:19:47.680]  I'm gonna thank you all for being aware and being involved
[1:19:47.680 --> 1:19:53.760]  But just remember your action now via prayer word of mouth and financial support of m4 short calm is
[1:19:54.480 --> 1:19:56.480]  critical, so please take action
[1:19:56.480 --> 1:20:02.280]  You're listening to the Alex Jones show
[1:20:27.120 --> 1:20:29.600]  Cybertron, there was the queue
[1:20:39.480 --> 1:20:43.040]  I'm excited we're now live in 2020
[1:20:43.040 --> 1:20:55.600]  And the grid the global is built to control us
[1:20:56.720 --> 1:21:02.520]  Zimmy nothing more than a projection system to empower humanity in the end
[1:21:02.520 --> 1:21:31.480]  We're going to go back to your phone calls because they're gonna throw curveballs at us and they're testing our response to this
[1:21:32.680 --> 1:21:35.480]  It's obviously synthetic. It's obviously a bio weapon
[1:21:36.440 --> 1:21:40.520]  What curveballs are going to throw this is an attack on the world economy that that's the prime
[1:21:42.040 --> 1:21:46.600]  Result we get out of this is is that of my people we're taking your calls right now
[1:21:47.160 --> 1:21:49.160]  Jin in Utah gave us the number
[1:21:50.600 --> 1:21:54.440]  For a friend quarantine in china and all circuits are busy
[1:21:55.480 --> 1:22:00.680]  And china reportedly is basically incrementally cutting the internet off because they don't want video
[1:22:00.680 --> 1:22:07.320]  And streams of what's happening getting out and suddenly Facebook is blocking Alex Jones and Jordan Peterson's
[1:22:08.200 --> 1:22:11.760]  Names text messages, and it's going to expand from there
[1:22:11.760 --> 1:22:17.800]  The AI is in place and there's videos of the panicked buying at the grocery stores as
[1:22:18.440 --> 1:22:21.800]  The society breaks down. Let's let's fade up some of the audio of this
[1:22:22.840 --> 1:22:24.840]  Because the Chinese
[1:22:24.840 --> 1:22:28.440]  Uh are pretty famous
[1:22:31.320 --> 1:22:36.440]  Not as much as japanese but at not misbehaving during prices
[1:22:39.000 --> 1:22:43.420]  So now you've got women fighting over vegetables in china
[1:22:43.420 --> 1:22:57.180]  Those are pretty orderly people you can look down on them for that, but they're hard-working and tough
[1:22:58.060 --> 1:23:02.780]  That's why it's sad the global's having this robot slaves as they're dangerous as hell under their global's control
[1:23:03.020 --> 1:23:07.500]  They're building a freaking high-tech army against us robot army. You name it
[1:23:08.460 --> 1:23:10.460]  Those people are good
[1:23:10.460 --> 1:23:15.820]  If you take the average spoiled rotten american, there's a lot of bad-ass americans a lot of incredible americans black white
[1:23:16.060 --> 1:23:19.100]  Hispanic old young you name it. I mean we've got it, but let me tell you
[1:23:20.060 --> 1:23:25.500]  I didn't know you could stack crap so high when I go to universities and places. I mean, I mean they look like servile
[1:23:26.060 --> 1:23:28.060]  soul-sucked creatures
[1:23:29.340 --> 1:23:32.460]  All right, I said I'd take your calls and I'm ranting I'm ranting right now. I'm sorry
[1:23:33.100 --> 1:23:34.300]  um
[1:23:34.300 --> 1:23:36.060]  Jen in utah
[1:23:36.060 --> 1:23:38.700]  Tell us what's happening. I wasn't just attacking americans
[1:23:38.700 --> 1:23:42.620]  I'm just saying if we have a big real crisis here you think the chinese are misbehaving
[1:23:44.780 --> 1:23:47.260]  One week of the ebt card stuff not getting delivered
[1:23:47.260 --> 1:23:53.740]  Are there to be no food with those ebt cards and the liquor and the cigarettes aren't there every city will burn
[1:23:55.020 --> 1:23:57.020]  Because the left has pre-programmed
[1:23:57.420 --> 1:24:02.380]  People to do that and they're the blame and the fact that we've let them behave like this is dangerous
[1:24:03.180 --> 1:24:05.180]  So we've sowed the wind
[1:24:05.180 --> 1:24:11.100]  And we're going to reap the whirlwind. I mean, I think the ride is on the wall for 2020 all of our foreboding all the dread
[1:24:12.220 --> 1:24:14.220]  I think you're going to start seeing why that's the case
[1:24:14.860 --> 1:24:16.220]  I'm sorry us
[1:24:16.220 --> 1:24:21.180]  Uh, jen and utah your friends in quarantine in china. We were trying to call her. Thanks for giving us her number
[1:24:21.660 --> 1:24:23.660]  It's all circuits are busy
[1:24:25.420 --> 1:24:29.660]  Yeah, alex are you there? I am thanks for calling from utah. Tell us what you know
[1:24:30.780 --> 1:24:31.580]  um
[1:24:31.580 --> 1:24:37.340]  I have a friend Travis who uh, he's been living over in that region for several years. Um
[1:24:39.580 --> 1:24:41.420]  He uh
[1:24:41.420 --> 1:24:47.820]  Traveled from thailand and flew into wuhan china the next day the travel ban was put into place
[1:24:48.540 --> 1:24:51.500]  He immediately um from his uh
[1:24:52.460 --> 1:24:54.460]  Messaging text to me
[1:24:54.460 --> 1:25:01.340]  He immediately went to the embassy. They told him that they had no plans or ideas to evacuate anybody
[1:25:01.980 --> 1:25:03.980]  including themselves
[1:25:04.780 --> 1:25:09.580]  And then his next message read I can't get through to the beijing and
[1:25:10.380 --> 1:25:14.700]  Embassy wuhan's embassy is acting stupid like they don't know
[1:25:15.580 --> 1:25:17.580]  And then the next thing he says is
[1:25:18.140 --> 1:25:21.340]  I'm okay so far the embassy tells me nothing
[1:25:21.340 --> 1:25:26.300]  The next one is the embassy workers left. They left us here
[1:25:27.020 --> 1:25:30.460]  Pathetic, I thought they were supposed to be the last ones to go
[1:25:32.300 --> 1:25:38.380]  Um, let's see people aren't honorable and our government at least at that level is just filled with scum
[1:25:38.860 --> 1:25:41.980]  Well, that's terrible. So the embassy's evacuated leaving us citizens
[1:25:43.100 --> 1:25:50.540]  Absolutely, and then uh, he just wrote me like while I was on hold with you and you guys were trying to get a hold of him
[1:25:50.540 --> 1:25:55.980]  He said my hotel friend Tony just notified me his boss died of it tonight
[1:25:56.700 --> 1:26:02.140]  One of the other bosses reopened the hotel that has been closed because of the virus
[1:26:02.300 --> 1:26:05.820]  They are to house and beat 300 doctors and nurses there
[1:26:06.860 --> 1:26:08.860]  um
[1:26:09.660 --> 1:26:12.700]  Wow because there's some people online saying people dropping
[1:26:13.180 --> 1:26:19.340]  Down and bashing their brains out is fake. You can watch those videos. It's not it's it's not no actor can just drop
[1:26:19.340 --> 1:26:23.980]  And then hit their head on the pavement. No, that's real anybody's seen that happen knows when it's real
[1:26:24.460 --> 1:26:27.340]  And and the fact that he's saying he's there in the hotel says
