[00:00:05.495 --> 00:00:06.215]  We're live.
[01:25:16.295 --> 01:25:17.436]  You come to the door and you knock.
[01:25:17.436 --> 01:25:18.196]  We have to let you in.
[01:25:18.196 --> 01:25:24.858]  And I'm asking you to give me strength and to lift me up against this enemy.
[01:25:24.858 --> 01:25:34.082]  And I'm asking you to take my fears away and instead, simply give me your Holy Spirit.
[01:25:34.082 --> 01:25:37.903]  And in that action, you have the spiritual antidote
[01:25:48.936 --> 01:26:06.383]  Then this satanic parasitic force that knows the human potential made in the image of the Creator with unlimited seed of the universe power like Mahatma Gandhi said, but they can come in as these dark twisted entities in our embryonic phase and try to convince us.
[01:26:06.383 --> 01:26:15.487]  They can't even reprogram us, but they can try to convince us to give over our free will to them whispering in our ear to then build things for them.
[01:26:16.997 --> 01:26:24.540]  And you wonder why the things they built are so ugly and don't work and are crazy and smell and are just ridiculously bad.
[01:26:24.540 --> 01:26:29.862]  It's because these are bad creatures.
[01:26:29.862 --> 01:26:44.208]  That's why they're telling us we're not essential, we're ugly, we're bad for the Earth, we suck, we need to be gotten rid of, is because everywhere these entities go in creation, in the universe, they are thrown out on their asses.
[01:26:46.894 --> 01:27:01.641]  And so these are bullies that can't take on God, can't even comprehend God, and so they have to troll around in the universe looking for an egg.
[01:27:01.641 --> 01:27:12.886]  And they come over to the egg, and the egg's armored, it's protected by God, and they can see its power, and they're tapping on it, they're hitting it, and they go, wait a minute, the egg can hear me though.
[01:27:12.886 --> 01:27:14.247]  If I can convince it,
[01:27:15.305 --> 01:27:23.427]  To hate itself and decide it wants to die, and to open itself up to me, the egg could open up an area for it to get into.
[01:27:23.427 --> 01:27:24.208]  And that's what it is.
[01:27:24.208 --> 01:27:24.808]  We're an egg.
[01:27:24.808 --> 01:27:25.468]  The planet's an egg.
[01:27:25.468 --> 01:27:27.208]  The whole thing's an egg.
[01:27:27.208 --> 01:27:32.590]  And it's all these little demons and twisting... And trying to get in to tell us what to do.
[01:27:37.389 --> 01:27:39.831]  All I gotta just say is I love God, I love justice, I love life.
[01:27:39.831 --> 01:27:41.053]  Thank you so much for life.
[01:27:41.053 --> 01:27:55.747]  Thank you so much for women and men and families and all the earth you gave us and just thank you for all this wholesome and we rejoice in that and we thank you God and we want to be close to you right now and we just on our knees humbly say cleanse us and come in and take over right now.
[01:27:55.747 --> 01:27:56.928]  Please Jesus.
[01:27:56.928 --> 01:28:01.813]  Please God thank you for sending your son Jesus as the intercessor to prove that he could do it on this planet.
[01:28:02.273 --> 01:28:06.517]  We can do it too, because you metaphysically can't do something that you're not willing to do.
[01:28:06.517 --> 01:28:09.079]  You don't just talk the talk, you'll walk the walk.
[01:28:09.079 --> 01:28:15.225]  And you concentrated yourself down into a human form to do this and to show us how we're supposed to walk, not just talk.
[01:28:15.225 --> 01:28:16.285]  And thank you, Jesus.
[01:28:17.588 --> 01:28:18.889]  And that's it.
[01:28:18.889 --> 01:28:23.012]  But that doesn't mean you run around at the fake churches and go, Oh, so what?
[01:28:23.012 --> 01:28:23.853]  I've got Jesus.
[01:28:23.853 --> 01:28:24.754]  Everything's fine.
[01:28:24.754 --> 01:28:25.514]  Waiting to the end.
[01:28:25.514 --> 01:28:33.060]  It means now, if you really got Jesus in you, Jesus is going to say, I'm going to start giving you some tasks to see how much you can take.
[01:28:33.060 --> 01:28:39.566]  And the more you take on, I'm just telling everybody, it all starts opening up to the point of you're just like,
[01:28:40.771 --> 01:28:42.553]  Oh my God, God, just take me home.
[01:28:42.553 --> 01:28:44.055]  It's not suicide, it's the opposite.
[01:28:44.055 --> 01:28:48.139]  You're just like, let's just get this done and just get me up there.
[01:28:48.139 --> 01:28:50.562]  Beam me up, Jesus.
[01:28:50.562 --> 01:28:52.444]  And the Satanists?
[01:28:52.444 --> 01:28:55.087]  Well, I'm sorry for them, but they're going to be sent to the Phantom Zone.
[01:28:56.360 --> 01:29:01.441]  Fellow Patriots, my name is Todd Savage, founder of BlackRifleRealEstate.com.
[01:29:01.441 --> 01:29:06.803]  Like you, I was a prisoner of the Alt-Left Sanctuary State until one day I chose to lead my family to freedom.
[01:29:06.803 --> 01:29:14.845]  Today we live on a sustainable 20-acre homestead where we shoot, hunt, garden, and homeschool our children without the tyranny of the nanny state looking over us.
[01:29:14.845 --> 01:29:20.286]  If you're ready to flee the city to the freedom of Idaho or Montana, our Black Rifle Real Estate team is here to help.
[01:29:20.286 --> 01:29:22.266]  Go to BlackRifleRealEstate.com.
[01:29:22.266 --> 01:29:24.147]  That's BlackRifleRealEstate.com.
[01:29:25.979 --> 01:29:27.240]  Maybe not today.
[01:29:27.240 --> 01:29:28.521]  Maybe not tomorrow.
[01:29:28.521 --> 01:29:32.263]  But soon, you'll need a plan and place to survive.
[01:29:32.263 --> 01:29:33.343]  Forget bunkers.
[01:29:33.343 --> 01:29:35.164]  You're not a live underground gopher.
[01:29:35.164 --> 01:29:36.885]  You need Survivalist Camps.
[01:29:36.885 --> 01:29:44.689]  The ultimate, fully functional, off-the-grid, mobile survival bug-out house that's well-equipped and custom-built to outlast any other RV or trailer.
[01:29:44.689 --> 01:29:45.690]  Bold statement?
[01:29:45.690 --> 01:29:46.691]  You bet.
[01:29:46.691 --> 01:29:49.172]  See them now at survivalistcamps.com.
[01:29:49.172 --> 01:29:51.373]  That's survivalistcamps.com.
[01:29:51.373 --> 01:29:54.535]  Trust your family's survival to survivalistcamps.com.
[01:29:57.537 --> 01:30:03.422]  The America that we've known and loved, the America that was the land of the free, home of the brave, is dying right now.
[01:30:03.422 --> 01:30:10.187]  And everything our enemies are doing is about domesticating us, shutting us down, and making us dependent on them.
[01:30:10.187 --> 01:30:12.249]  The food shortages have begun.
[01:30:12.249 --> 01:30:15.191]  The depression is going to be long and very, very serious.
[01:30:15.191 --> 01:30:17.373]  In fact, it's probably too late now to even turn back.
[01:30:17.373 --> 01:30:18.314]  Trump tried to stop it.
[01:30:18.894 --> 01:30:21.416]  But the mainstream media working with the trad comms blocked it.
[01:30:21.416 --> 01:30:25.960]  That's why you and myself, everybody else, has to get prepared now.
[01:30:25.960 --> 01:30:26.701]  Do not wait.
[01:30:26.701 --> 01:30:27.702]  It's not about the virus.
[01:30:27.702 --> 01:30:32.346]  It's about the economic chaos that's going to be unleashed in the next six months to a year.
[01:30:32.346 --> 01:30:34.948]  Get your high-quality, storable foods at infowarshore.com.
[01:30:34.948 --> 01:30:37.371]  They're available again, but for a limited time.
[01:30:37.371 --> 01:30:39.292]  The food supply is running out.
[01:30:39.292 --> 01:30:40.794]  There are major shortages.
[01:30:41.334 --> 01:30:46.242]  This is a globalist siege, a globalist lockdown, globalist terrorism.
[01:30:46.242 --> 01:30:49.487]  But we the people, the patriots, have to be prepared.
[01:30:49.487 --> 01:30:51.411]  We've already been proven right about prepping so far.
[01:30:51.411 --> 01:30:53.153]  We'll get ready to be really proven right.
[01:30:53.153 --> 01:30:54.476]  Get your storable foods now at m4store.com.
[01:30:57.332 --> 01:31:02.233]  Cobra is now in command of you and your family.
[01:31:02.233 --> 01:31:17.737]  Google and Facebook, as well as Apple, work closely with our organization, the ESCOR, to surveil your every movement with robot drones and other systems to ensure the safety of the public.
[01:31:18.477 --> 01:31:31.505]  Of course it was I 12 years ago with Obama, who serves us well, and Fauci, who transferred the bioweapons to Communist China so we could now release the weapon.
[01:31:31.505 --> 01:31:44.774]  But without the loving liberal media scaring you into submission, and the corporate press, worshiping corporations that shut down all access, as well as blue city governors and mayors,
[01:31:45.194 --> 01:31:54.140]  We would never have been able to give you a dimension that will destroy your future forever and starve the third world.
[01:31:54.140 --> 01:31:57.703]  Well done, American cowardice!
[01:31:57.703 --> 01:32:05.929]  As men age, they often experience a slowdown in vitality, energy, and overall wellness.
[01:32:07.185 --> 01:32:11.928]  And that's why we made one of our most popular formulas to date.
[01:32:11.928 --> 01:32:14.270]  Super Male Vitality!
[01:32:14.270 --> 01:32:23.116]  Specifically designed to assist the body in regulating proper balance to create superior vitality in males.
[01:32:23.116 --> 01:32:33.984]  Now look, this unique formula promotes your body's own natural responses and it contains no synthetic chemicals and no unwanted additives.
[01:32:34.264 --> 01:32:34.964]  Yes.
[01:32:34.964 --> 01:32:39.866]  We're talking about ancient wisdom combined with modern technology.
[01:32:39.866 --> 01:32:46.789]  Working together in perfect synchronicity to help you get the most out of this herb-packed formula.
[01:32:46.789 --> 01:32:47.829]  So what are you waiting for?
[01:32:47.829 --> 01:32:49.710]  Go to the InfoWars store.
[01:32:49.710 --> 01:32:52.511]  Never been a better time than right now.
[01:32:52.511 --> 01:32:59.814]  Super Male Vitality at InfoWarsStore.com.
[01:32:59.814 --> 01:33:02.475]  You're listening to the Alex Jones Show.
[01:33:12.995 --> 01:33:18.097]  Live from Austin, Texas, broadcasting worldwide, I'm your host, Alex Jones.
[01:33:18.097 --> 01:33:25.220]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:33:25.220 --> 01:33:27.181]  So learn how these definitions work.
[01:33:27.181 --> 01:33:35.945]  The UN, about 50 years ago, started saying, we don't look at the general population of a country as having a right to vote or a right to be heard.
[01:33:35.945 --> 01:33:37.166]  We look at stakeholders.
[01:33:38.618 --> 01:33:47.203]  And they get all the business owners and landowners and corporate chiefs and political people and religious leaders and academics together.
[01:33:47.203 --> 01:33:48.864]  And then they tell them, oh, you're part of the agenda.
[01:33:48.864 --> 01:33:51.005]  You'll be left alone in this phase.
[01:33:51.005 --> 01:33:56.648]  And it took a couple generations to get this in place.
[01:33:56.648 --> 01:33:59.329]  And now they go, oh, by the way, you're not essential.
[01:33:59.329 --> 01:34:00.890]  Your barber shop's not essential.
[01:34:00.890 --> 01:34:05.553]  I had to get my hair cut Saturday on the black market.
[01:34:06.852 --> 01:34:10.633]  I had a fella come here to the office and cut my hair.
[01:34:10.633 --> 01:34:13.194]  Your restaurant's not essential.
[01:34:13.194 --> 01:34:15.215]  Your cleaning company's not essential.
[01:34:15.215 --> 01:34:20.856]  And notice the money's already maxed out and people aren't even getting the check and it's causing the worst depression we've ever seen.
[01:34:20.856 --> 01:34:22.297]  It's gonna be horrible.
[01:34:22.297 --> 01:34:23.677]  The third world's gonna collapse.
[01:34:23.677 --> 01:34:25.198]  Hundreds of millions will starve to death.
[01:34:25.198 --> 01:34:32.900]  But that's all okay because we didn't show some bell curve, you know, graph of, well don't worry, only 20 million will starve to death in the next five years or so.
[01:34:36.943 --> 01:34:42.984]  Oh, all those folks starving to death right now that aren't getting any food tonight, they don't get a bell curve.
[01:34:42.984 --> 01:34:45.765]  They don't get a Fauci speech.
[01:34:45.765 --> 01:34:47.385]  And here's Mark Zuckerberg.
[01:34:47.385 --> 01:34:49.646]  Lockdown protests are misinformation.
[01:34:49.646 --> 01:34:52.787]  Facebook will ban organizers.
[01:34:52.787 --> 01:34:58.088]  So see, you're defined by the terms they use.
