[00:00.000 --> 00:16.640]  Defending the Republic from enemies, foreign, and domestic, it's Alex Jones.
[1:11:57.640 --> 1:12:11.640]  No, so actually, I'm I've been traveling still and I've been this week alone. I've been in Iowa. I've been in Georgia. I've done about four flights. And while the first flights that I've been on, it was a little bit not too many people.
[1:12:11.640 --> 1:12:14.640]  There was maybe maybe five or 10 of us.
[1:12:14.640 --> 1:12:27.640]  It was two days ago as I was flying from Chicago to Atlanta, you could start seeing a pickup and an uptick in folks coming out at the airport, as well as here in Georgia.
[1:12:27.640 --> 1:12:31.640]  I agree. And I think Trump's showing leadership and ignoring the NIH's garbage is important.
[1:12:31.640 --> 1:12:39.640]  Ivan Raiklin, thank you so much on Twitter at R-A-I-K-L-I-N. Thank you so much. We look forward to talking to you again.
[1:12:39.640 --> 1:12:41.640]  Thanks, Alex. Appreciate it, as always.
[1:12:41.640 --> 1:12:48.640]  All right, take care. All right, we've got Project Veritas coming on with their bombshell developments and I mean bombshell. Stay with us. We'll be right back.
[1:12:48.640 --> 1:12:55.640]  It took hundreds and hundreds of years of human civilization to build up the world economy to where it is.
[1:12:55.640 --> 1:13:07.640]  Every economist is on record saying that as this economy has been shut down for two months, it is going to be a death sentence to the third world and a horrible nightmarish collapse for the first world.
[1:13:07.640 --> 1:13:11.640]  And that the general public is going to go into deep, deep debt to the mega banks.
[1:13:11.640 --> 1:13:18.640]  They're not going to have medical ID cards, forced inoculations. We are now in a giant dystopia.
[1:13:18.640 --> 1:13:25.640]  But a lot of people are waking up and there is a major backlash taking place against this tyranny.
[1:13:25.640 --> 1:13:34.640]  And we must all rediscover our bill of rights, rediscover our constitution and our backbone, and start saying no to people who take this moral high ground and say,
[1:13:34.640 --> 1:13:42.640]  shut your business down, shut your life down, it will save lives. No, it's caused millions to already starve to death, tens of millions more.
[1:13:42.640 --> 1:13:49.640]  So the cowards who went along with us with your virtues signaling you have destroyed your life and our lives. Congratulations.
[1:13:49.640 --> 1:13:55.640]  Serving with Info Wars is a great honor, but I still need my morning coffee.
[1:13:55.640 --> 1:14:04.640]  And luckily, our break room at the Info Wars headquarters is stock full of high quality, Info Wars store, Patriot Blend coffee.
[1:14:04.640 --> 1:14:16.640]  Grown in the high mountains of southern Mexico, the Chiapas farmers grow 100% organic non-GMO coffee at the ideal altitude for the perfect cup.
[1:14:16.640 --> 1:14:21.640]  A robust coffee with great flavor and mild acidity.
[1:14:21.640 --> 1:14:25.640]  There has never been a more important time to support Info Wars.
[1:14:25.640 --> 1:14:32.640]  So if you love coffee and if you want to fight for freedom, then you can help.
[1:14:32.640 --> 1:14:35.640]  Order now at the Info Wars store.
[1:14:35.640 --> 1:14:51.640]  Sign up for auto ship and get your own high quality supply of Patriot Blend coffee delivered right to your door at infowarstore.com.
[1:14:51.640 --> 1:15:06.640]  You're listening to the Alex Jones Show.
[1:15:06.640 --> 1:15:16.640]  Crashing through the lies and disinformation, it's Alex Jones coming to you live from the front lines of the Info War.
[1:15:16.640 --> 1:15:27.640]  Obviously, President Trump knew they were trying to set him up and we're going to try to blame him for the Chinese virus, the left and the globalist regular move on every front.
[1:15:27.640 --> 1:15:36.640]  So he had to respond to some of it and not be caught flat-footed. He couldn't just completely, I believed, upfront defeat the hysteria.
[1:15:36.640 --> 1:15:40.640]  Plus, we weren't sure how bad it would really be because China was so deceptive.
[1:15:40.640 --> 1:15:48.640]  We know that it's bio weapons so they can own it and patent it with a vaccine, but still not that deadly, designed to take out old people.
[1:15:48.640 --> 1:15:51.640]  We understood that they were going to try to keep things locked down.
[1:15:51.640 --> 1:15:55.640]  So we had to be ahead of that explaining, hey, they're going to lock us down pretty much permanently.
[1:15:55.640 --> 1:16:00.640]  Then Trump's got to expose that and we can't be locked down more than a month and a half, two months.
[1:16:00.640 --> 1:16:04.640]  Well, you notice we're almost locked down two months, 57 days right now.
[1:16:04.640 --> 1:16:14.640]  He's like, we got to reopen now. He's ignoring the NIH that's run by the WHO, that's run by the big Robert Barron foundations, controlled by Bill and Melinda Gates at the top.
[1:16:14.640 --> 1:16:24.640]  But I was just thinking during the break, and then I'm going to get to what the President was just talking about moments ago in an ongoing live press conference, and very important what he said.
[1:16:24.640 --> 1:16:30.640]  I wanted to show people something. I hope Trump succeeds. I hope we succeed and can re-boost the economy.
[1:16:30.640 --> 1:16:41.640]  But shutting things down like this for even two months is devastating the third world and is going to hurt us really, really bad because people are timid and they're scared to go back even when it reopens.
[1:16:41.640 --> 1:16:45.640]  And the left knows that they're trying to scare people as much as possible.
[1:16:45.640 --> 1:16:51.640]  So it is critical to go out to restaurants, even though most restaurants I want to go to are still closed.
[1:16:51.640 --> 1:16:59.640]  The movie theaters are still closed in Austin because the mayor is ignoring the governor, kind of like that judge up in Dallas ignored the governor.
[1:16:59.640 --> 1:17:03.640]  So this is a big problem. They know what they're doing.
[1:17:03.640 --> 1:17:11.640]  But I wanted to say this. I've got a bunch of storable food right over there, extra food I bought for myself, and I've got so much stored at my house that my garage is filled with it.
[1:17:11.640 --> 1:17:15.640]  So I've got some stored here in the studio that I've got to put somewhere and it's over there in the dark.
[1:17:15.640 --> 1:17:21.640]  But during the break, I just hauled over one of these big tote containers that it's sealed in for TV viewers to look at it.
[1:17:21.640 --> 1:17:38.640]  That last 25 years, the food inside of it, it's sealed or you can even bury it. And then it's got these big huge bags with almost no air in them of emergency preparedness, seven day packs, 72 hour kit packs,
[1:17:38.640 --> 1:17:44.640]  chocolate pudding, buttermilk, pancake mix, orange drink, energy drink.
[1:17:44.640 --> 1:17:51.640]  Some of the boxes are just full of all these goodies and things you wouldn't think about that you'd want during an emergency.
[1:17:51.640 --> 1:17:58.640]  It's not just macaroni and cheese. It's not just rice. It's not just beef stroganoff and all these other great meals.
[1:17:58.640 --> 1:18:05.640]  It's all the little tasty things you like as well. And this food is the lowest price you're going to find for quality food.
[1:18:05.640 --> 1:18:17.640]  And just as important, they actually have it in stock. So I should probably in the next few days do a whole segment busting open the six month food supply that I ordered for myself
[1:18:17.640 --> 1:18:23.640]  and had delivered to the office that I'm planning to probably just give to family so they have a backup because I've got quite a bit.
[1:18:23.640 --> 1:18:28.640]  I've got a two year food supply, but this is just such high quality and they've actually got the food.
[1:18:28.640 --> 1:18:32.640]  They're packaging it right now and you will actually get it delivered to you.
[1:18:32.640 --> 1:18:40.640]  In fact, I have some family in East Texas that ordered food and they told them six weeks about eight weeks ago.
[1:18:40.640 --> 1:18:45.640]  And I was talking to them just the other day and they said, yeah, we got it in five weeks, not six weeks, just like they said.
[1:18:45.640 --> 1:18:49.640]  And they've been eating it and they love it and they're already digging into it.
[1:18:49.640 --> 1:18:52.640]  But this is something you have. You put in the attic, you put in the garage, you put in the closet.
[1:18:52.640 --> 1:18:58.640]  You know, it's there. It lasts 25 years and that checkbox is handled. That's taken care of.
[1:18:58.640 --> 1:19:06.640]  But I'm telling you, folks, I'm telling you, they've got such diverse foods, specialty foods, specialty diets.
[1:19:06.640 --> 1:19:12.640]  Everything is at InfoWarsStore.com, ready hour by the folks at My Patriots Supply.
[1:19:12.640 --> 1:19:17.640]  We have their full catalog, the lowest price you're going to find. They take the orders right off the site.
[1:19:17.640 --> 1:19:22.640]  We are My Patriots Supply. InfoWarsStore.com and you're purchased in, funds are operational.
