[00:00:24.144 --> 00:00:28.127]  Blast off!
[01:32:26.414 --> 01:32:26.774]  And so,
[01:32:26.974 --> 01:32:33.436]  If you can't face George Soros and Hillary Clinton and Adolf Hitler and Mao Zedong, are you going to really be able to face the other stuff?
[01:32:33.436 --> 01:32:38.497]  Because God wants warriors that are smart and are ready to build things and are also ready to fight.
[01:32:38.497 --> 01:32:41.357]  You don't go to the next level without getting a big weight put on your back.
[01:32:41.357 --> 01:32:43.738]  And I mean, I don't know what's going to happen to me in the future.
[01:32:43.738 --> 01:32:47.239]  I mean, all I know is I want to go with the master builder.
[01:32:47.239 --> 01:32:48.279]  I want to go to the next level.
[01:32:48.539 --> 01:32:52.806]  I want to be with the spirit that I've experienced, not these devil worshippers.
[01:32:52.806 --> 01:32:55.510]  They're cold and failed and feels like being in a tomb.
[01:32:55.510 --> 01:32:56.772]  I want life!
[01:32:56.772 --> 01:33:00.738]  I want Jesus!
[01:33:00.738 --> 01:33:03.382]  You're listening to the Alex Jones Show!
[01:33:18.010 --> 01:33:19.191]  You found it.
[01:33:19.191 --> 01:33:21.211]  The tip of the spear.
[01:33:21.211 --> 01:33:26.854]  It is the Alex Jones Show with Owen Troyer.
[01:33:26.854 --> 01:33:28.875]  Democrats are just a joke.
[01:33:28.875 --> 01:33:30.275]  Straight up.
[01:33:30.275 --> 01:33:32.416]  End of sentence.
[01:33:32.416 --> 01:33:34.437]  Nothing more.
[01:33:34.437 --> 01:33:36.298]  Well, actually, I shouldn't say nothing more.
[01:33:36.298 --> 01:33:37.818]  Actually, a lot more.
[01:33:37.818 --> 01:33:40.159]  Criminals, liars.
[01:33:40.159 --> 01:33:42.340]  I mean, the list goes on.
[01:33:42.340 --> 01:33:43.701]  Dirtbags, traitors.
[01:33:48.849 --> 01:33:53.515]  I just can't believe, I mean, Democrats, they want to kill America.
[01:33:53.515 --> 01:33:56.659]  I mean, literally, they are anti-American.
[01:33:56.659 --> 01:34:00.204]  We have anti-Americans in office.
[01:34:00.204 --> 01:34:04.309]  They go under the title of Democrat.
[01:34:04.309 --> 01:34:04.510]  So...
[01:34:08.211 --> 01:34:13.476]  They're grilling Candace Owens right now, a black woman, on how she's a white nationalist.
[01:34:13.476 --> 01:34:15.538]  I mean, these people know no bounds.
[01:34:15.538 --> 01:34:17.460]  They sit here, they cry about global warming.
[01:34:17.460 --> 01:34:20.543]  They all suck water out of plastic water bottles all day long.
[01:34:20.543 --> 01:34:22.545]  They fly on jets around this country.
[01:34:22.545 --> 01:34:25.428]  You Democrats make us sick.
[01:34:25.428 --> 01:34:27.931]  You Democrats make us Americans sick.
[01:34:29.605 --> 01:34:40.689]  And if it wasn't for your rigged cheating elections with tens of thousands of votes coming on in the twilight hour of elections that you were within a couple thousand votes of, you would have no power right now.
[01:34:40.689 --> 01:34:41.389]  And you know it.
[01:34:41.389 --> 01:34:44.330]  And that's why you hate Candace Owens so much.
[01:34:44.330 --> 01:34:53.633]  You see, you see, Democrats enslaved black people in this country.
[01:34:55.259 --> 01:35:02.446]  And then when Americans tried to take their slaves away from them, the Democrats went to war.
[01:35:02.446 --> 01:35:09.514]  The Democrats literally fought to keep their slaves, their property.
[01:35:09.514 --> 01:35:13.137]  Then they started the KKK after they lost that war.
[01:35:13.137 --> 01:35:16.361]  But when the physical shackles
[01:35:18.561 --> 01:35:27.665]  were lifted from black people in the country, the Democrats put mental, psychological shackles on them.
[01:35:27.665 --> 01:35:38.590]  And I wish there was, there needs to be some sort of cartoon drawn where it's like, Democrats mind slavery over black people.
[01:35:38.590 --> 01:35:42.292]  I mean, they literally expect black people to jump when they say jump.
[01:35:42.292 --> 01:35:45.013]  The Democrats are the most racist group of people.
[01:35:45.013 --> 01:35:47.414]  And then they just destroy every inner city they go to.
[01:35:48.982 --> 01:35:55.107]  Baltimore, dubbed most robbed city in America, run by Democrats, 50 plus years.
[01:35:55.107 --> 01:36:02.254]  How making $300,000 in San Francisco can still mean you're living paycheck to paycheck, run by Democrats, a liberal bastion.
[01:36:02.254 --> 01:36:08.079]  And you know what ends up happening when leftists get in control for 100 years?
[01:36:08.079 --> 01:36:12.443]  Desperate Venezuelans looting cemeteries, rotting corpses for jewelry.
[01:36:12.443 --> 01:36:15.866]  That'll come to Democrat cities near you, if it hasn't already, folks.
[01:36:17.745 --> 01:36:26.672]  But these Democrats are so, I mean, I just can't even believe it.
[01:36:26.672 --> 01:36:32.436]  And now they want medical tyranny with Mayor de Blasio forcing people to get vaccines.
[01:36:32.436 --> 01:36:35.559]  We'll cover that in a minute, but I want to cover this viral video.
[01:36:36.960 --> 01:36:47.165]  And just explain something because there's a kind of conspiracy theories running rampant and I can kind of give a little clue into this because I have experience.
[01:36:47.165 --> 01:36:52.088]  But in clip 14, people are going crazy over this video of CBS cutting the cameras.
[01:36:52.828 --> 01:36:55.189]  When Texas Tech players kneel to pray.
[01:36:55.189 --> 01:36:57.609]  So let me just first show you this short video.
[01:36:57.609 --> 01:37:01.290]  Texas Tech won a big basketball game a couple nights ago.
[01:37:01.290 --> 01:37:05.652]  Afterwards, they were celebrating and they were about to kneel for a prayer when the cameras cut away.
[01:37:05.652 --> 01:37:10.773]  But before I break this down, here is that clip.
[01:37:10.773 --> 01:37:14.854]  This is called a down back, down back basketball.
[01:37:14.854 --> 01:37:18.075]  So they've got the camera in the locker room.
[01:37:18.075 --> 01:37:18.835]  They're celebrating.
[01:37:18.835 --> 01:37:19.335]  They're jumping.
[01:37:19.335 --> 01:37:19.876]  They're clapping.
[01:37:19.876 --> 01:37:20.696]  The coach walks in.
[01:37:21.843 --> 01:37:24.924]  And he says, just wait a second, guys.
[01:37:24.924 --> 01:37:26.344]  We need to do our team prayer.
[01:37:26.344 --> 01:37:32.825]  So now they get ready to kneel, they take a knee to pray, clench hands, and they cut.
[01:37:32.825 --> 01:37:42.627]  A moment of prayer in the Texas Tech locker room and the knowledge that there is one more game to go and that will be Monday night.
[01:37:42.627 --> 01:37:47.607]  Now look, I've worked in sports media, I've worked these games.
[01:37:47.607 --> 01:37:50.128]  I mean, I've literally been in that role in the truck
[01:37:51.178 --> 01:37:52.098]  When these things happen.
[01:37:52.098 --> 01:37:53.939]  So I know how this stuff goes.
[01:37:53.939 --> 01:38:02.420]  And for people out there saying CBS is trying to censor Christianity or people praying, I don't think that's the case.
[01:38:02.420 --> 01:38:06.721]  Now this was a big game, but they still had four different crews out.
[01:38:06.721 --> 01:38:12.582]  So it could have been A to D crew, but there would be no mandate.
[01:38:12.582 --> 01:38:17.203]  The people in the truck are not thinking, let's censor Christianity, let's censor prayer.
[01:38:17.203 --> 01:38:17.743]  They're thinking,
[01:38:20.061 --> 01:38:21.102]  I'm just telling you how this goes.
[01:38:21.102 --> 01:38:24.865]  So people freaking out thinking CBS is censoring Christianity here.
[01:38:24.865 --> 01:38:26.846]  That's not the case.
[01:38:26.846 --> 01:38:32.390]  The people in the truck just said let's go to a different shot because we don't want to see these people praying.
[01:38:32.390 --> 01:38:39.736]  It had nothing to do with censoring people kneeling to pray or that CBS has some sort of agenda to censor that.
[01:38:39.736 --> 01:38:45.500]  But I will say what's interesting about this is the fact they didn't want to go to it.
[01:38:45.500 --> 01:38:47.702]  I mean you even heard Ernie Johnson say they're kneeling in prayer.
[01:38:49.071 --> 01:38:53.714]  Here's the difference that I think is a legit thing people are bringing up.
[01:38:53.714 --> 01:38:58.237]  If that were players kneeling for the National Anthem, it'd be the big story.
[01:38:58.237 --> 01:39:05.881]  If that were players kneeling to disrespect America during the National Anthem, they'd keep the cameras on them and they'd leave the cameras on them.
[01:39:05.881 --> 01:39:08.903]  So that's the big takeaway from this.
[01:39:08.903 --> 01:39:15.207]  It's not a story, don't leave the cameras on the players coming together to kneel in camaraderie and pray to God.
[01:39:15.207 --> 01:39:16.588]  They're not interested in showing that.
[01:39:17.705 --> 01:39:22.768]  A player kneeling, though, for the anthem to disrespect America and divide this country.
[01:39:22.768 --> 01:39:24.529]  They do want to show that.
[01:39:24.529 --> 01:39:27.230]  That's what they want to show.
[01:39:27.230 --> 01:39:36.255]  And the average TV truck producer slash director, the directors making that final call, is not thinking politically in that moment.
[01:39:36.255 --> 01:39:39.597]  And I'm just telling you this as somebody that came from that exact
[01:39:40.799 --> 01:39:44.201]  I mean, that was my job before I started here, so I'm just telling you what was going on in that truck.
[01:39:44.201 --> 01:39:52.085]  So, for people out there thinking, oh, they're clearly censoring Christians, oh my gosh, they were told to cut the cameras during prayer!
[01:39:52.085 --> 01:39:52.946]  Just relax.
[01:39:52.946 --> 01:39:56.047]  Now, they obviously had no interest in showing the prayer.
[01:39:56.047 --> 01:39:57.148]  I'm not disagreeing with that.
[01:39:57.148 --> 01:40:01.210]  They had no interest in showing the prayer, so they didn't want to show the prayer.
[01:40:03.007 --> 01:40:10.956]  But the director's making a call to say, all right, we're not going to sit the camera on these guys praying and kneeling for the next two or three minutes.
[01:40:10.956 --> 01:40:14.139]  Let's just go back to our live set.
[01:40:14.139 --> 01:40:18.464]  So I just wanted to kind of put put those things to rest.
[01:40:18.464 --> 01:40:24.611]  Quite frankly, maybe even I have a little bit of a soft spot because I probably even knew the people working in that truck.
[01:40:24.611 --> 01:40:24.811]  But
[01:40:26.095 --> 01:40:32.077]  The real takeaway is that they'll show players kneeling for the anthem that drives division.
[01:40:32.077 --> 01:40:37.200]  They won't show players kneeling for prayer, which drives unity.
[01:40:37.200 --> 01:40:39.861]  And to me, that's the real takeaway from this.
[01:40:39.861 --> 01:40:44.983]  Not that there's some agenda or directive at CNN to censor Christianity or people praying.
[01:40:46.085 --> 01:40:49.989]  Now, if it was a group of Muslims, maybe the story is different.
[01:40:49.989 --> 01:40:52.311]  So maybe there's something to be said about that.
[01:40:52.311 --> 01:41:04.281]  I just don't want people assuming that a bunch of people working in a truck for CBS, who probably have no care in the world when it comes to politics in that moment, are cutting away.
[01:41:04.281 --> 01:41:05.342]  So I just kind of wanted to address that.
[01:41:08.088 --> 01:41:14.191]  We're going to get on to some new news in the next segment, and Alex Jones is going to be joining us in the next hour as well.
[01:41:14.191 --> 01:41:20.795]  Before I take this break, though, here in 90 seconds, folks, please go to InfoWarsTore.com and take advantage of these huge specials.
[01:41:20.795 --> 01:41:29.500]  You know, yesterday I did something, and I had a bunch of people tweeting at me all the products that they've purchased, and it was just incredible.
[01:41:29.500 --> 01:41:34.943]  I mean, you guys are so amazing for supporting us at InfoWarsTore.com, and so we want to give back.
