[00:00:16.081 --> 00:00:18.103]  Awesome!
[01:24:34.612 --> 01:24:37.814]  Oh yes, real stability out of threatening to use weapons first.
[01:24:37.814 --> 01:24:39.896]  According to a new nuclear doctrine adopted by the U.S.
[01:24:39.896 --> 01:24:47.802]  Joint Chiefs of Staff last week, the document entails nuclear operations, which was published on June 11th and was the first such doctrine paper in 14 years.
[01:24:51.408 --> 01:24:54.649]  Arms control experts say it marks a shift in U.S.
[01:24:54.649 --> 01:25:09.276]  military thinking towards the idea of fighting and winning a nuclear war, which is called total mental insanity, which they believe is a highly dangerous mindset, which Joel Skousen has been warning on this show for over 15 years is their plan to set us up.
[01:25:09.276 --> 01:25:10.976]  We'll talk about it next segment.
[01:25:10.976 --> 01:25:18.780]  Using nuclear weapons, this is from the document, could create conditions for decisive results and the restoration of strategic stability.
[01:25:19.460 --> 01:25:21.122]  And also kill a few billion people.
[01:25:21.122 --> 01:25:32.334]  The Joint Chiefs document says specifically the use of nuclear weapons will fundamentally change the scope of battle and create conditions that affect how commanders will prevail in a conflict.
[01:25:32.334 --> 01:25:39.643]  At the start of the chapter on nuclear planning and targeting, the document quotes a Cold War theorist, Herman Kahn, as saying,
[01:25:41.107 --> 01:25:50.436]  My guess is that nuclear weapons will be used sometime in the next hundred years, but that their use is much more likely to be small and limited than widespread and unconstrained.
[01:25:50.436 --> 01:25:52.538]  Kahn was a controversial figure.
[01:25:52.538 --> 01:26:01.186]  He argued that a nuclear war could be winnable and is reported to have provided part of the inspiration for Stanley Kubrick's film Dr. Strangelove.
[01:26:01.186 --> 01:26:05.130]  The nuclear operations document was taken down from the Pentagon online site
[01:26:06.195 --> 01:26:07.036]  Last week.
[01:26:07.036 --> 01:26:12.562]  And it's now only available through a restricted access electronic library.
[01:26:12.562 --> 01:26:21.351]  But before it was withdrawn, it was downloaded by Steven Aftergood, who directs the project on government security for the Federation of American Scientists.
[01:26:21.351 --> 01:26:24.194]  And it just goes on from there.
[01:26:24.194 --> 01:26:26.597]  They always do this where they put out a document and then remove it.
[01:26:27.928 --> 01:26:32.794]  And it's a tactic so they can try to deny it later, but have it as a threat.
[01:26:32.794 --> 01:26:34.356]  So we'll get into why has this been issued?
[01:26:34.356 --> 01:26:36.178]  Why are they saying this?
[01:26:36.178 --> 01:26:39.382]  You talk about major escalation.
[01:26:39.382 --> 01:26:41.665]  You talk about baby out with the bathwater.
[01:26:41.665 --> 01:26:46.051]  You talk about giving countries an excuse to build up weapons against us and then use them first.
[01:26:47.588 --> 01:27:01.040]  Would the globalists have all their secret weapons, all their super deep bases, all their underwater facilities, all their international facilities, and this is how they want to win the world war?
[01:27:01.040 --> 01:27:02.702]  The final world government war?
[01:27:02.702 --> 01:27:08.187]  Because I think they're going to take out the Chinese and the Russians at the same time if they try this.
[01:27:08.187 --> 01:27:13.372]  Skousen thinks we might take out the Russians first and then the Chinese next, but again, it'll be the globalists doing it.
[01:27:15.151 --> 01:27:23.075]  There was a globalist doing it, and then out of this will be a reorganized America, taking over the remnants of the EU.
[01:27:23.075 --> 01:27:29.619]  I'm not sure, but they've got major geopolitical plans on this, and their world government plan hasn't been going too well.
[01:27:29.619 --> 01:27:30.499]  So it's madness.
[01:27:30.499 --> 01:27:31.200]  It's insanity.
[01:27:31.200 --> 01:27:34.721]  It comes right out of the Chicago Business School, Straussian economics.
[01:27:34.721 --> 01:27:39.384]  It comes right out of the neocons, who are power-mad Trotskyites.
[01:27:39.384 --> 01:27:40.885]  These people are just evil.
[01:27:41.618 --> 01:27:50.401]  This is a satanic delusions of power, and you look at the sunken tankers, and now the drone, and then Trump signaling, oh, you're in a lot of trouble, Iran, earlier.
[01:27:50.401 --> 01:27:51.582]  You'll regret this.
[01:27:51.582 --> 01:27:54.923]  And now saying, oh, I think it was an accident when Iran says they shot it down.
[01:27:54.923 --> 01:28:00.445]  That shows Trump was starting to be manipulated, and I think figured out that it was, quote, not intentional.
[01:28:00.445 --> 01:28:01.605]  Well, it was intentional.
[01:28:01.605 --> 01:28:02.986]  He's giving them a way out of this.
[01:28:03.626 --> 01:28:07.429]  But the Iranians are talking to deep staters who've got another agenda.
[01:28:07.429 --> 01:28:10.150]  That's all the different angles that we're going to walk through.
[01:28:10.150 --> 01:28:13.893]  This is real thinking man and woman's radio.
[01:28:13.893 --> 01:28:20.537]  Not orange man bad, or orange man good, or Hillary good, Hillary bad.
[01:28:20.537 --> 01:28:21.798]  That's not what we're dealing here with.
[01:28:21.798 --> 01:28:25.541]  We're dealing with the real world and powerful interests that want global domination.
[01:28:26.502 --> 01:28:30.669]  And that are trying to basically derail the Trump administration with a war.
[01:28:30.669 --> 01:28:33.594]  And I think that's really the main target is nationalists.
[01:28:34.782 --> 01:28:43.865]  And Patriot groups around the world, the EU, the globalists have said, if you try to remove our world government, we'll launch a new war, we'll have a world war.
[01:28:43.865 --> 01:28:47.326]  Their answer is, let us have world government, we'll stop war.
[01:28:47.326 --> 01:28:54.788]  Then they'll carry out their individual war on the family, on Christians, on everything good, because they are a satanic system.
[01:28:54.788 --> 01:28:56.469]  They're Mark of the Beast, they're global currency.
[01:28:57.455 --> 01:28:58.676]  Hi, I'm Dan Pilla.
[01:28:58.676 --> 01:29:02.598]  I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[01:29:02.598 --> 01:29:04.139]  I sued the IRS and won.
[01:29:04.139 --> 01:29:07.101]  I beat the IRS then, and I've been beating them ever since.
[01:29:07.101 --> 01:29:12.664]  I wrote the book on tax debt settlement, and I've helped thousands of people deal with tax problems they thought might never be solved.
[01:29:12.664 --> 01:29:13.864]  I can help you, too.
[01:29:13.864 --> 01:29:16.786]  If you owe taxes you can't pay, don't wait another day.
[01:29:16.786 --> 01:29:19.007]  There's no such thing as a hopeless tax case.
[01:29:19.007 --> 01:29:23.450]  Call 800-34-NO-TAX or go to my website, danpilla.com.
[01:29:23.450 --> 01:29:25.751]  That's danpilla.com, danpilla.com.
[01:29:27.313 --> 01:29:28.574]  Maybe not today.
[01:29:28.574 --> 01:29:29.874]  Maybe not tomorrow.
[01:29:29.874 --> 01:29:33.616]  But soon, you'll need a plan and place to survive.
[01:29:33.616 --> 01:29:34.696]  Forget bunkers.
[01:29:34.696 --> 01:29:36.517]  You're not a live underground gopher.
[01:29:36.517 --> 01:29:38.218]  You need Survivalist Camps.
[01:29:38.218 --> 01:29:46.021]  The ultimate, fully functional, off-the-grid, mobile survival bug-out house that's well-equipped and custom-built to outlast any other RV or trailer.
[01:29:46.021 --> 01:29:47.042]  Bold statement?
[01:29:47.042 --> 01:29:48.022]  You bet.
[01:29:48.022 --> 01:29:50.503]  See them now at survivalistcamps.com.
[01:29:50.503 --> 01:29:52.724]  That's survivalistcamps.com.
[01:29:52.724 --> 01:29:55.866]  Trust your family's survival to survivalistcamps.com.
[01:30:01.010 --> 01:30:04.153]  The most banned network in the world.
[01:30:04.153 --> 01:30:08.616]  Tom in Texas, police officer on the border, talks about MS-13 and more.
[01:30:08.616 --> 01:30:09.537]  Thanks for calling, Tom.
[01:30:09.537 --> 01:30:09.997]  Yes, sir.
[01:30:09.997 --> 01:30:11.299]  Thank you for taking my call.
[01:30:11.299 --> 01:30:13.400]  Just want to thank you for your products.
[01:30:13.400 --> 01:30:19.325]  I have the InfoWard decals on the outside of my cell phone case, my truck, sports shirts, all the equipment.
[01:30:19.325 --> 01:30:21.267]  I find it's the best way to get your word out.
[01:30:21.267 --> 01:30:22.248]  God bless you, brother.
[01:30:22.248 --> 01:30:28.913]  And I have three or four InfoWard bumper stickers in my glove box right now I hand out if I get to talking to somebody just to help spread that word.
[01:30:29.233 --> 01:30:30.334]  You're our only hope, brother.
[01:30:30.334 --> 01:30:32.656]  I'm telling you, you're more important than I am.
[01:30:32.656 --> 01:30:35.398]  It's people like you on the ground, as you know, that's boots on the ground.
[01:30:58.117 --> 01:31:00.799]  I want to be very, very clear with everybody about all of this.
[01:31:00.799 --> 01:31:02.601]  We're going into the season of war.
[01:31:02.601 --> 01:31:08.686]  And they have been inches from shutting down the final bank accounts we have due to their criminal activity and their digital fraud.
[01:31:08.686 --> 01:31:12.349]  And we need to know that we've got capital to go six months, a year.
[01:31:12.349 --> 01:31:13.270]  We need to end here.
[01:31:13.270 --> 01:31:14.591]  We need to be provisioned.
[01:31:14.591 --> 01:31:19.195]  And you've got my total commitment that I am going to rampage forward against the enemy fearlessly.
[01:31:19.195 --> 01:31:22.738]  I'm loving every minute of this because I know I'm getting under their skin.
[01:31:23.038 --> 01:31:24.959]  I'm bloody and then I'm up politically.
[01:31:24.959 --> 01:31:28.501]  I'm banging heads with them and they can't help but attack back with lies.
[01:31:28.501 --> 01:31:29.942]  That just brings more people here.
[01:31:29.942 --> 01:31:33.244]  So I'm in one hell of a fight and so are you and I need war bonds.
[01:31:33.244 --> 01:31:34.085]  I need gas.
[01:31:34.085 --> 01:31:36.006]  I need ammo politically now.
[01:31:36.006 --> 01:31:42.310]  But literally if you flood us with money and if you flood us with product purchases and if you flood us with your word of mouth, you're unstoppable.
[01:31:42.310 --> 01:31:43.430]  We're unstoppable together.
[01:31:43.430 --> 01:31:44.851]  I want to send a strong message to the enemy.
[01:31:44.851 --> 01:31:49.514]  I want to raise a couple million dollars right now to let the enemy know that their attacks are failing and that
[01:31:49.614 --> 01:31:51.856]  You will stand with us and I will never back down.
[01:31:51.856 --> 01:31:52.837]  You have my commitment.
[01:31:52.837 --> 01:31:57.202]  This only gives me more energy and more understanding of what we're facing and that we were right about this.
[01:31:58.396 --> 01:32:00.336]  Briefly, folks, please do not forget.
[01:32:00.336 --> 01:32:01.517]  This is the maximum alert.
[01:32:01.517 --> 01:32:02.677]  We wouldn't be here without you.
[01:32:02.677 --> 01:32:04.077]  I thank you for your support and your help.
[01:32:04.077 --> 01:32:07.218]  We're going to be steadfast in this fight, but we need financial support.
[01:32:07.218 --> 01:32:10.359]  And we're going to put up more prominent donate buttons at infomorestore.com.
[01:32:10.359 --> 01:32:12.159]  You want to just give us straight donations.
[01:32:12.159 --> 01:32:12.779]  There's a P.O.
[01:32:12.779 --> 01:32:14.020]  box if you want to mail us a check.
[01:32:14.020 --> 01:32:15.820]  We will put it into the fight against these globalists.
[01:32:15.820 --> 01:32:19.821]  We need money to fight back and to let them know we're taking action and to defend ourselves.
[01:32:19.821 --> 01:32:20.382]  I think so.
[01:32:38.484 --> 01:32:41.025]  You're listening to the Alex Jones Show!
[01:33:19.440 --> 01:33:20.581]  Big Brother.
[01:33:20.581 --> 01:33:22.322]  Mainstream media.
[01:33:22.322 --> 01:33:24.243]  Government cover-ups.
[01:33:24.243 --> 01:33:25.964]  You want to stop tyranny?
[01:33:25.964 --> 01:33:27.625]  Well, so does he.
[01:33:27.625 --> 01:33:32.328]  Live from the InfoWars.com studios, it's Alex Jones.
[01:33:47.676 --> 01:33:50.517]  Well, fitting music, very dramatic times.
[01:33:50.517 --> 01:34:00.460]  Putin came out last week on the 11th and said that the world is facing thermonuclear catastrophe.
[01:34:00.460 --> 01:34:11.344]  He came back out today and said that any Iran strike, even if it went well, would be a catastrophe and perhaps worse.
[01:34:13.430 --> 01:34:21.494]  And now we know why there's a nuclear operations that was published only for a few days last week on June 11th, talking about first strikes.
