[00:00.000 --> 00:11.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the info war.
[01:15:47.000 --> 01:15:55.000]  I feel like I'm exactly where I'm supposed to be for all those children that these Satanists and pedophiles are abusing and I can feel their fall.
[01:15:55.000 --> 01:15:56.000]  I am so honored right now.
[01:15:56.000 --> 01:15:57.000]  Roger will be right back.
[01:15:57.000 --> 01:16:03.000]  Bacon lovers, we ship free. Try our amazing bacon. No refrigeration required.
[01:16:03.000 --> 01:16:13.000]  Proprietary value added packaging provides 10-year shelf life and protects the leanest, thickest, center cut, fully cooked bacon in America today.
[01:16:13.000 --> 01:16:18.000]  Ready to eat right from the pouch or warm and serve. Savory and delicious.
[01:16:18.000 --> 01:16:24.000]  Wholesale price for your everyday use. Order today at ReadyToEatBacon.com.
[01:16:24.000 --> 01:16:27.000]  ReadyToEatBacon.com.
[01:16:27.000 --> 01:16:31.000]  Get the ultimate knife at an ultimate price. The Fox Karambit knife.
[01:16:31.000 --> 01:16:42.000]  Finally available in the U.S., the Fox Karambit knife opens with one hand faster than you can pull a handgun for utility, for defense and for way less than other knives of this caliber.
[01:16:42.000 --> 01:16:44.000]  Go to TheUltimateKnife.com.
[01:16:44.000 --> 01:16:49.000]  Truly the best knife you will ever own and only available at TheUltimateKnife.com.
[01:16:49.000 --> 01:16:57.000]  Use promo code radio and check out for free shipping. Get the ultimate knife at the ultimate price at TheUltimateKnife.com.
[01:16:57.000 --> 01:17:02.000]  Fellow Patriots, my name is Todd Savage, founder of BlackRifleRealEstate.com.
[01:17:02.000 --> 01:17:08.000]  Like you, I was a prisoner of the Outleft Sanctuary State until one day I chose to leave my family to freedom.
[01:17:08.000 --> 01:17:16.000]  Today we live on a sustainable 20-acre homestead where we shoot, hunt, garden and homeschool our children without the tyranny of the nanny state looking over us.
[01:17:16.000 --> 01:17:21.000]  If you're ready to flee the city to the freedom of Idaho or Montana, our BlackRifle Real Estate team is here to help.
[01:17:21.000 --> 01:17:47.000]  Go to BlackRifleRealEstate.com. That's BlackRifleRealEstate.com.
[01:17:51.000 --> 01:18:04.000]  You deserve a deep restful sleep with knockout by InfoWarsLife.
[01:18:04.000 --> 01:18:15.000]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract and melatonin.
[01:18:15.000 --> 01:18:24.000]  Knockout packs a powerful punch to get you through the night and achieve proper sleep. Millions of people around the world experience daytime drowsiness,
[01:18:24.000 --> 01:18:28.000]  but with the rapid speed of life, we need to be able to keep up the pace.
[01:18:28.000 --> 01:18:36.000]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[01:18:36.000 --> 01:18:38.000]  Wake up refreshed and take on the day.
[01:18:38.000 --> 01:18:46.000]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[01:18:46.000 --> 01:18:50.000]  Get the sleep you deserve and experience the power of knockout.
[01:18:50.000 --> 01:18:58.000]  Head on over to InfoWarsLife.com and say goodbye to fatigue. That's InfoWarsLife.com.
[01:18:58.000 --> 01:19:02.000]  Our team is always looking for new ways to improve our products.
[01:19:02.000 --> 01:19:08.000]  That's why we've created the newest version of a fan favorite formula, the Real Red Pill Plus.
[01:19:08.000 --> 01:19:15.000]  The Real Red Pill Plus contains the powerful pregnant alone formula, now with an added energy boost.
[01:19:15.000 --> 01:19:21.000]  Now, you can support your heart, brain and aging process with an added natural energy boost.
[01:19:21.000 --> 01:19:29.000]  The proprietary energy blend includes powerful ingredients like green tea extract, your bimate leaf extract and more.
[01:19:29.000 --> 01:19:33.000]  Paired with the powerful ingredients in the original Real Red Pill formula,
[01:19:33.000 --> 01:19:40.000]  the Real Red Pill has just what you need to support your body while getting the pick-me-up to get you through the day.
[01:19:40.000 --> 01:19:46.000]  The Real Red Pill Plus is a powerful investment into the future of your mind and body.
[01:19:46.000 --> 01:19:49.000]  Don't miss out on the all-new upgrade to your favorite product.
[01:19:49.000 --> 01:19:54.000]  Head to InfoWarsLife.com and get the Real Red Pill Plus today.
[01:19:54.000 --> 01:19:59.000]  Get Real Red Pill Plus now at 50% off.
[01:20:24.000 --> 01:20:27.000]  You want to stop tyranny? Well, so does he.
[01:20:27.000 --> 01:20:33.000]  Live from the InfoWars.com studios, it's Alex Jones.
[01:20:33.000 --> 01:20:39.000]  And it's said in the New Testament that Jesus wept.
[01:20:39.000 --> 01:20:45.000]  The Garden of Gassimidae wept for the folly of humankind.
[01:20:45.000 --> 01:20:48.000]  Forgive them father, they know not what they do.
[01:20:48.000 --> 01:20:54.000]  You can feel energetically in the universe, great crossroads for the future of our species is here.
[01:20:54.000 --> 01:20:58.000]  I was not coming in today, I'm not complaining, I'm just saying this how important this is.
[01:20:58.000 --> 01:21:04.000]  But what I learned from Zach, whose identity I know, after 12 people, including Michael Caputo,
[01:21:04.000 --> 01:21:08.000]  that came on on Monday, the only one that had the courage to do it, not knock on the others,
[01:21:08.000 --> 01:21:15.000]  to say, yeah, it's crazy, you're like a main focus, was Zach, who's just been a caller and then I confirmed who he was
[01:21:15.000 --> 01:21:18.000]  because he was saying stuff I knew that was really on target.
[01:21:18.000 --> 01:21:21.000]  He's probably been on like 10 times or something since I learned who he was.
[01:21:21.000 --> 01:21:28.000]  They claimed Roger and I with Trump are quarterbacking this and that Zach's the traitor in the military.
[01:21:28.000 --> 01:21:35.000]  I'm actually saying, we were going to progress America till Alex stopped it.
[01:21:35.000 --> 01:21:39.000]  I've learned from other people they're doing this, people go, what are you talking about?
[01:21:39.000 --> 01:21:43.000]  Alex Jones is a talk show host. Yeah, he's big, but he's not running it.
[01:21:43.000 --> 01:21:53.000]  So now they're going to move, they basically told Zach from collusion to just being involved in campaigns is illegal.
[01:21:53.000 --> 01:21:58.000]  Or you ordered a ham sandwich in the wrong bank account or whatever, as Roger Stone was saying.
[01:21:58.000 --> 01:22:05.000]  And then Tommy Robinson secretly arrested and disappeared into prison and all of that craziness is going on.
[01:22:05.000 --> 01:22:09.000]  And we've got his crew coming on tomorrow and just all this insanity.
[01:22:09.000 --> 01:22:16.000]  It's like the deep state is freaking out that humanity and America woke up and said, we don't like you.
[01:22:16.000 --> 01:22:20.000]  So they're now just going completely hysterical.
[01:22:20.000 --> 01:22:24.000]  Roger, so let's talk about them honing in on you.
[01:22:24.000 --> 01:22:28.000]  And what you said yesterday on the Sunday show that they're openly trying to frame you.
[01:22:28.000 --> 01:22:30.000]  You've not talked to folks they've talked to.
[01:22:30.000 --> 01:22:32.000]  It is clear where they're going.
[01:22:32.000 --> 01:22:40.000]  They are completely desperate and the Mueller news we now learn is is focusing on Roger Stone.
[01:22:40.000 --> 01:22:44.000]  And I know you're not involved in anything, but me, I mean, that is next level.
[01:22:44.000 --> 01:22:56.000]  They're so crazy, Roger, that they think they're going to say, I'm this foreign agent and the smart money's on like Mueller does with his anthrax stuff.
[01:22:56.000 --> 01:23:00.000]  Other things kill us before we can ever testify.
[01:23:00.000 --> 01:23:02.000]  The word is Mueller is going to kill us.
[01:23:02.000 --> 01:23:12.000]  Well, Alex, first of all, let me touch on something you said earlier, because as you pointed out my my beloved wife, Nydia, the rock in my life,
[01:23:12.000 --> 01:23:17.000]  the literally my soulmate has been in and out of the hospital after emergency surgery.
[01:23:17.000 --> 01:23:27.000]  And I want to report to the Info Wars audience that thanks to your prayers and your well wishes, she is home, she is doing well, and she's on the mend.
[01:23:27.000 --> 01:23:29.000]  There were some setbacks.
[01:23:29.000 --> 01:23:32.000]  So thank you so much prayer works.
[01:23:32.000 --> 01:23:35.000]  You lifted her up with prayer and we are grateful.
[01:23:35.000 --> 01:23:48.000]  No, I think it's absolutely clear that that Mr. Mueller is now sifting through literally every molecule of my being with this microscopic fine tooth comb.
[01:23:48.000 --> 01:23:54.000]  Look at my private life, my personal life, my family, we know 13 people.
[01:23:54.000 --> 01:23:56.000]  It's probably 500.
[01:23:56.000 --> 01:23:58.000]  Well, that's absolutely right.
[01:23:58.000 --> 01:24:00.000]  Most of them under 25 years old.
[01:24:00.000 --> 01:24:13.000]  So these are young people that I employ because I use an army of young entrepreneurs, graphics peoples, researchers, writers, camera men, gaffers and so on.
[01:24:13.000 --> 01:24:24.000]  These people have been terrorized by some of the special counsel's people and it's abundantly clear there is one theme in every interview.
[01:24:24.000 --> 01:24:29.000]  Really, two, one, tell us about Stone's involvement with Alex Jones.
[01:24:29.000 --> 01:24:33.000]  Two, do you think that Stone will testify against the president?
[01:24:33.000 --> 01:24:36.000]  That's very clearly where they're going.
[01:24:36.000 --> 01:24:40.000]  Now, I don't know what Michael Cohen will do.
[01:24:40.000 --> 01:24:43.000]  I don't know what Michael Cohen has done.
[01:24:43.000 --> 01:24:47.000]  I don't know what Michael Cohen knows, but I do know this.
[01:24:47.000 --> 01:24:49.000]  I am no rat.
[01:24:49.000 --> 01:25:02.000]  I will not bear false witness against this president to get myself off the hook for some fabricated bogus offense that they cook up as leverage to get me to roll on the president.
[01:25:02.000 --> 01:25:09.000]  But they are counting on the fact that I don't have the financial resources to fight.
[01:25:09.000 --> 01:25:11.000]  And that's why we're going to have a fundraiser next week.
