[00:00.000 --> 00:17.000]  Big Brother. Mainstream media. Government cover-ups. You want answers? Well, so does he.
[1:18:25.000 --> 1:18:29.000]  Floor life supports your body's core, where you need it most, including digestion,
[1:18:29.000 --> 1:18:32.000]  regularity, immunity, the gut lining, and metabolism.
[1:18:32.000 --> 1:18:36.000]  Did you know that over 80% of your immune system is located in your gut?
[1:18:36.000 --> 1:18:41.000]  That's why increasing gut probiotic levels is so important for overall health.
[1:18:41.000 --> 1:18:45.000]  Floor life is sold as a 15 billion probiotic for everyday maintenance care,
[1:18:45.000 --> 1:18:49.000]  50 billion probiotic for a 30-day advanced gut restoration program.
[1:18:49.000 --> 1:18:53.000]  Head to infowarslife.com to pick up your bottle of floor life probiotics today.
[1:18:53.000 --> 1:18:57.000]  That's infowarslife.com.
[1:18:57.000 --> 1:19:00.000]  Mike in Arizona, you're on the air worldwide. Go ahead.
[1:19:00.000 --> 1:19:02.000]  Oh, Alex, you can rent any day of the week.
[1:19:02.000 --> 1:19:07.000]  Thank you, sir, for doing what you do and being a patriot and doing your best to save America
[1:19:07.000 --> 1:19:12.000]  and encouraging us as fellow patriots to do that in our local areas as well.
[1:19:12.000 --> 1:19:17.000]  And as a longtime infowars listener, I want to say thanks for the awesome brain force,
[1:19:17.000 --> 1:19:21.000]  Anthroplex. My girlfriend would like to say thanks for the Anthroplex, too.
[1:19:21.000 --> 1:19:22.000]  Thank you.
[1:19:22.000 --> 1:19:27.000]  I use the Biotru Selenium, the super blue toothpaste for you folks who aren't big normal toothpaste fans.
[1:19:27.000 --> 1:19:32.000]  The super blue is awesome. And thank you so much, Alex, for the infowarslife products.
[1:19:32.000 --> 1:19:35.000]  They are quality. I can't wait to get some more.
[1:19:35.000 --> 1:19:38.000]  And thank you so much for doing that for us to keep us healthy.
[1:19:38.000 --> 1:19:39.000]  Absolutely.
[1:19:39.000 --> 1:19:44.000]  And because then we could all, as educated patriots, help our other countrymen and women
[1:19:44.000 --> 1:19:49.000]  understand that there's a bigger problems going on and if we can get our houses in order
[1:19:49.000 --> 1:20:18.000]  and be good to each other and ourselves, we can take our country back.
[1:20:18.000 --> 1:20:25.000]  It's Alex Jones on the GCM radio network.
[1:20:25.000 --> 1:20:29.000]  Alex Jones on a working vacation. It's the only type of vacation he knows.
[1:20:29.000 --> 1:20:34.000]  Owen Troyer filling in for Alex Jones. We go to the phone lines now.
[1:20:34.000 --> 1:20:37.000]  Let's kick it off with Lance calling in from Texas.
[1:20:37.000 --> 1:20:40.000]  Go ahead, Lance. You're on the air.
[1:20:40.000 --> 1:20:41.000]  Hey, Owen.
[1:20:41.000 --> 1:20:42.000]  Hey.
[1:20:42.000 --> 1:20:44.000]  You handsome son of a gun.
[1:20:44.000 --> 1:20:51.000]  I'd always just listened to you guys over the shortwave, but I saw you on the internet
[1:20:51.000 --> 1:20:55.000]  the other day. I got to ask you a question.
[1:20:55.000 --> 1:20:59.000]  Do you get sexually harassed by those women in Austin?
[1:20:59.000 --> 1:21:02.000]  I used to live there.
[1:21:02.000 --> 1:21:10.000]  You know, I made a joke of it yesterday because of the whole Joy Villa thing, which again,
[1:21:10.000 --> 1:21:14.000]  I mean, at least, you know, part of me is like, hey, she's pressing charges.
[1:21:14.000 --> 1:21:16.000]  So at least, you know, that's one thing.
[1:21:16.000 --> 1:21:22.000]  The other part of me is like, you know, if some, let's say a drunk woman walks up to me
[1:21:22.000 --> 1:21:26.000]  and slaps me on the butt, the last thing I'm thinking about is a lawsuit.
[1:21:26.000 --> 1:21:32.000]  I can assure you that, you know, but now this whole story is kind of taking a weird turn.
[1:21:32.000 --> 1:21:37.000]  I mean, if you look at the picture of Joy and Corey Lewandowski, she seems to be enjoying herself.
[1:21:37.000 --> 1:21:40.000]  Other people that were at that event said they never saw such a thing, but I don't know.
[1:21:40.000 --> 1:21:42.000]  That's a non-issue to me.
[1:21:42.000 --> 1:21:46.000]  In fact, you know, I'll just be perfectly honest with you at this point.
[1:21:46.000 --> 1:21:48.000]  I don't really care about any of the details of this.
[1:21:48.000 --> 1:21:49.000]  It's none of my business.
[1:21:49.000 --> 1:21:54.000]  However, I'll just go ahead and make this statement now because I know a lot of our audience wants to hear it.
[1:21:54.000 --> 1:21:57.000]  But I just don't think Joy is electable at this point.
[1:21:57.000 --> 1:22:01.000]  She's too toxic with the Scientology stuff and now with this lawsuit going.
[1:22:01.000 --> 1:22:06.000]  Unfortunately, that's just my opinion and no one's going to censor me here at InfoWars.
[1:22:06.000 --> 1:22:07.000]  So that's me.
[1:22:07.000 --> 1:22:13.000]  But as far as being sexually assaulted, I mean, it's just ridiculous.
[1:22:13.000 --> 1:22:20.000]  You know, if someone is sexually assaulted, it's like, you know, it's kind of obvious.
[1:22:20.000 --> 1:22:25.000]  If someone is drunk and walks up to a girl at the bar and is inappropriately slapping them on the butt,
[1:22:25.000 --> 1:22:29.000]  what happened to a nice turnaround slap in the face right in public?
[1:22:29.000 --> 1:22:33.000]  A little public embarrassment, perhaps, is all that person deserves.
[1:22:33.000 --> 1:22:39.000]  But now, apparently, you know, it's an assault if you drunkenly pat a girl on the butt, not saying, I do that.
[1:22:39.000 --> 1:22:43.000]  But, you know, again, is that worthy of a lawsuit and a police investigation?
[1:22:43.000 --> 1:22:44.000]  I don't know.
[1:22:44.000 --> 1:22:48.000]  And, you know, harassment now is asking a girl for a phone number.
[1:22:48.000 --> 1:22:52.000]  So what they're going to do is they're going to turn men off from having a libido.
[1:22:52.000 --> 1:22:56.000]  They're going to turn men off from actually approaching a woman they find attractive.
[1:22:56.000 --> 1:23:01.000]  And this is all part of the destroying of the family agenda that we know exists.
[1:23:01.000 --> 1:23:04.000]  But as far as I'm not even going to answer that question.
[1:23:04.000 --> 1:23:05.000]  Thank you for the call, Lance.
[1:23:05.000 --> 1:23:11.000]  Let's go to Kevin in West Virginia, which, by the way, it looks like Kevin is calling on this subject.
[1:23:11.000 --> 1:23:18.000]  What I want to hear from callers is Pew Research Center had a story today, 17 striking findings from 2017.
[1:23:18.000 --> 1:23:20.000]  I find them to be rather trivial.
[1:23:20.000 --> 1:23:23.000]  So I want to know what are the biggest striking findings to you?
[1:23:23.000 --> 1:23:32.000]  My list has to be, you know, Peter Stroke, Bruce Orr and everything that was exposed with them trying to fix the election from the people electing Donald Trump.
[1:23:32.000 --> 1:23:35.000]  You've got Hillary Clinton rigging the primaries against Bernie Sanders.
[1:23:35.000 --> 1:23:38.000]  You got the JFK cover up being exposed.
[1:23:38.000 --> 1:23:40.000]  Those are my biggest striking findings.
[1:23:40.000 --> 1:23:41.000]  Let's now go to Kevin.
[1:23:41.000 --> 1:23:45.000]  Kevin, what do you think was this most striking finding in 2017?
[1:23:45.000 --> 1:23:47.000]  Well, I have two.
[1:23:47.000 --> 1:23:57.000]  And the number one is the JFK files. It proves to me that the same tactics that they were using back in the 60s are the same tactics that they're using today.
[1:23:57.000 --> 1:23:58.000]  Now, let's be clear here.
[1:23:58.000 --> 1:24:08.000]  Are you talking about how the government and the CIA implants operators in media in order to carry out false news and false narratives?
[1:24:08.000 --> 1:24:10.000]  Absolutely. That's one of them.
[1:24:10.000 --> 1:24:12.000]  Is that tactics with Mockingbird?
[1:24:12.000 --> 1:24:17.000]  Exactly. And if Project Mockingbird was exposed in the church hearings, so this is just history.
[1:24:17.000 --> 1:24:19.000]  Yes, just history.
[1:24:19.000 --> 1:24:30.000]  The other thing that I find to be very, very fascinating, and I take a whole different approach to this, and it's the Pentagon releasing their black operations,
[1:24:30.000 --> 1:24:43.000]  showing that we actually have, quote, unquote, alternative physics for energies, you know, zero point energy and energy we could be using to stop these, I call them, big energy or the oligarchs.
[1:24:43.000 --> 1:24:47.000]  You know, that's one less thing like in a light bill that we need to be paying.
[1:24:47.000 --> 1:24:58.000]  When we know there's this alternative physics and alternative energy and alternative, you know, technologies per se out there, to me, I find that fascinating.
[1:24:58.000 --> 1:25:00.000]  I don't think it's, you know, extraterrestrial, whatever.
[1:25:00.000 --> 1:25:12.000]  Well, you know what, that might be something, Kevin, to look forward to in the coming years, maybe 2018, maybe 2019, because let's not forget the inaugural address from President Trump said,
[1:25:12.000 --> 1:25:17.000]  we're going to discover the mysteries and the secrets of the universe together, the hidden technologies and everything.
[1:25:17.000 --> 1:25:19.000]  So maybe that's some of the stuff he's talking about.
[1:25:19.000 --> 1:25:31.000]  We know that, I think it was his uncle that was working with Tesla, so there's all kinds of theories out there, but I don't know if you could say that that was something as far as the striking finding in 2017,
[1:25:31.000 --> 1:25:37.000]  because I don't know if we have enough evidence to put on the table yet, but that might be something to look forward to.
[1:25:37.000 --> 1:25:38.000]  Absolutely.
[1:25:38.000 --> 1:25:44.000]  And there's one more interesting with talking about of light extension technologies and all that technology.
[1:25:44.000 --> 1:25:54.000]  I've called in and told you before, I have what's called retinitis pigmentosa, and I'm losing my eyesight, and they have came out with a new disease or a new cure, an eye injection,
[1:25:54.000 --> 1:25:59.000]  doing stem cell research and gene therapy.
[1:25:59.000 --> 1:26:03.000]  So that breaking, you know, on the medical side, it's huge, huge.
[1:26:03.000 --> 1:26:05.000]  But I have my own questions, you know, with that.
[1:26:05.000 --> 1:26:07.000]  I mean, am I still human if I do this?
[1:26:07.000 --> 1:26:11.000]  You know, I have all those other questions, you know, with the, you know...
[1:26:11.000 --> 1:26:19.000]  Well, you know what, I would say, you know, that is something obviously very personal to you, and I don't know if you're a religious person, but, you know, you're a maker.
[1:26:19.000 --> 1:26:21.000]  Yeah, absolutely.
[1:26:21.000 --> 1:26:32.000]  But I find, you know, just like you said, it's not really that big of a finding or shocking, but I do think it's something we should look forward to.
[1:26:32.000 --> 1:26:41.000]  I think so, and I think so, and I have other, you know, listeners that tell me about, you know, certain things that have, you know, kept them down or diseases or whatever,
[1:26:41.000 --> 1:26:48.000]  and now they're discovering, you know, 10 years ago they were told they'd never be able to walk, now they're looking at 2018 hoping to walk in.
[1:26:48.000 --> 1:26:50.000]  So there are incredible stories like that out there.
[1:26:50.000 --> 1:26:53.000]  Thank you so much for calling, Kevin, and just a point to that.
[1:26:53.000 --> 1:26:55.000]  This comes from the Washington Post.
[1:26:55.000 --> 1:27:00.000]  Americans are dying younger than people in other rich nations.
[1:27:00.000 --> 1:27:09.000]  Well, basically the story here is Americans' life expectancy doesn't make sense according to the standard of living.
[1:27:09.000 --> 1:27:12.000]  And of course, there is an explanation to that.
[1:27:12.000 --> 1:27:20.000]  We are literally poisoning our water supply with glyphosates and fluorosilic acid, and we have poisoned our food supply with GMOs,
[1:27:20.000 --> 1:27:25.000]  and we've poisoned our environment with geoengineering and chemtrails.
[1:27:25.000 --> 1:27:32.000]  So if you're wondering why we have such a lower life expectancy than other nations with the standard of living we have,
[1:27:32.000 --> 1:27:36.000]  well, that's because we've poisoned ourselves and poisoned our environment.
[1:27:36.000 --> 1:27:42.000]  And at infowarstore.com, we provide solutions to the poisons that are in the food, the water, and the environment.
[1:27:42.000 --> 1:27:43.000]  Thank you so much for the call.
[1:27:43.000 --> 1:27:48.000]  Sam, calling in from Mexico, you got 60 seconds, fire away.
[1:27:48.000 --> 1:27:53.000]  The skeletons in the closet, the Clinton crime conspiracy.
[1:27:53.000 --> 1:27:58.000]  Awesome that all that's coming up and it's being discussed even in the popular media.
[1:27:58.000 --> 1:28:03.000]  And also the Trump revolution that's going all around the world.
[1:28:03.000 --> 1:28:08.000]  We've talked about that some in Europe, but it's happening also all through the America.
[1:28:08.000 --> 1:28:17.000]  So you say the Clinton body count going mainstream and nationalism going worldwide are the two things to you that were striking in 2017?
[1:28:17.000 --> 1:28:18.000]  Absolutely.
[1:28:18.000 --> 1:28:25.000]  Three different elections just happened in South America in December, conservative candidates getting in.
[1:28:25.000 --> 1:28:29.000]  All these nations are very critical to our security in America.
[1:28:29.000 --> 1:28:34.000]  And we really should have shown them that the Democratic and the Christian way of life a long time ago.
[1:28:34.000 --> 1:28:37.000]  Brazil also has a big election coming up this year.
[1:28:37.000 --> 1:28:39.000]  They've got nationalist candidates rising.
[1:28:39.000 --> 1:28:41.000]  It's a very exciting time.
[1:28:41.000 --> 1:28:45.000]  And that's the thing, people say, oh, you're nationalist, so you must hate everyone.
