[00:00.000 --> 00:20.000]  Music
[1:08:48.820 --> 1:08:54.820]  absolutely over the top, now I haven't hit all the other coronavirus news, I think I
[1:08:55.620 --> 1:08:59.300]  skimmed over the first three or four articles with about 40 articles I've got right here, so let me
[1:08:59.300 --> 1:09:02.980]  just read you, just give you an idea of what's going on and a lot of this you would have already
[1:09:02.980 --> 1:09:06.340]  heard from us, we warned you it was all coming because it's all in the UN plan, people keep asking
[1:09:06.340 --> 1:09:09.700]  how do we know all this stuff's coming, well because it's a UN plan, I mean it's like you're
[1:09:09.700 --> 1:09:13.460]  reading a play and if you've already read the play before you go see the play you know what's
[1:09:13.460 --> 1:09:18.980]  going to happen, so let's just go over it for you right now, World Health Organization,
[1:09:18.980 --> 1:09:24.180]  bigger pandemic than COVID is coming and world governments need to counter it, remember Bill
[1:09:24.180 --> 1:09:28.580]  Gates said that on television a few months ago, he said oh this is just a drill, the real one's
[1:09:28.580 --> 1:09:32.900]  coming, you've been such good slaves that you've behaved so well so we're going to use this even
[1:09:32.900 --> 1:09:37.620]  more, whistleblower, globalist planning more lockdowns to usher in universal basic income,
[1:09:37.620 --> 1:09:41.140]  well yeah I mean whistleblower, hell it's cloud swab and all admitted, I mean it's right there,
[1:09:42.740 --> 1:09:46.420]  of course it's now admitted that China is bragging that the COVID will destroy us and keep us
[1:09:46.420 --> 1:09:50.020]  locked down, not COVID but the lockdown from it because they control us and then the globalists
[1:09:50.020 --> 1:09:54.500]  are all invested in China so their investments all go up, then after a decade of us being in
[1:09:54.500 --> 1:09:57.540]  a depression they bring the money back from China and buy it all up for the dollar,
[1:09:59.860 --> 1:10:06.020]  continuing here, UK professor lockdown, again this is the UK professor who designed the lockdown
[1:10:06.020 --> 1:10:12.260]  Bragg's adopting CHICOM model allowed British government to get away with the shutdowns and
[1:10:12.260 --> 1:10:16.980]  China's example helped them lead the way and now the UK is the example of the world for future
[1:10:16.980 --> 1:10:24.180]  lockdowns, Rubio says elites tricking Americans into taking vaccines and that we shouldn't trust
[1:10:24.180 --> 1:10:30.740]  them and that the elites are in a bubble, wow, appeals court says Governor Cuomo's lockdown
[1:10:30.740 --> 1:10:35.060]  restrictions on religious gatherings violated the constitution but they still keep doing it,
[1:10:35.060 --> 1:10:39.140]  saying your church is not essential, your restaurant is not essential, your bar is not
[1:10:39.140 --> 1:10:44.660]  essential, your dojo is not essential, your auto parts store is not essential but all the big
[1:10:44.660 --> 1:10:51.540]  establishment things and when Cuomo wanted to go and let the Grammys go forward or was the Emmys,
[1:10:51.540 --> 1:10:57.620]  it was the Emmys, he then got an Emmy for the great job he's done with COVID, how sick and
[1:10:57.620 --> 1:11:03.060]  disgusting, Nobel Peace Prizes are worthless, Emmys are worthless, Oscars are worthless,
[1:11:03.060 --> 1:11:07.380]  these are like anchors around your necks, these are signs of how disgusting you are.
[1:11:10.660 --> 1:11:18.660]  UK again continues its lockdown, epic, unmasked woman stands her ground when confronted by
[1:11:18.660 --> 1:11:22.180]  mask Nazis, I played part of that earlier, I'm gonna put the whole thing when we come back,
[1:11:23.140 --> 1:11:27.620]  horror, Nashville, nurse gets bells palsy from vaccine, we're gonna play that again
[1:11:27.620 --> 1:11:31.380]  and then I've already mentioned this but here it is, John Hopkins University newsletter,
[1:11:31.380 --> 1:11:35.300]  ranch studies saying COVID, relatively no effect on deaths in the US,
[1:11:35.300 --> 1:11:38.900]  they deleted it after publication because they pointed out, well the year's not over,
[1:11:38.900 --> 1:11:46.980]  well they did year to date, they did, they did January 1st, 2019 to the point in September they
[1:11:46.980 --> 1:11:51.300]  were, they did the same thing here and found the same amount of deaths roughly, well they said,
[1:11:51.300 --> 1:11:55.860]  well that isn't for the whole year, so now we're almost, the year's almost over, I went and looked
[1:11:55.860 --> 1:12:02.580]  at the numbers, looks like there'll be less deaths in 2020 total than last year, it's all a hoax,
[1:12:02.580 --> 1:12:08.980]  it's all a fraud, it's all a scam, here's the newsletter right here, a closer look at US deaths
[1:12:08.980 --> 1:12:13.700]  due to COVID-19, and remember they're using all the fake stuff, people that out of other things as
[1:12:13.700 --> 1:12:19.940]  COVID death, that's why the numbers are staying relatively the same, new study of 10 million
[1:12:19.940 --> 1:12:25.220]  Chinese finds asymptomatic COVID spread never existed, everything we were first told isn't
[1:12:25.220 --> 1:12:30.500]  true, journalists hounded after pointing out that only old and sick die from COVID, they just put
[1:12:30.500 --> 1:12:35.140]  that on the death certificate, everybody that dies now, former CDC chief calls for immunity
[1:12:35.140 --> 1:12:40.660]  passports to prove COVID vaccine before travel, even though the head of the WHO says it won't
[1:12:40.660 --> 1:12:45.380]  even protect you, and the insurance companies, the same ones making money while the hospitals are
[1:12:45.380 --> 1:12:56.340]  shut down, not giving care, are the ones pushing the whole deal, they'll be back, stay with us.
[1:13:15.620 --> 1:13:21.380]  Now a limited supply is back in stock, 25% off at infowarsstore.com, pollen block again
[1:13:22.100 --> 1:13:25.780]  is available in this one minute ad, I don't have time to tell you all about it,
[1:13:25.780 --> 1:13:30.420]  but believe me, I have really wanted it back in because it works naturally, unlike some of the
[1:13:30.420 --> 1:13:35.300]  stuff that's over the counter that makes you all be speedy and irritable and gives you a headache,
[1:13:35.300 --> 1:13:40.260]  this is naturally occurring, it's the secret of how the quail don't have the seasonal distress,
[1:13:40.260 --> 1:13:45.460]  and it's passed on somehow through their eggs to us, you chew up the pills, they taste great,
[1:13:45.460 --> 1:13:50.900]  it's available again, infowarsstore.com, pollen block, infowarsstore.com,
[1:13:50.900 --> 1:13:55.700]  it's time to show them what a real alpha male looks like with one of our most powerful products
[1:13:55.700 --> 1:14:01.860]  ever made, alpha power, as you age, your body can lose testosterone over time, with the incredible
[1:14:01.860 --> 1:14:06.740]  ingredients in this formula, we can help you beat the test of time and assist in restoring that
[1:14:06.740 --> 1:14:12.340]  lost energy and mood that comes with time and age, alpha power's incredible ingredients can help you
[1:14:12.340 --> 1:14:17.220]  boost your sports performance or enhance your day to day life with ease while encouraging
[1:14:17.220 --> 1:14:24.420]  hormonal balance, perfect by itself or with super male vitality in the true alpha male path, alpha
[1:14:24.420 --> 1:14:29.540]  power can help boost performance, help maintain normal testosterone levels, support healthy
[1:14:29.540 --> 1:14:35.300]  cholesterol and more, let alpha power help bring you to the peak of your optimal health, don't
[1:14:35.300 --> 1:14:40.500]  fall short on energy in the fight against tyranny, show the world what a true alpha male looks like
[1:14:40.500 --> 1:15:10.340]  today with alpha power, head to infowarsstore.com today, you're listening to the alex jones show
[1:15:41.460 --> 1:15:54.020]  well khalia michel is a nurse in tennessee in nashville and people go on and check she's a nurse
[1:15:54.020 --> 1:15:57.940]  that happened to her it's happening all over the place they admit that you can get bell's palsy
[1:15:57.940 --> 1:16:04.260]  or your face being paralyzed or a lot worse, guillomba rays, narcolepsy, permanent epilepsy,
[1:16:04.260 --> 1:16:07.940]  well you can just have a convulsion and die too that's what happens to a lot of little babies
[1:16:07.940 --> 1:16:12.340]  when you take vaccines but this vaccine they admitted is going to have a lot more reactions
[1:16:12.340 --> 1:16:19.700]  bill gates admitted that other vaccines is not a vaccine it's an mRNA mutinogen that just begins
[1:16:19.700 --> 1:16:24.340]  cell by cell to take over every cell in your body reprogramming them and it's got the whole
[1:16:24.340 --> 1:16:30.580]  genome of a dead boy from 1966 in it that's in the patent of the fizer one it's got jellyfish
[1:16:30.580 --> 1:16:38.420]  genes and you go study the other mra ones they're even crazier and even top scientists say we don't
[1:16:38.420 --> 1:16:44.020]  know why they're putting jellyfish genes in people we just know this is really really dangerous so
[1:16:44.020 --> 1:16:49.220]  we don't just need resistance to this we don't just need congress to stop the censorship and and
[1:16:49.220 --> 1:16:55.140]  not let you know big tech engage in a cover-up because they're partially owned by big pharma
[1:16:55.140 --> 1:17:00.260]  google and others are merged with big pharma bill gates is heavily invested in in facebook
[1:17:01.860 --> 1:17:09.460]  zuckerberg basically works for bill gates this is racketeering to have big tech with big pharma
[1:17:09.460 --> 1:17:14.420]  with the media suppressing consumer reviews and people that don't want to take this and they've
[1:17:14.420 --> 1:17:20.420]  got liability protection and they admit it reprograms ourselves i mean imagine 20 years ago
[1:17:20.420 --> 1:17:25.780]  we're talking about monsanto taking over all the crops with their gmo and don't produce seeds
[1:17:25.780 --> 1:17:29.380]  anymore that produce new plants so you got to buy it each year from them and then all the
