[00:00:04.497 --> 00:00:06.372]  Mechanism, not globalism!
[00:52:34.855 --> 00:52:36.316]  They've given them poisoned food.
[00:52:36.316 --> 00:52:37.597]  They don't even know who they are.
[00:52:37.597 --> 00:52:42.721]  And all these little demonic, skexy vultures are perched on top of them, looking down on them.
[00:52:42.721 --> 00:52:52.128]  And then Obama realizes there's still a spirit in the country of people that have guns and grow things and aren't under our full control yet.
[00:52:52.128 --> 00:52:52.909]  What do we do?
[00:52:52.909 --> 00:52:54.370]  We call them white people.
[00:52:54.370 --> 00:52:55.651]  And we make it all racial.
[00:52:55.651 --> 00:52:58.073]  So if they ever don't want to go along with something, they're racist.
[00:52:58.073 --> 00:53:00.395]  And then we tell all our slaves in the inner cities,
[00:53:02.052 --> 00:53:09.178]  You don't have a good life because there's white people in Montana!
[00:53:09.178 --> 00:53:10.520]  You know why they won?
[00:53:10.520 --> 00:53:11.681]  White people did it.
[00:53:11.681 --> 00:53:14.263]  And the KKK is taking over.
[00:53:14.263 --> 00:53:15.164]  And then you wonder why.
[00:53:15.164 --> 00:53:18.127]  You get out of the gas station.
[00:53:18.127 --> 00:53:21.850]  You wander in and it's almost a war scene.
[00:53:21.850 --> 00:53:25.334]  And you're thinking, is that guy looking at me like he wants to attack me?
[00:53:26.175 --> 00:53:31.038]  And then that guy checks out and the guy behind the counter, the Hispanic guy goes, Alex is pretty scary.
[00:53:31.038 --> 00:53:32.619]  People are pretty mad.
[00:53:32.619 --> 00:53:33.059]  What do you think?
[00:53:33.059 --> 00:53:35.801]  I said, well, Trump's going to cut taxes for poor people.
[00:53:35.801 --> 00:53:36.961]  He goes, I know, I like it.
[00:53:36.961 --> 00:53:39.523]  He goes, but it's scary.
[00:53:39.523 --> 00:53:41.664]  I walk outside.
[00:53:41.664 --> 00:53:42.945]  Big black guy comes walking over.
[00:53:42.945 --> 00:53:46.166]  Look at the way he's thinking about saying something.
[00:53:46.166 --> 00:53:48.188]  I just go, OK.
[00:53:50.655 --> 00:53:55.039]  I mean, we are so far gone, ladies and gentlemen.
[00:53:55.039 --> 00:53:56.741]  We are so far gone.
[00:53:56.741 --> 00:54:00.024]  They have literally set up abortuaries in all these neighborhoods.
[00:54:00.024 --> 00:54:03.748]  They have literally destroyed these people's families, shipped drugs and done it all.
[00:54:03.748 --> 00:54:14.518]  Now, as an organized army of dumbed down zombies, they're going to forge these giant unwashed masses into the final detonator to sink the country.
[00:54:19.380 --> 00:54:23.783]  Think about that, and we will be just like Venezuela, folks.
[00:54:23.783 --> 00:54:26.545]  So, you want to go under hardcore social engineering, you're looking at it.
[00:54:26.545 --> 00:54:33.729]  And so understand, when you see MSNBC and CNN, these are sworn enemies of you and your family.
[00:54:33.729 --> 00:54:34.410]  This is a war!
[00:54:35.794 --> 00:54:39.037]  I mean, think of it as a naval battle or a space battle.
[00:54:39.037 --> 00:54:48.467]  Imagine Info Wars is like Defense Ship One or Defense Ship Five, doesn't matter, but like out there blasting with the truth in a war with their own documents.
[00:54:48.467 --> 00:54:55.114]  And they're just mining the waters with racism, racism, sexism, homophobe, infight, infight, divide and conquer.
[00:54:55.114 --> 00:54:55.895]  That's all they've got.
[00:54:59.708 --> 00:55:04.774]  And again, they teach themselves, they brag how to lie, how to deceive, how to F you over.
[00:55:04.774 --> 00:55:07.217]  That's why you read these emails, it's so nasty.
[00:55:07.217 --> 00:55:09.780]  You say, how are these people all so evil?
[00:55:09.780 --> 00:55:15.968]  It's not that that's so common, it's that you don't get in their club unless you sit around talking about how much you hate the general public.
[00:55:15.968 --> 00:55:16.649]  Do you understand that?
[00:55:21.966 --> 00:55:22.706]  I had some other guests.
[00:55:22.706 --> 00:55:23.967]  I've pretty much cancelled them.
[00:55:23.967 --> 00:55:30.470]  I've got Rappaport coming on because I want to just take time to play clips and cover the news, but we're in incredibly positive straits.
[00:55:30.470 --> 00:55:32.191]  They tried to steal everything.
[00:55:32.191 --> 00:55:33.972]  And here's the positive news.
[00:55:33.972 --> 00:55:37.053]  They were going to get four to five Supreme Court justices.
[00:55:37.053 --> 00:55:40.775]  This is a reprieve on the execution of the country.
[00:55:40.775 --> 00:55:49.959]  They already had fully dissolved the borders and were trying to collapse the economy by letting everybody with diseases come in at record levels, not even treating them, which is a serious crime.
[00:55:51.215 --> 00:55:55.138]  On multiple levels.
[00:55:55.138 --> 00:55:58.821]  They were going to launch a war with Russia, and they still might try it in the next two months.
[00:55:58.821 --> 00:56:00.762]  They were going to do a hellish thing.
[00:56:00.762 --> 00:56:14.192]  I mean, we had true evil scurrying around, couldn't believe it was in full control of the New Atlantis, couldn't believe it had actually seized the mythical Republic.
[00:56:14.192 --> 00:56:17.555]  They actually had it in their hands, part way, and were about to finish it.
[00:56:18.618 --> 00:56:27.005]  And along comes Donald Trump and InfoWars and Drudge and these movements that were already there and Americana waiting for its spirit to come right back in.
[00:56:27.005 --> 00:56:30.988]  And now the Phoenix is beginning to fire up.
[00:56:30.988 --> 00:56:33.511]  It is not risen again, but the fire has been
[00:56:35.600 --> 00:56:39.864]  And the enemy is screaming in fear, like a volcano's going off.
[00:56:39.864 --> 00:56:43.487]  They see the fire in the night.
[00:56:43.487 --> 00:56:48.792]  Because what happens once prosperity flows and honor and strength, we rediscover who we are, we come together.
[00:56:48.792 --> 00:56:53.837]  And all these people manipulating us against each other have been exposed for who they are.
[00:56:53.837 --> 00:56:55.919]  Their control is over.
[00:56:56.980 --> 00:56:58.002]  See, you don't want control.
[00:56:58.002 --> 00:56:59.203]  You're a patriot.
[00:56:59.203 --> 00:57:00.084]  You just want your own life.
[00:57:00.084 --> 00:57:01.106]  You build things.
[00:57:01.106 --> 00:57:02.448]  They want control.
[00:57:02.448 --> 00:57:07.074]  Before I go any further, because they're going to kill me because I never plug, I want to thank everybody for your support.
[00:57:07.074 --> 00:57:07.795]  We have extended it.
[00:57:08.581 --> 00:57:09.722]  They've actually taken it down this morning.
[00:57:09.722 --> 00:57:10.863]  I said, no, this is a victory.
[00:57:10.863 --> 00:57:11.704]  This is a celebration.
[00:57:11.704 --> 00:57:14.326]  I'm extending it right through this weekend, but then we have to stop.
[00:57:14.326 --> 00:57:24.534]  34% off all the affordable food, 30% off Super Bowl Vitality, 30% off X2, DNA 4, 30% off everything is 30 to 40% off, except for the apparel.
[00:57:24.534 --> 00:57:26.176]  That's 15% off.
[00:57:26.176 --> 00:57:28.438]  Trump is my president shirt is about to sell out.
[00:57:28.438 --> 00:57:29.158]  It's limited edition.
[00:57:29.158 --> 00:57:29.859]  That will be gone.
[00:57:32.239 --> 00:57:34.381]  Infowarsstore.com is the umbrella site.
[00:57:34.381 --> 00:57:36.842]  Infowarslife.com is the sub-site.
[00:57:36.842 --> 00:57:42.267]  Madein1776.com is the Made in America apparel sub-site, but you can find it all at Infowarsstore.com.
[00:57:42.267 --> 00:57:44.448]  Free shipping, free shipping, free shipping.
[00:57:44.448 --> 00:57:53.115]  And by the way, we are ready into the next phase of the war, proving we deliver, proving we are totally committed, and the zeitgeist of resistance, that we are now ready
[00:57:54.352 --> 00:57:55.633]  Take this like a military operation.
[00:57:55.633 --> 00:57:59.656]  We've got one battered attack cruiser, folks.
[00:57:59.656 --> 00:58:00.157]  Alright?
[00:58:00.157 --> 00:58:05.081]  And we have sunk more enemy ships than probably anybody out there in this fight, okay?
[00:58:07.313 --> 00:58:10.436]  And we want to launch more ships.
[00:58:10.436 --> 00:58:13.598]  I don't want the responsibility, but I don't know, maybe we need ten ships.
[00:58:13.598 --> 00:58:16.581]  Maybe we need to be bigger than Fox News, five times bigger, ten times bigger.
[00:58:16.581 --> 00:58:17.341]  That's up to you.
[00:58:17.341 --> 00:58:21.545]  And when I mean bigger, I mean having the personnel, having a thousand people, not sixty.
[00:58:21.545 --> 00:58:26.629]  If we have sixty people, imagine what a hundred would do, two hundred, three hundred.
[00:58:26.629 --> 00:58:29.031]  I don't want to actually do that because of infiltration and other issues, but
[00:58:29.867 --> 00:58:39.340]  We want to hire 10, 15 more people, and if you fill our coffers, you better believe I'm gonna reload and launch another frigate and retool this one for the next attack profile.
[00:58:39.340 --> 00:58:40.081]  Stay with us.
[00:58:40.081 --> 00:58:41.022]  We are victory.
[00:58:41.022 --> 00:58:41.323]  We are 1776.
[00:58:41.323 --> 00:58:41.943]  We are America!
[00:58:41.943 --> 00:58:43.105]  Visit GCNlive.com today.
[00:58:50.433 --> 00:58:51.894]  You developed Living Defense for us.
[00:58:51.894 --> 00:58:53.215]  It took you over a year to do it.
[00:58:53.215 --> 00:58:54.416]  Why is this so good?
[00:58:54.416 --> 00:58:59.701]  Because people are actually waking up to the problem that pretty much scares me the most.
[00:58:59.701 --> 00:59:13.254]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system, but right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[00:59:13.254 --> 00:59:14.615]  Right now with all the refugees,
[00:59:15.396 --> 00:59:17.037]  Uh, spreading disease around.
[00:59:17.037 --> 00:59:19.597]  We have biological warfare going on everywhere.
[00:59:19.597 --> 00:59:20.918]  These are all parasites.
[00:59:20.918 --> 00:59:22.018]  Tell us about all the stuff that's in it.
[00:59:22.018 --> 00:59:23.358]  There's so many things that are in it.
[00:59:23.358 --> 00:59:27.840]  You have the neem in there, you have the organic clove bug, the organic wormwood.
[00:59:27.840 --> 00:59:31.121]  I recommend doing a parasite cleanse at least twice a year.
[00:59:31.121 --> 00:59:34.202]  Alright, well, I'm glad we've got some back in because I'm going back on it today.
[00:59:34.202 --> 00:59:35.242]  It just came back in yesterday.
[00:59:35.242 --> 00:59:37.163]  LivingDefense, InfowarsLife.com.
[00:59:37.163 --> 00:59:38.203]  And folks, you can't lose.
[00:59:38.203 --> 00:59:40.904]  It's full of stuff that's great for your body, period.
[00:59:40.904 --> 00:59:41.024]  And...
[00:59:41.764 --> 00:59:43.606]  You're listening to the Alex Jones Show!
[01:00:13.331 --> 01:00:14.431]  Big Brother.
[01:00:14.431 --> 01:00:16.252]  Mainstream media.
[01:00:16.252 --> 01:00:18.152]  Government cover-ups.
[01:00:18.152 --> 01:00:19.853]  You want to stop tyranny?
[01:00:19.853 --> 01:00:21.473]  Well, so does he.
[01:00:21.473 --> 01:00:34.117]  Live from the Infowars.com studios, it's Alex Jones.
[01:00:34.117 --> 01:00:35.398]  Well, you want to celebrate?
[01:00:35.398 --> 01:00:36.858]  I've had some sleep.
[01:00:36.858 --> 01:00:39.299]  I'm ready to celebrate.
[01:00:39.299 --> 01:00:39.959]  I just...
[01:00:42.409 --> 01:00:52.854]  I love this country so much because I know what it represents and I know why the enemy hates it so much that when I see it barely saved, but still in deep, deep trouble, it upsets me.
[01:00:52.854 --> 01:00:58.077]  But seeing, like, an animal that's down and that people are making fun of it, that gets to me.
[01:00:58.077 --> 01:01:00.778]  And I'm talking about Russia.
[01:01:00.778 --> 01:01:08.783]  And I think about how our globalists that control us literally put the Russian Revolution in place and did all of that.
[01:01:08.783 --> 01:01:11.184]  They had top historians on and they could totally concur.
[01:01:12.213 --> 01:01:14.954]  That's a fact.
[01:01:14.954 --> 01:01:18.435]  And then you think Russia has thrown off the very same globalist.
[01:01:18.435 --> 01:01:20.355]  And it's certainly not perfect.
[01:01:20.355 --> 01:01:22.176]  But he's trying to reorganize.
[01:01:22.176 --> 01:01:36.459]  And imagine if Trump is able to not have the globalist keep this whole war with Russia going and if the United States allied with Russia under free market terms and business and all the rest of it.
[01:01:36.459 --> 01:01:39.160]  China is the true evil and is so satanic
[01:01:40.433 --> 01:01:44.635]  When I say satanic, I mean mobile execution vans, 80 plus million dead under Mao.
[01:01:44.635 --> 01:01:46.876]  Our elite put those communists in there.
[01:01:46.876 --> 01:02:02.302]  We could support independence movements in China and actually reform China and have better trade deals with China and have better free trade deals and fair trade deals to give a living wage to the Chinese to rise humanity, not have a giant sucking sound.
