[00:00.000 --> 00:16.000]  Leading a frontal assault on the lives of the New World Order, it's Alex Jones.
[01:39:39.440 --> 01:39:45.840]  Extra gray. I'm seriously getting hungry reading this. Bernie Sanders visited the taste of black
[01:39:45.840 --> 01:39:55.920]  that huge tub of that. That's what I like best is a drumsticks actually side issue. Bernie Sanders
[01:39:55.920 --> 01:40:02.000]  visited a taste of black Columbia in South Carolina on Friday and posed with a black worker while
[01:40:02.000 --> 01:40:10.240]  holding a fried chicken leg. Another photo shows him biting into it. Oh my gosh. And they started
[01:40:10.240 --> 01:40:18.720]  tweeting an annual showcase of local restaurants. Bernie Sanders needs new black advisors, he wrote.
[01:40:19.360 --> 01:40:24.640]  Yeah, you need an SJW social justice warrior mental patient looking for micro aggressions
[01:40:24.640 --> 01:40:28.000]  and looking to have a chip on their shoulder everywhere when somebody goes to somebody's
[01:40:28.000 --> 01:40:32.640]  restaurant and promotes their food. You think the guy at the restaurant, his restaurant promoted,
[01:40:32.640 --> 01:40:36.000]  doesn't like it. You don't think he likes money holding up their damn food and eating it?
[01:40:36.000 --> 01:40:44.720]  Because he's not a crazy person like you. Sanders is the first Democrat to get a pass at pandering
[01:40:44.720 --> 01:40:49.920]  to black people. That's right. If you go to a black person's restaurant and you eat there,
[01:40:49.920 --> 01:40:55.120]  you're pandering to them. It's not because the food's good. Think about how condescending that is.
[01:40:56.080 --> 01:41:00.720]  In 2016, Bill Clinton visited Louisville, Kentucky and visited a soul food restaurant
[01:41:00.720 --> 01:41:06.240]  where he served fried chicken to patrons. What the hell do you think they serve there?
[01:41:07.520 --> 01:41:11.680]  A Saturday morning solutions, a weekly black radio show reported, Bill Clinton came to the
[01:41:11.680 --> 01:41:18.800]  hood in Louisville and literally served fried chicken to black people. Well, yeah, that's
[01:41:18.800 --> 01:41:28.880]  because he grew up around black people in hot springs. I mean, that is crazy. That's the left
[01:41:28.880 --> 01:41:35.040]  saying everything is an insult. Everything is an attack. Everything is racist. Everything is evil
[01:41:35.040 --> 01:41:43.520]  because we said so and that is sick and that is out of control. So if Count Dankula got arrested
[01:41:43.520 --> 01:41:49.200]  for his Hitler dog as a joke, will Bernie Sanders, because I'm saying it hurt my feelings and we
[01:41:49.200 --> 01:41:55.600]  held up the chicken, it was a Hitler salute to put down that black man and that he must have
[01:41:55.600 --> 01:42:02.400]  like drug the black man as the black man smiling. And I just want Bernie Sanders arrested for this
[01:42:02.400 --> 01:42:06.640]  racial insensitivity or at least wanting banned from that restaurant for life. Like the guy that
[01:42:06.640 --> 01:42:12.320]  did the okay sign at the Cubs game. He's banned for life. Thank God. Everything's bad fried chicken,
[01:42:12.320 --> 01:42:18.080]  the okay sign. Just everything is evil. Everything is bad. Tea pots are bad. They look like Hitler.
[01:42:18.720 --> 01:42:22.480]  You know, if you look up in the clouds, you might see Hitler and call the police. It's just,
[01:42:22.480 --> 01:42:30.560]  it's, I just see it everywhere. Hitler, Hitler everywhere. Okay, I kind of digressed when I
[01:42:30.560 --> 01:42:34.400]  told you that Count Dankula was coming up because I've got to get to Trump figuring out that Fox
[01:42:34.400 --> 01:42:40.000]  News and the Neocons are turning on him right now. I've got to get to everything today. I've got to
[01:42:40.000 --> 01:42:44.000]  get to Yellowstone. I've got to get to the latest on Candice Owens. I've got to get to the latest
[01:42:44.000 --> 01:42:50.480]  on the crumbling leftist systems and judging its revised fruits. I've got to cover it all and I
[01:42:50.480 --> 01:42:54.720]  will straight ahead. Whatever you do, spread the word. I'll tell you, break the back of the sensors
[01:42:54.720 --> 01:43:03.120]  and I thank you. Okay, it's true. I stayed up late last night, so I had half the turbo force this
[01:43:03.120 --> 01:43:09.440]  morning. The vitamins, the minerals, the amino acids. The vitamins, the minerals, the amino,
[01:43:09.440 --> 01:43:15.760]  amino. The vitamins, the minerals, the amino acids. The vitamins, the minerals, that's turbo
[01:43:15.760 --> 01:43:21.360]  force. Five different types of caffeine. Bills that have to crush. Five different types of caffeine.
[01:43:21.360 --> 01:43:26.800]  That's turbo force. Five different types of caffeine. Bills that have to crush. Five different
[01:43:26.800 --> 01:43:32.400]  types of caffeine. That's turbo force. I can't derive. I'm gonna know a brand. You all better see
[01:43:33.600 --> 01:43:38.640]  bad. I'm a lover. I can't derive. I'm gonna know a brand. You all better see
[01:43:38.640 --> 01:44:07.960]  I got mob on the streets by fans, but almost all of us said we used to love you on air
[01:44:07.960 --> 01:44:13.360]  was so good to see you on the iTunes or on YouTube, are you coming back? We're at
[01:44:13.360 --> 01:44:18.840]  infowars.com, we're at newswars.com, Paul Watts has launched his own summit.News, we have our
[01:44:18.840 --> 01:44:22.560]  own videos, we have our own articles, they're trying to destroy us, but thanks to you and others
[01:44:22.560 --> 01:44:41.880]  having us on, infowars is still chatting along, so we're there folks, tomorrow's news, today. I'm at infowars.com and newswars.com, we knew this
[01:44:41.880 --> 01:44:46.240]  censorship was coming forever, we have our own video streams, our own audio streams and it's all
[01:44:46.240 --> 01:44:51.240]  free to air, anybody can use it, reupload it, do whatever you want. People go to infowars.com and
[01:44:51.240 --> 01:44:55.280]  newswars.com, that's where they find it, there's what they call websites, just go there.
[01:45:22.240 --> 01:45:29.760]  and 15 grams of protein each, these bars will be your favorite at hand snack for at home, in the car, at work, we're on
[01:45:29.760 --> 01:45:35.320]  the go, for getting nutrients easily, high in fiber and nutrients with wholesome ingredients for high level
[01:45:35.320 --> 01:45:41.480]  performance with great taste, such as whey protein and chocolate compounds, these protein bars can help
[01:45:41.480 --> 01:45:46.360]  you with the boost you need to reach your goals, protein packed and full of fiber and healthy
[01:45:46.360 --> 01:45:52.400]  ingredients, infowars life protein bars are a can't miss snack for any info warriors serious about their
[01:45:52.400 --> 01:45:56.160]  energy, try both flavors today at infowarsstore.com.
[01:45:58.480 --> 01:46:04.520]  We all know the importance of fish oils, while we are sure to provide them for ourselves, it's just as important to make
[01:46:04.520 --> 01:46:12.520]  sure your kids get their EPA and DHA too. Honor Roll is a powerful DHA fish oil formula for your child, built from the
[01:46:12.520 --> 01:46:20.400]  ground up to support your child's development, this formula uses wild anchovy fish oil, ultra purified krill oil and
[01:46:20.400 --> 01:46:27.480]  wild salmon fish oil with vitamins to boost your child's mind and body. With this fish oil formula, you can support
[01:46:27.480 --> 01:46:34.200]  your child's optimal heart, joint, cognitive and brain health while providing DHA, which has been shown to be
[01:46:34.200 --> 01:46:41.480]  essential for your child's brain growth spurts, built on powerful ingredients with 580 milligrams of high DHA omega
[01:46:41.480 --> 01:46:48.680]  3 is, this formula is highly refined to eliminate nearly all heavy metals. If you're looking for a formula to help your
[01:46:48.680 --> 01:46:55.760]  child grow, look no further. Try Honor Roll from infowarslife at infowarsstore.com.
[01:46:55.760 --> 01:47:17.720]  You're listening to the Alex Jones show, the Alex Jones show, because there is a war on for your mind.
[01:47:25.760 --> 01:47:44.720]  You're listening to the Alex Jones show, the Alex Jones show, because there is a war on for your mind.
[01:47:44.720 --> 01:48:01.680]  You never take the easy way, but when this blows straight into your face, you never ever close your eyes for any trouble that may cross your way.
[01:48:01.680 --> 01:48:10.680]  That's the rest that you're taking, not the mountain, that's the high, spread your wings, you're gonna make it to the best time of your life.
[01:48:10.680 --> 01:48:24.680]  Don't stop at the top. We're at the top. There's no doubt about that. We're at the top of reboot in America. We're at the top of taking the enemy head on.
[01:48:24.680 --> 01:48:34.680]  We're at the top of not pulling any damn punches. We're at the top of winning thanks to you and I mean it. I want the listeners, I want the viewers to understand something.
[01:48:34.680 --> 01:48:44.680]  When I tell you that I'm in your hands, that didn't talk. I am 100% in God's hands and God works through you.
[01:48:44.680 --> 01:49:01.680]  And the only way our local stations get new listeners and the only way we reach new people with these critical messages of freedom and justice and truth for the unborn and for our veterans and for our sovereignty and for our industry and for our financial futures and our spiritual futures.
[01:49:01.680 --> 01:49:06.680]  The only way we recognize and fight this evil is through you.
[01:49:06.680 --> 01:49:20.680]  So I'll say it again. Do not call this show and start thinking me and telling me how great I am. You are awesome. I want to thank you.
[01:49:20.680 --> 01:49:31.680]  Fuck if I was in a life raft in the North Atlantic and the water's freezing cold and will kill me and the life raft's telling me thank you constantly. Thank you. Thank you. Thank you. Hey, thank you.
[01:49:31.680 --> 01:49:45.680]  We're in this together. Airports on the streets. You shake my hand. These great families, black, white, old, young. I appreciate you and I thank you.
[01:49:45.680 --> 01:49:54.680]  But you have to understand I was watching this morning. I don't know why it came up in my feed on the iPad.
[01:49:54.680 --> 01:50:13.680]  But it was like where there were videos like 5 million, 10 million views of people that can play Super Mario Brothers that I would play someone I was like 12 years old and who can do perfect pixel scores
[01:50:13.680 --> 01:50:37.680]  of whole levels where one pixel off, you can't do it. And some people have to do it 10,000 times to be able to do it. There's only a few. Some people 6,000 times. One guy did it the first time he tried.
[01:50:37.680 --> 01:50:49.680]  That's incredibly interesting. Now you wonder how the astronauts landed on the moon. And then you wonder why the Israeli craft and the Chinese crash crash because they're robots.
[01:50:49.680 --> 01:50:58.680]  And you think a robot's good but that's because a robot's done it over and over again and has GPS. It's been tested over and over again.
[01:50:58.680 --> 01:51:10.680]  And these were men basically with joysticks just like the old Nintendo joystick they had in the 80s. In fact, if you look at the controllers on the lunar lander, it's basically a Nintendo controller.
[01:51:10.680 --> 01:51:25.680]  Everything comes out of NASA. And their lives are on the line and they've done it in simulations thousands of times. Neil Armstrong had done it seven times on Earth with a gravity way more powerful in the same lander.
[01:51:25.680 --> 01:51:32.680]  Almost every time it crash landed. And they said, we're pulling the program. And he said, look, too many people have died. It's very accurate what's in that movie.
[01:51:32.680 --> 01:51:41.680]  First man. He goes, no. We've already lost too many lives. We're killing the program. He says, we've already lost too many lives to stop. I'm going back up and I'm doing it again.
[01:51:41.680 --> 01:51:59.680]  That's why people look up there. They go, how the hell did men back then do it? But they can't do it today with robots as accurately because it was people risking their damn lives that had 170 IQs and have been fighter pilots their whole lives who'd already gone into space in jet aircraft.
[01:51:59.680 --> 01:52:07.680]  That's why because they were bad asses. And we look at those men so much smarter, so much stronger than us today. And we think that's impossible.
[01:52:07.680 --> 01:52:20.680]  There are people with Nintendo joysticks that can do things that robots can't do. They've had competitions with top robots. Robots can't do what humans can do with a joystick.
