[00:00:03.004 --> 00:00:04.945]  Big show.
[01:19:40.854 --> 01:19:43.896]  Trash taxpayer-funded living quarters.
[01:19:43.896 --> 01:19:48.339]  Jeb plummets in latest national polls.
[01:19:48.339 --> 01:19:49.940]  It's all coming up.
[01:19:49.940 --> 01:19:51.021]  There's tons of news.
[01:19:51.021 --> 01:19:53.162]  Ghost war in Syria.
[01:19:53.162 --> 01:19:55.003]  Russian spitsnats facing U.S.
[01:19:55.003 --> 01:19:56.324]  Army Special Forces.
[01:19:56.324 --> 01:19:57.545]  There's bound to be shootings.
[01:19:57.545 --> 01:19:58.026]  Stay with us.
[01:19:59.235 --> 01:20:10.127]  What would your life be like if you woke up each morning with new vitality, feeling better than you have in years, and you noticed a difference in your sleeping patterns, blood sugar levels, and had a sense of well-being overall?
[01:20:10.127 --> 01:20:14.311]  There's something that is changing thousands of people's lives, and you could be one of them.
[01:20:14.311 --> 01:20:16.473]  It's called Heart and Body Extract.
[01:20:16.473 --> 01:20:21.919]  Sharon Harris, co-creator of Heart and Body Extract, talks about the positive effects of Heart and Body Extract.
[01:20:22.079 --> 01:20:32.108]  What happens with the Formula Heart and Body Extract is it's giving the body the necessary vitamins, minerals, amino acids, enzymes, and phytonutrients so the body will heal itself.
[01:20:32.108 --> 01:20:38.614]  And yes, the body does have the ability to balance blood pressure, balance cholesterol, clean and unclog the arteries.
[01:20:38.614 --> 01:20:41.937]  It can also work on balancing the circulation for diabetics.
[01:20:41.937 --> 01:20:44.019]  So the body is an amazing thing.
[01:20:44.019 --> 01:20:47.122]  It simply needs some help so it has the tools to heal itself.
[01:20:47.142 --> 01:20:49.604]  Heart and Body Extract gets results.
[01:20:49.604 --> 01:20:53.026]  To order your 2-month supply, call now, toll free at 866-295-5305.
[01:20:53.026 --> 01:20:54.847]  Order online at HBExtract.com.
[01:20:58.769 --> 01:21:08.196]  We use mobile devices right against our bodies every day, but growing scientific evidence has emerged showing serious health risks associated with exposure to EMF radiation emitted from these devices.
[01:21:08.196 --> 01:21:12.619]  The solution is Defendershield, the most effective mobile radiation shielding ever developed.
[01:21:12.619 --> 01:21:19.625]  Defendershield blocks virtually 100% of EMF radiation from cell phones, tablets, and laptops, and starts at just $64.99.
[01:21:19.625 --> 01:21:21.506]  Buy now at Defendershield.com.
[01:21:21.506 --> 01:21:23.908]  For 10% off, use promo code GCN.
[01:21:23.908 --> 01:21:27.430]  Defendershield.com, the worldwide leader in mobile radiation shielding.
[01:21:28.340 --> 01:21:37.246]  Silver has always been nature's very own antibiotic, and only one system allows you to produce an endless supply of nano-sized silver solutions right from the convenience of your home.
[01:21:37.246 --> 01:21:38.327]  Silver Lungs.
[01:21:38.327 --> 01:21:45.631]  With the addition of our unique lung delivery system, respiratory infections are targeted directly, where traditional oral administration simply cannot reach.
[01:21:45.631 --> 01:21:51.675]  This pioneering method also preserves the original particle sizes and delivers your silver solution directly into the bloodstream.
[01:21:51.675 --> 01:21:55.798]  See the Silver Lungs generator and lung delivery system at SilverLungs.com.
[01:21:55.798 --> 01:21:57.519]  That's SilverLungs.com.
[01:21:57.907 --> 01:22:02.133]  As if chlorine in our water weren't bad enough, now they're adding ammonia?
[01:22:02.133 --> 01:22:02.754]  It's true.
[01:22:02.754 --> 01:22:06.901]  Some municipalities are now adding ammonia plus chlorine to your water supply.
[01:22:06.901 --> 01:22:09.304]  It's a disinfectant called chloramine.
[01:22:09.304 --> 01:22:13.771]  But with a trusted Big Berkey water filter, you can keep chloramine out of your water.
[01:22:14.071 --> 01:22:26.969]  New NSF EPA Certified Lab Tests show EPA Berkey Water Filters remove chloramines, pharmaceuticals, BPA, pesticides, bacteria and viruses, all forms of fluoride, and much more.
[01:22:26.969 --> 01:22:30.454]  Big Berkey Water Filters are the original and most trusted on the market.
[01:22:30.754 --> 01:22:33.395]  The gold standard in water purification.
[01:22:33.395 --> 01:22:37.697]  And our filters last for years at less than two cents per gallon.
[01:22:37.697 --> 01:22:38.517]  Big Berkey.
[01:22:38.517 --> 01:22:42.239]  The one that's powerful enough to purify stagnant pond water.
[01:22:42.239 --> 01:22:43.980]  Get your Big Berkey today.
[01:22:43.980 --> 01:22:46.300]  Call 1-877-99-BERKEY or click BigBerkeyWaterFilters.com.
[01:22:46.300 --> 01:22:47.101]  That's 1-877-99-BERKEY.
[01:22:47.101 --> 01:22:48.521]  Big Berkey Water Filters.
[01:22:48.521 --> 01:22:49.542]  For the love of clean water.
[01:22:57.620 --> 01:23:01.922]  In recent years, we have witnessed the most catastrophic disasters in history.
[01:23:01.922 --> 01:23:05.424]  Earthquakes, hurricanes, tornadoes, typhoons, and more.
[01:23:05.424 --> 01:23:08.426]  Legacy Premium Food Storage will prepare you.
[01:23:08.426 --> 01:23:16.830]  Our great tasting non-GMO quality food products have a 25-year shelf life, are the most affordable on the market, and are American made.
[01:23:16.830 --> 01:23:20.012]  They're perfect for hiking, camping, and road trips too.
[01:23:20.012 --> 01:23:21.993]  Be prepared with the best.
[01:23:21.993 --> 01:23:24.274]  Go to survivalfoodalliance.com.
[01:23:24.274 --> 01:23:25.755]  That's survivalfoodalliance.com.
[01:23:27.276 --> 01:23:36.202]  KDArmor.com is your one-stop shop for the most affordable body armor period with packages starting at $169.99 in free shipping on every order.
[01:23:36.202 --> 01:23:38.084]  Why would you go anywhere else?
[01:23:38.084 --> 01:23:42.427]  KD offers soft armor and rifle threat rated armor up to level 4.
[01:23:42.427 --> 01:23:46.129]  Go to KDArmor.com and get your body armor today while you still can.
[01:23:46.129 --> 01:23:51.773]  Mention this ad and receive a free water purification kit for a limited time with any body armor package.
[01:23:51.773 --> 01:23:53.375]  Go to KDArmor.com.
[01:23:53.375 --> 01:23:55.536]  That's KDArmor.com.
[01:23:55.536 --> 01:23:56.357]  Come and take it.
[01:24:01.463 --> 01:24:02.984]  Love is a burning thing.
[01:24:02.984 --> 01:24:05.006]  This show is documented.
[01:24:05.006 --> 01:24:09.390]  Alex Jones on the GCN Radio Network.
[01:24:09.390 --> 01:24:12.112]  I fell into a burning ring of fire.
[01:24:12.112 --> 01:24:13.994]  It went down, down, down.
[01:24:13.994 --> 01:24:16.696]  And the flames went higher.
[01:24:16.696 --> 01:24:18.437]  And it burns, burns, burns.
[01:24:18.437 --> 01:24:24.082]  You know what I'm going to do to make sure I get it all exactly right, and aren't just with a gestalt over some lotifying things?
[01:24:24.082 --> 01:24:27.325]  I think I'm going to do a video on the differences between men and women.
[01:24:28.396 --> 01:24:30.256]  To get it all exactly right.
[01:24:30.256 --> 01:24:32.097]  Because men don't have uteruses.
[01:24:32.097 --> 01:24:35.458]  Women, on average, have three times the brain connections between left and right hemisphere.
[01:24:35.458 --> 01:24:36.818]  These are the known things.
[01:24:36.818 --> 01:24:41.559]  And then I start making points about men don't have the mitochondrial DNA.
[01:24:41.559 --> 01:24:44.719]  And I meant the pure, continued mitochondrial DNA.
[01:24:44.719 --> 01:24:47.160]  They have basically a vestigial form.
[01:24:47.160 --> 01:24:47.880]  I'm no scientist.
[01:24:47.880 --> 01:24:50.001]  I'm going off what I've read, what I've seen.
[01:24:50.001 --> 01:24:52.021]  Then I pointed out men don't have uteruses.
[01:24:52.021 --> 01:24:54.182]  Men don't breastfeed babies.
[01:24:54.182 --> 01:24:56.082]  And I said men have vestigial breasts.
[01:24:57.267 --> 01:25:05.609]  And I guess for all intents and purposes, if men take the right hormones, do the right stuff, there is a tiny bit of breast tissue that will produce a little bit of milk with some men.
[01:25:05.609 --> 01:25:09.590]  And I guess there's African tribes that do it ritualistically or whatever.
[01:25:09.590 --> 01:25:14.611]  The point is, men and women are different, and we're being biologically manipulated.
[01:25:14.611 --> 01:25:20.392]  I mean, yeah, chickens, a male chicken, if there's no females, it's biological, can switch to female.
[01:25:21.789 --> 01:25:24.791]  I mean, so if you want to get into it, there's a lot of anomalies.
[01:25:24.791 --> 01:25:28.853]  There's natural cases where you can have three identical twins.
[01:25:28.853 --> 01:25:35.017]  You know, there are cases where you got men that have a male member and a female uterus.
[01:25:35.017 --> 01:25:35.998]  I mean, I know all that.
[01:25:35.998 --> 01:25:39.660]  The point is, I'm talking about when the species replicates the way it's supposed to.
[01:25:40.692 --> 01:25:52.585]  And we're being messed with, and the globalists write textbooks admitting that's going on, like Camille Paglia broke down, and we're ending the cycle now with the globalists trying to balkanize everybody and engage in divide and conquer.
[01:25:52.585 --> 01:25:54.207]  Look at this latest article, the London Guardian.
[01:25:55.413 --> 01:26:03.237]  Children's author sorry for racial insensitivity in Pitcher's book, Showing Smiling Slaves.
[01:26:03.237 --> 01:26:14.504]  Emily Jenkins, whose book, A Fine Dessert, has drawn criticism for misleading depiction of slavery, now plans to donate her fee to the university diversity campaign.
[01:26:14.504 --> 01:26:16.044]  So that's just intimidation.
[01:26:16.044 --> 01:26:21.127]  You know, I went to the Smithsonian several times when I was younger.
[01:26:21.127 --> 01:26:22.448]  It's so huge in D.C.
[01:26:22.448 --> 01:26:23.929]  I've only seen a fraction of it, but I saw
[01:26:26.099 --> 01:26:27.940]  a whole exhibit on slave art.
[01:26:27.940 --> 01:26:30.101]  It's pretty neat stuff.
[01:26:30.101 --> 01:26:34.303]  And a lot of the art was children's dolls, and they were smiling.
[01:26:34.303 --> 01:26:37.005]  And you know why the black slaves made smiling dolls?
[01:26:37.005 --> 01:26:39.046]  It was because they were racist.
[01:26:39.046 --> 01:26:45.549]  And they wanted to depict black people as happy in slavery to continue the practice of it.
[01:26:45.549 --> 01:26:46.630]  No, they didn't.
[01:26:46.630 --> 01:26:54.534]  It was marveled by foreign historians and by abolitionists that blacks could be so happy in deplorable conditions, but they were
[01:26:55.273 --> 01:27:10.863]  Christian, and they had a lot of great culture and music and folklore, and it was marveled at by many a historian that it seemed the black slaves were happier in their degradation than the corrupt white slave owners.
[01:27:10.863 --> 01:27:18.008]  Because the philosopher Victor Hugo said, adversity makes men, prosperity makes monsters.
[01:27:18.008 --> 01:27:20.030]  On average, we all know that.
[01:27:20.030 --> 01:27:22.311]  Rich people that make their own money tend to have spoiled kids.
[01:27:22.311 --> 01:27:23.392]  Their kids become demons.
[01:27:25.663 --> 01:27:27.945]  Now, does that endorse the practice of slavery?
[01:27:27.945 --> 01:27:30.606]  Of course it doesn't!
[01:27:30.606 --> 01:27:38.331]  But it was marveled at by historians and foreigners that came from countries where they didn't have slavery at how incredibly happy blacks were.
[01:27:38.331 --> 01:27:51.140]  Not in slavery, but in that they had nothing and so they had to be strong and actually surmount what they were under.
[01:27:51.140 --> 01:27:54.102]  That's been proven in every culture and every time.
[01:27:56.471 --> 01:27:59.452]  I'm not speaking out against prosperity.
[01:27:59.452 --> 01:28:10.756]  I'm for prosperity, but we talk endlessly about the problem of the paradox that liberty creates prosperity and then within a few generations you get a bunch of spoiled rotten brats.
[01:28:10.756 --> 01:28:13.737]  I don't care if you're black, white, whatever color you are.
[01:28:13.737 --> 01:28:18.699]  Everybody knows that you stop appreciating things.
[01:28:20.011 --> 01:28:37.623]  You know, I'm not a wealthy person, but compared to, you know, 20 years ago when I barely had money to get groceries, so I didn't bum money off my parents when I was launching my media career, and sometimes I didn't have money for dinner and I ran out of food and I was getting paid the next day, I would go to my parents' house and get in their refrigerator.
[01:28:37.623 --> 01:28:41.345]  My mom would say, oh, come in and get something to eat.
[01:28:41.345 --> 01:28:41.926]  20 years ago,
[01:28:43.240 --> 01:28:52.326]  Twenty-one years ago, when I first started my media operation, I had so little money, and spending what I had on microphones, cameras, gas money, had two jobs.
[01:28:52.326 --> 01:28:58.850]  I would go to my parents, and a couple days a week when I ran out of food, and I would eat their food.
[01:28:58.850 --> 01:29:07.315]  But I was the most happy I ever was when I barely had money for gas, when I was working multiple jobs, when I was launching, I was so hungry, I was so alive.
[01:29:09.693 --> 01:29:21.284]  It's kind of sick I don't worry much about clothes I buy or things like that or I'll be checking into a nice hotel and I'll realize that 20 years ago I would have marveled to be in a hotel room like that.
[01:29:21.284 --> 01:29:24.347]  My parents, you know, don't stay in places that nice and these aren't even that fancy.
[01:29:25.495 --> 01:29:29.498]  It's just, to then be around people that are nouveau riche and unappreciated, it's weird.
