[00:00:00.564 --> 00:00:01.257]  Say Alex Jones!
[01:00:11.236 --> 01:00:17.740]  The Chinese model is certainly a very attractive model for quite a number of countries.
[01:00:17.740 --> 01:00:24.003]  Real super hardcore evil demons have taken over and they've already got China and a billion and a half people.
[01:00:24.003 --> 01:00:29.926]  I'm here to meet one of the 10 million people who've seen the dark side of the social credit system.
[01:00:30.766 --> 01:00:33.447]  Investigative journalist Leo Hu.
[01:00:33.447 --> 01:00:41.710]  His poor social credit rating has shut down his travel options and confined him to effective house arrest in Chongqing.
[01:00:41.710 --> 01:00:53.095]  WeChat started as a messaging app, then it transformed into Chinese Facebook, and then it added a ride-hailing service similar to Uber to its platform, and then it added banking services to its platform, and now you can use it as an ID.
[01:00:53.095 --> 01:00:58.597]  This will make your life very convenient, but at the same time it also becomes very convenient for state security to track you.
[01:00:59.077 --> 01:01:02.118]  To combat message interceptions, they talk through emojis.
[01:01:02.118 --> 01:01:04.879]  A half-fallen rose means someone has been arrested.
[01:01:04.879 --> 01:01:07.340]  A dark moon means they're going to prison camps.
[01:01:07.340 --> 01:01:11.281]  A sun emoji means they are alive, and a flower means they have been released.
[01:01:11.281 --> 01:01:16.243]  China is positioning itself to lead the world in artificial intelligence.
[01:01:16.243 --> 01:01:19.964]  Surveillance technology is a key proving ground.
[01:01:19.964 --> 01:01:23.605]  Facial recognition, body scanning, and geo-tracking
[01:01:24.185 --> 01:01:33.848]  Matched with your personal data, an online behavior will power the social credit system, leaving no dark corner to hide in.
[01:01:33.848 --> 01:01:35.869]  And you can say, well, this is just innovation.
[01:01:35.869 --> 01:01:38.029]  But it's not innovation the way it's being done.
[01:01:38.029 --> 01:01:39.090]  It's absolute tyranny.
[01:01:39.090 --> 01:01:40.270]  And now it's here.
[01:01:40.270 --> 01:01:41.751]  And guess who created the bill?
[01:01:41.751 --> 01:01:43.491]  Senator Blumenthal.
[01:01:43.491 --> 01:01:48.493]  He quarterbacks the government operations against me on record with the Carnegie Endowment and the CIA.
[01:01:49.153 --> 01:01:58.298]  This bill is designed to make sure that they have your home address before you can actually post about anything on the internet.
[01:01:58.298 --> 01:01:59.319]  The bill is Senate Bill 1409.
[01:01:59.319 --> 01:02:02.701]  40 senators have sponsored it.
[01:02:02.701 --> 01:02:04.302]  Republicans and Democrats.
[01:02:04.302 --> 01:02:06.163]  This isn't a left or right issue.
[01:02:06.163 --> 01:02:07.984]  This is a speech issue.
[01:02:07.984 --> 01:02:12.527]  And they call the bill the Kids Online Safety Act, or COSA for short.
[01:02:12.527 --> 01:02:17.390]  But in reality, this is some garbage to make sure that they know where you live when you post.
[01:02:17.870 --> 01:02:30.938]  But whether you're a conservative or a liberal or whatever you are, there are so many people going along with the New World Order who even know it's real, but they think, well, I'll just go along with it and I'll have a better lifestyle if I go along with it.
[01:02:30.938 --> 01:02:31.378]  No.
[01:02:31.378 --> 01:02:40.664]  Because we see what is happening in China right now with the social credit score, where the government is monitoring and surveilling all the people from the beginning to end.
[01:02:40.664 --> 01:02:46.908]  Everything that they do, everything, everywhere where they walk, it's every, you know, they control everything and they watch everything.
[01:02:47.368 --> 01:02:48.909]  This is the example of a tyranny.
[01:02:48.909 --> 01:02:55.374]  When the government knows everything about you, where you go, what you eat, where you enter, that's a tyrannical system.
[01:02:55.374 --> 01:03:03.139]  And we've seen this system being implemented right now under the leadership of Ursula von der Leyen, slowly but surely in the European Union.
[01:03:03.139 --> 01:03:05.181]  The green certificate was just the first step.
[01:03:05.461 --> 01:03:09.366]  There are a few more proposals right now under debate in the Parliament.
[01:03:09.366 --> 01:03:18.158]  All these things that are creating a system that will monitor, control, supervise and condition the rights of all the European citizens.
[01:03:18.158 --> 01:03:22.484]  The heart of the market-based system is a worldwide internet ID.
[01:03:23.447 --> 01:03:24.989]  The UN's already standardized it.
[01:03:24.989 --> 01:03:26.771]  Communist China standardized it.
[01:03:26.771 --> 01:03:35.200]  And it's the Internet ID that's tied to your smartphone, your smart devices, your car, your ability to get on airplanes, get hotels, have insurance, have a job.
[01:03:35.200 --> 01:03:38.824]  And then that's tied to your carbon tax, your vaccine passport tax.
[01:03:39.705 --> 01:03:44.148]  That operates against its orders from your social credit score.
[01:03:44.148 --> 01:03:53.314]  The foundation and the structure of the entire system is based on the internet ID that is then tied to your digital ID.
[01:03:53.314 --> 01:04:00.960]  Jeff Bezos' Amazon-owned Whole Foods is announcing worldwide in the next three months they're putting palm scanners in
[01:04:01.380 --> 01:04:02.841]  ...to be able to buy and sell.
[01:04:02.841 --> 01:04:13.367]  And in many Whole Foods and other grocery stores in Europe, they're already making you scan your phone or your hand to get in to the grocery stores, not just Whole Paycheck, as Whole Foods is known.
[01:04:13.367 --> 01:04:18.830]  That's the closest thing ever.
[01:04:18.830 --> 01:04:21.071]  So this is already being set up for a long time.
[01:04:21.071 --> 01:04:23.953]  Now they're getting ready to go, oh, you didn't know?
[01:04:23.953 --> 01:04:27.775]  Under law, there's a whole history of what you search and what you do and where you go.
[01:04:28.450 --> 01:04:32.953]  We're talking about a republic that we're losing, and it's being destroyed by design.
[01:04:32.953 --> 01:04:54.566]  And now, global corporations think we're a bunch of dumb animals, and they'll incentivize accepting the world government, cashless society, programmable central bank digital currencies, and ESGs, and the rest of them, because we get little credits and little prizes up front to be the first suckers to grease the skids over the cliff into Hades.
[01:04:59.377 --> 01:05:05.040]  For everything the globalists hit us with, God, through Mother Nature, has given us the answer.
[01:05:05.040 --> 01:05:15.645]  I don't have to sell you on CBD oil, full spectrum CBD oil, the incredible things it does for your nerves, your brain, your entire physiological system, for your nervous system particularly.
[01:05:15.645 --> 01:05:17.706]  Everybody knows it's incredible, it works.
[01:05:17.706 --> 01:05:22.788]  We have the strongest, best CBD oil you're going to find anywhere at the lowest price.
[01:05:22.788 --> 01:05:25.689]  Yes, you can find this same CBD oil for 30% more
[01:05:27.540 --> 01:05:29.302]  Because that's who we're getting it from.
[01:05:29.302 --> 01:05:32.005]  Made right here in Central Texas.
[01:05:32.005 --> 01:05:35.669]  Our private label name is Rebel Zen.
[01:05:35.669 --> 01:05:41.255]  Rebel Zen is a private label of one of the top three or four CBD makers in the country.
[01:05:41.255 --> 01:05:44.078]  It's based right here in Texas and we're giving it to you at 30% off.
[01:05:44.078 --> 01:05:45.179]  And here's what's even crazier.
[01:05:45.960 --> 01:05:47.841]  30% off of what they're selling it for.
[01:05:47.841 --> 01:05:51.082]  They're selling theirs for 30% off what their competitors are.
[01:05:51.082 --> 01:05:55.444]  So this is the highest rated, already at the lowest price, now even a lower price.
[01:05:55.444 --> 01:05:56.224]  Rebels In.
[01:05:56.224 --> 01:05:58.585]  Get yours at InfoWareStore.com now!
[01:06:00.689 --> 01:06:09.492]  In a galaxy torn by conflict, where darkness spreads its tendrils across the universe, one hero rises against the immeasurable might of the globalists.
[01:06:09.492 --> 01:06:14.233]  Tune in and trust in the power of the truth to lead us to victory in the great Infowar.
[01:06:14.233 --> 01:06:19.034]  Prepare for the ultimate battle for truth with today's War Room broadcast.
[01:06:19.034 --> 01:06:23.036]  Now, it's your host, Owen Schroyer and his intrepid crew.
[01:06:23.036 --> 01:06:27.117]  Find the show and share the links at infowars.com forward slash show.
[01:06:47.788 --> 01:06:50.149]  And I wanted to run that little promo for Owen Troyer.
[01:06:50.149 --> 01:06:54.311]  He's not hosting my show today, but he'll be hosting the War Room at 3 p.m.
[01:06:54.311 --> 01:07:02.135]  Central, coming up in a little less than three hours, on radio stations and TV stations across the country, at InfoWars.com forward slash show.
[01:07:02.135 --> 01:07:03.975]  The Coordinates of Freedom.
[01:07:03.975 --> 01:07:05.896]  It's your mission to share that link to everyone you know.
[01:07:05.896 --> 01:07:07.857]  If you choose to accept it, let them know.
[01:07:07.857 --> 01:07:09.558]  This is the Forbidden for Boat and Links.
[01:07:12.096 --> 01:07:30.485]  All right, I said I'd take calls on any subject you want to raise, but I'd like to hear from you on the Trump indictments and all the insanity and just the incredible corruption of Biden and how he's being openly protected and the escalations in the Ukraine war that there is so much we're going to get to.
[01:07:30.485 --> 01:07:33.447]  Klaus Schwab's daughter has climbed out from under a rock.
[01:07:33.447 --> 01:07:40.951]  She's one of the deputy heads of the WEF and said, quote, permanent climate lockdowns are coming whether you like it or not, close quote.
[01:07:42.074 --> 01:07:43.956]  Wow!
[01:07:43.956 --> 01:07:45.938]  Who died and made these guys God?
[01:07:45.938 --> 01:07:49.401]  Well, they certainly think they are God.
[01:07:49.401 --> 01:07:52.504]  So we've got that news coming up as well.
[01:07:52.504 --> 01:07:58.089]  But I want to play an astounding Bill Gates clip.
[01:07:58.089 --> 01:08:02.333]  He just did an interview over the weekend, and I just discovered it yesterday on InfoWorks.com.
[01:08:03.859 --> 01:08:10.565]  And there he is on a national, international television program saying, well you'll see what he says, it's crazy.
[01:08:10.565 --> 01:08:13.107]  People think I'm a cabal leader.
[01:08:13.107 --> 01:08:15.009]  They think the shots don't work.
[01:08:15.009 --> 01:08:15.969]  They think they hurt you.
[01:08:15.969 --> 01:08:17.471]  It's just crazy.
[01:08:17.471 --> 01:08:25.097]  There's a minority of people, really it's approaching a majority, who just are crazy.
[01:08:25.097 --> 01:08:26.558]  So they admit the shots don't work.
[01:08:26.558 --> 01:08:29.100]  They now admit they're causing myocarditis and heart attacks.
[01:08:29.100 --> 01:08:30.021]  That's mainstream news.
[01:08:30.021 --> 01:08:32.003]  They admit it destroys your immune system.
[01:08:32.910 --> 01:08:40.275]  We have all this carnage, and here he is going jeepers creepers like people think I hang out with Jeffrey Epstein.
[01:08:40.275 --> 01:08:41.396]  I only met him once.
[01:08:41.396 --> 01:08:42.637]  Met him hundreds of times.
[01:08:42.637 --> 01:08:44.698]  Went to his island 20 plus times.
[01:08:44.698 --> 01:08:47.480]  This is Bill Gates in damage control.
[01:08:47.480 --> 01:08:53.305]  And all the King's horses and all the King's men and all the New World Order's propaganda cannot put
[01:08:53.925 --> 01:08:55.686]  Humpty Dumpty back together again.
[01:08:55.686 --> 01:08:57.267]  Not the censorship.
[01:08:57.267 --> 01:08:58.708]  Not any of it.
[01:08:58.708 --> 01:09:06.693]  And then you got Rand Paul sending letters last week, a week and a half ago, to the FBI, to the Justice Department, saying, here's Fauci lying.
[01:09:06.693 --> 01:09:10.016]  Here he is saying he did gain-of-function research before.
[01:09:10.016 --> 01:09:11.136]  Now here he is saying he didn't.
[01:09:11.136 --> 01:09:12.057]  That's lying to Congress.
[01:09:12.057 --> 01:09:13.958]  I want him indicted.
[01:09:13.958 --> 01:09:16.320]  Cut and dry.
[01:09:16.320 --> 01:09:19.542]  Like if I was in Congress and they said, Mr. Jones, what color shirt are you wearing?
[01:09:19.542 --> 01:09:20.883]  And I said, I'm wearing a green shirt.
[01:09:22.449 --> 01:09:24.811]  They said, Mr. Jones, you're under oath here.
[01:09:24.811 --> 01:09:25.892]  You're wearing a black shirt, sir.
[01:09:25.892 --> 01:09:26.813]  Just say it's a black shirt.
[01:09:26.813 --> 01:09:27.754]  Nope!
[01:09:27.754 --> 01:09:29.755]  It's purple.
[01:09:29.755 --> 01:09:30.636]  Well, you just said it was green.
[01:09:30.636 --> 01:09:32.578]  No, I didn't say it was yellow.
[01:09:32.578 --> 01:09:33.759]  But it's a black shirt, sir.
[01:09:33.759 --> 01:09:37.842]  You need to... The Supreme Court nominees.
[01:09:37.842 --> 01:09:39.123]  Can you tell me what a woman is?
[01:09:39.123 --> 01:09:40.965]  No, I can't say what a woman is.
[01:09:40.965 --> 01:09:43.868]  A woman is a man with a big beard, with his penis dangling between his legs.
[01:09:44.625 --> 01:09:50.152]  I mean, it's the murder of logic in them saying, do what we say and we won't call you racist.
[01:09:50.152 --> 01:09:52.935]  Do what we say and we'll give you a universal basic income.
[01:09:52.935 --> 01:09:55.418]  You know, the social credit score won't come after you.
[01:09:55.418 --> 01:09:58.922]  So, the toll-free number to join us is 877-789-2539.
[01:09:58.922 --> 01:09:59.082]  877-789-Alex...
[01:10:04.448 --> 01:10:07.829]  There it is on screen, 877-789-2539.
[01:10:07.829 --> 01:10:15.811]  We're opening the phones up right now to talk about all this.
[01:10:15.811 --> 01:10:19.512]  I'd like to get your take on what I said at the start of the broadcast last hour.
[01:10:19.512 --> 01:10:20.572]  You get you're under attack.
[01:10:20.572 --> 01:10:22.672]  You get you're in a globalist war to cut off your resources.
[01:10:22.672 --> 01:10:26.413]  You get that you can pretend you're part of the system, but you're not.
[01:10:26.413 --> 01:10:32.975]  And I know most of our listeners aren't like that, but I really care about the prodigal sons and daughters out there.
[01:10:32.975 --> 01:10:33.915]  I really care about those that
[01:10:35.902 --> 01:10:36.662]  Have served the system.
[01:10:36.662 --> 01:10:45.585]  In fact, soon, in fact, Rob Dew forgot today, and I understand he's a great guy, went to Dallas with me to the big Crowder announcement.
[01:10:45.585 --> 01:10:54.968]  I said, hey, you're showing me all these tweets and emails you're getting, and three members of the broadcast crew, there's only like five of them, six of them.
[01:10:54.968 --> 01:10:59.709]  They, three of them have family members that since they took the vaccine, the so-called vaccine can't eat beef.
[01:11:01.718 --> 01:11:06.079]  And I'm like, hey Rob, will you print a bunch of those, because I was singing them myself, and come on the show tomorrow.
[01:11:06.079 --> 01:11:07.079]  Of course he forgot.
[01:11:07.079 --> 01:11:08.600]  It's okay.
[01:11:08.600 --> 01:11:10.260]  Because we're never really focused on our broadcasts.
