[00:00:18.849 --> 00:00:22.912]  Resistance to tyrants is obedience to God.
[01:17:52.704 --> 01:17:55.146]  Be vigilant, but not fearful.
[01:17:55.146 --> 01:17:56.307]  Faketv.com
[01:17:59.153 --> 01:18:05.664]  Every year, we spend hundreds of dollars on chocolates, jewelry, and sappy cards for Valentine's Day.
[01:18:05.664 --> 01:18:12.055]  It's time to get a gift that will really make the sparks fly with the InfoWars Life His and Hers Pack, now at 40% off.
[01:18:14.335 --> 01:18:23.184]  Get our two fan favorite products, Super Male Vitality and Super Female Vitality that help boost vitality and energy for less.
[01:18:23.184 --> 01:18:25.767]  You've already taken care of Valentine's Day.
[01:18:25.767 --> 01:18:29.311]  Make sure you and your significant other have an incredible Valentine's Night.
[01:18:30.672 --> 01:18:34.375]  A perfect excuse to get a gift for them and a gift for yourself.
[01:18:34.375 --> 01:18:43.701]  Super male vitality and super female vitality combine ancient wisdom and modern techniques for truly powerful formulas that you know they'll love.
[01:18:43.701 --> 01:18:49.905]  Fuel your body naturally and celebrate your love today with the InfoWars Life His and Hers Pack.
[01:18:49.905 --> 01:18:55.268]  Now available at 40% off at InfoWarsStore.com or by calling 888-253-3139.
[01:18:55.268 --> 01:18:55.829]  Michael ZX is back!
[01:19:00.752 --> 01:19:07.674]  And just like we're game-changing when it comes to politics, when it comes to the economy, we're game-changing on supplements.
[01:19:07.674 --> 01:19:15.396]  I want to bring you products from the best research out there, from the best labs, the best laboratories, the best scientists that really change lives.
[01:19:15.396 --> 01:19:16.916]  Because I want you to get a great effect.
[01:19:16.916 --> 01:19:18.677]  I want you to have a great life, be healthy.
[01:19:18.677 --> 01:19:23.678]  I want you to see the results so you reorder it and tell your friends and family about it.
[01:19:24.258 --> 01:19:33.125]  Let me tell you, fungus is a scourge, mold's a scourge, and you can't battle it with this in your sinus or other areas, but in your gut, the main area, you can.
[01:19:33.125 --> 01:19:35.487]  MycoZX, available exclusively.
[01:19:35.487 --> 01:19:39.810]  Been out for over six months at M4HLIFE.com or by calling toll-free, 888-253-3139.
[01:19:39.810 --> 01:19:45.695]  Ladies and gentlemen, I only bring you products I use myself.
[01:19:45.695 --> 01:19:49.397]  I only bring you products that have been proven to have dynamite effects.
[01:19:49.397 --> 01:19:52.820]  MycoZX is back in stock right now at M4HLIFE.com.
[01:19:52.820 --> 01:19:53.861]  Secure yours today.
[01:20:01.465 --> 01:20:04.129]  You're listening to The Alex Jones Show!
[01:20:21.764 --> 01:20:26.629]  Defending the Republic from enemies foreign and domestic.
[01:20:26.629 --> 01:20:28.791]  It's Alex Jones.
[01:20:28.791 --> 01:20:31.093]  Live from Austin, Texas.
[01:20:31.093 --> 01:20:35.538]  Broadcasting worldwide from the InfoWars.com studios.
[01:20:40.673 --> 01:20:41.874]  We are back live.
[01:20:41.874 --> 01:20:48.419]  We've got big news coming up next segment, but the biggest news is right now with Kit Cope of SpikesTactical.com.
[01:20:48.419 --> 01:20:50.481]  We've got Lincoln Osiris of PipeHittersUnion.com.
[01:20:50.481 --> 01:20:53.623]  Some of the greatest t-shirts, other materials out there.
[01:20:53.623 --> 01:20:55.765]  But before I go any further, we're talking during the break.
[01:20:56.405 --> 01:20:57.606]  We're good to go.
[01:21:14.895 --> 01:21:17.177]  Counterterrorism at the CIA.
[01:21:17.177 --> 01:21:19.879]  Says he's a proud crap holler.
[01:21:19.879 --> 01:21:21.420]  That's a quote, too, if you haven't seen it.
[01:21:21.420 --> 01:21:24.562]  Saying the government's going to kill this guy about the president.
[01:21:24.562 --> 01:21:30.667]  My concern, just to you guys as citizens, veterans, as patriots, what happens if the president is killed?
[01:21:30.667 --> 01:21:38.693]  What happens if all the left's threats to do this and try to overthrow the election and all of this, what happens in your mind if that unfolds?
[01:21:39.943 --> 01:21:46.176]  I would imagine, I mean I would imagine in the interim, I mean right after the overthrow, there would...
[01:21:47.142 --> 01:21:49.583]  You gotta think of, okay, well who's in charge?
[01:21:49.583 --> 01:21:55.566]  Who's controlling what's going to happen next?
[01:21:55.566 --> 01:21:59.707]  So you would think, okay, it's just a police state, well then who runs that?
[01:21:59.707 --> 01:22:11.552]  Right, and then you start thinking of police state, you start thinking about things like that, you start talking about big government being shut down, the welfare system, free food, free water, free groceries, all that kind of stuff.
[01:22:11.552 --> 01:22:12.873]  What's going to happen in the inner cities?
[01:22:13.873 --> 01:22:19.957]  We saw it, what, two years ago when California turned off EBT for 12 hours and they started trying to burn the place down.
[01:22:19.957 --> 01:22:23.519]  But what happens when that system shuts down completely?
[01:22:23.519 --> 01:22:32.164]  And my big thing is, is what happens amongst veterans and patriots when something happens for whatever reason, whether he's removed or killed or whatever, and
[01:22:33.445 --> 01:22:38.247]  Now someone else decides they're just going to come into our place and take what's ours and change that.
[01:22:38.247 --> 01:22:45.091]  How far is the normal person going to be pushed before they decide, okay, my back's against the ropes and I'm coming out swinging?
[01:22:45.091 --> 01:22:46.332]  And will it even get that far?
[01:22:46.332 --> 01:22:50.354]  The reason I say that is, all right, you take over the government.
[01:22:50.354 --> 01:22:51.034]  How do you hold it?
[01:22:51.314 --> 01:22:53.036]  Yeah, that's what I was thinking.
[01:22:53.036 --> 01:23:02.243]  I can't imagine, for even a minute, most units, most military units, of course they're going to have to implement martial law, but most units are saying, hey, I'm not down with this.
[01:23:02.243 --> 01:23:03.745]  I've got a family at home.
[01:23:03.745 --> 01:23:05.446]  I'm going to go take care of my family.
[01:23:05.446 --> 01:23:09.830]  Because when the world's on fire, guys are thinking about home.
[01:23:09.830 --> 01:23:10.851]  They're thinking about their families.
[01:23:10.851 --> 01:23:14.734]  They're not thinking about, hey, this unlawful order that was just given to me.
[01:23:14.734 --> 01:23:16.535]  Yeah, so it's one thing to
[01:23:17.469 --> 01:23:21.850]  You know, kill the president, but now you've got control, how do you hold it?
[01:23:21.850 --> 01:23:26.892]  I don't think that's going to be almost impossible, especially when you talk about guys that aren't going to lay down.
[01:23:26.892 --> 01:23:27.132]  Right.
[01:23:27.132 --> 01:23:35.075]  We've had this conversation in many different countries in the middle of the night, random, you know, conversations between guys who do the things that we do.
[01:23:35.075 --> 01:23:38.256]  You know, if it came down to it, could you fire on Americans?
[01:23:38.256 --> 01:23:45.298]  You know, if you were put in a position for martial law, for the National Guard, for whatever, what's the reality that
[01:23:46.218 --> 01:23:51.700]  Federal troops or state troops will patrol the streets and fire on Americans.
[01:23:51.700 --> 01:23:52.780]  And it's just not going to happen.
[01:23:52.780 --> 01:23:53.981]  I don't believe it at all.
[01:23:53.981 --> 01:24:02.304]  I'll tell you what, I've done a whole lot of horrible things in the name of the country, but that is one thing I couldn't do.
[01:24:03.430 --> 01:24:05.271]  Go ahead and put me on that list.
[01:24:05.271 --> 01:24:05.951]  I'm not that guy.
[01:24:22.836 --> 01:24:23.716]  I can't curse.
[01:24:23.716 --> 01:24:24.117]  Crap.
[01:24:24.117 --> 01:24:24.977]  Bravo Sierra.
[01:24:24.977 --> 01:24:25.517]  Yep.
[01:24:25.517 --> 01:24:26.478]  There we go.
[01:24:26.478 --> 01:24:30.100]  And we've got a feudal system.
[01:24:30.100 --> 01:24:31.981]  You guys got in like 10 minutes before you went on air.
[01:24:31.981 --> 01:24:33.542]  We haven't even talked for a minute on air.
[01:24:33.542 --> 01:24:38.804]  I asked that question because that's the common sense answer I figured I'd get because I get that from other veterans in active duty.
[01:24:38.804 --> 01:24:39.465]  You name it.
[01:24:39.465 --> 01:24:43.186]  The only reason we're raising this is mainstream media is pushing the narrative.
[01:24:43.186 --> 01:24:44.187]  This is coming.
[01:24:44.187 --> 01:24:45.207]  Trump will be overthrown.
[01:24:45.207 --> 01:24:46.088]  He's a Russian agent.
[01:24:46.768 --> 01:25:01.515]  Rand Paul's a Russian agent, Tucker Carlson's a Russian agent, Roger Stone's a Russian agent with no proof, and then they're the outside globalist power trying to sell us just what you just said, Kit, and what Lincoln said, and what Q said.
[01:25:01.515 --> 01:25:13.661]  No one's going to go along with that, and that shows the bravado and the insane disconnect of all these senile people and really crazy people like Michael Moore, who says we want martial law, arrest Trump.
[01:25:14.468 --> 01:25:16.414]  You know, bring in all this stuff.
[01:25:16.414 --> 01:25:20.146]  It's like they're the ones pushing this, and I don't think they'll ever get away with it.
[01:25:21.098 --> 01:25:35.962]  I'm just surprised how tolerant it's been so far when they're in the news saying, we're going to kill everybody, we're going to overthrow, we're planning to kill the president, we're planning to do all this stuff, we're going after his family, and then we're all sitting here taking it.
[01:25:35.962 --> 01:25:40.144]  There should be grand juries convened.
[01:25:40.144 --> 01:25:41.684]  The FBI should be visiting people.
[01:25:41.684 --> 01:25:47.566]  If I was on air saying, let's organize people for violence and start killing people and overthrow the government, I should be visited.
[01:25:48.146 --> 01:25:51.088]  But no, they're all doing it, and it's fine.
[01:25:51.088 --> 01:25:53.829]  Yeah, they can go about their normal day.
[01:25:53.829 --> 01:25:57.952]  They go to work, they go home, they live their lives, and they should be hemmed up.
[01:25:57.952 --> 01:26:02.775]  And those are the ones that will fall in line, march step, to the beat of the drum.
[01:26:02.775 --> 01:26:05.076]  Those guys will fall in line.
[01:26:05.076 --> 01:26:07.318]  They want to be told what to do.
[01:26:08.198 --> 01:26:13.242]  Michael Moore and those guys, they don't think about something that, because they don't live in a reality we live in.
[01:26:13.242 --> 01:26:19.386]  Martial law means civil unrest, it means killing and all kinds of crazy stuff.
[01:26:19.386 --> 01:26:25.530]  It means that there are people at home that don't have anything, that they're gonna go find it from somewhere else, right?
[01:26:25.530 --> 01:26:27.891]  I've got some food, I've got some water.
[01:26:27.891 --> 01:26:31.834]  And the leftist elites with their 10-foot walls out in California, boy!
[01:26:31.834 --> 01:26:34.055]  Guess what?
[01:26:34.055 --> 01:26:37.598]  Hypothetically, if I needed something and I needed to go find it,
[01:26:38.158 --> 01:26:44.925]  I'm not going to go to an urban area of Atlanta to find what it is that I'm looking for.
[01:26:44.925 --> 01:26:55.356]  I'm going to go to some big fancy house in the hills with a 10 foot fence because they have everything they've ever wanted and ever needed and that's where I'm going to resupply myself.
[01:26:55.356 --> 01:26:56.978]  So when you start calling for this war,
[01:26:58.540 --> 01:27:04.544]  I think you're not fully thinking that, you know, someone's going to come take what belongs to you.
[01:27:04.544 --> 01:27:09.127]  Because there are people out there with skills and tools and a need.
[01:27:09.127 --> 01:27:15.332]  If I need to feed my family, if I need to get something to take care of them, I'll stop at no means to get what it is they need.
[01:27:16.854 --> 01:27:18.155]  Well, take Bette Midler.
[01:27:18.155 --> 01:27:20.096]  We're going to go to break here in a few minutes.
[01:27:20.096 --> 01:27:24.019]  She came out when Rand Paul voted against the budget, which was a reasonable thing.
[01:27:24.019 --> 01:27:25.019]  I get why Trump had to do it.
[01:27:25.019 --> 01:27:26.480]  It would have stalled the economy.
[01:27:26.480 --> 01:27:35.066]  But Bette Midler came out and said, oh, I wish his neighbor would have finished the job, basically, attacking him, not even knowing that Rand Paul was in opposition to Trump.
