[00:00:00.000 --> 00:00:21.640]  A
[01:13:27.950 --> 01:13:33.750]  of Matthew and the rest, 41 million people in our country are food insecure.
[01:13:33.750 --> 01:13:39.070]  We believe, some of us who are attracted to the political arena and to government and
[01:13:39.070 --> 01:13:43.390]  public service, that we're all God's children.
[01:13:43.390 --> 01:13:49.310]  There's a spark of divinity in every person on earth, and that we all have to recognize
[01:13:49.310 --> 01:13:55.990]  that as we respect the dignity and worth of every person, and as we recognize our responsibilities
[01:13:55.990 --> 01:13:58.910]  with that spark of divinity within us.
[01:13:58.910 --> 01:14:03.910]  And so when the president of the United States says about undocumented immigrants, these
[01:14:03.910 --> 01:14:05.430]  aren't people.
[01:14:05.430 --> 01:14:06.430]  These are animals.
[01:14:06.430 --> 01:14:09.150]  And that's a response when they're talking about MS-13.
[01:14:09.150 --> 01:14:13.990]  So now, Chicago Democrat unveils plan to tackle violent crime, asking gangs to only
[01:14:13.990 --> 01:14:16.350]  shoot people at night.
[01:14:16.350 --> 01:14:20.350]  A Chicago Democrat has unveiled a new plan to tackle violent crime, like cutting the police.
[01:14:20.350 --> 01:14:21.350]  That really worked.
[01:14:21.350 --> 01:14:24.350]  As murder rates continue to spiral out of control in the Illinois city.
[01:14:24.350 --> 01:14:30.670]  Chicago alderman Maria Hayden says she wants city officials to ask gang members to restrict
[01:14:30.670 --> 01:14:35.310]  their shootings so that only shoot people during the nighttime hours.
[01:14:35.310 --> 01:14:36.310]  That's not a joke.
[01:14:36.630 --> 01:14:44.150]  Hayden sent an email in which the woke Democrat promoted a proposal from a group called Native
[01:14:44.150 --> 01:14:45.150]  Sons.
[01:14:45.150 --> 01:14:49.190]  The proposal involves asking gang members to restrict their shooting to between 9 p.m.
[01:14:49.190 --> 01:14:50.190]  and 9 a.m.
[01:14:50.190 --> 01:14:54.390]  We have to start somewhere, said Native Sons co-founder.
[01:14:54.490 --> 01:15:02.490]  Tatina Adkins, our goal is to approach our city's gun violence program strategically
[01:15:02.490 --> 01:15:03.889]  and not all at once.
[01:15:03.889 --> 01:15:07.410]  Of course, you can't own a gun in Chicago, basically, if you're a U.S. citizen, it's
[01:15:07.410 --> 01:15:12.170]  very hard, but the criminals don't seem to follow the laws, do they?
[01:15:12.170 --> 01:15:16.929]  Things didn't become this way overnight and change won't happen overnight.
[01:15:16.929 --> 01:15:25.650]  And she goes on to reach out and ask them to not shoot between 9 a.m. and 9 p.m. and
[01:15:25.650 --> 01:15:26.650]  only kill.
[01:15:26.650 --> 01:15:30.330]  And they go through all the little kids that have been shot, as if those bullets don't
[01:15:30.330 --> 01:15:35.450]  end up going into houses at night all the time when a kid's sitting there eating dinner
[01:15:35.450 --> 01:15:39.889]  and a bullet hits him in the side of the face, in the back of the head, or the chest, or
[01:15:39.889 --> 01:15:40.889]  in the leg.
[01:15:41.889 --> 01:15:42.889]  All right, we're going to go to break.
[01:15:42.889 --> 01:15:48.769]  We're going to come back and get into some new Antifa developments and transgender male
[01:15:48.769 --> 01:15:51.769]  librarian gags woman for misgendering.
[01:15:51.769 --> 01:15:53.570]  These people are tyrants all the way.
[01:15:53.570 --> 01:15:54.570]  Stay with us.
[01:15:54.570 --> 01:15:59.010]  We'll be right back.
[01:15:59.010 --> 01:16:03.330]  Coffee has not been available at Infowarsstore.com for two years because the price went up too
[01:16:03.330 --> 01:16:05.450]  high and the quality was starting to go down.
[01:16:05.450 --> 01:16:10.410]  I turned out so many other producers that wanted to partner with us, but when the folks
[01:16:10.410 --> 01:16:14.110]  at Minuteman came to me a year ago and I began to try their coffees, I was blown away.
[01:16:14.110 --> 01:16:18.809]  We finally have three great coffees that are the best they have to offer available to you
[01:16:18.809 --> 01:16:19.809]  right now.
[01:16:19.809 --> 01:16:21.849]  This is the best coffee I've ever tasted.
[01:16:21.849 --> 01:16:25.570]  It smells amazing, and it's some of the strongest coffee I've ever drank.
[01:16:25.570 --> 01:16:31.650]  Ladies and gentlemen, these three single-source Colombian coffees are now available at Infowarsstore.com
[01:16:31.650 --> 01:16:33.090]  exclusively.
[01:16:33.090 --> 01:16:35.769]  Escape the Prison Planet Light Roast.
[01:16:35.769 --> 01:16:36.769]  Tastes great.
[01:16:36.769 --> 01:16:37.769]  It's the strong one.
[01:16:37.769 --> 01:16:38.769]  Really strong.
[01:16:38.769 --> 01:16:40.370]  These are all close second and thirds.
[01:16:40.370 --> 01:16:41.370]  Medium Roast.
[01:16:41.370 --> 01:16:42.370]  Wake of America.
[01:16:42.370 --> 01:16:43.370]  Woo!
[01:16:43.370 --> 01:16:44.370]  That's my go-to.
[01:16:44.370 --> 01:16:45.370]  Dark Roast.
[01:16:45.370 --> 01:16:46.370]  Tip of the spear.
[01:16:46.370 --> 01:16:50.170]  Tastes the best and is amazing and is still very, very strong, gives you that pep.
[01:16:50.170 --> 01:16:55.050]  They're all three available at Infowarsstore.com, and they fund our operation, and each order
[01:16:55.050 --> 01:16:59.210]  gets a Pocket Constitution Citizen Rollback.
[01:16:59.210 --> 01:17:05.969]  Omega-3 fatty acids are needed for optimal strength, and they can only be obtained through
[01:17:05.969 --> 01:17:06.969]  diet.
[01:17:07.050 --> 01:17:12.570]  They can be found in grass-fed beef, which is why the ruling class is trying to ban it,
[01:17:12.570 --> 01:17:18.889]  and they can be found in fish, which are arguably the best source of Omega-3s.
[01:17:18.889 --> 01:17:23.730]  But the problem today is finding fish without a high mercury content.
[01:17:23.730 --> 01:17:31.490]  Your best option is our Ultimate Fish Oil and Ultimate Krill Oil at Infowarsstore.com.
[01:17:31.490 --> 01:17:37.969]  Omega-3 fatty acids are essential for both our neurological and cardiovascular systems,
[01:17:37.969 --> 01:17:40.130]  our brain and our heart.
[01:17:40.130 --> 01:17:44.990]  They improve mood, mental clarity, and immune function.
[01:17:44.990 --> 01:17:50.290]  Get your essential Omega-3 fatty acids from the best sources available.
[01:17:50.290 --> 01:17:53.170]  Ultimate Fish Oil and Ultimate Krill Oil.
[01:17:53.170 --> 01:17:58.010]  Get some today at Infowarsstore.com.
[01:17:58.010 --> 01:18:02.570]  For everything the globalists hit us with, God, through Mother Nature, has given us the
[01:18:02.570 --> 01:18:03.570]  answer.
[01:18:03.570 --> 01:18:07.929]  I don't have to sell you on CBD oil, full-spectrum CBD oil, the incredible things it does for
[01:18:07.929 --> 01:18:14.490]  your nerves, your brain, your entire physiological system, for your nervous system particularly.
[01:18:14.490 --> 01:18:16.309]  Everybody knows it's incredible it works.
[01:18:16.309 --> 01:18:21.090]  We have the strongest, best CBD oil you're going to find anywhere at the lowest price.
[01:18:21.090 --> 01:18:27.210]  Yes, you can find this same CBD oil for 30% more, because that's who we're getting it
[01:18:27.210 --> 01:18:28.210]  from.
[01:18:28.210 --> 01:18:30.610]  Made right here in Central Texas.
[01:18:30.610 --> 01:18:34.250]  Our private label name is Rebel Zen.
[01:18:34.250 --> 01:18:39.849]  Rebel Zen is a private label of one of the top three or four CBD makers in the country.
[01:18:39.849 --> 01:18:42.769]  It's based right here in Texas, and we're giving it to you at 30% off.
[01:18:42.769 --> 01:18:46.530]  Here's what's even crazier, 30% off of what they're selling it for.
[01:18:46.530 --> 01:18:49.849]  They're selling theirs for 30% off what their competitors are.
[01:18:49.849 --> 01:18:54.010]  This is the highest rated, already at the lowest price, now even a lower price.
[01:18:54.010 --> 01:18:55.010]  Rebel Zen.
[01:18:55.010 --> 01:18:56.969]  Get yours at Infowarsstore.com now.
[01:18:57.969 --> 01:18:59.969]  It's been three years since we had it.
[01:18:59.969 --> 01:19:05.290]  We got it back in stock, the amazing 30 parts per million, highest quality colloidal silver
[01:19:05.290 --> 01:19:07.889]  and all the great things and all the great uses.
[01:19:07.889 --> 01:19:13.690]  Back in stock, limited supply, Infowarsstore.com, 30% off.
[01:19:13.690 --> 01:19:20.929]  It's a very limited supply, but we have it back, Infowarsstore.com, silver bullet, colloidal
[01:19:20.929 --> 01:19:21.929]  silver.
[01:19:21.929 --> 01:19:25.809]  Infowars live silver bullet, colloidal silver has returned.
[01:19:25.809 --> 01:19:31.849]  Silver bullet is the answer to Alex's extensive search for a powerful colloidal silver product
[01:19:31.849 --> 01:19:37.809]  that utilizes high quality processes to ensure for a truly unique product that has applications
[01:19:37.809 --> 01:19:40.090]  for both preparedness and regular use.
[01:19:40.090 --> 01:19:41.929]  It is amazing.
[01:19:41.929 --> 01:19:47.809]  It's got thousands of reviews, five-star reviews, Infowarsstore.com.
[01:19:47.809 --> 01:19:53.130]  Silver bullet returns to Infowarsstore.com, and while you're there, get some super female
[01:19:53.130 --> 01:19:57.730]  vitality, some turbo force, some brain force, and some brain force ultra.
[01:19:57.500 --> 01:20:07.500]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:20:08.360 --> 01:20:20.360]  The voice the globalists want silenced. Welcome to the Alex Jones Show.
[01:20:38.360 --> 01:20:56.040]  Alright, so here's what's going on. Vivek Ramaswamy did a great job last week and I
[01:20:56.040 --> 01:21:01.320]  never played the clip, but you guys find that clip where he was like in like Iowa and a
[01:21:01.320 --> 01:21:08.679]  transgender lady comes over, a man comes over and says, what do you think of this transgender
[01:21:08.679 --> 01:21:13.480]  thing? And he says, well, you can do what you want as an adult, but you're the tyranny
[01:21:13.480 --> 01:21:18.679]  of the minority. And so everyone must be indoctrinated in what you're doing, quote, because you're
[01:21:18.679 --> 01:21:23.740]  being abused. But statistically, you're committing suicide and you're killing each other. We're
[01:21:23.740 --> 01:21:30.160]  not killing you. But he gets into a bunch of it. And that's what this is. So all over
[01:21:30.160 --> 01:21:33.559]  the country, all over the world, funded by the biggest, most powerful corporations on
[01:21:33.559 --> 01:21:39.120]  the planet, run by MI6, that's who created all this crap, the Tavistock Institute. They're
[01:21:39.120 --> 01:21:41.940]  targeting our children that have already been chemically bent that way, and then they
[01:21:41.940 --> 01:21:46.839]  come all the way to sterilize them. And so all over the nation, different states like
[01:21:46.839 --> 01:21:51.559]  California have passed laws that if you misgender somebody, you go to jail. And then some big
[01:21:51.559 --> 01:21:56.759]  giant dude, bodybuilder, ex-con comes in with a pink shirt. They go, hey, man, what do you
[01:21:56.759 --> 01:22:02.320]  think? Anything else? It's ma'am. It's ma'am. They start breaking stuff and attacking people
[01:22:02.320 --> 01:22:07.759]  because it's a big dude. And then you've got men invading women's sports and dominating
[01:22:07.759 --> 01:22:14.780]  it all over the world. It's preposterous. It's asinine. It's flagrant. Mind control.
[01:22:14.780 --> 01:22:17.599]  So the full video is like 12 minutes long. We're not going to play the whole thing. It's
[01:22:17.599 --> 01:22:25.679]  up on InfoWars.com. Transgender says male librarian gags woman for misgendering. So
[01:22:25.679 --> 01:22:31.000]  transgenderism, male librarian gags woman for misgendering. And this dude comes up while
[01:22:31.000 --> 01:22:37.880]  she's giving a speech that they went and are having with a group there. They set the time,
[01:22:37.880 --> 01:22:41.440]  set it up, had the event about women's sports and women having their own spaces, biological
[01:22:41.440 --> 01:22:48.480]  women. And he says, you're kicked out of here because you're misgendering. And he shuts
[01:22:48.480 --> 01:22:54.320]  down her speech. These are tyrants, ladies and gentlemen. And they know exactly what they're
[01:22:54.320 --> 01:22:57.320]  doing. So here's an excerpt of it.
[01:22:57.320 --> 01:23:02.320]  At 10 years old, like I said, all I dreamed was about being a college soccer player. A
[01:23:02.320 --> 01:23:08.320]  dream I knew I could achieve as long as I worked hard and put my mind to it. And at
[01:23:08.320 --> 01:23:14.320]  18, I was able to live out my dream. The current 10-year-old girls cannot live out the same
[01:23:14.320 --> 01:23:20.320]  dream as long as men are allowed to compete in women's sports. So now, no matter how hard
[01:23:21.320 --> 01:23:28.320]  you work, you can't do that. Biological men can't compete in women's sports.
[01:23:37.320 --> 01:23:43.320]  And just like Antifa, he then shuts down her speech. Because they're scared of a bunch of
[01:23:43.320 --> 01:23:48.320]  people getting together. Instead, they're in a private room in a library.
[01:23:51.320 --> 01:23:57.320]  So it's misgendering that she says men are biologically stronger.
[01:24:08.320 --> 01:24:16.320]  But here's the good news. His attempt to silence her, which they kicked her out, will only
[01:24:17.320 --> 01:24:22.320]  blow this up 10 times bigger, and I want her on the show. But look at this guy. That's
[01:24:22.320 --> 01:24:28.320]  an un-American. That's a dangerous person. That's a cult member of the New World Order,
[01:24:28.320 --> 01:24:29.320]  in my view.
[01:24:33.320 --> 01:24:38.320]  She's a lawyer. And he's telling her, you can't speak. You just misgendered somebody.
[01:24:39.320 --> 01:24:42.320]  This is not your presentation, ma'am.
[01:24:42.320 --> 01:24:45.320]  This is designed to destroy civilization.
[01:24:48.320 --> 01:24:49.320]  Yep, First Amendment.
[01:24:49.320 --> 01:24:55.320]  I appreciate that you are all showing your First Amendment rights. I am a big proponent
