[00:00:00.209 --> 00:00:01.770]  What you're witnessing?
[01:55:15.265 --> 01:55:24.987]  But in all the other cases, they're on drugs, they're in psychiatric care, their parents are feds, they've been at weird bases, or they were military troops in weird mind-control programs.
[01:55:24.987 --> 01:55:29.708]  Remember the guy, Larry Ashbrook?
[01:55:29.708 --> 01:55:31.208]  I'm going from memory on that.
[01:55:31.208 --> 01:55:31.328]  In 1998,
[01:55:34.375 --> 01:55:37.256]  There's a 99 in Fort Worth, and it was 98.
[01:55:37.256 --> 01:55:40.797]  Went in, and he shot a bunch of people.
[01:55:40.797 --> 01:55:42.257]  And he'd been calling the police department.
[01:55:42.257 --> 01:55:42.917]  He'd been in the Navy.
[01:55:42.917 --> 01:55:44.517]  He'd been in secret operations.
[01:55:44.517 --> 01:55:48.498]  He got out, and he would, like, go right to the editor and go, look, I'm under mind control.
[01:55:48.498 --> 01:55:49.679]  I'm not schizophrenic.
[01:55:49.679 --> 01:55:52.299]  And the neighbors saw guys dragging him and put him in a van.
[01:55:52.299 --> 01:55:55.420]  I mean, it wasn't just that he was a lot of schizophrenics out there.
[01:55:55.420 --> 01:55:58.261]  He really was under their control.
[01:55:58.261 --> 01:55:59.521]  He went to Baptist Church.
[01:56:00.393 --> 01:56:03.119]  And he lined them up and they just groveled.
[01:56:03.119 --> 01:56:05.344]  And he said, you know, do you believe in Jesus?
[01:56:05.344 --> 01:56:05.705]  Yes.
[01:56:05.705 --> 01:56:06.386]  Boom.
[01:56:06.386 --> 01:56:08.591]  Same thing with the Columbine deal.
[01:56:08.591 --> 01:56:10.576]  The mind control involves Satanism.
[01:56:16.872 --> 01:56:22.682]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[01:56:22.682 --> 01:56:30.335]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:56:31.030 --> 01:56:38.473]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:56:38.473 --> 01:56:50.198]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:56:50.198 --> 01:56:54.180]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:56:54.180 --> 01:56:56.441]  It's an anthology of government crimes.
[01:56:56.441 --> 01:57:00.283]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:57:00.863 --> 01:57:07.867]  Get your copy today on InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[01:57:13.809 --> 01:57:18.612]  The Berkey Security Pack is your one-stop solution for unexpected emergencies.
[01:57:18.612 --> 01:57:23.235]  It provides you with purified water, light, power, and communications ability.
[01:57:23.235 --> 01:57:37.243]  The Security Pack includes a Berkey Light Water Purifier, an LED Base, two Berkey Sport Filtration Bottles, the Berkey Battery Adapter, the Berkey MP Solar Charger, as well as a backup set of two Black Berkey Purification Elements.
[01:57:37.483 --> 01:57:54.460]  The Berkey Security Pack is important every day and a must during emergencies because it provides purified water, long-term low-energy lighting, backup battery power for your Berkey LEDs, free long-term solar power for communications devices such as radios, walkie-talkies, and cell phones.
[01:57:54.780 --> 01:57:55.260]  We're good to go.
[01:58:13.883 --> 01:58:15.825]  Hello friends, Alex Jones here.
[01:58:15.825 --> 01:58:19.848]  I want you to imagine waking up one morning to find out you've been burglarized.
[01:58:19.848 --> 01:58:28.936]  An intruder has taken your personal possessions, credit card numbers, social security cards, banking information, and more, all in the hands of a total stranger.
[01:58:28.936 --> 01:58:34.041]  What's worse is, you realize he got it through your front door because you left it unlocked.
[01:58:34.041 --> 01:58:35.722]  Every time you walk away from your computer,
[01:58:35.802 --> 01:58:36.203]  We're good.
[01:58:51.960 --> 01:58:53.301]  Well, the Rosie O'Donnell
[01:59:19.071 --> 01:59:24.733]  Breaking inside report we put out about what she's planning to do, having first responders on with the dust, and talk about 9-11 later.
[01:59:24.733 --> 01:59:29.035]  Would have been a huge report today, and it's still going to be big.
[01:59:29.035 --> 01:59:34.116]  Make sure that we don't stop talking about Alberto Gonzalez and the firing gate and all the crimes he's involved in.
[01:59:34.116 --> 01:59:36.977]  Make sure we don't stop talking about how they want to go into Iran.
[01:59:36.977 --> 01:59:44.800]  Make sure we continue to push 9-11 truth, no matter how many mass shootings the feds orchestrate, no matter how many copycats that causes.
[01:59:46.454 --> 01:59:48.275]  We're going to expose this mass shooting thing as well.
[01:59:48.275 --> 02:00:01.481]  We're going to have the definitive report, that is the definitive preliminary of such a thing, on mass shootings and the past staged events with all the questions surrounding this out very soon on PrisonPlanet.com and InfoWars.net.
[02:00:01.481 --> 02:00:05.803]  So watch that space, watch that channel, and help us get that out.
[02:00:05.803 --> 02:00:08.305]  You, the listeners, are the reason we're having an effect.
[02:00:08.305 --> 02:00:10.586]  You, the listeners, are the reason we're able to reach people.
[02:00:10.586 --> 02:00:12.647]  But Rosie prepares to strike back for 9-11 truth.
[02:00:13.957 --> 02:00:20.420]  Insider scoop, Ground Zero heroes impacted by toxic dust cover up to appear on The View tomorrow, their schedule.
[02:00:20.420 --> 02:00:21.581]  We'll see if that happens.
[02:00:21.581 --> 02:00:32.526]  A headline on the Drudge Report today reads, Rosie no more, impeach Bush talk on The View, because she said on there that she'll just be screaming inside for now on her site, but that's not really what we've got.
[02:00:32.526 --> 02:00:33.327]  We've got the inside.
[02:00:33.327 --> 02:00:33.787]  We've talked to her.
[02:00:33.787 --> 02:00:34.547]  We've got the email.
[02:00:34.547 --> 02:00:36.088]  We've got her inside people as well.
[02:00:37.865 --> 02:00:45.069]  And it goes on to say, we know that these other things include government's criminal cover-up of the Ground Zero toxic dust scandal, killing 9-11 heroes.
[02:00:45.069 --> 02:00:56.556]  Rosie is reportedly sick and tired of the very parties who covered up the toxic dust scandal, then claiming the mantle of 9-11 victims in order to smear anyone who asked questions about the events of that day.
[02:00:56.556 --> 02:00:59.538]  O'Donnell is aware of the fact that the majority
[02:01:00.274 --> 02:01:04.738]  of the victim's family members now believe there is an ongoing cover-up surrounding 9-11.
[02:01:04.738 --> 02:01:12.564]  As a result, several Ground Zero first responders are to be interviewed on The View with the first being broadcast on Tuesday morning.
[02:01:12.564 --> 02:01:21.351]  This is the beginning of a carefully planned course of attack to counter the threats and censorship being employed by neocon talking heads to stifle 9-11 truth.
[02:01:21.351 --> 02:01:23.733]  There's also somebody inside the system stifling her
[02:01:25.121 --> 02:01:26.423]  Uh, and it goes on.
[02:01:26.423 --> 02:01:32.150]  This information comes from multiple sources within O'Donnell's inner circle, as well as a prominent member of the 9-11 Truth Movement.
[02:01:32.150 --> 02:01:44.584]  O'Donnell should be applauded once again for having the courage to stand up for the truth in the face of the orchestrated establishment witch hunt, as well as the neocon producer at ABC who is acting as a gatekeeper in trying to prevent the information from being broadcast.
[02:01:45.717 --> 02:01:48.642]  This is all inside stuff you're getting, ladies and gentlemen.
[02:01:48.642 --> 02:02:00.281]  This is an overwhelming slap in the face to the establishment media bullies who thought that their attempts to incriminate and intimidation and chilling free speech could shut Rosie up and prevent 9-11 from, uh, cover up from enjoying maximum exposure.
[02:02:01.514 --> 02:02:15.564]  And it goes on to how she really woke up, when she woke up, what film made her wake up, how delays attacking her, and then we get into the latest 9-11 hoax out of Pravda claiming that Imus was fired because of you going public about 9-11 truth.
[02:02:15.564 --> 02:02:22.449]  The details of that, the inside scoop on what really happened there is up on PrisonPlanet.com and InfoWars.com right now.
[02:02:22.449 --> 02:02:27.433]  Now I've done two hours and 57 minutes 12 seconds and I haven't plugged videos yet.
[02:02:27.433 --> 02:02:30.375]  That's how we fund the operation here, plus they're incredibly good films.
[02:02:31.358 --> 02:02:38.505]  We carry America, freedom to fascism, loose change, second edition, 9-11 mysteries, demolitions, my film Terror Storm, a history of government-sponsored terror.
[02:02:38.505 --> 02:02:43.749]  Get the high-quality DVDs and support the researchers and filmmakers that have made these films.
[02:02:43.749 --> 02:02:45.571]  Support us, InfoWars.com.
[02:02:46.756 --> 02:02:52.903]  Safe, secure online shopping cart for videos and books and t-shirts and much more.
[02:02:52.903 --> 02:03:02.294]  By the way, the TV star of that FX show, Daniel Sanjata, went on the big red carpet at a big premiere wearing one of our 9-11 inside job t-shirts.
[02:03:02.294 --> 02:03:03.716]  That's up on Infowars.net.
[02:03:03.716 --> 02:03:04.217]  That was great.
[02:03:04.857 --> 02:03:15.388]  Uh, so get some of those while you're at it, and get the word out, because they're gonna use terrorism, they're gonna use mass shootings that they create, they provocateur, that they misrepresent with victims they've disarmed.
[02:03:15.388 --> 02:03:16.509]  Either way, the government did this.
[02:03:16.509 --> 02:03:22.135]  The government disarmed the people so they couldn't defend themselves, and it looks like the government's involved in this, if they've ever been involved.
[02:03:22.683 --> 02:03:24.844]  And, uh, it's just amazing.
[02:03:24.844 --> 02:03:26.084]  So, InfoWars.com.
[02:03:26.084 --> 02:03:26.684]  Get the films.
[02:03:26.684 --> 02:03:27.164]  Get them out.
[02:03:27.164 --> 02:03:27.684]  Make copies.
[02:03:27.684 --> 02:03:28.345]  Never stop.
[02:03:28.345 --> 02:03:33.366]  Don't forget the free podcast of the three-hour show you can subscribe to at InfoWars.com.
[02:03:33.366 --> 02:03:34.946]  Be sure and spread the word on that as well.
[02:03:34.946 --> 02:03:39.628]  And get our story on Rosie striking back and the big story we've got on this shooting.
[02:03:39.628 --> 02:03:40.668]  And get it out to everybody.
[02:03:40.668 --> 02:03:42.749]  The alternative media must grow, and it is.
[02:03:42.749 --> 02:03:44.749]  We must surge and defeat the New World Order.
[02:03:44.749 --> 02:03:47.750]  To my crew, to everybody here at the office, great job.
[02:03:47.750 --> 02:03:50.791]  Now, we'll see you back tomorrow live and back continually here on the network.
[02:03:50.791 --> 02:03:51.151]  God bless.
