[00:00:02.058 --> 00:00:04.350]  Let's go!
[01:09:25.125 --> 01:09:32.169]  Where he sees all that going, what he thinks the Deep State's going to do, and so much more.
[01:09:32.169 --> 01:09:35.871]  And it's great to see you, my friend, looking great.
[01:09:35.871 --> 01:09:38.153]  You know, after all the hell you went through.
[01:09:38.153 --> 01:09:42.355]  And so we really, really appreciate you joining us today.
[01:09:42.355 --> 01:09:45.056]  Well, thank you for having me, and I appreciate your apology.
[01:09:45.056 --> 01:09:46.517]  It is warmly accepted.
[01:09:46.517 --> 01:09:48.238]  Thank you.
[01:09:48.238 --> 01:09:53.321]  I got a lot of questions, but let's just give you the floor here up front to whatever is most important to you to get out there.
[01:09:55.814 --> 01:10:01.396]  Well, to start, there's a lot of people that think that Tucker Carlson's footage got me released.
[01:10:01.396 --> 01:10:11.139]  But in fact, I had a year shaved off my sentence, six months for good time, six months for doing programs in prison.
[01:10:11.139 --> 01:10:15.121]  And that's because of the First Step Act or FSA credits.
[01:10:15.121 --> 01:10:20.462]  So I got six months for good time and six months shaved off for First Step Act credits.
[01:10:20.462 --> 01:10:25.124]  And then I was released to the halfway house two months before my sentence was up.
[01:10:25.804 --> 01:10:41.091]  I had my release date in mid-February before that footage ever aired and then the footage aired like three weeks before my release date and that was most certainly divine providence because I had been praying for vindication
[01:10:41.591 --> 01:10:50.757]  I had been praying for redemption because I knew everything that was, you know, shown in the Tucker Carlson footage, but the public did not.
[01:10:50.757 --> 01:10:55.240]  So I think that it was really a paradigm shattering
[01:10:57.797 --> 01:11:14.104]  segment for a lot of people in the world not just in the United States but around the world because everybody had come up with a narrative of what happened on that day based on what the Operation Mockingbird media told them and the use of my image to create a
[01:11:15.801 --> 01:11:17.942]  And the use of me as a straw man.
[01:11:17.942 --> 01:11:28.031]  And then this footage got released and people came to realize that, oh, this guy that they made the face of this thing, you know, he isn't a bad person.
[01:11:28.031 --> 01:11:29.733]  A horned man, not bad.
[01:11:29.733 --> 01:11:31.694]  Horned man, not crazy.
[01:11:31.694 --> 01:11:41.663]  You know, um, and I'll just tell you now, Alex, the reason why the police were escorting me around the building was because I offered to help them.
[01:11:42.543 --> 01:11:50.588]  I offered to help them stop vandalism, stop violence, if there was any, there wasn't, and stop anybody from stealing anything.
[01:11:50.588 --> 01:11:54.971]  I also offered to help them clear the building, which I did later on.
[01:11:54.971 --> 01:12:03.597]  You know, I used my megaphone to help, you know, get people out of the building and, you know, we were escorted out by the police and that's that.
[01:12:03.597 --> 01:12:06.599]  Absolutely, but as you say, though, it's very vindicating.
[01:12:06.599 --> 01:12:07.740]  We just showed some of the footage.
[01:12:08.547 --> 01:12:08.887]  I don't know.
[01:12:30.549 --> 01:12:39.057]  Well, I spent 10 and a half months in solitary confinement, and then I spent a total of 27 months in prison as a whole.
[01:12:39.057 --> 01:12:43.361]  So like 10 and a half months in solitary, and then around 17 months or so in prison.
[01:12:47.606 --> 01:12:59.233]  What is it like for you when you see Ray Ebbs saying, attack the Capitol, go in the Capitol the day before, the day of, ramming signs, the first breakthrough over the police, and then saying he orchestrated it.
[01:12:59.233 --> 01:13:05.357]  What is it like to see him defended by the New York Times and by the Justice Department, and then you spent 27 months in jail?
[01:13:07.543 --> 01:13:15.029]  It's very indicative that there is a collusion between government entities and the media.
[01:13:15.029 --> 01:13:23.496]  That's why I call them the Mockingbird Media or Operation Mockingbird Media, because essentially at this point it's state-run media.
[01:13:23.496 --> 01:13:26.679]  Absolutely.
[01:13:26.679 --> 01:13:34.145]  What is it like for you to watch President Trump being arraigned yesterday inside the sewer that is the District of Mordor?
[01:13:34.145 --> 01:13:35.246]  What is it like for you to watch that?
[01:13:37.719 --> 01:13:50.993]  Well, it's tragic to say the least, but, you know, it's also kind of interesting because now all this evidence that the other courts and other states refuse to hear can now be subpoenaed, it can now be made public evidence.
[01:13:50.993 --> 01:14:00.423]  So, I kind of wonder a little bit how much this is actually going to work out the way that the shadow government, Deep State, wants it to.
[01:14:01.515 --> 01:14:05.677]  The conspiracy charge, though, that is a charge that's very difficult to beat.
[01:14:05.677 --> 01:14:10.979]  It was made difficult to beat on purpose because it was used to go after the mafia.
[01:14:10.979 --> 01:14:18.922]  But it is also, since it was created, it's been used to go after countless American citizens.
[01:14:18.922 --> 01:14:22.423]  And that now includes Donald Trump.
[01:14:22.423 --> 01:14:27.245]  Who is 70 points ahead of the Republican candidates and 20 or 30 ahead of Biden.
[01:14:27.245 --> 01:14:29.526]  If that isn't election meddling, I don't know what is.
[01:14:32.746 --> 01:14:33.649]  Oh yeah, totally.
[01:14:33.649 --> 01:14:36.799]  It's quite clear that there is panic.
[01:14:38.727 --> 01:14:41.049]  And that they don't quite know what to do.
[01:14:41.049 --> 01:14:55.081]  And the harder they try to fight and corner, not just Trump, but the American people in general, then the more exposed this oppressive, tyrannical, deep state apparatus becomes.
[01:14:55.081 --> 01:15:02.848]  But it's also the reason, that is also the reason why I advocate so heavily for peace, for love, for unity.
[01:15:03.556 --> 01:15:09.999]  For forgiveness and a non-violent, non-cooperation campaign with evil.
[01:15:09.999 --> 01:15:18.383]  Because the fact of the matter is, we are talking about less than 1% of the population that is attempting to control the other 99.9%.
[01:15:18.383 --> 01:15:20.124]  And if we simply just say, nope, not doing it,
[01:15:26.016 --> 01:15:27.557]  No, we're not going to eat bugs.
[01:15:27.557 --> 01:15:29.458]  No, we're not going to live in 15 minute cities.
[01:15:29.458 --> 01:15:31.340]  No, we're not going to wear uniforms.
[01:15:31.340 --> 01:15:37.043]  Yes, we are going to own our own property and you can't tell us how to live our lives.
[01:15:37.043 --> 01:15:41.346]  Then there's nothing that can be done, especially if and when we stay peaceful.
[01:15:41.346 --> 01:15:43.668]  You know, just look at what happened in Romania.
[01:15:44.364 --> 01:15:59.095]  When the government wanted to kill that pastor and they had the candlelight vigil, and then lo and behold, oh, you mean you don't have to fight a tyrannical government with firearms?
[01:15:59.095 --> 01:16:02.098]  This is a crisis of consciousness that we are dealing with.
[01:16:02.098 --> 01:16:03.419]  It is a lack of education.
[01:16:03.419 --> 01:16:05.600]  It is a lack of information.
[01:16:05.600 --> 01:16:11.285]  And I think it was a CIA director that said something along the lines of, once
[01:16:13.624 --> 01:16:24.047]  I think it's something like, once everything the American people believe is false, or our disinformation program will be complete, something along those lines.
[01:16:24.047 --> 01:16:33.769]  Yeah, the former CIA director said, once everything the public knows is wrong, our disinformation campaign will be complete.
[01:16:33.769 --> 01:16:33.989]  Yeah.
[01:16:34.875 --> 01:16:35.775]  Exactly.
[01:16:35.775 --> 01:16:43.017]  So, it's about controlling the consciousness of a nation or of humanity through psychological warfare techniques.
[01:16:43.017 --> 01:16:53.019]  They use trigger words and they use trigger images to create an emotional response in the subconscious brain of a neuro-linguistically programmed individual.
[01:16:53.019 --> 01:16:58.600]  Then they use that emotional response to target certain groups or target certain individuals
[01:16:59.060 --> 01:17:06.826]  As a means of using the public to do the work of the tyrannical New World Order types.
[01:17:06.826 --> 01:17:09.048]  They want them, the public, to do their dirty work for them.
[01:17:09.048 --> 01:17:11.190]  And by the way, let me just back you up on that.
[01:17:11.190 --> 01:17:21.177]  After the COVID lockdowns in Canada, the US, UK, Germany, all over, they bragged that militaries worked worldwide with the UN to, quote, terrorize, create fear, brainwash.
[01:17:21.177 --> 01:17:22.559]  These are headlines.
[01:17:22.559 --> 01:17:25.861]  To terrorize the public into staying indoors and believing the lies.
[01:17:27.022 --> 01:17:27.443]  We're good to go.
[01:17:42.526 --> 01:17:42.626]  Well...
[01:18:00.968 --> 01:18:05.995]  The old saying goes, Satan reasons like a man, but God thinks of eternity.
[01:18:05.995 --> 01:18:13.385]  And this may take a little longer than we would like to, you know, like it to take, but it is happening and it's happening slowly.
[01:18:13.385 --> 01:18:18.312]  I think that they're going to try to combat that great awakening through fear.
[01:18:19.201 --> 01:18:26.586]  Through propaganda, through psychological warfare techniques that have been used in other countries to destabilize governments.
[01:18:26.586 --> 01:18:28.927]  I mean, these are the things that Yuri Bezmenov talked about.
[01:18:28.927 --> 01:18:33.730]  Destabilization, I mean, demoralization, destabilization, crisis and normalization.
[01:18:33.730 --> 01:18:36.392]  And in particular with COVID, what was the slogan?
[01:18:36.392 --> 01:18:37.913]  The new normal.
[01:18:37.913 --> 01:18:44.797]  So they are attempting to normalize this global new world order, one world government type control.
[01:18:46.539 --> 01:18:53.222]  So I think that it's really imperative that we understand the psychological warfare techniques that are being used against us.
[01:18:53.222 --> 01:18:59.925]  How it is that neuro-linguistic programming, critical factor bypass, and mass formation hypnosis play a role in all of this.
[01:18:59.925 --> 01:19:09.028]  How it is that demoralization, destabilization, crisis, and normalization all play a role in this scheme of theirs.
[01:19:09.028 --> 01:19:14.871]  And once we have that awakening, once we understand these techniques, they are ineffective.
[01:19:15.535 --> 01:19:21.720]  They become obsolete, and then that will once again increase this Great Awakening and its speed.
[01:19:21.720 --> 01:19:37.732]  So, if we want the Great Awakening to increase in speed, then what we have to do is truly understand how it is that these psychological warfare techniques are used to basically weaponize our own minds against us.
[01:19:37.732 --> 01:19:41.595]  And in the process, the Great Awakening will happen in much more rapid succession.
[01:19:43.559 --> 01:19:44.320]  I agree.
[01:19:44.320 --> 01:19:57.361]  And just an example of this, they had hundreds of articles in the National Post in Canada and the Washington Post and the BBC about PSYOP groups ran fear campaign to terrorize public, to brainwash public.
[01:19:57.361 --> 01:19:58.423]  Hundreds of articles we covered.
[01:19:58.763 --> 01:20:00.544]  I've been searching while you've been talking.
[01:20:00.544 --> 01:20:01.926]  It's all off Google.
[01:20:01.926 --> 01:20:04.047]  You gotta go to DuckDuckGo or someplace else.
[01:20:04.047 --> 01:20:10.292]  But they're even now trying to sponge all the records that they did that or that they said that the shot would protect you.
[01:20:10.292 --> 01:20:10.892]  The crew found it.
[01:20:10.892 --> 01:20:11.873]  London Telegraph.
[01:20:11.873 --> 01:20:16.517]  Use of fear to control behavior in COVID crisis was totalitarian, admits scientist.
[01:20:18.650 --> 01:20:20.731]  ...admit the military was used to do it.
[01:20:20.731 --> 01:20:21.572]  And it was unified.
[01:20:21.572 --> 01:20:23.173]  I mean, that is so illegal.
[01:20:23.173 --> 01:20:28.316]  Military campaign to influence public opinion continued after Defense Chief shut it down.
[01:20:28.316 --> 01:20:29.857]  CBC.
[01:20:29.857 --> 01:20:33.699]  I mean, there you go.
[01:20:33.699 --> 01:20:40.303]  Yeah, well, the Court of Public Opinion, I think at this point, has become the most powerful court in the land.
[01:20:41.073 --> 01:20:53.706]  And it's because the collective consciousness of humanity plays the largest role in the way that we function as a culture or as society.
[01:20:53.706 --> 01:20:55.949]  Once the truth becomes viral,
[01:20:57.305 --> 01:20:58.745]  Everything changes.
[01:20:58.745 --> 01:21:08.127]  But this is why they choose to use these social media and mockingbird media apparatuses to spell misinformation and disinformation on the public.
