[00:00.000 --> 00:12.720]  The year is 2020.
[1:15:54.200 --> 1:15:58.760]  challenge the dominant system you're going to be censored you're going to be attacked
[1:15:59.880 --> 1:16:03.560]  as christ said you're in the world not up but they're going to come after you
[1:16:05.080 --> 1:16:11.080]  well that's okay because this is an artificial fraudulent corruption being projected over us
[1:16:11.080 --> 1:16:18.600]  that we must defeat it's like not being a fish but you're a mammal and someone grabs you and
[1:16:18.600 --> 1:16:23.640]  plunges you down into 20 feet of water and is holding you there you're going to drown unless
[1:16:23.640 --> 1:16:30.520]  you get back to the oxygen so if you're a grounding man a society held under and everyone knows it's
[1:16:30.520 --> 1:16:36.920]  unhealthy everyone knows it's bad is it leadership to struggle is it leadership to try to pull the
[1:16:36.920 --> 1:16:41.480]  hands off your neck or kick them in the groin to try to get this monster off you so you get back to
[1:16:41.480 --> 1:16:45.880]  the oxygen there's some people might sit there with Stockholm syndrome and say if you just let
[1:16:45.880 --> 1:16:49.720]  this brute who's got scuba tanks and we don't hold us down here at the bottom of the pool
[1:16:50.360 --> 1:16:54.840]  he'll leave us alone he'll be nice till you look over and there's other dead bodies all around you
[1:16:54.840 --> 1:17:00.280]  at the bottom and he's smiling at you and your lights are going to go out soon and he's going to win
[1:17:00.280 --> 1:17:07.240]  so see leadership's realizing there's no leadership at all there's your will to survive
[1:17:07.240 --> 1:17:10.680]  your will to thrive your will to reach out towards god or be a slave
[1:17:14.200 --> 1:17:18.840]  there's the will of making the decision that you're not going to be destroyed that you're
[1:17:18.840 --> 1:17:22.360]  not going to be lied to that you're not going to be passive that you're not going to be weak
[1:17:22.360 --> 1:17:25.720]  that you're not going to be a victim with Stockholm syndrome that you've all been primed to be
[1:17:25.720 --> 1:17:33.080]  to just be feel sorry for yourself and lay down and take it and then there is the leadership of
[1:17:33.080 --> 1:17:38.600]  leading others out of that but by getting them to see what's happened to themselves that's leadership
[1:17:39.960 --> 1:17:45.960]  like the old saying the teacher appears when the student is ready it's going to happen to get so
[1:17:45.960 --> 1:17:52.200]  bad for a lot of people that it'll be too late once the general public wakes up we have to
[1:17:52.200 --> 1:17:58.440]  be leaders early on to turn the ship around so we have a soft landing it's going to already be rough
[1:17:58.440 --> 1:18:05.560]  but not total disaster and so it's simple when you see someone being pilloried someone being
[1:18:05.560 --> 1:18:09.480]  lied about someone being demonized don't run away from them when they're being attacked
[1:18:10.600 --> 1:18:15.960]  support them and champion them because you're championing yourself that's leadership
[1:18:17.240 --> 1:18:21.560]  and everybody knows they're like of course we know that okay well where is it because
[1:18:21.560 --> 1:18:26.280]  you look at america today you have these empty corporations with horrible slave factories around
[1:18:26.280 --> 1:18:31.400]  the world super corrupt paying almost no tax offshore lecturing middle class americans that
[1:18:31.400 --> 1:18:35.880]  they're bad telling us america sucks because they're part of a global combine taking over
[1:18:37.000 --> 1:18:43.560]  so simple leadership would be to declare them a fraud expose them march into their headquarters
[1:18:43.560 --> 1:18:52.920]  yell and scream at them go to their owners houses expose them dump their stock use civil disobedience
[1:18:52.920 --> 1:19:02.680]  and peaceful direct action against them educate them lovingly but with a big stick of truth
[1:19:03.400 --> 1:19:07.320]  and i could go on into leadership for thousands of hours you understand what i'm saying you already
[1:19:07.320 --> 1:19:15.480]  know it why is info wars in 26 years been able to change the world yes you help get trump elected
[1:19:15.480 --> 1:19:19.960]  we help get balsam iro elected his son and his father they're all on record saying at the president
[1:19:19.960 --> 1:19:25.400]  and and and we geisel for us said they the ukip wasn't growing till info wars promoted it 20 years
[1:19:25.400 --> 1:19:31.160]  ago and suddenly they had doubled the numbers because of info wars that was just the truth
[1:19:31.160 --> 1:19:38.920]  the callers the guest the support and the belief that i had and the knowing i had the vision i had
[1:19:38.920 --> 1:19:46.040]  the understanding i had all vision is is seeing a fire on top of hill and you know there's a fire
[1:19:46.040 --> 1:19:50.760]  up on that hill and you climb up that hill and there's the fire vision just means you recognize
[1:19:50.760 --> 1:19:56.520]  what it is and i knew their world government was real i knew it was anti-human i knew it was horrible
[1:19:56.520 --> 1:20:01.640]  i knew it would be rejected but would it be rejected by ragtag groups that didn't know
[1:20:01.640 --> 1:20:06.680]  what was going on when they realized it was too late or would we get ahead of the game but what
[1:20:06.680 --> 1:20:10.840]  would happen if we did that we'd be boycott it we'd be attacked we'd be laughed at we'd be
[1:20:10.840 --> 1:20:17.320]  ridiculed we'd be sued they try to put us in jail they try to kill us but that's okay because like
[1:20:17.320 --> 1:20:26.280]  zapata said it's better to live on your feet for a couple days longer and take out your enemy
[1:20:26.280 --> 1:20:31.080]  than die a thousand deaths on your knees there were longer speeches he gave and others have given
[1:20:31.080 --> 1:20:35.640]  so much before him and after him but it's better to die on your feet than live on your knees
[1:20:37.000 --> 1:20:43.960]  and that's what this comes down to and it's the decision to not cower and not be a slave that
[1:20:43.960 --> 1:20:49.880]  produces the good government and the good culture and the good society of honor and strength and will
[1:20:49.880 --> 1:20:55.720]  and non-conformity with tyranny because you then have a set of values and understanding
[1:20:55.720 --> 1:21:01.560]  that come from god that resonate through you that you implement and you execute here in the third
[1:21:01.560 --> 1:21:09.400]  dimension so that's leadership you've got to have knowledge you've got to have morals you've got to
[1:21:09.400 --> 1:21:14.440]  have will you've got to have action you've got to understand that you're working for the collective
[1:21:14.440 --> 1:21:18.600]  but you never give up your individual will it's your decisions that work towards the collective
[1:21:18.600 --> 1:21:27.960]  and all of that is driven by god's spirit like wind and sails and if you have that the universe
[1:21:27.960 --> 1:21:33.320]  will open up everything will become clear but as the bible says the beginning of knowledge comes
[1:21:33.320 --> 1:21:43.880]  great sorrow opening up the blast wave of this information is very intense and so a lot of people
[1:21:43.880 --> 1:21:49.720]  can't handle it and that's okay they're not leaders they're what christ called the children
[1:21:50.680 --> 1:21:57.240]  and you have to then stand up and be strong and you have to lead them and guide them and direct
[1:21:57.240 --> 1:22:03.560]  them through free will and through love you know it's our failure that there are so many
[1:22:03.560 --> 1:22:07.800]  throngs of satanists running around thumbing at the mouth like zombies they are zombies they don't
[1:22:07.800 --> 1:22:13.080]  have god's spirit in them at all they're cut off it's our fault the left is so stupid to so dumb
[1:22:13.080 --> 1:22:18.040]  down that they've had decades of you know generations of fluoride and vaccines and tv and
[1:22:18.040 --> 1:22:23.000]  soullessness and confusion and not knowing who they are they're programmed it's our failure we
