[00:00:00.069 --> 00:00:01.290]  Welcome my friends.
[01:08:03.139 --> 01:08:05.000]  Just an amazing interview with
[01:08:06.209 --> 01:08:12.633]  We've had Willie Nelson called up a month or two ago and said, hey, I want to come on your show and talk about 9-11 being an inside job.
[01:08:12.633 --> 01:08:15.495]  He came on and talked about it.
[01:08:27.074 --> 01:08:38.888]  Governor Ventura, what is the establishment going to do as one of the most respected living Italian presidents, former head of their intelligence, went public and said 9-11 was carried out by criminal elements of the government?
[01:08:38.888 --> 01:08:43.534]  What are people going to do as we see
[01:08:46.161 --> 01:08:52.463]  More and more and more and more former CIA section chiefs.
[01:08:52.463 --> 01:08:56.404]  We have just hundreds of engineers, physicists.
[01:08:56.404 --> 01:09:02.647]  We've got Bob Baird that the movie Siriana is about, a famous SEAL commander, saying all the evidence points at inside job.
[01:09:02.647 --> 01:09:04.767]  We have underwriting laboratories.
[01:09:04.767 --> 01:09:09.609]  Kevin Ryan, they did internal tests and said it was impossible with Building 7.
[01:09:09.609 --> 01:09:12.790]  What are they going to do as the laws of physics come out here?
[01:09:13.650 --> 01:09:16.472]  Well, they're going to continue to deny it.
[01:09:16.472 --> 01:09:19.794]  Your mainstream media is going to completely ignore anything.
[01:09:19.794 --> 01:09:24.717]  You know, the mainstream media has never shown the film of Building 7 going down.
[01:09:25.818 --> 01:09:34.761]  And what we have to do, in my opinion, is people like you and your radio show, and people like me, continue to tell people.
[01:09:34.761 --> 01:09:42.404]  Everywhere I go, I tell people to go to the Internet and watch Loose Change, because my son turned me on to that.
[01:09:42.404 --> 01:09:47.005]  And of course, when he first told me, I thought, come on, you know, they can put anything on the Internet.
[01:09:47.005 --> 01:09:52.307]  And when I finally did watch it, you know, I went through every emotion you could imagine,
[01:09:53.207 --> 01:09:53.887]  We're good to go.
[01:10:13.274 --> 01:10:15.437]  And we don't want to lose our country.
[01:10:15.437 --> 01:10:17.860]  After all, it's still our country.
[01:10:17.860 --> 01:10:20.904]  And until they put us down, we have the power.
[01:10:20.904 --> 01:10:27.934]  And we have the power to vote these people out of office and get people in there that have the best interests of the country in mind.
[01:10:28.474 --> 01:10:30.696]  Governor, I produced Loose Change Final Cut.
[01:10:30.696 --> 01:10:31.917]  It just came out a few months ago.
[01:10:31.917 --> 01:10:32.658]  Have you seen that?
[01:10:32.658 --> 01:10:35.280]  I need to mail you a copy of it.
[01:10:35.280 --> 01:10:40.204]  No, I have not, but I'll tell you what, Alex, when I get back to the States, I got your phone number here.
[01:10:40.204 --> 01:10:42.786]  I'll give you a call and you can fire it up to me.
[01:10:42.786 --> 01:10:43.327]  Absolutely.
[01:10:43.327 --> 01:10:47.671]  And I will be back in May, so it isn't that far off.
[01:10:47.671 --> 01:10:48.872]  Fantastic.
[01:10:48.872 --> 01:10:50.713]  Now, I gave you a copy of Terror Storm.
[01:10:50.713 --> 01:10:52.795]  Did you have a chance to watch that?
[01:10:52.795 --> 01:10:53.836]  Review it for me quick.
[01:10:54.514 --> 01:10:55.955]  Remember when we met here in Texas?
[01:10:55.955 --> 01:10:56.555]  I gave you a copy.
[01:10:56.555 --> 01:10:57.156]  Sure.
[01:10:57.156 --> 01:10:59.497]  It's just the history of government-sponsored terrorism.
[01:10:59.497 --> 01:11:00.258]  Okay, okay.
[01:11:00.258 --> 01:11:01.779]  I vaguely remember it, yeah.
[01:11:01.779 --> 01:11:06.061]  I've been reading so much and all that that, yeah, definitely now I do.
[01:11:06.061 --> 01:11:11.345]  You told me that you read 16 books in the interim researching this and other subjects.
[01:11:11.345 --> 01:11:14.247]  What are other questions you have about the official story?
[01:11:14.247 --> 01:11:20.911]  Well, the other questions I have, again, are why was there no wreckage outside of the Pentagon?
[01:11:21.531 --> 01:11:33.995]  When the Pentagon was supposedly hit by this other plane, and in fact when I was watching Loose Change with a friend of mine, he happens to work for a company that helps to build the Boeing airplanes.
[01:11:33.995 --> 01:11:43.718]  And when they said that the engines completely disappeared and were destroyed, his response, excuse my French, was bullshit.
[01:11:43.718 --> 01:11:45.199]  And I turned to him and said, why?
[01:11:45.199 --> 01:11:47.920]  He said, because they're made out of titanium steel.
[01:11:47.920 --> 01:11:49.340]  They can't disintegrate.
[01:11:49.969 --> 01:11:52.371]  Well, they said that the whole plane disintegrated.
[01:11:52.371 --> 01:11:53.172]  Right.
[01:11:53.172 --> 01:11:56.995]  But the engines would never, because they're titanium steel.
[01:11:56.995 --> 01:11:58.256]  Whoa.
[01:11:58.256 --> 01:12:00.858]  I wonder why they're still keeping all the cameras secret, too.
[01:12:01.813 --> 01:12:04.594]  I don't know, well, but obviously why, Alex.
[01:12:04.594 --> 01:12:07.774]  They don't want any of us paying attention anymore.
[01:12:07.774 --> 01:12:09.215]  You don't remember something.
[01:12:09.215 --> 01:12:14.136]  Most people in the United States have an attention span of about, what, 30 minutes?
[01:12:14.136 --> 01:12:15.096]  Yes.
[01:12:15.096 --> 01:12:18.277]  And then they're on, and they don't pay attention after that.
[01:12:18.277 --> 01:12:27.379]  And the problem is, and I encourage people all the time, stop watching TV and start that old thing called reading.
[01:12:28.522 --> 01:12:34.467]  You know, start reading again, because it's the dumbing down of America that's happening right now.
[01:12:34.467 --> 01:12:44.054]  Case in point, last year, every major news station in America for 30 days covered the death lead story of Ann and Nicole Smith.
[01:12:44.054 --> 01:12:45.155]  They did.
[01:12:45.155 --> 01:12:52.020]  And I mean, I sat and got so angry because I thought, how does this woman warrant all of this?
[01:12:52.020 --> 01:12:53.762]  It's a distraction.
[01:12:53.762 --> 01:12:56.244]  She was a playboy playmate and a gold digger.
[01:12:56.767 --> 01:13:09.385]  Well, we have troops dying in Iraq, we have the economy going to hell in a handbasket, we have all this corruption, and in the five minutes we've got left with you, Governor, we are going to let you go because I know you're very busy and have a break before your next interview.
[01:13:09.385 --> 01:13:11.068]  I would like to get your take on
[01:13:12.029 --> 01:13:16.954]  Well, because always remember this, the most bastardly person in the world that I know of was Adolf Hitler.
[01:13:36.846 --> 01:13:38.567]  Well, let me put it to you another way.
[01:13:38.567 --> 01:13:40.428]  My mom and dad are both gone now.
[01:13:40.428 --> 01:13:45.030]  I've been an orphan since 1995, but my wife's parents are still alive and they're elderly people.
[01:13:59.878 --> 01:14:03.905]  And when I try to bring this up with them, they don't want to believe it.
[01:14:03.905 --> 01:14:06.429]  And the reason is so simple.
[01:14:06.429 --> 01:14:09.174]  They don't believe anyone can be that evil.
[01:14:10.362 --> 01:14:15.404]  And I think a great deal of people in this country are of that same thought.
[01:14:15.404 --> 01:14:18.285]  They don't believe that people can be that evil.
[01:14:18.285 --> 01:14:35.932]  And that's how Hitler was able to do what he did, because people judge the world according to themselves, and if they're nice, sweet people, then they think, and that's the main reason criminologists say women, you know, get in yellow Volkswagen's with Ted Bundy, because they can't believe a nice guy in a nice suit is going to be biting chunks out of them an hour later.
[01:14:36.392 --> 01:14:37.434]  Exactly.
[01:14:37.434 --> 01:14:48.466]  And that's the thing we have to wake up to, is that there are bad people, there are evil people, and when we sit back, then, you know, evil prevails if we allow it to happen.
[01:14:48.466 --> 01:14:53.312]  So, we really have to, in many ways, blame ourselves for our own media today, because
[01:14:53.852 --> 01:15:00.655]  We're following this National Enquirer media entertainment on TV instead of having them being hardline.
[01:15:00.655 --> 01:15:07.357]  You know, the downfall to the regular media actually was the show 60 Minutes.
[01:15:07.357 --> 01:15:14.600]  And what I mean by that is 60 Minutes was a great show, and they would do some great investigative reporting, but here was the downfall.
[01:15:14.600 --> 01:15:22.803]  Up until that point in time, the media wrote the news off as a business loss, that it was a required thing they had to do, but it didn't make money.
[01:15:23.323 --> 01:15:31.246]  When 60 Minutes came out, all of a sudden 60 Minutes was breaking into the top 10, and all of a sudden the light went off with the bean counters.
[01:15:31.246 --> 01:15:34.247]  You mean we could make money off the news?
[01:15:34.247 --> 01:15:36.028]  And there was your downfall.
[01:15:36.028 --> 01:15:40.610]  They got into creating the news instead of reporting it.
[01:15:40.610 --> 01:15:44.811]  Well, and then the CIA moved in big time to try to influence the media.
[01:15:44.811 --> 01:15:45.932]  That's been admitted.
[01:15:45.932 --> 01:15:51.734]  Getting back in the couple minutes we've got left with you, Governor, to 9-11, as a military man in your history,
[01:15:52.638 --> 01:15:53.619]  44,000 U.S.
[01:15:53.619 --> 01:16:03.587]  troops, 18,000 British troops, two aircraft carrier attack groups in the three months before 9-11 massed in the countries and in the waters off of Afghanistan.
[01:16:03.587 --> 01:16:11.814]  Newsweek reported Bush, the day before 9-11, signed the attack orders to go into Afghanistan one week later.
[01:16:11.814 --> 01:16:13.976]  Isn't that pretty obvious?
[01:16:13.976 --> 01:16:18.139]  When you have all of these troops being massed and then Bush says, oh we went in because of 9-11?
[01:16:19.961 --> 01:16:24.247]  I can't answer that, Alex, because that's information I have no knowledge about.
[01:16:24.247 --> 01:16:26.289]  I have to just simply take your word for it.
[01:16:26.289 --> 01:16:29.253]  But if that is true, then absolutely, yes.
[01:16:29.253 --> 01:16:30.134]  Well, here's an example.
[01:16:30.134 --> 01:16:33.319]  You know about Gulf of Tonkin, because I talked to you a year and a half ago about that.
[01:16:33.319 --> 01:16:34.060]  They now admit
[01:16:34.500 --> 01:16:36.081]  That was staged.
[01:16:36.081 --> 01:16:42.323]  They now admit, Chicago Tribune, that Israel did attack the Liberty in 1967 to try to blame it on Egypt.
[01:16:42.323 --> 01:16:43.723]  That's now declassified.
[01:16:43.723 --> 01:16:44.784]  That debate's over.
[01:16:44.784 --> 01:16:46.905]  I mean, governments, all governments have been caught.
[01:16:46.905 --> 01:16:50.546]  Putin's been caught doing things like this.
[01:16:50.546 --> 01:16:55.688]  Do we need to have a renaissance, an awakening to this so criminal elements in government stop doing it?
[01:16:55.688 --> 01:16:58.409]  I mean, how important is it to expose false flag terror?
[01:16:59.031 --> 01:17:01.334]  Well, that's why I wrote the book, Alex.
[01:17:01.334 --> 01:17:07.943]  It's Don't Start the Revolution Without Me, and I believe we must have a revolution in which to take our country back.
[01:17:10.880 --> 01:17:39.177]  uh... the book bound to be a bestseller don't start a revolution without me the war fifth-year anniversary was just a few weeks ago uh... the pentagon plans it will be there at least fifty years mccain says a hundred uh... cheney said hundred-year war uh... i mean how can we get the troops home when uh... they sell it in a way it's true that by putting the troops there erected so now we have to stay there to fix it but the study show we left it would get better i mean what would you do as president and
[01:17:40.212 --> 01:17:49.635]  You said on Larry King last night, so A, the war, and then B, you said that 80-something percent on Larry King Live in the poll wanted you to run for president.
