[00:00:04.500 --> 00:00:09.762]  They're live!
[01:05:44.790 --> 01:05:56.260]  I knew these vaccines were not going to protect against infection, and I think we overplayed the vaccines and it made people then worry that it's not going to protect against severe disease and hospitalization.
[01:05:56.260 --> 01:05:58.202]  It will, but let's be very clear.
[01:05:58.202 --> 01:06:03.687]  50% of the people who died from the Omicron surge were older, vaccinated.
[01:06:06.032 --> 01:06:06.354]  What?! !
[01:06:07.688 --> 01:06:13.372]  Stop the pre... Quote, I knew these vaccines were not going to protect against infection.
[01:06:13.372 --> 01:06:15.033]  Really, Deborah Birx?
[01:06:15.033 --> 01:06:22.737]  But somehow you forgot to mention that as people were being fired from their jobs for not taking this on the premise that if they took it they would never be infected?
[01:06:22.737 --> 01:06:24.518]  When do you get criminally charged?
[01:06:24.518 --> 01:06:25.979]  Soon, we hope.
[01:06:25.979 --> 01:06:36.225]  So how did they link to neurodegenerative disease, myocarditis, Bell's palsy, liver disease, impaired adaptive immunity, impaired DNA damage response, etc.? ?
[01:06:37.981 --> 01:06:45.086]  So, it's possible, in fact it's looking likely, that the vaccine might suppress the immune system.
[01:06:45.086 --> 01:06:59.637]  This fact, the authors concluded, will quote, have a wide range of consequences, not the least of which include the reactivation of latent viral infections and the reduced ability to effectively combat future infections.
[01:06:59.637 --> 01:07:00.298]  End quote.
[01:07:02.236 --> 01:07:07.140]  Again, we sincerely hope that's not true.
[01:07:07.140 --> 01:07:10.623]  But it's not just the conclusion of one scientific journal.
[01:07:10.623 --> 01:07:16.028]  The Lancet, maybe the most famous scientific journal in the world, released similar findings in February.
[01:07:16.028 --> 01:07:24.676]  The Lancet's piece was entitled, quote, Risk of Infection, Hospitalization, and Death Up to Nine Months After a Second Dose of COVID-19 Vaccine.
[01:07:24.676 --> 01:07:29.040]  A physician called Kenji Yamamoto made this observation about the data from the Lancet.
[01:07:29.520 --> 01:07:35.361]  He wrote this in a letter to the Journal of Virology, and we're quoting, Now your first response, if you're a humane person, to a line like that has got to be deep sympathy.
[01:07:53.396 --> 01:07:55.118]  Because people were misled?
[01:07:55.118 --> 01:07:56.839]  They were forced?
[01:07:56.839 --> 01:07:58.281]  They were forced.
[01:07:58.281 --> 01:08:00.083]  Medical ethics threw out the window.
[01:08:00.083 --> 01:08:02.665]  People were forced to take medicine they didn't want.
[01:08:02.665 --> 01:08:04.187]  And some of them may have been hurt by it.
[01:08:04.187 --> 01:08:05.828]  And you don't have to take this man's word for it.
[01:08:05.828 --> 01:08:07.550]  Pull up the Lancet study yourself.
[01:08:07.550 --> 01:08:12.435]  You won't find anything of the text of the article saying what Kenji Yamamoto said, which is weird.
[01:08:12.435 --> 01:08:14.897]  Why would the Lancet want to hide a major finding like that?
[01:08:15.885 --> 01:08:16.986]  We can't say.
[01:08:16.986 --> 01:08:21.369]  But if you look at Table 3 in the piece, here's what you'll find buried in the data.
[01:08:21.369 --> 01:08:36.622]  Among people around the age of 80 who have been double vaccinated, that would include people like Joe Biden, the per capita rate of medical incidences, including hospitalizations or death, is nearly twice as high as the rate of serious incidents for the unvaccinated.
[01:08:36.622 --> 01:08:39.364]  This is 180 days after vaccination.
[01:08:39.364 --> 01:08:40.365]  What is that?
[01:08:40.365 --> 01:08:41.386]  And why is no one interested?
[01:08:50.134 --> 01:08:59.262]  The nanny state isn't there to protect you, it's there to dehumanize you and domesticate you and make you weak, so these people can kill you.
[01:08:59.262 --> 01:09:05.988]  Everything Tucker Carlson just read is on the record, the Lancet, you name it, that these so-called shots aren't vaccines and erase your immune system.
[01:09:06.857 --> 01:09:15.041]  And now the numbers are out in Israel and many other countries that you're three to four times more likely to be hospitalized or die if you've had these shots.
[01:09:15.041 --> 01:09:24.426]  But we knew that because the CDC in October of 2020 put out a document to cover their ass, the fine print.
[01:09:24.426 --> 01:09:25.306]  You can type it in yourself.
[01:09:25.306 --> 01:09:28.748]  Crude, just type it into a search engine.
[01:09:28.748 --> 01:09:34.891]  October 2020 CDC document lists possible side effects of COVID vaccine.
[01:09:36.604 --> 01:09:45.012]  Microcarditis, heart attacks, blood clots, infertility, bloody skin rashes.
[01:09:45.012 --> 01:09:47.554]  I mean, it lists more than 50 things.
[01:09:47.554 --> 01:09:55.702]  Because they knew they'd already tested it on rats and on guinea pigs and on a bunch of other animals.
[01:09:55.702 --> 01:09:57.083]  And we know China did secret tests.
[01:09:57.083 --> 01:09:58.825]  They were planning this all along.
[01:09:58.825 --> 01:10:00.587]  It is erasing people's immune system.
[01:10:01.570 --> 01:10:06.132]  So when they release the next real attack, these people will die en masse.
[01:10:06.132 --> 01:10:10.114]  And if you remove enough people, you don't have 2.2 children for every adult.
[01:10:10.114 --> 01:10:12.755]  Civilization will collapse.
[01:10:12.755 --> 01:10:14.595]  They're killing the gullible.
[01:10:14.595 --> 01:10:15.396]  It's an IQ test.
[01:10:16.241 --> 01:10:22.565]  FDA safety surveillance of COVID-19 vaccines draft, working list of possible adverse events, outcomes, subject to change.
[01:10:22.565 --> 01:10:25.427]  That's on their damn website.
[01:10:25.427 --> 01:10:27.169]  Exactly.
[01:10:27.169 --> 01:10:28.029]  That's only the first page.
[01:10:28.029 --> 01:10:29.510]  There's two pages of it.
[01:10:29.510 --> 01:10:33.613]  Exactly, precisely what happened.
[01:10:33.613 --> 01:10:40.658]  Dr. Michael Yidan, who retired a year before they launched this, the head of Pfizer's
[01:10:41.656 --> 01:11:07.841]  Research division, the head of their vaccine operations, specifically before that even came out, sued the German EU government and listed a 40 plus page document with hundreds of links to major studies saying specifically it would attack the testicles and ovaries and would cause heart attacks and heart swelling and all the rest of it and blood clots.
[01:11:07.841 --> 01:11:08.761]  And that's what's so frustrating.
[01:11:09.605 --> 01:11:11.885]  And they want to go, okay, we launched our attack.
[01:11:11.885 --> 01:11:12.726]  You're locked down.
[01:11:12.726 --> 01:11:13.426]  Take your shot.
[01:11:13.426 --> 01:11:14.966]  Forget about it.
[01:11:14.966 --> 01:11:21.847]  Oh, yeah, there's suddenly record deaths and suddenly all these mystery deaths and suddenly all these blood clots and headlines on the side of buses.
[01:11:21.847 --> 01:11:23.248]  Blood clots are common.
[01:11:23.248 --> 01:11:24.528]  They're getting more common.
[01:11:24.528 --> 01:11:25.348]  Children get them.
[01:11:25.348 --> 01:11:28.148]  It's normal for children to have heart attacks.
[01:11:28.148 --> 01:11:34.070]  And you sit there watching these crazy scientists with behavioral psychology try to get us to accept it.
[01:11:34.070 --> 01:11:36.310]  And you ask, what type of maniac
[01:11:38.288 --> 01:11:41.169]  Would join these people and go along with this.
[01:11:41.169 --> 01:11:47.811]  Well, you saw Leonardo DiCaprio, big demoscript guy, with the Pope talking about depopulating.
[01:11:47.811 --> 01:11:53.713]  They're greedy, hateful people who want to get rid of the general public because they think you're dumb.
[01:11:53.713 --> 01:11:56.414]  And I'll give you a little secret.
[01:11:56.414 --> 01:12:02.295]  If you don't stand up to them, and if you don't say no to them, then you deserve what happens to you.
[01:12:02.295 --> 01:12:03.476]  But I'll tell you who doesn't deserve it.
[01:12:03.476 --> 01:12:06.537]  You know who that is.
[01:12:06.537 --> 01:12:07.417]  Suffer the little children.
[01:12:08.851 --> 01:12:11.373]  And bring them to me, Christ said.
[01:12:11.373 --> 01:12:21.261]  Better for you to tie a millstone around your neck, a thousand pound stone, and throw yourself in the deepest ocean than to hurt one of mine.
[01:12:21.261 --> 01:12:22.162]  And what's their target?
[01:12:22.162 --> 01:12:23.843]  The children.
[01:12:23.843 --> 01:12:27.907]  COVID doesn't hurt children, but they give them the deadly shots to do.
[01:12:27.907 --> 01:12:30.609]  And I've got a stack of videos, my gosh.
[01:12:30.609 --> 01:12:31.910]  Did I go down a rabbit hole this morning?
[01:12:33.910 --> 01:12:36.953]  I saw trending on Twitter, hashtag vaccine damage.
[01:12:36.953 --> 01:12:39.535]  It was like number two on Twitter this morning.
[01:12:39.535 --> 01:12:40.516]  Guys, go to Twitter trending.
[01:12:40.516 --> 01:12:42.157]  I don't know if it's still there.
[01:12:42.157 --> 01:12:44.159]  Type in Twitter trending page.
[01:12:44.159 --> 01:12:47.201]  And it was like number two, maybe number three.
[01:12:47.201 --> 01:12:47.662]  I won't remember.
[01:12:47.662 --> 01:12:50.544]  It was right there at the top.
[01:12:50.544 --> 01:12:53.687]  And I clicked it.
[01:12:53.687 --> 01:13:00.973]  And I saw hundreds of articles and clips going through them that I'd never even seen before.
[01:13:00.973 --> 01:13:02.154]  And you think I know a lot.
[01:13:02.154 --> 01:13:02.454]  I don't.
[01:13:03.686 --> 01:13:13.093]  And so I probably watched 20 of the clips, or more, and read some of the articles, and I knew they were all accurate because it's already in the documents!
[01:13:13.093 --> 01:13:16.875]  Liberals saying, I took the shot, I've been paralyzed for a year.
[01:13:16.875 --> 01:13:20.318]  I took the shot, I bleed out of my ass and my eyeballs every day.
[01:13:20.318 --> 01:13:22.339]  My two-year-old took it, they're dead.
[01:13:22.339 --> 01:13:29.645]  And just clip, after clip, after clip, after clip, after clip, after clip.
[01:13:29.645 --> 01:13:32.787]  My phone's around here, I can probably pull up Twitter, Twitter trending.
[01:13:33.612 --> 01:13:35.573]  Go to Twitter trending.
[01:13:35.573 --> 01:13:37.413]  It's main page.
[01:13:37.413 --> 01:13:38.914]  Twitter trending page.
[01:13:38.914 --> 01:13:39.874]  You just click on it.
[01:13:39.874 --> 01:13:42.435]  I'm about to tell you guys about this.
[01:13:42.435 --> 01:13:43.635]  I'm going to grab my phone and do it actually.
[01:13:43.635 --> 01:13:45.136]  We're going to have it a few minutes.
[01:13:45.136 --> 01:13:48.997]  I'll grab my phone and show you.
[01:13:48.997 --> 01:13:50.358]  Trump was right about everything.
[01:13:50.358 --> 01:13:53.719]  Yeah, it was earlier today.
[01:13:53.719 --> 01:13:57.120]  It was a vaccine hashtag.
[01:13:57.120 --> 01:13:59.621]  Just put in hashtag vaccine damage at the top.
[01:13:59.621 --> 01:14:01.182]  See the search box?
[01:14:01.182 --> 01:14:02.462]  Hashtag vaccine damage.
[01:14:09.369 --> 01:14:10.069]  Or vaccine injury.
[01:14:10.069 --> 01:14:11.030]  Yeah, that was it.
[01:14:11.030 --> 01:14:11.950]  Yeah, vaccine injury.
[01:14:11.950 --> 01:14:12.690]  That's it.
[01:14:12.690 --> 01:14:13.811]  A whole bunch of them.
[01:14:13.811 --> 01:14:14.691]  And look at that.
[01:14:14.691 --> 01:14:16.191]  Death certificates for their babies.
[01:14:16.191 --> 01:14:17.152]  Yeah, that's it.
[01:14:17.152 --> 01:14:18.852]  Start scrolling through that.
[01:14:18.852 --> 01:14:19.653]  Why don't you go do that?
[01:14:19.653 --> 01:14:24.955]  There's a whole bunch of hashtags for it.
[01:14:24.955 --> 01:14:29.536]  All these people that lost their sons and daughters and babies.
[01:14:29.536 --> 01:14:32.237]  People on respirators.
[01:14:32.237 --> 01:14:34.098]  People that had four or five shots that's killing them.
[01:14:38.456 --> 01:14:39.296]  They'll put that in.
[01:14:39.296 --> 01:14:42.658]  Paralyzed faces.
[01:14:42.658 --> 01:14:44.099]  Scroll faster.
