[00:00:06.863 --> 00:00:10.267]  Excuse me?
[01:07:16.512 --> 01:07:18.253]  There's only two ways to avoid this.
[01:07:18.513 --> 01:07:18.953]  We're good.
[01:07:40.981 --> 01:07:44.202]  Exclusively available at Infowarslife.com.
[01:07:44.202 --> 01:07:50.185]  Nascent Iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[01:07:50.185 --> 01:07:52.346]  Survival Shield Nascent Iodine.
[01:07:52.346 --> 01:07:57.848]  Secure your super high quality Nascent Iodine today at Infowarslife.com.
[01:07:57.848 --> 01:07:59.229]  That's Infowarslife.com.
[01:08:05.083 --> 01:08:06.384]  Big Brother.
[01:08:06.384 --> 01:08:08.165]  Mainstream media.
[01:08:08.165 --> 01:08:09.925]  Government cover-ups.
[01:08:09.925 --> 01:08:11.506]  You want answers?
[01:08:11.506 --> 01:08:13.047]  Well, so does he.
[01:08:13.047 --> 01:08:17.229]  He's Alex Jones on the GCN Radio Network.
[01:08:17.229 --> 01:08:25.973]  And now, live from Austin, Texas, Alex Jones.
[01:08:25.973 --> 01:08:27.614]  Some of the news coming up.
[01:08:27.614 --> 01:08:30.415]  Radioactive Japanese wave nears the U.S.
[01:08:30.415 --> 01:08:31.496]  That's from Fox News.
[01:08:32.739 --> 01:08:36.621]  Also, Seattle restaurant ejects customer wearing Google glasses.
[01:08:36.621 --> 01:08:37.261]  That's what you do.
[01:08:37.261 --> 01:08:40.362]  You shun this NSA spy system.
[01:08:40.362 --> 01:08:42.043]  I'm going to break that down coming up.
[01:08:42.043 --> 01:08:47.425]  FBI warns about Americans joining Islamic fighters in Syria that our government's funding.
[01:08:47.425 --> 01:08:51.087]  I love how they create the crisis, offer the solution, taking our rights away.
[01:08:52.301 --> 01:08:55.624]  Making us all suspects when they're the ones behind the terror.
[01:08:55.624 --> 01:08:57.805]  Nine times out of ten, plus.
[01:08:57.805 --> 01:09:00.227]  Or like 99 times out of 100.
[01:09:00.227 --> 01:09:04.971]  Media attacks Obama's Soviet-style publicity policy.
[01:09:04.971 --> 01:09:11.657]  We've got big economic news, top economics forecasters saying get ready for stock market bubble implosion.
[01:09:11.657 --> 01:09:13.418]  I'm gonna break all that down at the bottom of the hour.
[01:09:13.418 --> 01:09:18.022]  But first off, your phone calls, as promised, if you just joined us now in the second hour,
[01:09:19.571 --> 01:09:29.431]  The news websites are InfoWars.com, PrisonPlanet.com and on InfoWars.com, on the article page, you see links up there to our Facebook, Twitter.
[01:09:30.728 --> 01:09:40.753]  And all the other sites, Pinterest, you name it, where you see a lot of media and news articles like PlanetInfoWars.com that you don't see on the main sites.
[01:09:40.753 --> 01:09:42.114]  But right now, let's go to your calls.
[01:09:42.114 --> 01:09:46.477]  I'm asking folks what they think is going to happen in the new year.
[01:09:46.477 --> 01:09:51.299]  Do they think Obama will ever be brought to justice now that Congress has a 6% approval rating?
[01:09:51.299 --> 01:09:55.862]  And what are your ideas of solutions to beat this type of organized evil?
[01:09:56.710 --> 01:10:02.240]  I think more and more it's don't fund the system, don't support the system, don't comply.
[01:10:02.240 --> 01:10:05.506]  Complying, I realize now, more than ever.
[01:10:05.506 --> 01:10:08.231]  We must withdraw our consent from an illegitimate system.
[01:10:09.178 --> 01:10:14.041]  And we've got to let the system know we're not their slaves and that we know the system is a fraud and a scam.
[01:10:14.041 --> 01:10:16.742]  And I got to tell you, the military is the most awake.
[01:10:16.742 --> 01:10:22.065]  Police are really awake because they're at the bottom of the barrel where the rubber meets the road.
[01:10:22.065 --> 01:10:23.626]  Bureaucrats are awake.
[01:10:23.626 --> 01:10:30.470]  So when I talk about the government, I mean the criminal interests that are running it at the top, not the average person in government.
[01:10:30.470 --> 01:10:38.355]  Because I've found that it's people in government per capita are more awake than the general public because they're inside of it.
[01:10:40.114 --> 01:10:43.937]  People in media are more awake now because they're inside of it.
[01:10:43.937 --> 01:10:47.560]  And it wasn't that way just 10 years ago.
[01:10:47.560 --> 01:10:50.222]  I can't tell you, well, the crew witnessed it.
[01:10:50.222 --> 01:10:52.624]  We would have federal police come up to us and say, hey, we know what's going on.
[01:10:52.624 --> 01:10:53.785]  We don't like what's happening.
[01:10:53.785 --> 01:11:00.870]  We'd have the federal police that are security guards, but are actually sworn officers coming up to us and saying, don't turn your cameras on in Dallas.
[01:11:00.870 --> 01:11:03.632]  We really appreciate what you're doing.
[01:11:03.632 --> 01:11:09.017]  We had all sorts of Dallas police, when our cameras were off, say, we absolutely agree with what you're doing.
[01:11:11.246 --> 01:11:23.876]  But it didn't matter because the Feds were still in command from the top and sent a special unit of goons from the Sheriff's Department to attack peaceful demonstrators who were there legally and lawfully.
[01:11:23.876 --> 01:11:26.337]  The Feds ordered the mayor to ban free speech.
[01:11:26.337 --> 01:11:36.285]  The police didn't violate the First Amendment, the Dallas PD, so they just had a hired group of miscreant Feds attack us.
[01:11:36.285 --> 01:11:38.747]  Because they would follow illegal edicts.
[01:11:39.815 --> 01:11:53.668]  And it just comes down to those of us that are good in the system, outside the system, whether you're a private person or a government person, it doesn't matter whether you're black, whether you're old, whether you're young, whether you're a woman, a man, white, Hispanic, it doesn't matter.
[01:11:53.668 --> 01:12:03.878]  You've got to realize we're all in this together with this global technocracy coming in that can scientifically game the stock market, the housing market, everything.
[01:12:05.433 --> 01:12:10.695]  Unless you're going to be a government worker or an engineer or a doctor, college is now worthless.
[01:12:10.695 --> 01:12:15.317]  Almost all the degrees are a total fraud and they've known this for 20 years, folks.
[01:12:15.317 --> 01:12:18.219]  Everything is now a hoax.
[01:12:18.219 --> 01:12:21.540]  The whole society is a lie now.
[01:12:21.540 --> 01:12:24.981]  And they hope you don't figure that out until it's too late.
[01:12:24.981 --> 01:12:26.842]  I want prosperity.
[01:12:26.842 --> 01:12:32.245]  I want to have success for humanity because I realize I'm connected to everyone.
[01:12:32.245 --> 01:12:32.905]  I have goodwill.
[01:12:34.597 --> 01:12:36.217]  I believe you have goodwill.
[01:12:36.217 --> 01:12:40.718]  I believe, together, if we warn people about what's happening, that it's not fear-mongering.
[01:12:40.718 --> 01:12:44.059]  A lot of people go, man, this is scary what you're talking about.
[01:12:44.059 --> 01:12:45.319]  You're trying to scare people.
[01:12:45.319 --> 01:12:47.919]  As if I say this and it makes it come true.
[01:12:47.919 --> 01:12:49.219]  It's already there.
[01:12:49.219 --> 01:12:50.560]  It's already happening.
[01:12:50.560 --> 01:13:01.542]  I'm telling you what's going on, desperately, like your house is on fire, shaking you, saying, wake up, get up, get involved.
[01:13:01.542 --> 01:13:02.762]  We're losing our liberties.
[01:13:02.762 --> 01:13:04.002]  We're losing our freedoms.
[01:13:05.037 --> 01:13:06.918]  We know historically the road we're on.
[01:13:06.918 --> 01:13:08.299]  There's no doubt now.
[01:13:08.299 --> 01:13:10.360]  We need to turn back.
[01:13:10.360 --> 01:13:15.003]  The elite have gone insane like Caligula or Nero or Hitler.
[01:13:15.003 --> 01:13:17.885]  We have got to turn this around.
[01:13:17.885 --> 01:13:31.273]  But most cases in history, you don't turn it around until total collapse happens and no one opposes corruption, no one opposes evil, and then evil just blooms like a cancer, a metastasizing
[01:13:33.800 --> 01:13:50.646]  Infestation with spores of tyranny going into every facet of life and rotting everything out, and giant armies of corruption, unaccountable, above the law, spreading like a disease across the land, eating out our substance.
[01:13:50.646 --> 01:13:58.988]  He has created new offices and swarms of agents to go forth and eat out our substance, to read the Declaration of Independence.
[01:13:58.988 --> 01:14:00.809]  We are cursed, ladies and gentlemen.
[01:14:02.858 --> 01:14:08.082]  We are a cursed world now.
[01:14:08.082 --> 01:14:24.974]  And even if you don't believe in good and evil, in a spiritual realm, by cursed, you get rid of due process, you get rid of basic common sense, and you get rid of the incentive for people to be individuals and self-sufficient and strong.
[01:14:24.974 --> 01:14:31.719]  It is a law of nature that it produces absolute ignorance, slovenly behavior,
[01:14:32.898 --> 01:14:39.002]  Dependence, and then gangsterism, and then collapse.
[01:14:39.002 --> 01:14:50.591]  But between the gangsterism and the collapse is an intermediate phase of evil turned loose running absolutely wild.
[01:14:50.591 --> 01:14:52.132]  And we're now entering that phase.
[01:14:54.059 --> 01:14:57.901]  Or a woman's car drives and tumps over in a shallow pond.
[01:14:57.901 --> 01:14:59.362]  Five guys pull over to help her.
[01:14:59.362 --> 01:15:02.624]  A cop pulls up, gets on his phone, and doesn't help anybody.
[01:15:02.624 --> 01:15:05.105]  And then the police defend that action.
[01:15:05.105 --> 01:15:06.666]  Or the railways are rotting.
[01:15:06.666 --> 01:15:08.167]  Worst rail system in the world.
[01:15:08.167 --> 01:15:09.587]  Not repaired in 50, 60 years.
[01:15:09.587 --> 01:15:14.830]  And then they're going to try to blame the conductor for the latest crash, as predicted.
[01:15:14.830 --> 01:15:20.153]  Even though the witnesses all said the track was wobbling and all messed up and there were rocks flying up, showing the rails went out.
[01:15:23.612 --> 01:15:25.213]  Because the system doesn't care.
[01:15:25.213 --> 01:15:37.580]  Why should they take the money to repair the railways and put it back into the rails when they can invest it in their cousin's company and then steal the money with a directorship down the road?
[01:15:37.580 --> 01:15:39.220]  That's how all this is done.
[01:15:39.220 --> 01:15:47.345]  Why would you fix anything when you've already used the stolen money to buy yourself a palace in Luxembourg or the Bahamas or Switzerland?
[01:15:49.622 --> 01:15:50.803]  Why?
[01:15:50.803 --> 01:15:53.404]  Why would you care if reactors are leaking?
[01:15:53.404 --> 01:15:54.564]  See, they don't care anymore.
[01:15:54.564 --> 01:15:55.725]  They're dangerous.
[01:15:55.725 --> 01:16:06.990]  The government is bankrupt and is the enemy because it's the membrane through which the criminal networks are above the law and carry out their criminal operations.
[01:16:06.990 --> 01:16:08.151]  Let's go to your phone calls.
[01:16:08.151 --> 01:16:09.632]  Bruce in Florida, thanks for holding.
[01:16:09.632 --> 01:16:10.932]  You're on the air worldwide, Bruce.
[01:16:10.932 --> 01:16:13.254]  Then Jeff.
[01:16:13.254 --> 01:16:14.654]  Hello, Alex.
[01:16:14.654 --> 01:16:16.255]  Hey, brother.
[01:16:16.255 --> 01:16:17.135]  How are you?
[01:16:17.135 --> 01:16:17.576]  I'm alright.
[01:16:17.576 --> 01:16:17.836]  Go ahead.
[01:16:19.282 --> 01:16:21.083]  Um, anyway, my name's Bruce.
[01:16:21.083 --> 01:16:22.264]  I exist in Port St.
[01:16:22.264 --> 01:16:24.165]  Lucie, Florida.
[01:16:24.165 --> 01:16:26.207]  I'm originally from Jupiter, Florida.
[01:16:26.207 --> 01:16:30.529]  My family's been in that town since day one.
[01:16:30.529 --> 01:16:35.613]  And, uh... You sound like the guy that says, uh, Motel 6 will keep the light on for ya.
[01:16:35.613 --> 01:16:38.054]  Yeah, I guess so.
[01:16:38.054 --> 01:16:47.120]  Anyway, like I said, my family's been here forever, and I know all the sheriffs and everything else, and we just don't, in, say, for instance, St.
[01:16:47.120 --> 01:16:48.301]  Lucie, Martin County,
[01:16:49.443 --> 01:17:02.630]  I don't see any of this stuff going on really here at all, like, you know, the VA, you know, the place where the VA memorial stuff, they didn't even think about closing any of that kind of stuff down or nothing.
[01:17:02.630 --> 01:17:05.632]  And I know that these sheriffs here are not going to do this.
[01:17:06.363 --> 01:17:15.127]  Well, I mean, we had a sheriff from Liberty County on from Florida who refused to keep a guy in jail for a legal gun he had.
[01:17:15.127 --> 01:17:20.429]  He chose to interpret the law the way it's written, that he had a right to have a gun in his car.
[01:17:20.429 --> 01:17:22.630]  And so they indicted him, but he beat it.
[01:17:22.630 --> 01:17:24.450]  So I know there's a lot of good people.
[01:17:24.450 --> 01:17:25.911]  That's what I'm saying.
[01:17:25.911 --> 01:17:31.273]  There's still a lot of good left in the world, but we've got to have the good grow and take over.
[01:17:31.273 --> 01:17:32.914]  The evil is growing right now.
[01:17:34.175 --> 01:17:39.520]  But how can we get to, what is it, 70,000 people?
[01:17:39.520 --> 01:17:47.667]  Why can't we just get a band of people, of thousands or millions of people, wherever this guy is at, and go get him?
[01:17:48.066 --> 01:17:48.787]  Well, here's the deal.
