[00:00.000 --> 00:00.100]  There are
[1:17:03.660 --> 1:17:09.340]  are there loss of energy blood sugar spikes and drops or circulation and irregular heartbeat
[1:17:09.340 --> 1:17:13.740]  are just a few of these that can alert you that something is wrong here how heart and
[1:17:13.740 --> 1:17:19.460]  body extract is making a difference in thousands of people's lives across America my blood pressure
[1:17:19.460 --> 1:17:24.620]  has normalized my diabetes has totally improved everyone is telling me now how much healthier
[1:17:24.620 --> 1:17:29.300]  I look and I'm telling everyone how much healthier I feel I recommend heart body extract to everyone
[1:17:29.300 --> 1:17:34.900]  anybody over 40 in the North American continent should be using this product as a preventative
[1:17:34.900 --> 1:17:39.500]  to keep their cardiovascular system healthy order your two month supply today by calling
[1:17:39.500 --> 1:17:49.620]  866-295-5305 that's 866-295-5305 or order online hbextract.com heart and body extract
[1:17:49.620 --> 1:18:00.620]  866-295-5305 or hbextract.com without your support we won't be here and I couldn't thank you
[1:18:00.620 --> 1:18:04.340]  all enough for the fact that you've kept us in the game and I want to stay in this game
[1:18:04.340 --> 1:18:09.020]  I want to take the globalist on total transparency is our whole operation if I bring in 35 million
[1:18:09.020 --> 1:18:13.340]  dollars half of that's the cost of the products we don't mark stuff up that much I don't care
[1:18:13.340 --> 1:18:17.420]  if I'm not making money but you need to buy the products we got coffee we got fish oil
[1:18:17.420 --> 1:18:22.060]  we got turmeric we got great toothpaste we've got great things like DNA force plus but ultimate
[1:18:22.060 --> 1:18:26.220]  krill oil has been sold out for four months for whatever reason this became the most popular
[1:18:26.220 --> 1:18:30.820]  fish oil it's totally full the bottle and it is the strongest purest krill oil and it
[1:18:30.820 --> 1:18:35.940]  cost us three times more because we have it put through the expensive laboratory process
[1:18:35.940 --> 1:18:40.500]  to remove mercury any type of krill oil you get that doesn't give you fish burps which
[1:18:40.500 --> 1:18:44.660]  I don't like but gives you all the great benefits isn't real it's been boiled it's been ruined
[1:18:44.660 --> 1:18:49.300]  it's been homogenized this is not good this ladies and gentlemen is the highest quality
[1:18:49.300 --> 1:18:53.460]  krill oil you're gonna find anywhere real krill oil folks is red it's not yellow it's
[1:18:53.460 --> 1:18:59.580]  not milky this is nothing but krill oil Robert Barnes what does big tech become a big tech
[1:18:59.580 --> 1:19:02.860]  are big babies that have become big bullies and the way they did so is because they face
[1:19:02.860 --> 1:19:07.060]  no consequence of social economic political or legal for their illicit activities over
[1:19:07.060 --> 1:19:10.980]  two decades and because of that that's why the courts the judges the juries the members
[1:19:10.980 --> 1:19:14.460]  of the independent free press that care about this the ordinary members of the public in
[1:19:14.460 --> 1:19:18.820]  the audience that care about this have to bring real social political economic consequence
[1:19:18.820 --> 1:19:21.900]  to their course of conduct otherwise they will never change and they will become the
[1:19:21.900 --> 1:19:25.940]  big tech oligarchs the equivalent to the big trust of the 19th century who ran American
[1:19:25.940 --> 1:19:29.940]  politics and ran American economy almost into the ground until we were able to recover
[1:19:29.940 --> 1:19:35.060]  after the Great Depression the inforce audience is the fuel that flames the the light of liberty
[1:19:35.060 --> 1:19:39.540]  across the world to make real the actions of independent free speech to make real the
[1:19:39.540 --> 1:19:43.740]  original promise of an independent free press real collusion is big tech and big media
[1:19:43.740 --> 1:19:47.500]  that manipulating and working with each other to try to meddle with elections to try to
[1:19:47.500 --> 1:19:51.260]  shake people's thoughts and then the whopper of telling us the whole time it's not happening
[1:19:51.260 --> 1:19:55.140]  it's the ultimate form of gaslighting what you just saw isn't what you just saw even
[1:19:55.140 --> 1:20:02.180]  it is what what you just saw you're listening to the alex jones show
[1:20:02.180 --> 1:20:20.420]  right back into your phone calls please don't forget you're not supposed to listen to this
[1:20:20.420 --> 1:20:27.020]  show or watch it that means if you are tuned in watching or listening you are an ambassador
[1:20:27.020 --> 1:20:35.580]  for this forbidden broadcast so the day-to-night program weekday mornings 8 a.m. to 11 a.m.
[1:20:35.580 --> 1:20:41.020]  yours truly alex jones 11 a.m. to 3 p.m. and the war room Owen stroyer kicking butt 3 p.m.
[1:20:41.020 --> 1:20:46.340]  to 6 p.m. central more shows coming in September okay I want to go back to Doug the bunch of
[1:20:46.340 --> 1:20:53.060]  others just briefly we have to end this special it was a store-wide 50 to 60 percent off we
[1:20:53.060 --> 1:20:58.180]  sold out of more than 30 items most the water filters just a whole bunch of stuff because
[1:20:58.180 --> 1:21:02.700]  the deals were so good I mean literally I was making like $35 on the water filters that
[1:21:02.700 --> 1:21:09.020]  are competitors like 300 bucks we usually sell them for 250 discounted 170 something
[1:21:09.020 --> 1:21:13.100]  it's it's ridiculous and we've got a few of those pro-pures and election peers left that
[1:21:13.100 --> 1:21:19.740]  are great models but was the big models everybody bought up ultimate krill oil back in stock
[1:21:19.740 --> 1:21:24.700]  I'm going to pull that this weekend for 50% off because it's so popular now it's almost
[1:21:24.700 --> 1:21:31.940]  sold out in two weeks brain force plus knockout bodies it's all 50% off to 60% off in forward
[1:21:31.940 --> 1:21:36.100]  store.com take advantage of the world of wagons mega cell which is going to have to end on
[1:21:36.100 --> 1:21:41.340]  Monday and you can't watch this documentary that I'm in a lot of others are in they weren't
[1:21:41.340 --> 1:21:45.140]  going to put it out on DVD I think it's a good film so I've worked with them and it's
[1:21:45.140 --> 1:21:50.100]  good I'll buy a bunch of you if you'll make them and so we did and so we've got that no
[1:21:50.100 --> 1:21:56.220]  reviews yet it's kind of a sad film but it's good to show leftist it's a good film a little
[1:21:56.220 --> 1:21:59.420]  bit of the editing you know like well I'm not going to get into it because in the extras
[1:21:59.420 --> 1:22:03.140]  it's even better as a whole bunch of extras really good film you can't watch this watch
[1:22:03.140 --> 1:22:07.420]  it give it to the library pay it forward leave it to barbershop whatever that's how we win
[1:22:07.420 --> 1:22:08.420]  the info war.
[1:22:08.420 --> 1:22:11.180]  Okay Doug in Connecticut you got another point you wanted to make go ahead.
[1:22:11.180 --> 1:22:16.460]  Hey Alex I got some 2020 presidential news but first I just want to ask you where do these
[1:22:16.460 --> 1:22:22.340]  people get these names I mean you got Epstein's girlfriend there Giz Lane Maxwell I mean it's
[1:22:22.340 --> 1:22:26.520]  like some girl you know in high school or something you know then you got Pete Bucking
[1:22:26.520 --> 1:22:30.180]  over there Dick Painter and let's not forget like fuck Sexton.
[1:22:30.180 --> 1:22:34.740]  Well sure I mean I mean it's like Dirk Diggler Dirk Diggler all of this is a joke Beto is
[1:22:34.740 --> 1:22:39.740]  not his name I appreciate your call when you're down in Mexico you see people named Beto but
[1:22:39.740 --> 1:22:45.300]  it's just made up that they're carpet backers and I just see a carpet backers anybody coming
[1:22:45.300 --> 1:22:51.020]  from one place to another to abuse people they see that are rural and the the the the
[1:22:51.020 --> 1:22:59.260]  ororics are just in my view a criminal syndicate and his wife and his father-in-law are just
[1:22:59.260 --> 1:23:03.700]  horrible globalist and so he's just a criminal that's all he is and so if he can like go
[1:23:03.700 --> 1:23:10.900]  oh I'm Beto Hispanics can't stand that everybody can't stand being manipulated like that I mean
[1:23:10.900 --> 1:23:17.180]  imagine if I was a car salesman and I walked out to a spanish family and I just expected
[1:23:17.180 --> 1:23:23.620]  they don't like America and that they don't speak English I go would you like taco and
[1:23:23.620 --> 1:23:29.820]  all how you do I don't like America they'd be like well I'm about a car I love America
[1:23:29.820 --> 1:23:34.900]  it's it's it's the way they treat people and it's rich white people and I'm not just saying
[1:23:34.900 --> 1:23:39.060]  that they get brownie points bashing white people because that's in it's weird billionaire
[1:23:39.060 --> 1:23:44.540]  white people that have no connection to reality that play all these race games Trump comes
[1:23:44.540 --> 1:23:49.340]  from his dad was blue collar self-made Trump worked all the blue collar folks he knows
[1:23:49.340 --> 1:23:53.700]  how to get stuff done he's a guy that gets down in the trenches and he just straight
[1:23:53.700 --> 1:23:57.620]  shoots the same you ever hear Trump put on a weird accent for some group of people you
[1:23:57.620 --> 1:24:02.620]  ever heard me do that I've been around liberals and you'll have a Hispanic waiter and they'll
[1:24:02.620 --> 1:24:10.220]  go how you do and the person like I'm doing just fine it's condescending it's a joke and
[1:24:10.220 --> 1:24:16.060]  all the studies show liberals virtue signal and dumb their words down for minorities I
[1:24:16.060 --> 1:24:21.060]  mean the black person walks over to me I don't go how are you doing today can you talk I mean
[1:24:21.060 --> 1:24:26.180]  it's so insulting be around white liberals man I've been around my whole life seeing it
[1:24:26.180 --> 1:24:33.820]  they will talk to Hispanics and black folks like their idiots it's disgusting I'm sorry
