[00:00:03.715 --> 00:00:04.816]  Thursday!
[01:00:28.356 --> 01:00:31.038]  You know, it's quite a shock.
[01:00:31.038 --> 01:00:37.723]  Why do you think it's so different, A, and then B, I mean, I know you've got the classic British gentlemanly demeanor.
[01:00:37.723 --> 01:00:39.905]  When stuff happens to Watson, everyone wants to talk about it.
[01:00:39.905 --> 01:00:43.708]  But you got raided last night, so let's talk about what happened to you.
[01:00:46.523 --> 01:01:14.394]  I had ended up with three uh policemen in my in my hotel room and but they were checking a checking my identification now this bear in mind my identification had been checked twice at two separate police checkpoints about 15 minutes before no more than that so I was an extremely checked and identified person at this point but it wasn't good enough so uh these three policemen and they you know fluorescent bibs and their side arms decided to stand over me for
[01:01:15.667 --> 01:01:16.888]  It must have been about a quarter of an hour.
[01:01:16.888 --> 01:01:19.190]  This is at one in the morning, right, in my hotel room.
[01:01:19.190 --> 01:01:20.792]  I got so bored and I was so annoyed.
[01:01:20.792 --> 01:01:23.254]  I wanted to say something, but I didn't want to be aggressive.
[01:01:23.254 --> 01:01:28.098]  So I just took my trousers and shirt off and stripped down to my pants and said, I'm taking a shower.
[01:01:28.098 --> 01:01:33.062]  And went and got into the shower, had a shower, came out in my towel, and they were still in my room.
[01:01:34.071 --> 01:01:35.431]  Still checking me out.
[01:01:35.431 --> 01:01:37.312]  Possibly checking me out in my towel, I don't know.
[01:01:37.312 --> 01:01:42.173]  But, um, so I... They said, no, I'm sorry, Mr. Scott, you've got to put your clothes on and come to your car.
[01:01:42.173 --> 01:01:48.355]  So, I put my clothes on and the interview continued out of the car, where they searched the car.
[01:01:48.355 --> 01:01:58.538]  I don't know quite what they were expecting me to have put in the car somewhere after the... And I know full well you're writing cover stories for the biggest newspaper in Europe, and they're acting like this.
[01:01:59.369 --> 01:02:04.952]  Well, I did say to them, look, I mean, I know this is annoying for me, but at least you're giving me something to write about.
[01:02:04.952 --> 01:02:10.774]  And also, I was out there for so long that I decided to just start talking to them about Bilderberg.
[01:02:10.774 --> 01:02:17.677]  And I just said, look, I know you're treating me like a criminal right now, but there are actual criminals up in the hotel.
[01:02:17.677 --> 01:02:20.699]  You happen to be pointing the wrong way, you guys.
[01:02:20.699 --> 01:02:25.321]  There are convicted felons up in the Bilderberg.
[01:02:25.321 --> 01:02:27.942]  Kissinger, Petraeus, the list goes on and on.
[01:02:29.144 --> 01:02:35.386]  Yeah, and there's an Austrian guy as well who's just been handed out a... René Benko.
[01:02:35.386 --> 01:02:40.887]  He's just been handed out a one-year suspended sentence for bribery, you know.
[01:02:40.887 --> 01:02:44.268]  So, they knew him and so they were aware of that.
[01:02:44.268 --> 01:02:46.029]  And they started looking a bit embarrassed at that point.
[01:02:46.189 --> 01:02:47.991]  And then I just started talking about HSBC.
[01:02:47.991 --> 01:02:51.194]  There's a lot of HSBC there this year.
[01:02:51.194 --> 01:02:56.700]  And they've literally, just a few days ago, had to pay £28 million to the Swiss banking authorities for money laundering.
[01:02:56.700 --> 01:02:59.022]  And that's just right over the mountains in Switzerland.
[01:02:59.022 --> 01:02:59.603]  That's going on.
[01:03:00.495 --> 01:03:12.227]  Yeah, and in fact, if you look at the list of participants, you'll see that there's a member of the very senior Swiss banking official from Geneva is also one of the attendees.
[01:03:12.227 --> 01:03:18.153]  So we've got the people basically over the regulations of banking, they're meeting with the HSBC people.
[01:03:18.153 --> 01:03:20.935]  I mean, this isn't a conflict of interest.
[01:03:21.596 --> 01:03:22.417]  Yeah, not just that.
[01:03:22.417 --> 01:03:31.823]  There's the HSBC's Chief Legal Officer is there, as well as the Group Chairman, and the British Chancellor of the Exchequer, George Osborne.
[01:03:31.823 --> 01:03:33.504]  Who's overbanking?
[01:03:33.504 --> 01:03:34.245]  Yeah, exactly.
[01:03:34.245 --> 01:03:41.370]  So it couldn't be a more sort of sick little cluster going on for three days in private, in absolute private.
[01:03:42.574 --> 01:03:47.357]  This is not your granddaddy's smoky room, as our reporter Takari Jackson put it.
[01:03:47.357 --> 01:03:51.000]  I mean, this looks like something out of a science fiction movie.
[01:03:51.000 --> 01:03:56.464]  Folks have seen Dune, the movie with the spaceships on the landing field.
[01:03:56.464 --> 01:04:03.629]  The hotel looks like some bizarre science fiction spaceship that's landed, and it's there in the middle of the Alps.
[01:04:03.629 --> 01:04:05.630]  It's just a bizarre scene.
[01:04:05.630 --> 01:04:10.754]  It does look like it's about to sort of retract its wheels and take off into the skies.
[01:04:12.662 --> 01:04:15.184]  Yeah, it's a strange place.
[01:04:15.184 --> 01:04:28.111]  When you think about the amount of money being spent by the state on policing this, on essentially stopping reporting happening, and things like the... I know you reported on one radar mast.
[01:04:28.111 --> 01:04:35.395]  I know there's also a military radar station, which we found out about a couple of months ago, just again down from the hotel.
[01:04:35.395 --> 01:04:40.919]  So there's a lot of military here, there's a lot of state police, but all of this money they're putting into it.
[01:04:41.579 --> 01:04:51.105]  All of that money, they just can't find a line in their budget for a press centre and some proper accreditation, like the G7 does.
[01:04:51.105 --> 01:04:52.206]  Well, what about England?
[01:04:52.206 --> 01:04:53.627]  I mean, the police were so nice.
[01:04:53.627 --> 01:04:56.028]  We had 3,500 people there.
[01:04:56.028 --> 01:04:57.389]  You helped put on the whole event.
[01:04:57.389 --> 01:04:58.690]  It was a huge success.
[01:04:58.690 --> 01:04:59.491]  We exposed it.
[01:04:59.491 --> 01:05:02.733]  The media said, yeah, it's a criminal lobbying group.
[01:05:02.733 --> 01:05:08.777]  I mean, what's the difference between the UK police, who aren't perfect by any stretch of the imagination, compared to the Austrian police?
[01:05:09.775 --> 01:05:21.389]  Well clearly the decision had been made in the UK and I think also in Denmark the year after to liaise with the press and with protesters and to enable their actions.
[01:05:21.389 --> 01:05:25.494]  So in both cases of Copenhagen and Watford we were
[01:05:26.315 --> 01:05:41.465]  We were given a hand by, you know, I'm not being an apologist for when the police do bad things, of course, but in those two instances it did seem like the police were working to help us both cover the conferences.
[01:05:41.465 --> 01:05:48.049]  Well I had the police tell me, I had the state, federal and locals all tell me they don't like Bilderberg.
[01:05:48.049 --> 01:05:49.790]  Absolutely, I mean I remember hearing that in
[01:05:50.888 --> 01:05:51.449]  Yeah, I think so.
[01:06:06.411 --> 01:06:08.551]  Seeming to be the most sympathetic at the moment.
[01:06:08.551 --> 01:06:12.852]  Yeah, no, it's the famous, it's the famous cliché, and it's a cliché because it's true.
[01:06:12.852 --> 01:06:21.294]  A certain percentage of the Germanic folks love authority, and all they know is it's the big evil hotel with the big wigs there, and they're going to grovel to it.
[01:06:21.294 --> 01:06:21.994]  We'll be back.
[01:06:21.994 --> 01:06:23.054]  Stay there.
[01:06:23.054 --> 01:06:28.175]  I want to learn what you think's on the agenda that we haven't learned yet, who may be on the list and not on the list.
[01:06:28.175 --> 01:06:34.276]  Charlie Skelton from The Guardian, raided at 1am, drug out in his underwear, and he's calmly taking it.
[01:06:35.268 --> 01:06:35.730]  I'm good.
[01:06:40.959 --> 01:06:43.221]  All right, Charlie Skelton, final segment with him.
[01:06:43.221 --> 01:06:47.283]  He's on a deadline to get out his latest report.
[01:06:47.283 --> 01:06:50.806]  Charlie, you know, they come into your place, they take you back out of the car.
[01:06:50.806 --> 01:06:54.188]  I mean, this is really outrageous in a Western country.
[01:06:54.188 --> 01:06:58.991]  It's what I expect to hear from a third world nation.
[01:06:58.991 --> 01:07:10.499]  I mean, I know you don't like to draw attention to yourself, but I think journalists should rally to your aid and others' aid because we've really seen an attack on journalists the last few years across the Western world that's unprecedented.
[01:07:12.076 --> 01:07:22.920]  Yeah, I mean, I think that the way to do it, I think, is to try and push for, in this instance, to push for press accreditation and for a press centre and to build relationships.
[01:07:22.920 --> 01:07:26.841]  Because the more you can build relationships, the less exposed you feel.
[01:07:26.841 --> 01:07:31.123]  And I guess that also applies to relationships between journalists.
[01:07:31.123 --> 01:07:34.584]  But, you know, there's precious little journalism going on when you
[01:07:35.924 --> 01:07:50.267]  In the mainstream media, when you look at what went on in the G7, where there was this kind of pre-packaged stuff being fed out from the government, all this pooled footage and photos being kind of regurgitated and chewed over.
[01:07:50.267 --> 01:07:54.368]  And it didn't strike me that that was particularly real journalism.
[01:07:54.368 --> 01:08:01.130]  Whereas, you know, seeing your guys out there and climbing up a mountain and taking photos of radar masts and that kind of thing, that's actually
[01:08:01.950 --> 01:08:03.471]  You know, it's not easy to do.
[01:08:03.471 --> 01:08:06.312]  And I think, I don't think journalism should be that easy.
[01:08:06.312 --> 01:08:07.053]  That's a good point.
[01:08:07.053 --> 01:08:13.756]  Modern so-called journalists just sit there, get a government or corporate press release, republish it and put their name on it.
[01:08:13.756 --> 01:08:14.677]  It's all press releases.
[01:08:14.677 --> 01:08:17.958]  I mean, the whole of the G7 was a huge press release.
[01:08:17.958 --> 01:08:26.223]  And it kind of, it was, to be inside it and to be in that, within the press center, this giant thing held in an ice skating center was, it was very surreal at times.
[01:08:26.223 --> 01:08:28.664]  And it was surreal because everyone was taking it seriously.
[01:08:28.664 --> 01:08:30.505]  It was like they were looking at photos of a pantomime.
[01:08:31.225 --> 01:08:37.211]  And Goldilocks was up on the screen and they were all going, oh my God, Goldilocks looks like she's in trouble.
[01:08:37.211 --> 01:08:42.696]  You know, it was like that kind of seriousness of the whole thing and that's what was, it was like cognitive dissonance I felt.
[01:08:42.696 --> 01:08:48.642]  Sure, what do you make of the armored vehicle rolling up to you and nine other journalists like you were terrorists?
[01:08:49.861 --> 01:08:50.982]  Well, it's kind of bizarre.
[01:08:50.982 --> 01:08:54.424]  I mean, it's part, I suppose, of the general militarization of police.
[01:08:54.424 --> 01:09:02.010]  I suppose there's so much of this equipment that's just finding its way and trickling back into the domestic police forces, which is a bit grim.
[01:09:02.010 --> 01:09:04.211]  And I guess in America you have a lot more of that.
[01:09:04.211 --> 01:09:07.533]  Every town has one store and a tank.
[01:09:09.995 --> 01:09:12.876]  It's kind of weird, and it's just such overkill.
[01:09:12.876 --> 01:09:14.216]  I mean, it's so unnecessary.
[01:09:14.216 --> 01:09:21.378]  In fact, the policing and the checkpoints are so heavy that there's precious little few people out here, you know, standing even by the gates.
[01:09:21.378 --> 01:09:25.279]  It's very small this year.
[01:09:25.279 --> 01:09:31.821]  I have seen one mainstream journalist, which is good, but unfortunately she was in a Mercedes being driven up to the hotel.
[01:09:31.821 --> 01:09:34.322]  She's the editor of a Norwegian newspaper.
[01:09:36.002 --> 01:09:38.045]  So yeah, I guess I've seen one mainstream journalist.
[01:09:38.045 --> 01:09:38.526]  So that's good.
[01:09:38.526 --> 01:09:39.467]  That's a start.
[01:09:39.467 --> 01:09:41.410]  They're inside and promise not to talk.
[01:09:41.410 --> 01:09:44.234]  In closing, we know some of their agenda.
[01:09:44.234 --> 01:09:47.178]  What do you think this year's Bilderberg is really all about?
