[00:00.000 --> 00:01.000]  Find out right now.
[01:12:59.000 --> 01:13:03.000]  or that it was pulled off by controlled demolition. It's just shocking.
[01:13:03.000 --> 01:13:07.000]  What is the feeling you got when they were asked the first part question by one of your colleagues
[01:13:07.000 --> 01:13:11.000]  referring to the work of Dr. Stephen Jones and then your follow-up question?
[01:13:11.000 --> 01:13:16.000]  Can you explain to the audience, I think they have to see this video, to see them squirming and then nodding
[01:13:16.000 --> 01:13:23.000]  and then the little look of shock on Theresa Hines' face when she realizes where the chemtrail question is heading
[01:13:23.000 --> 01:13:25.000]  or where the 9-11 question is heading.
[01:13:25.000 --> 01:13:29.000]  But can you describe the feeling in the room when you guys are throwing these questions at them,
[01:13:29.000 --> 01:13:32.000]  both from the people attending and from the Kerrys themselves?
[01:13:32.000 --> 01:13:38.000]  Sure. Well, you know, first off, you know, we were sitting in a whole group of, I would say at least 100 people
[01:13:38.000 --> 01:13:42.000]  in that small room upstairs, most of which are Democrats.
[01:13:42.000 --> 01:13:47.000]  So they're kind of more of a liberal bent anyway and their minds are a little bit more open to you.
[01:13:47.000 --> 01:13:49.000]  We can tell by the rabid applause, yes, where they were coming from.
[01:13:49.000 --> 01:13:52.000]  It was hostile environment to say the least, yeah.
[01:13:52.000 --> 01:13:53.000]  Yeah, that's true.
[01:13:53.000 --> 01:14:00.000]  But when Michelle got up and asked that first question, yeah, their body gestures
[01:14:00.000 --> 01:14:05.000]  and the way that they presented themselves, you can't hear it on the audio, but you can see it on the video.
[01:14:05.000 --> 01:14:07.000]  They were very uncomfortable by the question.
[01:14:07.000 --> 01:14:11.000]  When Michelle was asking the first question about the dust,
[01:14:11.000 --> 01:14:19.000]  you could see on Theresa's face that she thought she understood where the question was going related to the EPA's admission
[01:14:19.000 --> 01:14:25.000]  that the air at World Trade Center was okay to breathe within a couple of days after the event.
[01:14:25.000 --> 01:14:27.000]  I thought she thought we were going in that direction.
[01:14:27.000 --> 01:14:32.000]  And then Michelle brought up the actual thermate question there.
[01:14:32.000 --> 01:14:35.000]  Yeah, the look on their face was astonishment.
[01:14:35.000 --> 01:14:38.000]  They couldn't believe that they were being asked this at their own book signing,
[01:14:38.000 --> 01:14:44.000]  but you can see that they were caught off guard in an unscripted moment, which was great.
[01:14:44.000 --> 01:14:47.000]  Well, hopefully, Joseph, it won't be the last time as well,
[01:14:47.000 --> 01:14:52.000]  because I really now see more and more people doing this and really confronting these people.
[01:14:53.000 --> 01:14:57.000]  I mean, this is, I guess we found out now that the emperor has no clothes,
[01:14:57.000 --> 01:15:00.000]  and people are pointing at them and saying, hey, you're naked.
[01:15:00.000 --> 01:15:02.000]  And they're looking at themselves going, well, we're not naked.
[01:15:02.000 --> 01:15:04.000]  We haven't heard anything about being naked.
[01:15:04.000 --> 01:15:06.000]  That's, of course, just a metaphor to try to explain this.
[01:15:06.000 --> 01:15:13.000]  Kerry making some very bizarre hand gestures, nervous, contained hand gestures as he's hearing out these questions.
[01:15:13.000 --> 01:15:20.000]  Now, the headline I saw today accompanying your video was that John Kerry admitted that this is a controlled demolition.
[01:15:20.000 --> 01:15:23.000]  Do you believe that that was what his answer broke down to?
[01:15:23.000 --> 01:15:27.000]  I don't think that that's an accurate summation of what he said.
[01:15:27.000 --> 01:15:31.000]  In fact, his exact words were brought down in a controlled fashion.
[01:15:31.000 --> 01:15:35.000]  I think he specifically avoided using that phrase.
[01:15:35.000 --> 01:15:40.000]  And, you know, come to think about it a little bit after the fact here,
[01:15:40.000 --> 01:15:46.000]  it seems like he might be talking about World Trade Center 6 and the wall there in that building,
[01:15:46.000 --> 01:15:49.000]  and not specifically World Trade Center 7.
[01:15:49.000 --> 01:15:57.000]  I don't know if that saves him at all because I think that any United States Senator should know the facts of 9-11
[01:15:57.000 --> 01:16:04.000]  and be able to communicate those facts accurately to the people here in the United States and abroad.
[01:16:04.000 --> 01:16:09.000]  And certainly since it's been used as justification for two wars and the continued war on terror
[01:16:09.000 --> 01:16:13.000]  and the erosion of our civil rights here at home, they better know the answers.
[01:16:13.000 --> 01:16:14.000]  They better know what we're talking about.
[01:16:15.000 --> 01:16:19.000]  I don't think that he was saying it was a controlled demolition,
[01:16:19.000 --> 01:16:25.000]  but certainly his knowledge of it is, I think, a lot more than what he led on.
[01:16:25.000 --> 01:16:29.000]  Yeah, I mean in some ways he's guilty for obfuscation.
[01:16:29.000 --> 01:16:31.000]  He's guilty for trying to deflect the question.
[01:16:31.000 --> 01:16:37.000]  He certainly had no intention in answering directly the, I think, very succinct question that you asked,
[01:16:37.000 --> 01:16:43.000]  and that by deflecting it into something discussing the memorial rather than Larry Silverstein,
[01:16:43.000 --> 01:16:49.000]  Pollitt, and of course the scientific evidence we had, it almost in a way is damning in and of itself, no?
[01:16:49.000 --> 01:16:52.000]  Yeah, oh totally, I mean I entirely agree with you.
[01:16:52.000 --> 01:16:54.000]  He did deflect the question and he went on to say,
[01:16:54.000 --> 01:16:57.000]  well you know this man is involved with the reconstruction,
[01:16:57.000 --> 01:17:02.000]  like that somehow is saving grace for him because he somehow is involved in the reconstruction
[01:17:02.000 --> 01:17:08.000]  and that just somehow cancels out the fact that he may have been involved in an insurance scam
[01:17:08.000 --> 01:17:11.000]  or the loss of life of American citizens here on our own soil.
[01:17:11.000 --> 01:17:12.000]  It's just sick.
[01:17:12.000 --> 01:17:17.000]  Give me the feeling in the room with the Democrats you were surrounded with.
[01:17:17.000 --> 01:17:19.000]  Did they come up to you after the event?
[01:17:19.000 --> 01:17:22.000]  Did they say anything to you guys about asking these questions?
[01:17:22.000 --> 01:17:23.000]  Were you mocked?
[01:17:23.000 --> 01:17:25.000]  I mean what exactly was the situation there?
[01:17:25.000 --> 01:17:27.000]  Actually no, it was very tame.
[01:17:27.000 --> 01:17:30.000]  I think that you can't really hear it on the audio.
[01:17:30.000 --> 01:17:37.000]  When I asked that question and I tell him that this man made $5 billion from these buildings' destruction,
[01:17:37.000 --> 01:17:43.000]  you could hear a gasp go across the audience like this is the first time they had ever heard that.
[01:17:43.000 --> 01:17:50.000]  But afterwards I did have a couple of individuals come up to me and ask me about some more information
[01:17:50.000 --> 01:17:56.000]  and Michelle was too confronted by another individual and luckily some guys from PNAC were there as well
[01:17:56.000 --> 01:18:01.000]  and they were handing out some DVDs outside so they actually had gotten the DVD
[01:18:01.000 --> 01:18:05.000]  and Michelle told them you need to go home and watch these DVDs and get yourself informed.
[01:18:05.000 --> 01:18:06.000]  Good for you.
[01:18:06.000 --> 01:18:11.000]  Get them going in, get them coming out, get them while they're sitting there with their mouths agape
[01:18:11.000 --> 01:18:16.000]  looking at the great John Kerry who they probably supported as Skull and Bones candidate B
[01:18:16.000 --> 01:18:20.000]  in the 2004 selection process reporting for duty.
[01:18:20.000 --> 01:18:26.000]  John Kerry, he was in favor of escalating the situation over there, in favor of staying there.
[01:18:26.000 --> 01:18:33.000]  Of course this is one of the things we know and there's really no difference between the Republicans and the Democrats.
[01:18:33.000 --> 01:18:38.000]  Now tell me the truth, did you actually read his book or did you just skim it in order to set up that question?
[01:18:38.000 --> 01:18:43.000]  Yeah, truthfully I skimmed it there sitting there for about an hour to ask him that question.
[01:18:43.000 --> 01:18:47.000]  So I did skim that and found a little bit of knowledge that I already knew about
[01:18:47.000 --> 01:18:54.000]  and kind of used that to try to bait him in a little bit and make him feel comfortable before I launched into my real questions.
[01:18:54.000 --> 01:18:57.000]  I brought up questions about chemtrails and depleted uranium.
[01:18:57.000 --> 01:19:05.000]  What you can't see by hearing the audio is that he's sitting there shaking his head, nodding his head to everything that I'm saying about chemtrails.
[01:19:05.000 --> 01:19:10.000]  It seemed like him and Theresa Hines, Kerry, were both nodding in agreement when you were talking about chemtrails
[01:19:10.000 --> 01:19:15.000]  and then I think you got to a point where you were talking contrails versus chemtrails
[01:19:15.000 --> 01:19:20.000]  and she particularly looked a little bit shocked when you got to the base of your question there.
[01:19:20.000 --> 01:19:25.000]  Yeah, her whole demeanor I thought was just kind of odd.
[01:19:25.000 --> 01:19:32.000]  When she walked up to the podium at the beginning she seemed just very out of it and her hair was all tousled.
[01:19:32.000 --> 01:19:34.000]  She's on massive medication.
[01:19:34.000 --> 01:19:36.000]  Can you tell that by looking at her?
[01:19:36.000 --> 01:19:37.000]  I can tell that.
[01:19:37.000 --> 01:19:44.000]  She takes such a myriad of medication, uppers, downers, the whole nine yards, prescription medication and probably anti-depressant as well.
[01:19:44.000 --> 01:19:46.000]  It really looks that way.
[01:19:46.000 --> 01:19:52.000]  Of course, she lost it a couple of times in the 2004 elections which didn't help her husband too much.
[01:19:52.000 --> 01:19:56.000]  Was she writing any checks while they were there?
[01:19:56.000 --> 01:19:58.000]  That's I guess his accountant and personal financier.
[01:19:58.000 --> 01:20:00.000]  Is she there to write some checks?
[01:20:00.000 --> 01:20:03.000]  Not that I saw, Jack, no.
[01:20:03.000 --> 01:20:06.000]  It looks like he's building to run for president, though.
[01:20:06.000 --> 01:20:08.000]  He wants into this bad, doesn't he?
[01:20:08.000 --> 01:20:16.000]  Well, you know, he gave us the out there to come to him and give him information and evidence regarding 9-11.
[01:20:16.000 --> 01:20:21.000]  Hold on, I want to bring you back for a little bit on the other side of the segment and tell people about your organization.
[01:20:21.000 --> 01:20:24.000]  This is the Alex Jones Show, folks. Stay tuned in for Wars.com.
[01:20:24.000 --> 01:20:33.000]  Music
[01:20:33.000 --> 01:20:38.000]  The Berkey Security Pack is your one-stop solution for unexpected emergencies.
[01:20:38.000 --> 01:20:43.000]  It provides you with purified water, light, power and communications ability.
[01:20:43.000 --> 01:20:49.000]  The Security Pack includes a Berkey light water purifier, an LED base, two Berkey sport filtration bottles,
[01:20:49.000 --> 01:20:57.000]  the Berkey battery adapter, the Berkey MP solar charger, as well as a backup set of two black Berkey purification elements.
[01:20:57.000 --> 01:21:03.000]  The Berkey Security Pack is important every day and a must during emergencies because it provides purified water,
[01:21:03.000 --> 01:21:08.000]  long-term low-energy lighting, backup battery power for your Berkey LEDs,
[01:21:08.000 --> 01:21:14.000]  free long-term solar power for communications devices such as radios, walkie-talkies and cell phones,
[01:21:14.000 --> 01:21:16.000]  as well as power for small applications.
[01:21:16.000 --> 01:21:20.000]  Get the one-stop solution for your emergency and everyday needs.
[01:21:20.000 --> 01:21:30.000]  The Berkey Security Pack, a retail value of $518 for only $399 by calling New Millennium at 888-803-4438.
