[00:00.000 --> 00:11.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the info war.
[01:46:33.000 --> 01:46:38.000]  They've got special diet foods, they've got three-month supplies, your supplies, weak emergency supplies.
[01:46:38.000 --> 01:46:42.000]  They've got so many great products there, and you've got a three-year supply.
[01:46:42.000 --> 01:46:44.000]  If stuff happens, you can feed your whole block.
[01:46:44.000 --> 01:46:46.000]  It's up to us to be self-sufficient.
[01:46:46.000 --> 01:46:51.000]  You're buying war bonds, bringing great products, and together with God's help, we are unstoppable.
[01:46:51.000 --> 01:47:17.000]  infowarsstore.com and m4 select high-quality storeable foods powered by my Patreon supply.
[01:47:21.000 --> 01:47:39.000]  You know, the Bible talks about your body being a temple of God, and it is.
[01:47:39.000 --> 01:47:49.000]  This is basically just a meat suit with our soul, our spirit, our interdimensional next level
[01:47:49.000 --> 01:47:53.000]  touched by God's divinity.
[01:47:53.000 --> 01:47:58.000]  Existence is trapped in this body, but it's a temple.
[01:47:58.000 --> 01:48:02.000]  It's how we were designed.
[01:48:02.000 --> 01:48:13.000]  And that's how God is here on this planet through us, through our existence, through the temple.
[01:48:13.000 --> 01:48:26.000]  And so, when you realize that, you understand why the devil is constantly attacking your temple.
[01:48:26.000 --> 01:48:32.000]  You understand why the devil is constantly trying to infiltrate your temple.
[01:48:32.000 --> 01:48:39.000]  Tries to infiltrate your mind, literally tries to infiltrate your physical body.
[01:48:39.000 --> 01:48:51.000]  And so, that's what the mark of the beast represents, and it's manifested when they force you to take a vaccine,
[01:48:51.000 --> 01:48:56.000]  when they force you to put a chip into your body, and that will come next.
[01:48:56.000 --> 01:48:59.000]  But that's the mark of the beast.
[01:48:59.000 --> 01:49:05.000]  I mean, you just look at what's going on right now where they celebrate unhealthiness,
[01:49:05.000 --> 01:49:11.000]  and they say, hey, look, if you point out that someone's out of shape and overweight and how that's bad for their health,
[01:49:11.000 --> 01:49:13.000]  you're body shaming them.
[01:49:13.000 --> 01:49:30.000]  No, God gave you one temple to take care of and to experience this existence for yourself through.
[01:49:30.000 --> 01:49:37.000]  And as soon as the devil corrupts your temple, as soon as the devil can destroy your temple,
[01:49:37.000 --> 01:49:48.000]  you can no longer experience this consciousness as you were intended.
[01:49:48.000 --> 01:49:58.000]  And that's why there's a constant attack, a constant assault on your mind, on your body, and on your spirit.
[01:49:58.000 --> 01:50:04.000]  That is the devil trying to infiltrate your temple.
[01:50:04.000 --> 01:50:13.000]  Now, I don't know why I went off on that tangent, but I do have some other news to get to before my next guest joins me.
[01:50:13.000 --> 01:50:17.000]  Let's get into what President Trump tweeted out this morning.
[01:50:17.000 --> 01:50:31.000]  Yesterday, I got a little upset and started yelling at the audience. I apologize because, well, not at the audience, but through the microphone because of what happened to the troops at the southern border.
[01:50:31.000 --> 01:50:38.000]  I mean, just unheard of for US troops to be disarmed by Mexican soldiers on US soil.
[01:50:38.000 --> 01:50:42.000]  And I was sitting here just, I mean, really upset by it.
[01:50:42.000 --> 01:50:53.000]  I think the president caught on and he tweeted this out, Mexico's soldiers recently pulled guns on our national guard soldiers probably as a diversionary tactic for drug smugglers on the border.
[01:50:53.000 --> 01:51:01.000]  Better not happen again. We are now sending armed soldiers to the border. Mexico is not doing nearly enough in apprehending and returning.
[01:51:01.000 --> 01:51:04.000]  Soky.
[01:51:04.000 --> 01:51:09.000]  It's time, it's just refreshing to have a president that stands up.
[01:51:09.000 --> 01:51:19.000]  But, you know, honestly, I would have liked to see an Oval Office address on this issue.
[01:51:19.000 --> 01:51:25.000]  And quite frankly, we still need it. The drugs are still pouring across the border. The human trafficking is still going on rampantly.
[01:51:25.000 --> 01:51:36.000]  Guns are pouring across, drugs are pouring across. I mean, it's a joke. The president and the first lady you're talking right now at a drug convention or whatever, anti-drug addiction convention.
[01:51:36.000 --> 01:51:39.000]  We can go to b-roll of Trump. He's live right now.
[01:51:39.000 --> 01:51:47.000]  And yeah, it probably is the the Mexican army smuggling drugs getting paid off under the table.
[01:51:47.000 --> 01:52:01.000]  The president is absolutely correct. The cartels run the Mexican government folks. Anybody that tries to get into Mexican politics that's not run by the cartels ends up pushing daisies over 200 times last year alone.
[01:52:01.000 --> 01:52:08.000]  So that's what's really going on here. Maybe that's what the Democrats are aligned with, but it's just getting worse.
[01:52:08.000 --> 01:52:10.000]  We've been rolling the b-roll all day.
[01:52:10.000 --> 01:52:15.000]  Heavily armed men escort migrants across U.S. border surveillance video shows.
[01:52:15.000 --> 01:52:20.000]  Well, why are heavily armed men escorting migrants across the border? Why would you have heavily armed men?
[01:52:20.000 --> 01:52:32.000]  Oh, it's a business. You see, it's a business. Someone's making money. They're either pushing drugs or they're trafficking humans, folks.
[01:52:32.000 --> 01:52:38.000]  They're protecting their property. See how that works? No emergency though, no big deal.
[01:52:38.000 --> 01:52:42.000]  Border Patrol finds abandoned toddler with name and phone number on shoes.
[01:52:42.000 --> 01:52:52.000]  You know how we end up with an abandoned toddler at the border because we have a wide open border and people in Central America and Mexico know it.
[01:52:52.000 --> 01:52:56.000]  Shut down the border.
[01:52:56.000 --> 01:53:01.000]  Trump suggests Mexican soldiers disarmed U.S. troops as a cover for drug smuggling.
[01:53:01.000 --> 01:53:05.000]  Yeah, and he's probably right.
[01:53:05.000 --> 01:53:14.000]  And you know, you've got these Democrats that are not Democrats. You've got these anti-American scum. We really need to find a name for them.
[01:53:14.000 --> 01:53:23.000]  They're like the Red Coast. They're like the original Benedict Arnold's. They're like the new Benedict Arnold's though.
[01:53:23.000 --> 01:53:34.000]  So you've got the Benedict Arnold party aligned with drug cartels, aligned with human traffickers.
[01:53:34.000 --> 01:53:43.000]  That's what you have here. And why is it? You seriously, I mean, this is so beyond frustrating for me.
[01:53:43.000 --> 01:53:51.000]  It's like, and just how, how, why am I having to debate people about having a border?
[01:53:51.000 --> 01:53:57.000]  Like why is this even a political football right now? How is this, how is this even real?
[01:53:57.000 --> 01:53:59.000]  Why can't we come together to stop human trafficking?
[01:53:59.000 --> 01:54:07.000]  I can, I went out, I went out to Democrat offices in Austin and said, can we come together to stop human trafficking at the border?
[01:54:07.000 --> 01:54:16.000]  They wouldn't even say yes. They won't even say yes to that.
[01:54:16.000 --> 01:54:19.000]  Oh my gosh.
[01:54:19.000 --> 01:54:29.000]  So we're just going to have a wide open border and we're just going to let drugs pour across the border and guns pour across the border.
[01:54:29.000 --> 01:54:36.000]  Oh, we're anti-gun. We don't want guns. Make gun laws. Well, if you have a wide open frickin' southern border, they'll just start pouring over from the southern border.
[01:54:36.000 --> 01:54:44.000]  You jack, you idiots. Excuse me. I'm getting frustrated. I need to just put this story down.
[01:54:44.000 --> 01:54:51.000]  I can't believe we have millions of Benedict Arnold's in this country now. Millions of them.
[01:54:51.000 --> 01:55:02.000]  One of them is Brian Stelter. You know, this guy, this is so rich. Steve Watson has the story at Infowars.com. I mean, look at this guy.
[01:55:02.000 --> 01:55:13.000]  CNN Stelter. Trump avoiding correspondence dinner is an attack against the media. Oh my gosh, Brian, you are pathetic.
[01:55:13.000 --> 01:55:23.000]  You are just pathetic. Can you imagine how pathetic Brian Stelter is in real life?
[01:55:23.000 --> 01:55:33.000]  Brian, why would the president waste his time with you? You have no audience. By the way, the latest CNN ratings just came out. They literally have no audience.
[01:55:33.000 --> 01:55:47.000]  I mean, nothing. Their Cume is like peaking at 300,000. And that's 60%, 70%, 80% of it's just TVs on at hotels and gyms and bars and crap.
[01:55:47.000 --> 01:55:52.000]  Nobody's watching CNN. Nobody.
[01:55:52.000 --> 01:56:05.000]  I mean, CNN is getting beaten by reruns of television shows like Family Guy and anything else. CNN is a joke.
[01:56:05.000 --> 01:56:15.000]  And so, but it's like as they're spiraling into complete irrelevance, they're just begging the president for a bone.
[01:56:15.000 --> 01:56:25.000]  Throw us a bone, says Brian Stelter. Stelter, here's an idea. Why don't you try reporting something real?
[01:56:25.000 --> 01:56:35.000]  I mean, unless you're not allowed to do that at CNN. Maybe contractually, you're obligated to be fake news if you report at CNN.
