[00:00.000 --> 00:14.200]  Big Brother mainstream media government cover-ups you want answers well so does he he's Alex Jones
[1:37:40.400 --> 1:37:46.400]  At the higher levels, they have this shared plausible deniability is what they call it.
[1:37:46.400 --> 1:37:53.400]  And so they have the technocratic system rolling, and if something's good for that system, then it's agreed upon and moves forward.
[1:37:53.400 --> 1:37:59.400]  They work with each other to divide up the spoils because it's the goal that matters with these people.
[1:37:59.400 --> 1:38:05.400]  They stick together better than we do, affect a lot better because they're bound together by their love of absolute evil.
[1:38:05.400 --> 1:38:12.400]  They got somebody pulling the strings. These people are instruments, they're vessels.
[1:38:12.400 --> 1:38:16.400]  You don't even believe in God, whatever, the color out of space, some dark energy.
[1:38:16.400 --> 1:38:21.400]  They are bound, they are energized, okay? They're excited about what they're doing.
[1:38:21.400 --> 1:38:24.400]  I mean, I'm not talking about their low-level minions that are just drones.
[1:38:24.400 --> 1:38:31.400]  Mid-level, high-level, they are animated, they enjoy it, they like what they're doing, they get excited about it.
[1:38:31.400 --> 1:38:37.400]  Excited about kids dying horrible deaths. Excited about drones and napalm-burning children.
[1:38:37.400 --> 1:38:47.400]  Excited, and they don't care when their kids die, their wife dies. It's all just a vampiric orgy.
[1:38:47.400 --> 1:38:53.400]  And so it's old, I was talking to Steve Pachennick, Dr. Pachennick, who we ought to get back on,
[1:38:53.400 --> 1:38:58.400]  who wrote the book on psychological warfare of the State Department, CIA, ran assassinations overseas,
[1:38:58.400 --> 1:39:01.400]  co-wrote some of the books with Tom Clancy, made a lot of big movies.
[1:39:01.400 --> 1:39:04.400]  Pretty famous guy, nobody knows what he looks like, you notice.
[1:39:04.400 --> 1:39:11.400]  And he tried to get Pachennick back on, he was irritated, I didn't want to hold like 15 minutes once he hung up.
[1:39:11.400 --> 1:39:17.400]  The point is, is Pachennick, I go, yeah, he goes, yeah, you got a lot of courage off air, and I said, oh, not really.
[1:39:17.400 --> 1:39:21.400]  But I do wonder, sometimes they're going to kill me. He goes, well, that's probably too much paperwork.
[1:39:21.400 --> 1:39:30.400]  He goes, and I mean, that's what it comes down to. The system doesn't do anything unless at the very highest levels it's been authorized.
[1:39:30.400 --> 1:39:37.400]  And somebody like a Rockefeller or somebody, they're just going to count on the public's weakness when we talk about all these things,
[1:39:37.400 --> 1:39:44.400]  to not go check it, not go look it up. Or they'll just have Nightline and CNN, Samacook and Salon, Samacook.
[1:39:44.400 --> 1:39:51.400]  That's what they just kill your name, they just kill your credibility, they believe.
[1:39:51.400 --> 1:39:55.400]  Plus, I've gotten my message out, I've transmitted my information.
[1:39:55.400 --> 1:40:05.400]  So they kill me, it makes it evergreen, gold, underline, it makes it prophetic, puts exclamation points behind it.
[1:40:05.400 --> 1:40:13.400]  But that tells you about how they work, they've got to create a consensus, they've got to get all these boards and countries to sign off
[1:40:13.400 --> 1:40:21.400]  on the bombarding Libby and putting Al Qaeda in. And then everybody can just say, well, the community decided.
[1:40:21.400 --> 1:40:25.400]  Oh, well, the community of nations decided to sterilize people all over the world.
[1:40:25.400 --> 1:40:32.400]  So you can't go grab one of them by the neck, that's how these big banks work.
[1:40:32.400 --> 1:40:36.400]  And that's why they love drones, they're now giving medals to the people that kill folks.
[1:40:36.400 --> 1:40:49.400]  And they say, it's okay to kill 200 innocents and kill one person we claim is a terrorist, violating international law in just random countries everywhere.
[1:40:49.400 --> 1:40:55.400]  And then now they're saying they'll do it to us here, but don't worry, there's no drones, but there is drones, we're going to kill you in DAA, but they're not.
[1:40:55.400 --> 1:41:00.400]  See, they talk to you like you're an idiot. And if you act like an idiot, I guess it means you are an idiot.
[1:41:00.400 --> 1:41:09.400]  It's time to really have disdain for these people and realize how dangerous they are and how mentally ill they are.
[1:41:09.400 --> 1:41:19.400]  I mean, we got a shipload of devils running things and there's never enough forum on any front. That's what I'm going to get across.
[1:41:19.400 --> 1:41:25.400]  Now, they may set me up and kill me. I mean, they've tried before. They've got agencies that do that.
[1:41:25.400 --> 1:41:32.400]  They send the FBI out to all your events over the years or you're out of town and a guy comes up to you at the bar.
[1:41:32.400 --> 1:41:38.400]  It's obviously the build of a former military person, 45-year-old FBI agent.
[1:41:38.400 --> 1:41:44.400]  You know, they're FBI immediately. You're sitting there ordering your hamburger at the hotel bar drinking a beer.
[1:41:44.400 --> 1:41:48.400]  Hey, man, I'd say this government makes me mad. We ought to kill some judges.
[1:41:48.400 --> 1:41:54.400]  Obviously kill judges because they know judges will get mad then and go ahead with a warrant and stuff for you when you go, hey, they're saying kill judges.
[1:41:54.400 --> 1:42:00.400]  You know, it's all the manipulative judges and you just look at them and you're like, oh, really? I'm not for violence.
[1:42:00.400 --> 1:42:10.400]  I mean, this has probably happened to me 50 times. You're on the hiking bike trail and stop and they're waiting where you've parked and are waiting.
[1:42:10.400 --> 1:42:17.400]  Oh, hey, I'll show them. I'm a fan. It's like, oh, this is a, even one time I was down at the governor's mansion protesting when Bush was in.
[1:42:17.400 --> 1:42:21.400]  He'd become president-elect and they were all contesting the election.
[1:42:21.400 --> 1:42:30.400]  And I could even tell what type of military they were. They had his private security, Navy SEALs, but the little type, their favorite ones are like these little five-foot-six guys.
[1:42:30.400 --> 1:42:35.400]  And I could just look at them. They're bearing their confidence, the fact they were not trying to look confident.
[1:42:35.400 --> 1:42:42.400]  And I was like, why are, it's illegal for Navy SEALs to be out here? And one of them looked at me and he goes, how in the world do you know that?
[1:42:42.400 --> 1:42:54.400]  And started laughing because I'm awake, ladies and gentlemen. I mean, it's not hard when you've had a green beret jumped out of the bushes and starts setting fires to things to blame it on you.
[1:42:54.400 --> 1:43:00.400]  You learn what they look like real quick.
[1:43:00.400 --> 1:43:12.400]  I've been doing this 17 years, really 19, but on air 17. I've been around. I've seen it. So let me just give everybody a newsflash. The New World Order is real and then some, okay?
[1:43:12.400 --> 1:43:20.400]  The whole thing's a devil run. Whether you believe the devil or not, it might as well be devil run because this is, it's something the devil would come up with and then some.
[1:43:20.400 --> 1:43:29.400]  And I'm done talking about it. I'm ranting. Let's go to Nick in Connecticut. Nick here on the air. Welcome.
[1:43:29.400 --> 1:43:34.400]  Okay, Nick, I'd want to talk. Shantel in Florida. You're on the air.
[1:43:34.400 --> 1:43:38.400]  Hi, how are you? I'm pretty good. Go ahead and speak up.
[1:43:38.400 --> 1:43:49.400]  So I'm a first time caller and a first time listener. My boyfriend introduced me to you, quite frankly. And you know what? You're right. A lot of people aren't informed. I'm 21 years old and I live in Miami.
[1:43:49.400 --> 1:43:59.400]  And a lot of people on here know what's going on. So my question to you. I've seen a couple of your documentaries already and I want to know what do you think is going to happen next?
[1:43:59.400 --> 1:44:11.400]  What do you think is going to, who's the next person to go down? Who do you think? I want to know. I mean, I love being informed and I want to get your opinion specifically because you've been around this for so long.
[1:44:11.400 --> 1:44:19.400]  And it's somewhat of a predictable behavior, but I would only ask this to somebody who knows. So what do you think is going to be the next step?
[1:44:19.400 --> 1:44:32.400]  The next step depends on good and evil, heaven and hell, right and wrong, justice and tyranny. It's what we do individually, praying, but also taking action in little ways and in big ways.
[1:44:32.400 --> 1:44:45.400]  Little things lead to big things. And if we can speak and shout and email and call and talk radio and get the word out enough that we know about false flag.
[1:44:45.400 --> 1:44:58.400]  We know about the new world order. We know about fast and furious. We may be able to back the globalist off, but even if they go ahead with a nuke going off and trying to arrest people and taking over the telecommunications or whatever the case is,
[1:44:58.400 --> 1:45:14.400]  or starting a real hot war with Russia. The fact that we at least got in a posture of being aware, warned as many as we could when this hits us and things go dark, there will be seeds of information left there.
[1:45:14.400 --> 1:45:32.400]  So we're going into the storm, batten down the hatches in a posture of being able to take it. And that is at least better. And taking it as a challenge and trying to live up to the mark that our ancestors set.
[1:45:32.400 --> 1:45:45.400]  That's what life is all about. And quite frankly, it's very not entertaining, but these people talk about life's boring. That's because they're watching television all day and into mainstream things that are meant to make you hollow and vapid.
[1:45:45.400 --> 1:45:57.400]  You start getting into the real world, folks. And people say they're depressed. They ought to go join a entry level boxing or kickboxing and get beat up a bunch, but get better at it.
[1:45:57.400 --> 1:46:09.400]  You're not going to be depressed anymore when you start getting endorphins flowing. You should start hiking mountains in your area. You should start, you know, whatever it is.
[1:46:09.400 --> 1:46:20.400]  You know, go out to Southern California and go pay if you got the money to go dive in a cage with great whites or something. Get outside of your comfort zone. Get out there and live.
[1:46:20.400 --> 1:46:28.400]  When somebody smarts off to you at a store or restaurant, not getting angry, but getting back in their face if you've always been a meek person.
[1:46:28.400 --> 1:46:38.400]  Living is what it's all about. Getting past fear. When you're depressed, your body is saying, I'm not happy with what you're eating, how you're sleeping, what you're doing.
[1:46:38.400 --> 1:46:48.400]  But most of the time it's not even physical. It's that you know you're not living the life with the potential you had. And it's a spiritual decision.
[1:46:48.400 --> 1:47:01.400]  You see what I'm saying? Yeah, no, I do. I totally agree. And because of that, because I started forming myself and I started doing my research, I actually ran into something that I thought of you actually when I ran into this.
[1:47:01.400 --> 1:47:13.400]  Have you heard of a movement called the deep green resistance movement? Say that again? Have you heard of a movement called the deep green resistance? Is that deep three resistance?
[1:47:13.400 --> 1:47:27.400]  This is a movement of people who believe that society should be taken down and civilizations should be shut down 100%. And it's because it should all go back into Mother Earth.
[1:47:27.400 --> 1:47:35.400]  I went into the convention and being informed about this and I was completely shocked by what I was hearing from these kids.
[1:47:35.400 --> 1:47:46.400]  They think that our systems corrupt and that the humans were the ones doing everything and we should all be taken down because of Mother Earth. What do you think about that?
[1:47:46.400 --> 1:48:06.400]  Yeah, for whatever reason, I'm half deaf in this here literally. And for whatever reason, I'm missing what? Oh, deep green resistance? Yeah. Let me type that in. Hold on a second. Well, I know about similar groups.
[1:48:06.400 --> 1:48:17.400]  Here's what happens for every reaction. There's an opposite reaction. So the system tries to create fake counter revolutions. They point out all the problems with the industrial society.
[1:48:17.400 --> 1:48:26.400]  It's a declaration from the Aboriginal Women's Action Network. Yeah, I know about that. It's basically Liberation Theology Communism. So yes, I am aware of this group.
