[00:00:02.153 --> 00:00:03.114]  It's happened.
[01:09:06.214 --> 01:09:09.037]  Because at that time he was 10 points ahead in major polls.
[01:09:10.475 --> 01:09:17.560]  And I said it was important to come out with it before they artificially lowered him in the polls.
[01:09:17.560 --> 01:09:19.601]  Trump came out a day and a half later.
[01:09:19.601 --> 01:09:21.042]  It's become a big national issue.
[01:09:21.042 --> 01:09:26.726]  Obama responded last night, specifically said, you know, that conspiracy theory, it comes out of Texas.
[01:09:26.726 --> 01:09:31.569]  Because, you know, don't mention InfoWars.
[01:09:31.569 --> 01:09:33.310]  As if everybody doesn't know who you're talking about.
[01:09:33.310 --> 01:09:36.292]  It's so ridiculous.
[01:09:36.292 --> 01:09:40.055]  I love how animated he gets when he talks about the Texan.
[01:09:41.394 --> 01:09:44.156]  Because they cannot stand the fact that they don't control the narrative.
[01:09:44.156 --> 01:09:58.145]  It's like when they ordered Robert Gibbs as press secretary to get up on TV for three years and say, there is no drone program, there is no assassination program, when it was admitted and public years before.
[01:09:58.145 --> 01:10:05.050]  Vladimir Putin has come out and talked about the superdelegates on CNN, foreign CNN panels.
[01:10:05.050 --> 01:10:10.234]  They have CNN International with Fareed Zarkaria, the Bilderberg globalist.
[01:10:11.027 --> 01:10:14.609]  And just laughs at him and says, you know, your superdelegates decide things.
[01:10:14.609 --> 01:10:15.629]  This is ridiculous.
[01:10:15.629 --> 01:10:16.610]  He should know.
[01:10:16.610 --> 01:10:22.912]  Under the old Soviet Union, you had a central committee that was handing down power since 1917.
[01:10:22.912 --> 01:10:24.433]  No elections.
[01:10:24.433 --> 01:10:29.295]  And then they would choose who could run for president.
[01:10:29.295 --> 01:10:31.256]  But then, of course, everybody knew who was going to win.
[01:10:31.256 --> 01:10:32.657]  It was whoever was favored.
[01:10:32.657 --> 01:10:34.277]  Joe Stalin or whoever.
[01:10:34.277 --> 01:10:36.358]  You go to China, it's even worse.
[01:10:36.358 --> 01:10:37.479]  They have a central committee.
[01:10:41.018 --> 01:10:45.800]  That then lets the Politburo vote on who the president is.
[01:10:45.800 --> 01:10:48.282]  Couple hundred people.
[01:10:48.282 --> 01:10:53.064]  And you look at who runs things in China, it's the generals, it's the communists, it's the people in the party.
[01:10:53.064 --> 01:10:54.685]  They own the factories.
[01:10:54.685 --> 01:10:56.926]  There's thousands of billionaires over there.
[01:10:56.926 --> 01:10:58.667]  It's crazy.
[01:10:58.667 --> 01:11:01.868]  But they're communists.
[01:11:01.868 --> 01:11:03.869]  They're slave masters is what they are.
[01:11:03.869 --> 01:11:07.391]  So Obama's trying to act like it's crazy that we'd raise this.
[01:11:07.391 --> 01:11:08.892]  See, here's the deal.
[01:11:10.171 --> 01:11:19.593]  If we play along with fraud like Mitt Romney, or like John McCain, or others, or even Al Gore, who had the election stolen from him, as much as I hate him, it's a fact.
[01:11:19.593 --> 01:11:22.093]  It's fact!
[01:11:22.093 --> 01:11:24.374]  If we go along with it, they get away with it.
[01:11:24.374 --> 01:11:30.075]  But if we don't go along with it, it will bring down this corrupt, illegitimate system.
[01:11:30.075 --> 01:11:39.057]  If they would have allowed Trump to have his superdelegates taken, if those superdelegates put in by the party would have been allowed to block the regular votes of the delegates,
[01:11:40.390 --> 01:11:51.395]  You'd have a precedent for a new open imperium of the Republican and Democratic parties ruling the nation and sharing power openly and ending the popular vote as we know it.
[01:11:51.395 --> 01:11:56.258]  That was such an incredible attempt and they succeeded on the Democrat side.
[01:11:58.374 --> 01:12:10.083]  Now the Republican insiders are still trying to sabotage Trump after, saying, oh, he's going to drop out any day, oh, he can't raise money, precisely because he raised a record $97 million in three weeks.
[01:12:10.083 --> 01:12:16.948]  He raised $60 million in the year before that, plus a year and a half before that.
[01:12:16.948 --> 01:12:18.509]  He matched it with his own $60 million.
[01:12:20.919 --> 01:12:23.521]  So he had $120 million in a year and a half.
[01:12:23.521 --> 01:12:27.264]  He raised $97 million.
[01:12:27.264 --> 01:12:28.585]  It's incredible.
[01:12:28.585 --> 01:12:31.367]  But suddenly, in the last two days, he's raised almost nothing.
[01:12:31.367 --> 01:12:33.589]  It's like the spigot was turned off.
[01:12:33.589 --> 01:12:37.152]  And Roger Stone was in California a few days ago when this was happening.
[01:12:37.152 --> 01:12:39.013]  And the donors were saying, I'm not going to give.
[01:12:39.013 --> 01:12:39.714]  He's going to drop out.
[01:12:42.188 --> 01:12:43.329]  It worked on them.
[01:12:43.329 --> 01:12:43.589]  See?
[01:12:43.589 --> 01:12:46.390]  This is war, people.
[01:12:46.390 --> 01:12:47.811]  And we know how they operate.
[01:12:47.811 --> 01:12:49.092]  We've done the studying.
[01:12:49.092 --> 01:12:50.332]  We're not special.
[01:12:50.332 --> 01:12:59.197]  The average man who's watched baseball for 20 years and knows everything about it, if he put that into, say, stock market research, he'd be incredibly wealthy with small investments.
[01:12:59.197 --> 01:13:05.700]  If you put political knowledge, if you study oil painting, you're going to become successful.
[01:13:05.700 --> 01:13:07.941]  We've studied how things really work.
[01:13:07.941 --> 01:13:09.422]  We've read the hundreds of books.
[01:13:09.422 --> 01:13:10.903]  We've interviewed the thousands of guests.
[01:13:12.386 --> 01:13:15.449]  We know the program.
[01:13:15.449 --> 01:13:20.774]  When I explain this to people, it's so you understand, we're not up here winging this broadcast.
[01:13:20.774 --> 01:13:24.858]  I'm not up here just hoping I know how things work.
[01:13:24.858 --> 01:13:26.740]  Oh, I know how the shadow government works.
[01:13:26.740 --> 01:13:28.702]  I know how the intelligence agencies work.
[01:13:28.702 --> 01:13:30.644]  I know how the whole military system works.
[01:13:30.644 --> 01:13:32.966]  I know how the special interests are controlling the nation.
[01:13:32.966 --> 01:13:34.208]  I know what their goals are.
[01:13:34.208 --> 01:13:35.289]  Because here's the issue.
[01:13:36.482 --> 01:13:52.009]  The New World Order is so arrogant and thought they had this so sewn up that the last 50 years they've written hundreds of books, hundreds and thousands of white papers admitting the whole stinking plan.
[01:13:52.009 --> 01:13:54.190]  And I have read most of them.
[01:13:54.190 --> 01:14:03.014]  I'll be honest, the last decade or so I've been so busy covering news and research and family, I rarely go get, you know, oh my gosh, Brzezinski has a new book out admitting world government and the plan to exterminate people.
[01:14:04.363 --> 01:14:05.664]  I actually went and bought the book and read it.
[01:14:05.664 --> 01:14:08.486]  The last one, like two, three years ago.
[01:14:08.486 --> 01:14:10.547]  I mean, I remember memoirs came out like a decade ago.
[01:14:10.547 --> 01:14:15.771]  David Rockefeller inventing world government and the plan to bring in planetary rule and in-nation states.
[01:14:15.771 --> 01:14:23.616]  And if you believe he's doing that, he says guilty as charged.
[01:14:23.616 --> 01:14:24.917]  Tragedy and hope.
[01:14:24.917 --> 01:14:26.118]  Between Two Ages.
[01:14:26.118 --> 01:14:27.439]  The Technotronic Era.
[01:14:27.439 --> 01:14:32.062]  The Anglo-American Establishment.
[01:14:32.062 --> 01:14:32.823]  Ecoscience.
[01:14:36.513 --> 01:14:40.517]  Then you go read a book like None Dare Call a Conspiracy, written by the father of the guy that runs Politico.
[01:14:40.517 --> 01:14:46.141]  Talk about turning your back on your father.
[01:14:46.141 --> 01:14:47.262]  And he writes it.
[01:14:47.262 --> 01:14:48.464]  It's all their own statements.
[01:14:48.464 --> 01:14:50.746]  That's why the book's totally true.
[01:14:50.746 --> 01:14:54.088]  You want to read a 200-page book or less, you'll understand everything.
[01:14:54.088 --> 01:14:57.171]  I read that thing when I was like 10 or 11 years old.
[01:14:57.171 --> 01:15:01.955]  And I'm sitting here, watching their whole plan unfold, and I've got their playbook.
[01:15:01.955 --> 01:15:03.196]  And anyone could have their playbook.
[01:15:03.991 --> 01:15:06.511]  You just have to go actually read what they said they do.
[01:15:06.511 --> 01:15:09.492]  And then you sit back and you're like, whoa, they're really doing it.
[01:15:09.492 --> 01:15:12.192]  And then you go, next step, forced sterilization.
[01:15:12.192 --> 01:15:13.853]  Next step, forced labor.
[01:15:13.853 --> 01:15:16.173]  Next step, national compulsory service.
[01:15:16.173 --> 01:15:18.474]  Next step, reducing the language.
[01:15:18.474 --> 01:15:20.754]  Next step, creating a one world religion.
[01:15:20.754 --> 01:15:27.175]  Next step, no, no, no, no, no.
[01:15:27.175 --> 01:15:28.675]  And then you realize you don't have a choice.
[01:15:28.675 --> 01:15:30.376]  We've got to stand up against this.
[01:15:30.376 --> 01:15:31.456]  The toll free number to join us.
[01:15:32.378 --> 01:15:40.923]  On this subject or any other you want to discuss is 800-259-9231.
[01:15:40.923 --> 01:15:41.203]  800-259-9231.
[01:15:41.203 --> 01:15:42.323]  First time callers.
[01:15:42.323 --> 01:15:43.664]  800-259-9231.
[01:15:43.664 --> 01:15:52.088]  William Benny's going to pop in for 30 minutes, former technical leader of the National Security Agency, to elaborate on his statement that they've got all of Hillary's emails.
[01:15:52.088 --> 01:15:53.069]  That's been big national news.
[01:15:53.069 --> 01:15:55.870]  We're going to have an in-depth discussion of it coming up in T-minus 45 minutes.
[01:15:58.527 --> 01:16:01.910]  But let's get to these clips for the new audience that may have tuned in in the second hour.
[01:16:01.910 --> 01:16:02.891]  Plus one of these I haven't played.
[01:16:02.891 --> 01:16:07.114]  It's of Putin saying what I just talked about.
[01:16:07.114 --> 01:16:13.880]  Here's Trump, one of three times he said this week that the whole election has been rigged.
[01:16:13.880 --> 01:16:15.161]  He's afraid they're gonna try to rig this one.
[01:16:15.161 --> 01:16:17.083]  Here it is.
[01:16:17.083 --> 01:16:23.789]  We got almost 14 million votes.
[01:16:23.789 --> 01:16:24.609]  Think of that.
[01:16:24.609 --> 01:16:25.831]  More than anybody
[01:16:26.690 --> 01:16:35.314]  In the history of Republican primaries, that includes some great people like Ronald Reagan, Dwight D. Eisenhower, who won the Second World War, right?
[01:16:35.314 --> 01:16:37.795]  He did win the Second World War.
[01:16:37.795 --> 01:16:40.056]  Got elected because he won the Second World War.
[01:16:40.056 --> 01:16:41.096]  I got more votes than him.
[01:16:41.096 --> 01:16:43.237]  That's good, right?
[01:16:43.237 --> 01:16:46.259]  And remember this, I had 17 people.
[01:16:46.259 --> 01:16:47.999]  I didn't, I wasn't running against two people.
[01:16:47.999 --> 01:16:48.520]  I had 17 people.
[01:16:50.097 --> 01:16:55.861]  Hillary Clinton, I got a similar number to Hillary Clinton, and she had Bernie, and she had a hard time putting Bernie away.
[01:16:55.861 --> 01:16:59.865]  And Bernie, poor Bernie, he looks so upset.
[01:16:59.865 --> 01:17:01.286]  You know what?
[01:17:01.286 --> 01:17:03.167]  He made a mistake.
[01:17:03.167 --> 01:17:04.448]  He shouldn't have made a deal.
[01:17:04.448 --> 01:17:06.570]  Sometimes, he lost, he lost.
[01:17:06.570 --> 01:17:07.891]  First of all, it's rigged.
[01:17:07.891 --> 01:17:10.413]  And I'm afraid the election's gonna be rigged, I have to be honest.
[01:17:11.243 --> 01:17:13.725]  Because I think my side was rigged.
[01:17:13.725 --> 01:17:21.030]  If I didn't win by massive landslides, I mean, think of what we won in New York and Indiana, California, 78%.
[01:17:21.030 --> 01:17:24.893]  That's with other people in the race.
[01:17:24.893 --> 01:17:25.854]  All right.
[01:17:25.854 --> 01:17:32.079]  And then he's elaborated since then on other shows like Hannity that, hey, they've got illegals voting 10 times each.
[01:17:32.079 --> 01:17:34.941]  This is all confirmed.
[01:17:34.941 --> 01:17:39.584]  Now, let's hear from Obama again briefly, where he makes a big joke out of this and says, by the way, it's coming out of Texas.
[01:17:39.584 --> 01:17:39.905]  Here it is.
[01:17:41.698 --> 01:17:43.859]  Of course the elections will not be rigged.
[01:17:43.859 --> 01:17:45.560]  What does that mean?
[01:17:45.560 --> 01:17:47.981]  What does it mean?
[01:17:47.981 --> 01:17:51.302]  The federal government doesn't run the election process.
[01:17:51.302 --> 01:17:53.003]  The Associated Press does.
[01:17:53.003 --> 01:18:02.326]  States and cities and communities all across the country, they're the ones who set up the voting systems and the voting booths.
[01:18:02.326 --> 01:18:11.410]  And if Mr. Trump is suggesting that there is a conspiracy theory that is being propagated,
