[00:00:02.745 --> 00:00:04.085]  Wow, folks.
[01:53:36.269 --> 01:53:41.031]  Well, Bill would tell me about, you know, he liked to deal with the voodoo junk.
[01:53:41.031 --> 01:53:41.872]  I said, voodoo?
[01:53:41.872 --> 01:53:43.093]  He said, well, it wasn't about that.
[01:53:43.093 --> 01:53:44.293]  It was about the dope.
[01:53:44.293 --> 01:53:48.416]  You know, he said, man, they do all kinds of neat drugs, psychedelic drugs.
[01:53:48.416 --> 01:53:53.659]  So I don't know that his voodoo experience had that much to do with it being, I guess, a religion.
[01:53:54.469 --> 01:53:58.112]  As it did for him to be able to have, you know, psychedelic drugs.
[01:53:58.112 --> 01:54:01.955]  Now, I just got a text, Alex, just got it.
[01:54:01.955 --> 01:54:03.776]  It's from the senior FBI guy.
[01:54:03.776 --> 01:54:06.959]  Remember, there were five that told me what was going on.
[01:54:06.959 --> 01:54:12.063]  Well, this morning, they just, just, they're listening to us now, and he just sent me a text.
[01:54:12.063 --> 01:54:23.932]  Two of the five received memos this morning stating that due to budgetary adjustments, they were going to be forced to take early retirement, and the third of the three
[01:54:24.964 --> 01:54:29.969]  Is to turn in his letter of resignation Monday.
[01:54:29.969 --> 01:54:32.271]  So there you go.
[01:54:32.271 --> 01:54:32.672]  There you go.
[01:54:40.356 --> 01:54:43.398]  Again, Bill Clinton's in the Washington Post in his own book saying he loves voodoo.
[01:54:43.398 --> 01:54:57.706]  I mean, this is how disconnected, you know, how hardcore this is, and then you've got Hillary involved in all this, and then we find out it's the most hardcore Alistair Crowley crap there is.
[01:54:59.111 --> 01:55:07.861]  And then you're trying to get her to go... Listen, it was in mainstream news, Washington Post as well, that she does these seances for the dead and liberals will be there.
[01:55:07.861 --> 01:55:10.764]  Well, if you can call it the dead, Hillary, she's just getting them roped in.
[01:55:10.764 --> 01:55:12.365]  That's the first level of the occult.
[01:55:12.365 --> 01:55:13.427]  Can we talk to Jesus?
[01:55:13.427 --> 01:55:16.330]  And she says, that's the one person we don't talk to.
[01:55:17.910 --> 01:55:21.011]  Alex, it goes back to what I've told you since the day you and I met.
[01:55:21.011 --> 01:55:22.851]  You know, Bill's a good-timer, folks.
[01:55:22.851 --> 01:55:23.612]  That's all he is.
[01:55:23.612 --> 01:55:24.652]  He's an inch deep, mile wide.
[01:55:47.358 --> 01:55:50.520]  Hillary is cold-blooded.
[01:55:50.520 --> 01:55:59.506]  And I go back to the Benghazi era when she was talking about four dead Americans and she still ends up... What difference does it make?
[01:55:59.506 --> 01:56:03.609]  Now that's the heart of as cold a human being as you're ever going to find.
[01:56:03.609 --> 01:56:11.634]  Not to mention when a person she had had a 10-year affair with, Vince Foster, when she's in California hears he's dead, that he died.
[01:56:12.259 --> 01:56:17.903]  She gets on a plane, but instead of coming back to Washington, I've got the Central Flying Service record.
[01:56:17.903 --> 01:56:29.151]  She lands in Little Rock, goes to their office at the Rose Law Firm, ransacks his office, gets everything boxed up that has Hillary and Vince on it, and tells them to burn it.
[01:56:30.285 --> 01:56:32.366]  You're talking about coal, buddy.
[01:56:32.366 --> 01:56:33.146]  That's coal.
[01:56:33.146 --> 01:56:35.167]  Well, I gotta say, 20 years.
[01:56:35.167 --> 01:56:36.447]  We've been talking 20 years.
[01:56:36.447 --> 01:56:38.548]  You are dead on.
[01:56:38.548 --> 01:56:39.848]  And we appreciate you, Larry.
[01:56:39.848 --> 01:56:42.769]  Please come back on tomorrow during the 52-hour broadcast.
[01:56:42.769 --> 01:56:44.170]  It kicks off at 11 a.m.
[01:56:44.170 --> 01:56:45.530]  Let me tell you one thing, Alex.
[01:56:45.530 --> 01:56:47.591]  Everybody's got to do this now.
[01:56:47.591 --> 01:56:49.451]  All of this stuff looks bad.
[01:56:49.451 --> 01:56:50.652]  Folks, you better get out and vote.
[01:56:50.652 --> 01:56:56.774]  And I'll say this, Ted, and this is going to sound terrible, but I want to say it to every white American conservative.
[01:56:56.774 --> 01:56:58.395]  You better get out and vote.
[01:56:58.395 --> 01:56:59.655]  Because it's going to be your last chance.
[01:57:00.560 --> 01:57:01.940]  And again, it's not racially based.
[01:57:01.940 --> 01:57:03.881]  The media has made it racially based.
[01:57:03.881 --> 01:57:04.721]  That's right.
[01:57:04.721 --> 01:57:07.361]  And look, I have no choice but to tell the truth about it, Alex.
[01:57:07.361 --> 01:57:10.402]  I don't want to get into black conservatives.
[01:57:10.402 --> 01:57:14.063]  Well, Larry, we know what's going on in Arkansas and the whole background of the Clintons.
[01:57:14.063 --> 01:57:14.783]  They're race-based.
[01:57:14.783 --> 01:57:15.763]  They've just flipped the other way.
[01:57:15.763 --> 01:57:17.223]  I just want everybody to live in peace.
[01:57:17.223 --> 01:57:18.404]  But it is racially based.
[01:57:18.404 --> 01:57:19.644]  It's very sad.
[01:57:19.644 --> 01:57:22.004]  But the people voting racially are going to be screwed over.
[01:57:22.004 --> 01:57:22.684]  God bless you.
[01:57:22.684 --> 01:57:24.145]  Tomorrow, Larry, let's talk.
[01:57:24.145 --> 01:57:25.185]  Let's set you up now for tomorrow.
[01:57:25.885 --> 01:57:29.488]  Fifty-two hour broadcast kicks off at 11 a.m.
[01:57:29.488 --> 01:57:30.268]  Central.
[01:57:30.268 --> 01:57:32.550]  Infowars.com forward slash show.
[01:57:32.550 --> 01:57:34.351]  Be part of the revolution against tyranny.
[01:57:34.351 --> 01:57:35.112]  Spread that link.
[01:57:35.112 --> 01:57:37.574]  Now Facebook mentions it's still streaming.
[01:57:37.574 --> 01:57:44.639]  I'm gonna go hit the boys room, take a break and walk in there and broadcast for hours more out of my office because wild horses can't drag me away.
[01:57:44.639 --> 01:57:46.400]  Fabulous job to the crew.
[01:57:46.400 --> 01:57:46.901]  God bless you.
[01:57:47.754 --> 01:57:51.755]  There was a mighty nation, blessed above all of creation.
[01:57:51.755 --> 01:57:52.855]  Charlie Daniels.
[01:57:52.855 --> 01:57:54.716]  He's always loved America.
[01:57:54.716 --> 01:57:56.516]  He's always defended the Second Amendment.
[01:57:56.516 --> 01:57:59.357]  Let me just read a little thing here from Agenda 21.
[01:57:59.357 --> 01:58:03.498]  The American system of justice must be changed to conform to the rest of the world.
[01:58:03.498 --> 01:58:07.499]  Individual rights will have to take a back seat to the collective.
[01:58:07.499 --> 01:58:09.419]  Well, you know what this expo's gonna be, don't you?
[01:58:09.419 --> 01:58:11.039]  There's gonna be coming a few guns.
[01:58:11.039 --> 01:58:11.239]  Oh, yeah.
[01:58:11.239 --> 01:58:13.480]  I tell you, it ain't gonna sit well down my way.
[01:58:13.940 --> 01:58:14.921]  At all.
[01:58:14.921 --> 01:58:15.983]  It ain't gonna sit well.
[01:58:15.983 --> 01:58:18.205]  Do you ever wonder what happened to America?
[01:58:18.205 --> 01:58:19.347]  It's time to ride, boys.
[01:58:19.347 --> 01:58:21.329]  We need a thousand Paul Revere's.
[01:58:21.329 --> 01:58:27.396]  When I was a boy, it was okay to be proud of the flag, heritage, mom, and apple pie.
[01:58:27.396 --> 01:58:29.279]  And beef was for supper.
[01:58:29.959 --> 01:58:32.440]  Revelation, dawn of global government.
[01:58:32.440 --> 01:58:34.421]  Theatrical screenings on demand.
[01:58:34.421 --> 01:58:35.961]  DVDs now available.
[01:58:35.961 --> 01:58:40.663]  Starring Alex Jones, Charlie Daniels, Special Ops General Jerry Boykin.
[01:58:40.663 --> 01:58:44.025]  Wanna shed some tears over the red, white, and blue?
[01:58:44.025 --> 01:58:46.366]  Revelation, the movie, dot info.
[01:58:46.366 --> 01:58:47.166]  Let's fix it.
[01:58:48.709 --> 01:58:52.853]  Introducing Vitamin Mineral Fusion from Infowarslife.com.
[01:58:52.853 --> 01:59:00.339]  We have worked for years with our chemists and scientists to create the most powerful and affordable grape-tasting multivitamin formula available.
[01:59:00.339 --> 01:59:11.368]  The all-new Vitamin Mineral Fusion drink mix at Infowarslife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[01:59:11.788 --> 01:59:19.633]  In the history of InfoWars Life, we've brought out a lot of amazing products like Survival Fuel X2, Super Mel Vitality, and so many others.
[01:59:19.633 --> 01:59:23.495]  But I am most proud of the product we're now launching today.
[01:59:23.495 --> 01:59:33.682]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
[01:59:33.682 --> 01:59:40.386]  The ingredients in Vitamin Mineral Fusion are either plant-derived or of the highest quality lab standard.
[01:59:40.746 --> 01:59:42.209]  That means it's clean.
[01:59:42.209 --> 01:59:43.371]  That means it's pure.
[01:59:43.371 --> 01:59:46.296]  That's InfoWarsWife.com and Vitamin Mineral Fusion.
[01:59:46.296 --> 01:59:47.978]  Take action now before we sell out.
