[00:00:03.010 --> 00:00:18.191]  InfoWars has been banned.
[01:22:25.762 --> 01:22:27.063]  Skin in the game.
[01:22:27.583 --> 01:22:29.364]  You got skin in the game now.
[01:22:29.364 --> 01:22:32.726]  People are about to figure out that there is no spectators in this.
[01:22:32.726 --> 01:22:34.727]  There is no sitting on the bleachers.
[01:22:34.727 --> 01:22:37.029]  That being in the middle of the road is the worst place to be.
[01:22:37.029 --> 01:22:38.850]  There's no sitting on the fence here.
[01:22:38.850 --> 01:22:53.978]  You're gonna have your ass, your black ass, your pink ass, your white ass, your red ass, your yellow ass, your, I guess, one of these glow-in-the-dark antifa, your green ass.
[01:22:53.978 --> 01:22:56.200]  You're gonna have your ass in the game.
[01:22:57.312 --> 01:22:59.372]  It's all the delusion, all the fake crap.
[01:22:59.372 --> 01:23:01.533]  Everything's going away, folks, in the next few years.
[01:23:01.533 --> 01:23:02.873]  You think stuff's bad now?
[01:23:02.873 --> 01:23:06.054]  You're going to look back on this time like it's good.
[01:23:06.054 --> 01:23:06.974]  Here's what's going to happen.
[01:23:06.974 --> 01:23:07.834]  Trump gets re-elected.
[01:23:07.834 --> 01:23:08.754]  He's going to try to fix stuff.
[01:23:08.754 --> 01:23:09.975]  They're still going to implode things.
[01:23:09.975 --> 01:23:12.575]  It'll be a lot better, but it's going to be bad.
[01:23:12.575 --> 01:23:18.437]  Oh, but let me tell you, they get rid of Trump, they're going to blame everything they do on him forever.
[01:23:18.437 --> 01:23:24.538]  And you just get ready for the left to bully the living snot out of you until you finally start standing up to their ass.
[01:23:27.495 --> 01:23:30.557]  Rallying patriots worldwide!
[01:23:30.557 --> 01:23:32.237]  That's you!
[01:23:32.237 --> 01:23:34.459]  I got a video from Vendetta.
[01:23:34.459 --> 01:23:37.260]  He says, the inspector says, well, why didn't you do something before this?
[01:23:37.260 --> 01:23:39.401]  He said, I was waiting for you, inspector.
[01:23:39.401 --> 01:23:41.322]  I was waiting for you!
[01:23:41.322 --> 01:23:42.503]  Why didn't I do something?
[01:23:42.503 --> 01:23:44.064]  I'm trying to do something!
[01:23:44.064 --> 01:23:44.384]  I need you!
[01:23:44.384 --> 01:23:44.604]  Woo!
[01:23:44.604 --> 01:23:44.924]  Yeah!
[01:23:51.107 --> 01:23:54.472]  I've come to you many times and asked for your support.
[01:23:54.472 --> 01:23:56.275]  And you've always come through.
[01:23:56.275 --> 01:23:58.058]  And InfoWars has come through.
[01:23:58.058 --> 01:23:58.960]  We've never sold out.
[01:23:58.960 --> 01:24:00.181]  We've never backed down.
[01:24:00.181 --> 01:24:01.804]  We've always told the truth.
[01:24:01.804 --> 01:24:02.525]  We've made mistakes.
[01:24:03.966 --> 01:24:06.949]  98% of the time or so, we're dead on.
[01:24:06.949 --> 01:24:08.511]  And the enemy knows that.
[01:24:08.511 --> 01:24:10.532]  InfoWars is a thought leader.
[01:24:10.532 --> 01:24:12.294]  Not just here, but around the world.
[01:24:12.294 --> 01:24:16.818]  And that's why the Chi-Coms, Hollywood, the globalists want us off the air.
[01:24:16.818 --> 01:24:22.323]  Because their global plan of total tyranny and a post-human world will not succeed if we stay on air.
[01:24:23.104 --> 01:24:29.108]  If you don't support us, ladies and gentlemen, now, they're going to shut InfoWars down and shut everybody else down as well.
[01:24:29.108 --> 01:24:29.988]  You already know that.
[01:24:29.988 --> 01:24:30.809]  It's out in the open.
[01:24:30.809 --> 01:24:42.656]  So, again, count the cost, focus, and realize how critical you are with your word of mouth spreading the word that overrides the censors, your financial support getting the products at InfoWarsStore.com, and your prayer.
[01:24:42.656 --> 01:24:43.516]  I'm praying for you.
[01:24:43.516 --> 01:24:44.457]  Please pray for us.
[01:24:44.457 --> 01:24:45.878]  Let's do this together.
[01:24:45.878 --> 01:24:46.678]  We're going to win.
[01:24:46.678 --> 01:24:48.359]  We are winning, but it's not going to be easy.
[01:24:48.359 --> 01:24:49.920]  The enemy's trying to take it all from us.
[01:24:49.920 --> 01:24:50.761]  Let's not let them succeed.
[01:24:52.830 --> 01:24:57.775]  There's only five days left in the InfoWars total blowout mega sale.
[01:24:57.775 --> 01:24:58.776]  Five days left.
[01:24:58.776 --> 01:25:05.121]  I want to thank you all for your support because things are so unstable and so crazy and the supply chains are breaking down.
[01:25:05.121 --> 01:25:17.493]  I made the decision a month ago to sell out of our inventory and then to readjust and even see if we're going to be able to continue on in the future with this model of funding our operations by selling high quality supplements to other products.
[01:25:17.953 --> 01:25:18.853]  And thanks for your support.
[01:25:18.853 --> 01:25:22.575]  We've gotten in enough money to reorder most of the best sellers.
[01:25:22.575 --> 01:25:24.695]  So I want to thank you all for your support.
[01:25:24.695 --> 01:25:29.577]  We still have a lot of our best-selling items available, but they're selling out very, very quickly.
[01:25:29.577 --> 01:25:32.178]  We still have 30 to 60% off free shipping.
[01:25:32.178 --> 01:25:34.558]  And the big thing, triple Patreon points.
[01:25:34.558 --> 01:25:36.979]  That's 15% off on your next order.
[01:25:36.979 --> 01:25:39.400]  When you sign up for auto ship, the additional 2% off.
[01:25:39.400 --> 01:25:41.981]  So some of these deals are so good, we lose money on the products.
[01:25:42.401 --> 01:25:47.170]  But regardless, it gets money into our coffers in the short term to continue the fight.
[01:25:47.170 --> 01:25:49.053]  Things are so critical right now with the election.
[01:25:49.053 --> 01:25:51.417]  Be sure to visit the site, InfoWarsTore.com.
[01:25:53.072 --> 01:25:55.273]  History is now.
[01:25:55.273 --> 01:25:57.193]  History is taking place in front of us.
[01:25:57.193 --> 01:25:58.794]  We are at the crossroads.
[01:25:58.794 --> 01:26:04.115]  We are now only two weeks out from the most historic and important election in world history.
[01:26:04.115 --> 01:26:07.616]  I've been saying that for over a year, but now people really understand I wasn't exaggerating.
[01:26:07.616 --> 01:26:08.697]  This is so critical.
[01:26:08.697 --> 01:26:10.897]  The New World Order wants to repudiate the nation-state.
[01:26:10.897 --> 01:26:13.098]  They want to repudiate the idea of America.
[01:26:13.098 --> 01:26:18.380]  They want to repudiate the idea of the Renaissance and the Enlightenment and bring in their technocracy.
[01:26:18.380 --> 01:26:18.900]  So they are.
[01:26:19.700 --> 01:26:24.322]  Throwing everything they've got, and not just the American people, but the people of the world.
[01:26:24.322 --> 01:26:27.283]  That's why your word of mouth is beyond can.
[01:26:27.283 --> 01:26:29.063]  It is paramount.
[01:26:29.063 --> 01:26:41.648]  When you spread the articles, when you spread the videos, when you shoot your own video, or write your own article, or knock on your neighbor's door and talk to them, or call your friends and family and tell them to vote for Trump, when you speak out against the system, when you do things that seem little,
[01:26:42.268 --> 01:26:44.471]  Together, it adds up into giant things.
[01:26:44.471 --> 01:26:46.393]  Many hands make light work.
[01:26:46.393 --> 01:26:47.494]  History's happening now.
[01:26:47.494 --> 01:26:49.396]  Take action now while you still can.
[01:26:49.396 --> 01:26:50.937]  Please, for all of our futures.
[01:26:52.209 --> 01:26:55.391]  The future isn't coming, it's here.
[01:26:55.391 --> 01:27:03.896]  And in the future, keeping your humanity, saving your soul, your integrity, your very essence, is going to be your most valuable asset.
[01:27:03.896 --> 01:27:07.518]  In fact, it's going to be your only asset.
[01:27:07.518 --> 01:27:20.225]  The world being built by the technocrats, and the trap they've now sprung with COVID-19 and the endless lockdown, is the beginning of the process of taking us past domestication into total
[01:27:21.405 --> 01:27:23.966]  Incomplete dehumanization.
[01:27:23.966 --> 01:27:30.109]  Human life will be impossible to be carried out in an original biological way by the year 2050.
[01:27:30.109 --> 01:27:33.931]  This is their stated goal.
[01:27:33.931 --> 01:27:42.215]  I'm sorry to have to report horrifying things like this to you, but only by facing the horror and not projecting your own decency onto the enemy.
[01:27:42.215 --> 01:27:43.516]  Let me turn this around.
[01:27:44.216 --> 01:27:49.597]  You must study their own writings, you must face the facts, and you must come to grips with it.
[01:27:49.597 --> 01:27:54.538]  You're all being incrementally destroyed.
[01:27:54.538 --> 01:27:58.799]  You're listening to the Alex Jones Show.
[01:27:58.799 --> 01:28:00.380]  I was looking for you.
[01:28:11.207 --> 01:28:12.247]  Join the fight.
[01:28:12.247 --> 01:28:13.608]  I need you to win the fight.
[01:28:13.608 --> 01:28:19.429]  You're the key to winning the fight.
[01:28:19.429 --> 01:28:22.290]  Authorities are attempting to control its deadly spread.
[01:28:22.290 --> 01:28:24.991]  There's a wave of destruction throughout the underground.
[01:28:24.991 --> 01:28:32.873]  Fueled by the media, fear and panic spread quickly, fracturing and dividing the country until at last the true goal comes into view.
[01:28:34.065 --> 01:28:34.666]  Before the St.
[01:28:34.666 --> 01:28:38.552]  Mary's crises, no one would have predicted the results of the election that year.
[01:28:38.552 --> 01:28:39.673]  No one.
[01:28:39.673 --> 01:28:42.738]  And then, not long after the election, lo and behold, America.
[01:28:44.497 --> 01:28:53.920]  Some believed it was the work of God himself, that it was a pharmaceutical company controlled by certain party members that made them all obscenely rich.
[01:28:53.920 --> 01:29:02.303]  A year later, several extremists are tried, found guilty, and executed while a memorial is built to canonize their victims.
[01:29:02.303 --> 01:29:06.524]  But the end result, the true genius of the plan, was the film.
[01:29:08.326 --> 01:29:17.674]  Fear became the ultimate tool of this government, and through it, our politician was ultimately appointed to the newly created position of High Chancellor.
[01:29:17.674 --> 01:29:22.318]  The rest, as they say, is history.
[01:29:22.318 --> 01:29:24.360]  Can you prove any of this?
[01:29:24.360 --> 01:29:28.964]  Why do you think I'm still alive?
[01:29:28.964 --> 01:29:30.085]  Right.
[01:29:30.085 --> 01:29:33.067]  We'd like to take you into protective custody, Mr. Rookwood.
[01:29:33.067 --> 01:29:35.069]  Oh, I'm sure you would.
[01:29:35.069 --> 01:29:36.290]  But if you want that recording,
[01:29:37.029 --> 01:29:38.390]  You'll do what I tell you to do.
[01:29:38.390 --> 01:29:43.174]  You put Creedy under 24-hour surveillance.
[01:29:43.174 --> 01:29:47.999]  When I feel safe that he can't pick his nose without you knowing, I'll contact you again.
[01:29:47.999 --> 01:29:51.902]  Till then, cheerio.
[01:29:51.902 --> 01:29:54.704]  Brookwood!
[01:29:54.704 --> 01:29:57.827]  Why didn't you come forward before?
[01:29:57.827 --> 01:29:59.288]  What were you waiting for?
[01:29:59.288 --> 01:30:01.690]  Well, for you, Inspector.
[01:30:01.690 --> 01:30:02.331]  I needed you.
[01:30:10.253 --> 01:30:12.495]  You have to quit waiting for somebody else to do it.
[01:30:12.495 --> 01:30:21.362]  Now, during epic times like this, my blood gets up, I get really excited, and I tend to not be intellectual and not get to the meat and potatoes.
[01:30:21.362 --> 01:30:37.055]  I had an article here in my stack that I was going to leave the show with today, that the man in Delaware, that Biden was such a drug addict, he left it there, he forfeited it, didn't pay for it, so the guy's reformatting the hard drive, he pulls it up, it's Hunter Biden,
[01:30:38.308 --> 01:30:40.169]  Robert Biden's his real name.
[01:30:40.169 --> 01:30:47.455]  Bangin' hookers, snortin' cocaine, smokin' coke, talkin' about business deals, and he got scared.
[01:30:47.455 --> 01:30:53.339]  He said, well, they later learn I've got this, they'll kill me, I gotta give it to the FBI, that's what I would do.
[01:30:53.339 --> 01:31:01.765]  The guy talks about, he found child porn before he called the FBI, they did a good job, but that was regular FBI agents, not the special politicals.
[01:31:01.765 --> 01:31:04.407]  So the media focuses on the crack pipe and the hooker videos,
[01:31:07.145 --> 01:31:09.366]  And we've got this stuff linked up on InfoWars.com.
[01:31:09.366 --> 01:31:10.927]  That's why we're here.
[01:31:10.927 --> 01:31:11.987]  So this stuff can get out.
[01:31:11.987 --> 01:31:13.208]  It's all on InfoWars.com.
[01:31:13.208 --> 01:31:13.948]  Go read it.
[01:31:13.948 --> 01:31:15.109]  Your discretion advised.
[01:31:15.109 --> 01:31:18.671]  Photos, videos, it's all up there.
[01:31:18.671 --> 01:31:23.973]  Well, Giuliani, because the FBI wouldn't do anything with this, got it.
[01:31:23.973 --> 01:31:27.015]  He's definitely got some huevos.
[01:31:27.015 --> 01:31:30.276]  And he said last night, they played it on the war room.
[01:31:30.276 --> 01:31:33.078]  In fact, guys, see if you can queue that up, see if you can find that.
[01:31:33.078 --> 01:31:35.219]  Giuliani said, hey, a lot worse stuff's about to come out.
[01:31:36.069 --> 01:31:40.050]  We're just, you know, basically waiting to see what Biden does.
[01:31:40.050 --> 01:31:43.171]  Well, you saw the massive censorship, the panicking.
[01:31:43.171 --> 01:31:46.031]  The Biden campaign said, well, the fact that it's censored shows it's fake.
[01:31:46.031 --> 01:31:46.792]  Oh, wow.
[01:31:46.792 --> 01:31:56.214]  Even though they earlier admitted it was real.
