[00:00.000 --> 00:12.000]  We are on the march. The empire is on the run. Alex Jones and the GCN radio network.
[01:28:23.000 --> 01:28:28.000]  I mean, it doesn't really matter at this point. You know, we know you're neo-Nazis. You might as well just embrace it.
[01:28:28.000 --> 01:28:34.000]  You flip from being proud of it to saying, oh, no, it's not SIGCHILE. But they give these salutes in front of the mainstream media.
[01:28:34.000 --> 01:28:43.000]  No matter how you splice it, that is terrible optics. And as you said, that gives the mainstream media an instant victory.
[01:28:43.000 --> 01:28:48.000]  This is why Trump had to come out immediately and quote, disavow the alt-right.
[01:28:48.000 --> 01:28:55.000]  I mean, from my perspective, he was just disavowing this particular tiny vocal fringe minority of the alt-right.
[01:28:55.000 --> 01:29:04.000]  In the aftermath, it's caused this kind of fissure where now respectable people who resonated, who had success, who won the argument, who got Trump elected,
[01:29:04.000 --> 01:29:10.000]  and now having to distance themselves from this fringe radical group, correct?
[01:29:10.000 --> 01:29:18.000]  Right. I could make a periscope of me drinking a cup of coffee, and I'm going to get more views than Richard Spencer.
[01:29:18.000 --> 01:29:24.000]  And yet the fake news media is saying Richard Spencer is the leader of this movement. He is the man. He is everything.
[01:29:24.000 --> 01:29:32.000]  Well, if you were, why doesn't he have readership? Why doesn't he actually have an organic platform? Why doesn't he have his own following?
[01:29:32.000 --> 01:29:43.000]  He's very marginal. So what the media has done, as a way to discredit Trump, and as a way to discredit you, Alex Jones, me, Roger Stone, the real freedom fighters,
[01:29:43.000 --> 01:29:48.000]  they're building him on the leader. We'll be back. We'll be right back. Stay tuned.
[01:29:48.000 --> 01:29:56.000]  We're on the march. The Empire's on the run. Alex Jones and the GCN Radio Network.
[01:30:18.000 --> 01:30:23.000]  The essential vitamins, minerals, and amino acids that your body absolutely needs.
[01:30:23.000 --> 01:30:31.000]  In the history of M4's life, we've brought out a lot of amazing products like Survival Shield X2, SuperMell Vitality, and so many others.
[01:30:31.000 --> 01:30:40.000]  But I am most proud of the product we're now launching today, with its unique delivery system and proprietary manufacturing process designed for maximized effects.
[01:30:40.000 --> 01:30:51.000]  This formula is the platinum standard of multivitamin mineral products. The ingredients in vitamin mineral fusion are either plant-derived or of the highest quality lab standard.
[01:30:51.000 --> 01:31:10.000]  That means it's clean. That means it's pure. That's infowarswives.com and vitamin mineral fusion. Take action now before we sell out.
[01:31:21.000 --> 01:31:29.000]  And from all of us at Slingbow Industries, have a safe, joyous, and peaceful holiday season.
[01:31:51.000 --> 01:32:06.000]  By now you know that wireless technology like cell phones do in fact pose dangers to the health and privacy of everyone.
[01:32:06.000 --> 01:32:13.000]  Blockit Pocket's wide range of products are unmatched in providing the protection you deserve. No scare tactics, just common sense.
[01:32:13.000 --> 01:32:25.000]  BlockitPocket.com offers quality, American made options to alleviate and eliminate these invisible dangers. Learn more at BlockitPocket.com or call 888-315-9618.
[01:32:25.000 --> 01:32:47.000]  BlockitPocket.com, enhancing health and privacy.
[01:32:55.000 --> 01:33:24.000]  We are on the march. The empire is on the run. Alex Jones and the GCN Radio Network.
[01:33:25.000 --> 01:33:41.000]  We are live with Mike Cernovich, dangerandplay.com. So what basically happened was the mainstream media invited this white supremacist group or at least basically invited them for a documentary.
[01:33:41.000 --> 01:33:48.000]  Said we're making a documentary, The Atlantic. It's coming out next month. We want to attend your conference to hear your message.
[01:33:48.000 --> 01:33:57.000]  And it's the same thing that I get basically every other day now from the mainstream media. They're all polite and friendly with you up front. Oh, it's not going to be a hit piece.
[01:33:57.000 --> 01:34:06.000]  Oh, no. Of course, when you actually do it, it's a massive hit piece. They edit you. They make you look ridiculous. That's why unless it's live, I don't talk to the mainstream media.
[01:34:06.000 --> 01:34:15.000]  I don't play their game because I don't need them. We've got our own massive platform. We are the media. We don't need the fake news media.
[01:34:15.000 --> 01:34:24.000]  So they basically got a bunch of people to do Seekheil Nazi salutes at this quote alt-right conference. Put it out there immediately. Put the video out.
[01:34:24.000 --> 01:34:37.000]  It went completely viral. Over two million views showed it to Trump. Basically, he had to disavow the quote alt-right because they framed these what 50 to 60 individuals as being the alt-right.
[01:34:37.000 --> 01:34:47.000]  And you can see how truly demented they look as they run up to the stage enthusiastically Seekheiling. They're encouraging other people to do this Nazi salute.
[01:34:47.000 --> 01:34:55.000]  Whether they were provocateurs or not, some of them probably were. Well, don't allow provocateurs infiltrators to come to your event. That's stupid to begin with.
[01:34:55.000 --> 01:35:02.000]  But as you can see, it wasn't just a few people. And there was a story that came out after which said, oh, it was this half Jewish person.
[01:35:02.000 --> 01:35:11.000]  That was the only person doing the Seekheil salute. Wrong. There's at least 12, 14, 15 people in that crowd doing the Seekheil salute.
[01:35:11.000 --> 01:35:20.000]  So the mainstream media came out and said, Trump has to disavow the alt-right. Trump saw this video. He subsequently disavowed the alt-right.
[01:35:20.000 --> 01:35:28.000]  So then, of course, you had the big alt-right drama that spilled out over Twitter with, you know, myself, Cernovich, Mollin, you all kinds of other people.
[01:35:28.000 --> 01:35:37.000]  And they came out and said, well, you're just virtue signaling to the mainstream media. You're just virtue signaling to the left by disavowing yourself from this group.
[01:35:37.000 --> 01:35:46.000]  And again, do you really think I need to virtue signal to the mainstream media to get attention because I want to be on friendly terms with them?
[01:35:46.000 --> 01:35:54.000]  You know, I turn down their requests every single day because I don't need them. I don't need to play their game.
[01:35:54.000 --> 01:36:02.000]  So it's not us that's colluding with the mainstream media when we disavow from a group that literally worships Hitler.
[01:36:02.000 --> 01:36:11.000]  I mean, that's not really good optics, is it? That doesn't resonate with the American people. That's not what won Trump the election.
[01:36:11.000 --> 01:36:17.000]  So Mike, you know, it's them that are colluding with the mainstream media. They need the platform.
[01:36:17.000 --> 01:36:25.000]  They invited the snakes into the den, the mainstream media, and the mainstream media got exactly what they wanted, right?
[01:36:25.000 --> 01:36:32.000]  Yeah, I believe the photo op was staged. I believe it was planned and that it was a quid pro quo.
[01:36:32.000 --> 01:36:38.000]  So Richard gets millions of dollars in free media coverage. He gets a free documentary about himself.
[01:36:38.000 --> 01:36:47.000]  And then wink, wink, nod, nod. He writes Hail Trump and the provocateurs get up and do the Roman salute. That was the reason I,
[01:36:47.000 --> 01:36:55.000]  the reason I distanced myself especially is because, well, number of reasons. One is it's folly, folly beyond, beyond measure.
[01:36:55.000 --> 01:36:59.000]  Another reason is why did Richard bring Trump's name into it, right?
[01:36:59.000 --> 01:37:04.000]  There's a lot of questions that intelligent people would ask. And as you know, I'm a lawyer.
[01:37:04.000 --> 01:37:12.000]  So part of my job was to uncover when people aligned to me. Why would Richard Spencer invite the Atlantic in there with cameras
[01:37:12.000 --> 01:37:19.000]  and then mention Hail Trump and then have people come up and do the Roman salute or Nazi salute, whatever you want to call.
[01:37:19.000 --> 01:37:26.000]  That's just a little bit too perfect. Doesn't it seem a little bit too perfect to you? Like a photo op is how I view it.
[01:37:26.000 --> 01:37:32.000]  Yeah, and you could actually see the most demented one in this video, which we've been rolling while we've been talking about this.
[01:37:32.000 --> 01:37:40.000]  The one who ran up to the front of the stage in another clip, he goes to somebody else in the crowd and basically sees them doing this sig Heil Nazi salute
[01:37:40.000 --> 01:37:48.000]  and encourages them to do it again. So absolutely bizarre frothing at the mouth behavior. It looks absolutely terrible.
