[00:00.000 --> 00:20.000]  Live from the InfoWars.com Studios, it's Alex Jones.
[01:12:10.000 --> 01:12:15.000]  Long term we win, we fight, we win, we run away, we fail.
[01:12:15.000 --> 01:12:17.000]  Unelected central governments taking over your countries,
[01:12:17.000 --> 01:12:20.000]  shipping in all these foreigners, demonizing everybody,
[01:12:20.000 --> 01:12:22.000]  raising taxes, brainwashing children against their parents,
[01:12:22.000 --> 01:12:23.000]  it's not popular.
[01:12:23.000 --> 01:12:27.000]  We're promoting the classic human system of prosperity
[01:12:27.000 --> 01:12:33.000]  against the system of austerity and lies by a corrupt elite
[01:12:33.000 --> 01:12:37.000]  that don't even follow their own rules.
[01:12:37.000 --> 01:12:43.000]  We're 59 days out folks, but all over the world,
[01:12:43.000 --> 01:12:46.000]  led by Russia, and Russia is a strong man thing,
[01:12:46.000 --> 01:12:48.000]  it's got mafia's, it's got its own problems,
[01:12:48.000 --> 01:12:51.000]  systemic and cultural, I've studied it.
[01:12:51.000 --> 01:12:53.000]  But they're promoting Christianity, they're promoting family,
[01:12:53.000 --> 01:12:57.000]  they're promoting organic food, they're top TV host,
[01:12:57.000 --> 01:12:59.000]  it's best friends with Putin.
[01:12:59.000 --> 01:13:01.000]  I was told by the head of RT nine years ago,
[01:13:01.000 --> 01:13:04.000]  and I wasn't arrogant, so I didn't believe it,
[01:13:04.000 --> 01:13:06.000]  and then I was later told by other people,
[01:13:06.000 --> 01:13:11.000]  oh you don't know RT, basically the directive is be like Alex Jones,
[01:13:11.000 --> 01:13:13.000]  expose the dehumanization, expose it.
[01:13:13.000 --> 01:13:17.000]  The Russians actually got it, Solzhenitsyn met dozens of times
[01:13:17.000 --> 01:13:20.000]  before he died with Putin, and said,
[01:13:20.000 --> 01:13:24.000]  you should launch a nationalism and a pro-family operation
[01:13:24.000 --> 01:13:27.000]  and break free of the communists,
[01:13:27.000 --> 01:13:29.000]  and break free of the social engineers.
[01:13:29.000 --> 01:13:31.000]  Solzhenitsyn wrote a bunch of books, did not just
[01:13:31.000 --> 01:13:35.000]  gulag archipelago that won the Nobel Prize for Literature,
[01:13:35.000 --> 01:13:39.000]  and I've read several of the English translations,
[01:13:39.000 --> 01:13:41.000]  I'll be honest, I only read chapters,
[01:13:41.000 --> 01:13:44.000]  I can't, damn things are super wordy,
[01:13:44.000 --> 01:13:51.000]  but the point is that all the footnoting and just all of it,
[01:13:51.000 --> 01:13:54.000]  it's some heady stuff, he doesn't do that to be heady,
[01:13:54.000 --> 01:13:56.000]  he does it because that's the full context.
[01:13:56.000 --> 01:13:59.000]  This is an anti-human science people,
[01:13:59.000 --> 01:14:05.000]  this is Satanism injected into real politic,
[01:14:05.000 --> 01:14:09.000]  this is the French Revolution versus our real revolution,
[01:14:09.000 --> 01:14:12.000]  they launched their counterfeit after,
[01:14:12.000 --> 01:14:16.000]  there's a counterfeit 1776, the devil always has a counterfeit.
[01:14:16.000 --> 01:14:18.000]  Now for the rest of the hour,
[01:14:18.000 --> 01:14:21.000]  joining us is bestselling author,
[01:14:21.000 --> 01:14:24.000]  both a fiction and non-fiction, James Wesley Rawls,
[01:14:24.000 --> 01:14:27.000]  survivalblog.com, one of the top survivalist experts
[01:14:27.000 --> 01:14:29.000]  in the world, former army intelligence,
[01:14:29.000 --> 01:14:31.000]  he's a humble guy with a lot of big wigs,
[01:14:31.000 --> 01:14:33.000]  I haven't been having him on for over a decade,
[01:14:33.000 --> 01:14:35.000]  he's a really great guy, he knows what he's talking about,
[01:14:35.000 --> 01:14:38.000]  and look, we've had a major reprieve obviously,
[01:14:38.000 --> 01:14:40.000]  I'm going to speak to this, he was on right before the election,
[01:14:40.000 --> 01:14:42.000]  how are they going to counter-strike,
[01:14:42.000 --> 01:14:46.000]  where does he see us right now,
[01:14:46.000 --> 01:14:49.000]  what does he make of the open calls to end our free speech,
[01:14:49.000 --> 01:14:52.000]  China openly intercessing itself domestically,
[01:14:52.000 --> 01:14:55.000]  and our media just reporting it like it's no big deal,
[01:14:55.000 --> 01:14:59.000]  Democratic strategist was on Tucker Carlson's show Friday,
[01:14:59.000 --> 01:15:02.000]  and she said, we need to do like China,
[01:15:02.000 --> 01:15:05.000]  we need to shut Alex Jones down, China knows what to do,
[01:15:05.000 --> 01:15:10.000]  they deserve good news, they want good news, happy news,
[01:15:10.000 --> 01:15:12.000]  so we're going to go over all this,
[01:15:12.000 --> 01:15:14.000]  I don't do pre-interviews with Rawls,
[01:15:14.000 --> 01:15:16.000]  we'll see what he wants to get into,
[01:15:16.000 --> 01:15:19.000]  but there's so much here to cover, where do you want to start?
[01:15:19.000 --> 01:15:24.000]  Well Alex, I think it's important that we look at current events
[01:15:24.000 --> 01:15:30.000]  in the context of the grand strategy that the globalists
[01:15:30.000 --> 01:15:35.000]  have been attempting for many, many years,
[01:15:35.000 --> 01:15:39.000]  and they came very close to reaching their goal
[01:15:39.000 --> 01:15:42.000]  with the attempted coronation of Hillary Clinton,
[01:15:42.000 --> 01:15:46.000]  and that goal was thwarted,
[01:15:46.000 --> 01:15:52.000]  but their basic long-term strategy is still in place,
[01:15:52.000 --> 01:15:56.000]  and I think they're going to do their very best
[01:15:56.000 --> 01:16:00.000]  to push the Trump administration into a position
[01:16:00.000 --> 01:16:08.000]  where they cannot put into play all of their planned agenda
[01:16:08.000 --> 01:16:15.000]  or decreasing the size of government and increasing human liberty.
[01:16:15.000 --> 01:16:19.000]  They are still, the globalists are still pushing very, very hard,
[01:16:19.000 --> 01:16:25.000]  and they're at a juncture now where it's essentially going
[01:16:25.000 --> 01:16:29.000]  to reach a crisis point where they're going to be willing
[01:16:29.000 --> 01:16:33.000]  to either cause a third world war
[01:16:33.000 --> 01:16:43.000]  or cause a full-scale economic collapse in order to make that happen.
[01:16:43.000 --> 01:16:45.000]  I agree with you, and if you look at this,
[01:16:45.000 --> 01:16:49.000]  their body language, which I actually don't like to see,
[01:16:49.000 --> 01:16:52.000]  their body language is they're not as arrogant as they used to be,
[01:16:52.000 --> 01:16:55.000]  but look, during the headlines, truly shaken,
[01:16:55.000 --> 01:16:59.000]  their con game, their power trip absolutely decimated,
[01:16:59.000 --> 01:17:02.000]  and we all know the con artist is the person really believing
[01:17:02.000 --> 01:17:04.000]  they're BS the most.
[01:17:04.000 --> 01:17:07.000]  You can't cheat an honest man.
[01:17:07.000 --> 01:17:09.000]  You can't basically get him into a scam,
[01:17:09.000 --> 01:17:12.000]  but these people actually buy into their own cosmology,
[01:17:12.000 --> 01:17:14.000]  and do you agree with me that if you look at Obama
[01:17:14.000 --> 01:17:21.000]  and Hillary and the rest of them, they look completely freaked out?
[01:17:21.000 --> 01:17:26.000]  Alex, I think that Clinton and her crowd
[01:17:26.000 --> 01:17:29.000]  have definitely been pushed off to the sidelines,
[01:17:29.000 --> 01:17:34.000]  but their handlers, the real power behind the throne,
[01:17:34.000 --> 01:17:39.000]  really are still committed to global governance.
[01:17:39.000 --> 01:17:43.000]  They want a global, a one-world currency, electronic currency,
[01:17:43.000 --> 01:17:48.000]  and they want to subsume national sovereignty
[01:17:48.000 --> 01:17:53.000]  through a true global sphere.
[01:17:53.000 --> 01:17:57.000]  And at this point, they really felt disappointed
[01:17:57.000 --> 01:18:02.000]  by not being able to corral the election the way they wanted.
[01:18:02.000 --> 01:18:06.000]  So I think they're going to basically double down.
[01:18:06.000 --> 01:18:09.000]  They're going to push things to the point
[01:18:09.000 --> 01:18:13.000]  where they can implement their agenda,
[01:18:13.000 --> 01:18:16.000]  and the only way that they can do that now
[01:18:16.000 --> 01:18:18.000]  is through a political process.
[01:18:18.000 --> 01:18:24.000]  They're going to do it economically and geopolitically
[01:18:24.000 --> 01:18:26.000]  by fomenting a crisis.
[01:18:26.000 --> 01:18:30.000]  A crisis so big that it'll be on the scale of World War II.
[01:18:30.000 --> 01:18:33.000]  And that's what we saw the head of the Army say recently,
[01:18:33.000 --> 01:18:36.000]  that a war is coming as big as World War II.
[01:18:36.000 --> 01:18:38.000]  I believe it is.
[01:18:38.000 --> 01:18:41.000]  You know, I think this is evidence
[01:18:41.000 --> 01:18:45.000]  that we're living in the age of deception and betrayal.
[01:18:45.000 --> 01:18:51.000]  We cannot trust most of the people sitting in Congress.
[01:18:51.000 --> 01:18:55.000]  And I have a limited level of trust
[01:18:55.000 --> 01:18:57.000]  for the people sitting in the White House,
[01:18:57.000 --> 01:19:03.000]  but we need to be prepared for some very traumatic times.
[01:19:03.000 --> 01:19:06.000]  And we need to be praying for the Trump administration,
[01:19:06.000 --> 01:19:08.000]  everyone on that transition team,
[01:19:08.000 --> 01:19:14.000]  all of his designees for the key cabinet positions
[01:19:14.000 --> 01:19:15.000]  and all the advisers.
[01:19:15.000 --> 01:19:18.000]  Yeah, they all need providence now more than ever.
[01:19:18.000 --> 01:19:20.000]  Well, yeah, we need to be praying
[01:19:20.000 --> 01:19:24.000]  that they truly believe in limited government,
[01:19:24.000 --> 01:19:29.000]  in individual liberty, in constitutional law.
[01:19:29.000 --> 01:19:35.000]  And by that, I mean the original intent of the Founding Fathers.
[01:19:35.000 --> 01:19:38.000]  And if Trump surrounds himself with people like that,
[01:19:38.000 --> 01:19:39.000]  we have a chance.
[01:19:39.000 --> 01:19:43.000]  That's right. Let's come back and talk about reaching a crisis point.
[01:19:43.000 --> 01:19:46.000]  Let's talk about how the globalists are going to strike back,
[01:19:46.000 --> 01:19:48.000]  what you think Trump should do.
[01:19:48.000 --> 01:19:51.000]  Because, look, it's not about vindictiveness, it's about justice.
[01:19:51.000 --> 01:19:53.000]  I think he goes on offense,
[01:19:53.000 --> 01:19:56.000]  and I think it's time to basically have the military arrest the globalists.
[01:19:56.000 --> 01:19:59.000]  I'm serious, folks. I'm going to call for it when we come back.
[01:20:03.000 --> 01:20:04.000]  Hello, everybody.
[01:20:04.000 --> 01:20:07.000]  My name is Charlie Sales.
[01:20:07.000 --> 01:20:11.000]  I'm a Vietnam veteran, a Monica player, vocalist,
[01:20:11.000 --> 01:20:13.000]  and blues songwriter.
[01:20:13.000 --> 01:20:16.000]  Now, I've been married, been homeless, every which away.
[01:20:16.000 --> 01:20:20.000]  But right now, I've hooked up in a great record company.
[01:20:20.000 --> 01:20:23.000]  Not just me, a lot of musicians.
[01:20:23.000 --> 01:20:24.000]  You're going to like this.
[01:20:24.000 --> 01:20:50.000]  This message is brought to you by FetalRecords.com.
[01:20:54.000 --> 01:20:59.000]  FetalRecords.com.
[01:21:25.000 --> 01:21:27.000]  Go to MinutemanStove.com.
[01:21:27.000 --> 01:21:55.000]  That's MinutemanStove.com.
[01:21:58.000 --> 01:22:01.000]  You know about RVs.
[01:22:01.000 --> 01:22:02.000]  You've heard about bunkers.
[01:22:02.000 --> 01:22:05.000]  But surviving is not recreation.
[01:22:05.000 --> 01:22:08.000]  And man wasn't made to live underground.
[01:22:08.000 --> 01:22:10.000]  Introducing Survivalist Camps.
[01:22:10.000 --> 01:22:13.000]  The ultimate fully functional off-the-grid survival bug outhouse
[01:22:13.000 --> 01:22:15.000]  that's mobile, well-equipped,
[01:22:15.000 --> 01:22:18.000]  and custom-built to outlast any other RV or trailer.
[01:22:18.000 --> 01:22:21.000]  Go to survivalistcamps.com to learn more.
[01:22:21.000 --> 01:22:24.000]  That's survivalistcamps.com.
[01:22:24.000 --> 01:22:26.000]  Providing your basic needs to survive.
[01:22:26.000 --> 01:22:29.000]  Survivalistcamps.com.
[01:22:57.000 --> 01:23:02.000]  If you or someone you care about loves outdoor adventure,
[01:23:02.000 --> 01:23:07.000]  then check out slingbow.com for some unique holiday gift ideas.
[01:23:07.000 --> 01:23:11.000]  That's slingbow.com where we have some innovative new products
[01:23:11.000 --> 01:23:16.000]  for the archer, hunter, or bow fishing enthusiast in your family.
[01:23:16.000 --> 01:23:19.000]  Now through January, use the promo code HOLIDAY
[01:23:19.000 --> 01:23:22.000]  to get free shipping in the U.S. or Canada.
[01:23:22.000 --> 01:23:24.000]  And from all of us at Slingbow Industries,
[01:23:24.000 --> 01:23:28.000]  have a safe, joyous, and peaceful holiday season.
[01:23:28.000 --> 01:23:31.000]  How confident are you in your food storage?
[01:23:31.000 --> 01:23:35.000]  If it was all you had to rely on, would it sustain your family?
[01:23:35.000 --> 01:23:38.000]  Hard times, good times, or any time?
[01:23:38.000 --> 01:23:41.000]  New Manastorable Food is the proven superior choice.
[01:23:41.000 --> 01:23:43.000]  Learn for yourself what happened when one man
[01:23:43.000 --> 01:23:46.000]  ate only New Manastorable Food for an entire month.
[01:23:46.000 --> 01:23:48.000]  Online at PowerPrepper.com.
[01:23:48.000 --> 01:23:50.000]  That's PowerPrepper.com.
[01:23:50.000 --> 01:23:52.000]  Experience the new manna difference.
[01:23:52.000 --> 01:23:57.000]  America's main food storage, I love to eat. Yum!
