[00:00:03.922 --> 00:00:04.683]  Just checking in.
[01:27:17.289 --> 01:27:17.810]  It's a cult!
[01:27:17.810 --> 01:27:18.591]  How do you approach it?
[01:27:19.611 --> 01:27:37.200]  Right, well I think that you have to show some compassion for where they've come from and some sense of how their soul, their reasoning, their humanity has been stripped from them by the corrosive sandblasting and propaganda they get all from the media, all from the mainstream media, from schools all the way from kindergarten through to postgraduate and doctorate degrees.
[01:27:37.200 --> 01:27:39.321]  It's a relentless amount of propaganda.
[01:27:39.321 --> 01:27:42.263]  That is hard to stand against and it's hard to step out of.
[01:27:42.743 --> 01:27:52.890]  Because then you feel really disoriented and it's very painful to realize how much you've been lied to over the course of your life and where you actually stand in relation to the truth and virtue.
[01:27:52.890 --> 01:28:03.617]  And so I think we need to be somewhat delicate in this operation and approach these people as in a sense wounded against their permission and against their will and a little bit more treatment and a little bit less aggression.
[01:28:03.617 --> 01:28:11.742]  I'm sort of reminding myself of that every day because I think that Jesus' commandment to love your enemy may in fact have more power here than I've thought in the past.
[01:28:12.093 --> 01:28:12.413]  Well, exactly.
[01:28:12.413 --> 01:28:14.554]  You've got to know when to hold them, know when to fold them, when it's the right time.
[01:28:14.554 --> 01:28:18.455]  If they're coming at you with a hatchet, or whatever, you've got to, you know, obviously get out of the way or stop them.
[01:28:18.455 --> 01:28:26.417]  But if they're just screaming at you, that's my problem is, I run the gamut when they're screaming, F you Nazi, to running up saying, talk to me, tell me, but they'll never talk.
[01:28:26.417 --> 01:28:27.697]  They'll never articulate.
[01:28:27.697 --> 01:28:32.959]  Literally, almost never, just screaming, Nazi, F you, die, die, die, and
[01:28:34.301 --> 01:28:44.087]  Then when they're getting violent, and when I finally get a few of them to talk to me, they actually then shake their head and don't know what to do when you say, I'm a human, you've been lied to, what they said I said I didn't say.
[01:28:44.087 --> 01:28:49.431]  Do you understand that the big banks, you know, that control the Republicans too, are against Trump?
[01:28:49.431 --> 01:28:52.092]  He's not perfect, but why does the mainstream media hate him?
[01:28:52.092 --> 01:28:54.094]  You know the corporate media is the power structure.
[01:28:54.094 --> 01:28:55.655]  Why are you so committed to this?
[01:28:55.655 --> 01:28:57.276]  Why have you bought into this hype?
[01:28:57.276 --> 01:28:59.097]  A few of them you can actually get through to.
[01:29:00.911 --> 01:29:05.858]  And I think those conversations are essential because people hit because they can't speak.
[01:29:05.858 --> 01:29:08.121]  People scream because they can't reason.
[01:29:08.121 --> 01:29:10.224]  And I think we're all born with the capacity to reason.
[01:29:10.224 --> 01:29:12.647]  I mean, as a father yourself, you know, your kids are very rational.
[01:29:12.647 --> 01:29:17.374]  If you give them the space and capacity to debate and reason with you, they take to it like fish to water.
[01:29:17.914 --> 01:29:26.241]  They have had their capacity to think and reason and use words and debates and language stripped from them by a very, very corrupt educational system and a media system.
[01:29:26.241 --> 01:29:30.485]  We have to try and find a way to restore their humanity, their capacity to reason.
[01:29:30.485 --> 01:29:31.886]  Not to agree with us!
[01:29:31.886 --> 01:29:33.167]  I don't want anyone to agree with me.
[01:29:33.167 --> 01:29:35.789]  I want us to face together the truth and reason it out.
[01:29:35.789 --> 01:29:37.571]  But the globalists want to end the debate.
[01:29:37.571 --> 01:29:38.532]  Stefan Molyneux, come back.
[01:29:38.532 --> 01:29:42.695]  We'll talk about your book, The Art of the Argument, Western Civilization's Last Stand.
[01:29:42.695 --> 01:29:43.076]  Stay with us.
[01:29:44.212 --> 01:29:48.142]  We're on the march, the empire's on the run.
[01:29:48.142 --> 01:29:50.828]  Alex Jones and the GCN Radio Network.
[01:30:00.339 --> 01:30:07.164]  We've got great air filters, great water filters, great non-GMO heirloom seeds, great books, great films, great Patriot apparel to meet like-minded people.
[01:30:07.164 --> 01:30:09.726]  And we've got a new humongoid sale.
[01:30:09.726 --> 01:30:13.188]  Not the number of things that are on massive sale, but on what's on sale.
[01:30:13.188 --> 01:30:15.390]  Out for months, not been on sale for months and months.
[01:30:15.390 --> 01:30:20.213]  We've never offered Super Mel Vitality known concentrated herbs, cold-pressed.
[01:30:20.213 --> 01:30:23.095]  Super Mel Vitality, 57% off.
[01:30:23.095 --> 01:30:27.298]  It's never been the price it is right now with 3,596 reviews, 4.6 reviews total by third-party sites.
[01:30:30.180 --> 01:30:31.101]  Unprecedented.
[01:30:31.101 --> 01:30:32.323]  And it's cold-pressed.
[01:30:32.323 --> 01:30:34.245]  That's why Super Mayo is so different.
[01:30:34.245 --> 01:30:37.208]  People say, well, I know these compounds work because it's admitted in science.
[01:30:37.208 --> 01:30:42.654]  These are other... What you sell, they... BuzzFeed says, like, there's already best-selling stuff that's been certified as, you know, healthy and good forever.
[01:30:42.654 --> 01:30:43.875]  Why these aren't anything new?
[01:30:43.875 --> 01:30:47.939]  Because why do something new when you can have the oldest and best, but cold-pressed?
[01:30:47.939 --> 01:30:48.520]  Dude!
[01:30:48.520 --> 01:30:48.600]  Dude!
[01:30:55.945 --> 01:30:59.886]  Enjoy all natural bath and beauty products with Emmerich's Essentials.
[01:30:59.886 --> 01:31:19.493]  We are proud to bring you a collection of organic-based household products at Infowarestore.com, including non-nano SPF 30 zinc oxide sunscreen, date-free herbal bug spray, concentrated peppermint mouthwash, unscented body wash, tea tree shampoo, and long-lasting natural deodorant.
[01:31:19.493 --> 01:31:23.495]  Emmerich's Essentials is free of chemicals and toxins that may harm your body.
[01:31:23.695 --> 01:31:30.257]  We carefully select pure and simple ingredients to create formulas that are certified USDA Made With Organic.
[01:31:30.257 --> 01:31:35.059]  Our mission is to offer you everyday organic household products to enhance your life.
[01:31:35.059 --> 01:31:40.200]  Truly feel the difference by going organic natural without compromising on quality.
[01:31:40.200 --> 01:31:42.561]  Feel good about using Emmerich's Essentials.
[01:31:42.561 --> 01:31:47.002]  Start saving money and stop exposing yourself and your family to toxic ingredients.
[01:31:47.002 --> 01:31:52.544]  Visit InfoWarsStore.com and learn more about the new Emmerich's Essentials line of organic products.
[01:31:52.985 --> 01:31:55.012]  That's infowarestore.com.
[01:31:57.034 --> 01:32:00.797]  Thousands of years ago, there was a basic form of chivalry.
[01:32:00.797 --> 01:32:08.542]  Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a defense.
[01:32:08.542 --> 01:32:17.148]  Sixty years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[01:32:17.148 --> 01:32:26.814]  But in the 21st century, there are silent weapons for quiet war, pathogens added to the food and water, to the lining of plastics that destroy our vitality,
[01:32:27.154 --> 01:32:31.397]  Turn off our hormones and accelerate our journey towards death.
[01:32:31.397 --> 01:32:34.819]  I personally counter this onslaught with AnthroPlex.
[01:32:34.819 --> 01:32:45.947]  AnthroPlex is designed with known organic concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[01:32:45.947 --> 01:32:48.869]  Discover why AnthroPlex is turning so many heads today.
[01:32:48.869 --> 01:32:54.853]  It's time for us to take our bodies back into our own hands and it starts at Infowarslife.com with AnthroPlex.
[01:33:01.206 --> 01:33:03.447]  We've got to align ourselves with the truth.
[01:33:03.447 --> 01:33:06.568]  Not with the stereotypes.
[01:33:06.568 --> 01:33:09.229]  He aligns himself with the truth.
[01:33:09.229 --> 01:33:12.190]  And it's time for you to choose a side.
[01:33:12.190 --> 01:33:14.851]  You're listening to Alex Jones.
[01:33:14.851 --> 01:33:19.233]  You know, we have a lot of amazing guests on, and this is one of them that I really should just shut up.
[01:33:19.233 --> 01:33:21.214]  But he gets me really excited with what he's saying so true.
[01:33:23.695 --> 01:33:35.520]  We've got to get Stefan Molyneux, who's got his own show, reaches tens of millions a week, on with David once a week, you with once a week, next week when you launch your show, and with mine, because he's just so on target in his history, his research.
[01:33:35.520 --> 01:33:41.303]  I've done a lot of history research, and I even learn a lot of stuff from him, but when he writes the book, The Art of the Argument,
[01:33:42.003 --> 01:33:45.904]  Western civilization's last stand, which I haven't read, it just came in yesterday.
[01:33:45.904 --> 01:33:47.845]  I mean, it really is true.
[01:33:47.845 --> 01:33:50.606]  Stefan Molyneux is one of the best debaters out there.
[01:33:50.606 --> 01:33:56.128]  But it's because it's logic and common sense that he's saying you cannot disagree with it.
[01:33:56.128 --> 01:33:57.929]  And I can't think of when he's been wrong.
[01:33:57.929 --> 01:34:04.331]  So, I mean, I think we can really say we have certain experts that know more about intelligence operations or military operations or this or that.
[01:34:04.331 --> 01:34:09.193]  But just in general sense, I think Stefan Molyneux is one of the smartest people, if not the smartest we interview.
[01:34:09.193 --> 01:34:11.074]  We've got to get him more involved in the info war.
[01:34:11.454 --> 01:34:13.215]  That means I can get on the telephone with him and talk about it.
[01:34:13.215 --> 01:34:16.457]  But we're launching a larger platform to MNFM stations.
[01:34:16.457 --> 01:34:17.757]  A lot of big things are happening.
[01:34:17.757 --> 01:34:21.279]  InfoWars is exploding because of that vacuum.
[01:34:21.279 --> 01:34:22.660]  And the enemy knows that.
[01:34:22.660 --> 01:34:28.603]  They had a bunch of articles just last week going, Paul Watson, Alex Jones, Stefan Molyneux, he was listed.
[01:34:28.603 --> 01:34:31.004]  These are the people that are beating us.
[01:34:31.004 --> 01:34:32.665]  We've got to ban them on YouTube.
[01:34:32.665 --> 01:34:39.809]  And like he said earlier, Owen, what an incredible admission that, oh, they're destroying us.
[01:34:41.033 --> 01:34:43.394]  And they're getting our, quote, followers to follow them.
[01:34:43.394 --> 01:34:44.675]  No one's following us!
[01:34:44.675 --> 01:34:46.536]  We want everybody to be free!
[01:34:46.536 --> 01:34:47.957]  That's what Western civilization is.
