[00:00.000 --> 00:14.280]  Big Brother mainstream media government cover-ups you want answers well so does he he's Alex Jones
[01:21:42.640 --> 01:21:45.640]  gold is outperform paper investments yet no word about IRAs
[01:21:45.640 --> 01:21:48.640]  if you would like to have gold for your retirement call
[01:21:48.640 --> 01:21:50.640]  800-686-2237
[01:21:50.640 --> 01:21:53.640]  don't get left behind by rising inflation and low returns
[01:21:53.640 --> 01:21:56.640]  call 800-686-2237
[01:21:56.640 --> 01:21:59.640]  we all know the importance of having storable foods
[01:21:59.640 --> 01:22:03.640]  but what about when the food runs out what then
[01:22:03.640 --> 01:22:07.640]  for real food independence you need a supply of non-hybrid seeds
[01:22:07.640 --> 01:22:11.640]  introducing the survival seed vault from mypatriotsupply.com
[01:22:11.640 --> 01:22:13.640]  the survival seed vault is sealed for freshness
[01:22:13.640 --> 01:22:16.640]  and includes 20 varieties of easy to grow non-hybrid seeds
[01:22:16.640 --> 01:22:18.640]  for only $37.95
[01:22:18.640 --> 01:22:21.640]  for less than 40 bucks you've got real food independence
[01:22:21.640 --> 01:22:23.640]  and the survival seed vault includes
[01:22:23.640 --> 01:22:26.640]  detailed planting and seed saving instructions
[01:22:26.640 --> 01:22:28.640]  imagine the barter power you'll have
[01:22:28.640 --> 01:22:30.640]  when the food supply does collapse
[01:22:30.640 --> 01:22:33.640]  right now save $9 instantly when you buy
[01:22:33.640 --> 01:22:36.640]  three or more survival seed vaults from mypatriotsupply.com
[01:22:36.640 --> 01:22:39.640]  same day shipping on all orders plus free shipping
[01:22:39.640 --> 01:22:41.640]  on orders over $49
[01:22:41.640 --> 01:22:44.640]  call 866-229-0927
[01:22:44.640 --> 01:22:48.640]  that's 866-229-0927
[01:22:48.640 --> 01:22:51.640]  or discover more emergency preparedness products
[01:22:51.640 --> 01:22:54.640]  at mypatriotsupply.com
[01:22:54.640 --> 01:23:23.640]  that's mypatriotsupply.com
[01:23:24.640 --> 01:23:26.640]  that's mypatriotsupply.com
[01:23:54.640 --> 01:23:56.640]  that's 123survivalplan.com
[01:23:56.640 --> 01:24:22.640]  that's 123survivalplan.com
[01:24:22.640 --> 01:24:26.640]  Dr. Roman V. Amploskey is our guest for the rest of the hour
[01:24:26.640 --> 01:24:29.640]  if you have a specific question for him
[01:24:29.640 --> 01:24:32.640]  coming up in the next segment
[01:24:32.640 --> 01:24:35.640]  on AI on this important subject
[01:24:35.640 --> 01:24:40.640]  the toll-free number to join us is 800-259-9231
[01:24:40.640 --> 01:24:44.640]  800-259-9231
[01:24:44.640 --> 01:24:46.640]  going back to the doctor
[01:24:46.640 --> 01:24:48.640]  well just to recap the question
[01:24:48.640 --> 01:24:51.640]  if AI is already being developed
[01:24:51.640 --> 01:24:53.640]  or does get developed
[01:24:53.640 --> 01:24:55.640]  I don't imagine these big corporations
[01:24:55.640 --> 01:24:57.640]  or groups are going to tell us
[01:24:57.640 --> 01:25:00.640]  what's your view and take on that?
[01:25:00.640 --> 01:25:02.640]  It would be such a useful technology
[01:25:02.640 --> 01:25:04.640]  it would be almost impossible to hide
[01:25:04.640 --> 01:25:06.640]  it's like having God on your side
[01:25:06.640 --> 01:25:08.640]  it would be so much better than anyone else
[01:25:08.640 --> 01:25:10.640]  predicting stock market
[01:25:10.640 --> 01:25:12.640]  inventing new technologies
[01:25:12.640 --> 01:25:15.640]  it's very unlikely that human level AI
[01:25:15.640 --> 01:25:20.640]  or super human level AI is already available to someone
[01:25:20.640 --> 01:25:22.640]  because they wouldn't be able to hide it
[01:25:22.640 --> 01:25:25.640]  even if it was in an underground government facility
[01:25:25.640 --> 01:25:27.640]  they would be so much better off using it
[01:25:27.640 --> 01:25:31.640]  it's just financially it's not the best decision to hide it
[01:25:31.640 --> 01:25:33.640]  it would be so much better off using it
[01:25:33.640 --> 01:25:37.640]  to where people can see the effects of it on the society
[01:25:37.640 --> 01:25:39.640]  and the dominance around the world
[01:25:39.640 --> 01:25:42.640]  economically, politically, technologically
[01:25:45.640 --> 01:25:47.640]  you researched this
[01:25:47.640 --> 01:25:51.640]  I mean any ideas? I mean you said 20 to 100 years
[01:25:51.640 --> 01:25:55.640]  why is it believed or it seems to be a consensus
[01:25:55.640 --> 01:25:57.640]  that it won't be friendly towards humans?
[01:25:57.640 --> 01:26:00.640]  There is actually no such consensus
[01:26:00.640 --> 01:26:02.640]  some people do think it might be very nice
[01:26:02.640 --> 01:26:05.640]  and if you become smart enough you always nice
[01:26:05.640 --> 01:26:07.640]  but it's not a guarantee
[01:26:07.640 --> 01:26:09.640]  essentially we have this gamble
[01:26:09.640 --> 01:26:12.640]  and the problem is we're betting humanity
[01:26:12.640 --> 01:26:14.640]  it's the revival of humankind and alliance
[01:26:14.640 --> 01:26:17.640]  so even if there is one in a million chance that it will be unfriendly
[01:26:17.640 --> 01:26:20.640]  I think it's still worth doing everything we can
[01:26:20.640 --> 01:26:22.640]  to make sure it's safe and secure
[01:26:22.640 --> 01:26:25.640]  well generally things like to be secure
[01:26:25.640 --> 01:26:29.640]  and from what I've seen maybe just because the media likes to run with it
[01:26:29.640 --> 01:26:33.640]  it does seem like there's a consensus that it would be aggressive
[01:26:33.640 --> 01:26:38.640]  but perhaps that's been put out there just because it's a better headline
[01:26:38.640 --> 01:26:41.640]  it makes for much better movies for Hollywood
[01:26:41.640 --> 01:26:45.640]  Terminator was about a nice robot who maybe says it wouldn't be popular
[01:26:48.640 --> 01:26:51.640]  What about the issue that the cutting edge of AI from my research
[01:26:51.640 --> 01:26:54.640]  you can correct me if I'm wrong is in weapons
[01:26:54.640 --> 01:26:57.640]  ground combat robots artificially intelligent
[01:26:57.640 --> 01:27:01.640]  or semi-artificial intelligent autonomous killer drones
[01:27:01.640 --> 01:27:03.640]  I mean those are already in the sky
[01:27:03.640 --> 01:27:08.640]  You are absolutely correct and the reason is it's sponsored by military by DARPA
[01:27:08.640 --> 01:27:11.640]  they have a lot of money available for this type of research
[01:27:11.640 --> 01:27:15.640]  we as professors have to spend a lot of time writing grants
[01:27:15.640 --> 01:27:17.640]  trying to get maybe a hundred thousand
[01:27:17.640 --> 01:27:19.640]  they have millions of their disposal
[01:27:19.640 --> 01:27:23.640]  they can do essentially anything if they see a promising line of research
[01:27:23.640 --> 01:27:26.640]  so yes those technologies are incredible
[01:27:26.640 --> 01:27:33.640]  and they are most likely to be one of the first to get to the point of human-like intelligence
[01:27:33.640 --> 01:27:35.640]  Well here's my point
[01:27:35.640 --> 01:27:39.640]  they call them disruptive technologies as you know but for some of the new listeners
[01:27:39.640 --> 01:27:42.640]  they didn't tell us for close to 30 years about the B-2 bomber
[01:27:42.640 --> 01:27:46.640]  so it's really 1960s technology they told us about in the late 80s
[01:27:46.640 --> 01:27:51.640]  and for my government sources they say cloning, genetic engineering, nanotech
[01:27:51.640 --> 01:27:53.640]  the sky is the limit
[01:27:53.640 --> 01:27:56.640]  they say that there's lots of pure research going on
[01:27:56.640 --> 01:27:59.640]  that we couldn't even comprehend right now
[01:27:59.640 --> 01:28:03.640]  It's quite possible especially in genetic engineering
[01:28:03.640 --> 01:28:07.640]  there is some unknown published research going on
[01:28:07.640 --> 01:28:11.640]  again with AI technologies it's somewhat different
[01:28:11.640 --> 01:28:14.640]  with anything in computer science and such a global market
[01:28:14.640 --> 01:28:16.640]  like for example with cryptography
[01:28:16.640 --> 01:28:22.640]  all of cryptography is based on the idea that no one knows how to factor large numbers
[01:28:22.640 --> 01:28:25.640]  if there was someone who could do it somewhere
[01:28:25.640 --> 01:28:30.640]  they would have complete control over internet, over commerce, over all the transactions
[01:28:30.640 --> 01:28:36.640]  so our security is based on us thinking that we know exactly what others are capable of doing
[01:28:36.640 --> 01:28:39.640]  and AI is sort of similar in that respect
[01:28:39.640 --> 01:28:45.640]  we feel that if someone had those technologies they would exhibit them already
[01:28:45.640 --> 01:28:51.640]  I think the West exhibits a lot of secret technology under the surface
[01:28:51.640 --> 01:28:56.640]  I see a lot of ripples coming out of the West of a lot of secret programs
[01:28:56.640 --> 01:29:00.640]  I'm sorry can you repeat it?
[01:29:00.640 --> 01:29:04.640]  Doctor I'm saying I see a lot of ripples on the surface
[01:29:04.640 --> 01:29:08.640]  that exhibits evidence of a lot of secret technology development
[01:29:08.640 --> 01:29:12.640]  in the computer science area coming out of the West
[01:29:12.640 --> 01:29:15.640]  Can you give me specific examples?
[01:29:15.640 --> 01:29:18.640]  Yeah we're about to go to break and I could...
[01:29:18.640 --> 01:29:21.640]  I mean there's just so many look at the weapons systems
[01:29:21.640 --> 01:29:24.640]  look at energy weapons
[01:29:24.640 --> 01:29:28.640]  I mean I understand it's very competitive so it's always being raced out to dominate the market
[01:29:28.640 --> 01:29:30.640]  but...
[01:29:30.640 --> 01:29:32.640]  There are definitely new weapons being developed
[01:29:32.640 --> 01:29:36.640]  I'm just specifically talking about computer science and intelligent technology
[01:29:36.640 --> 01:29:40.640]  My area of expertise I really don't know much about other types of...
[01:29:40.640 --> 01:29:43.640]  Now I understand, when we come back
[01:29:43.640 --> 01:29:47.640]  I want you to tell us what you think is most important and ideas for fail safes
[01:29:47.640 --> 01:29:49.640]  Long segment coming up
