[00:00:05.854 --> 00:00:06.654]  Sign up.
[01:57:00.804 --> 01:57:03.086]  You probably missed, because it's so corrupt.
[01:57:03.086 --> 01:57:05.987]  And this has been going on since the early 1900s.
[01:57:05.987 --> 01:57:07.488]  And it's always been covered up.
[01:57:07.488 --> 01:57:11.531]  Hundreds of degenerative bone and skeletal problems.
[01:57:11.531 --> 01:57:13.512]  It's really obvious.
[01:57:13.512 --> 01:57:23.018]  And it's like, it's still, Paul Conant has been doing a battle, day to day, week to week, to get fluoridation out of our, get the fluoride out of our water.
[01:57:23.018 --> 01:57:26.320]  Well, we got a tour of the Austin water this week, and the people there didn't like it.
[01:57:26.320 --> 01:57:29.262]  And they said, we know, we know it's bad, we don't like it, but don't quote us.
[01:57:29.815 --> 01:57:30.735]  Yeah, we know this is bad.
[01:57:30.735 --> 01:57:31.516]  They're not stupid.
[01:57:31.516 --> 01:57:34.836]  They gotta wear chemical weapon suits when they put it in the water.
[01:57:34.836 --> 01:57:43.679]  Yeah, even in Assault Mask, they came up and they shot it down to keep the fluoridation going.
[01:57:43.679 --> 01:57:45.199]  Assault Mask, one of the highest
[01:57:47.819 --> 01:57:48.600]  And you know what's sick?
[01:57:48.600 --> 01:57:52.023]  This is the by-product of aluminum manufacturing, mainly.
[01:57:52.023 --> 01:57:58.849]  It's also radioactive because it's those type of rocks that they get the chemicals for fertilizer out of that also where they mine uranium.
[01:57:58.849 --> 01:58:02.032]  It's got waste, it's got lead, it's got cadmium.
[01:58:02.032 --> 01:58:03.373]  Oh, I know, exactly.
[01:58:03.373 --> 01:58:06.175]  When you hear fluoride, it's a cover for arsenic, everything.
[01:58:06.175 --> 01:58:06.836]  You don't believe me?
[01:58:06.836 --> 01:58:08.998]  Go call Austin if you live in Austin or other cities.
[01:58:08.998 --> 01:58:11.200]  They'll go, yeah, we're hitting you hard with chemical weapons.
[01:58:11.200 --> 01:58:12.020]  Hope you like it.
[01:58:12.020 --> 01:58:13.462]  Hope you enjoy getting brain cancer.
[01:58:14.924 --> 01:58:15.906]  Out of time.
[01:58:15.906 --> 01:58:20.676]  Back live this week, 11 to 3 there in the week at InfoWars.com and PrisonPlanet.tv.
[01:58:20.676 --> 01:58:21.758]  Great job, crew!
[01:58:21.758 --> 01:58:22.560]  God bless you all!
[01:58:23.624 --> 01:58:27.966]  It's no secret that Genesis Communications Network depends on listeners like you.
[01:58:27.966 --> 01:58:30.868]  Now you can do even more to hear Genesis shows in your area.
[01:58:30.868 --> 01:58:35.430]  Simply call your local radio stations and tell them about your favorite GCN programs.
[01:58:35.430 --> 01:58:36.131]  It's easy.
[01:58:36.131 --> 01:58:42.734]  Log on to GCNLive.com or call us toll free 877-807-4048.
[01:58:42.734 --> 01:58:43.515]  Make a difference.
[01:58:43.515 --> 01:58:48.898]  Call your local stations and contact us through affiliate relations at GCNLive.com or call 877-807-4048.
[01:58:48.898 --> 01:58:49.258]  Call today.
[01:58:53.180 --> 01:59:02.506]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, then carting to a private bank, having it led back at interest, forcing taxes to service debt.
[01:59:02.506 --> 01:59:03.307]  This capitalism?
[01:59:03.307 --> 01:59:09.591]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[01:59:09.591 --> 01:59:10.372]  Hi, Ted Anderson.
[01:59:10.372 --> 01:59:13.534]  I'm placing a free silver dollar in a book that explains our monetary system.
[01:59:13.534 --> 01:59:14.454]  Call for your copy 800-686-2237.
[01:59:14.454 --> 01:59:15.535]  It's time to understand the system.
[01:59:15.535 --> 01:59:16.195]  Call 800-686-2237.
[01:59:16.195 --> 01:59:16.476]  That's 800-686-2237.
[01:59:23.560 --> 01:59:29.786]  How would you like to cook any meal using no electricity or gas and cook your meals off the grid?
[01:59:29.786 --> 01:59:32.409]  Well now you can, thanks to the Survival Oven.
[01:59:32.409 --> 01:59:38.074]  The Survival Oven is the most amazing off-grid solar oven that can cook anything that a conventional oven can.
[01:59:38.334 --> 01:59:40.156]  Without the energy bills.
[01:59:40.156 --> 01:59:50.148]  By condensing sunlight, the Survival Oven can produce temps up to 350 degrees, cook delicious and nutritious meals, sterilize water, dehydrate food, and so much more.
[01:59:50.148 --> 01:59:52.531]  All at zero operating costs.
[01:59:52.531 --> 02:00:00.020]  The Survival Oven can be used year-round, even in the coldest sub-zero temperatures, and is a must for emergency preparedness and even everyday use.
