[00:00:04.929 --> 00:00:06.350]  Welcome, welcome, welcome.
[00:59:14.374 --> 00:59:16.796]  Guarantee you'll love the way they fit.
[00:59:18.646 --> 00:59:23.410]  They put a Diamond Gusset in the crotch where you need it most.
[00:59:23.410 --> 00:59:27.233]  Blue Diamond Gussets got it.
[00:59:27.233 --> 00:59:28.474]  Others don't.
[00:59:28.474 --> 00:59:30.616]  We turn jeans inside out.
[00:59:30.616 --> 00:59:32.397]  Diamond Gusset Jeans.
[00:59:32.397 --> 00:59:35.279]  Made in the USA with unparalleled quality.
[00:59:35.279 --> 00:59:39.523]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection.
[00:59:39.523 --> 00:59:41.925]  So you can ride all day with confidence.
[00:59:41.925 --> 00:59:44.627]  Order yours at gusset.com.
[00:59:44.627 --> 00:59:46.989]  Diamond Gusset Jeans got it.
[00:59:46.989 --> 00:59:47.810]  Others don't.
[00:59:52.102 --> 00:59:54.489]  Waging war on corruption.
[00:59:54.489 --> 00:59:57.258]  Alex Jones on the GCM Radio Network.
[01:00:05.185 --> 01:00:10.007]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:10.007 --> 01:00:11.607]  You want answers?
[01:00:11.607 --> 01:00:13.148]  Well, so does he.
[01:00:13.148 --> 01:00:17.329]  He's Alex Jones on the GCN Radio Network.
[01:00:17.329 --> 01:00:22.971]  And now, live from Austin, Texas, Alex Jones.
[01:00:22.971 --> 01:00:27.833]  Welcome back to the Alex Jones Show.
[01:00:27.833 --> 01:00:28.793]  I'm your host, Rob Dew.
[01:00:28.793 --> 01:00:31.574]  We're going to be live here for the next two hours.
[01:00:33.234 --> 01:00:45.483]  And this is our last segment with Leanne McAdoo and Joe Biggs and then coming up next segment we're gonna have Lord Christopher Mocton via Skype talking about Scottish independence and the latest climate change fear-mongering that isn't working.
[01:00:45.483 --> 01:00:47.985]  We've already got snow up in the north.
[01:00:47.985 --> 01:00:50.187]  But hey guys, the climate's changing.
[01:00:50.187 --> 01:00:52.869]  Anytime it changes we gotta do something.
[01:00:52.869 --> 01:00:54.350]  Even though no matter what we do,
[01:00:55.814 --> 01:01:04.480]  We couldn't spend enough money to change the climate and reverse any effects that were happening, most likely from the sun, through volcanoes, through natural processes.
[01:01:04.480 --> 01:01:06.902]  The climate changes people all the time.
[01:01:06.902 --> 01:01:09.103]  Whether we're here or not, it doesn't matter.
[01:01:09.103 --> 01:01:10.384]  The climate will change.
[01:01:10.384 --> 01:01:12.365]  It will continue to change.
[01:01:12.365 --> 01:01:15.527]  Please, please stop with the climate change nonsense.
[01:01:16.588 --> 01:01:17.449]  I know.
[01:01:17.449 --> 01:01:18.710]  You're going to be on a watch list.
[01:01:18.710 --> 01:01:20.211]  Yeah, I might.
[01:01:20.211 --> 01:01:27.697]  Going back to Ebola and ISIS and everything else we've been talking about, you were just showing me an article that the Joint Chiefs have now approved U.S.
[01:01:27.697 --> 01:01:31.700]  troops boots on the ground, whereas they said before it wasn't going to happen.
[01:01:31.700 --> 01:01:35.202]  It was just going to be airstrikes, and now it's boots on the ground.
[01:01:35.202 --> 01:01:36.763]  Then it's another base.
[01:01:36.763 --> 01:01:39.926]  We're going to build a base right on the border of Syria to help out.
[01:01:39.926 --> 01:01:40.726]  Well, this is what he said.
[01:01:41.787 --> 01:01:42.388]  The top U.S.
[01:01:42.388 --> 01:01:44.650]  military leader opened the door Tuesday to U.S.
[01:01:44.650 --> 01:01:51.678]  troops on the ground in the fight against the Islamic State, testifying before Congress that he could recommend U.S.
[01:01:51.678 --> 01:01:58.886]  military ground forces if the international coalition being formed proves ineffective against this group.
[01:01:58.886 --> 01:02:02.009]  Right now, ISIS is doing what we want.
[01:02:02.009 --> 01:02:02.630]  They're doing what
[01:02:03.783 --> 01:02:11.224]  The government needs them to do right now, help topple these different regimes that they want out of power so we can move in and bring in our laws and our stuff like that.
[01:02:11.224 --> 01:02:15.225]  Once they get too big, see this is the thing, we have the biggest military there is.
[01:02:15.225 --> 01:02:19.126]  We could take these guys out in a matter of days if we really wanted to.
[01:02:19.126 --> 01:02:21.846]  We are letting the monster terrorize the villagers.
[01:02:21.846 --> 01:02:22.286]  Yeah.
[01:02:22.286 --> 01:02:23.686]  That's what we're doing.
[01:02:23.686 --> 01:02:30.028]  And at some point we're going to come out with a secret weapon that will decapitate ISIS's regime and take them down.
[01:02:30.028 --> 01:02:32.568]  And then, oh, well, now we have we have a power vacuum.
[01:02:32.748 --> 01:02:33.629]  Now nobody's here.
[01:02:33.629 --> 01:02:39.296]  Now we have to implant our own government because, well, the first time we tried it, it didn't work.
[01:02:39.296 --> 01:02:41.178]  The second time we tried it, it didn't work.
[01:02:41.178 --> 01:02:44.563]  And now maybe the tenth time we've tried it, regime change in the Middle East.
[01:02:44.563 --> 01:02:45.764]  And maybe now it'll work.
[01:02:45.764 --> 01:02:46.485]  That's not going to work.
[01:02:46.485 --> 01:02:47.726]  I think it's ten times the charm, isn't it?
[01:02:47.726 --> 01:02:48.387]  Isn't that how it goes?
[01:02:49.088 --> 01:02:55.656]  Right, well just like they're wanting to allow them to attack the villagers there, it's the same thing that's going to be happening here at our border.
[01:02:55.656 --> 01:02:58.920]  It's just a matter of time before they can make it work for them.
[01:02:58.920 --> 01:03:05.347]  Currently, they don't want to talk about ISIS at the border because that is going to go against this whole immigration issue.
[01:03:05.347 --> 01:03:06.228]  They want to downplay the terror.
[01:03:07.970 --> 01:03:13.091]  Meanwhile, the Democrats are saying that opponents of the president are just trying to play up the concerns of terrorists.
[01:03:13.091 --> 01:03:14.892]  They can say that he failed.
[01:03:14.892 --> 01:03:16.212]  But it's all about this immigration.
[01:03:16.212 --> 01:03:22.334]  I bet as soon as the election's over and everything, then they can start using this as a terror threat, too.
[01:03:22.334 --> 01:03:24.054]  Well, that's when they're going to grant amnesty.
[01:03:24.054 --> 01:03:26.215]  And then they're going to say, we don't really need a border anymore.
[01:03:26.215 --> 01:03:27.435]  We're just going to let everybody in.
[01:03:28.075 --> 01:03:30.456]  And we don't need the National Guard on the border.
[01:03:30.456 --> 01:03:31.697]  Oh, that's fear-mongering.
[01:03:31.697 --> 01:03:35.439]  They're going after the militia that's just trying to help and try to do the job of the government.
[01:03:35.439 --> 01:03:50.528]  Yeah, the militia, these are hard-working Americans who have families, who are teachers, who are doctors, dentists, things like that, who are coming from, you know, inland, you know, from Michigan, Chicago, places like that, down to the border because they see a problem that the government neglects to take care of.
[01:03:50.528 --> 01:03:55.611]  And what they're saying now is Texas police prepare to defend international bridges from militia groups.
[01:03:56.371 --> 01:03:59.552]  People just trying to help what they're not able to do themselves.
[01:03:59.552 --> 01:04:05.274]  And they, they follow the law, they sit out there, they talk, they make themselves known like, hey, we're just here to help.
[01:04:05.274 --> 01:04:07.814]  You know, if we're interfering with anything, let me know.
[01:04:07.814 --> 01:04:11.135]  They identify themselves and they still get fired upon by Border Patrol.
[01:04:11.135 --> 01:04:11.535]  Yes.
[01:04:11.535 --> 01:04:14.096]  So Border Patrol is treating them hostile.
[01:04:14.096 --> 01:04:15.217]  And these guys.
[01:04:15.217 --> 01:04:16.577]  But there's still people coming across the border.
[01:04:16.937 --> 01:04:17.718]  Oh, I know, exactly.
[01:04:17.718 --> 01:04:18.899]  That's non-stop.
[01:04:18.899 --> 01:04:25.264]  We're more worried about what's inside our bubble than the evil that's trying to penetrate our country.
[01:04:25.264 --> 01:04:26.785]  They don't care about that.
[01:04:26.785 --> 01:04:28.166]  We're the threat.
[01:04:28.166 --> 01:04:29.867]  We're the ones that they're worried about.
[01:04:29.867 --> 01:04:32.609]  We're the domestic terrorists, the returning vets.
[01:04:32.609 --> 01:04:33.690]  We've got dictionaries.
[01:04:33.690 --> 01:04:38.514]  We've got money from different countries, not Mexico, Chinese, Pakistani.
[01:04:38.514 --> 01:04:39.775]  They're bringing these people in.
[01:04:39.775 --> 01:04:40.516]  Rare rugs.
[01:04:41.036 --> 01:04:44.637]  And we don't know who's coming through because we're not concerned about the border.
[01:04:44.637 --> 01:04:45.497]  Guys, thanks for joining me.
[01:04:45.497 --> 01:04:48.938]  We're going to be right back after this with Lord Christopher Mocton.
[01:04:48.938 --> 01:04:49.759]  Strap yourselves in.
[01:04:49.759 --> 01:04:53.260]  It's going to be an amazing hour here at the Alex Jones Show, InfoWars.com.
[01:04:59.577 --> 01:05:03.240]  The government's Department of Homeland Security is buying up loads of ammo.
[01:05:03.240 --> 01:05:07.503]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[01:05:07.503 --> 01:05:09.284]  Can you put two and two together?
[01:05:09.284 --> 01:05:17.149]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[01:05:17.149 --> 01:05:18.290]  But for how long?
[01:05:18.290 --> 01:05:20.512]  Go to InfidelBodyArmor.com.
[01:05:20.512 --> 01:05:24.935]  Spelled I-N-F-I-D-E-L BodyArmor.com.
[01:05:24.935 --> 01:05:26.796]  Infidel Body Armor.
[01:05:26.796 --> 01:05:27.757]  Just won't quit.
[01:05:29.286 --> 01:05:39.828]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-GMO, organic, super male vitality formula.
[01:05:39.828 --> 01:05:46.289]  Super Male Vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[01:05:46.289 --> 01:05:48.609]  I jump out of bed ready to fight these criminals every day.
[01:05:48.609 --> 01:05:51.710]  I look forward to waking up and taking my Super Male Vitality.
[01:05:51.710 --> 01:05:58.571]  Visit InfoWarsLife.com today to secure your Super Male Vitality and other powerful products from InfoWars Life.
[01:05:59.091 --> 01:06:05.339]  Another major health threat, this one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[01:06:05.339 --> 01:06:08.022]  Ohio's governor declaring a state of emergency.
[01:06:08.022 --> 01:06:15.071]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[01:06:15.071 --> 01:06:17.895]  If there's a water emergency, will you be prepared?
[01:06:18.055 --> 01:06:21.077]  Panicked residents forming long lines throughout the day.
[01:06:21.077 --> 01:06:22.998]  We're here at a supermarket in Toledo.
[01:06:22.998 --> 01:06:25.960]  You can see the shelves empty where water once was.
[01:06:25.960 --> 01:06:31.664]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[01:06:31.664 --> 01:06:35.186]  Water which will not be available at your local grocery store.
[01:06:35.186 --> 01:06:38.208]  There's a mad dash on right now to stock up on supplies.
[01:06:38.208 --> 01:06:45.353]  The ProPure ProOne G2.0 water filtration system is a must-have for every modern, independently minded household.
[01:06:48.015 --> 01:06:48.797]  An emergency?
[01:06:48.797 --> 01:06:55.792]  Go to InfoWarsStore.com today to purchase your ProPure Pro1 G2.0 water filtration system or call 1-888-253-3139.
[01:06:59.045 --> 01:07:08.715]  Using unparalleled research in the development of a synergistic formulation based around the key concepts of super oxygenation, the next level in cleansing is here!
[01:07:08.715 --> 01:07:18.424]  With key ingredients backed by real clinical studies, the new Oxy Powder, available through InfoWars Life, was invented during Dr. Group's research on the toxification of our bodies.
[01:07:18.624 --> 01:07:28.989]  Many herbal colon cleansers are harsh on the body and contain cheap and potentially dangerous ingredients, oftentimes full of synthetic fillers, GMOs, additives or worse.
[01:07:28.989 --> 01:07:33.671]  Gently start cleaning your body with easy capsules that start working while you sleep.
[01:07:33.671 --> 01:07:35.892]  Oxy powder does not require time off work.
[01:07:36.092 --> 01:07:38.654]  And there's no need for bad tasting concoctions.
[01:07:38.654 --> 01:07:44.319]  Instead, OxyPowder slowly releases monoatomic oxygen into the intestinal tract and body.
[01:07:44.319 --> 01:07:49.683]  Experience the astonishing cleansing power of superoxide and ozonide technology.
