[00:00.000 --> 00:20.000]  If you are receiving this transmission, you are the resistance.
[1:30:28.000 --> 1:30:30.000]  Tell us about all the stuff that says there's so many things that are in it.
[1:30:30.000 --> 1:30:35.000]  You have the neem in there. You have the organic clove bud, the organic wormwood.
[1:30:35.000 --> 1:30:38.000]  I recommend doing a parasite cleanse at least twice a year.
[1:30:38.000 --> 1:30:42.000]  All right. Well, I'm glad we've got some back in because I'm going back on it today. It just came back in yesterday.
[1:30:42.000 --> 1:30:48.000]  Living Defense, infowarslife.com. And folks, you can't lose. It's full of stuff that's great for your body, period.
[1:30:48.000 --> 1:30:53.000]  And you support the broadcast, infowarslife.com. Thank you, Dr. Group, from the Global Healing Center.
[1:30:53.000 --> 1:31:09.000]  Thank you so much for all your work, sir, on this great product.
[1:31:23.000 --> 1:31:28.000]  It's the next generation of advanced neural activation and new tropics.
[1:31:28.000 --> 1:31:36.000]  And now we've added a brand new ingredient called black pepper fruit extract that gives you an added kick.
[1:31:36.000 --> 1:31:49.000]  Other ingredients include vitamin B12 and neurological tonic and cognitive enhancers that will allow you to flip the switch and supercharge your state of mind.
[1:31:49.000 --> 1:32:00.000]  It's the real deal. Brain Force Plus. Secure your bottle right now at infowarsstore.com.
[1:32:00.000 --> 1:32:07.000]  Proper B vitamin intake is essential to keep the body functioning at optimum levels, optimum levels.
[1:32:07.000 --> 1:32:12.000]  With our modern diets, it can be hard to get the recommended amount of B vitamins we need every day.
[1:32:12.000 --> 1:32:21.000]  Up, up, up, up, optimum levels. B vitamins we need every day. Secret 12 combines two bioactive forms of vitamin B12 for optimal absorption.
[1:32:21.000 --> 1:32:29.000]  Up, up, up, up, up, optimal absorption. Being deficient in B vitamins can cause fatigue, depression, poor memory, and lethargy.
[1:32:29.000 --> 1:32:37.000]  Secret 12. Up, up, up, up, up, optimal absorption. B vitamins help the body convert food into energy by supporting your intercellular processes.
[1:32:37.000 --> 1:32:44.000]  B vitamins are also essential for the optimal functioning of the brain and nervous system. Up, up, up, up, up, optimum levels.
[1:32:44.000 --> 1:32:49.000]  Secret 12 is an easy way to increase your vitamin B12 intake.
[1:32:49.000 --> 1:33:08.000]  Head to infowarslife.com and support optimal brain and body function with Secret 12. That's infowarslife.com.
[1:33:19.000 --> 1:33:23.000]  Right here on the Alex Jones Show.
[1:33:33.000 --> 1:33:42.000]  Ladies and gentlemen, we're taking back this Republic. Attempting to get a real beachhead and to at least return our sovereignty back to our country.
[1:33:42.000 --> 1:33:54.000]  Powerful, entitled, embedded, evil forces are attacking on every front, just against the idea of humanity awakening.
[1:33:54.000 --> 1:34:00.000]  And the idea that basic things like Christmas are good, or Jesus Christ is good, or the family is good.
[1:34:00.000 --> 1:34:11.000]  These seem like basic fundamental things Trump is doing, but it makes them so angry because they are simple, but they're true, and they're beautiful, and they're timeless.
[1:34:11.000 --> 1:34:18.000]  And that's why they want to take them down, because they've got to replace it all with ugliness, because that's what their system offers.
[1:34:18.000 --> 1:34:34.000]  We're going to go to Joel Scousen, Patriot, Marine Corps, fighter bomber pilot, best-selling author, researcher, secure home expert, you name it, and of course, Cleon Scousen, his uncle, and his whole family, a bunch of great patriots.
[1:34:34.000 --> 1:34:42.000]  World Affairs Brief.com, he's the editor-in-chief of that. We're going to get his take on this, on North Korea, on a bunch of issues here in a moment.
[1:34:42.000 --> 1:34:48.000]  Of course, the UN creeping towards, what I'm going to say the UN is taking over tomorrow, the media is going to say that's what we said.
[1:34:48.000 --> 1:34:54.000]  They're just telling us, oh, we're going to advise your police, and we're going to come in, and we're going to run your life.
[1:34:54.000 --> 1:35:01.000]  Well, now, here it is, ladies and gentlemen, Commissioner in Chicago in talks with UN to put troops on the streets of Chicago.
[1:35:01.000 --> 1:35:06.000]  That was meant to happen under Hillary. We've got all the admissions by Loretta Lynch and others.
[1:35:06.000 --> 1:35:09.000]  We're going to go to Joel Scousen here in just a moment.
[1:35:09.000 --> 1:35:15.000]  But first, ladies and gentlemen, first off, I want to thank you all for doing your Christmas shopping at infowarstore.com.
[1:35:15.000 --> 1:35:21.000]  You've been doing it. It's allowing us to continue on the level we are, and hopefully expand in the face of terror and eat next year.
[1:35:21.000 --> 1:35:23.000]  Without you, we're not here.
[1:35:23.000 --> 1:35:34.000]  And we've got super high quality supplements, great Patriot apparel, the best water filtration systems, the highest quality storeable foods, all of it, 50 to 67% off.
[1:35:34.000 --> 1:35:40.000]  Folks like usually you're 30% off. We found that we're able to sell so much more and make almost no profit.
[1:35:40.000 --> 1:35:44.000]  But when we sell so much, you win and we win.
[1:35:44.000 --> 1:35:47.000]  And the price goes down, but we make more money to expand the operations.
[1:35:47.000 --> 1:35:49.000]  That's why you've been doing it when we do these sales.
[1:35:49.000 --> 1:35:51.000]  So we're just keep lowering the price. We can't lower it anymore.
[1:35:51.000 --> 1:35:56.000]  Because a lot of these items, you get auto ship, we lose money because it really is 50% off.
[1:35:56.000 --> 1:36:02.000]  And we don't mark up supplements, you know, five times like the average person does, we mark up 100 to 150%.
[1:36:02.000 --> 1:36:05.000]  So when you cut something 50%, you're not making much money.
[1:36:05.000 --> 1:36:13.000]  Like on Brainforce or a new alpha power or the fluoride free toothpaste that is four to five with the colloidal silver and iodine.
[1:36:13.000 --> 1:36:14.000]  It's amazing.
[1:36:14.000 --> 1:36:21.000]  Brainforce, the natural metropic that is our best seller with 6,000 plus reviews from Power Reviews with a 4.8 for a reason.
[1:36:21.000 --> 1:36:25.000]  We went out and said, what's the very best sellers out there in the country that are 80 bucks?
[1:36:25.000 --> 1:36:26.000]  Let's sell them for 40.
[1:36:26.000 --> 1:36:28.000]  Well, right now it's 1995.
[1:36:28.000 --> 1:36:33.000]  So we can put the map to Tim for shake them over, explain it to me next day.
[1:36:33.000 --> 1:36:41.000]  He said, Alex, the last day to get anywhere in the US is Tuesday, guaranteed before Christmas USPS.
[1:36:41.000 --> 1:36:44.000]  But the warehouse is actually on time.
[1:36:44.000 --> 1:36:46.000]  So I told you to say Monday was the last day.
[1:36:46.000 --> 1:36:51.000]  You can actually say Tuesday because our warehouse is on time.
[1:36:51.000 --> 1:36:54.000]  So we have people getting it out by the next day.
[1:36:54.000 --> 1:36:55.000]  They're really kicking butt over there.
[1:36:55.000 --> 1:36:57.000]  So thank you shipping crew.
[1:36:57.000 --> 1:37:00.000]  So again, we've even shipped right out of here in central Texas.
[1:37:00.000 --> 1:37:01.000]  There's the map.
[1:37:01.000 --> 1:37:04.000]  One day you get it in a lot of the country today, most of the country.
[1:37:04.000 --> 1:37:08.000]  And then three day kind of out in the mountainous areas and more rural areas and desert areas.
[1:37:08.000 --> 1:37:15.000]  You can still order in Alaska, Hawaii, you name it, buy today and get it before Christmas.
[1:37:15.000 --> 1:37:20.000]  You can still order Thursday or Friday and get it in a good third of the country.
[1:37:20.000 --> 1:37:23.000]  But again, thank you for doing your Christmas shopping with us, beating the crowds.
[1:37:23.000 --> 1:37:27.000]  You can get Joel Scousen's fantastic documentary that we made.
[1:37:27.000 --> 1:37:28.000]  We intend to make another one.
[1:37:28.000 --> 1:37:29.000]  We've just been behind schedule on that.
[1:37:29.000 --> 1:37:37.000]  We've already shot it on strategic relocation, the book strategic relocation as well that goes with it.
[1:37:37.000 --> 1:37:41.000]  There's a coffee table book, amazing and his best selling book, the secure home.
[1:37:41.000 --> 1:37:47.000]  So again, those are all available at infowarstore.com with a 100% rating.
[1:37:47.000 --> 1:37:55.000]  I don't think we have anything with a 100% rating that says 4.9 on the one.
[1:37:55.000 --> 1:37:58.000]  And then I guess 100% would give it to a friend.
[1:37:58.000 --> 1:38:01.000]  So it's got like 99% on 100.
[1:38:01.000 --> 1:38:03.000]  So I mean, he is the world authority on that.
[1:38:03.000 --> 1:38:07.000]  I remember getting the book, I was like, is that even that accurate?
[1:38:07.000 --> 1:38:10.000]  I drove out somewhere like a thousand miles away and it was accurate.
[1:38:10.000 --> 1:38:12.000]  I'm like, man, this is crazy how he did this.
[1:38:12.000 --> 1:38:18.000]  So Joel Scousen is a smart guy and he joins us now via Skype to get into the UN.
[1:38:18.000 --> 1:38:20.000]  It was the John Birch Society.
[1:38:20.000 --> 1:38:24.000]  I first ever heard about the plan to immunize cities and slowly bring the UN in.
[1:38:24.000 --> 1:38:26.000]  And that's all this is.
[1:38:26.000 --> 1:38:30.000]  They tried to bring in troops, National Guard to stabilize Chicago.
[1:38:30.000 --> 1:38:33.000]  Chicago said we don't want it.
[1:38:33.000 --> 1:38:36.000]  And now prominent Democrats are calling for the UN to come in.
[1:38:36.000 --> 1:38:38.000]  I'm not saying they're taking over.
[1:38:38.000 --> 1:38:41.000]  I'm saying it's part of the long-term plan that Loretta Lynch talked about
[1:38:41.000 --> 1:38:46.000]  of having the UN be the authority here with federal backing over policy,
[1:38:46.000 --> 1:38:47.000]  just like UNESCO.
[1:38:47.000 --> 1:38:49.000]  But Trump is pulling us out of all that.
[1:38:49.000 --> 1:38:52.000]  Joel Scousen, what is your expert analysis on this?
[1:38:52.000 --> 1:38:55.000]  I think it's a pretty big development, at least psychologically.
[1:38:55.000 --> 1:38:58.000]  I think Alex, this is a test case.
[1:38:58.000 --> 1:39:02.000]  We're testing the waters to see how the public is going to react to this.
[1:39:02.000 --> 1:39:04.000]  It's not going to go anywhere, in my opinion,
[1:39:04.000 --> 1:39:08.000]  because the Chicago police chief himself said the UN has no authority there.
[1:39:08.000 --> 1:39:10.000]  How are they going to do anything?
[1:39:10.000 --> 1:39:12.000]  They can't arrest anyone.
[1:39:12.000 --> 1:39:13.000]  They can't round up.
[1:39:13.000 --> 1:39:16.000]  You can't take control of the streets without authority.
[1:39:16.000 --> 1:39:21.000]  And that can only be issued by the federal government if they invite the United Nations in.
[1:39:21.000 --> 1:39:25.000]  And that would probably not even be constitutional or legal.
[1:39:25.000 --> 1:39:29.000]  But in terms of constitutional law, states or city governments,
[1:39:29.000 --> 1:39:33.000]  let alone city governments, cannot make any agreement with foreign nations.
[1:39:33.000 --> 1:39:35.000]  It's absolutely prohibited.
[1:39:35.000 --> 1:39:38.000]  That's exclusive role of the federal government.
[1:39:38.000 --> 1:39:41.000]  It's called reason.
[1:39:41.000 --> 1:39:46.000]  Yeah, it's certainly not in accordance with the Constitution.
[1:39:46.000 --> 1:39:49.000]  Rahm Emanuel, of course, is a globalist, the mayor of Chicago.
[1:39:49.000 --> 1:39:54.000]  He's kind of keeping a lower profile on this, letting Commissioner Boykin push this through.
[1:39:54.000 --> 1:39:56.000]  But frankly, I don't think it's going to go anywhere.
[1:39:56.000 --> 1:39:57.000]  But it is a test.
[1:39:57.000 --> 1:40:00.000]  They're testing the waters to see how much backlash they get.
[1:40:00.000 --> 1:40:04.000]  Now, certainly the Trump administration isn't going to allow this to happen.
[1:40:04.000 --> 1:40:09.000]  If they stopped it, I wouldn't be surprised if the Democrats in Chicago went to the courts and said,
[1:40:09.000 --> 1:40:14.000]  you know, we want to have the UN here and let the courts overrule the Constitution.
