[00:00:15.756 --> 00:00:17.263]  Tomorrow's news, today.
[00:59:19.554 --> 00:59:27.118]  It is the symbol of our complete and total absolute surrender to evil.
[00:59:27.118 --> 00:59:27.899]  Ladies and gentlemen,
[00:59:28.891 --> 00:59:31.693]  We are crossing the Rubicon now.
[00:59:31.693 --> 00:59:34.955]  The entire future destiny of humanity is upon us.
[00:59:34.955 --> 00:59:41.299]  Klaus Schwab and the UN admit they're coming out with implantable microchips as part of the World ID and carbon taxes.
[00:59:41.299 --> 00:59:43.341]  Things only get worse from here if we submit.
[00:59:43.341 --> 00:59:46.783]  They only get better if we resist and say no.
[00:59:46.783 --> 00:59:52.987]  Noncompliance, noncompliance, noncompliance.
[00:59:52.987 --> 00:59:56.930]  If you are receiving this transmission, you are the resistance.
[01:00:13.286 --> 01:00:32.552]  A woman who experienced a wonderful, open, free society described as a paradise, not just by her, but by people that experienced it and outsiders that wrote about it at the time in Africa, who then witnessed it overnight be destroyed into an authoritarian, communist hellhole.
[01:00:32.552 --> 01:00:37.274]  She's going to be joining us, Melissa Tate, for 30 minutes, coming up at the start.
[01:00:38.345 --> 01:00:50.128]  of the next segment, but I wanted to air this extremely powerful report again that's at Bandot Video in the Gregory's section.
[01:00:50.128 --> 01:00:52.889]  Fauci's dead baby's graves from the past.
[01:00:52.889 --> 01:01:01.572]  Only has 183,000 views, folks, that he literally took children from their parents and murdered them.
[01:01:01.572 --> 01:01:02.272]  Murdered them.
[01:01:03.260 --> 01:01:04.780]  This will bring them down.
[01:01:04.780 --> 01:01:07.961]  The whole media is trying to prop up Fauci because he's the kingpin.
[01:01:07.961 --> 01:01:09.661]  Get the video and share it.
[01:01:09.661 --> 01:01:17.482]  Here it is.
[01:01:17.482 --> 01:01:19.743]  The reception of Robert Kennedy Jr.'
[01:01:19.723 --> 01:01:26.184]  's book, The Real Anthony Fauci, is clear evidence of a mass awakening.
[01:01:26.184 --> 01:01:31.765]  The people are waking up to see Fauci for what he is, an absolute psychopath.
[01:01:33.263 --> 01:01:47.666]  We've learned of how he directed experiments at the NIAID in which beagles had their vocal cords removed and their heads enclosed in cages where sand fleas ate them alive.
[01:01:47.666 --> 01:01:57.548]  And we've learned of how he fraudulently used PCR tests to illegitimately push a known deadly drug upon tens of thousands of people.
[01:01:59.129 --> 01:02:11.018]  And many are now learning that in 1992, under the direction of Anthony Fauci, the NIAID funded drug trials on HIV-positive children.
[01:02:11.018 --> 01:02:26.409]  Although many of the children were healthy and asymptomatic, they had merely tested positive via faulty PCR tests administered through New York's Child Welfare Department, who then handed them over to the deadly experiments.
[01:02:27.430 --> 01:02:38.561]  Most of the drugs being tested on the children were already known to cause deformities, organ failure, brain damage, and other lethal side effects.
[01:02:38.561 --> 01:02:44.627]  And yet, the children were required to continue with the drugs regardless of negative side effects.
[01:02:45.408 --> 01:02:57.744]  Those administering the drugs were explicitly told that all adverse side effects they witnessed in the children were being caused by the HIV infection and not the drugs.
[01:02:58.869 --> 01:03:13.221]  When parents refused to consent to these barbaric trials, Children's Services took their kids and placed them with foster families or children's homes where participation in the trial would be assured.
[01:03:13.221 --> 01:03:18.806]  When the children resisted the deadly drugs, they were brought to Columbia Presbyterian Hospital.
[01:03:19.526 --> 01:03:30.313]  Where plastic tubes were surgically inserted into their stomachs and the deadly drugs they were trying to escape were pumped directly into their bodies.
[01:03:30.313 --> 01:03:36.438]  Once the children died, their bodies were added to a mass grave in Hawthorne, New York.
[01:03:36.438 --> 01:03:39.580]  A large pit with astroturf thrown over it.
[01:03:40.581 --> 01:03:49.571]  To get around the Nuremberg Code and other laws, the state of New York created a special review board comprised of the hospital stakeholders.
[01:03:51.059 --> 01:03:58.001]  One may wonder, other than torturing and killing innocent children, what were they trying to accomplish?
[01:03:58.001 --> 01:04:02.942]  They already knew of the negative side effects that these drugs were having on adults.
[01:04:02.942 --> 01:04:10.223]  But the more we learn about Anthony Fauci, the more we realize that he is an absolute psychopath.
[01:04:10.223 --> 01:04:13.604]  And it doesn't matter why psychopaths do what they do.
[01:04:14.745 --> 01:04:20.747]  Fauci and his criminal cohorts belong in cages, at the very least.
[01:04:20.747 --> 01:04:37.652]  Anthony Fauci is just one old crook in a massive conspiracy that is aggressively pushing to inject everyone's children with the new deadly and debilitating mRNA experimental jabs, whether you like it or not.
[01:04:37.652 --> 01:04:42.274]  Going after Fauci is a drop in the bucket, but at least it's a start.
[01:04:43.547 --> 01:04:45.808]  For InfoWars.com, this is Greg Reese.
[01:05:10.765 --> 01:05:21.181]  Right now, the real Black Friday sale is beginning, and it's only going to run until the end of the month, and that's now only six, seven days.
[01:05:21.181 --> 01:05:25.147]  InfoWars store official Black Friday special has arrived.
[01:05:25.968 --> 01:05:27.568]  Ladies and gentlemen, people love it.
[01:05:27.568 --> 01:05:28.789]  It's our best seller.
[01:05:28.789 --> 01:05:30.509]  Vitamin Mineral Fusion.
[01:05:30.509 --> 01:05:36.631]  All the vitamins, all the minerals, all the key amino acids, everything you need for your immune system and your body.
[01:05:36.631 --> 01:05:38.011]  And it tastes great.
[01:05:38.011 --> 01:05:39.832]  And it funds the InfoWar.
[01:05:39.832 --> 01:05:44.313]  It is back in stock 40% off with free shipping and double Patreon points.
[01:05:44.753 --> 01:05:47.397]  And so much more at InfoWarsStore.com.
[01:05:47.397 --> 01:05:52.223]  It's only six, seven days left in the biggest sale of 2021.
[01:05:52.223 --> 01:05:55.688]  Bet on freedom, bet on InfoWars, bet on yourself and get great products.
[01:05:55.688 --> 01:05:59.714]  The only way you fail is not taking action at InfoWarsStore.com.
[01:06:03.624 --> 01:06:07.648]  The answer to 1984 is 1776.
[01:06:07.648 --> 01:06:15.576]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:06:17.336 --> 01:06:20.779]  All right, ladies and gentlemen, Melissa Tate joins us.
[01:06:20.779 --> 01:06:26.724]  She's a Christian conservative author, activist, political commentator, and social media influencer, born and raised in Africa and Zimbabwe.
[01:06:26.724 --> 01:06:34.271]  Melissa came to the United States at the age of 19 to attend college, where she earned a degree in business administration after working for a large bank for three years.
[01:06:34.591 --> 01:06:35.252]  We're good to go.
[01:06:51.144 --> 01:06:57.433]  The right Melissa on Twitter, and she has a lot of courage and is pro-free speech and has defended us when we've been under attack.
[01:06:57.433 --> 01:06:59.556]  We really appreciate her, and she's been on a few times before.
[01:06:59.556 --> 01:07:00.858]  She's only got two segments.
[01:07:00.858 --> 01:07:01.619]  We wish she had longer.
[01:07:01.619 --> 01:07:03.502]  We know she's a busy, hard-working lady.
[01:07:03.502 --> 01:07:06.386]  But I've heard you on other shows, because I'm a fan, I follow you.
[01:07:07.921 --> 01:07:11.962]  I've heard you talk about Zimbabwe and your experience, and I've read about that.
[01:07:11.962 --> 01:07:13.022]  I've seen some of the film.
[01:07:13.022 --> 01:07:15.663]  It was like Hawaii, as I was described.
[01:07:15.663 --> 01:07:20.984]  Paradise, super low crime, happy people, folks getting highly educated.
[01:07:20.984 --> 01:07:29.806]  I mean, a real example, a real oasis, and then destroyed basically overnight by Robert Mugabe, and you draw parallels to that to here, and what we saw in Venezuela.
[01:07:31.266 --> 01:07:34.028]  In the 60s, Venezuela had more money per capita than Americans.
[01:07:34.028 --> 01:07:35.089]  Now it's a hellhole.
[01:07:35.089 --> 01:07:39.673]  Same story over and over again, and it's what really concerns you because you love America so much.
[01:07:39.673 --> 01:07:41.855]  I'm putting words in your mouth, but I've heard you speak to this.
[01:07:41.855 --> 01:07:47.300]  Please recap that for folks that haven't heard your story because it's really informative.
[01:07:49.108 --> 01:07:51.111]  Yeah, absolutely.
[01:07:51.111 --> 01:07:56.378]  I came to the United States when I was 19 years old and I came from Zimbabwe.
[01:07:56.378 --> 01:07:58.801]  Zimbabwe, growing up, was a great country.
[01:07:58.801 --> 01:08:03.527]  It was actually known as the breadbasket of Africa because we were exporting food to
[01:08:04.108 --> 01:08:14.036]  The entire southern African region depended on Zimbabwe for agricultural products and food and so forth.
[01:08:14.036 --> 01:08:22.823]  Zimbabwe was nicknamed the breadbasket of Africa and we used to supply flowers and all kinds of agricultural products even to Europe.
[01:08:22.823 --> 01:08:27.587]  We had flights leaving Zimbabwe every day to Europe just with flowers, for example.
[01:08:28.155 --> 01:08:32.179]  So Zimbabwe was just this beautiful country, cosmopolitan.
[01:08:32.179 --> 01:08:37.084]  I mean, when I went to school, I went to a private school and I went to a school with people from all over the world.
[01:08:37.084 --> 01:08:44.691]  I'm talking Sweden, Yugoslavia, Botswana, South Africa, people from all over the world, Australia.
[01:08:45.655 --> 01:08:51.818]  So, a lot of people migrated to Zimbabwe and lived there because it was such a great country to live in.
[01:08:51.818 --> 01:08:53.359]  It was very peaceful.
[01:08:53.359 --> 01:08:57.761]  I used to walk miles to school, even as a young child.
[01:08:57.761 --> 01:08:59.082]  Never had any issues.
[01:08:59.082 --> 01:09:05.845]  Very peaceful, very open-minded, very cosmopolitan, great weather.
[01:09:05.845 --> 01:09:09.307]  They say it has the best climate in the world, you know, till today.
[01:09:09.967 --> 01:09:16.470]  You know, we have 82 degree days pretty much every day, and our winters are like 75 degrees.
[01:09:16.470 --> 01:09:18.571]  So it was just great growing up there.
[01:09:18.571 --> 01:09:23.593]  I could never have asked to live anywhere else but in Zimbabwe.
[01:09:23.593 --> 01:09:35.338]  And describe what you witnessed in the time frame growing up of it going from, I've heard it described as Westerners that live there as like Hawaii, and just being this paradise, and then now just destroyed.
[01:09:37.031 --> 01:09:41.185]  Well, it's actually a lot like South Florida, is what I would describe it as.
[01:09:43.317 --> 01:09:49.520]  Actually, when I go to South Florida, it's so reminiscent of Harare, which is where I grew up, the capital city.
[01:09:49.520 --> 01:09:55.883]  You know, the palm trees, the bungalows, beautiful streets, you know, lined with palm trees and so forth.
[01:09:55.883 --> 01:09:58.344]  So, you know, it was a great country.
[01:09:58.344 --> 01:10:03.726]  Yeah, beautiful pictures you're showing over there, jacaranda trees, purple trees.
[01:10:03.726 --> 01:10:06.067]  And it was just an amazing place to grow up.
[01:10:06.067 --> 01:10:07.948]  And then gradually, I mean, this
[01:10:08.948 --> 01:10:11.069]  It happened over a 20-year period.
[01:10:11.069 --> 01:10:20.071]  So when I look at what's going on right now in America, you know, you may not feel like this is something that is happening now, but it is something that is going to take some time.
[01:10:20.071 --> 01:10:26.012]  It may take 5 years, 10 years before you actually see a total collapse like we saw in Zimbabwe.
[01:10:26.012 --> 01:10:38.015]  Because it started gradually, probably in the early 90s, now looking back in retrospect, because I was young, but now looking back in retrospect, I started realizing how, you know, the IMF
[01:10:38.860 --> 01:10:49.703]  You know, had come in and they had this economic structural redevelopment plan that they instituted in Zimbabwe, where they basically were encouraging Zimbabwe to devalue their currency.
[01:10:50.813 --> 01:10:54.957]  You know in exchange for all this funding that they were going to give Zimbabwe.
[01:10:54.957 --> 01:11:11.712]  So already in the 90s I started to hear you know family older family members complaining about inflation and so forth but it wasn't so bad until it hit probably 2002 is when we started to see real hyperinflation.
[01:11:11.712 --> 01:11:14.495]  I mean I remember when I was first coming to Zimbabwe
[01:11:15.365 --> 01:11:21.408]  Because in the early, earlier on, like maybe in the early 90s, the Zimbabwean dollar was so strong.
[01:11:21.408 --> 01:11:23.529]  I mean, it was even stronger than the U.S.
[01:11:23.529 --> 01:11:28.532]  dollar because it was 1 is to 1 with the British pound, probably in the 80s.
