[00:00.000 --> 00:07.000]  Mainstream media, government cover-ups. You want answers? Well, so does he.
[01:21:44.000 --> 01:21:51.000]  That's 1-866-836-8735, 1-866-VenusFly or visit Carnivora.com.
[01:21:51.000 --> 01:21:54.000]  Protect your immune system. It's the only one you've got.
[01:21:54.000 --> 01:21:57.000]  Is there such a thing as gluten-free emergency kits?
[01:21:57.000 --> 01:22:01.000]  Yes. And for celiacs, there is no other than Gluten-Free Emergency Kits dot com.
[01:22:01.000 --> 01:22:06.000]  If you or a loved one has celiac disease, you need a gluten-free emergency kit to survive.
[01:22:06.000 --> 01:22:14.000]  Our kits are natural, non-GMO, low sodium, low cholesterol, soy-free, contain no artificial colors or MSG, and carry the Celiac Spruce Seal of Approval.
[01:22:14.000 --> 01:22:19.000]  Now get our March Grab and Go Bucket Special for only $29.99 at Gluten-Free Emergency Kits dot com.
[01:22:19.000 --> 01:22:23.000]  Gluten-Free Emergency Kits dot com. Better foods, better living.
[01:22:23.000 --> 01:22:30.000]  Hi, this is Ted Anderson. Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[01:22:30.000 --> 01:22:36.000]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[01:22:36.000 --> 01:22:39.000]  Gold is outperformed paper investments, yet no word about IRAs.
[01:22:39.000 --> 01:22:44.000]  If you would like to have gold for your retirement, call 800-686-2237.
[01:22:44.000 --> 01:22:50.000]  Don't get left behind by rising inflation and low returns, call 800-686-2237.
[01:22:50.000 --> 01:22:54.000]  Secure your future and call 1-800-686-2237.
[01:22:54.000 --> 01:23:00.000]  Hey there, my name is Frank Bates. Do you know the number one most valuable item in a crisis?
[01:23:00.000 --> 01:23:06.000]  Some people think the answer is gold, others think it's a gun, but the correct answer will shock you.
[01:23:06.000 --> 01:23:14.000]  I just created a free video at Crisis123.com that reveals a surprising item that is more valuable than gold in a crisis.
[01:23:14.000 --> 01:23:20.000]  Ninety-seven percent of Americans don't have this one critical item. In fact, they haven't even given it a thought.
[01:23:20.000 --> 01:23:27.000]  And the sad truth is that you may not survive without it when a real crisis hits and a starving mob is right outside your door.
[01:23:27.000 --> 01:23:32.000]  What I have to tell you could literally make the difference between life and death for you and your family.
[01:23:32.000 --> 01:23:40.000]  Watch my video at Crisis123.com to discover the number one most valuable item in a crisis. You'll be shocked.
[01:23:40.000 --> 01:23:45.000]  See the controversial video that thousands of other smart patriots have already seen in the last three months.
[01:23:45.000 --> 01:24:14.000]  Go watch my video now at Crisis123.com before they force me to shut it down. Again, that's Crisis123.com.
[01:24:14.000 --> 01:24:24.000]  Sucking the children's blood day and night.
[01:24:24.000 --> 01:24:31.000]  Day by day. Professor Griff of PGriff.info, founder of Public Enemy, their minister of information, touring the country,
[01:24:31.000 --> 01:24:37.000]  about to be inducted into the Rock and Roll Hall of Fame here very, very soon.
[01:24:37.000 --> 01:24:42.000]  And he joins us right now. I promise we'll get your calls in the next segment. He'll go with us a little bit in the next hour.
[01:24:42.000 --> 01:24:47.000]  He's very gracious to do that. He's speaking to a university after that at, I guess, three. So he's got some time.
[01:24:47.000 --> 01:24:51.000]  I haven't even asked him where he's at right now. Griff, where are you right now?
[01:24:51.000 --> 01:24:56.000]  Right now I'm in Kansas City, Missouri. Missouri Western State University.
[01:24:56.000 --> 01:25:02.000]  You're in Missouri. Awesome. There's a little bit of echo on your phone now. Do me a favor and try to talk right into the receiver.
[01:25:02.000 --> 01:25:04.000]  OK. Is it better?
[01:25:04.000 --> 01:25:12.000]  Yeah, it's a little muffled, but it's OK. Just just just keep rolling with this key knowledge from Dr. John Coleman.
[01:25:12.000 --> 01:25:17.000]  This is real info that you're laying out. And I'd forgotten about it because it's 20 years old.
[01:25:17.000 --> 01:25:20.000]  And it's all coming true. Keep going.
[01:25:20.000 --> 01:25:38.000]  Number nine to cause by means of limited wars in the advanced countries, by means of starvation and disease in the third world country, the death of three billion, three billion people by the year 2050.
[01:25:38.000 --> 01:25:50.000]  People they call useless eaters, as you and I talked about, useless black eaters and not useless white eaters. These are useless eaters, period.
[01:25:50.000 --> 01:25:54.000]  Because they're not going to differentiate between you and I.
[01:25:54.000 --> 01:26:09.000]  Alright, so useless eaters. The committee of 300 illuminati commissioned by Cyrus Vance to write a paper on this subject of how to bring about such genocide. The paper was produced under the title Global 2000 Report.
[01:26:09.000 --> 01:26:20.000]  And this is very critical. Under the accepted and approved by the actions of the former president, James Earl Carter. This is very critical.
[01:26:20.000 --> 01:26:26.000]  And we need to note here that Beto Brzezinski was involved. We'll talk about that a little bit later.
[01:26:26.000 --> 01:26:36.000]  Number 10, to weaken the moral fiber of the nation and to demoralize workers in the labor class by creating mass unemployment.
[01:26:36.000 --> 01:26:46.000]  And not only unemployment, but underemployment. To the point where you're not going to be qualified because of the advanced technology dealing with the robots.
[01:26:46.000 --> 01:26:52.000]  You're not going to be qualified to get involved. You're going to be unemployable.
[01:26:52.000 --> 01:26:59.000]  And snobs dwindle due to the post industrial zero growth policy introduced by the Club of Rome.
[01:26:59.000 --> 01:27:14.000]  These are the Club of Rome, once again. These people plan to put this in effect and they've been doing it through institutions like Stanford Research and Tabitha Institute, as I mentioned in my lecture.
[01:27:14.000 --> 01:27:25.000]  Moving down, skipping down to number 11, to keep people everywhere from deciding their own destiny by means of one created crisis after another.
[01:27:25.000 --> 01:27:30.000]  And then management caused crisis. We talked last time about the Hegelian dialectic principle.
[01:27:30.000 --> 01:27:39.000]  We talked about this system that was under this. This two party system, two wings of the same damn bird.
[01:27:39.000 --> 01:27:45.000]  I call them the Republicans. The Republicans and the Democrats, all controlled by the same people.
[01:27:45.000 --> 01:27:53.000]  And then they manage these particular crises. I believe it was David Rockefeller who said we're on the verge of a global transformation.
[01:27:53.000 --> 01:28:02.000]  And we need, and all we need is the right major crisis and the nations will accept the New World Order. This is David Rockefeller.
[01:28:02.000 --> 01:28:07.000]  You're right, the right catalyzing event and the nations will beg for the New World Order.
[01:28:07.000 --> 01:28:18.000]  Exactly. So as the left carries the right and squeeze everybody in the middle and then we scream out for help and we scream to the government.
[01:28:18.000 --> 01:28:24.000]  The government gives us the plan that they set in motion from the very out start. They control both sides.
[01:28:24.000 --> 01:28:36.000]  This is why Ron Paul and other people that brought up issues were dangerous to this particular system unless they was paid and bought off and made promises that they never planned to keep.
[01:28:36.000 --> 01:28:48.000]  So number 12, to introduce new cults and continue to boost those already functioning which include rock music, rock music gangsters they call them.
[01:28:48.000 --> 01:29:08.000]  And then this is where Tabitha Institute comes into play because of what they set in motion with music and vibratory frequencies and tones and what they plan to do to demoralize young people's morals, to dehumanize young people with listening to music.
[01:29:08.000 --> 01:29:11.000]  They even sent us some documents that they have laid out.
[01:29:11.000 --> 01:29:21.000]  And by the way, he on record worked for British Intelligence on record, I mean it's on record and he was told this there, that's how he knew this when he wrote the Committee of 300.
[01:29:21.000 --> 01:29:23.000]  It's got to be more than 20 years ago.
[01:29:23.000 --> 01:29:25.000]  Yeah, exactly.
[01:29:25.000 --> 01:29:32.000]  Wow, man, I've totally forgotten about Dr. Michael Kaufman, or Coleman. There's also Dr. Michael Kaufman who we've had on to expose us to 2021.
[01:29:32.000 --> 01:29:40.000]  Dr. John Coleman, you can watch videos of him online. Just type in his name. We ought to do some excerpts on the nightly news.
[01:29:40.000 --> 01:29:44.000]  Professor Griff, stay there, we'll finish up and go to the phone call straight ahead.
[01:30:11.000 --> 01:30:22.000]  Advanced manufacturing technology combines silver impregnated white ceramic with new aqua medics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[01:30:22.000 --> 01:30:28.000]  It is the only one that does it and out of the gates, we have it discounted at 10% off with promo code water.
[01:30:28.000 --> 01:30:46.000]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosolic acid, the most common form of fluoride not covered by other fluoride filter brands and sodium hexafluorosilicate.
[01:30:46.000 --> 01:30:54.000]  Get your Pro Pure with the new Pro 1 filters today at Infowarsstore.com or by calling 888-253-3139.
[01:30:54.000 --> 01:31:04.000]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:31:04.000 --> 01:31:08.000]  Alex and his staff have used these pure soap products for years.
