[00:00.000 --> 00:24.000]  This is an emergency transmission from FEMA Region 6 in Occupied, North America.
[01:25:07.000 --> 01:25:09.000]  They're out there.
[01:25:09.000 --> 01:25:11.000]  A member of the Atlantic Monthly article a few weeks ago
[01:25:11.000 --> 01:25:13.000]  about the deliberate dumbing down
[01:25:13.000 --> 01:25:16.000]  and how there's all these liberal mentally ill basket cases
[01:25:16.000 --> 01:25:17.000]  and how they're afraid of everything
[01:25:17.000 --> 01:25:19.000]  and have anxiety attacks being around people.
[01:25:19.000 --> 01:25:22.000]  They can't be in social circles.
[01:25:22.000 --> 01:25:25.000]  They can't communicate because they've been in public school
[01:25:25.000 --> 01:25:29.000]  for 14, 15, 16 years, 12 years of primary
[01:25:29.000 --> 01:25:31.000]  and then four years of college.
[01:25:31.000 --> 01:25:34.000]  And all they are is immersed in a bunch of white.
[01:25:34.000 --> 01:25:40.000]  Oh, that cap looks scary.
[01:25:40.000 --> 01:25:42.000]  Oh my gosh, you're wearing a blue cap.
[01:25:42.000 --> 01:25:43.000]  He's wearing a white one.
[01:25:43.000 --> 01:25:47.000]  Now there's the headline, the coddling of the American mind.
[01:25:47.000 --> 01:25:49.000]  And then it gets so scary, what do they want?
[01:25:49.000 --> 01:25:53.000]  Ban free speech, ban anything that scares them.
[01:25:53.000 --> 01:25:56.000]  That leads us now to this new article.
[01:25:56.000 --> 01:25:58.000]  Back to the Dark Ages.
[01:25:58.000 --> 01:25:59.000]  That's what I've been calling this.
[01:25:59.000 --> 01:26:02.000]  This is a very important article.
[01:26:02.000 --> 01:26:04.000]  Top French weatherman.
[01:26:04.000 --> 01:26:06.000]  See, that was even politically incorrect.
[01:26:06.000 --> 01:26:07.000]  It should have been a weather person,
[01:26:07.000 --> 01:26:09.000]  even though he is a man.
[01:26:09.000 --> 01:26:10.000]  See, this is how far this goes.
[01:26:10.000 --> 01:26:12.000]  Back to the Dark Ages, Top French weatherman,
[01:26:12.000 --> 01:26:14.000]  weatherman, weatherman, weatherman, weatherman,
[01:26:14.000 --> 01:26:16.000]  weatherman, weatherman, weatherman,
[01:26:16.000 --> 01:26:19.000]  back to the Dark Ages, Top French weatherman,
[01:26:19.000 --> 01:26:22.000]  fired over climate change book.
[01:26:22.000 --> 01:26:24.000]  The popular weatherman announced Saturday evening
[01:26:24.000 --> 01:26:27.000]  that he has been sacked by leading French news channel.
[01:26:27.000 --> 01:26:29.000]  He just get his own feed, blistering,
[01:26:29.000 --> 01:26:30.000]  and talk about the weather himself
[01:26:30.000 --> 01:26:32.000]  and his subscriptions will be more popular.
[01:26:32.000 --> 01:26:35.000]  He has been sacked by the leading French news channel.
[01:26:35.000 --> 01:26:38.000]  France televisions for publishing a book
[01:26:38.000 --> 01:26:40.000]  which accused top climate change experts
[01:26:40.000 --> 01:26:43.000]  of misleading the world about the threat of global warming.
[01:26:43.000 --> 01:26:46.000]  Oh my gosh, he wrote the climate investigation.
[01:26:46.000 --> 01:26:51.000]  Let's get Philippe Verdener on.
[01:26:51.000 --> 01:26:53.000]  Paul sold name in France for his daily weather reports
[01:26:53.000 --> 01:26:56.000]  on France's channel, too, announced in online video
[01:26:56.000 --> 01:27:02.000]  that he had received a letter of dismissal.
[01:27:02.000 --> 01:27:03.000]  But listen, your new Dark Age,
[01:27:03.000 --> 01:27:05.000]  your new Inquisition is going to fail.
[01:27:05.000 --> 01:27:08.000]  The stinking sun, I shouldn't say such bad things about the sun.
[01:27:08.000 --> 01:27:10.000]  Thank you, God, for the sun.
[01:27:10.000 --> 01:27:12.000]  Of course, the UN voted and said it doesn't affect climate,
[01:27:12.000 --> 01:27:15.000]  like sticking your arm in a fireplace when it's on
[01:27:15.000 --> 01:27:17.000]  doesn't burn your fingers.
[01:27:17.000 --> 01:27:18.000]  I mean, this is ridiculous.
[01:27:18.000 --> 01:27:22.000]  Or putting a pot of water on a flame doesn't heat it up.
[01:27:22.000 --> 01:27:24.000]  But they said, no, it's all humans.
[01:27:24.000 --> 01:27:25.000]  You're bad, you're evil.
[01:27:25.000 --> 01:27:27.000]  Pay us carbon taxes.
[01:27:27.000 --> 01:27:29.000]  All scientists agree it's real.
[01:27:29.000 --> 01:27:31.000]  First it's cooling, then warming.
[01:27:31.000 --> 01:27:32.000]  Now it's change, period.
[01:27:32.000 --> 01:27:34.000]  And now they go, things are getting cold.
[01:27:34.000 --> 01:27:35.000]  It's the cooling.
[01:27:35.000 --> 01:27:36.000]  Things are getting warm.
[01:27:36.000 --> 01:27:38.000]  Pay carbon taxes.
[01:27:38.000 --> 01:27:41.000]  Getting colder means we're warming.
[01:27:41.000 --> 01:27:43.000]  Now they're saying, we never said it was warming.
[01:27:43.000 --> 01:27:45.000]  We said it was change.
[01:27:45.000 --> 01:27:47.000]  Oh, now you control change.
[01:27:47.000 --> 01:27:53.000]  The language, the earth, it's them playing God.
[01:27:53.000 --> 01:27:56.000]  Russian media take climate cue from skeptical Putin,
[01:27:56.000 --> 01:27:57.000]  New York Times.
[01:27:57.000 --> 01:27:59.000]  No, Putin's not skeptical.
[01:27:59.000 --> 01:28:02.000]  Putin's broken with the West completely because they've encircled
[01:28:02.000 --> 01:28:06.000]  Russia and he says they want to turn off Russia's industry
[01:28:06.000 --> 01:28:08.000]  and not let them sell oil and gas and put taxes on them,
[01:28:08.000 --> 01:28:09.000]  which is only part of it.
[01:28:09.000 --> 01:28:11.000]  They want a post-industrial world.
[01:28:11.000 --> 01:28:15.000]  And he goes on to say it is war, military action against humanity.
[01:28:15.000 --> 01:28:16.000]  Yes, that's what it is.
[01:28:16.000 --> 01:28:18.000]  And I told you on Friday that was Uber big.
[01:28:18.000 --> 01:28:21.000]  It is big.
[01:28:21.000 --> 01:28:23.000]  And that's why they've got the EU and the French government now
[01:28:23.000 --> 01:28:25.000]  calling for arresting.
[01:28:25.000 --> 01:28:29.000]  And by the way, they've set up a secret climate court for the UN.
[01:28:29.000 --> 01:28:31.000]  They've now leaked the section last week.
[01:28:31.000 --> 01:28:34.000]  New American magazine got it.
[01:28:34.000 --> 01:28:36.000]  It was reported on by big newspapers over the weekend,
[01:28:36.000 --> 01:28:39.000]  drudgereport.com, link to it.
[01:28:39.000 --> 01:28:41.000]  In fact, let's put that up on screen.
[01:28:41.000 --> 01:28:43.000]  Headline, headline.
[01:28:43.000 --> 01:28:50.000]  Inside TPP is secret UN court for climate criminals and deniers.
[01:28:50.000 --> 01:28:54.000]  And the sections say it's going to go after your speech.
[01:28:54.000 --> 01:28:57.000]  They want to arrest us, people.
[01:28:57.000 --> 01:29:00.000]  These are hard-core totalitarians.
[01:29:00.000 --> 01:29:04.000]  And they've got masses of people now that'll walk up to you and go,
[01:29:04.000 --> 01:29:05.000]  what's that hat?
[01:29:05.000 --> 01:29:07.000]  Must be a Nazi?
[01:29:07.000 --> 01:29:10.000]  I don't like that.
[01:29:10.000 --> 01:29:13.000]  The whole story was, what you got against Jews?
[01:29:13.000 --> 01:29:16.000]  I was just like, I didn't even go, oh, sorry, sir.
[01:29:16.000 --> 01:29:18.000]  I went, yeah, it is Nazi.
[01:29:18.000 --> 01:29:20.000]  It is, yeah.
[01:29:20.000 --> 01:29:22.000]  It is, you bet it is, yeah.
[01:29:22.000 --> 01:29:23.000]  I told him more too, man.
[01:29:23.000 --> 01:29:26.000]  I just said, I don't want to tell people how nasty I get.
[01:29:26.000 --> 01:29:28.000]  Man, I just wish that.
[01:29:28.000 --> 01:29:33.000]  Sick of people pushing their guilt on me when I had done nothing to you,
[01:29:33.000 --> 01:29:38.000]  you self, projecting onto me all your sick fantasies of control,
[01:29:38.000 --> 01:29:39.000]  you garbage.
[01:29:39.000 --> 01:29:41.000]  Just try to take my guns, try to take my kids,
[01:29:41.000 --> 01:29:43.000]  try to forcibly inoculate me.
[01:29:43.000 --> 01:29:46.000]  I'm here rallying the troops worldwide to prepare for you.
[01:29:46.000 --> 01:30:10.000]  We are going to stop you politically into the ground.
[01:30:16.000 --> 01:30:41.000]  Thank you.
[01:30:41.000 --> 01:31:07.000]  Thank you.
[01:31:07.000 --> 01:31:33.000]  Thank you.
[01:31:33.000 --> 01:31:59.000]  Thank you.
[01:31:59.000 --> 01:32:25.000]  Thank you.
[01:32:25.000 --> 01:32:51.000]  Thank you.
[01:32:51.000 --> 01:33:18.000]  Thank you.
[01:33:18.000 --> 01:33:22.000]  All right, here is the toll-free number to join us on any of the issues I've raised.
[01:33:22.000 --> 01:33:27.000]  The huge developments where Russia says they're openly preparing to survive a nuclear war.
[01:33:27.000 --> 01:33:31.000]  The radical Islamists, most of the military age men just running around,
[01:33:31.000 --> 01:33:35.000]  raping, killing, attacking, demanding everything free,
[01:33:35.000 --> 01:33:39.000]  old Germans being thrown out of government housing to house them,
[01:33:39.000 --> 01:33:43.000]  Christian festivals in towns and schools being canceled,
[01:33:43.000 --> 01:33:48.000]  October fast people being told don't drink out on the streets,
[01:33:48.000 --> 01:33:52.000]  the radical Islamist videos from England to Germany and to France,
[01:33:52.000 --> 01:33:56.000]  running around telling women not to walk around scantily clad.
[01:33:56.000 --> 01:33:59.000]  Well, they'd really have a heart attack in downtown Austin, Halloween.
[01:33:59.000 --> 01:34:01.000]  Just, just crazy.
[01:34:01.000 --> 01:34:06.000]  And again, then we're supposed to adapt to their ways.
[01:34:06.000 --> 01:34:10.000]  I mean, conservative Americans have to put up with folks that want to run around wild
[01:34:10.000 --> 01:34:12.000]  because we're a free country.
[01:34:12.000 --> 01:34:15.000]  I mean, imagine if Christians were running around telling women to wear, you know,
[01:34:15.000 --> 01:34:17.000]  hoods on their heads.
[01:34:17.000 --> 01:34:20.000]  It's simply over the top.
[01:34:20.000 --> 01:34:25.000]  Government to build 60 new houses for migrants while poor Germans are evicted.
[01:34:25.000 --> 01:34:28.000]  Migrants sing jihadist songs at refugee center.
[01:34:28.000 --> 01:34:31.000]  There's video. Ignorant German volunteers applaud.
[01:34:31.000 --> 01:34:34.000]  And they don't like you. They think you're pathetic.
[01:34:34.000 --> 01:34:37.000]  Thousands of Muslim migrants disappear from camps.
[01:34:37.000 --> 01:34:40.000]  That's world net daily.
[01:34:40.000 --> 01:34:46.000]  Look at this. Facebook Sky News
[01:34:46.000 --> 01:34:49.000]  pay migrants for every hate post.
[01:34:49.000 --> 01:34:54.000]  The German yellow press newspaper build is publishing the names of offenders in the media.
[01:34:54.000 --> 01:34:57.000]  So if you criticize the open borders, they publish your names.
[01:34:57.000 --> 01:35:03.000]  Meanwhile, Hungary Prime Minister accuses Soros of stoking refugees.
[01:35:03.000 --> 01:35:07.000]  Stoking the refugee raids.
[01:35:07.000 --> 01:35:09.000]  I'm having Freudian slips here.
[01:35:09.000 --> 01:35:13.000]  Hungarian Prime Minister accuses Soros of stoking refugee wave to weaken Europe.
[01:35:13.000 --> 01:35:17.000]  Really think so?
[01:35:17.000 --> 01:35:22.000]  So that's just some of the news on that front.
[01:35:22.000 --> 01:35:25.000]  I've got some second amendment news I want to hit here in a moment.
[01:35:25.000 --> 01:35:33.000]  But first, I want to give out the toll free number 800-259-9231.
[01:35:33.000 --> 01:35:41.000]  And then coming up, for the first time ever, majority of Democrats now view socialism favorably.
[01:35:41.000 --> 01:35:42.000]  Mission accomplished.
[01:35:42.000 --> 01:35:45.000]  Remember Newsweek saying we're all socialists now and however they're going to be free
[01:35:45.000 --> 01:35:47.000]  and how wonderful it's going to be.
[01:35:47.000 --> 01:35:54.000]  And you notice we now have less than 1% with like 87% of the wealth.
[01:35:54.000 --> 01:35:56.000]  And it's a tiny percentage of that percent.
[01:35:56.000 --> 01:36:02.000]  And the more you get socialism, the more there'll be a giant mass of poor, stupid people.
[01:36:02.000 --> 01:36:04.000]  And they won't know any better.
[01:36:04.000 --> 01:36:07.000]  Meanwhile, Bill Gates, whose wealth is basically a state secret
[01:36:07.000 --> 01:36:12.000]  and has over $100 billion in tax-free foundations that he makes profits off of.
[01:36:12.000 --> 01:36:17.000]  Bill Gates, only socialism can save the planet without a substantial carbon tax.
[01:36:17.000 --> 01:36:19.000]  There's no incentive for innovators.
[01:36:19.000 --> 01:36:20.000]  Oh, really?
[01:36:20.000 --> 01:36:24.000]  I thought there was no carbon tax.
[01:36:24.000 --> 01:36:27.000]  He always goes and speaks to academics and teachers groups
[01:36:27.000 --> 01:36:29.000]  and tells them about all the free stuff they're going to get.
[01:36:29.000 --> 01:36:33.000]  You know, if we don't give an old lady health care, we can give 10 of you a raise.
[01:36:33.000 --> 01:36:36.000]  They all clamp, yeah, yeah.
[01:36:36.000 --> 01:36:42.000]  He wants to give you some free stuff if you just accept the IBM computers.
[01:36:42.000 --> 01:36:43.000]  You know, he's like, he's Microsoft.
[01:36:43.000 --> 01:36:44.000]  It doesn't matter.
[01:36:44.000 --> 01:36:49.000]  The IBM computers deciding to kill the old lady.
[01:36:49.000 --> 01:36:51.000]  Isn't he such a sweet man?
[01:36:51.000 --> 01:36:57.000]  He wants to give you something free.
[01:36:57.000 --> 01:37:02.000]  Meanwhile, remember that major banks like Citigroup are coming out
[01:37:02.000 --> 01:37:05.000]  and saying they want you to retina scan to buy and sell.
[01:37:05.000 --> 01:37:08.000]  Well, now the UN's openly announced that's what they're coming up with.
[01:37:08.000 --> 01:37:11.000]  So we're going to get into that report as well.
[01:37:11.000 --> 01:37:21.000]  But I've just got to tell you, the big news is that people are waking up
[01:37:21.000 --> 01:37:24.000]  to just how dire the situation is.
[01:37:24.000 --> 01:37:28.000]  Even a sizable minority that starts to say no to these political takeovers
[01:37:28.000 --> 01:37:32.000]  and who speak out to others and who vote with their dollars and vote with their feet
