[00:00.000 --> 00:24.280]  Infowars, tomorrow's news today.
[01:12:48.380 --> 01:12:54.380]  because the U.S. government was giving the food processing and producers a loophole
[01:12:54.380 --> 01:12:59.380]  that, okay, well, it's not fully organic, but if you match these characteristics,
[01:12:59.380 --> 01:13:02.380]  we'll give you the organic label, even though it's not organic.
[01:13:02.380 --> 01:13:08.380]  So they're basically telling you if you knew what we were actually putting in your food, you wouldn't eat it.
[01:13:08.380 --> 01:13:12.380]  That's literally their opposition to the bill.
[01:13:12.380 --> 01:13:17.380]  They literally said, well, we'd have to label everything. We can't do that.
[01:13:17.380 --> 01:13:20.380]  Well, wait a second. Are you kidding me?
[01:13:20.380 --> 01:13:23.380]  So, you know, the good thing about that, Owen,
[01:13:23.380 --> 01:13:27.380]  is that that means that all I need to do is come up with the studies
[01:13:27.380 --> 01:13:32.380]  showing that the GMO foods that they're already creating are causing health issues,
[01:13:32.380 --> 01:13:36.380]  and, man, have I got a lawsuit. I got a great one right there.
[01:13:36.380 --> 01:13:39.380]  So we're just going to have to do some homework and get that information
[01:13:39.380 --> 01:13:43.380]  because apparently they've been knowingly poisoning us and screwing with us for a number of years.
[01:13:43.380 --> 01:13:48.380]  But, yeah, that doesn't take away from the fact that this bill would change that, right?
[01:13:48.380 --> 01:13:54.380]  This simple transparency disclosure bill would require that they tell us if it's a gene therapy product.
[01:13:54.380 --> 01:14:01.380]  That that you're looking at there, how to make an edible vaccine, that was published in the year 2000.
[01:14:01.380 --> 01:14:05.380]  I mean, it's one, two, three, four, five, very straightforward.
[01:14:05.380 --> 01:14:10.380]  They've known how to put vaccines in vegetables for a very, very long time.
[01:14:10.380 --> 01:14:14.380]  And now they're doing it. Now they're going to do it.
[01:14:14.380 --> 01:14:19.380]  And that's what this is. It's vaccinating you through your food
[01:14:19.380 --> 01:14:24.380]  because they know there's all kinds of different reasons why people don't want to put the needle injection into their arm.
[01:14:24.380 --> 01:14:28.380]  I mean, there's a litany of reasons. So they figure, well, we'll just trick you.
[01:14:28.380 --> 01:14:32.380]  We'll deceive you. We'll put the vaccines in the food and you won't even know what hit you.
[01:14:32.380 --> 01:14:35.380]  And it's all proof right here. You've got the proof.
[01:14:35.380 --> 01:14:44.380]  You, working with legislators, putting out basic, common sense, reasonable, easy to read and understand bills,
[01:14:44.380 --> 01:14:48.380]  and they're fighting it tooth and nail because if you knew what they were doing to our food, you wouldn't eat it.
[01:14:49.380 --> 01:14:56.380]  Who would? And, you know, I want to, I believe you got a break coming up, but I'll tell you after the break,
[01:14:56.380 --> 01:15:02.380]  I would love to tell you guys about Bill Gates' Factory Meat and why that's such a big risk.
[01:15:02.380 --> 01:15:10.380]  Because, you know, these guys, you've got to understand the evil that these people, I mean, it's just mind blowing.
[01:15:10.380 --> 01:15:15.380]  And, you know, there's a reason that the WHO was willing to pull the recommendation for children to get vaccinated.
[01:15:15.380 --> 01:15:19.380]  It's because they don't need to. They're going to try and put it in your food and poison you.
[01:15:19.380 --> 01:15:25.380]  So now they don't need the kids to get vaccinated because they're going to sneak it in and force you to do it that way.
[01:15:25.380 --> 01:15:28.380]  If you can't eat without it, they're going to know.
[01:15:28.380 --> 01:15:33.380]  Or you just won't even be allowed to go to the grocery store unless you take your injection.
[01:15:33.380 --> 01:15:37.380]  I mean, they got all kinds of ways to turn us into their slaves, but we're going to be fighting it tooth and nail.
[01:15:37.380 --> 01:15:42.380]  Thomas Renz is with us. Now, folks, I barely even plugged today because this news is so important.
[01:15:42.380 --> 01:15:48.380]  But, hell, you might need to get some emergency food because in the future you won't be able to eat anything without getting your mRNA.
[01:15:48.380 --> 01:15:54.380]  So, you know, you might need some emergency food from Infowarsstore.com just to avoid the vaccines they're putting in the food.
[01:15:54.380 --> 01:15:56.380]  That's how crazy it is.
[01:15:59.380 --> 01:16:05.380]  If Alex Jones runs for president in the Republican Party, he has a chance of winning.
[01:16:05.380 --> 01:16:11.380]  If you just tuned in, you may be noticing I'm wearing an Alex Jones for President 2024 shirt.
[01:16:11.380 --> 01:16:15.380]  I am not seriously planning to run for president. This is an idea the crew had.
[01:16:15.380 --> 01:16:19.380]  I have a triggering shirt, kind of next level. Alex Jones is right.
[01:16:19.380 --> 01:16:23.380]  There's Infowars.com in the back. Alex Jones for President 2024 on the front.
[01:16:23.380 --> 01:16:27.380]  It's a fundraiser shirt. It's made out of really nice fabric. It's high quality.
[01:16:27.380 --> 01:16:30.380]  And it is an exclusive shirt to Infowarsstore.com.
[01:16:30.380 --> 01:16:38.380]  And when the shirts are gone, they're gone. We're doing one run of Alex Jones for President 2024 shirts.
[01:16:38.380 --> 01:16:45.380]  And we'll have a historic memento, be able to spread the word, meet a lot of like-minded people, and he will be able to keep us on the air.
[01:16:45.380 --> 01:16:49.380]  No way. No way. That's a bridge too far. No, it can't be.
[01:16:49.380 --> 01:16:52.380]  And I said on national television that he was going to win.
[01:16:52.380 --> 01:16:55.380]  At Infowarsstore.com.
[01:16:56.380 --> 01:17:01.380]  We now have three new game-changing products that are in stock at Infowarsstore.com.
[01:17:01.380 --> 01:17:05.380]  And one of our best selling products sold out for over a year that's now back in stock.
[01:17:05.380 --> 01:17:11.380]  Our Prebiotic does any introduction. There's such amazing things for your gut flora, your overall health.
[01:17:11.380 --> 01:17:14.380]  What it does is essential. Go read about it at Infowarsstore.com.
[01:17:14.380 --> 01:17:18.380]  And now, the fourth toothpaste designed by my dad, the last two were big heads.
[01:17:18.380 --> 01:17:23.380]  This one is really special. It's turmeric concentrate with a bunch of other essential ingredients.
[01:17:23.380 --> 01:17:26.380]  So much more to take your mouth's health to the next level.
[01:17:26.380 --> 01:17:34.380]  We also have high quality ashwagandha root for your libido, your stamina, your testosterone with black pepper extract to accelerate it as a pill.
[01:17:34.380 --> 01:17:38.380]  And we have ashwagandha root gummies as well. Very strong. Very powerful.
[01:17:38.380 --> 01:17:41.380]  Now in stock at Infowarsstore.com.
[01:17:41.380 --> 01:17:46.380]  Go there. Experience these great products and others and fund the Infowars.
[01:17:46.380 --> 01:17:48.380]  The only way we fail is not taking action.
[01:17:48.380 --> 01:17:51.380]  God bless you. Now please visit Infowarsstore.com.
[01:17:51.380 --> 01:17:54.380]  And experience these powerful products for yourself.
[01:18:21.380 --> 01:18:23.380]  Thank you.
[01:18:51.380 --> 01:19:11.380]  Right now, I'm not talking to the viewers and listeners that have gone to Infowarsstore.com and gotten the great products that enrich your life, that empower your immune system and your body and keep us on air.
[01:19:11.380 --> 01:19:19.380]  I am humbly, hand in hand, talking to the viewers and listeners that have tuned in, many of you for years and never gone to Infowarsstore.com.
[01:19:19.380 --> 01:19:28.380]  We know the vast, vast, vast, vast majority of you never actually go to Infowarsstore.com and never experience these great products and never find the operation.
[01:19:28.380 --> 01:19:32.380]  Sure, you share a link, you share an article, you tell folks about the show. That's great and I thank you.
[01:19:32.380 --> 01:19:43.380]  But we need funds to operate. Plus, we've got really great products that do amazing things for people like our CBD oil and our fizzy magnesium and our sleep aid and our nitric oxide and our Real Red Pill Plus.
[01:19:43.380 --> 01:19:47.380]  All of these are really great products that keep us on air. Plus, you're missing out on having these products.
[01:19:47.380 --> 01:19:56.380]  So get off the bench, get in the game, step to the plate and go to Infowarsstore.com right now and get these great Infowars products at Infowarsstore.com.
[01:19:59.380 --> 01:20:05.380]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:20:17.380 --> 01:20:26.380]  You know, there's so much to cover here in this story beyond just them vaccinating you through the food.
[01:20:26.380 --> 01:20:33.380]  Oh, you don't want that needle in your arm because you know the repercussions. Well, they're going to find a way to get it into your body.
[01:20:33.380 --> 01:20:42.380]  And through the food is the agenda, the backup plan. And this is why Bill Gates is buying up so much farmland.
[01:20:42.380 --> 01:20:51.380]  I believe the number one owner of farmland in the United States now is Bill Gates. And Thomas Renz, my guest, was just about to get into that with us.
[01:20:51.380 --> 01:21:00.380]  Yes, sir. Yes, sir. So, I mean, you've heard and I'm sure, I mean, it's Infowars, right? So the people watching this know the truth.
[01:21:00.380 --> 01:21:07.380]  Well, everybody's heard that Bill Gates wants to get rid of meat and only have factory meat, right?
[01:21:07.380 --> 01:21:14.380]  Well, let's think about this. Let's think about where this goes. Now, if you trust Bill Gates, you're going to call me a conspiracy theorist.
[01:21:14.380 --> 01:21:23.380]  But if you trust Bill Gates, I'm sorry, you're an idiot. So when you inject this stuff into the cows or into the pigs or whatever,
[01:21:23.380 --> 01:21:32.380]  an mRNA vaccine that goes into them is going to be something that that RNA is not necessarily going to be compatible with human RNA.
[01:21:33.380 --> 01:21:42.380]  But what happens if you're creating a factory meat, right? So this yummy stuff that we're looking at here on the screen, what happens if you create that?
[01:21:42.380 --> 01:21:52.380]  Now, that meat is a protein and it's an artificial protein. It can be anything they want, right? It can be any type of protein they want.
[01:21:52.380 --> 01:22:04.380]  So if they wanted to create a protein that was an artificial protein that had the qualities of a vaccine that would affect humans, where better to do it than a factory?
[01:22:04.380 --> 01:22:17.380]  And are you telling me that we should trust Bill Gates? I mean, really, at this point, you know, the human genocide machine, I mean, this guy is insane in every sense of the term, in my opinion.
[01:22:17.380 --> 01:22:23.380]  And yeah, he's been out here. I mean, he's how many comments does a guy got to make about population control?
[01:22:23.380 --> 01:22:29.380]  You know, I mean, he's done vaccination drives around the world where he's been just just shredded.
[01:22:29.380 --> 01:22:32.380]  I mean, he's not welcome in many of the countries around the world.
[01:22:32.380 --> 01:22:36.380]  I mean, oh, it's well known. I mean, it used to be the white lab coats show up in Africa.
[01:22:36.380 --> 01:22:39.380]  They think, oh, this is great. They're going to bring us medicine and healing.
[01:22:39.380 --> 01:22:45.380]  Now the white lab coats show up in Africa. They run for the hills. They hide because they know they bring death and suffering.
[01:22:45.380 --> 01:22:48.380]  I mean, how do we get people because this is what it is.
[01:22:48.380 --> 01:22:56.380]  How do we get people to understand that the Bill Gates of the world, whether you agree with them or not, you have to understand the way they think, folks.
[01:22:56.380 --> 01:23:03.380]  They believe they've transcended humanity, that the idea of humanity and civilization, they believe they've transcended it.
[01:23:03.380 --> 01:23:08.380]  They're ready to put it in the past. They're ready to put it in the dust. That's that's how they feel about you.
[01:23:08.380 --> 01:23:14.380]  They've seen the growth of humanity. They've seen the expansion of humanity and they want to stop it.
[01:23:14.380 --> 01:23:19.380]  They want to put a halt to it. They want to end it. And they don't want to see humanity in the future on planet Earth.
[01:23:19.380 --> 01:23:25.380]  They want to see their vision, which whatever it is, human lists, robots, A.I., resources,
[01:23:25.380 --> 01:23:30.380]  maybe they're thinking they're going to work with aliens or intergalactic or demons or something like that.
[01:23:30.380 --> 01:23:35.380]  I don't know. That's what it is, though. They've decided we don't like the growth of humanity.
[01:23:35.380 --> 01:23:40.380]  We don't want humanity to expand on Earth and into space.
[01:23:40.380 --> 01:23:45.380]  So we're going to stop it right now, right here, right now. That's what they're doing.
[01:23:45.380 --> 01:23:48.380]  How do we get people to understand that?
[01:23:48.380 --> 01:23:53.380]  Well, you know, we've got to keep talking about Owen, but let me let me take what you just said there, right?
[01:23:53.380 --> 01:23:58.380]  So five years ago, if you'd said that to me and I was a guest on your show, I'd have hung up.
[01:23:58.380 --> 01:24:03.380]  I said, that's insane. If you lost your mind. Now, over the last three years,
[01:24:03.380 --> 01:24:09.380]  I've been just brutalized with truths that I would never have even thought possible.
[01:24:09.380 --> 01:24:15.380]  And, you know, what you just said is something that when I was listening to it, I found myself thinking two things.
[01:24:15.380 --> 01:24:24.380]  One is this sounds like science fiction, but two is but it's not.
[01:24:24.380 --> 01:24:30.380]  The reason it's not and the reason I know it's not is not because I've said it and not because you said it,
[01:24:30.380 --> 01:24:35.380]  but because our opponents have said it, because Klaus Schwab and Yuval Noah Harari
[01:24:35.380 --> 01:24:42.380]  have gone on TV repeatedly and talked about the end of Homo sapiens,
[01:24:42.380 --> 01:24:47.380]  the end of the human race, the end of where you're the last generation of Homo sapiens.
[01:24:47.380 --> 01:24:51.380]  They're going to get rid of us. They're going to change our genetics.
[01:24:51.380 --> 01:24:56.380]  We're no longer going to be in the image of God. We're going to be in the image of whatever it is that they've got us in the image of.
