[00:00.000 --> 00:08.160]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[01:18:29.000 --> 01:18:38.000]  but the fact that major corporations have lined up to seamlessly trojan-horse surveillance into every device, into our cars,
[01:18:38.000 --> 01:18:44.000]  taxed by the miles coming out, all the smart meters spying, all the new appliances,
[01:18:44.000 --> 01:18:49.000]  with the former CIA director bragging that your washing machine, you know, will listen to you.
[01:18:49.000 --> 01:18:59.000]  This is already going on, and it's becoming ubiquitous, and then it's being used illegally, and it's being used to rig markets, rig the stock market.
[01:18:59.000 --> 01:19:03.000]  I mean, this is really a 21st-century takeover.
[01:19:03.000 --> 01:19:07.000]  Yes, it is, and that's something that we need to all stand up and object to.
[01:19:07.000 --> 01:19:10.000]  I mean, if we don't, it's going to happen to us.
[01:19:10.000 --> 01:19:14.000]  If you don't stand up, it's like the squeaky wheel gets the oil.
[01:19:14.000 --> 01:19:18.000]  Well, if you don't become the squeaky wheel, you don't get satisfaction anywhere.
[01:19:18.000 --> 01:19:25.000]  Certainly not in our, you can't really call what we have now a clear democracy,
[01:19:25.000 --> 01:19:28.000]  because after all, it's more like a police state.
[01:19:28.000 --> 01:19:33.000]  William Benny, a former director and leader for intelligence with the NSA,
[01:19:33.000 --> 01:19:38.000]  joins us, the biggest whistleblower in NSA history, hands down.
[01:19:38.000 --> 01:19:42.000]  But he's just giving you the general view of none of the classified stuff here.
[01:19:42.000 --> 01:19:45.000]  Even though they've tried to put him in jail, we'll talk some about that.
[01:19:45.000 --> 01:19:51.000]  We'll also get his view on what he thinks the culture is like inside these agencies that are illegally doing it.
[01:19:51.000 --> 01:19:55.000]  What's the morale like at the NSA and beyond with William Benny?
[01:19:55.000 --> 01:20:09.000]  I'm Alex Jones. Stay with us.
[01:20:26.000 --> 01:20:32.000]  Managing your business and customers isn't easy, huh?
[01:20:32.000 --> 01:20:36.000]  Snap Force Customer Relationship Software may be just what you need.
[01:20:36.000 --> 01:20:41.000]  Snap Force CRM is a software solution that helps you manage everything important about your customers,
[01:20:41.000 --> 01:20:44.000]  from sales to marketing to service and support.
[01:20:44.000 --> 01:20:48.000]  All of your customer information is right there at your fingertips for easy access.
[01:20:48.000 --> 01:20:51.000]  It's time to take control of your business in a snap.
[01:20:51.000 --> 01:20:56.000]  Free trial at snapforce.com. That's S-N-A-P-F-O-R-C-E dot com.
[01:20:56.000 --> 01:21:22.000]  Hi folks, Alex Jones here with some important information.
[01:21:22.000 --> 01:21:29.000]  I'm Alex Jones.
[01:21:29.000 --> 01:21:37.000]  I'm Alex Jones.
[01:21:37.000 --> 01:22:01.000]  I'm Alex Jones.
[01:22:01.000 --> 01:22:04.000]  We get that question a lot here at bigburkeywaterfilters.com.
[01:22:04.000 --> 01:22:07.000]  And in a word, the answer is protection.
[01:22:07.000 --> 01:22:12.000]  Protection from water main breaks, E. coli contamination, environmental chemical spills,
[01:22:12.000 --> 01:22:16.000]  pesticide runoff, chlorine taste and smell, and all forms of fluoride.
[01:22:16.000 --> 01:22:20.000]  Plus, bigburkey water filters are the original gravity water filter system
[01:22:20.000 --> 01:22:22.000]  and most trusted on the market for a reason.
[01:22:22.000 --> 01:22:26.000]  Tested by multiple independent NSF EPA certified labs,
[01:22:26.000 --> 01:22:28.000]  they are the gold standard in water purification.
[01:22:28.000 --> 01:22:33.000]  At only 1.7 cents a gallon, a single set of filters can last for 5 to 10 years.
[01:22:33.000 --> 01:22:35.000]  That means big savings.
[01:22:35.000 --> 01:22:39.000]  Bigburkey, the one that's powerful enough to purify stagnant pond water.
[01:22:39.000 --> 01:22:42.000]  Get a bigburkey today at bigburkeywaterfilters.com.
[01:22:42.000 --> 01:22:46.000]  GCN listeners receive 5% off all ceramic filter systems.
[01:22:46.000 --> 01:22:50.000]  Visit our website or call 1-877-99-Burkey.
[01:22:50.000 --> 01:22:53.000]  That's 877-99-B-E-R-K-E-Y.
[01:22:53.000 --> 01:22:57.000]  Bigburkey water filters for the love of clean water.
[01:22:57.000 --> 01:23:01.000]  We've had an amazing year here at Supernatural Silver.
[01:23:01.000 --> 01:23:05.000]  We've truly enjoyed the fantastic response from thousands of people
[01:23:05.000 --> 01:23:07.000]  as they've tried our extraordinary product
[01:23:07.000 --> 01:23:11.000]  and we're thrilled that the life-changing results people have.
[01:23:11.000 --> 01:23:15.000]  Our company email is continually full of happy, satisfied customers
[01:23:15.000 --> 01:23:19.000]  who thank us for the help they've received from Supernatural Silver.
[01:23:19.000 --> 01:23:23.000]  This holiday season, as you think of gifts to give your loved ones,
[01:23:23.000 --> 01:23:28.000]  consider giving Supernatural Silver a gift that can help provide good health and wellness,
[01:23:28.000 --> 01:23:32.000]  a gift that can change lives and make a real difference.
[01:23:32.000 --> 01:23:36.000]  In a world where we are constantly exposed to dangerous health threats,
[01:23:36.000 --> 01:23:40.000]  give yourself and your loved ones a fighting chance.
[01:23:40.000 --> 01:23:44.000]  Give Supernatural Silver. Go to SupernaturalSilver.com
[01:23:44.000 --> 01:23:48.000]  and use the promo code HOLIDAY2014 for 30% off.
[01:23:48.000 --> 01:23:51.000]  And this holiday season, we wish you and yours
[01:23:51.000 --> 01:23:53.000]  the blessings of peace and good health.
[01:23:53.000 --> 01:23:58.000]  From all of us here at SupernaturalSilver.com
[01:24:23.000 --> 01:24:27.000]  A major director of the NSA here with us today.
[01:24:27.000 --> 01:24:31.000]  So there are good people from the system telling the truth.
[01:24:31.000 --> 01:24:35.000]  There are so many, but mainstream media tries to ignore them
[01:24:35.000 --> 01:24:38.000]  or vilify them or demonize them.
[01:24:38.000 --> 01:24:41.000]  I want to talk about the morale at the NSA.
[01:24:41.000 --> 01:24:46.000]  Listeners can tweet at hashtag NSA insider,
[01:24:46.000 --> 01:24:51.000]  capitalize NSA and then lower caps insider, hashtag NSA insider.
[01:24:51.000 --> 01:24:53.000]  For your questions, those are coming up in the next segment.
[01:24:53.000 --> 01:24:55.000]  Toll free number to join us.
[01:24:55.000 --> 01:25:03.000]  800-259-9231-800-259-9231
[01:25:03.000 --> 01:25:07.000]  Your chance to talk to a very honorable person in my view
[01:25:07.000 --> 01:25:12.000]  who has a lot of courage and sacrificed their career to try to defend our republic.
[01:25:12.000 --> 01:25:15.000]  And who worked at the NSA trying to defend us from foreign enemies.
[01:25:15.000 --> 01:25:17.000]  Which is what it was set up for.
[01:25:17.000 --> 01:25:20.000]  William, what about the morale at the NSA from your view
[01:25:20.000 --> 01:25:22.000]  and what about your former colleagues?
[01:25:22.000 --> 01:25:24.000]  What are they saying to you? A, and then B,
[01:25:24.000 --> 01:25:27.000]  tell folks a little bit about the persecution you've gone through
[01:25:27.000 --> 01:25:31.000]  just to understand the level of tyranny we're dealing with.
[01:25:31.000 --> 01:25:37.000]  Well, I think I don't talk directly to anybody that works at NSA still
[01:25:37.000 --> 01:25:41.000]  simply because if I did, you know, I'm a target I have been for quite a while
[01:25:41.000 --> 01:25:47.000]  so they would of course be targeted by the FBI and interrogated
[01:25:47.000 --> 01:25:50.000]  by FBI and internal security at NSA.
[01:25:50.000 --> 01:25:52.000]  So I don't do that to them.
[01:25:52.000 --> 01:26:01.000]  But I know that they instituted programs that get agency employees to spy on one another
[01:26:01.000 --> 01:26:05.000]  which simply means that it's just like East Germany.
[01:26:05.000 --> 01:26:07.000]  I mean, your neighbors are spying on you
[01:26:07.000 --> 01:26:10.000]  and here at your neighbors you're working with and trying to do the job.
[01:26:10.000 --> 01:26:13.000]  That's a very hostile environment.
[01:26:13.000 --> 01:26:17.000]  You're basically shaking the trust of individuals
[01:26:17.000 --> 01:26:21.000]  that are trying to do a job internally in the government.
[01:26:21.000 --> 01:26:28.000]  I mean, that makes a very unhealthy atmosphere to work in.
[01:26:28.000 --> 01:26:33.000]  I mean, that's simply unproductive.
[01:26:33.000 --> 01:26:35.000]  It destroys initiative and so on
[01:26:35.000 --> 01:26:38.000]  because nobody wants to do anything for fear that somebody will think it's something wrong
[01:26:38.000 --> 01:26:41.000]  and so they'll get informed on and be interrogated.
[01:26:41.000 --> 01:26:43.000]  That's the way it was in East Germany.
[01:26:43.000 --> 01:26:45.000]  That's why their whole society stagnated.
[01:26:45.000 --> 01:26:49.000]  So that's the real counterproductive process for them to set up.
[01:26:49.000 --> 01:26:54.000]  And I know internally that people from who have retired from NSA
