[00:00:23.526 --> 00:00:25.907]  It's Friday, November 19th.
[01:05:29.479 --> 01:05:32.461]  And right now, our strongest product, the three nootropics we have,
[01:05:33.464 --> 01:05:42.126]  RainForce Plus, RainForce Ultra, and TurboForce are back in stock at InfoWareStore.com.
[01:05:42.126 --> 01:05:45.567]  TurboForce has been sold out for more than six months.
[01:05:45.567 --> 01:05:48.448]  It's back in stock with free shipping, 40% off.
[01:05:48.448 --> 01:05:57.991]  It is 10 hours of clean energy, clean energy without the big crash, and it's available right now, and it funds the InfoWare 360 win.
[01:06:00.270 --> 01:06:04.173]  This transmission is certified vaccine-free.
[01:06:04.173 --> 01:06:08.076]  It's Alex Jones.
[01:06:08.076 --> 01:06:25.408]  Alright, we're back live, and we take you live to the Rittenhouse Self-Defense Trial of the Century in Kenosha, Wisconsin, as the verdict is about to be read by the jury.
[01:06:31.909 --> 01:06:33.090]  And again, there's no audio right now.
[01:06:33.090 --> 01:06:41.417]  No one speaking.
[01:06:41.417 --> 01:06:46.501]  And again, they are waiting in silence for the jury to come in.
[01:06:46.501 --> 01:06:49.063]  There is no audio.
[01:06:49.063 --> 01:06:50.825]  Right now.
[01:06:50.825 --> 01:06:53.527]  Or.
[01:06:53.527 --> 01:06:56.970]  Yeah, they're they're talking, but the judge has the microphones silenced.
[01:07:01.772 --> 01:07:09.016]  And again, ladies and gentlemen, we will continue as this unfolds to cover it while they're waiting for the jury to come in.
[01:07:09.016 --> 01:07:11.037]  A lot of suspense here.
[01:07:11.037 --> 01:07:15.679]  We've all seen what a hero Kyle Rittenhouse is and all the persecution and lies he's been through.
[01:07:15.679 --> 01:07:16.660]  We've seen the corporate media.
[01:07:16.660 --> 01:07:19.261]  Why don't you put it back on screen for me, guys?
[01:07:19.261 --> 01:07:20.202]  Thanks.
[01:07:20.202 --> 01:07:25.124]  We've seen the corporate media.
[01:07:25.124 --> 01:07:30.067]  We've seen the corporate media do everything they can to throw this case to the looters and killers and child molesters.
[01:07:31.824 --> 01:07:38.868]  And we have witnessed them only carry the prosecution statements and just do all their corruption.
[01:07:38.868 --> 01:07:45.473]  This will be a major referendum against the left and the pedophile armies and all the BLM George Soros scum.
[01:07:45.473 --> 01:07:49.335]  If you're a TV viewer, you can see Kyle Rittenhouse's mother, who's been a guest on the show.
[01:07:49.335 --> 01:07:50.696]  She's a listener.
[01:07:50.696 --> 01:07:56.599]  And we'll be definitely getting her back on as soon as this ordeal is hopefully over and get Kyle on the broadcast.
[01:07:56.599 --> 01:07:58.360]  And there is Kyle Rittenhouse.
[01:07:59.363 --> 01:08:06.848]  Again, I just am having a lot of suspense right now, as I know you are.
[01:08:06.848 --> 01:08:09.770]  And we will go to the audio as soon as it's there.
[01:08:09.770 --> 01:08:22.378]  We're just going to let you have some of the room noise there, so that we won't miss anything that is said or done here.
[01:08:22.378 --> 01:08:23.559]  And boy, you can cut the
[01:08:25.615 --> 01:08:26.536]  Suspense with a knife.
[01:08:26.536 --> 01:08:28.316]  This is how I feel all the time.
[01:08:28.316 --> 01:08:39.882]  I mean, I'm reading all the documents, all the admissions, that the vaccines are killing people, that they're designed to slowly kill people, that they aren't vaccines, they erase your immune system, and that you're twice as likely to die or be hospitalized or be sick.
[01:08:39.882 --> 01:08:43.424]  If you take them, the British government is now admitting all this.
[01:08:43.424 --> 01:08:45.505]  And it's just, it's crazy.
[01:08:45.505 --> 01:08:50.148]  And now they say, oh, you've got to have more shots.
[01:08:50.148 --> 01:08:51.889]  And so I don't know what to say.
[01:08:51.889 --> 01:08:53.729]  I don't know what to do at this point.
[01:08:53.729 --> 01:08:54.470]  It's just incredible.
[01:08:55.652 --> 01:08:56.593]  You know, I can't help it.
[01:08:56.593 --> 01:09:03.257]  I never do this for our radio stations, because we have hard-coded satellite feed stuff, but I'm skipping this break.
[01:09:03.257 --> 01:09:03.677]  Coming up.
[01:09:03.677 --> 01:09:06.639]  We haven't done this in a while, but we're going to skip this break.
[01:09:06.639 --> 01:09:10.021]  Stations can go to break if they want, but we're going to skip the break.
[01:09:10.021 --> 01:09:16.025]  Coming up here at least on our internet feeds and everywhere else, because I'm not going to miss this.
[01:09:16.025 --> 01:09:21.549]  So as soon as, again, they start speaking, you will hear them and I will be quiet.
[01:09:24.069 --> 01:09:25.310]  What an incredible time to be alive.
[01:09:25.310 --> 01:09:29.314]  I mean, the boring times are over, folks.
[01:09:29.314 --> 01:09:30.695]  Business as usual is over.
[01:09:30.695 --> 01:09:35.420]  We are living in a takeover by evil at every level.
[01:09:35.420 --> 01:09:37.742]  And that's what history shows us happens.
[01:09:37.742 --> 01:09:43.027]  It just goes in cycles and this is going to be the most insane thing ever seen on this planet.
[01:09:43.027 --> 01:09:45.129]  If the public figures out the vaccine's killing them.
[01:09:46.300 --> 01:09:47.601]  For those of you in the audience portion,
[01:10:11.184 --> 01:10:14.987]  No, it doesn't need to be.
[01:10:14.987 --> 01:10:37.883]  There can't be any reaction at all, no matter how strongly you may feel, and it's understood that many people do have strong feelings, but we can't permit any kind of a reaction to the verdict, and as you can see, there's quite a bit of law enforcement here, and you will be whisked out of here if there is any, so just be aware.
[01:10:37.883 --> 01:10:38.804]  Alright, jury's coming in.
[01:10:41.246 --> 01:10:43.307]  Man, do you believe in America?
[01:10:43.307 --> 01:10:44.147]  It's all on video.
[01:10:44.147 --> 01:10:45.508]  They're still trying to put him in prison.
[01:10:45.508 --> 01:10:48.129]  A George Soros creature.
[01:10:48.129 --> 01:10:50.490]  Very same Soros operatives are trying to shut us down.
[01:10:50.490 --> 01:10:52.872]  Remember that, folks.
[01:10:52.872 --> 01:10:56.893]  Very same people are trying to put Owen in prison right now for peacefully being at the Capitol.
[01:10:56.893 --> 01:10:59.735]  That is the injustice in America that we face.
[01:10:59.735 --> 01:11:04.597]  Will the jury succumb to the satanic brainwashing?
[01:11:04.597 --> 01:11:08.419]  Or will they find him not guilty?
[01:11:08.419 --> 01:11:09.519]  Would you turn it down, please?
[01:11:09.519 --> 01:11:09.960]  Yes.
[01:11:09.960 --> 01:11:10.220]  Thank you.
[01:11:13.191 --> 01:11:18.572]  He's telling them to bring him out.
[01:11:18.572 --> 01:11:20.033]  Yep, this isn't theater, folks.
[01:11:20.033 --> 01:11:23.654]  This is the real world.
[01:11:23.654 --> 01:11:26.254]  The real world, and you're watching live.
[01:11:26.254 --> 01:11:30.495]  November 19th, 2021, on this Friday.
[01:11:30.495 --> 01:11:32.256]  There's young Kyle Rittenhouse.
[01:11:32.256 --> 01:11:33.496]  He's a lot older now, doesn't he?
[01:11:33.496 --> 01:11:39.317]  Looks a lot more manly now than he looked just a year ago.
[01:11:39.317 --> 01:11:41.098]  Trying to defend his dad's business and house.
[01:11:42.588 --> 01:11:48.991]  Facing life in prison.
[01:11:48.991 --> 01:11:53.974]  For killing a pedophile that was attacking him.
[01:11:53.974 --> 01:11:56.655]  And other men chasing him and shooting at him.
[01:11:56.655 --> 01:11:58.496]  The FBI suppressed all that.
[01:11:58.496 --> 01:12:05.760]  And MSNBC and CNN didn't carry most of the, or all of the, in the case of MSNBC, of the defense.
[01:12:05.760 --> 01:12:07.581]  One-sided crap.
[01:12:07.581 --> 01:12:09.862]  And I have a whole folder here
[01:12:11.334 --> 01:12:15.540]  of news saying I'm guilty of stuff when it's not even a jury.
[01:12:15.540 --> 01:12:21.389]  That's their new move is defaulting people in civil cases and lying about them.
[01:12:21.389 --> 01:12:22.671]  Oh, Jones never showed up for court.
[01:12:22.671 --> 01:12:23.732]  Jones never gave us documents.
[01:12:23.732 --> 01:12:25.334]  Jones never did any of this.
[01:12:25.334 --> 01:12:26.075]  All of it lies.
[01:12:29.076 --> 01:12:31.918]  Then all these fools sit there and say, oh, he deserves whatever happens.
[01:12:31.918 --> 01:12:32.859]  He doesn't need a jury.
[01:12:32.859 --> 01:12:33.780]  Why?
[01:12:33.780 --> 01:12:35.201]  He didn't give the documents over.
[01:12:35.201 --> 01:12:39.344]  All right, members of the jury, have you elected a foreperson?
[01:12:39.344 --> 01:12:44.288]  Would you give your adjournment, please?
[01:12:44.288 --> 01:12:45.029]  Fifty-four.
[01:12:45.029 --> 01:12:45.729]  Fifty-four.
[01:12:45.729 --> 01:12:49.312]  And has the jury reached a verdict as to each count of the information?
[01:12:49.312 --> 01:12:50.633]  Yes, we have, Your Honor.
[01:12:50.633 --> 01:12:51.874]  One verdict and one verdict only?
[01:12:51.874 --> 01:12:52.975]  Yes.
[01:12:52.975 --> 01:12:55.137]  Would you hand all of the paperwork to the bailiffs, please?
[01:12:55.137 --> 01:12:57.299]  Yes, the ones that we didn't know.
[01:12:57.299 --> 01:12:57.979]  Everything.
[01:12:57.979 --> 01:12:58.500]  Yeah, thanks.
[01:12:59.935 --> 01:13:05.718]  Live coverage, InfoWars, Kenosha trial, the hero Carl Rittenhouse.
[01:13:05.718 --> 01:13:07.018]  May I see that tool please?
[01:13:07.018 --> 01:13:10.940]  November 19th, 2021.
[01:13:10.940 --> 01:13:13.581]  Self-defense on trial.
[01:13:13.581 --> 01:13:18.323]  Self-defense on the chopping block.
[01:13:18.323 --> 01:13:24.406]  So many of our futures bound to this.
[01:13:24.406 --> 01:13:26.167]  The left, doing everything they can to suppress the truth.
[01:13:27.355 --> 01:13:31.959]  Fighting around the clock, calling a white supremacist.
[01:13:31.959 --> 01:13:38.624]  Everything building up now, to this moment, in time, right now.
[01:13:38.624 --> 01:13:40.805]  Will they be able to unleash the giant hordes of leftist criminals?
[01:13:40.805 --> 01:13:42.947]  I know Ryan will face the jury and hearken to its verdicts.
[01:13:48.783 --> 01:13:52.106]  The first count of the information, Joseph Rosenbaum.
[01:13:52.106 --> 01:13:56.029]  We, the jury, find the defendant, Kyle H. Rittenhouse, not guilty.
[01:13:56.029 --> 01:13:56.950]  Yeah!
[01:13:56.950 --> 01:14:00.413]  As to the second count of the information, Richard McGinnis.
[01:14:00.413 --> 01:14:04.236]  We, the jury, find the defendant, Kyle H. Rittenhouse, not guilty.
[01:14:04.236 --> 01:14:05.477]  Yeah!
[01:14:05.477 --> 01:14:08.720]  As to the third count of the information, Unknown Male.
[01:14:08.720 --> 01:14:12.303]  We, the jury, find the defendant, Kyle H. Rittenhouse, not guilty.
[01:14:12.303 --> 01:14:13.064]  Yeah!
[01:14:13.644 --> 01:14:21.829]  As to the fourth count of the information, Anthony Huber, we, the jury, find the defendant, Kyle H. Rittenhouse, not guilty.
[01:14:21.829 --> 01:14:32.195]  As to the fifth count of the information, Gage Grossports, we, the jury, find the defendant, Kyle H. Rittenhouse, not guilty.
[01:14:32.195 --> 01:14:32.855]  Yes!
[01:14:32.855 --> 01:14:35.296]  Members of the jury, are these your unanimous verdicts?
[01:14:35.296 --> 01:14:38.878]  Is there anyone who does not agree with the verdicts as read?
