[00:00:01.380 --> 00:00:06.802]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[01:08:09.554 --> 01:08:14.377]  It's Alex Jones and the GCN Radio Network.
[01:08:14.377 --> 01:08:20.881]  In 2007, I shot a whole bunch of videos, probably wrote 10, 15 articles, had guests on.
[01:08:22.081 --> 01:08:37.480]  The British Ministry of Defense came out and said that by 2016-2017, they began to believe that global collapse would happen and that hundreds of millions would starve to death, there'd be huge mobs all over the world, basically burning things down.
[01:08:37.480 --> 01:08:38.141]  I didn't say that.
[01:08:39.065 --> 01:08:43.689]  I'm not really a fear porn dealer, but I do respect the British Ministry of Defense.
[01:08:43.689 --> 01:08:47.673]  And a declassified portion of that 23-page report was put out.
[01:08:47.673 --> 01:08:48.954]  The London Guardian picked it up.
[01:08:48.954 --> 01:08:52.017]  The headline was, Flash Mobs and Brain Chips.
[01:08:52.017 --> 01:08:52.638]  In Your Future.
[01:08:54.071 --> 01:08:58.393]  Then about two years later it turned out that was a report on a U.S.
[01:08:58.393 --> 01:09:11.419]  report that in 2009 got partially declassified, saying that global food production and other issues were going to cause a massive deficit that would begin in Africa and the Middle East and cause revolution.
[01:09:11.419 --> 01:09:14.981]  And they predicted it in around the year 2010, which happened right on time.
[01:09:16.721 --> 01:09:20.783]  And then it went on from there to describe the rest of the collapse of the world.
[01:09:20.783 --> 01:09:25.586]  I was attacked by the New York Times, you name it, that I was the fearmonger saying that.
[01:09:25.586 --> 01:09:38.872]  It's like when they have a major publication come out like the Army Times and admit they're doing army drills, and we point out, hey, it shows the US, you know, as their target and says Texas hostile.
[01:09:38.872 --> 01:09:41.614]  Is this more conditioning to accept military on the streets?
[01:09:43.424 --> 01:09:46.526]  And then they say that I said they were going to take over a few years ago and kill everybody.
[01:09:46.526 --> 01:09:47.346]  That's not what I'm saying.
[01:09:47.346 --> 01:09:49.667]  I'm saying what they're preparing for.
[01:09:49.667 --> 01:09:52.469]  And I know a lot of military people.
[01:09:52.469 --> 01:09:54.290]  You see a lot of them on the show.
[01:09:54.290 --> 01:09:56.451]  And they talk about the preparations for civil unrest.
[01:09:56.451 --> 01:10:00.413]  But hey, Vice of HBO has come out and said it.
[01:10:00.413 --> 01:10:02.735]  Oh my gosh, Drugs Report has two links today.
[01:10:02.735 --> 01:10:04.996]  It's up on Infowars.com as well.
[01:10:04.996 --> 01:10:06.397]  And we're going to our guest.
[01:10:07.463 --> 01:10:13.268]  FEMA contractor predicts social unrest caused by 395% food price spikes.
[01:10:13.268 --> 01:10:24.537]  Now, we predicted a 30% spike in the next year a few months ago when we offered 30% off to 40% off on M4 Select super high quality storable food powered by my Patreon.
[01:10:24.537 --> 01:10:26.359]  We private label to give you the lowest prices.
[01:10:26.359 --> 01:10:27.419]  It's already the lowest prices.
[01:10:28.240 --> 01:10:29.181]  At its regular price.
[01:10:29.181 --> 01:10:30.642]  But we're doing 15% off.
[01:10:30.642 --> 01:10:34.565]  I saw this this morning and I said, look, this will sell food.
[01:10:34.565 --> 01:10:35.966]  People need food.
[01:10:35.966 --> 01:10:37.167]  And that helps support the broadcast.
[01:10:37.167 --> 01:10:37.707]  It's a win-win.
[01:10:37.707 --> 01:10:39.188]  But I said, this is scary.
[01:10:39.188 --> 01:10:40.929]  And I've read this story several times.
[01:10:40.929 --> 01:10:42.691]  We're going to cover it after Joseph Farah leaves us.
[01:10:43.491 --> 01:10:43.932]  The U.S.
[01:10:43.932 --> 01:10:49.896]  national security industry is planning for the impact of an unprecedented global food crisis lasting as long as a decade.
[01:10:49.896 --> 01:10:54.499]  That is the exact Pentagon Report 2006, British Report 2007.
[01:10:54.499 --> 01:11:06.508]  According to reports by government contractors, the studies published by the CNA Corporation, December 2015, oh you just learned that now, unreported until now, describe a detailed simulation of protracted global food crisis.
[01:11:06.508 --> 01:11:07.029]  And it goes on.
[01:11:08.629 --> 01:11:14.310]  Yeah, and it all starts in 2016, 2017, accelerates through 2020 to 2030.
[01:11:14.310 --> 01:11:15.671]  We broke this.
[01:11:15.671 --> 01:11:17.651]  We've basically broken everything.
[01:11:17.651 --> 01:11:19.711]  And guess who else has broken all this?
[01:11:19.711 --> 01:11:20.972]  WorldNetDaily.com.
[01:11:20.972 --> 01:11:23.592]  And listen, I don't get paid to say that.
[01:11:23.592 --> 01:11:26.273]  Joseph Farah, when they got the, and I'm not, because he hates this.
[01:11:26.273 --> 01:11:27.073]  He wants to come on and cover news.
[01:11:27.073 --> 01:11:28.053]  He says, please don't talk about me.
[01:11:28.053 --> 01:11:29.714]  He said this before, Alex, but I'm going to do it.
[01:11:29.714 --> 01:11:35.335]  Because I got to just call out these heroes like Drudge and Lord Monckton and Martin Moreno and others.
[01:11:38.001 --> 01:11:56.135]  When they did a FOIA request last year and got the thousands of pages from the Clinton Foundation, from the Clinton Library, it was all how to stop the new press in the future, how to stop Joseph Farah and the Western Journalism Center, because if Joseph Farah succeeds, it'll change the face of media and there'll be new independent media.
[01:11:56.135 --> 01:11:57.796]  We've got to block liberals and conservatives.
[01:11:57.796 --> 01:11:59.518]  We've got to call them conspiracy theorists.
[01:11:59.518 --> 01:12:01.139]  Order the controlled media to do that.
[01:12:01.139 --> 01:12:05.783]  So we literally are getting the guy on that led the way to what
[01:12:06.917 --> 01:12:09.639]  Drudge was able to do what we've done and what you're able to do.
[01:12:09.639 --> 01:12:12.741]  Some will say, well I hope Drudge gets shut down by the Federal Elections Commission.
[01:12:12.741 --> 01:12:13.522]  I hope you do.
[01:12:13.522 --> 01:12:14.442]  I'll get bigger.
[01:12:14.442 --> 01:12:15.903]  No, they'll shut you down too.
[01:12:15.903 --> 01:12:18.085]  And now they're handing the internet over to the UN.
[01:12:18.085 --> 01:12:20.066]  That's in the Washington Post today.
[01:12:20.066 --> 01:12:23.788]  So all I'm saying is everything we warned of is epically now happening.
[01:12:23.788 --> 01:12:33.115]  So I want to ask Joseph Farah, in the limited time we have, he's a busy guy, I want to cover Brexit, I want to cover Trump with him, talk to one of the wise men out there, a true patriot,
[01:12:34.096 --> 01:12:49.163]  What point have we gotten to, Joseph, WND.com, where everything we've talked about is now admitted, our credibility is exploding, but instead the globalist left just says they're going to arrest everybody, and the democratic platform now says arrest climate change deniers.
[01:12:49.163 --> 01:12:51.424]  I mean, it's just crazy.
[01:12:51.424 --> 01:12:52.665]  It's bizarre.
[01:12:52.665 --> 01:12:53.605]  What is going on?
[01:12:53.605 --> 01:12:54.686]  Where do you think this is going?
[01:12:56.278 --> 01:13:02.180]  Well, it's not going in a good direction, that's for sure, Alex, and thank you very much for having me on, by the way.
[01:13:02.180 --> 01:13:02.960]  I appreciate it.
[01:13:02.960 --> 01:13:04.540]  We haven't visited for a while.
[01:13:04.540 --> 01:13:08.722]  Oh, I had to twist your arm, let's be honest.
[01:13:08.722 --> 01:13:10.462]  I didn't think you liked me anymore.
[01:13:10.462 --> 01:13:13.883]  But, you know, we're in a world of hurt.
[01:13:13.883 --> 01:13:15.764]  I mean, I don't know what else to say.
[01:13:15.764 --> 01:13:18.785]  I mean, there's not much good news on the horizon.
[01:13:18.785 --> 01:13:23.506]  We look for it every day so people don't go insane, but it is hard to find.
[01:13:24.707 --> 01:13:27.630]  You know, I think you talk about good news.
[01:13:27.630 --> 01:13:33.174]  You know, I think what we saw happen in Great Britain last week was some good news.
[01:13:33.174 --> 01:13:48.545]  You know, I think the people, and it's not just people in the United States obviously, are beginning to see so much of the kinds of things that we've been talking about, the terrible direction we've been going in, and they're reacting as best they can.
[01:13:48.545 --> 01:13:49.686]  The question is whether
[01:13:50.359 --> 01:13:55.941]  You know, the ruling authorities are going to pay attention to the will of the people.
[01:13:55.941 --> 01:14:00.623]  We've got an election coming up this year, I think, as far as that goes.
[01:14:00.623 --> 01:14:11.107]  You know, in the past, you could argue whether there was a dime's worth of difference between the Republican nominee and the Democratic nominee.
[01:14:11.107 --> 01:14:12.348]  We talked about that in 2004, 2008, and 2012.
[01:14:19.240 --> 01:14:22.022]  And, you know, it was arguable.
[01:14:22.022 --> 01:14:24.943]  It's not even arguable.
[01:14:24.943 --> 01:14:31.546]  In this election, there's trillions of dollars worth of difference between Donald Trump and Hillary Clinton.
[01:14:31.546 --> 01:14:32.146]  Would you agree?
[01:14:32.146 --> 01:14:35.428]  Oh, there is light years of difference.
[01:14:35.428 --> 01:14:38.149]  And we see the establishment showing that.
[01:14:38.149 --> 01:14:39.430]  I mean, they're so afraid.
[01:14:39.430 --> 01:14:41.851]  Why are they so afraid of Trump?
[01:14:41.851 --> 01:14:43.392]  Because he cannot be controlled.
[01:14:43.965 --> 01:14:51.772]  I mean, you know, this is a guy who, when he talks to the American people, they listen.
[01:14:51.772 --> 01:14:53.933]  The media cannot control this guy.
[01:14:53.933 --> 01:14:57.756]  When I say he can't be controlled, I'm really talking about the media, because what are they going to do?
[01:14:57.756 --> 01:14:59.478]  They have to stop covering him.
[01:14:59.478 --> 01:15:01.479]  They have to stop putting him on TV.
[01:15:01.479 --> 01:15:04.482]  That hurts their ratings when they do that.
[01:15:04.482 --> 01:15:06.584]  Now you're hitting them right in the bottom line.
[01:15:06.584 --> 01:15:11.147]  And this is what is so spectacular, I think, about this election.
[01:15:11.147 --> 01:15:12.649]  It's such a quantum
[01:15:13.493 --> 01:15:19.374]  Different from the recent elections we've seen over many, many years.
[01:15:19.374 --> 01:15:23.655]  And he does know his timing because all over the world nationalists and patriots are getting in.
