[00:00.000 --> 00:26.060]  Alright.
[1:26:59.100 --> 1:27:00.940]  their opinion about this.
[1:27:00.940 --> 1:27:06.500]  Namely, parents are upset about the graphic and descriptive nature of some of the books
[1:27:06.500 --> 1:27:08.620]  included in the curriculum.
[1:27:08.620 --> 1:27:14.180]  The book called Your Health Today has been put on hold in Fremont Unified School District.
[1:27:14.180 --> 1:27:19.660]  It was assigned as a ninth grade health textbook, but more than 2,000 parents and residents
[1:27:19.660 --> 1:27:22.900]  signed a petition calling for the book to be removed.
[1:27:22.900 --> 1:27:28.940]  They're upset over how the book addresses things like sex games, sex toys, vibrators,
[1:27:28.940 --> 1:27:31.100]  handcuffs and ropes.
[1:27:31.100 --> 1:27:35.300]  If your kid goes to public school in California, if you don't want your five year old learning
[1:27:35.300 --> 1:27:40.980]  about transgenderism, too bad, because the director of curriculum frameworks and instructional
[1:27:40.980 --> 1:27:45.620]  resources at the California Department of Education, her name is Stephanie Gregson.
[1:27:45.620 --> 1:27:50.940]  She says, I think that people hear the word transgender or gender identity and guidance
[1:27:50.940 --> 1:27:54.580]  for kindergarten through grade three, and they think the worst.
[1:27:54.580 --> 1:27:58.980]  It's really about civil rights issues.
[1:27:58.980 --> 1:28:02.500]  Since when is bondage a civil rights issue, Stephanie?
[1:28:02.500 --> 1:28:11.260]  But California eighth graders taught anal bondage sex involving blood in sex ed classes.
[1:28:11.260 --> 1:28:18.060]  Now I saw that national file article that was posted up on newswords.com, and I thought,
[1:28:18.060 --> 1:28:22.460]  what the hell is blood play?
[1:28:22.460 --> 1:28:26.780]  Now when I've read about that, that's what vampires call it, when they're killing somebody,
[1:28:26.780 --> 1:28:32.020]  you're torturing somebody to death, and sure as hell, I pulled it up, man.
[1:28:32.020 --> 1:28:36.460]  And it is what you do when you're killing somebody, and playing in their blood when
[1:28:36.460 --> 1:28:39.380]  they kill a baby or whatever, they're rolling around it and all that.
[1:28:39.380 --> 1:28:43.020]  And so, you know, I did a little bit of research on that, and I was something I wanted to forget,
[1:28:43.020 --> 1:28:44.660]  and it was sure as hell going on.
[1:28:44.660 --> 1:28:48.380]  Wait, let me just add, these ragwings working on people, they keep busting?
[1:28:48.380 --> 1:28:51.020]  Turns out they say they're vampires.
[1:28:51.020 --> 1:28:52.020]  That's right.
[1:28:52.020 --> 1:28:53.020]  This is vampires coming after kids.
[1:28:53.020 --> 1:28:54.020]  Period.
[1:28:54.020 --> 1:28:55.020]  That's it.
[1:28:55.020 --> 1:29:01.540]  Fellow Patriots, my name is Todd Savage, founder of Black Rifle Real Estate dot com.
[1:29:01.540 --> 1:29:05.300]  Like you, I was a prisoner of the out left sanctuary state, until one day I chose to
[1:29:05.300 --> 1:29:06.940]  lead my family to freedom.
[1:29:06.940 --> 1:29:11.340]  Today we live on a sustainable 20 acre homestead where we shoot, hunt, garden, and homeschool
[1:29:11.340 --> 1:29:14.900]  our children without the tyranny of the nanny state looking over us.
[1:29:14.900 --> 1:29:18.740]  If you're ready to flee the city to the freedom of Idaho or Montana, our Black Rifle Real
[1:29:18.740 --> 1:29:20.300]  Estate team is here to help.
[1:29:20.300 --> 1:29:46.700]  Go to blackriflerealestate.com, that's blackriflerealestate.com.
[1:29:46.700 --> 1:30:00.980]  I want to talk about super silver whitening toothpaste, because I hadn't tried it, except
[1:30:00.980 --> 1:30:05.500]  for maybe the last week and a half, and I told Alex, I said, man, this is the best toothpaste
[1:30:05.500 --> 1:30:06.500]  I've ever tried.
[1:30:06.500 --> 1:30:08.540]  He's like, well, what are you doing just sitting in here telling me?
[1:30:08.540 --> 1:30:10.340]  You got to get up there and tell people.
[1:30:10.340 --> 1:30:16.500]  So here I am telling people, super silver whitening toothpaste is by far the best toothpaste
[1:30:16.500 --> 1:30:21.220]  I've ever tried, and I'm 45 years old, and I've tried a lot of different toothpaste.
[1:30:21.220 --> 1:30:22.700]  And it's fluoride free.
[1:30:22.700 --> 1:30:26.900]  I think the big difference the game changer in this is the coral calcium, because after
[1:30:26.900 --> 1:30:31.500]  I brush my teeth with this, they feel so clean and the toothpaste that I don't even like
[1:30:31.500 --> 1:30:35.660]  rinse out my mouth after I brush my teeth with this, it feels so good.
[1:30:35.660 --> 1:30:39.780]  It feels like it feels like good things are happening in my mouth.
[1:30:39.780 --> 1:30:45.060]  In fact, I find myself brushing my teeth three to four times a day rather than just twice
[1:30:45.060 --> 1:30:56.820]  a day now because I like the way it feels.
[1:30:56.820 --> 1:31:01.100]  I would thank you for everything you've done for the info war, but I know you're like me.
[1:31:01.100 --> 1:31:03.020]  You don't want my thanks.
[1:31:03.020 --> 1:31:06.900]  You want victory over the globalist and these devil worship and child molesters and you
[1:31:06.900 --> 1:31:09.340]  want them off your back and off your children's back.
[1:31:09.340 --> 1:31:10.340]  You know what?
[1:31:10.340 --> 1:31:11.340]  I'm the same way.
[1:31:11.340 --> 1:31:12.900]  And that's why we're on the same damn team.
[1:31:12.900 --> 1:31:20.220]  And it's why info wars has been delivering time and time again when it's clutch time to
[1:31:20.220 --> 1:31:25.140]  focus the people on taking action against the globalist because I'm committed to a future
[1:31:25.140 --> 1:31:28.140]  for humanity and I know you are as well.
[1:31:28.140 --> 1:31:31.940]  So thank you in 2019 for standing with us because you are the info war and I want to
[1:31:31.940 --> 1:31:37.260]  thank you for committing to stand with us in 2020 however you can for bottom my heart
[1:31:37.260 --> 1:31:39.980]  from my family and from the great crew at info wars.
[1:31:39.980 --> 1:31:44.260]  I want to thank you all because you are the info war and you know that's not just words.
[1:31:44.260 --> 1:31:46.060]  That's reality.
[1:31:46.060 --> 1:31:47.620]  You have made history.
[1:31:47.620 --> 1:31:55.060]  We have made history together info wars.com only has power because of you and I suggest
[1:31:55.060 --> 1:31:56.060]  you use it.
[1:31:56.060 --> 1:32:00.660]  I've got to really hand it to the listeners and viewers from info wars.
[1:32:00.660 --> 1:32:06.340]  Your support and your help in rebooting Americana is a challenge to the globalist system of
[1:32:06.340 --> 1:32:11.740]  corporate tyranny has really caught hold not just here in the U.S. worldwide and President
[1:32:11.740 --> 1:32:18.100]  Trump's fearlessness when it comes to promoting Americana and basic liberty is amazing as well.
[1:32:18.100 --> 1:32:23.340]  He's still lacking on the big tech censorship taking action against that in some other areas
[1:32:23.340 --> 1:32:28.340]  but tried to end the wars boosting our economy speaking out against communist China.
[1:32:28.340 --> 1:32:33.580]  Trump's been doing an amazing job but now more than ever we really have to realize that
[1:32:33.580 --> 1:32:38.980]  we're being targeted because we are effective and the globalists are beginning to lose their
[1:32:38.980 --> 1:32:44.180]  war against humanity in a big way and so we're going to see some major fireworks out of them
[1:32:44.180 --> 1:32:49.220]  but it's critical to not let ourselves get down when we see all the poison they spray
[1:32:49.220 --> 1:32:50.220]  at us.
[1:32:50.220 --> 1:32:52.060]  That's an attempt to demoralize us.
[1:32:52.060 --> 1:33:00.020]  We've got to remember that and stay focused and stay happy.
[1:33:00.020 --> 1:33:20.140]  We're listening to the Alex Jones show.
[1:33:20.140 --> 1:33:26.620]  Big Brother mainstream media government cover ups you want to stop tyranny.
[1:33:26.620 --> 1:33:31.620]  Still so does he live from the info wars dot com studios.
[1:33:31.620 --> 1:33:43.620]  It's Alex Jones.
[1:33:43.620 --> 1:33:49.620]  Throughout all of human history that's recorded now even unrecorded for digging up archaeological
[1:33:49.620 --> 1:33:56.220]  areas and finding the same paradigm there are times when we begin to build civilization
[1:33:56.220 --> 1:34:02.580]  based on agrarian systems but then a priesthood within a few generations starts taking control
[1:34:02.580 --> 1:34:11.060]  and within a few more generations human sacrifice and annihilation begins then that population
[1:34:11.060 --> 1:34:17.780]  is exploited to take over the next population to build an empire then it becomes so anti
[1:34:17.780 --> 1:34:22.420]  human and so destructive it begins to collapse back into the jungle or desert from which
[1:34:22.420 --> 1:34:28.620]  it came.
[1:34:28.620 --> 1:34:33.700]  And when people start to adopt this it's oh be tolerant let live and let live but then
[1:34:33.700 --> 1:34:39.980]  as soon as this group replicates itself and gets into control and power of any race color
[1:34:39.980 --> 1:34:43.540]  creed we're all the same same paradigm.
[1:34:43.540 --> 1:34:47.540]  It then comes after the children and tells you you must conform to it.
[1:34:47.540 --> 1:34:56.300]  It's not tolerant at all and for the diversity of the future we're here to groom your children
[1:34:56.300 --> 1:35:01.860]  you heard that quote priest with his rainbow flag around him and he wants to spend some
[1:35:01.860 --> 1:35:09.700]  time with your children wants to help enrich their life he wants to make sure they get
[1:35:09.700 --> 1:35:15.420]  on the right path he wants access to him in that school you don't have a damn thing to
[1:35:15.420 --> 1:35:19.220]  say about it California saying they're going to inoculate children without parental consent
[1:35:19.220 --> 1:35:25.460]  past a lot of do it they say they're coming for your children at every level this is their
[1:35:25.460 --> 1:35:30.420]  system we're going to go to your calls right now I just want to say that the big mega year
[1:35:30.420 --> 1:35:35.980]  in sale is over and I have told you that in this new year the biggest sales we're ever
[1:35:35.980 --> 1:35:39.380]  going to be able to have a 40% or so because I'm not going to just increase the prices
[1:35:39.380 --> 1:35:42.940]  of things and then cut the price of it to say there's a bigger sale I'm not doing that
[1:35:42.940 --> 1:35:49.660]  gimmick that so many others do but I was talking to one of the office manager's crew last
[1:35:49.660 --> 1:35:54.020]  night and I was talking about how we're sold out of Super Bowl Vitality and how it takes
[1:35:54.020 --> 1:35:59.500]  three months to make more of this proprietary process by a famous outfit in the Utah we
[1:35:59.500 --> 1:36:03.900]  private label it from then this particular recipe of known herbs that increase libido
[1:36:03.900 --> 1:36:08.380]  stamina and so many other things and because it's cold press it takes three to five times
[1:36:08.380 --> 1:36:14.900]  more the herbs but it's got that living essence in it and really blows people away well super
[1:36:14.900 --> 1:36:19.780]  male vitality is sold out but here's a little secret the super female vitality women just
[1:36:19.780 --> 1:36:23.100]  want to buy something that's just for women so it's a little bit different formula but
[1:36:23.100 --> 1:36:29.860]  it works just as good for men and some men like it better I've taken both they're both
[1:36:29.860 --> 1:36:37.500]  excellent but it's for men and women and it's still 60% off but but that sells right we'd
[1:36:37.500 --> 1:36:42.340]  sell out of it in a couple weeks so we're going to run that for one week at 60% off
[1:36:42.340 --> 1:36:45.660]  and you need to experience if you've never experienced it for men and women super female
[1:36:45.660 --> 1:36:53.420]  vitality info or store.com 40% off lung cleanse which very thick though sometimes the sprayer
[1:36:53.420 --> 1:36:56.580]  gets clogged up you up under hot water because it's not just a bunch of alcohol and thin
[1:36:56.580 --> 1:37:01.500]  crap it's very thick essential oils amazing in fact I want some right now my bottle ran
[1:37:01.500 --> 1:37:04.980]  out this is a new one I need to open that spray at my throat and with all the polymers
[1:37:04.980 --> 1:37:10.820]  in the air it's the best system out there it's 40% off we have pollen block it's from
[1:37:10.820 --> 1:37:16.060]  special quail they're given a special proprietary diet and then it creates a natural compound
[1:37:16.060 --> 1:37:20.780]  that's been absolutely documented to reduce all sorts of allergies and problems pollen
[1:37:20.780 --> 1:37:26.700]  block is amazing again info or store.com and we have so many other great products like
[1:37:26.700 --> 1:37:35.340]  winter sun super high quality vitamin D3 the most absorbable type out there take it under
[1:37:35.340 --> 1:37:41.060]  the tongue you can't get that sun during the winter obviously that's why there's so many
[1:37:41.060 --> 1:37:46.580]  more illnesses and problems sunlight on the skin is where it creates the D3 well this
[1:37:46.580 --> 1:37:51.060]  gives it to you and a lot of people can't absorb D3 in the stomach as much or the intestines
[1:37:51.060 --> 1:37:56.220]  so it's done in the mouth all those blood vessels and so again we also have the ultra
[1:37:56.220 --> 1:38:00.580]  12 it's excellent to take under the tongue at info or store.com so those are all still
[1:38:00.580 --> 1:38:07.860]  40 to 50% off and 60% off because I've not gone and gotten those changed yet they will
