[00:00:30.179 --> 00:00:30.566]  I'll play.
[01:34:38.139 --> 01:34:43.463]  But they already pioneered the Gates Foundation, GMO, and Monsanto.
[01:34:43.463 --> 01:34:45.064]  And they pioneered forced inoculation.
[01:34:45.064 --> 01:34:48.967]  They're just, oh, we just need to put this in your body right now.
[01:34:48.967 --> 01:34:51.930]  I'm going to behave myself, because I want to get into the Secret Service thing.
[01:34:51.930 --> 01:34:53.791]  I want to get into the huge.
[01:34:53.791 --> 01:34:54.632]  Robert F. Kennedy Jr.
[01:34:54.632 --> 01:34:56.053]  is usually attacked as not real.
[01:34:56.053 --> 01:34:57.474]  He's not a real patriot.
[01:34:57.474 --> 01:34:59.335]  No, he was real, but he was scared.
[01:34:59.335 --> 01:34:59.856]  Now he's real.
[01:35:01.032 --> 01:35:02.974]  You know, they've been killing a bunch of his family, by the way.
[01:35:02.974 --> 01:35:03.595]  Oh, he's real.
[01:35:03.595 --> 01:35:04.056]  He's real.
[01:35:04.056 --> 01:35:04.496]  He's real.
[01:35:04.496 --> 01:35:04.977]  He's real.
[01:35:04.977 --> 01:35:05.417]  He's real.
[01:35:05.417 --> 01:35:07.320]  He's real!
[01:35:07.320 --> 01:35:08.221]  He's real!
[01:35:08.221 --> 01:35:09.683]  And you don't like that either!
[01:35:17.412 --> 01:35:21.093]  Vitamin Mineral Fusion is one of our best-selling products.
[01:35:21.093 --> 01:35:22.594]  It wasn't always that way.
[01:35:22.594 --> 01:35:30.716]  We hardly ever promoted it when we first launched it a few years ago, but people slowly began to try it, and almost everyone that orders it reorders it.
[01:35:30.716 --> 01:35:38.439]  That's why we're offering it right now at InfoWarsLife.com at 50% off, even though we're about to sell out.
[01:35:38.439 --> 01:35:44.361]  Because I want people who've been on the fence, who've heard us talk about it, who've read some of the reviews, to experience it for yourself.
[01:35:44.361 --> 01:35:45.041]  And this is important.
[01:35:45.461 --> 01:35:48.163]  It's not just all the key vitamins and minerals you need.
[01:35:48.163 --> 01:35:53.367]  It's also got amino acids that are known to help you absorb more of this into your body.
[01:35:53.367 --> 01:36:00.852]  And that's really important for folks that are older because a lot of people don't absorb vitamins and minerals in pill form.
[01:36:01.172 --> 01:36:01.852]  We're good to go!
[01:36:18.459 --> 01:36:24.285]  As I record this announcement, there's only one week left in the biggest sale yet of 2020.
[01:36:24.285 --> 01:36:31.792]  We will not have this sale that's going on right now in May until our Christmas sale comes up.
[01:36:31.792 --> 01:36:38.459]  All of our best-selling supplements are 30 to 60% off at InfoWarsTore.com.
[01:36:38.459 --> 01:36:40.001]  Let me just hone in on one of the products.
[01:36:40.621 --> 01:36:42.622]  DNA Force Plus.
[01:36:42.622 --> 01:36:49.905]  It's got high quality PQQ, CoQ10, and a bunch of other natural ingredients that are known to supercharge the effects of that.
[01:36:49.905 --> 01:37:00.569]  Learn what PQQ and CoQ10 can do for you, no matter how old you are, no matter what color you are, no matter where you live in the world, it works the same on everybody.
[01:37:00.569 --> 01:37:03.130]  It's known to be able to regrow nerves.
[01:37:03.130 --> 01:37:06.331]  It's designed so that your telomeres last longer.
[01:37:06.331 --> 01:37:08.252]  It doesn't make them grow, it makes them shrink.
[01:37:14.554 --> 01:37:22.796]  I don't have to tell you that we are in the most important point in human history.
[01:37:22.796 --> 01:37:25.977]  The globalists have taken the gloves off and they've taken the mask off.
[01:37:25.977 --> 01:37:28.978]  And they're like, yeah, you're taking implantable chips.
[01:37:28.978 --> 01:37:30.758]  Yeah, we're into pedophilia.
[01:37:30.758 --> 01:37:32.539]  Yeah, we're into world government.
[01:37:32.539 --> 01:37:34.399]  Yeah, you're obsolete.
[01:37:34.399 --> 01:37:35.460]  You are non-essential.
[01:37:36.440 --> 01:37:38.262]  We are shutting your ass down.
[01:37:38.262 --> 01:37:43.106]  Yeah, we told you don't be farmers and don't be ranchers and don't work in industry anymore.
[01:37:43.106 --> 01:37:44.787]  You're going to be the service economy.
[01:37:44.787 --> 01:37:50.151]  And now the globalists are telling you that there's no more service economy and you're obsolete.
[01:37:50.151 --> 01:37:55.296]  So you better bow down to them and get your universal pittance income so they can dictate your life.
[01:37:55.876 --> 01:37:58.477]  The handcuffs are going on right now.
[01:37:58.477 --> 01:38:01.159]  We have to resist and say no to the New World Order.
[01:38:01.159 --> 01:38:03.820]  And that takes you understanding you were right.
[01:38:03.820 --> 01:38:05.341]  And understanding I was right.
[01:38:05.341 --> 01:38:10.064]  And getting in people's faces and raising the alarm now while you still can.
[01:38:10.064 --> 01:38:11.865]  Now is the time for action.
[01:38:11.865 --> 01:38:13.686]  Now is the time for you to shine.
[01:38:13.686 --> 01:38:15.687]  And be the Paul Revere's you know you are.
[01:38:18.362 --> 01:38:23.806]  It's Tuesday morning as I record this important announcement at my kitchen table to the listeners and viewers of InfoWars.
[01:38:23.806 --> 01:38:26.608]  We're running the biggest sale we've had yet of the year.
[01:38:26.608 --> 01:38:30.171]  We won't have a sale this big until our Christmas sale.
[01:38:30.171 --> 01:38:36.116]  It's all of our best-selling high-quality supplements for 30 to 60% off.
[01:38:36.116 --> 01:38:37.417]  50% off X2.
[01:38:37.417 --> 01:38:39.038]  It's back in stock.
[01:38:39.038 --> 01:38:41.280]  60% off the 8-pack PowerStack.
[01:38:41.280 --> 01:38:42.141]  That's our best deal.
[01:38:42.141 --> 01:38:44.282]  That's an amazing product.
[01:38:44.282 --> 01:38:46.264]  50% off DNA Force Plus.
[01:38:46.264 --> 01:38:46.364]  40% off
[01:38:47.805 --> 01:38:56.531]  Vazzo Beats, 50% off Vitaminal Fusion, 50% off Real Red Bull, Real Red Bull Plus, despite the fact that it's close to selling out.
[01:38:56.531 --> 01:39:00.393]  This is all available at infowarestore.com.
[01:39:00.393 --> 01:39:07.198]  They're amazing products, and they also fund the Info War, which makes them even more amazing.
[01:39:07.198 --> 01:39:10.320]  Ultimate Krill Oil, highest quality you're going to find, incredible benefits.
[01:39:10.320 --> 01:39:12.261]  It's back in stock, 50% off.
[01:39:12.261 --> 01:39:17.285]  Take action now, make your life better, and fund the Info War at infowarestore.com.
[01:39:22.020 --> 01:39:24.628]  You're listening to The Alex Jones Show.
[01:39:53.368 --> 01:39:55.369]  Okay.
[01:39:55.369 --> 01:39:59.269]  I was going to take calls, and we'll probably do it some next hour.
[01:39:59.269 --> 01:40:04.811]  Dan Lyman on the latest Islamist UN-run invasion of Europe is going to be popping in from EuropeWars.com.
[01:40:04.811 --> 01:40:10.552]  But I want to hit this article because it got a lot of attention last week.
[01:40:10.552 --> 01:40:11.692]  Somehow, I didn't even know about it.
[01:40:11.692 --> 01:40:15.013]  It got picked up by a bunch of publications.
[01:40:15.013 --> 01:40:16.394]  And it really ties into everything.
[01:40:16.394 --> 01:40:22.075]  It's the Washington Times Secret Service interviewed InfoWars Alex Jones over claim of plot to kill Trump.
[01:40:23.939 --> 01:40:34.508]  And it turns out, I hadn't talked about this in a couple years, but I just mentioned it two weeks ago, and I thought that they'd heard me talk about it and tell the story and just put this foyer in.
[01:40:34.508 --> 01:40:35.149]  No.
[01:40:35.149 --> 01:40:43.276]  They put this in in 2017, and they just got it last week.
[01:40:43.276 --> 01:40:45.738]  And I guess the Washington Times thought I just made it up.
[01:40:47.250 --> 01:40:58.356]  That we discovered a plot to kill the President and that I'd made it up that the President told the Secret Service to call me to get briefed on it.
[01:40:58.356 --> 01:41:02.899]  I mean, I told the President over the phone this, too!
[01:41:04.667 --> 01:41:06.968]  And that's what irritates me about the Q stuff.
[01:41:06.968 --> 01:41:08.308]  There's a lot of great Q people.
[01:41:08.308 --> 01:41:10.069]  They do a lot of great things.
[01:41:10.069 --> 01:41:12.610]  But then anybody can pose as Q. It's kind of like anonymous.
[01:41:12.610 --> 01:41:14.351]  You can have thousands of anonymouses out there.
[01:41:14.351 --> 01:41:15.852]  People go, are you with anonymous?
[01:41:15.852 --> 01:41:18.173]  And I go, no, because it could be anybody.
[01:41:18.173 --> 01:41:20.033]  Are there some good anonymouses and some bad?
[01:41:20.033 --> 01:41:22.054]  Absolutely.
[01:41:22.054 --> 01:41:25.636]  But like, I'm really talking to the Defense Intelligence Agency.
[01:41:25.636 --> 01:41:27.236]  I'm really talking to high level CIA.
[01:41:27.236 --> 01:41:28.557]  I'm really talking to the president.
[01:41:28.557 --> 01:41:31.218]  I'm really doing all that, but I'm doing my own thing.
[01:41:33.427 --> 01:41:36.628]  Most of the time, they're getting information from me.
[01:41:36.628 --> 01:41:41.869]  But I did have the Secret Service approach me.
[01:41:41.869 --> 01:41:48.351]  And I was at the RNC, and the night they tried to approach me, I had been drinking.
[01:41:48.351 --> 01:41:51.452]  And I didn't even meet with them, because I'd been up all day and didn't do it.
[01:41:51.452 --> 01:41:53.212]  And they were kind of insulted.
[01:41:53.212 --> 01:41:56.013]  So then they approached Joe Biggs.
[01:41:57.338 --> 01:42:02.962]  And Biggs is like, yeah, she's got a black ambulance, she's having seizures every hour, and they say, we've got reporters, we've got to follow.
[01:42:02.962 --> 01:42:07.666]  And I go, Biggs, I believe you, but I said, I want to meet with the Secret Service.
[01:42:07.666 --> 01:42:09.507]  They said, well, you didn't go to the meeting or whatever.
[01:42:09.507 --> 01:42:10.928]  And I said, OK, man, I was tired.
[01:42:10.928 --> 01:42:13.070]  It was like 9 at night.
[01:42:13.070 --> 01:42:15.151]  I'm being totally off by everything right now.
[01:42:15.151 --> 01:42:16.332]  And I don't drink that much now.
[01:42:16.332 --> 01:42:17.653]  A lot of times I quit for months and months.
[01:42:17.653 --> 01:42:19.295]  But I did get a little sauce that night.
[01:42:19.295 --> 01:42:20.415]  They wanted to meet with me.
[01:42:20.415 --> 01:42:23.458]  And my God, who I was already having dinner with that night, the planets aligned.
[01:42:23.458 --> 01:42:24.679]  It was like Nigel Farage.
[01:42:26.155 --> 01:42:27.956]  Remember the former police commissioner in New York?
[01:42:27.956 --> 01:42:28.716]  It was crazy.
[01:42:28.716 --> 01:42:35.698]  This basement restaurant was crazy, but... I say drunk.
[01:42:35.698 --> 01:42:37.059]  I had a bunch of Italian food and red wine.
[01:42:37.059 --> 01:42:39.580]  I mean, I was tired.
[01:42:39.580 --> 01:42:44.281]  And then they sent somebody to Texas from another federal agency and said, yeah, man, a black ambulance.
[01:42:44.281 --> 01:42:45.442]  She's having seizures all the time.
[01:42:46.687 --> 01:42:48.168]  Why don't you send your reporters out to catch it?
[01:42:48.168 --> 01:42:49.850]  And I said, I only have a few reporters.
[01:42:49.850 --> 01:42:54.775]  Well, Millie Weaver went, she caught her in Ohio collapsing, but was behind the tents and all the rescue stuff.
[01:42:54.775 --> 01:42:59.379]  But then somebody else in New York on 9-11, a month or so later, did catch it.
[01:42:59.379 --> 01:43:02.563]  Her famously falling down, that probably cost her the election.
[01:43:02.563 --> 01:43:06.927]  So I think the Secret Service, like anybody at the FBI or any agency, on average, they're hardworking, good people.
[01:43:09.611 --> 01:43:24.197]  So I went on air and I told that story back at the time, 2017, that you've got all these Democrats and Phil Mudd, who used to run CIA assassination teams for the CIA, now FBI under Mueller, saying they're going to kill the President.
[01:43:24.197 --> 01:43:29.499]  And you had an Aspen Institute where they said, we're going to take the President out, Clapper and Brennan, by December.
[01:43:29.499 --> 01:43:31.519]  So in October, November, December 2017, I was
[01:43:35.009 --> 01:43:37.430]  Like, Trump called me, sir, you gotta watch out.
[01:43:37.430 --> 01:43:39.971]  I'm telling you, have you heard how they're threatening you?
[01:43:39.971 --> 01:43:42.172]  You know, on CNN?
[01:43:42.172 --> 01:43:51.295]  And it's like, just a minute, and they cut on when I say that, and then come back, and yeah, yeah, yeah, mud, mud, you know, and McCain's a big problem.
[01:43:51.295 --> 01:43:52.796]  Oh, yeah, McCain.
[01:43:52.796 --> 01:44:03.280]  So, imagine, that's why I was in the news, like, get Jones, get Jones, get Jones, because I'm like, hey, Fiona Hill, and these guys are betraying you, and they're Bilderberg, and Stone was telling me that, and all the lines are tapped, folks.
[01:44:05.339 --> 01:44:10.161]  And then, you know, William Binney, former technical head of the NSA, calls up and goes, get Trump this document.
[01:44:10.161 --> 01:44:11.961]  This was actually, the FISA court released this.
[01:44:11.961 --> 01:44:13.522]  They were spying on him illegally.
[01:44:13.522 --> 01:44:14.702]  We broke that!
[01:44:14.702 --> 01:44:16.383]  And it wasn't that we broke it.
[01:44:16.383 --> 01:44:23.185]  No one else would touch it.
[01:44:23.185 --> 01:44:26.106]  So, the Secret Service calls up, and I invited them over.
[01:44:26.106 --> 01:44:27.587]  They said, yeah, we might come over, but they didn't.
[01:44:28.837 --> 01:44:31.279]  And they just said, can you send us where these threats are being made?
