[00:00.000 --> 00:18.600]  son
[1:18:31.200 --> 1:18:39.200]  First they come for Alex Jones, everyone else like Domino's would fall.
[1:18:47.200 --> 1:18:49.200]  We're not in Kansas anymore.
[1:18:51.200 --> 1:18:56.200]  You can't watch this, the movie, available now at InfowarsStore.com.
[1:18:56.200 --> 1:19:03.200]  It's never been easy to figure out the essentials of a new supplement routine.
[1:19:03.200 --> 1:19:10.200]  That's why we created the 8-Pack PowerStack, your go-to option for the building blocks of a successful approach to supplementation.
[1:19:10.200 --> 1:19:18.200]  This one-stop shop for those looking to simplify or adjust their routine is perfect for new and old Infowariers alike.
[1:19:18.200 --> 1:19:26.200]  With the 8-Pack PowerStack, there's no trial and error, messy bottles laying across the counter, or 20-minute morning habits.
[1:19:26.200 --> 1:19:33.200]  Just take the wake-up-and-work or rest-and-recover packs each day for quick, easy-to-use and conveniently accessible formulas
[1:19:33.200 --> 1:19:39.200]  to help you reach your peak without the deep supplement knowledge, stacks of bottles, and complicated routine.
[1:19:39.200 --> 1:19:44.200]  Featuring eight different formulas for a total take on your health and wellness.
[1:19:44.200 --> 1:19:49.200]  You can find what you like and get even more powerful versions in the store.
[1:19:49.200 --> 1:20:18.200]  Head to InfowarsStore.com and check out 8-Pack PowerStack today and jumpstart your supplement routine.
[1:20:19.200 --> 1:20:31.200]  On and on and on some highway east of Omaha, you can listen to the engine modin' out his one-note song.
[1:20:31.200 --> 1:20:43.200]  You can think about the woman or the girl you knew the night before.
[1:20:43.200 --> 1:20:55.200]  But your thoughts will soon be wandering the way they always do when you're riding 16 hours and there's nothing much to do.
[1:20:55.200 --> 1:21:02.200]  And you don't feel much like riding, you just wish the trip was through.
[1:21:02.200 --> 1:21:14.200]  Authoritarianism is not just a word, it's a system of slavery. And we are facing biblical-level mark of the beast, total surveillance, total control.
[1:21:14.200 --> 1:21:23.200]  By nightmare control freaks, obsessed with hurting children, obsessed with destroying families, obsessed with undermining culture and civilization itself
[1:21:23.200 --> 1:21:33.200]  as if they work for some off-world alien spirit that is sworn to destroy human life.
[1:21:33.200 --> 1:21:46.200]  And then you read the Bible and you say, they either predicted all of this because they were warned by another off-world entity, God,
[1:21:46.200 --> 1:21:55.200]  or they wrote all this as a self-fulfilling prophecy to actually build it. But then who told them to build this?
[1:21:55.200 --> 1:21:58.200]  Think about the mysteries of the universe, ladies and gentlemen.
[1:21:58.200 --> 1:22:05.200]  Now, I was a little late getting in here. I apologize during that break. I run around like a chicken with my head cut off because we have
[1:22:05.200 --> 1:22:16.200]  been joining us in studio Zack Voorhees, who's a very well-spoken, very focused, accomplished Google engineer.
[1:22:16.200 --> 1:22:24.200]  And when we've had other big whistleblowers on, they say, no, this guy is the Ed Snowden leaker. This is the mother load.
[1:22:24.200 --> 1:22:32.200]  In fact, I had my big giant stack of the data dump, not all 2,000 pages, but about 1,000 pages in a folder last week.
[1:22:32.200 --> 1:22:41.200]  You guys bring that into me. Thanks. And he's going to be with us for the next two plus hours, as long as he wants to be here.
[1:22:41.200 --> 1:22:48.200]  If he wants to stay to the end, I'm hosting the fourth hour, so that'll be two hours and 40 minutes, roughly.
[1:22:48.200 --> 1:22:58.200]  And so he's waiting right out there. He's coming in here. And so after he gets his chance to spill his guts with what he wants to talk about,
[1:22:58.200 --> 1:23:06.200]  we're going to do something I love because I've learned with the callers when we are on a specific issue, we get amazing calls.
[1:23:06.200 --> 1:23:13.200]  So it's going to be on big tech censorship. It's going to be on Google and it's going to be on any questions you've got, how to stop it.
[1:23:13.200 --> 1:23:16.200]  But it's not going to be on China. It's not going to be on the U.S. economy.
[1:23:16.200 --> 1:23:23.200]  It's going to be on our ability to communicate in the 21st century and this technocracy that's swallowing up our lives.
[1:23:23.200 --> 1:23:31.200]  So we're going to open the phones up next hour specifically for you to ask your questions.
[1:23:31.200 --> 1:23:34.200]  And I really appreciate him coming here and having this courage.
[1:23:34.200 --> 1:23:39.200]  So this is what InfoWars is all about. Now I'm going to stop right there.
[1:23:39.200 --> 1:23:43.200]  dredgerport.com is linked to this article on the left hand side.
[1:23:43.200 --> 1:23:51.200]  Epstein's cellmate told there will be price to pay if he talks, bags to be transferred to another jail.
[1:23:51.200 --> 1:23:57.200]  The jail guards that were last with Epstein won't talk to the feds either.
[1:23:57.200 --> 1:24:10.200]  Ex-cop Nicholas Tartaleoni basically says they're about to kill him.
[1:24:10.200 --> 1:24:16.200]  This whole thing is so out of the open, so brazen, so crazy.
[1:24:16.200 --> 1:24:22.200]  There's stories on the left hand side of dredgerport.com. And then there's this headline from Medium.
[1:24:22.200 --> 1:24:26.200]  We're posting it on infowars.com written by Zach Voorhees.
[1:24:26.200 --> 1:24:29.200]  And I can't even think of the headline that's powerful enough.
[1:24:29.200 --> 1:24:36.200]  He's going to show you, and he does it in this article, how Google fixes the Clinton death count and other results.
[1:24:36.200 --> 1:24:46.200]  Let me tell you something. Most of the time I try to search an InfoWars or a Breitbart or a Daily Caller or a Gateway Pundit headline.
[1:24:46.200 --> 1:24:54.200]  It isn't even available. I mean exact searches aren't available.
[1:24:54.200 --> 1:24:57.200]  And they go up to Congress and go, oh, we're not blocking anything.
[1:24:57.200 --> 1:25:01.200]  They're taking control of the whole world's information system.
[1:25:01.200 --> 1:25:04.200]  Now there's a paradox here.
[1:25:04.200 --> 1:25:10.200]  The more important and powerful the broadcast and the more larger the audience is, the less I plug.
[1:25:10.200 --> 1:25:18.200]  And everybody knows when you talk radio, you're able to find yourself with the plugs that you have during the live show.
[1:25:18.200 --> 1:25:22.200]  And so our biggest problem around here, finding things is me.
[1:25:22.200 --> 1:25:28.200]  But I will tell you, ladies and gentlemen, that you've seen the ringer they put us through, the persecution, the attacks, all of it.
[1:25:28.200 --> 1:25:32.200]  And because of you, we're still here on air and we're attempting to expand.
[1:25:32.200 --> 1:25:43.200]  And it's easy. I just haven't got paid this year and I'm spending money I save and that's okay because I'm going to run this thing all the way into the ground.
[1:25:43.200 --> 1:25:45.200]  He'll take a couple years to do it.
[1:25:45.200 --> 1:25:49.200]  I'd rather not do that, but I'm not if you're telling you that just as some little statement.
[1:25:49.200 --> 1:25:52.200]  You've seen what they've done.
[1:25:52.200 --> 1:25:57.200]  We need to be in place in 2020 and we need to be here to fight back.
[1:25:57.200 --> 1:26:02.200]  But folks need to realize your word of mouth, spread the word is what overrides them.
[1:26:02.200 --> 1:26:05.200]  That's why they now want to control instant messages and emails.
[1:26:05.200 --> 1:26:11.200]  And don't want you to be able to tell people about Alex Jones or Imphal Wars or Trump recruiting women to the campaign.
[1:26:11.200 --> 1:26:13.200]  That's not allowed either.
[1:26:13.200 --> 1:26:15.200]  You see, it's going to be everything. It's outrageous.
[1:26:15.200 --> 1:26:25.200]  So it's really everybody's duty to spread the word about newswars.com and infowars.com and memeworld.com and anything they're trying to ban.
[1:26:25.200 --> 1:26:32.200]  Because they're really scared of Carpe Dongton and to realize that it's so easy when you go sign up for auto ship, you can cancel for free anytime one click.
[1:26:32.200 --> 1:26:47.200]  You get 10% off additionally for the coffee, for the toothpaste, for the fish oil, for the turbo force, for the protein bars, for the things that you're going to want to reorder and lock in that discount.
[1:26:47.200 --> 1:26:49.200]  That way you don't forget.
[1:26:49.200 --> 1:26:55.200]  And every 15 days, every month, every two months, every three months, up to every nine months is how far out auto ship goes.
[1:26:55.200 --> 1:27:01.200]  Even stuff that sells out from time to time, when you go on auto ship, it gets saved in the warehouse.
[1:27:01.200 --> 1:27:04.200]  So it never runs out.
[1:27:04.200 --> 1:27:12.200]  Now, if I make the decision the next six months or so, maybe even sooner, whether I'm just going to sell out of all our inventory and have plenty of money to run for another year or so,
[1:27:12.200 --> 1:27:19.200]  at full power, and maybe even expand, like kind of burn out like a supernova, or whether I'm going to keep taking the money to order more product.
[1:27:19.200 --> 1:27:21.200]  And I mean, I'm right on the line right now.
[1:27:21.200 --> 1:27:27.200]  Like, it's, it's, it's, it's, we can really just like turn on our afterburners, go in, attack the Death Star.
[1:27:27.200 --> 1:27:28.200]  No, we're not going to make it out.
[1:27:28.200 --> 1:27:33.200]  Or we can hopefully get in, get more fuel, attack Death Star, blow it up and still get away.
[1:27:33.200 --> 1:27:35.200]  But whatever, we're going in on the attack run.
[1:27:35.200 --> 1:27:37.200]  Okay, I'm going to use that allegory.
[1:27:37.200 --> 1:27:38.200]  Are you kidding?
[1:27:38.200 --> 1:27:41.200]  I'm foaming at the mouth to get this done.
[1:27:41.200 --> 1:27:48.200]  So I had a big old, you know what, for the new order, a raging, you know what, it ain't a nice one either.
[1:27:48.200 --> 1:27:50.200]  I want to get my hands around their neck.
[1:27:50.200 --> 1:27:52.200]  And I've already tasted so much of their blood, man.
[1:27:52.200 --> 1:27:54.200]  I mean, I'm in a shark frenzy right now.
[1:27:54.200 --> 1:27:56.200]  So don't feel sorry for me.
[1:27:56.200 --> 1:27:57.200]  I'm not a victim.
[1:27:57.200 --> 1:27:58.200]  My God, I'm blessed.
[1:27:58.200 --> 1:28:00.200]  But I want you to support us.
[1:28:00.200 --> 1:28:03.200]  So my political fist smashes into their teeth.
[1:28:03.200 --> 1:28:05.200]  I just drive all the way right through them.
[1:28:05.200 --> 1:28:06.200]  You understand?
[1:28:06.200 --> 1:28:08.200]  And it's literally like the allegory.
[1:28:08.200 --> 1:28:10.200]  I'm not saying I'm a God.
[1:28:10.200 --> 1:28:11.200]  It's an allegory.
[1:28:11.200 --> 1:28:14.200]  When you stop believing in the Greek gods, they die.
[1:28:14.200 --> 1:28:15.200]  They go away.
[1:28:15.200 --> 1:28:16.200]  They fade away.
[1:28:16.200 --> 1:28:17.200]  Well, that's an allegory for life.
[1:28:17.200 --> 1:28:20.200]  When you believe in an idea, when you believe in something, it gives it power.
[1:28:20.200 --> 1:28:21.200]  It gives your shelf power.
[1:28:21.200 --> 1:28:24.200]  When you give up, you have nothing.
[1:28:24.200 --> 1:28:28.200]  So America's not perfect, but I love the flag and I love America.
[1:28:28.200 --> 1:28:30.200]  And it's been great compared to other places.
[1:28:30.200 --> 1:28:32.200]  And so we need to believe in it and love it.
[1:28:32.200 --> 1:28:33.200]  It's the same thing for Implemore.
[1:28:33.200 --> 1:28:37.200]  So World Awakens mega sale, 50, 60% off of all the top selling products.
[1:28:37.200 --> 1:28:39.200]  This super sale has to end because a lot of the stuff is selling out.
[1:28:39.200 --> 1:28:41.200]  We've already had to cut back the sale.
[1:28:41.200 --> 1:28:45.200]  Ultimate Creole Oil, Brainforce Plus, Knockout Moddy, TurboForce, plus lots of other deals.
[1:28:45.200 --> 1:28:47.200]  InfowarsStore.com.
[1:28:47.200 --> 1:28:50.200]  Please take action and it will change the world.
[1:28:50.200 --> 1:28:52.200]  If you don't, Hillary thanks you.
[1:28:52.200 --> 1:29:21.200]  Seriously, they'll be back with a big whistleblower in studio.
[1:29:22.200 --> 1:29:25.200]  That's DanPilla.com, DanPilla.com.
[1:29:52.200 --> 1:29:56.200]  Don't risk it when you can take charge of it.
[1:30:22.200 --> 1:30:24.200]  Ultimate Creole Oil has been sold out for four months.
[1:30:24.200 --> 1:30:27.200]  For whatever reason, this became the most popular fish oil.
[1:30:27.200 --> 1:30:28.200]  It's totally full of bottle.
[1:30:28.200 --> 1:30:31.200]  And it is the strongest, purest Creole Oil.
[1:30:31.200 --> 1:30:37.200]  And it cost us three times more because we have it put through the expensive laboratory process to remove mercury.
[1:30:37.200 --> 1:30:40.200]  Any type of Creole Oil you get that doesn't give you fish burps,
[1:30:40.200 --> 1:30:43.200]  which I don't like but gives you all the great benefits, isn't real.
[1:30:43.200 --> 1:30:45.200]  It's been boiled, it's been rillent, it's been a modus.
[1:30:45.200 --> 1:30:46.200]  This has not been.
[1:30:46.200 --> 1:30:51.200]  This, ladies and gentlemen, is the highest quality Creole Oil you're going to find anywhere.
