[00:00.000 --> 00:10.040]  The Web, eFoodsDirect.com, 800-409-5633.
[1:48:38.800 --> 1:48:44.360]  and also support this filmmaker so I can make more films so please purchase it at infowars.com
[1:48:44.360 --> 1:48:48.720]  or see it in high quality online right now at prisonplanet.tv for those that can't afford
[1:48:48.720 --> 1:48:51.800]  it or those that want to see it in decent quality.
[1:48:51.800 --> 1:48:55.760]  We have one up there in that review of the film, says review of the Obama deception and
[1:48:55.760 --> 1:48:59.760]  right there is the documentary and it's the best quality out there we've seen on the web
[1:48:59.760 --> 1:49:04.400]  for free, that's why I'm pointing you at it, there's all these cruddy copies everywhere,
[1:49:04.400 --> 1:49:07.600]  please folks make this the number one copy of Obama deception because there's literally
[1:49:07.600 --> 1:49:11.320]  dozens and dozens and dozens with hundreds of thousands of views a piece, millions and
[1:49:11.320 --> 1:49:14.720]  millions of people have seen it in three or four days and it's just total crud and it's
[1:49:14.720 --> 1:49:19.400]  driving me up the wall so please make the change the channel copy up there that's free
[1:49:19.400 --> 1:49:20.400]  at infowars.com.
[1:49:20.400 --> 1:49:24.400]  We'll post it as the top video, everybody this is the big premiere night, watch it for
[1:49:24.400 --> 1:49:29.520]  free or get the DVD or watch it in super high quality at prisonplanet.tv, I suggest you
[1:49:29.520 --> 1:49:33.560]  do that because the value is just amazing, we've had prisonplanet.tv for almost five
[1:49:33.560 --> 1:49:38.840]  years, five years in April and just thousands of pieces of media there at prisonplanet.tv.
[1:49:38.840 --> 1:49:43.800]  Okay, let's go to Ingrid in Las Vegas, Ingrid you're on the air.
[1:49:43.800 --> 1:49:44.800]  Yes.
[1:49:44.800 --> 1:49:50.600]  I love you and listen to you every day, do you remember back in August I called you because
[1:49:50.600 --> 1:49:55.000]  my friend and me got pulled over by the cops because of the cops.
[1:49:55.000 --> 1:49:59.760]  It was the Ron Paul sticker and it didn't shoot video of that in Las Vegas and put it
[1:49:59.760 --> 1:50:01.760]  on YouTube.
[1:50:01.760 --> 1:50:07.720]  You posted on intro wars and some of the comments that we got were really upsetting, people
[1:50:07.720 --> 1:50:08.720]  said that we made.
[1:50:08.720 --> 1:50:12.400]  That's because they teach the police that Ron Paul supporters are terrorists because
[1:50:12.400 --> 1:50:15.080]  you love America, we have the secret government documents.
[1:50:15.080 --> 1:50:19.720]  So now I'm called a terrorist, that's about the worst thing you can be called, that's
[1:50:19.720 --> 1:50:20.720]  worse than the murderer.
[1:50:20.720 --> 1:50:23.720]  No, no, because we know the bankers are the criminals, they're the real criminals, the
[1:50:23.720 --> 1:50:27.400]  real terrorists and so they've got to say we're the terrorists.
[1:50:27.400 --> 1:50:29.880]  I don't know if I should laugh or cry about this.
[1:50:29.880 --> 1:50:33.320]  Well, they're losing the fight right now, look at how everybody's starting to wake up.
[1:50:33.320 --> 1:50:34.840]  Yeah, yeah, I know.
[1:50:34.840 --> 1:50:38.800]  Yeah, Ingrid, so the cop pulls you over, there's video of it, thank God you had a camera,
[1:50:38.800 --> 1:50:41.360]  he starts, you're evil Ron Paul sticker, how dare you?
[1:50:41.360 --> 1:50:44.640]  Yeah, and the intro wars sticker also.
[1:50:44.640 --> 1:50:46.640]  How dare you, how dare you being informed?
[1:50:46.640 --> 1:50:48.720]  The stickers are still on the car.
[1:50:48.720 --> 1:50:52.200]  Well, pretty soon they're going to say we're all terrorists, I mean, you know.
[1:50:52.200 --> 1:50:54.200]  I know, this is crazy.
[1:50:54.200 --> 1:50:57.680]  It's absolutely insane, we are not terrorists.
[1:50:57.680 --> 1:51:01.560]  Hey, good to hear from you, yeah, I need to, I should ask her the name of the video,
[1:51:01.560 --> 1:51:04.840]  I mean, I know we posted it when she posted it on YouTube, but I can't remember the name
[1:51:04.840 --> 1:51:08.600]  of it, but yeah, Ron Paul stickers, you're all kind of, but I mean, now Chuck Norris is
[1:51:08.600 --> 1:51:11.520]  on her side, now Michael Savage is saying the government stages terror attacks, I mean,
[1:51:11.520 --> 1:51:14.480]  everybody's waking up, I mean, are they terrorists too?
[1:51:14.480 --> 1:51:17.120]  Let's go ahead and talk to Max in Michigan, you're on the air Max.
[1:51:17.120 --> 1:51:18.760]  Hey, how's it going Alex?
[1:51:18.760 --> 1:51:19.760]  Good, sir.
[1:51:19.760 --> 1:51:24.160]  I just want to say I really like that video, the Obama deception, I think it's going to
[1:51:24.160 --> 1:51:27.840]  help definitely break down the boundaries between the left and the right.
[1:51:27.840 --> 1:51:31.840]  Yeah, it doesn't attack him from a phony right-wing perspective, it shows he's a front man for
[1:51:31.840 --> 1:51:32.840]  the bankers.
[1:51:32.840 --> 1:51:38.520]  Yeah, I see the whole argument being a lot harder after this video, it really gets big
[1:51:38.520 --> 1:51:43.880]  of, you know, the new world order being this good, you know, system to run to.
[1:51:43.880 --> 1:51:49.000]  I see people really getting to be waking up from this film and realize that the new world
[1:51:49.000 --> 1:51:55.360]  order is, you know, a one world banking system that is going to drag America down, you know.
[1:51:55.360 --> 1:51:59.640]  Absolutely, and this film exposes how they orchestrated the economic crisis and are
[1:51:59.640 --> 1:52:03.840]  bringing in world government, and we show Henry Kissinger admitting that Obama's going
[1:52:03.840 --> 1:52:07.920]  to set up world government, and we have the troops admitting that the Pentagon's ordering
[1:52:07.920 --> 1:52:12.440]  them to set up martial law, it is all documented in the film, thank you sir for the support.
[1:52:12.440 --> 1:52:14.960]  Corey and Denver, Colorado, you're on the air.
[1:52:14.960 --> 1:52:16.960]  How are you doing?
[1:52:16.960 --> 1:52:17.960]  Good sir.
[1:52:17.960 --> 1:52:23.720]  Yeah, I was just calling, I put on, I just signed up for the prison planet and just did
[1:52:23.720 --> 1:52:27.640]  that two day, you know, when you announced that you were going to release Obama Deception,
[1:52:27.640 --> 1:52:32.520]  I had to get it before the FBI got it, you know, so I got that on my external hard drive
[1:52:32.520 --> 1:52:36.840]  and I'm going to burn a bunch of DVDs, I go to a film school out here, so I'm 20, I'm
[1:52:36.840 --> 1:52:41.000]  a young guy and I'm just trying to spread the word out to all my fellow filmmakers
[1:52:41.000 --> 1:52:45.640]  and I'm making my own films, trying to support you and going on that path.
[1:52:45.640 --> 1:52:46.640]  Good.
[1:52:46.640 --> 1:52:52.280]  But yeah, I just want to let you know, some of the bands I listen to, the regulation CD
[1:52:52.280 --> 1:52:59.560]  that they've been putting out, pretty much track for track, every work and every word
[1:52:59.560 --> 1:53:00.560]  about the New World Order.
[1:53:00.560 --> 1:53:07.360]  No, I know, I mean, we talked to Muse, they wear my t-shirts on stage, on worldwide TV,
[1:53:07.360 --> 1:53:12.360]  Radiohead, I mean, just a huge band after a huge band now are listening to the radio
[1:53:12.360 --> 1:53:13.360]  show.
[1:53:13.360 --> 1:53:16.800]  Yeah, I mean, Fripp Noss' new album is all hope is gone and...
[1:53:16.800 --> 1:53:17.800]  No, no, they're big.
[1:53:17.800 --> 1:53:21.280]  I'm not particularly like their whole angle myself because it's pretty dark stuff, but
[1:53:21.280 --> 1:53:24.440]  they invited Burma South to their show a few weeks ago in Austin, they're big fans.
[1:53:24.440 --> 1:53:27.160]  Yeah, we definitely have a message to be spread.
[1:53:27.160 --> 1:53:28.160]  August Brings.
[1:53:28.160 --> 1:53:29.160]  Motley Cruehr, big fans.
[1:53:29.160 --> 1:53:33.000]  I mean, there's basically anybody we ever talked to who knows about the New World Order.
[1:53:33.000 --> 1:53:36.600]  Definitely catching the younger demographic and I love hearing that, you know.
[1:53:36.600 --> 1:53:39.800]  You know, Bob Dylan knows about the New World Order, let me tell you who else knows about
[1:53:39.800 --> 1:53:40.800]  the New World Order.
[1:53:40.800 --> 1:53:44.080]  Willie Nelson, Jesse Ventura, I'm not going to just go on for hours.
[1:53:44.080 --> 1:53:45.080]  Yeah, it's good.
[1:53:45.080 --> 1:53:50.520]  And, you know, I just wanted to do a good job on the movie aside and tell all my friends
[1:53:50.520 --> 1:53:51.520]  about it.
[1:53:51.520 --> 1:53:57.920]  So, good job on that and I just want to say, you know, the big thing now, I guess, is the
[1:53:57.920 --> 1:54:02.520]  the both of you and getting your immune system boosted up.
[1:54:02.520 --> 1:54:03.520]  Absolutely.
[1:54:03.520 --> 1:54:08.080]  But listen, what's going to make this film unstoppable as you spread the word about the
[1:54:08.080 --> 1:54:14.520]  Obama deception is now out and get the super high quality DVD, just so crystal clear, so
[1:54:14.520 --> 1:54:25.960]  professionally done, order the hard copy at infowars.com or call toll free 888-253-3139-888-253-3139.
[1:54:25.960 --> 1:54:26.960]  Folks always say I don't give them a warning.
[1:54:26.960 --> 1:54:28.360]  I just work the number out.
[1:54:28.360 --> 1:54:29.360]  Grab a pen and paper, folks.
[1:54:29.360 --> 1:54:33.880]  The point is, get the DVD, have screenings at your home, have parties, viewing parties,
[1:54:33.880 --> 1:54:37.680]  show them this, say, hey, this exposes Bush and Obama, explain to liberals, hey, they're
[1:54:37.680 --> 1:54:39.320]  setting Obama up as their front.
[1:54:39.320 --> 1:54:41.040]  He'll take the blame for their agenda.
[1:54:41.040 --> 1:54:46.920]  This is not an anti, you know, Obama film as much as it is exposing the real agenda.
[1:54:46.920 --> 1:54:49.040]  They got to see the Obama deception.
[1:54:49.040 --> 1:54:50.280]  Help us get it out to everybody.
[1:54:50.280 --> 1:54:52.480]  You were unstoppable if you take action.
[1:54:52.480 --> 1:54:56.320]  It's already been one day, the number one video on YouTube and Google.
[1:54:56.320 --> 1:54:57.760]  So they took it off the main page.
[1:54:57.760 --> 1:54:59.960]  Let's not, that's because they're scared.
[1:54:59.960 --> 1:55:00.960]  They're scared of this.
[1:55:00.960 --> 1:55:01.960]  Tim and Austin, go ahead.
[1:55:01.960 --> 1:55:02.960]  Hi, Alex.
[1:55:02.960 --> 1:55:04.960]  I just watched Obama deception.
[1:55:04.960 --> 1:55:05.960]  Awesome.
[1:55:05.960 --> 1:55:06.960]  Awesome movie.
[1:55:06.960 --> 1:55:07.960]  Let's get it immediately.
[1:55:07.960 --> 1:55:09.680]  There's a great timing on getting it out.
[1:55:09.680 --> 1:55:12.880]  People probably think it's a little earlier before he puts the whole plan into effect,
[1:55:12.880 --> 1:55:17.720]  but great timing because the plan may shut down some of that distribution here shortly.
[1:55:17.720 --> 1:55:20.480]  That two quick questions, time is short.
[1:55:20.480 --> 1:55:24.680]  Why is Ron Paul not suing these scum in Missouri who are naming him as a terrorist?
[1:55:24.680 --> 1:55:26.760]  Why is that not some kind of defamation suit?
[1:55:26.760 --> 1:55:29.440]  Well, I just talked to Ron Paul the day before this broke.
[1:55:29.440 --> 1:55:33.080]  We had him on this week and I know people have talked to his office.
[1:55:33.080 --> 1:55:36.600]  They weren't even aware of it and I need to get a hold of him.
[1:55:36.600 --> 1:55:42.080]  I've just been real busy myself and he's very busy and I should file a personal lawsuit
[1:55:42.080 --> 1:55:43.080]  myself.
[1:55:43.080 --> 1:55:44.080]  I'm opposed to RFID.
[1:55:44.080 --> 1:55:48.200]  I'm opposed and they lump us as white supremacists.
[1:55:48.200 --> 1:55:52.520]  They say anybody that's against the North American Union is a white supremacist that
[1:55:52.520 --> 1:55:56.320]  wants to kill police and they say, if you have a libertarian sticker, you're basically
[1:55:56.320 --> 1:55:59.360]  a terrorist and that's why the police are harassing everybody.
[1:55:59.360 --> 1:56:05.200]  They want to make the FBI and the feds wrote it and every state has it.
[1:56:05.200 --> 1:56:10.080]  Can we target somebody who's liable for this defamation?
[1:56:10.080 --> 1:56:15.280]  Well, it's criminal for the government to be putting out secret propaganda to police
[1:56:15.280 --> 1:56:16.720]  demonizing the American people.
[1:56:16.720 --> 1:56:19.560]  That's why they say it's secret in the document because they know they're getting a lot of
[1:56:19.560 --> 1:56:20.560]  trouble for this.
[1:56:20.560 --> 1:56:22.760]  Brett in Montana, Brett, you're on the air.
[1:56:22.760 --> 1:56:26.360]  Hey, sir, thanks for having me on again.
[1:56:26.360 --> 1:56:34.480]  Great job on your new film and I have it on my space page and I plan on burning copies
[1:56:34.480 --> 1:56:37.000]  of it as soon as I can.
[1:56:37.000 --> 1:56:41.520]  What I wanted to talk to you about today was in the past, you've talked about breaking
[1:56:41.520 --> 1:56:48.120]  up the family and I know exactly what you're talking about.
[1:56:48.120 --> 1:56:51.680]  It's made a lot of problems between my wife and I.
[1:56:51.680 --> 1:56:56.120]  The government textbooks say they want to break up the family and the sitcoms and dramas
[1:56:56.120 --> 1:56:59.240]  have these messages to get men and women to fight with each other.
[1:56:59.240 --> 1:57:00.240]  It's horrible.
[1:57:00.240 --> 1:57:01.240]  It is.
[1:57:01.240 --> 1:57:09.640]  One of the, well, she's having a hard time talking about all this and it gets into heated
[1:57:09.640 --> 1:57:14.760]  discussions and she just doesn't want to believe sometimes, but I think she's starting to wake
[1:57:14.760 --> 1:57:15.760]  up.
[1:57:15.760 --> 1:57:16.760]  Well, good.
[1:57:16.760 --> 1:57:17.760]  Keep it up.
[1:57:17.760 --> 1:57:18.760]  I'm sorry to hang up on you, but we're just out of time.
[1:57:18.760 --> 1:57:20.560]  Jeff, Noah, Brian, David, call me back next time.
[1:57:20.560 --> 1:57:22.000]  We'll put you to the head of the line.
[1:57:22.000 --> 1:57:23.560]  We are just out of time.
[1:57:23.560 --> 1:57:27.320]  Folks, tonight is the official premiere of the Obama deception.
[1:57:27.320 --> 1:57:33.160]  Go to prisonplanet.tv, 15 cents a day, 5.95, download all my films, burn them to disc,
[1:57:33.160 --> 1:57:35.120]  put them on your hard drive, super high quality.
[1:57:35.120 --> 1:57:38.080]  It's almost DVD quality at prisonplanet.tv.
[1:57:38.080 --> 1:57:43.080]  See it the way it's meant to be seen at prisonplanet.tv or call toll free to order the highest
[1:57:43.080 --> 1:57:51.920]  quality DVD, 888-253-3139 or again, infowars.com to get the hard copy there on the screen on
[1:57:51.920 --> 1:57:53.360]  my video bookstore shopping cart.
[1:57:53.360 --> 1:57:57.160]  All right, ladies and gentlemen, I am out of here.
[1:57:57.160 --> 1:58:01.320]  Until tomorrow, 11 to 3 p.m. central time, but I'll see you back here Sunday, 4 to 6 p.m.
[1:58:01.320 --> 1:58:03.640]  central standard time as well.
[1:58:03.640 --> 1:58:04.640]  We're on the march.
[1:58:04.640 --> 1:58:06.160]  The Empire is on the run.
[1:58:06.160 --> 1:58:08.000]  The people only need to be warned.
[1:58:08.000 --> 1:58:10.080]  They know something's rotten in the state of Denmark.
[1:58:10.080 --> 1:58:12.240]  It is up to you to tell them and to warn them.
[1:58:12.240 --> 1:58:15.960]  Now, everybody, watch the Obama deception right now at prisonplanet.tv or watch the
[1:58:15.960 --> 1:58:19.160]  medium quality one for free at infowars.com.
[1:58:19.160 --> 1:58:20.160]  There are no excuses.
[1:58:20.160 --> 1:58:22.440]  Everyone, watch the Obama deception tonight.
[1:58:22.440 --> 1:58:24.440]  Hi, this is Ted Anderson.
[1:58:24.440 --> 1:58:26.760]  Did you miss your favorite shows on G.C.N. today?
[1:58:26.760 --> 1:58:29.640]  Thanks to the continued support of our listeners, subscribers, and sponsors.
[1:58:29.640 --> 1:58:33.640]  We are proud to bring the G.C.N. audience a new and exciting way to listen called On
[1:58:33.640 --> 1:58:34.640]  Demand.
[1:58:34.640 --> 1:58:39.320]  Available on GCNLive.com, On Demand plays each show continuously until the next time
[1:58:39.320 --> 1:58:40.680]  the show goes live.
[1:58:40.680 --> 1:58:41.880]  It's simple to use.
[1:58:41.880 --> 1:58:46.560]  Just go to GCNLive.com, click on the On Demand button, and find your favorite shows.
[1:58:46.560 --> 1:58:47.560]  Don't get discouraged.
[1:58:47.560 --> 1:58:48.560]  Get On Demand.
[1:58:48.560 --> 1:58:49.560]  Free.
[1:58:49.560 --> 1:58:52.880]  Thanks again to the listeners at GCNLive.com.
[1:58:52.880 --> 1:58:57.080]  We the people grow cotton, wheat fabric, engrave ink, embed strips and fibers to protect from
[1:58:57.080 --> 1:59:01.320]  counterfeit and carting to a private bank, having it led back at interest, forcing taxes
[1:59:01.320 --> 1:59:02.320]  to serve as debt.
[1:59:02.320 --> 1:59:05.840]  This capitalism, or was Jefferson correct when stating a central bank issuing the public
[1:59:05.840 --> 1:59:09.120]  currency is a greater menace to the liberties of the people than a standing army?
[1:59:09.120 --> 1:59:10.120]  Hi, Ted Anderson.
[1:59:10.120 --> 1:59:13.040]  I'm placing a free silver dollar in a book that explains our monetary system.
[1:59:13.040 --> 1:59:16.640]  Call for your copy at 800-686-2237.
[1:59:16.640 --> 1:59:18.040]  It's time to understand the system.
[1:59:18.040 --> 1:59:22.600]  Call 800-686-2237, that's 800-686-2237.
[1:59:22.600 --> 1:59:26.640]  Have you ever read the ingredients in your skin creams, personal hygiene products, vitamins
[1:59:26.640 --> 1:59:28.000]  or herbal supplements?
[1:59:28.000 --> 1:59:32.320]  Did you know that most skin creams, body lotions, shampoos and toothpaste are full of chemical
[1:59:32.320 --> 1:59:37.200]  additives such as sodium laurel sulfate, the same type of detergent used in dish soap?
[1:59:37.200 --> 1:59:40.800]  Did you know that most moldy vitamin supplements are made from synthetic vitamins?
[1:59:40.800 --> 1:59:44.800]  Did you know that many herbal remedies contain unwanted additives and fillers?
[1:59:44.800 --> 1:59:47.200]  Have you ever tested your body's pH level?
[1:59:47.200 --> 1:59:50.720]  Make the change to only organic health and beauty products.
[1:59:50.720 --> 1:59:53.600]  Visit 2BNatural.com and order today.
[1:59:53.600 --> 1:59:59.800]  2BNatural.com carries 100% natural and chemical free skincare, whole food vitamins, herbal
[1:59:59.800 --> 2:00:20.200]  rep—
