[00:00:14.235 --> 00:00:15.837]  ReadyReserveFoods.com.
[01:57:52.844 --> 01:57:54.667]  Join Lord Obama!
[01:57:54.667 --> 01:57:57.291]  We shall make the world a better place.
[01:57:57.291 --> 01:57:58.613]  The New World Order, that is.
[01:57:58.613 --> 01:58:00.636]  It's the Alex Jones Show!
[01:58:01.340 --> 01:58:04.221]  Back tomorrow, 11 to 3 over at Infowars.com.
[01:58:04.221 --> 01:58:08.562]  It's no secret that Genesis Communications Network depends on listeners like you.
[01:58:08.562 --> 01:58:11.462]  Now you can do even more to hear Genesis shows in your area.
[01:58:11.462 --> 01:58:16.023]  Simply call your local radio stations and tell them about your favorite GCN programs.
[01:58:16.023 --> 01:58:16.724]  It's easy.
[01:58:16.724 --> 01:58:20.384]  Log on to GCNlive.com or call us toll-free 877-807-4142.
[01:58:23.265 --> 01:58:35.212]  Hi, this is Ted Anderson.
[01:58:35.212 --> 01:58:39.774]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[01:58:39.774 --> 01:58:45.577]  They've been available since 1986, yet the financial industry won't recognize the value of gold before your retirement.
[01:58:45.577 --> 01:58:48.919]  Gold has outperformed paper investments, yet no word about IRAs.
[01:58:49.219 --> 01:58:52.042]  If you would like to have gold for your retirement, call 800-686-2237.
[01:58:52.042 --> 01:58:56.988]  Don't get left behind by rising inflation and low returns.
[01:58:56.988 --> 01:58:59.270]  Call 800-686-2237.
[01:58:59.270 --> 01:59:04.155]  Secure your future and call 1-800-686-2237.
[01:59:04.155 --> 01:59:04.836]  You worry.
[01:59:04.836 --> 01:59:07.199]  If you don't, you don't understand the situation.
[01:59:07.199 --> 01:59:07.739]  Hi.
[01:59:07.739 --> 01:59:10.182]  Summer's coming and now's the time to learn self-sufficiency.
[01:59:10.502 --> 01:59:15.045]  If you're going to eat from nature's bounty of wild edible plants, remember, there's a learning curve.
[01:59:15.045 --> 01:59:17.506]  Experience is the best teacher, but that means time.
[01:59:17.506 --> 01:59:20.868]  To speed it up, you'll need to build on the wisdom of a teacher who has lived it.
[01:59:20.868 --> 01:59:22.809]  Author Linda Runyon is that teacher.
[01:59:22.809 --> 01:59:25.590]  Her Wild Food Knowledge Package is the crash course.
[01:59:25.590 --> 01:59:29.312]  The DVD gives you a three-hour overview of her world directly from her.
[01:59:29.312 --> 01:59:33.715]  The book gives you an in-depth reference with all of the insider know-how you'll ever need.
[01:59:33.715 --> 01:59:37.457]  And her Wild Cards are your portable summary and cheat sheet for your fieldwork.
[01:59:37.797 --> 01:59:44.141]  This three-pronged learning system will take you from spectator to scholar to gourmet survivalist in weeks, not years.
[01:59:44.141 --> 01:59:46.482]  Folks, I can vouch that Linda's the real deal.
[01:59:46.482 --> 01:59:48.603]  She's my mom, and I watched her do it.
[01:59:48.603 --> 01:59:53.266]  So go to ofthefield.com or call 888-51-EAT-FREE.
[01:59:53.266 --> 01:59:54.167]  Start now.
[01:59:54.167 --> 01:59:55.888]  Knowledge is power.
[01:59:55.888 --> 01:59:56.888]  Better take action.
[01:59:56.888 --> 01:59:57.849]  I think a storm's coming.
