[00:00:00.394 --> 00:00:00.857]  We've got it!
[01:47:57.904 --> 01:47:59.105]  It drives me into a rage.
[01:47:59.105 --> 01:48:00.985]  The globalists have all the Rockefeller documents.
[01:48:02.858 --> 01:48:07.483]  And I was telling the police at the event, looking up, they were looking up on iPads and freaking out.
[01:48:07.483 --> 01:48:12.347]  Rockefeller Foundation, their website, saying they put poison in food and water.
[01:48:12.347 --> 01:48:16.492]  You know, how they're dumbing us down, how they're poisoning us, the cancer rates.
[01:48:16.492 --> 01:48:19.294]  It's so crazy, but it's real.
[01:48:19.294 --> 01:48:20.856]  Hitler lined you up and shot you.
[01:48:20.856 --> 01:48:23.378]  These guys just do it covert.
[01:48:23.378 --> 01:48:24.580]  We're doing it for our children.
[01:48:25.555 --> 01:48:26.756]  We're doing it for the innocents.
[01:48:26.756 --> 01:48:28.096]  Who cares what your neighbors think?
[01:48:28.096 --> 01:48:30.097]  Who cares about your own safety?
[01:48:30.097 --> 01:48:32.218]  Who cares even about your own children's safety?
[01:48:32.218 --> 01:48:33.599]  It's everybody's children.
[01:48:33.599 --> 01:48:36.241]  We either beat this or there's no future.
[01:48:36.241 --> 01:48:40.243]  In fact, I even wrote that note before Aaron went into his angry rant.
[01:48:40.243 --> 01:48:42.364]  This is the death of America, the death of freedom.
[01:48:42.364 --> 01:48:44.765]  This is a total globalist takeover.
[01:48:44.765 --> 01:48:49.988]  For heaven's sakes, the media tells us the UN now runs our military.
[01:48:49.988 --> 01:48:51.068]  I mean, we've been conquered.
[01:48:51.068 --> 01:48:51.789]  This is a joke.
[01:48:52.694 --> 01:48:54.655]  This is a joke.
[01:48:54.655 --> 01:48:55.935]  I'm going to give each caller about 45 seconds.
[01:48:55.935 --> 01:48:57.336]  I want to get to everybody.
[01:48:57.336 --> 01:48:58.976]  Gary in New Orleans, you're on the air.
[01:48:58.976 --> 01:49:01.237]  Welcome.
[01:49:01.237 --> 01:49:02.278]  Hi, Alex.
[01:49:02.278 --> 01:49:03.418]  I'm a little hoarse myself.
[01:49:03.418 --> 01:49:10.441]  I was at the Louisiana Republican Convention and I'd like to report on the total chaos that went on there.
[01:49:10.441 --> 01:49:11.922]  I'm an elected national delegate.
[01:49:11.922 --> 01:49:13.882]  I guess they tried to block the Ron Paul delegates.
[01:49:13.882 --> 01:49:15.283]  Ron Paul won Louisiana, didn't he?
[01:49:16.434 --> 01:49:26.356]  We and my ragtag group of friends took over the Republican Party in Louisiana and we are in control and they can sit down and shut up.
[01:49:26.356 --> 01:49:30.297]  But I'd like to tell you what happened at the National Convention.
[01:49:30.297 --> 01:49:38.959]  I was elected to the Rules Committee and me and my friends worked on the rules to bring to the convention yesterday and one day before we got an email where the LAGOP
[01:49:44.491 --> 01:49:51.597]  Came up with new rules, essentially saying that our rules will be good in 2016.
[01:49:51.597 --> 01:49:53.619]  Sure, there's all sorts of fraud.
[01:49:53.619 --> 01:49:55.601]  I appreciate your call.
[01:49:55.601 --> 01:49:57.583]  There's all sorts of chicanery going on.
[01:49:57.583 --> 01:49:59.905]  He won Iowa, he won Maine.
[01:49:59.905 --> 01:50:03.288]  They're not going to let Ron Paul get in there, but he won by running.
[01:50:03.288 --> 01:50:04.989]  He got real issues injected.
[01:50:04.989 --> 01:50:06.470]  Great job, buddy.
[01:50:06.470 --> 01:50:08.872]  Okay, Scott in Colorado.
[01:50:08.872 --> 01:50:09.813]  You're on the air.
[01:50:09.813 --> 01:50:10.334]  Welcome, sir.
[01:50:13.530 --> 01:50:15.251]  Go ahead, Scott.
[01:50:15.251 --> 01:50:16.411]  Yes.
[01:50:16.411 --> 01:50:18.392]  How you doing, Alex?
[01:50:18.392 --> 01:50:19.332]  Worldwide broadcast.
[01:50:19.332 --> 01:50:20.773]  We've only got 45 seconds per caller.
[01:50:20.773 --> 01:50:21.213]  You got a point?
[01:50:21.213 --> 01:50:22.254]  I wanted to ask you a question.
[01:50:22.254 --> 01:50:25.335]  Do you know who Peter Thiel is?
[01:50:25.335 --> 01:50:29.296]  Yeah, that's the... You just asked me a question.
[01:50:29.296 --> 01:50:33.878]  He's the creator of PayPal, and he gave two million dollars to Ron Paul.
[01:50:33.878 --> 01:50:37.780]  Yes, he's the biggest Ron Paul supporter, and he's on the Bilderberg steering committee.
[01:50:39.707 --> 01:50:44.873]  Yeah, the Bilderbergs want to take over the libertarian movement because they know it's taking America back.
[01:50:44.873 --> 01:50:45.734]  They understand that.
[01:50:45.734 --> 01:50:48.238]  Ron Paul has no control over who gives him money.
[01:50:48.238 --> 01:50:50.600]  And Ron Paul has always voted the way he votes.
[01:50:50.600 --> 01:50:57.649]  So the system makes that a way to discredit him because some guy with tens of billions of dollars gave him a couple million dollars.
[01:50:57.649 --> 01:50:57.849]  Yes.
[01:50:58.971 --> 01:51:00.713]  Don't worry though, you're not going to get Ron Paul.
[01:51:00.713 --> 01:51:05.359]  You're going to get Mitt Romney or you're going to get Obama.
[01:51:05.359 --> 01:51:14.129]  But now the foundations are putting out the cognitive dissidence people to demonize Ron Paul because of the movement for liberty and anti-globalism.
[01:51:14.129 --> 01:51:15.951]  So go ahead, blow Ron Paul away.
[01:51:15.951 --> 01:51:16.912]  Let's give them what they want.
[01:51:16.912 --> 01:51:17.193]  Go ahead.
[01:51:19.565 --> 01:51:26.087]  It's a nightmare here in America when we're looking at the perspective of two sides of the same coin with Mitt Romney and Barack Hussein Obama.
[01:51:26.087 --> 01:51:29.548]  These two men don't have a dime's worth of difference between them.
[01:51:29.548 --> 01:51:33.909]  And when you look at Mitt Romney... Exactly, but you're busy... Hold on, put him on hold.
[01:51:33.909 --> 01:51:35.989]  Exactly, I already know what you're going to say.
[01:51:35.989 --> 01:51:37.470]  But you're busy talking about Ron Paul.
[01:51:37.470 --> 01:51:38.630]  Don't worry, they beat him.
[01:51:38.630 --> 01:51:42.091]  And they gave him two million bucks and said he worked for the Bilderberg Group.
[01:51:42.091 --> 01:51:44.131]  Okay, he couldn't control who gave him money.
[01:51:44.131 --> 01:51:46.252]  That's them trying to take over the libertarian movement.
[01:51:46.986 --> 01:51:48.407]  Okay, exactly.
[01:51:48.407 --> 01:51:49.387]  So, what do we do?
[01:51:49.387 --> 01:51:51.408]  What do we do?
[01:51:51.408 --> 01:51:53.349]  See, what we do is we keep doing what we're doing.
[01:51:53.349 --> 01:51:56.990]  We're winning the info war right now, and I want to thank you, Alex, for doing what you're doing.
[01:51:56.990 --> 01:52:00.932]  People want to make it seem like you're out there making money.
[01:52:00.932 --> 01:52:05.734]  I laugh at Tucker Carlson's best efforts coming after Alex Jones.
[01:52:06.935 --> 01:52:09.477]  God bless you sir, but I gotta jump to the next person.
[01:52:09.477 --> 01:52:10.818]  Of course I'm making money.
[01:52:10.818 --> 01:52:12.940]  I got 35 employees.
[01:52:12.940 --> 01:52:15.082]  I wish I didn't have to spend my time making money.
[01:52:15.082 --> 01:52:18.505]  And the sales guys come in and go, you didn't plug any of the sponsors this week.
[01:52:18.505 --> 01:52:20.207]  We have to give that money back.
[01:52:20.207 --> 01:52:22.129]  The truth is I'm not worried about the money.
[01:52:22.129 --> 01:52:24.331]  The little bit I got, I'm totally happy.
[01:52:24.331 --> 01:52:27.314]  I'm not like a globalist who wants to run whole continents of the planet.
[01:52:28.672 --> 01:52:32.514]  So yeah, buy our products, go to Infowars.com, click on our sponsors.
[01:52:32.514 --> 01:52:35.575]  But of course that red herring of, oh, money!
[01:52:35.575 --> 01:52:37.776]  They're mad I'm successful.
[01:52:37.776 --> 01:52:38.736]  They're mad about it.
[01:52:38.736 --> 01:52:40.497]  They want to run the whole deal.
[01:52:40.497 --> 01:52:42.398]  Vote with your dollars, folks.
[01:52:42.398 --> 01:52:44.179]  Okay, let's move quick here.
[01:52:44.179 --> 01:52:44.739]  Who's up next?
[01:52:44.739 --> 01:52:47.300]  Charles?
[01:52:47.300 --> 01:52:49.021]  Charles in California, you're on the air.
[01:52:49.021 --> 01:52:49.341]  Go ahead.
[01:52:50.370 --> 01:52:52.512]  Alex, how's it going, everybody?
[01:52:52.512 --> 01:52:54.133]  I just have two simple questions for you.
[01:52:54.133 --> 01:52:55.134]  Well, not really, actually.
[01:52:55.134 --> 01:53:06.184]  First one, when will the mainstream media cover these issues of a Gen 21 Bilderberg, or will somebody like Barry Zotero or General Subblevine do this?
[01:53:07.830 --> 01:53:08.770]  Well, yeah.
[01:53:08.770 --> 01:53:14.773]  No, I mean, the New York Times said, oh, there's a big movement against Gen 21, here's how you counter it.
[01:53:14.773 --> 01:53:18.574]  Yeah, the UN wrote a treaty, and yeah, they run our local governments.
[01:53:18.574 --> 01:53:22.495]  But, you know, what's the big deal?
[01:53:22.495 --> 01:53:24.336]  What's the big problem?
[01:53:24.336 --> 01:53:26.397]  So they don't deny the world government, they just go,
[01:53:26.897 --> 01:53:28.318]  There's weirdos that don't like it.
[01:53:28.318 --> 01:53:30.039]  They're conspiracy theorists because they don't like it.
[01:53:30.039 --> 01:53:31.881]  It's not, well, these folks were right.
[01:53:31.881 --> 01:53:34.663]  World government's being announced by private foreign corporations.
[01:53:34.663 --> 01:53:45.111]  We're being taken over by a new enemy, a new system we couldn't recognize, not an armed enemy, but a foreign corporate enemy that then takes over and then arms against us with this huge arms buildup against humanity.
[01:53:45.111 --> 01:53:49.494]  They just can't imagine that this is happening, but people are waking up.
[01:53:49.494 --> 01:53:51.216]  My second question, Alex.
[01:53:51.216 --> 01:53:54.038]  Do you guys need an intern at your offices in Austin?
[01:53:55.939 --> 01:54:01.766]  We do, but I usually just hire people and just pay them and hope that they'll be happy and do the job.
[01:54:01.766 --> 01:54:05.370]  We've got a great crew, but people can send us resumes and things.
[01:54:05.370 --> 01:54:08.374]  We're trying to hire three or four more reporters, more video editors.
[01:54:08.374 --> 01:54:12.518]  We're trying to spend all that evil money we're making to actually build the organization.
[01:54:12.518 --> 01:54:14.421]  See, I care about ideas and information.
[01:54:14.921 --> 01:54:16.022]  That's why they're scared of me.
[01:54:16.022 --> 01:54:17.825]  They know we're getting more money.
[01:54:17.825 --> 01:54:18.906]  We're getting bigger by the minute.
[01:54:18.906 --> 01:54:19.907]  We're hiring more people.
[01:54:19.907 --> 01:54:20.828]  They're pissed.
[01:54:20.828 --> 01:54:24.753]  And they're like, have the Libertarians, have the Democrats, have the Republicans.
[01:54:24.753 --> 01:54:25.854]  Don't give Alex money!
[01:54:25.854 --> 01:54:26.535]  He's bad!
[01:54:26.535 --> 01:54:27.917]  He wants your money!
[01:54:27.917 --> 01:54:28.497]  Money!
[01:54:28.497 --> 01:54:31.261]  But the government takes your money at gunpoint.
[01:54:31.761 --> 01:54:35.084]  The big corporations have government right regulations to shut you down.
[01:54:35.084 --> 01:54:37.666]  I'm just here winning the info war.
[01:54:37.666 --> 01:54:43.191]  That's why they want to shut the web down as well, because they know the sleeping giant that is humanity is awakening.
[01:54:43.191 --> 01:54:44.573]  Well, thank you for the call.
[01:54:44.573 --> 01:54:46.995]  Christopher in Missouri, and then Wiley and John.
[01:54:46.995 --> 01:54:48.016]  Christopher, you're on the air.
[01:54:49.690 --> 01:54:51.491]  Thanks Alex, I love you man.
[01:54:51.491 --> 01:54:54.413]  Got you and Aaron Dykes and Jacobson and all you guys.
[01:54:54.413 --> 01:54:56.455]  Just give me 20 seconds and I'll be off.
[01:54:56.455 --> 01:54:59.557]  Um, your spoofs about, like, Cobra Commander was awesome.
[01:54:59.557 --> 01:55:05.861]  I think you should do one about Jack Boot and, uh, Good Ol' Boy and maybe your British Royalty one.
[01:55:05.861 --> 01:55:07.462]  You should do some spoofs like that.
[01:55:08.042 --> 01:55:09.943]  I've been listening to you since 2005.
[01:55:09.943 --> 01:55:12.524]  I've been a Prince of Playa TV subscriber.
[01:55:12.524 --> 01:55:14.185]  Jordan Maxwell, Tex Morris.
[01:55:14.185 --> 01:55:15.165]  Your best interviews.
[01:55:15.165 --> 01:55:15.986]  Everybody look them up.
[01:55:15.986 --> 01:55:17.586]  You should have those guys on more often.
[01:55:17.586 --> 01:55:18.987]  Jordan Maxwell hasn't been on in 2008.
[01:55:18.987 --> 01:55:19.427]  I agree.
[01:55:19.427 --> 01:55:22.629]  We've been trying to set up Jordan Maxwell and I want to get Tex back on.
[01:55:22.629 --> 01:55:23.569]  We'll make sure that happens.
[01:55:24.105 --> 01:55:26.126]  Last call, last point, Alex, man, I love you, man.
[01:55:26.126 --> 01:55:29.367]  Occult aspects of the New World Order.
[01:55:29.367 --> 01:55:37.590]  You don't talk about Bohemian Grove enough and you don't talk about the occult aspects like the Western Occult Symbolism interview you did with that Russian station.
[01:55:37.590 --> 01:55:38.511]  Everybody should look that up.
[01:55:38.511 --> 01:55:41.532]  Western Occult Symbolism, Alex Jones on YouTube.
[01:55:41.532 --> 01:55:42.252]  I love you, Alex.
[01:55:42.252 --> 01:55:43.673]  Thanks a lot, man, for all the work you do.
[01:55:43.673 --> 01:55:44.533]  Love you too, brother.
[01:55:44.533 --> 01:55:45.754]  I love everybody that wants freedom.
[01:55:45.754 --> 01:55:46.554]  We're in it together.
[01:55:46.554 --> 01:55:47.834]  In it to win it.
[01:55:47.834 --> 01:55:48.555]  Hang separate.
[01:55:49.275 --> 01:55:50.217]  If we don't hang together.
[01:55:50.217 --> 01:55:52.743]  Yeah, we cover the occult.
[01:55:52.743 --> 01:55:53.685]  I've made films about it.
[01:55:53.685 --> 01:55:55.809]  The elite are a bunch of lunatics.
[01:55:55.809 --> 01:55:59.337]  Let's go ahead and talk to Wiley in Nevada.
[01:55:59.337 --> 01:55:59.959]  You're on the air.
[01:56:00.960 --> 01:56:02.762]  Alex, I want to congratulate you on Bilderberg.
[01:56:02.762 --> 01:56:04.784]  You've made a lot of people aware of what's going on.
[01:56:04.784 --> 01:56:08.308]  I just have an idea I'd like to throw out at you for July 4th.
[01:56:08.308 --> 01:56:20.880]  I'd like to call it the 200 Million Man Rally, Reclaim Our Independence Day, where everybody gets together in their own towns and own cities and discuss what we can do against this crisis that we're facing in our government today.
[01:56:22.449 --> 01:56:23.671]  Well, our government's been taken over.
[01:56:23.671 --> 01:56:25.353]  We have to recognize it's been hijacked.
[01:56:25.353 --> 01:56:26.154]  We're told the U.N.
[01:56:26.154 --> 01:56:27.055]  runs our military.
[01:56:27.055 --> 01:56:28.176]  That's Hyde's reason.
[01:56:28.176 --> 01:56:29.097]  This is on C-SPAN.
[01:56:29.097 --> 01:56:30.499]  I mean, this is public, folks.
[01:56:30.499 --> 01:56:31.701]  We're not in the U.S.
[01:56:31.701 --> 01:56:32.361]  anymore.
[01:56:32.361 --> 01:56:34.704]  We've got to admit it to ever have a chance of getting it back.
[01:56:35.630 --> 01:56:35.830]  I don't
[01:56:54.645 --> 01:56:59.050]  To know the factoids of their enemies, their friends, the lay of the land politically.
[01:56:59.050 --> 01:57:07.899]  But men are all walking around not using their computer space in business and life and their families to be the leader, to help their family, to deal with threats.
[01:57:07.899 --> 01:57:13.425]  They think the battle is all sports and it's a template matrix fantasy that they're living in.
[01:57:13.425 --> 01:57:15.548]  So sports is the big enemy.
[01:57:17.380 --> 01:57:21.642]  And we are going to go to one more call here.
[01:57:21.642 --> 01:57:23.043]  God bless you, Wiley.
[01:57:23.043 --> 01:57:23.823]  Oh, we're out of time.
[01:57:23.823 --> 01:57:24.523]  John in Texas.
[01:57:24.523 --> 01:57:25.084]  Ten seconds.
[01:57:25.084 --> 01:57:26.024]  John in Texas.
[01:57:26.024 --> 01:57:27.525]  Hit us, hit us.
[01:57:27.525 --> 01:57:29.846]  Hey, Alex, thanks for taking my call.
[01:57:29.846 --> 01:57:36.050]  Hey, I'm just calling about the Jeff Barron case and John Margettis that put a human being into receivership.
[01:57:36.050 --> 01:57:37.330]  You can get all the information.
[01:57:37.330 --> 01:57:39.312]  Yeah, they're bringing back debtor prisons.
[01:57:39.312 --> 01:57:40.432]  We're out of time.
[01:57:40.432 --> 01:57:42.353]  I'll see you back live on the radio tomorrow, 11 a.m.
[01:57:42.353 --> 01:57:43.494]  Central, InfoWars.com.
[01:57:44.520 --> 01:57:45.082]  See you then.
[01:57:45.082 --> 01:57:46.185]  Great job, crew.
[01:57:46.185 --> 01:57:48.171]  Mildenberg 2012, big success.
[01:57:48.171 --> 01:57:49.334]  We blew them wide open!
