[00:00.000 --> 00:02.000]  ["Pomp and Circumstance"]
[1:02:55.000 --> 1:02:57.000]  and I'll go to whoever you think I should go to first.
[1:02:57.000 --> 1:03:00.000]  But I want to play this clip and take a three-minute break.
[1:03:00.000 --> 1:03:02.000]  I mean, what do you say about something like this?
[1:03:02.000 --> 1:03:06.000]  If I start describing the propaganda that's involved here, it would take two hours, and
[1:03:06.000 --> 1:03:14.000]  we'd be, and we ran out of time as I was taking your calls and covering this.
[1:03:14.000 --> 1:03:23.000]  But I spent five hours today off and on trying to find it, and I rarely fail, and I failed.
[1:03:23.000 --> 1:03:26.000]  Maybe somebody can find it and put it in the PrisonPlanet.com forum.
[1:03:26.000 --> 1:03:31.000]  You guys can always get it done if I can't.
[1:03:31.000 --> 1:03:36.000]  There's a power of millions of people out there, a brain power.
[1:03:36.000 --> 1:03:45.000]  But remember in 2002, they had a five-night special on Nightline on ABC with Ted Koppel,
[1:03:45.000 --> 1:03:50.000]  and they started the first show without even announcing it was a drill and was fake,
[1:03:50.000 --> 1:03:52.000]  and later in the show admitted it and it caused somewhat of a panic.
[1:03:52.000 --> 1:03:58.000]  It was like War of the Worlds with Orson Welles showing real riot footage, showing smallpox,
[1:03:58.000 --> 1:04:03.000]  showing people dying, and saying that smallpox had been released in the United States.
[1:04:03.000 --> 1:04:08.000]  And then for the five nights, they led it into martial law, dark winter, breakdown of the United States.
[1:04:08.000 --> 1:04:10.000]  Well, I couldn't find that.
[1:04:10.000 --> 1:04:16.000]  On the PrisonPlanet forum, I found that the guys had already, and the girls had already broken down,
[1:04:16.000 --> 1:04:21.000]  everything I was already thinking, I guess our minds think alike, and had found all the government documents
[1:04:21.000 --> 1:04:31.000]  on other subjects where there was a federally funded program for Homeland Security pre-911.
[1:04:31.000 --> 1:04:37.000]  Now, remember, Bill Clinton gave a speech about how Homeland Security would be set up in 1993,
[1:04:37.000 --> 1:04:39.000]  right after he was elected.
[1:04:39.000 --> 1:04:41.000]  They'd already set up Homeland Security.
[1:04:41.000 --> 1:04:44.000]  They had introduced it and made it a cabinet position after 911.
[1:04:44.000 --> 1:04:48.000]  This talks about that.
[1:04:48.000 --> 1:04:53.000]  Now, if you want to find it, just Google Dark Winter Pretext for Top Off.
[1:04:53.000 --> 1:04:57.000]  I don't know if Kurt's gotten this posted yet, but we need to get this up right now.
[1:04:57.000 --> 1:04:59.000]  I'm going to play the video for you right now, though.
[1:04:59.000 --> 1:05:05.000]  Dark Winter Pretext for Top Off, CCMRFCBRNE.
[1:05:05.000 --> 1:05:07.000]  Wait a minute, I got Aaron here, too. He can post it.
[1:05:07.000 --> 1:05:09.000]  Let's have Aaron post it.
[1:05:09.000 --> 1:05:10.000]  Got two webmasters here.
[1:05:10.000 --> 1:05:12.000]  Now, listen to me carefully.
[1:05:12.000 --> 1:05:16.000]  Aaron, we used to have posted this video on InfoWars if Kurt hasn't.
[1:05:16.000 --> 1:05:22.000]  This exercise was made possible by grant funding from the McCormick Tribune Foundation,
[1:05:22.000 --> 1:05:26.000]  the Oklahoma City National Memorial Institute for the Prevention of Terrorism,
[1:05:26.000 --> 1:05:31.000]  June 22, 2003, 2001, the Center for Strategic International Studies,
[1:05:31.000 --> 1:05:34.000]  the John Hopkins Center for Civilian Biodefense Studies,
[1:05:34.000 --> 1:05:38.000]  the Answer Institute for Homeland Security.
[1:05:38.000 --> 1:05:39.000]  You hear that?
[1:05:39.000 --> 1:05:42.000]  Homeland Security, before they announced it to you, the slaves,
[1:05:42.000 --> 1:05:46.000]  and the Oklahoma City National Memorial Institute for the Prevention of Terrorism.
[1:05:46.000 --> 1:05:47.000]  And then it goes on from there.
[1:05:47.000 --> 1:05:50.000]  We're going to post this right now with the text in the video at infowars.com.
[1:05:50.000 --> 1:05:54.000]  Now, they put on a fake newscast in Oklahoma.
[1:05:54.000 --> 1:05:57.000]  This was shown to Homeland Security people and others at Northcom.
[1:05:57.000 --> 1:06:00.000]  Northcom was not set up in 2002, boys and girls.
[1:06:00.000 --> 1:06:05.000]  It's been around since the 40s.
[1:06:05.000 --> 1:06:12.000]  Now, this is them fear-mongering for the breakdown of society, dark winter,
[1:06:12.000 --> 1:06:14.000]  the shutdown of the Texas-Oklahoma border.
[1:06:14.000 --> 1:06:18.000]  They also did another test that same year for anthrax attack.
[1:06:18.000 --> 1:06:22.000]  And that's in my video, famous video, Alex Jones predicts 9-11.
[1:06:22.000 --> 1:06:25.000]  And I say, call the White House, tell them don't blow up the World Trade Center,
[1:06:25.000 --> 1:06:26.000]  don't carry out the attack.
[1:06:26.000 --> 1:06:30.000]  Just like I've been saying the last few weeks, tell the government don't carry out the bird flu attack.
[1:06:30.000 --> 1:06:33.000]  I just see the integrated spectrum.
[1:06:33.000 --> 1:06:36.000]  I see the data. I don't believe this is the attack.
[1:06:36.000 --> 1:06:44.000]  This is a preparation and a dry-run trial balloon of a real hybrid virus.
[1:06:44.000 --> 1:06:47.000]  They're just getting you trained and tested right now that they're the boss,
[1:06:47.000 --> 1:06:49.000]  they're the saviors, love them.
[1:06:49.000 --> 1:06:54.000]  Because the media is hyping this and really trying to create hysteria and fear.
[1:06:54.000 --> 1:07:01.000]  It is zoological, a double zoological virus combined with a human.
[1:07:01.000 --> 1:07:04.000]  Again, it's very suspicious, but I hope and pray.
[1:07:04.000 --> 1:07:08.000]  My gut tells me this is already a devastating virus.
[1:07:08.000 --> 1:07:13.000]  But my gut tells me this is manufactured, this is released, this is being managed.
[1:07:13.000 --> 1:07:16.000]  I saw fear preparation the last month building up.
[1:07:16.000 --> 1:07:20.000]  That's why I've been doing shows on bird flu. Steve Quell on Monday, he said it's coming within weeks.
[1:07:20.000 --> 1:07:22.000]  Intel told him, boom, what's happening?
[1:07:22.000 --> 1:07:24.000]  I pray he's wrong.
[1:07:24.000 --> 1:07:29.000]  But when you live this, when you pray this, when you dream this, when you eat this, sleep this,
[1:07:29.000 --> 1:07:32.000]  then you start getting the deep knowledge of how the enemy operates.
[1:07:32.000 --> 1:07:38.000]  Now, that doesn't mean that they may not pull out of this or do something else or that there's not another attack behind it
[1:07:38.000 --> 1:07:42.000]  or this is just a drill.
[1:07:42.000 --> 1:07:44.000]  My gut is this is staged.
[1:07:44.000 --> 1:07:48.000]  And again, a gut like a good police detective, they go, my nose or my gut tells me that's the killer
[1:07:48.000 --> 1:07:52.000]  and it turns out they're right in history with a really good detective.
[1:07:52.000 --> 1:07:53.000]  That's not a gut.
[1:07:53.000 --> 1:07:58.000]  That's thousands of pieces of data, research, experience, all of that brings it together.
[1:07:58.000 --> 1:08:03.000]  Now, watch this fear-mongering piece and understand how they've been inculcating this into the culture.
[1:08:03.000 --> 1:08:04.000]  Now, I wish I could find the nightline.
[1:08:04.000 --> 1:08:08.000]  I looked on YouTube, Google, I spent hours.
[1:08:08.000 --> 1:08:15.000]  Ted Koppel, but Ted Koppel wasn't in it till the last few episodes where they then said, okay, we fear-mongered you and caused a national panic.
[1:08:15.000 --> 1:08:22.000]  I can't believe something this big isn't on the web from only six years ago, six and a half years ago.
[1:08:22.000 --> 1:08:31.000]  This is about seven early 2002 of Memory Serves and the last few, it was five nights, Monday through Friday.
[1:08:31.000 --> 1:08:38.000]  In the last two episodes, they would show the aftermath of millions dead, Homeland Security fixed it and blah, blah, blah.
[1:08:38.000 --> 1:08:40.000]  And then Ted Koppel would have guessed on what do we do?
[1:08:40.000 --> 1:08:45.000]  Well, we passed laws taking people's rights and forced inoculation and have the police and military take these shots and it's going to happen.
[1:08:45.000 --> 1:08:46.000]  Al Qaeda is going to hit us.
[1:08:46.000 --> 1:08:57.000]  Now, notice this video was produced pre-911 that the university and Homeland Security's own press release says.
[1:08:57.000 --> 1:09:00.000]  Then they got some other videos that integrated with modern things.
[1:09:00.000 --> 1:09:04.000]  Post-911, there are several of these videos, actually.
[1:09:04.000 --> 1:09:06.000]  I'm not sure which one we're about to go to.
[1:09:06.000 --> 1:09:09.000]  I think we're one of the first video right now, but the point is, yeah, that's the first video, good.
[1:09:09.000 --> 1:09:11.000]  Just double-checking that.
[1:09:11.000 --> 1:09:14.000]  Notice how they're talking about Al Qaeda, Taliban having it.
[1:09:14.000 --> 1:09:19.000]  See, right before they hit us, months before, this is the stuff I was seeing, similar things.
[1:09:19.000 --> 1:09:21.000]  I didn't even know about this until today.
[1:09:21.000 --> 1:09:28.000]  I knew about the Homeland Security drills, but I didn't know they had videos produced for it for the feds to fearmonger them and inculcate them.
[1:09:28.000 --> 1:09:30.000]  Most of the feds aren't involved in this.
[1:09:30.000 --> 1:09:31.000]  They don't know either.
[1:09:31.000 --> 1:09:33.000]  They're all brainwashed like the general public.
[1:09:33.000 --> 1:09:36.000]  Okay, regardless, let's go ahead and go to this video.
[1:09:36.000 --> 1:09:38.000]  Then I'm going to come right back to your calls.
[1:09:38.000 --> 1:09:39.000]  I promise.
[1:09:39.000 --> 1:09:43.000]  For folks in Mexico, I want to hear from you in Mexico, Mexico City.
[1:09:43.000 --> 1:09:45.000]  We got one call out of the gates.
[1:09:45.000 --> 1:09:46.000]  Call me.
[1:09:46.000 --> 1:09:48.000]  Is the phone system open right now?
[1:09:48.000 --> 1:09:53.000]  We're going to open it right now during this video for folks in Mexico only.
[1:09:53.000 --> 1:09:55.000]  Just hang up on them if they're not from Mexico.
[1:09:55.000 --> 1:09:58.000]  They can call in later, but I want folks in Mexico where the heart of this is happening.
[1:09:58.000 --> 1:10:00.000]  I witnessed reports that we got earlier.
[1:10:00.000 --> 1:10:04.000]  888-201-2244, 888-201-2244.
[1:10:04.000 --> 1:10:11.000]  If that doesn't work or something from Mexico, 888-201-2244, 512-646-1776.
[1:10:11.000 --> 1:10:13.000]  We'll be right back after this video.
[1:10:13.000 --> 1:10:14.000]  Take your call.
[1:10:14.000 --> 1:10:15.000]  Stay with me.
[1:10:15.000 --> 1:10:17.000]  Good evening.
[1:10:17.000 --> 1:10:25.000]  We interrupt our regular programming to return to Southwest Medical Center in continuing coverage of the outbreak of a mystery sickness.
[1:10:25.000 --> 1:10:32.000]  Earlier today, hospital officials said they were admitting patients with symptoms that seem to be severe adult chickenpox.
[1:10:32.000 --> 1:10:34.000]  But now we have new information.
[1:10:34.000 --> 1:10:37.000]  We go to Andy Field outside Southwest Medical Center.
[1:10:37.000 --> 1:10:38.000]  Good evening, Andy.
[1:10:38.000 --> 1:10:39.000]  What can you tell us?
[1:10:39.000 --> 1:10:42.000]  We've moved to an isolated area behind the hospital.
[1:10:42.000 --> 1:10:49.000]  And off-the-record doctors here suspect that at least five patients hospitalized in Southwest may have smallpox.
[1:10:49.000 --> 1:10:53.000]  And for those of us who don't remember the disease, it is a deadly virus.
[1:10:53.000 --> 1:10:56.000]  We haven't seen it in this country in at least 20 years.
[1:10:56.000 --> 1:11:01.000]  Now, if this proves to be true, we can have a very serious health emergency on our hands.
[1:11:01.000 --> 1:11:05.000]  But officially, the hospital will not confirm or deny that diagnosis.
[1:11:05.000 --> 1:11:08.000]  And the problem is we don't have enough vaccine to go around.
[1:11:08.000 --> 1:11:12.000]  Meaning we don't have enough vaccine for the United States?
[1:11:12.000 --> 1:11:21.000]  Well, I would like to think that, but we don't have sufficient stockpiles for the people in Oklahoma, Georgia or Pennsylvania, much less for the entire United States population.
[1:11:21.000 --> 1:11:23.000]  Well, that certainly doesn't sound encouraging.
[1:11:23.000 --> 1:11:25.000]  What do you mean, exactly?
[1:11:25.000 --> 1:11:28.000]  Angie, it means it could be a very dark winner for America.
[1:11:28.000 --> 1:11:29.000]  Sobbing.
[1:11:29.000 --> 1:11:31.000]  Thank you very much for joining us, Dr. Kavlik.
[1:11:31.000 --> 1:11:35.000]  We do continue to wait for official reaction to this developing situation.
[1:11:35.000 --> 1:11:43.000]  Now we go to a special report on the deadly effects of smallpox that led scientists to launch an eradication program thought to wipe out...
[1:12:05.000 --> 1:12:23.000]  On day six of the smallpox epidemic, the White House confirmed that federal government officials and military personnel are being vaccinated.
[1:12:23.000 --> 1:12:28.000]  300 people have died, at least 2,000 are infected with smallpox.
[1:12:28.000 --> 1:12:34.000]  Smallpox symptoms are being seen in 15 states, also in Canada, Mexico and England.
[1:12:34.000 --> 1:12:41.000]  The U.S. smallpox vaccine supply continues to shrink as officials try to stretch limited stocks to cover the entire nation.
[1:12:41.000 --> 1:12:46.000]  An official announcement regarding the remaining vaccine inventory is expected later today.
[1:12:46.000 --> 1:12:50.000]  Struggles to get vaccinated led to violence in some cities.
